Id	NpcId	Level	AffixGroupId	AffixMaxCount	Name	ShowLevel	HeadIcon	AddScore	BuffIds	Condition	Label
105001	90900	260	105001	2	蛸	1	Assets/Product/Texture/Image/RoleCharacter/Mo1HaiqiaoMd010001.png	100	[774501, 0, 0, 0, 0, 0, 0, 777050, 779459]		
105002	90940	129	105002	2	刺钳蝎	1	Assets/Product/Texture/Image/RoleCharacter/Mo1CiganxieMd010001.png	150	[774501, 0, 0, 0, 0, 0, 0, 777050, 779460]		
105003	90850	149	105003	2	株	1	Assets/Product/Texture/Image/RoleCharacter/ZhuNormal01.png	150	[774501, 0, 0, 0, 0, 0, 0, 777050, 779461]		
105004	90390	174	105004	2	重型收割机	4	Assets/Product/Texture/Image/RoleCharacter/AnbaoNomal01.png	700	[774501, 0, 0, 0, 0, 0, 0, 777051, 779462]	97394	
106001	90250	144	106001	2	浪人肆型	2	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	150	[774501, 0, 0, 0, 0, 0, 0, 777050, 779463]		
106002	90690	167	106002	2	禄存 拾型	2	Assets/Product/Texture/Image/RoleCharacter/LucunNormal01.png	150	[774501, 0, 0, 0, 0, 0, 0, 777050, 779464]		
106003	90640	259	106003	2	力士 陆型	2	Assets/Product/Texture/Image/RoleCharacter/LishiNormal01.png	150	[774501, 0, 0, 0, 0, 0, 0, 777050, 779465]		
106004	83600	272	106004	2	加百列	5	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	1300	[774501, 0, 0, 0, 0, 0, 0, 777051, 779466]	97395	
107001	93232	358	107001	3	Courier-M	2	Assets/Product/Texture/Image/RoleCharacter/CourierNormal01.png	100	[0, 0, 0, 0, 0, 0, 0, 777050, 779467]		
107002	93223	217	107002	3	Deporter-R	2	Assets/Product/Texture/Image/RoleCharacter/DeporterNormal01.png	100	[0, 0, 0, 0, 0, 0, 0, 777050, 779468]		
107003	90860	379	107003	3	波普尔	2	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	100	[0, 0, 0, 0, 0, 0, 0, 777050, 779467]		
107004	90360	275	107004	3	分解者	4	Assets/Product/Texture/Image/RoleCharacter/FenjiezheNormal01.png	300	[0, 0, 0, 0, 0, 0, 0, 777050, 779469]	97396	
108001	90770	271	108001	3	海5-灯乌贼	2	Assets/Product/Texture/Image/RoleCharacter/ZhangyuNormal01.png	100	[0, 0, 0, 0, 0, 0, 0, 777050, 779470]		
108002	90750	399	108002	3	空7-雪鸮	2	Assets/Product/Texture/Image/RoleCharacter/XuehaoNormal01.png	100	[0, 0, 0, 0, 0, 0, 0, 777050, 779471]		
108003	90760	416	108003	3	长耳兔	2	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	100	[0, 0, 0, 0, 0, 0, 0, 777050, 779472]		
108004	90780	239	108004	3	陆1-极地熊	4	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	300	[0, 0, 0, 0, 0, 0, 0, 777050, 779473]	97397	
109001	90220	129	109001	3	遗迹挖掘者	3	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	200	[749344, 0, 0, 0, 0, 0, 0, 777050, 779474]		
109002	90370	289	109002	3	遗迹勘探者	3	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	200	[749344, 0, 0, 0, 0, 0, 0, 777050, 779475]		
109003	90810	189	109003	3	太阿壹型	3	Assets/Product/Texture/Image/RoleCharacter/Taieyixing01.png	250	[749344, 0, 0, 0, 0, 0, 0, 777050, 779476]		
109004	90700	180	109004	3	至尊	3	Assets/Product/Texture/Image/RoleCharacter/LucunNormal01.png	250	[749344, 0, 0, 0, 0, 0, 0, 777050, 779477]		
109005	93075	313	109005	3	圣堂守卫	4	Assets/Product/Texture/Image/RoleCharacter/ShengtangNormal01.png	500	[749344, 0, 0, 0, 0, 0, 777063, 777050, 779478]	97398	
110001	95660	378	110001	3	吊人	3	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	200	[749344, 0, 0, 0, 0, 0, 777063, 777050, 779479]		
110002	90800	174	110002	3	墨鸢	3	Assets/Product/Texture/Image/RoleCharacter/YunluNormal01.png	200	[749344, 0, 0, 0, 0, 0, 0, 777050, 779480]		
110003	90680	310	110003	3	九龙众 睚眦	3	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	250	[749344, 0, 0, 0, 0, 0, 777063, 777050, 779481]		
110004	90790	218	110004	3	骁卫壹型	3	Assets/Product/Texture/Image/RoleCharacter/DiaorenyixingNormal01.png	250	[749344, 0, 0, 0, 0, 0, 0, 777050, 779482]		
110005	90910	336	110005	3	齿轮	4	Assets/Product/Texture/Image/RoleCharacter/Me1UnknownMd010001.png	500	[749344, 0, 0, 0, 0, 0, 0, 777051, 779483]	97399	
111001	83800	1265	111001	3	安博莉亚	4	Assets/Product/Texture/Image/RoleCharacter/AnboliyaNormal01.png	800	[0, 0, 0, 0, 0, 0, 0, 777051, 779484]		
111002	81900	1077	111002	3	不明构造体α	4	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	800	[0, 0, 0, 0, 0, 0, 0, 777051, 779485]		
111003	837000	614	111003	3	鲨士碧儿	4	Assets/Product/Texture/Image/RoleCharacter/Mb1AolajiangMd010001.png	800	[0, 0, 0, 0, 0, 0, 0, 777051, 779486]		
111004	83900	491	111004	3	露娜	5	Assets/Product/Texture/Image/RoleCharacter/LunaNormal03.png	900	[0, 0, 0, 0, 0, 0, 0, 777051, 779487]	97400	
112001	81600	518	112001	3	罗兰	4	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	800	[0, 0, 0, 0, 0, 0, 0, 777051, 779488]		
112002	83500	896	112002	3	曲	4	Assets/Product/Texture/Image/RoleCharacter/QuNormal01.png	800	[0, 0, 0, 0, 0, 0, 0, 777051, 779489]		
112003	837100	365	112003	3	黑鲨士碧儿	4	Assets/Product/Texture/Image/RoleCharacter/ShashibierNormal02.png	800	[0, 0, 0, 0, 0, 0, 0, 777051, 779490]		
112004	81721	351	112004	3	苦刑之女	5	Assets/Product/Texture/Image/RoleCharacter/TifaNomal02.png	900	[0, 0, 0, 0, 0, 0, 0, 777051, 779491]	97401	
300011	93103	177	300001	2	树怪	1	Assets/Product/Texture/Image/RoleMonster/RoleMonster93101.png	100	[784201, 784204, 0, 0, 0, 0, 0, 784317, 779450]		['弱火']
300012	93373	152	300001	2	雕像侍卫	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93371.png	100	[784202, 784204, 0, 0, 0, 0, 0, 784317, 779451]		['弱暗']
300013	93533	96	300001	2	巨齿海葵	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93533.png	100	[784203, 784204, 0, 0, 0, 0, 0, 784317, 779452]		['弱物理']
300021	93030	14	300011	2	类人	4	Assets/Product/Texture/Image/RoleMonster/RoleMonster93030.png	100	[0, 0, 0, 0, 0, 0, 784322, 784317, 779453]		['快攻', '位移']
300022	90660	21	300011	2	吊人 叁型	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster90660.png	150	[0, 0, 0, 0, 0, 0, 784322, 784317, 779454]		['快攻', '多段']
300023	93403	23	300011	2	“守门人”	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93403.png	200	[0, 0, 0, 0, 0, 0, 784322, 784317, 779455]		['反击']
300031	93060	127	300021	3	构造体队长	1	Assets/Product/Texture/Image/RoleMonster/RoleMonster93060.png	100	[0, 0, 0, 0, 0, 0, 784322, 784317, 779456]		['战前召唤']
300032	93753	199	300021	3	照明蜂母巢	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93753.png	100	[0, 0, 0, 0, 0, 0, 784322, 784317, 779457]		['战中召唤']
300033	93553	212	300021	3	“海仙女”	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93553.png	200	[0, 0, 0, 0, 0, 0, 784322, 784317, 779458]		['战前召唤']
300041	90130	143	300031	2	驯兽师	1	Assets/Product/Texture/Image/RoleMonster/RoleMonster90130.png	100	[0, 0, 0, 0, 0, 0, 784322, 784317, 779459]		['近战', '冲锋']
300042	90450	148	300031	2	极地机兵	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster90450.png	200	[0, 0, 0, 0, 0, 0, 784322, 784317, 779460]		['全距离', '冲锋']
300043	93773	399	300031	2	匿光虫	4	Assets/Product/Texture/Image/RoleMonster/RoleMonster93773.png	150	[0, 0, 0, 0, 0, 0, 784322, 784317, 779461]		['近战', '冲锋']
300051	90100	159	300041	2	空中监视器	1	Assets/Product/Texture/Image/RoleMonster/RoleMonster90100.png	100	[0, 0, 0, 0, 0, 0, 784322, 784317, 779462]		['近战']
300052	90620	212	300041	2	异合火力单元	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster90620.png	150	[0, 0, 0, 0, 0, 0, 784322, 784317, 779463]		['远程']
300053	90440	55	300041	2	自律警卫	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster90440.png	200	[0, 0, 0, 0, 0, 0, 784322, 784317, 779464]		['远程']
300061	90190	28	300051	3	守护者	1	Assets/Product/Texture/Image/RoleMonster/RoleMonster90190.png	150	[0, 0, 0, 0, 0, 0, 784322, 0, 779465]		['举盾']
300062	93192	33	300051	3	Heal-Z	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93192.png	150	[0, 0, 0, 0, 0, 0, 784322, 0, 779466]		['治疗']
300063	90980	22	300051	3	PK-43型“警长”	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster90980.png	300	[0, 0, 0, 0, 0, 0, 784322, 0, 779467]		['近战']
300121	93030	19	300012	3	类人	4	Assets/Product/Texture/Image/RoleMonster/RoleMonster93030.png	100	[0, 0, 0, 0, 0, 0, 784322, 784317, 779468]		['快攻', '位移']
300122	90660	42	300012	3	吊人 叁型	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster90660.png	150	[0, 0, 0, 0, 0, 0, 784322, 784317, 779469]		['快攻', '多段']
300123	93403	33	300012	3	“守门人”	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93403.png	200	[0, 0, 0, 0, 0, 0, 784322, 784317, 779470]		['反击']
300124	90790	43	300012	3	骁卫壹型	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster90790.png	300	[0, 0, 0, 0, 0, 0, 784322, 784317, 779471]		['多段']
300125	93492	44	300012	3	实验体 皮克曼	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93492.png	500	[0, 0, 0, 0, 0, 0, 784323, 784317, 779472]		['多段', '反击']
300131	93060	177	300022	4	构造体队长	1	Assets/Product/Texture/Image/RoleMonster/RoleMonster93060.png	100	[0, 0, 0, 0, 0, 0, 784322, 784317, 779473]		['战中召唤']
300132	93753	277	300022	4	照明蜂母巢	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93753.png	100	[0, 0, 0, 0, 0, 0, 784322, 784317, 779474]		['战中召唤']
300133	93553	295	300022	4	“海仙女”	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93553.png	200	[0, 0, 0, 0, 0, 0, 784322, 784317, 779475]		['战前召唤']
300134	93363	443	300022	4	机械异种	4	Assets/Product/Texture/Image/RoleMonster/RoleMonster93361.png	400	[0, 0, 0, 0, 0, 0, 784322, 784317, 779476]		['战前召唤']
300135	82300	798	300022	4	异合聚兽·芬里尔	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster82300.png	500	[781991, 0, 0, 0, 0, 0, 784323, 784317, 779477]		['战中召唤']
300141	90130	191	300032	3	驯兽师	1	Assets/Product/Texture/Image/RoleMonster/RoleMonster90130.png	100	[0, 0, 0, 0, 0, 0, 784322, 784317, 779478]		['近战', '冲锋']
300142	90450	198	300032	3	极地机兵	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster90450.png	200	[0, 0, 0, 0, 0, 0, 784322, 784317, 779479]		['全距离', '冲锋']
300143	93313	332	300032	3	意识聚合宿体	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93311.png	150	[0, 0, 0, 0, 0, 0, 784322, 784317, 779481]		['全距离', '冲锋']
300144	93773	532	300032	3	匿光虫	4	Assets/Product/Texture/Image/RoleMonster/RoleMonster93773.png	300	[0, 0, 0, 0, 0, 0, 784322, 784317, 779480]		['近战', '冲锋']
300145	845000	237	300032	3	巫毒	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster845000.png	400	[0, 0, 0, 0, 0, 0, 784323, 784317, 779482]		['全距离', '冲锋']
300151	90100	179	300042	4	空中监视器	1	Assets/Product/Texture/Image/RoleMonster/RoleMonster90100.png	100	[784337, 0, 0, 0, 0, 0, 784322, 784317, 779483]		['近战']
300152	90620	239	300042	4	异合火力单元	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster90620.png	150	[784337, 0, 0, 0, 0, 0, 784322, 784317, 779484]		['远程']
300153	90440	61	300042	4	自律警卫	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster90440.png	200	[784337, 0, 0, 0, 0, 0, 784322, 784317, 779485]		['远程']
300154	90410	115	300042	4	酸液工蚁	4	Assets/Product/Texture/Image/RoleMonster/RoleMonster90410.png	300	[784337, 0, 0, 0, 0, 0, 784322, 784317, 779486]		['远程']
300155	87651	133	300042	4	维罗妮卡	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster010001.png	400	[784327, 784341, 0, 0, 0, 0, 784323, 784317, 779487]		['全距离']
300161	90190	35	300052	4	守护者	1	Assets/Product/Texture/Image/RoleMonster/RoleMonster90190.png	150	[0, 0, 0, 0, 0, 0, 0, 784322, 779488]		['举盾']
300162	93192	41	300052	4	Heal-Z	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster93192.png	150	[0, 0, 0, 0, 0, 0, 0, 784322, 779489]		['治疗']
300163	90980	27	300052	4	PK-43型“警长”	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster90980.png	300	[0, 0, 0, 0, 0, 0, 0, 784322, 779490]		['近战']
300164	93170	71	300052	4	命运之轮	4	Assets/Product/Texture/Image/RoleMonster/RoleMonster93170.png	300	[0, 0, 0, 0, 0, 0, 0, 784322, 779491]		['举盾']
300165	83520	155	300052	4	华胥	3	Assets/Product/Texture/Image/RoleMonster/RoleMonster83520.png	500	[0, 0, 0, 0, 0, 0, 0, 784323, 779492]		['近战']
1010111	90030	253	101001	1	修理机工a	1	Assets/Product/Texture/Image/RoleCharacter/Mo1XiulijigongMd000001.png	100	[779450, 0, 0, 0, 0, 0, 0, 0, 0]		
1010112	90120	254	101001	1	保护者a	2	Assets/Product/Texture/Image/RoleCharacter/Mo1BaohuzheMd000001.png	100	[779451, 0, 0, 0, 0, 0, 0, 0, 0]		
1010113	90190	281	101001	1	守护者a	3	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	100	[779452, 0, 0, 0, 0, 0, 0, 0, 0]		
1010121	90030	253	101001	2	修理机工b	1	Assets/Product/Texture/Image/RoleCharacter/Mo1XiulijigongMd000001.png	100	[779453, 0, 0, 0, 0, 0, 0, 0, 0]		
1010122	90120	254	101001	2	保护者b	2	Assets/Product/Texture/Image/RoleCharacter/Mo1BaohuzheMd000001.png	100	[779454, 0, 0, 0, 0, 0, 0, 0, 0]		
1010123	90190	281	101001	2	守护者b	3	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	100	[779455, 0, 0, 0, 0, 0, 0, 0, 0]		
1010131	90090	345	101001	2	地面监视器c	2	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	100	[779456, 0, 0, 0, 0, 0, 0, 0, 0]		
1010132	90110	360	101001	2	巡境者c	2	Assets/Product/Texture/Image/RoleCharacter/Me1XunjingzheMd000001.png	200	[779457, 0, 0, 0, 0, 0, 0, 0, 0]		
1010211	90190	281	101001	2	守护者d	1	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	150	[779458, 0, 0, 0, 0, 0, 0, 0, 0]		
1010212	90130	213	101001	2	驯兽师d	2	Assets/Product/Texture/Image/RoleCharacter/Me1XunshoushiMd000001.png	200	[779459, 0, 0, 0, 0, 0, 0, 0, 0]		
1010221	90110	360	101001	2	巡境者e	1	Assets/Product/Texture/Image/RoleCharacter/Me1XunjingzheMd000001.png	150	[779460, 0, 0, 0, 0, 0, 0, 0, 0]		
1010222	90160	293	101001	2	哨戒机炮e	2	Assets/Product/Texture/Image/RoleCharacter/ShaojiepaoNormal01.png	200	[779461, 0, 0, 0, 0, 0, 0, 0, 0]		
1020111	90210	263	101001	2	园丁a	1	Assets/Product/Texture/Image/RoleCharacter/TufuNormal01.png	50	[779462, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020112	90250	216	101001	2	浪人肆型a	2	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	100	[779463, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020113	90330	337	101001	2	信使a	3	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	150	[779464, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020121	90170	242	101001	2	布道者b	1	Assets/Product/Texture/Image/RoleCharacter/BudaozheNormal01.png	50	[779465, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020122	90260	361	101001	2	仿生蝾螈b	2	Assets/Product/Texture/Image/RoleCharacter/Mo1FangshengrongyuanMd000001.png	100	[779466, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020123	93182	233	101001	2	Nalasr-E·b	3	Assets/Product/Texture/Image/RoleCharacter/PaotaiNormal01.png	150	[779467, 779780, 0, 0, 0, 0, 0, 0, 0]	97391	
1020131	90260	361	101001	2	仿生蝾螈c	2	Assets/Product/Texture/Image/RoleCharacter/Mo1FangshengrongyuanMd000001.png	150	[779468, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020132	93182	233	101001	2	Nalasr-E c	3	Assets/Product/Texture/Image/RoleCharacter/PaotaiNormal01.png	200	[779469, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020211	90210	262	101001	2	园丁d	1	Assets/Product/Texture/Image/RoleCharacter/TufuNormal01.png	150	[779470, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020212	90250	216	101001	2	浪人肆型d	2	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	200	[779471, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020221	90360	331	101001	2	分解者e	2	Assets/Product/Texture/Image/RoleCharacter/FenjiezheNormal01.png	150	[779472, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020222	90380	428	101001	2	构造体e	3	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal01.png	200	[779473, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020231	90360	331	101001	2	分解者f	2	Assets/Product/Texture/Image/RoleCharacter/FenjiezheNormal01.png	150	[779474, 779780, 0, 0, 0, 0, 0, 0, 0]		
1020232	90380	428	101001	2	构造体f	3	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal01.png	200	[779475, 779780, 0, 0, 0, 0, 0, 0, 0]		
1030111	90610	362	101001	2	异合修复单元a	1	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	50	[779476, 0, 0, 0, 0, 0, 0, 0, 0]		
1030112	90470	414	101001	2	异聚液压a	2	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	100	[779477, 0, 0, 0, 0, 0, 0, 0, 0]		
1030113	90600	752	101001	2	异合分解单元a	3	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	150	[779478, 0, 0, 0, 0, 0, 0, 0, 0]	97392	
1030121	90610	362	101001	2	异合修复单元b	1	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	50	[779479, 0, 0, 0, 0, 0, 0, 0, 0]		
1030122	90470	414	101001	2	异聚液压b	2	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	100	[779480, 0, 0, 0, 0, 0, 0, 0, 0]		
1030123	90600	752	101001	2	异合分解单元b	3	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	150	[779481, 0, 0, 0, 0, 0, 0, 0, 0]		
1030131	90610	362	101001	2	异合修复单元c	1	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	150	[779482, 0, 0, 0, 0, 0, 0, 0, 0]		
1030132	90470	414	101001	2	异聚液压c	2	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	200	[779483, 0, 0, 0, 0, 0, 0, 0, 0]		
1030133	90600	752	101001	2	异合分解单元c	3	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	250	[779484, 0, 0, 0, 0, 0, 0, 0, 0]		
1030211	90610	362	101001	2	异合修复单元d	1	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	150	[779485, 0, 0, 0, 0, 0, 0, 0, 0]		
1030212	90470	414	101001	2	异聚液压d	2	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	200	[779486, 0, 0, 0, 0, 0, 0, 0, 0]		
1030213	90620	751	101001	2	异合火力单元d	3	Assets/Product/Texture/Image/RoleCharacter/Me1YihehuolidanyuanMd000001.png	250	[779487, 0, 0, 0, 0, 0, 0, 0, 0]		
1030221	90610	362	101001	2	异合修复单元e	1	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	150	[779488, 0, 0, 0, 0, 0, 0, 0, 0]		
1030222	90470	414	101001	2	异聚液压e	2	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	200	[779489, 0, 0, 0, 0, 0, 0, 0, 0]		
1030223	90620	751	101001	2	异合火力单元e	3	Assets/Product/Texture/Image/RoleCharacter/Me1YihehuolidanyuanMd000001.png	250	[779490, 0, 0, 0, 0, 0, 0, 0, 0]		
