Id	SubId	Des
106001	[6005, 6001, 6002, 6003]	
106002	[6005, 6001, 6002, 6003]	
106003	[6005, 6001, 6002, 6003]	
106004	[6005, 6001, 6002, 6003]	
107001	[7005, 7001, 7002, 7003, 7004]	
107002	[7005, 7001, 7002, 7003, 7004]	
107003	[7005, 7001, 7002, 7003, 7004]	
107004	[7005, 7001, 7002, 7003, 7004]	
108001	[8005, 8001, 8002, 8003, 8004]	
108002	[8005, 8001, 8002, 8003, 8004]	
108003	[8005, 8001, 8002, 8003, 8004]	
108004	[8005, 8001, 8002, 8003, 8004]	
109001	[9006, 9001, 9002, 9003, 9004, 9005, 9005, 9005, 9005]	
109002	[9006, 9001, 9002, 9003, 9004, 9005, 9005, 9005, 9005]	
109003	[9006, 9001, 9002, 9003, 9004, 9005, 9005, 9005, 9005]	
109004	[9006, 9001, 9002, 9003, 9004, 9005, 9005, 9005, 9005]	
109005	[9006, 9001, 9002, 9003, 9004, 9005, 9005, 9005, 9005]	
110001	[10006, 10001, 10002, 10003, 10004, 10005, 10005, 10005, 10005]	
110002	[10006, 10001, 10002, 10003, 10004, 10005, 10005, 10005, 10005]	
110003	[10006, 10001, 10002, 10003, 10004, 10005, 10005, 10005, 10005]	
110004	[10006, 10001, 10002, 10003, 10004, 10005, 10005, 10005, 10005]	
110005	[10006, 10001, 10002, 10003, 10004, 10005, 10005, 10005, 10005]	
111001	[11006, 11001, 11002, 11003, 11004, 11005, 11005, 11005, 11005]	
111002	[11006, 11001, 11002, 11003, 11004, 11005, 11005, 11005, 11005]	
111003	[11006, 11001, 11002, 11003, 11004, 11005, 11005, 11005, 11005]	
111004	[11006, 11001, 11002, 11003, 11004, 11005, 11005, 11005, 11005]	
112001	[12006, 12001, 12002, 12003, 12004, 12005, 12005, 12005, 12005]	
112002	[12006, 12001, 12002, 12003, 12004, 12005, 12005, 12005, 12005]	
112003	[12006, 12001, 12002, 12003, 12004, 12005, 12005, 12005, 12005]	
112004	[12006, 12001, 12002, 12003, 12004, 12005, 12005, 12005, 12005]	
300001	[30001, 30002, 30003, 30004]	
300011	[30005, 30006, 30007]	
300012	[30009, 30008, 30005, 30006, 30007]	
300021	[30010, 30013, 30011, 30012]	
300022	[30016, 30015, 30014, 30010, 30013, 30011, 30012]	
300031	[30019, 30017, 30018]	
300032	[30021, 30020, 30019, 30017, 30018]	
300041	[30024, 30022, 30023]	
300042	[30027, 30026, 30025, 30024, 30022, 30023]	
300051	[30029, 30030, 30031, 30028]	
300052	[30034, 30033, 30032, 30029, 30030, 30031, 30028]	
1010121	[101012101, 101012102, 101012103]	修理机工b
1010122	[101012201, 101012202, 101012203]	保护者b
1010123	[101012301, 101012302, 101012303]	守护者b
1010131	[101013101, 101013102, 101013103]	地面监视器a
1010132	[101013201, 101013202, 101013203]	巡境者a
1010211	[101021101, 101021102, 101021103]	守护者c
1010212	[101021201, 101021202, 101021203]	驯兽师a
1010221	[101022101, 101022102, 101022103]	巡境者b
1010222	[101022201, 101022202, 101022203]	哨戒机炮a
1020111	[102011101, 102011102, 102011103]	园丁a
1020112	[102011101, 102011102, 102011103]	浪人肆型a
1020113	[102011101, 102011102, 102011103]	信使a
1020121	[102012101, 102012102, 102012103]	布道者a
1020122	[102012201, 102012202, 102012203]	仿生蝾螈c
1020123	[102012301, 102012302, 102012303]	Nalasr-E
1020131	[102013101, 102013102, 102013103]	仿生蝾螈c
1020132	[102013201, 102013202, 102013203]	Nalasr-E
1020211	[102021101, 102021102, 102021103]	园丁b
1020212	[102021201, 102021202, 102021203]	浪人肆型b
1020221	[102022101, 102022102, 102022103]	分解者a
1020222	[102022201, 102022202, 102022203]	构造体a
1020231	[102023101, 102023102, 102023103]	分解者b
1020232	[102023201, 102023202, 102023203]	构造体b
1030111	[103011101, 103011102, 103011103]	异合修复单元a
1030112	[103011101, 103011102, 103011103]	异聚液压a
1030113	[103011101, 103011102, 103011103]	异合分解单元a
1030121	[103012101, 103012102, 103012103]	异合修复单元b
1030122	[103012201, 103012202, 103012203]	异聚液压b
1030123	[103012301, 103012302, 103012303]	异合分解单元b
1030131	[103013101, 103013102, 103013103]	异合修复单元c
1030132	[103013201, 103013202, 103013203]	异聚液压c
1030133	[103013301, 103013302, 103013303]	异合分解单元c
1030211	[103021101, 103021102, 103021103]	异合修复单元d
1030212	[103021201, 103021202, 103021203]	异聚液压d
1030213	[103021301, 103021302, 103021303]	异合火力单元d
1030221	[103022101, 103022102, 103022103]	异合修复单元e
1030222	[103022201, 103022202, 103022203]	异聚液压e
1030223	[103022301, 103022302, 103022303]	异合火力单元e
1030231	[103023101, 103023102, 103023103]	异聚液压f
1030232	[103023201, 103023202, 103023203]	异合分解单元f
1030233	[103023301, 103023302, 103023303]	重型收割机f
1040111	[104011101, 104011102, 104011103]	深海潜伏者a
1040112	[104011101, 104011102, 104011103]	遗迹勘探者a
1040113	[104011101, 104011102, 104011103]	禁卫a
1040121	[104012101, 104012102, 104012103]	深海潜伏者b
1040122	[104012201, 104012202, 104012203]	遗迹勘探者b
1040123	[104012301, 104012302, 104012303]	禁卫b
1040131	[104013101, 104013102, 104013103]	遗迹勘探者c
1040132	[104013201, 104013202, 104013203]	异聚哨戒机炮c
1040141	[104014101, 104014102, 104014103]	遗迹勘探者d
1040142	[104014201, 104014202, 104014203]	异聚哨戒机炮d
1040211	[104021101, 104021102, 104021103]	异聚哨戒机炮e
1040212	[104021201, 104021202, 104021203]	武藏陆型e
1040221	[104022101, 104022102, 104022103]	异聚哨戒机炮f
1040222	[104022201, 104022202, 104022203]	武藏陆型f
1040231	[104023101, 104023102, 104023103]	禁卫g
1040232	[104023201, 104023202, 104023203]	武藏玖型
1050111	[5005, 5001, 5002, 5003, 5004, 5004, 5004, 5004, 5004]	感染构造体a
1050112	[5005, 5001, 5002, 5003, 5004, 5004, 5004, 5004, 5004]	贝雅a
1050113	[5005, 5001, 5002, 5003, 5004, 5004, 5004, 5004, 5004]	遗迹挖掘者a
1050121	[105012101, 105012102, 105012103]	感染构造体b
1050122	[105012201, 105012202, 105012203]	贝雅b
1050123	[105012301, 105012302, 105012303]	遗迹挖掘者b
1050131	[105013101, 105013102, 105013103]	遗迹勘探者c
1050132	[105013201, 105013202, 105013203]	自律警卫c
1050141	[105014101, 105014102, 105014103]	遗迹勘探者d
1050142	[105014201, 105014202, 105014203]	自律警卫d
1050211	[105021101, 105021102, 105021103]	贝雅e
1050212	[105021201, 105021202, 105021203]	遗迹挖掘者e
1050213	[105021301, 105021302, 105021303]	自律警卫e
1050221	[105022101, 105022102, 105022103]	贝雅f
1050222	[105022201, 105022202, 105022203]	SSG-游曳者f
1050231	[105023101, 105023102, 105023103]	贝雅g
1050232	[105023201, 105023202, 105023203]	SSG-游曳者g
1050311	[105031101, 105031102, 105031103]	遗迹勘探者h
1050312	[105031201, 105031202, 105031203]	遗迹挖掘者h
1050321	[105032101, 105032102, 105032103]	鲨士碧儿
1050322	[105032201, 105032202, 105032203]	黑鲨士碧儿
1060111	[106011101, 106011102, 106011103, 106011104, 106011104, 106011104, 106011104, 106011104, 106011104]	浪人肆型a
1060112	[106011101, 106011102, 106011103, 106011104, 106011104, 106011104, 106011104, 106011104, 106011104]	禄存 拾型a
1060113	[106011101, 106011102, 106011103, 106011104, 106011104, 106011104, 106011104, 106011104, 106011104]	力士 陆型a
1060121	[106012101, 106012102, 106012103, 106012104, 106012104, 106012104, 106012104, 106012104, 106012104]	浪人肆型b
1060122	[106012201, 106012202, 106012203, 106012204, 106012204, 106012204, 106012204, 106012204, 106012204]	禄存 拾型b
1060123	[106012301, 106012302, 106012303, 106012304, 106012304, 106012304, 106012304, 106012304, 106012304]	力士 陆型b
1060131	[106013101, 106013102, 106013103, 106013104, 106013104, 106013104, 106013104, 106013104, 106013104]	力士 陆型c
1060132	[106013201, 106013202, 106013203, 106013204, 106013204, 106013204, 106013204, 106013204, 106013204]	舞轮 肆型c
1060133	[106013301, 106013302, 106013303, 106013304, 106013304, 106013304, 106013304, 106013304, 106013304]	吊人c
1060211	[106021101, 106021102, 106021103, 106021104, 106021104, 106021104, 106021104, 106021104, 106021104]	浪人肆型a
1060212	[106021201, 106021202, 106021203, 106021204, 106021204, 106021204, 106021204, 106021204, 106021204]	禄存 拾型a
1060213	[106021301, 106021302, 106021303, 106021304, 106021304, 106021304, 106021304, 106021304, 106021304]	力士 陆型a
1060221	[106022101, 106022102, 106022103, 106022104, 106022104, 106022104, 106022104, 106022104, 106022104]	浪人肆型b
1060222	[106022201, 106022202, 106022203, 106022204, 106022204, 106022204, 106022204, 106022204, 106022204]	禄存 拾型b
1060223	[106022301, 106022302, 106022303, 106022304, 106022304, 106022304, 106022304, 106022304, 106022304]	力士 陆型b
1060231	[106023101, 106023102, 106023103, 106023104, 106023104, 106023104, 106023104, 106023104, 106023104]	力士 陆型c
1060232	[106023201, 106023202, 106023203, 106023204, 106023204, 106023204, 106023204, 106023204, 106023204]	舞轮 肆型c
1060233	[106023301, 106023302, 106023303, 106023304, 106023304, 106023304, 106023304, 106023304, 106023304]	吊人c
1060241	[106024101, 106024102, 106024103, 106024104, 106024104, 106024104, 106024104, 106024104, 106024104]	力士 陆型d
1060242	[106024201, 106024202, 106024203, 106024204, 106024204, 106024204, 106024204, 106024204, 106024204]	舞轮 肆型d
1060243	[106024301, 106024302, 106024303, 106024304, 106024304, 106024304, 106024304, 106024304, 106024304]	吊人d
1070111	[107011101, 107011102, 107011103, 107011104, 107011104, 107011104, 107011104, 107011104, 107011104]	株a
1070112	[107011101, 107011102, 107011103, 107011204, 107011204, 107011204, 107011204, 107011204, 107011204]	萤灯鱼a
1070113	[107011101, 107011102, 107011103, 107011304, 107011304, 107011304, 107011304, 107011304, 107011304]	蠃a
1070121	[107012101, 107012102, 107012103, 107012104, 107012104, 107012104, 107012104, 107012104, 107012104]	株b
1070122	[107012201, 107012202, 107012203, 107012204, 107012204, 107012204, 107012204, 107012204, 107012204]	萤灯鱼b
1070123	[107012301, 107012302, 107012303, 107012304, 107012304, 107012304, 107012304, 107012304, 107012304]	蠃b
1070131	[107013101, 107013102, 107013103, 107013104, 107013104, 107013104, 107013104, 107013104, 107013104]	蛸c
1070132	[107013201, 107013202, 107013203, 107013204, 107013204, 107013204, 107013204, 107013204, 107013204]	萤灯鱼c
1070133	[107013301, 107013302, 107013303, 107013304, 107013304, 107013304, 107013304, 107013304, 107013304]	刺钳蝎c
1070141	[107014101, 107014102, 107014103, 107014104, 107014104, 107014104, 107014104, 107014104, 107014104]	蛸d
1070142	[107014201, 107014202, 107014203, 107014204, 107014204, 107014204, 107014204, 107014204, 107014204]	萤灯鱼d
1070143	[107014301, 107014302, 107014303, 107014304, 107014304, 107014304, 107014304, 107014304, 107014304]	刺钳蝎d
1070211	[107021101, 107021102, 107021103, 107021104, 107021104, 107021104, 107021104, 107021104, 107021104]	萤灯鱼e
1070212	[107021201, 107021202, 107021203, 107021204, 107021204, 107021204, 107021204, 107021204, 107021204]	刺钳蝎e
1070213	[107021301, 107021302, 107021303, 107021304, 107021304, 107021304, 107021304, 107021304, 107021304]	类人e
1070221	[107022101, 107022102, 107022103, 107022104, 107022104, 107022104, 107022104, 107022104, 107022104]	萤灯鱼f
1070222	[107022201, 107022202, 107022203, 107022204, 107022204, 107022204, 107022204, 107022204, 107022204]	刺钳蝎f
1070223	[107022301, 107022302, 107022303, 107022304, 107022304, 107022304, 107022304, 107022304, 107022304]	类人f
1070231	[107023101, 107023102, 107023103, 107023104, 107023104, 107023104, 107023104, 107023104, 107023104]	刺钳蝎g
1070232	[107023201, 107023202, 107023203, 107023204, 107023204, 107023204, 107023204, 107023204, 107023204]	类人g
1070233	[107023301, 107023302, 107023303, 107023304, 107023304, 107023304, 107023304, 107023304, 107023304]	瓦沙克
1080111	[108011101, 108011102, 108011103, 108011104, 108011104, 108011104, 108011104, 108011104, 108011104]	海5-灯乌贼a
1080112	[108011101, 108011102, 108011103, 108011104, 108011104, 108011104, 108011104, 108011104, 108011104]	空7-雪鸮a
1080113	[108011101, 108011102, 108011103, 108011104, 108011104, 108011104, 108011104, 108011104, 108011104]	长耳兔a
1080121	[108012101, 108012102, 108012103, 108012104, 108012104, 108012104, 108012104, 108012104, 108012104]	海5-灯乌贼b
1080122	[108012201, 108012202, 108012203, 108012204, 108012204, 108012204, 108012204, 108012204, 108012204]	空7-雪鸮b
1080123	[108012301, 108012302, 108012303, 108012304, 108012304, 108012304, 108012304, 108012304, 108012304]	长耳兔b
1080131	[108013101, 108013102, 108013103, 108013104, 108013104, 108013104, 108013104, 108013104, 108013104]	海5-灯乌贼c
1080132	[108013201, 108013202, 108013203, 108013204, 108013204, 108013204, 108013204, 108013204, 108013204]	陆1-极地熊c
1080133	[108013301, 108013302, 108013303, 108013304, 108013304, 108013304, 108013304, 108013304, 108013304]	极地机兵c
1080211	[108021101, 108021102, 108021103, 108021104, 108021104, 108021104, 108021104, 108021104, 108021104]	海5-灯乌贼d
1080212	[108021201, 108021202, 108021203, 108021204, 108021204, 108021204, 108021204, 108021204, 108021204]	空7-雪鸮d
1080213	[108021301, 108021302, 108021303, 108021304, 108021304, 108021304, 108021304, 108021304, 108021304]	长耳兔d
1080214	[108021401, 108021402, 108021403, 108021404, 108021404, 108021404, 108021404, 108021404, 108021404]	陆1-极地熊d
1080221	[108022101, 108022102, 108022103, 108022104, 108022104, 108022104, 108022104, 108022104, 108022104]	海5-灯乌贼e
1080222	[108022201, 108022202, 108022203, 108022204, 108022204, 108022204, 108022204, 108022204, 108022204]	空7-雪鸮e
1080223	[108022301, 108022302, 108022303, 108022304, 108022304, 108022304, 108022304, 108022304, 108022304]	陆1-极地熊e
1080231	[108023101, 108023102, 108023103, 108023104, 108023104, 108023104, 108023104, 108023104, 108023104]	空7-雪鸮f
1080232	[108023201, 108023202, 108023203, 108023204, 108023204, 108023204, 108023204, 108023204, 108023204]	陆1-极地熊f
1080233	[108023301, 108023302, 108023303, 108023304, 108023304, 108023304, 108023304, 108023304, 108023304]	极地机兵f
1080241	[108024101, 108024102, 108024103, 108024104, 108024104, 108024104, 108024104, 108024104, 108024104]	空7-雪鸮g
1080242	[108024201, 108024202, 108024203, 108024204, 108024204, 108024204, 108024204, 108024204, 108024204]	陆1-极地熊g
1080243	[108024301, 108024302, 108024303, 108024304, 108024304, 108024304, 108024304, 108024304, 108024304]	极地机兵g
1080311	[108031101, 108031102, 108031103, 108031104, 108031104, 108031104, 108031104, 108031104, 108031104]	海5-灯乌贼h
1080312	[108031201, 108031202, 108031203, 108031204, 108031204, 108031204, 108031204, 108031204, 108031204]	空7-雪鸮h
1080321	[108032101, 108032102, 108032103, 108032104, 108032104, 108032104, 108032104, 108032104, 108032104]	安博莉亚
1080322	[108032201, 108032202, 108032203, 108032204, 108032204, 108032204, 108032204, 108032204, 108032204]	罗塞塔
1090111	[109011101, 109011102, 109011103, 109011104, 109011104, 109011104, 109011104, 109011104, 109011104]	地面监视器a
1090112	[109011101, 109011102, 109011103, 109011104, 109011104, 109011104, 109011104, 109011104, 109011104]	仿生蝾螈a
1090113	[109011101, 109011102, 109011103, 109011104, 109011104, 109011104, 109011104, 109011104, 109011104]	酸液工蚁a
1090121	[109012101, 109012102, 109012103, 109012104, 109012104, 109012104, 109012104, 109012104, 109012104]	地面监视器b
1090122	[109012201, 109012202, 109012203, 109012204, 109012204, 109012204, 109012204, 109012204, 109012204]	仿生蝾螈b
1090123	[109012301, 109012302, 109012303, 109012304, 109012304, 109012304, 109012304, 109012304, 109012304]	酸液工蚁b
1090131	[109013101, 109013102, 109013103, 109013104, 109013104, 109013104, 109013104, 109013104, 109013104]	修理机工c
1090132	[109013201, 109013202, 109013203, 109013204, 109013204, 109013204, 109013204, 109013204, 109013204]	执行者c
1090133	[109013301, 109013302, 109013303, 109013304, 109013304, 109013304, 109013304, 109013304, 109013304]	信使c
1090141	[109014101, 109014102, 109014103, 109014104, 109014104, 109014104, 109014104, 109014104, 109014104]	修理机工d
1090142	[109014201, 109014202, 109014203, 109014204, 109014204, 109014204, 109014204, 109014204, 109014204]	执行者d
1090143	[109014301, 109014302, 109014303, 109014304, 109014304, 109014304, 109014304, 109014304, 109014304]	信使d
1090211	[109021101, 109021102, 109021103, 109021104, 109021104, 109021104, 109021104, 109021104, 109021104]	执行者e
1090212	[109021201, 109021202, 109021203, 109021204, 109021204, 109021204, 109021204, 109021204, 109021204]	信使e
1090213	[109021301, 109021302, 109021303, 109021304, 109021304, 109021304, 109021304, 109021304, 109021304]	类人e
1090221	[109022101, 109022102, 109022103, 109022104, 109022104, 109022104, 109022104, 109022104, 109022104]	执行者f
1090222	[109022201, 109022202, 109022203, 109022204, 109022204, 109022204, 109022204, 109022204, 109022204]	信使f
1090223	[109022301, 109022302, 109022303, 109022304, 109022304, 109022304, 109022304, 109022304, 109022304]	类人f
1090231	[109023101, 109023102, 109023103, 109023104, 109023104, 109023104, 109023104, 109023104, 109023104]	信使g
1090232	[109023201, 109023202, 109023203, 109023204, 109023204, 109023204, 109023204, 109023204, 109023204]	类人g
1090233	[109023301, 109023302, 109023303, 109023304, 109023304, 109023304, 109023304, 109023304, 109023304]	圣堂守卫g
1090241	[109024101, 109024102, 109024103, 109024104, 109024104, 109024104, 109024104, 109024104, 109024104]	信使h
1090242	[109024201, 109024202, 109024203, 109024204, 109024204, 109024204, 109024204, 109024204, 109024204]	类人h
1090243	[109024301, 109024302, 109024303, 109024304, 109024304, 109024304, 109024304, 109024304, 109024304]	圣堂守卫h
1100111	[110011101, 110011102, 110011103, 110011104, 110011104, 110011104, 110011104, 110011104, 110011104]	守护者a
1100112	[110011101, 110011102, 110011103, 110011104, 110011104, 110011104, 110011104, 110011104, 110011104]	园丁a
1100113	[110011101, 110011102, 110011103, 110011104, 110011104, 110011104, 110011104, 110011104, 110011104]	构造体士兵a
1100121	[110012101, 110012102, 110012103, 110012104, 110012104, 110012104, 110012104, 110012104, 110012104]	守护者b
1100122	[110012201, 110012202, 110012203, 110012204, 110012204, 110012204, 110012204, 110012204, 110012204]	园丁b
1100123	[110012301, 110012302, 110012303, 110012304, 110012304, 110012304, 110012304, 110012304, 110012304]	构造体士兵b
1100131	[110013101, 110013102, 110013103, 110013104, 110013104, 110013104, 110013104, 110013104, 110013104]	守护者c
1100132	[110013201, 110013202, 110013203, 110013204, 110013204, 110013204, 110013204, 110013204, 110013204]	构造体队长c
1100133	[110013301, 110013302, 110013303, 110013304, 110013304, 110013304, 110013304, 110013304, 110013304]	遗迹挖掘者c
1100141	[110014101, 110014102, 110014103, 110014104, 110014104, 110014104, 110014104, 110014104, 110014104]	巡境者d
1100142	[110014201, 110014202, 110014203, 110014204, 110014204, 110014204, 110014204, 110014204, 110014204]	禁卫d
1100143	[110014301, 110014302, 110014303, 110014304, 110014304, 110014304, 110014304, 110014304, 110014304]	遗迹勘探者d
1100151	[110015101, 110015102, 110015103, 110015104, 110015104, 110015104, 110015104, 110015104, 110015104]	巡境者e
1100152	[110015201, 110015202, 110015203, 110015204, 110015204, 110015204, 110015204, 110015204, 110015204]	禁卫e
1100153	[110015301, 110015302, 110015303, 110015304, 110015304, 110015304, 110015304, 110015304, 110015304]	遗迹勘探者e
1100211	[110021101, 110021102, 110021103, 110021104, 110021104, 110021104, 110021104, 110021104, 110021104]	守护者f
1100212	[110021201, 110021202, 110021203, 110021204, 110021204, 110021204, 110021204, 110021204, 110021204]	园丁f
1100213	[110021301, 110021302, 110021303, 110021304, 110021304, 110021304, 110021304, 110021304, 110021304]	PK-43型“警长”f
1100221	[110022101, 110022102, 110022103, 110022104, 110022104, 110022104, 110022104, 110022104, 110022104]	守护者g
1100222	[110022201, 110022202, 110022203, 110022204, 110022204, 110022204, 110022204, 110022204, 110022204]	园丁g
1100223	[110022301, 110022302, 110022303, 110022304, 110022304, 110022304, 110022304, 110022304, 110022304]	PK-43型“警长”g
1100231	[110023101, 110023102, 110023103, 110023104, 110023104, 110023104, 110023104, 110023104, 110023104]	守护者h
1100232	[110023201, 110023202, 110023203, 110023204, 110023204, 110023204, 110023204, 110023204, 110023204]	园丁h
1100233	[110023301, 110023302, 110023303, 110023304, 110023304, 110023304, 110023304, 110023304, 110023304]	PK-43型“警长”h
1110111	[111011101, 111011102, 111011103]	“嘿”帮小弟a
1110112	[111011101, 111011102, 111011103]	斩仙a
1110121	[111011101, 111011102, 111011103]	“嘿”帮小弟b
1110122	[111012201, 111012202, 111012203]	诛魔b
1110131	[111013101, 111013102, 111013103]	“嘿”帮小弟c
1110132	[111013201, 111013202, 111013203]	杀神c
1110211	[111021101, 111021102, 111021103]	“嘿”帮小弟d
1110212	[111021201, 111021202, 111021203]	斩仙d
1110221	[111022101, 111022102, 111022103]	“嘿”帮小弟e
1110222	[111022201, 111022202, 111022203]	诛魔e
1110231	[111023101, 111023102, 111023103]	“嘿”帮小弟e
1110232	[111023201, 111023202, 111023203]	如日天
1120111	[112011101, 112011102, 112011103, 112011104, 112011104, 112011104, 112011104, 112011104, 112011104]	地面监视器a
1120112	[112011101, 112011102, 112011103, 112011104, 112011104, 112011104, 112011104, 112011104, 112011104]	哨戒机炮a
1120113	[112011101, 112011102, 112011103, 112011104, 112011104, 112011104, 112011104, 112011104, 112011104]	消防卫士a
1120121	[112012101, 112012102, 112012103, 112012104, 112012104, 112012104, 112012104, 112012104, 112012104]	地面监视器b
1120122	[112012201, 112012202, 112012203, 112012204, 112012204, 112012204, 112012204, 112012204, 112012204]	驯兽师b
1120123	[112012301, 112012302, 112012303, 112012304, 112012304, 112012304, 112012304, 112012304, 112012304]	先锋冲浪者b
1120131	[112013101, 112013102, 112013103, 112013104, 112013104, 112013104, 112013104, 112013104, 112013104]	地面监视器c
1120132	[112013201, 112013202, 112013203, 112013204, 112013204, 112013204, 112013204, 112013204, 112013204]	驯兽师c
1120133	[112013301, 112013302, 112013303, 112013304, 112013304, 112013304, 112013304, 112013304, 112013304]	先锋冲浪者c
1120211	[112021101, 112021102, 112021103, 112021104, 112021104, 112021104, 112021104, 112021104, 112021104]	地面监视器d
1120212	[112021201, 112021202, 112021203, 112021204, 112021204, 112021204, 112021204, 112021204, 112021204]	哨戒机炮d
1120213	[112021301, 112021302, 112021303, 112021304, 112021304, 112021304, 112021304, 112021304, 112021304]	消防卫士d
1120221	[112022101, 112022102, 112022103, 112022104, 112022104, 112022104, 112022104, 112022104, 112022104]	地面监视器e
1120222	[112022201, 112022202, 112022203, 112022204, 112022204, 112022204, 112022204, 112022204, 112022204]	哨戒机炮e
1120223	[112022301, 112022302, 112022303, 112022304, 112022304, 112022304, 112022304, 112022304, 112022304]	消防卫士e
1120231	[112023101, 112023102, 112023103, 112023104, 112023104, 112023104, 112023104, 112023104, 112023104]	地面监视器f
1120232	[112023201, 112023202, 112023203, 112023204, 112023204, 112023204, 112023204, 112023204, 112023204]	哨戒机炮f
1120233	[112023301, 112023302, 112023303, 112023304, 112023304, 112023304, 112023304, 112023304, 112023304]	消防卫士f
1120311	[112031101, 112031102, 112031103, 112031104, 112031104, 112031104, 112031104, 112031104, 112031104]	苦刑之女
1120312	[112031201, 112031202, 112031203, 112031204, 112031204, 112031204, 112031204, 112031204, 112031204]	加百列
1130111	[113011101, 113011102, 113011103, 113011104, 113011104, 113011104, 113011104, 113011104, 113011104]	白先生a
1130112	[113011201, 113011202, 113011203, 113011204, 113011204, 113011204, 113011204, 113011204, 113011204]	凯西a
1130113	[113011301, 113011302, 113011303, 113011304, 113011304, 113011304, 113011304, 113011304, 113011304]	马天尼a
1130121	[113012101, 113012102, 113012103, 113012104, 113012104, 113012104, 113012104, 113012104, 113012104]	白先生b
1130122	[113012201, 113012202, 113012203, 113012204, 113012204, 113012204, 113012204, 113012204, 113012204]	凯西b
1130123	[113012301, 113012302, 113012303, 113012304, 113012304, 113012304, 113012304, 113012304, 113012304]	马天尼b
1130131	[113013101, 113013102, 113013103, 113013104, 113013104, 113013104, 113013104, 113013104, 113013104]	白先生c
1130132	[113013201, 113013202, 113013203, 113013204, 113013204, 113013204, 113013204, 113013204, 113013204]	马天尼c
1130133	[113013301, 113013302, 113013303, 113013304, 113013304, 113013304, 113013304, 113013304, 113013304]	阿茂c
1130141	[113014101, 113014102, 113014103, 113014104, 113014104, 113014104, 113014104, 113014104, 113014104]	白先生d
1130142	[113014201, 113014202, 113014203, 113014204, 113014204, 113014204, 113014204, 113014204, 113014204]	马天尼d
1130143	[113014301, 113014302, 113014303, 113014304, 113014304, 113014304, 113014304, 113014304, 113014304]	阿茂d
1130211	[113021101, 113021102, 113021103, 113021104, 113021104, 113021104, 113021104, 113021104, 113021104]	白先生e
1130212	[113021201, 113021202, 113021203, 113021204, 113021204, 113021204, 113021204, 113021204, 113021204]	凯西e
1130213	[113021301, 113021302, 113021303, 113021304, 113021304, 113021304, 113021304, 113021304, 113021304]	阿茂e
1130221	[113022101, 113022102, 113022103, 113022104, 113022104, 113022104, 113022104, 113022104, 113022104]	马天尼f
1130222	[113022201, 113022202, 113022203, 113022204, 113022204, 113022204, 113022204, 113022204, 113022204]	阿茂f
1130223	[113022301, 113022302, 113022303, 113022304, 113022304, 113022304, 113022304, 113022304, 113022304]	齿轮f
1130231	[113023101, 113023102, 113023103, 113023104, 113023104, 113023104, 113023104, 113023104, 113023104]	马天尼g
1130232	[113023201, 113023202, 113023203, 113023204, 113023204, 113023204, 113023204, 113023204, 113023204]	阿茂g
1130233	[113023301, 113023302, 113023303, 113023304, 113023304, 113023304, 113023304, 113023304, 113023304]	齿轮g
1140111	[114011101, 114011102, 114011103, 114011104, 114011104, 114011104, 114011104, 114011104, 114011104]	浪人肆型a
