Id	Name	Des	Icon	TextIcon	AddScore	PreviewIcon	PreviewText	FightEventIds
10504	回光返照	敌我受到致命伤害时，立即回复所有生命值并大幅提升移速与全伤害，但每秒会损失10%最大生命	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene20.png	450	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	回光返照	[97120]
10601	紧急避让I	出现1名分解者，每隔15秒会面向我方释放1次飞镖，被命中单位冻结2秒，累计3次后将损失30%生命值	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene37.png	800	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall1.png	紧急避让I	[2230105]
10602	凝固立场	敌人将无视超算，在超算空间将受到额外50%伤害	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene6.png	700	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	凝固立场	[97104]
10603	持久战斗	敌我的血量增加1倍，且伤害降低50%	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene1.png	700	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall1.png	持久战斗	[97101]
10604	死亡竞速	敌我单位死亡时，场上所有剩余单位获得20%的全伤害提升，并降低20%全伤害减免	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene25.png	600	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	死亡竞速	[97127]
10701	紧急避让II	出现2名分解者，每隔10秒随机1名分解者向我方释放一次飞镖，被命中单位冻结3秒，累计3次后将损失30%生命值	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene38.png	750	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	紧急避让I	[2230105]
10702	凝固立场	敌人将无视超算，在超算空间将受到额外50%伤害	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene6.png	650	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	凝固立场	[97104]
10703	持久战斗	敌我的血量增加1倍，且伤害降低50%	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene1.png	650	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall1.png	持久战斗	[97101]
10704	刀刀致命	敌我每次收到伤害将额外附加500点额外伤害（受抗性削弱）	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene11.png	550	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	刀刀致命	[97105]
10801	生命传递	敌方阵亡后，其最大生命值会均摊给存活的敌人，每获得1次加成，受到的伤害会提高30%	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene33.png	900	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	生命传递	[2230104]
10802	归于一	"""每次三消后普通攻击伤害提高120%,三消伤害降低20%(可叠加5次)"""	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene30.png	800	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	归于一	[2230100]
10803	致命毒素	全场所有单位每秒将减少2%的血量，且治疗效果降低50%	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene13.png	800	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	致命毒素	[97112]
10804	回光返照	敌我受到致命伤害时，立即回复所有生命值并大幅提升移速与全伤害，但每秒会损失10%最大生命	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene20.png	700	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	回光返照	[97120]
10901	极速对战	所有单位攻击力提高999%，死亡立即复活，每次复活获得10秒无敌，受到1次攻击时降低1秒，间隔1秒，至多复活3次	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene32.png	900	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	极速对战	[2230102]
10902	凝固立场	敌人将无视超算，在超算空间将受到额外50%伤害	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene6.png	800	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	凝固立场	[97104]
10903	动能转换	闪避恢复速度提高50%，移动速度降低30%	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene40.png	800	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	动能转换	[2230106]
10904	信号干扰	闪避需要消耗1个信号球，三消随机获得1个信号球	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene22.png	700	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	信号干扰	[2230103]
11001	小心越界II	离开光圈的单位会持续受到大量伤害，每隔25秒会刷新1只极地机兵冲撞我方，冲撞完毕后离场	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene35.png	850	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	小心越界II	[2230105]
11002	生命汲取	敌人造成伤害时，回复10%最大生命值	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene26.png	750	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	生命汲取	[97125]
11003	持久战斗	敌我的血量增加1倍，且伤害降低50%	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene1.png	750	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall1.png	持久战斗	[97101]
11004	死亡竞速	敌我单位死亡时，场上所有剩余单位获得20%的全伤害提升，并降低20%全伤害减免	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene25.png	650	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	死亡竞速	[97127]
11101	极限决斗	我方获得霸体效果但只有首发成员能进行对战	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene12.png	550	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	极限决斗	[97103]
11102	凝固立场	敌人将无视超算，在超算空间将受到额外50%伤害	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene6.png	450	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	凝固立场	[97104]
11103	持久战斗	敌我的血量增加1倍，且伤害降低50%	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene1.png	450	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall1.png	持久战斗	[97101]
11104	死亡竞速	敌我单位死亡时，场上所有剩余单位获得20%的全伤害提升，并降低20%全伤害减免	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene25.png	350	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	死亡竞速	[97127]
11201	致命毒素	全场所有单位每秒将减少2%的血量，且治疗效果降低50%	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene13.png	850	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	致命毒素	[97112]
11202	生命汲取	敌人造成伤害时，回复10%最大生命值	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene26.png	750	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	生命汲取	[97125]
11203	治疗污染	敌我造成的额外治疗将会转化为100%伤害	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene7.png	750	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	治疗污染	[97107]
11204	刀刀致命	敌我每次收到伤害将额外附加500点额外伤害（受抗性削弱）	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene11.png	650	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	刀刀致命	[97105]
11301	频率阻断	普通攻击不再获得信号球；每次闪避后，获得一个信号球	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene24.png	1000	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	频率阻断	[97126]
11302	生命传递	敌方阵亡后，其最大生命值会均摊给存活的敌人，每获得1次加成，受到的伤害会提高30%	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene33.png	900	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	生命传递	[2230104]
11303	归于一	"""每次三消后普通攻击伤害提高120%,三消伤害降低20%(可叠加5次)"""	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene30.png	900	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	归于一	[2230100]
11304	机械降神	当敌我受到致命伤害时不会立刻死亡，而是恢复总血量的护盾，此护盾将持续衰减	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene14.png	800	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	机械降神	[97113]
11401	四试炼	只有信号球和普攻伤害可以使目标死亡，目标死后满血复活，并免疫致死伤害的类型【红球、黄球、蓝球、普攻】，受到的伤害提高30%（叠加），至多复活3次	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene31.png	800	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	四试炼	[2230101]
11402	红球爆破	每次释放红色球技能，将召唤闪电攻击，被击中则受到10%最大生命值的伤害	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene17.png	600	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall1.png	红球爆破	[97111]
11403	黄球爆破	每次释放黄色球技能，将召唤闪电攻击，被击中则受到10%最大生命值的伤害	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene16.png	600	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	黄球爆破	[97110]
11404	蓝球爆破	每次释放蓝色球技能，将召唤闪电攻击，被击中则受到10%最大生命值的伤害	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene8.png	600	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	蓝球爆破	[97109]
11501	小心越界III	离开光圈的单位会持续受到大量伤害，每隔15秒会刷新2只极地机兵冲撞我方，冲撞完毕后离场	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene36.png	1000	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	小心越界III	[2230105]
11502	极性不定	所有敌人随机免疫1种信号球造成的伤害	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene21.png	900	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	极性不定	[97122]
11503	极限决斗	我方获得霸体效果但只有首发成员能进行对战	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene12.png	900	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	极限决斗	[97103]
11504	死亡竞速	敌我单位死亡时，场上所有剩余单位获得20%的全伤害提升，并降低20%全伤害减免	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene25.png	900	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	死亡竞速	[97127]
11505	持续感染	敌人造成伤害后，对受伤目标施加生命流失效果，每秒流失3%最大生命值，持续时间无限	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene19.png	700	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	持续感染	[97118]
11601	稳固战线	敌人受到伤害时，会将所受伤害平均分摊到所有敌人身上	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene23.png	900	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	稳固战线	[97119]
11602	蓝球爆破	每次释放蓝色球技能，将召唤闪电攻击，被击中则受到10%最大生命值的伤害	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene8.png	800	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	蓝球爆破	[97109]
11603	红球爆破	每次释放红色球技能，将召唤闪电攻击，被击中则受到10%最大生命值的伤害	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene17.png	800	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall1.png	红球爆破	[97111]
11604	刀刀致命	敌我每次收到伤害将额外附加500点额外伤害（受抗性削弱）	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene11.png	800	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	刀刀致命	[97105]
11605	回光返照	敌我受到致命伤害时，立即回复所有生命值并大幅提升移速与全伤害，但每秒会损失10%最大生命	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene20.png	700	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	回光返照	[97120]
11701	极限决斗	我方获得霸体效果但只有首发成员能进行对战	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene12.png	1300	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	极限决斗	[97103]
11702	刀刀致命	敌我每次收到伤害将额外附加500点额外伤害（受抗性削弱）	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene11.png	1200	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	刀刀致命	[97105]
11703	生命汲取	敌人造成伤害时，回复10%最大生命值	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene26.png	1200	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	生命汲取	[97125]
11801	紧急避让III	场地出现3名特殊分解者，每隔8秒随机2名分解者向玩家释放一次飞镖，被命中单位冻结5秒，累计2次后将损失30%生命值	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene39.png	700	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	紧急避让III	[2230105]
11802	凝固立场	敌人将无视超算，在超算空间将受到额外50%伤害	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene6.png	600	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	凝固立场	[97104]
11803	持久战斗	敌我的血量增加1倍，且伤害降低50%	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene1.png	600	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall1.png	持久战斗	[97101]
11804	生命汲取	敌人造成伤害时，回复10%最大生命值	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene26.png	600	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	生命汲取	[97125]
11805	极性不定	所有敌人随机免疫1种信号球造成的伤害	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene21.png	500	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	极性不定	[97122]
11901	信号干扰	闪避需要消耗1个信号球，三消随机获得1个信号球	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene22.png	1200	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	信号干扰	[2230103]
11902	归于一	"""每次三消后普通攻击伤害提高120%,三消伤害降低20%(可叠加5次)"""	Assets/Product/Texture/Image/UiReform/UiReformNormal.png	Assets/Product/Texture/Image/UiReform/UiReformScene30.png	1000	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	归于一	[2230100]
11903	凝固立场	敌人将无视超算，在超算空间将受到额外50%伤害	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene6.png	1000	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	凝固立场	[97104]
12001	四试炼	只有信号球和普攻伤害可以使目标死亡，目标死后满血复活，并免疫致死伤害的类型【红球、黄球、蓝球、普攻】，受到的伤害提高30%（叠加），至多复活3次	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene31.png	2500	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	四试炼	[2230101]
12002	凝固立场	敌人将无视超算，在超算空间将受到额外50%伤害	Assets/Product/Texture/Image/UiReform/UiReformHard.png	Assets/Product/Texture/Image/UiReform/UiReformScene6.png	2000	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall2.png	凝固立场	[97104]
12003	刀刀致命	敌我每次收到伤害将额外附加500点额外伤害（受抗性削弱）	Assets/Product/Texture/Image/UiReform/UiReformEasy.png	Assets/Product/Texture/Image/UiReform/UiReformScene11.png	2000	Assets/Product/Texture/Atlas/UiReform/UiReformSceneSmall3.png	刀刀致命	[97105]
10001	色谱同调	用与敌人<color=#34aff9>相同颜色的球</color>攻击时，能造成一定范围的色彩爆发<color=#34aff9>击飞</color>敌人，并且立刻获得3颗同色球。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png	Assets/Product/Texture/Image/UiReform/BgFightReformCai.png	10			[97104]
10002	崩雷角斗	敌人存在<color=#34aff9>高额的抗性</color>，但只要被击飞到地图边缘的雷霆线圈就会<color=#34aff9>立即死亡</color>。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png	Assets/Product/Texture/Image/UiReform/BgFightReformCai2.png	10			[97104]
10003	风暴攻势	敌人会极其频繁地使用<color=#34aff9>选定的招式</color>。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	Assets/Product/Texture/Image/UiReform/BgFightReformFudu.png	10			[97104]
10004	构限增幅	敌人的特定招式会附带<color=#34aff9>额外的攻击效果</color>。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11121.png	Assets/Product/Texture/Image/UiReform/BgFightReformGedou.png	10			[97104]
10005	荷战死斗	角色的攻击力和血量固定，且玩家必须要选择一种<color=#34aff9>自我限制或敌方强化</color>。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png	Assets/Product/Texture/Image/UiReform/BgFightReformDan.png	10			[97104]
10006	织命缠绕	敌人的获得<color=#34aff9>高额抗性</color>，且命中角色后，会给角色挂上丝线的<color=#34aff9>负面效果</color>。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33143.png	Assets/Product/Texture/Image/UiReform/BgFightReformShan.png	10			[97104]
10007	毫厘疾速	角色每次成功<color=#34aff9>极限闪避</color>敌人的攻击，就会对敌人造成高额的<color=#34aff9>反击伤害</color>，并恢复闪避值。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33143.png	Assets/Product/Texture/Image/UiReform/BgFightReformShan2.png	10			[97104]
10008	歼灭指令	玩家<color=#34aff9>只能上一个角色</color>进行挑战。露娜攻击时，会<color=#34aff9>召唤特定敌人</color>对角色进行追击。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png	Assets/Product/Texture/Image/UiReform/BgFightReformTishen.png	10			[97104]
20001	回球加快	每隔一段时间获得信号球。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png	Assets/Product/Texture/Image/UiReform/BgFight6Reform2.png				[2230111]
20002	弱点抗性	敌人<color=#00b48a>对应属性弱点</color>增加20%，<color=#B14722>其他属性抗性</color>增加10%，消灭5个敌人后获胜。	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png	Assets/Product/Texture/Image/UiReform/BgFight6Reform1.png				
20003	固定属性	角色<color=#00b48a>初始生命</color>固定为1000，<color=#00b48a>攻击力</color>固定为10，<color=#00b48a>辅助机攻击力</color>固定为10。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png	Assets/Product/Texture/Image/UiReform/BgFight6Reform3.png				[2230115]
20004	召唤物攻击降低抗性	敌人<color=#B14722>抗性增加20%</color>，<color=#00b48a>被召唤物攻击</color>抗性下降30%。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	Assets/Product/Texture/Image/UiReform/BgFight6Reform4.png				[2230121]
20005	同色攻击进入特殊状态	敌人初始携带颜色，<color=#B14722>增加50%抗性</color>，<color=#00b48a>受到同色伤害</color>后移除13秒，期间<color=#00b48a>被攻击</color>可触发44444点范围伤害。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11121.png	Assets/Product/Texture/Image/UiReform/BgFight6Reform5.png				[2230127]
20006	闪避造成伤害	<color=#00b48a>极限闪避</color>对敌人造成777777点真实伤害，并恢复500闪避值和1500生命值，但敌人<color=#B14722>不再受到超算空间影响</color>。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png	Assets/Product/Texture/Image/UiReform/BgFight6Reform6.png				[2230131]
20007	闪避恢复	闪避值<color=#00b48a>恢复速度增加200%</color>，敌人具有<color=#B14722>霸体</color>效果，<color=#B14722>抗性增加10%</color>。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33143.png	Assets/Product/Texture/Image/UiReform/BgFight6Reform7.png				[2230132]
20008	QTE及登场破盾	敌人每5秒获得10%最大生命值<color=#B14722>护盾</color>，受到<color=#00b48a>QTE</color>或<color=#00b48a>登场伤害</color>时清除。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33143.png	Assets/Product/Texture/Image/UiReform/BgFight6Reform8.png				[2230138]
20009	急速	<color=#00b48a>QTE冷却时间</color>减少2秒，<color=#00b48a>角色切换冷却时间</color>减少5秒。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33143.png	Assets/Product/Texture/Image/UiReform/BgFight6Reform10.png				[2230139]
