Role	Layer	State	Target	TransitionDuration
R4ShenweiMd019421			Attack34	0.1
R4ShenweiMd019421			Attack35	
R4ShenweiMd019421			Attack36	0.1
R4ShenweiMd019421			Attack37	0.1
R4ShenweiMd019421			Attack41	0.1
R4ShenweiMd019421			Attack42	0.1
R4ShenweiMd019421			Attack43	0.1
R4ShenweiMd019421			Attack44	0.1
R4ShenweiMd019421			Attack45	0.1
R4ShenweiMd019421			Attack46	0.1
R4ShenweiMd019421			Attack47	0.1
R4ShenweiMd019421			Attack48	0.1
R4ShenweiMd019421			Attack49	0.1
R4ShenweiMd019421			Attack51	0.1
R4ShenweiMd019421			Attack61	0.1
R4ShenweiMd019421		Stand1	Run	0.2
R4ShenweiMd019421		Stand1	Walk	0.1
R4ShenweiMd019421		Stand1	Attack35	0.1
R4ShenweiMd019421		Stand2	Standchange	0.1
R4ShenweiMd019421		Stand2	Run	0.2
R4ShenweiMd019421		Stand2	Walk	0.3
R4ShenweiMd019421		Stand2	Walkb	0.3
R4ShenweiMd019421		Stand2	Walkl	0.3
R4ShenweiMd019421		Stand2	Walkr	0.3
R4ShenweiMd019421		Stand2	Attack35	
R4ShenweiMd019421		Stand3	Attack35	0.1
R4ShenweiMd019421		Standchange	Stand1	0.1
R4ShenweiMd019421		Standchange	Run	0.1
R4ShenweiMd019421		Standchange	Walk	0.1
R4ShenweiMd019421		Standchange	Attack35	0.1
R4ShenweiMd019421		Run	Stop	0.2
R4ShenweiMd019421		Run	Stand2	0.2
R4ShenweiMd019421		Run	Runb	0.2
R4ShenweiMd019421		Run	Runl	0.2
R4ShenweiMd019421		Run	Runr	0.2
R4ShenweiMd019421		Run	Attack35	0.1
R4ShenweiMd019421		Walk	Stand2	0.1
R4ShenweiMd019421		Walk	Attack35	0.1
R4ShenweiMd019421		Runb	Stand2	0.2
R4ShenweiMd019421		Runb	Run	0.2
R4ShenweiMd019421		Runb	Runl	0.2
R4ShenweiMd019421		Runb	Runr	0.2
R4ShenweiMd019421		Runb	Attack35	0.1
R4ShenweiMd019421		Runl	Stand2	0.2
R4ShenweiMd019421		Runl	Run	0.2
R4ShenweiMd019421		Runl	Runb	0.2
R4ShenweiMd019421		Runl	Runr	0.2
R4ShenweiMd019421		Runl	Attack35	0.1
R4ShenweiMd019421		Runr	Stand2	0.2
R4ShenweiMd019421		Runr	Run	0.2
R4ShenweiMd019421		Runr	Runb	0.2
R4ShenweiMd019421		Runr	Runl	0.2
R4ShenweiMd019421		Runr	Attack35	0.1
R4ShenweiMd019421		Walkb	Stand2	0.1
R4ShenweiMd019421		Walkb	Walk	0.2
R4ShenweiMd019421		Walkb	Walkl	0.1
R4ShenweiMd019421		Walkb	Walkr	0.1
R4ShenweiMd019421		Walkb	Attack35	0.1
R4ShenweiMd019421		Walkl	Stand2	0.1
R4ShenweiMd019421		Walkl	Walk	0.1
R4ShenweiMd019421		Walkl	Walkb	0.1
R4ShenweiMd019421		Walkl	Walkr	0.2
R4ShenweiMd019421		Walkl	Attack35	0.1
R4ShenweiMd019421		Walkr	Stand2	0.1
R4ShenweiMd019421		Walkr	Walk	0.1
R4ShenweiMd019421		Walkr	Walkb	0.1
R4ShenweiMd019421		Walkr	Walkl	0.2
R4ShenweiMd019421		Walkr	Attack35	0.1
R4ShenweiMd019421		TurnLeft	Stand2	0.1
R4ShenweiMd019421		TurnLeft	Attack35	0.1
R4ShenweiMd019421		TurnRight	Stand2	0.1
R4ShenweiMd019421		TurnRight	Attack35	0.1
R4ShenweiMd019421		Move1	Attack35	0.1
R4ShenweiMd019421		Move2	Attack35	0.1
R4ShenweiMd019421		Move3	Attack35	0.1
R4ShenweiMd019421		RunStart	Run	0.1
R4ShenweiMd019421		RunStart	RunStartEnd01	0.1
R4ShenweiMd019421		RunStart	Attack35	0.1
R4ShenweiMd019421		RunStartEnd01	Stand2	0.1
R4ShenweiMd019421		RunStartEnd01	Attack35	0.1
R4ShenweiMd019421		Hit1	Stand2	
R4ShenweiMd019421		Hit1	Attack35	0.1
R4ShenweiMd019421		Hit2	Stand2	
R4ShenweiMd019421		Hit2	Attack35	0.1
R4ShenweiMd019421		Hit3	Stand2	
R4ShenweiMd019421		Hit3	Attack35	0.1
R4ShenweiMd019421		Hit4	Stand2	
R4ShenweiMd019421		Hit4	Attack35	0.1
R4ShenweiMd019421		Behitfly	Hoverhit	0.1
R4ShenweiMd019421		Behitfly	Falldown	0.1
R4ShenweiMd019421		Behitfly	Attack35	0.1
R4ShenweiMd019421		Hoverhit	Falldown	0.1
R4ShenweiMd019421		Hoverhit	Attack35	0.1
R4ShenweiMd019421		Falldown	Lieonfloor	0.1
R4ShenweiMd019421		Falldown	Attack35	0.1
R4ShenweiMd019421		Hitdown	Lieonfloor	0.1
R4ShenweiMd019421		Hitdown	Attack35	0.1
R4ShenweiMd019421		Lieonfloor	Attack35	0.1
R4ShenweiMd019421		Standup	Stand2	0.1
R4ShenweiMd019421		Standup	Attack35	0.1
R4ShenweiMd019421		Straight	Stand2	0.1
R4ShenweiMd019421		Straight	Attack35	0.1
R4ShenweiMd019421		Stun	Stand2	0.1
R4ShenweiMd019421		Stun	Attack35	0.1
R4ShenweiMd019421		Win	Win2	0.1
R4ShenweiMd019421		Win	Attack35	0.1
R4ShenweiMd019421		Win2	Attack35	0.1
R4ShenweiMd019421		Stop	Stand2	0.1
R4ShenweiMd019421		Stop	Attack35	0.1
R4ShenweiMd019421		Fail	Attack35	0.1
R4ShenweiMd019421		Save	Attack35	0.1
R4ShenweiMd019421		Caught	Stand2	0.1
R4ShenweiMd019421		RunStartEnd02	Attack35	0.1
R4ShenweiMd019421		StopR	Attack35	0.1
R4ShenweiMd019421		WalkStart	Walk	0.1
R4ShenweiMd019421		WalkStart	WalkStartEnd	0.1
R4ShenweiMd019421		WalkStart	Stand2	0.1
R4ShenweiMd019421		WalkStart	Attack35	0.1
R4ShenweiMd019421		WalkStop	Stand2	0.1
R4ShenweiMd019421		WalkStop	Attack35	0.1
R4ShenweiMd019421		WalkStartEnd	Stand2	0.1
R4ShenweiMd019421		WalkStartEnd	Attack35	0.1
R4ShenweiMd019421		LTurn90	Stand2	0.1
R4ShenweiMd019421		LTurn90	Attack35	0.1
R4ShenweiMd019421		LTurn180	Stand2	0.1
R4ShenweiMd019421		LTurn180	Attack35	0.1
R4ShenweiMd019421		RTurn90	Stand2	0.1
R4ShenweiMd019421		RTurn90	Attack35	0.1
R4ShenweiMd019421		RTurn180	Stand2	0.1
R4ShenweiMd019421		RTurn180	Attack35	0.1
R4ShenweiMd019421		Jumpfall1	Jumpfalling1	0.1
R4ShenweiMd019421		Jumpfall1	Jumpdown1	0.1
R4ShenweiMd019421		Jumpfall1	Attack35	0.1
R4ShenweiMd019421		Jumpfalling1	Jumpdown1	0.1
R4ShenweiMd019421		Jumpfalling1	Attack35	0.1
R4ShenweiMd019421		Jumpdown1	Run	0.2
R4ShenweiMd019421		Jumpdown1	RunStart	0.2
R4ShenweiMd019421		Jumpdown1	Walk	0.2
R4ShenweiMd019421		Jumpdown1	Stand2	0.1
R4ShenweiMd019421		Jumpdown1	Attack35	0.1
R4ShenweiMd019421		Jumpfall2	Jumpfalling2	0.1
R4ShenweiMd019421		Jumpfall2	Jumpdown2	0.1
R4ShenweiMd019421		Jumpfall2	Jumpdown1	0.1
R4ShenweiMd019421		Jumpfall2	Attack35	0.1
R4ShenweiMd019421		Jumpfalling2	Jumpdown2	0.1
R4ShenweiMd019421		Jumpfalling2	Jumpdown1	0.1
R4ShenweiMd019421		Jumpfalling2	Attack35	0.1
R4ShenweiMd019421		Jumpdown2	Run	0.2
R4ShenweiMd019421		Jumpdown2	RunStart	0.2
R4ShenweiMd019421		Jumpdown2	Walk	0.2
R4ShenweiMd019421		Jumpdown2	Stand2	0.1
R4ShenweiMd019421		Jumpdown2	Attack35	0.1
R4ShenweiMd019421		Sprint	SprintStop	0.1
R4ShenweiMd019421		Sprint	Attack35	0.1
R4ShenweiMd019421		SprintStop	Stand2	0.1
R4ShenweiMd019421		SprintStop	Attack35	0.1
R4ShenweiMd019421		SprintStart	Sprint	0.1
R4ShenweiMd019421		SprintStart	SprintStartEnd	0.1
R4ShenweiMd019421		SprintStart	Attack35	0.1
R4ShenweiMd019421		SprintStartEnd	Stand2	0.1
R4ShenweiMd019421		SprintStartEnd	Attack35	0.1
R4ShenweiMd019421		HitLB	Stand2	0.1
R4ShenweiMd019421		HitHL	Stand2	0.1
R4ShenweiMd019421		HitHR	Stand2	0.1
R4ShenweiMd019421		HitHF	Stand2	0.1
R4ShenweiMd019421		Attack16	Attack35	0.1
R4ShenweiMd019421		Attack17	Attack35	0.1
R4ShenweiMd019421		Attack18	Attack35	0.1
R4ShenweiMd019421		Attack19	Attack35	0.1
R4ShenweiMd019421		Attack22	Attack35	0.1
R4ShenweiMd019421		Attack23	Attack35	0.1
R4ShenweiMd019421		Attack24	Jumpfall1	0.2
R4ShenweiMd019421		Attack24	Jumpfall2	0.2
R4ShenweiMd019421		Attack24	Jumpfalling1	0.2
R4ShenweiMd019421		Attack24	Jumpfalling2	0.2
R4ShenweiMd019421		Attack24	Attack35	0.1
R4ShenweiMd019421		Attack25	Attack35	0.1
R4ShenweiMd019421		Attack26	Attack35	0.1
R4ShenweiMd019421		Attack27	Attack35	0.1
R4ShenweiMd019421		Attack31	Attack35	0.1
R4ShenweiMd019421		Attack32	Attack35	0.1
R4ShenweiMd019421		Attack33	Attack35	0.1
R4ShenweiMd019421		Attack34	Attack35	0.1
R4ShenweiMd019421		Attack35	Attack35	0.1
R4ShenweiMd019421		Attack36	Attack35	0.1
R4ShenweiMd019421		Attack37	Attack35	0.1
R4ShenweiMd019421		Attack41	Attack43	0.2
R4ShenweiMd019421		Attack41	Attack35	0.1
R4ShenweiMd019421		Attack42	Attack35	0.1
R4ShenweiMd019421		Attack43	Attack35	0.1
R4ShenweiMd019421		Attack44	Attack35	0.1
R4ShenweiMd019421		Attack45	Attack35	0.1
R4ShenweiMd019421		Attack46	Attack35	0.1
R4ShenweiMd019421		Attack47	Attack35	0.1
R4ShenweiMd019421		Attack48	Attack35	0.1
R4ShenweiMd019421		Attack49	Attack35	0.1
R4ShenweiMd019421	1		LevelAttack01	0.1
R4ShenweiMd019421	1		LevelAttack02	0.1
R4ShenweiMd019421	1		LevelAttack03	0.1
R4ShenweiMd019421	1		LevelAttack04	0.1
R4ShenweiMd019421	1		LevelAttack05	0.1
R4ShenweiMd019421	1		LevelAttack06	0.1
R4ShenweiMd019421	1		LevelAttack07	0.1
R4ShenweiMd019421	1		LevelAttack08	0.1
R4ShenweiMd019421	1		LevelAttack09	0.1
R4ShenweiMd019421	1		LevelAttack10	0.1
R4ShenweiMd019421	1		LevelAttack12	0.1
R4ShenweiMd019421	1		LevelAttack13	0.1
R4ShenweiMd019421	1		LevelAttack14	0.1
R4ShenweiMd019421	1		LevelAttack15	0.1
R4ShenweiMd019421	1		LevelAttack16	0.1
R4ShenweiMd019421	1		LevelAttack17	0.1
R4ShenweiMd019421	1		LevelAttack18	0.1
R4ShenweiMd019421	1		LevelAttack19	0.1
R4ShenweiMd019421	1		LevelAttack20	0.1
R4ShenweiMd019421	1		LevelAttack21	0.1
R4ShenweiMd019421	1		LevelAttack22	0.1
R4ShenweiMd019421	1		LevelAttack23	0.1
