Role	Layer	State	Target	TransitionDuration
R3NietiyaMd010031		Runr	Runl	0.2
R3NietiyaMd010031		Walkb	Stand2	0.1
R3NietiyaMd010031		Walkb	Walk	0.2
R3NietiyaMd010031		Walkb	Walkl	0.1
R3NietiyaMd010031		Walkb	Walkr	0.1
R3NietiyaMd010031		Walkl	Stand2	0.1
R3NietiyaMd010031		Walkl	Walk	0.1
R3NietiyaMd010031		Walkl	Walkb	0.1
R3NietiyaMd010031		Walkl	Walkr	0.2
R3NietiyaMd010031		Walkr	Stand2	0.1
R3NietiyaMd010031		Walkr	Walk	0.1
R3NietiyaMd010031		Walkr	Walkb	0.1
R3NietiyaMd010031		Walkr	Walkl	0.2
R3NietiyaMd010031		TurnLeft	Stand2	0.1
R3NietiyaMd010031		TurnRight	Stand2	0.1
R3NietiyaMd010031		RunStart	Run	0.1
R3NietiyaMd010031		RunStart	RunStartEnd01	0.1
R3NietiyaMd010031		RunStartEnd01	Stand2	0.1
R3NietiyaMd010031		Hit1	Stand2	
R3NietiyaMd010031		Hit2	Stand2	
R3NietiyaMd010031		Hit3	Stand2	
R3NietiyaMd010031		Hit4	Stand2	
R3NietiyaMd010031		Behitfly	Hoverhit	0.1
R3NietiyaMd010031		Behitfly	Falldown	0.1
R3NietiyaMd010031		Hoverhit	Falldown	0.1
R3NietiyaMd010031		Falldown	Lieonfloor	0.1
R3NietiyaMd010031		Hitdown	Lieonfloor	0.1
R3NietiyaMd010031		Standup	Stand2	0.1
R3NietiyaMd010031		Straight	Stand2	0.1
R3NietiyaMd010031		Stun	Stand2	0.1
R3NietiyaMd010031		Win	Win2	0.1
R3NietiyaMd010031		Stop	Stand2	0.1
R3NietiyaMd010031		Caught	Stand2	0.1
R3NietiyaMd010031		WalkStart	Walk	0.1
R3NietiyaMd010031		WalkStart	WalkStartEnd	0.1
R3NietiyaMd010031		WalkStart	Stand2	0.1
R3NietiyaMd010031		WalkStop	Stand2	0.1
R3NietiyaMd010031		WalkStartEnd	Stand2	0.1
R3NietiyaMd010031		LTurn90	Stand2	0.1
R3NietiyaMd010031		LTurn180	Stand2	0.1
R3NietiyaMd010031		RTurn90	Stand2	0.1
R3NietiyaMd010031		RTurn180	Stand2	0.1
R3NietiyaMd010031		Jumpsquat1	Jumprise1	0.1
R3NietiyaMd010031		Jumpsquat1	Jumpdown1	0.1
R3NietiyaMd010031		Jumprise1	Jumprising1	0.1
R3NietiyaMd010031		Jumprise1	Jumpdown1	0.1
R3NietiyaMd010031		Jumprising1	Jumpdown1	0.1
R3NietiyaMd010031		Jumpfall1	Jumpfalling1	0.1
R3NietiyaMd010031		Jumpfall1	Jumpdown1	0.1
R3NietiyaMd010031		Jumpfalling1	Jumpdown1	0.1
R3NietiyaMd010031		Jumpdown1	Run	0.2
R3NietiyaMd010031		Jumpdown1	RunStart	0.2
R3NietiyaMd010031		Jumpdown1	Walk	0.2
R3NietiyaMd010031		Jumpdown1	Stand2	0.1
R3NietiyaMd010031		Jumpdown1	Jumpsquat1	0.1
R3NietiyaMd010031		Jumpdown1	Jumpsquat2	0.1
R3NietiyaMd010031		Jumpsquat2	Jumprise2	0.1
R3NietiyaMd010031		Jumpsquat2	Jumpdown2	0.1
R3NietiyaMd010031		Jumpsquat2	Jumpdown1	0.1
R3NietiyaMd010031		Jumprise2	Jumprising2	0.1
R3NietiyaMd010031		Jumprise2	Jumpdown2	0.1
R3NietiyaMd010031		Jumprise2	Jumpdown1	0.1
R3NietiyaMd010031		Jumprising2	Jumpdown2	0.1
R3NietiyaMd010031		Jumprising2	Jumpdown1	0.1
R3NietiyaMd010031		Jumpfalling2	Jumpdown2	0.1
R3NietiyaMd010031		Jumpfalling2	Jumpdown1	0.1
R3NietiyaMd010031		Jumpdown2	Run	0.2
R3NietiyaMd010031		Jumpdown2	RunStart	0.2
R3NietiyaMd010031		Jumpdown2	Walk	0.2
R3NietiyaMd010031		Jumpdown2	Stand2	0.1
R3NietiyaMd010031		Jumpdown2	Jumpsquat2	0.1
R3NietiyaMd010031		Jumpdown2	Jumpsquat1	0.1
R3NietiyaMd010031		Sprint	SprintStop	0.1
R3NietiyaMd010031		SprintStop	Stand2	0.1
R3NietiyaMd010031		SprintStart	Sprint	0.1
R3NietiyaMd010031		SprintStart	SprintStartEnd	0.1
R3NietiyaMd010031		SprintStartEnd	Stand2	0.1
R3NietiyaMd010031		HitLB	Stand2	0.1
R3NietiyaMd010031		HitHL	Stand2	0.1
R3NietiyaMd010031		HitHR	Stand2	0.1
R3NietiyaMd010031		HitHF	Stand2	0.1
