Id	Type	NextEvent	NextEventGroup	OptionGroupId	EventLevelGroup	Clue	Exp	BgAsset	Name	Desc	RoleIcons	RoleNames	RoleContents	ConfirmContent	LocationName	LocationDesc	LocationDescUnselect	Icon	NextFightGroup
80301	2			803010				Assets/Product/Texture/Image/BgStory/Bgstory347.jpg	狂信者的仪式	死者的血液所灌注的池子中除了尸体之外，还漂浮着一个浸透了腥血的符纹。在周围狂热的狂信者 “至高天” 的山呼中显得异常邪异。\n万幸你们来的还不算太晚，这极度丑恶血腥的放血仪式还有几个幸存者。	['Assets/Product/Texture/Image/RoleStory/V130spNormal01.png']	['狂信者祭司']	['永恒之烈阳自血湖中苏醒，唯有以仇寇之血浇灌，至高天方会重新给予吾等救赎之夜。']	确定	狂信者的仪式	早在数百米外，你们就嗅到了浓烈的血腥气味。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory347.jpg	
80302	1	80303			1			Assets/Product/Texture/Image/BgStory/Bgstory347.jpg	狂信者的仪式	叽里咕噜说什么呢？你们越过了喋喋不休的祭司，直奔血池中的符纹。				拿走符纹	狂信者的仪式	早在数百米外，你们就嗅到了浓烈的血腥气味。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory347.jpg	
80303	1							Assets/Product/Texture/Image/BgStory/Bgstory347.jpg	狂信者的仪式	虽然得手，但血池中的漂浮的尸体们却拽住了你。				清理敌人	狂信者的仪式	早在数百米外，你们就嗅到了浓烈的血腥气味。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory347.jpg	
80304	1	80305						Assets/Product/Texture/Image/BgStory/Bgstory347.jpg	狂信者的仪式	你们悄悄的解开了捆缚着“祭品”们的绳索。				“快跑！”	狂信者的仪式	早在数百米外，你们就嗅到了浓烈的血腥气味。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory347.jpg	
80305	1				2			Assets/Product/Texture/Image/BgStory/Bgstory347.jpg	狂信者的仪式	却不料他们是自愿成为仪式的牺牲品的，而现在，你们将要成为仪式上新的“祭品”				被迫战斗	狂信者的仪式	早在数百米外，你们就嗅到了浓烈的血腥气味。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory347.jpg	
80401	1	80402						Assets/Product/Texture/Image/BgStory/Bgstory346.jpg	天灾余孽	被天灾犁过的田野里，连蝗虫也寻不到口粮。\n异变的昆虫们开始寻找血肉作为吃食，吸血蝗成为了这个空无一人的村落的第二场天灾。				继续探索	天灾余孽	天灾的余孽依旧残存在村落内。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory346.jpg	
80402	2			804020				Assets/Product/Texture/Image/BgStory/Bgstory346.jpg	天灾余孽	而村头闪烁着的符纹，正是引这些吸血蝗前来的路标。\n面对漫天迫近的灾异，一位腿脚不便的老者朝着天空举起拳头，痛声疾呼。	['Assets/Product/Texture/Image/RoleStory/TongyongShihuangzheNormal02.png']	['无法逃离的老者']	['三次了……这是第三次了！自从这个天使们留下这个赐福符纹之后，这个村子已经遭受了三次天灾了……至高天啊！我们做错了什么啊！']	确定	天灾余孽	天灾的余孽依旧残存在村落内。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory346.jpg	
80403	1				1			Assets/Product/Texture/Image/BgStory/Bgstory346.jpg	天灾余孽	你们拿走了这个符纹，在村子中游荡的吸血蝗如同寻到了鲜血一般向你们涌来，你们只得掩护好老者，竭力对敌。				清敌突围	天灾余孽	天灾的余孽依旧残存在村落内。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory346.jpg	
80404	1	80405						Assets/Product/Texture/Image/BgStory/Bgstory346.jpg	天灾余孽	在下一场天灾到来之前，你们带着行动不便的老者离开了这个村落。漫天的火光预示着这个不幸的村落终究成为一片焦土，老人深情又绝望的回首看向自己曾经的家乡。				沉默等待	天灾余孽	天灾的余孽依旧残存在村落内。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory346.jpg	
80405	1				2			Assets/Product/Texture/Image/BgStory/Bgstory346.jpg	天灾余孽	你们深知，在夺回黑夜之前，类似的悲剧将在这片土地殇无数次重复上演。无数的吸血蝗跟在你们的身后，你们且战且退，护送着老人离开。				解决追敌	天灾余孽	天灾的余孽依旧残存在村落内。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory346.jpg	
80501	1	80502						Assets/Product/Texture/Image/BgStory/BgStory748.jpg	审判庭的孑遗	虽说天上的白昼永恒不眠，但遥远的旅途终究是需要歇息的，道旁的旅店正是这停驻歇脚的绝佳地点。				进入旅店	审判庭的孑遗	开门！审判庭检查！	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory748.jpg	
80502	1	80503						Assets/Product/Texture/Image/BgStory/BgStory748.jpg	审判庭的孑遗	只是你们来的不是很凑巧，几名审判庭的执行官正在旅店中进行突击检查，本该稍显轻松的旅店现在剑拔弩张。\n随着你们的到来，所有的视线，都集中到了这边。				……	审判庭的孑遗	开门！审判庭检查！	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory748.jpg	
80503	2			805030				Assets/Product/Texture/Image/BgStory/BgStory748.jpg	审判庭的孑遗	“以全知的至高天之名，公民，我向你发问：身处灾异之世，你是否仍然坚定信仰，相信至高天的救赎？”	['Assets/Product/Texture/Image/RoleStory/V280npcNormal08.png']	['审判官']	['即使时局艰难，我们也绝不应该背弃信仰。']	确定	审判庭的孑遗	开门！审判庭检查！	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory748.jpg	
80504	1				1			Assets/Product/Texture/Image/BgStory/BgStory748.jpg	审判庭的孑遗	听到你的答复，审判官满意地点了点头。不过旅店其他各处却响起了愤慨的咒骂声，人们纷纷抄起武器，包围了上来。				清扫敌人	审判庭的孑遗	开门！审判庭检查！	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory748.jpg	
80505	1				2			Assets/Product/Texture/Image/BgStory/BgStory748.jpg	审判庭的孑遗	你的仗义执言引得四座叫好，蒙羞的审判官举起手中的链锤，朝着你挥舞过来。				击退强敌	审判庭的孑遗	开门！审判庭检查！	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory748.jpg	
80601	1	80602						Assets/Product/Texture/Image/BgStory/Bgstory315.png	重建家园	你们抵达了一处残破的难民据点，与其他遭逢天灾的地区一片死气沉沉的氛围不同，这个据点的难民们在残存的墙壁上刷上了鼓舞人心的口号。				走近据点	重建家园	“天使折不断我们的羽翼。”	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory315.png	
80602	2			806020				Assets/Product/Texture/Image/BgStory/Bgstory315.png	重建家园	他们并没有放弃被毁坏的家园，而是选择重建它。	['Assets/Product/Texture/Image/RoleStory/ShihuangzhenvNormal01.png']	['难民']	['把那边的石料搬过来……大伙要加把劲啊！要为下次天灾做好充足准备啊！']	确定	重建家园	“天使折不断我们的羽翼。”	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory315.png	
80603	1	80604			2			Assets/Product/Texture/Image/BgStory/Bgstory315.png	重建家园	有了你们的加入，重建工程的进度大大提高，为了感谢你们的帮助，难民们为你们补充了一些物资。				收下物资	重建家园	“天使折不断我们的羽翼。”	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory315.png	
80604	1							Assets/Product/Texture/Image/BgStory/Bgstory315.png	重建家园	你们欣然领受，整装出发，踏上了充满着致命威胁的前路。				继续前进	重建家园	“天使折不断我们的羽翼。”	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory315.png	
80605	1	80606			1			Assets/Product/Texture/Image/BgStory/Bgstory315.png	重建家园	你们收获颇丰，还在途中发现了一处废弃的营地，找到了不少可以利用的军事物资。				清点物资	重建家园	“天使折不断我们的羽翼。”	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory315.png	
80606	1							Assets/Product/Texture/Image/BgStory/Bgstory315.png	重建家园	就在你们准备返回时，耳边突然传来了刺耳的叫声，一大群天使从天而降，阻断了退路。				扫除敌碍	重建家园	“天使折不断我们的羽翼。”	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory315.png	
80701	2			807010				Assets/Product/Texture/Image/BgStory/BgStory823.jpg	亡者	一位活死人趔趄着脚步，拦住了你们的去路。不想节外生枝的你本想错开它继续赶路，但这为活死人却丝毫没有放任你们离开的意图。\n它伸出它干瘦腐败的手，如同豺狼们渴求血肉一般，它也渴求着你们的死亡。	['Assets/Product/Texture/Image/RoleStory/IceArchernomal.png']	['活死人']	['呃……啊……']	确定	亡者	无法超生的亡者拦在你们面前。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory823.jpg	
80702	1	80703						Assets/Product/Texture/Image/BgStory/BgStory823.jpg	亡者	没有额外言语，你们扭头就跑，看看那干瘦活死人步履蹒跚的样子，怎么可能追得上你们？				快跑	亡者	无法超生的亡者拦在你们面前。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory823.jpg	
80703	1				1			Assets/Product/Texture/Image/BgStory/BgStory823.jpg	亡者	正在你心中窃喜的时候，脚下的沼泽宛若沸腾一般发出震颤，无数的活尸从中涌出，截断了你们的前路。				被迫战斗	亡者	无法超生的亡者拦在你们面前。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory823.jpg	
80704	1	80705			2			Assets/Product/Texture/Image/BgStory/BgStory823.jpg	亡者	你利落地干掉了眼前的活死人，它发出凄厉的哀嚎，栽入泥沼之中。				顺走物资	亡者	无法超生的亡者拦在你们面前。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory823.jpg	
80705	1							Assets/Product/Texture/Image/BgStory/BgStory823.jpg	亡者	然而，这声悲鸣却引来了更多潜藏在黑暗中的亡者……				被迫战斗	亡者	无法超生的亡者拦在你们面前。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory823.jpg	
80801	2			808010				Assets/Product/Texture/Image/BgStory/Bgstory338.jpg	狩猎蛮荒	广袤的原野上，从地平线以下密密麻麻地冲出来了成群的、受到天灾腐化的野牛。它们凶猛且盲目，宛若奔腾的战车，拦在路上的任何事物都会被碾碎。\n不巧的是，你们身后的小镇正在它们行进的路上。	['Assets/Product/Texture/Image/RoleStory/V240fnNormal01.png']	['同行的赏金猎人']	['我*，我感觉咱们上当了，这个委托还做吗？']	确定	狩猎蛮荒	你感觉到脚下的地面正在剧烈震颤。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory338.jpg	
80802	1				1			Assets/Product/Texture/Image/BgStory/Bgstory338.jpg	狩猎蛮荒	你们集结起了所有的武装力量，建立防御阵地，就地阻击这群堕化的野牛。				击退强敌	狩猎蛮荒	你感觉到脚下的地面正在剧烈震颤。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory338.jpg	
80803	1				2			Assets/Product/Texture/Image/BgStory/Bgstory338.jpg	狩猎蛮荒	你们尽快疏散了镇上的居民，然而，还是有一些野牛冲入了避难地点，与你们展开了厮杀。				抵御敌人	狩猎蛮荒	你感觉到脚下的地面正在剧烈震颤。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory338.jpg	
80901	2			809010				Assets/Product/Texture/Image/BgStory/BgStory923.jpg	铁路工人	自灾变发生后，便再无人用炼金矩阵这些铁轨上的巨兽。虽是如此，但吝啬的圣堂也容不得这些列车有一丝的休息。\n不幸的铁路工人们摇身一变成为了纤夫，他们不知疲倦的血肉之躯，成为了列车“取之不竭”的恒久燃料。	['Assets/Product/Texture/Image/RoleStory/ShihuangzhenanNormal01.png']	['列车上的工贼']	['报、报告天使长，我们十八组纤夫轮流拉纤护送列车物资！我们，不吃饭！']	确定	铁路工人	纤夫们拖拽着列车，在燃烧的硫磺铁轨上前行。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory923.jpg	
80902	1				1			Assets/Product/Texture/Image/BgStory/BgStory923.jpg	铁路工人	看起来守车的天使是个没什么经验的草包，还在列车上大摆宴席。\n他应该是没有想过会在列车上吃着心肝唱着歌，突然就被你们这群叛军给劫了。				灰鸦来了	铁路工人	纤夫们拖拽着列车，在燃烧的硫磺铁轨上前行。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory923.jpg	
80903	1				2			Assets/Product/Texture/Image/BgStory/BgStory923.jpg	铁路工人	列车上迟钝的天使们很久才感觉到列车失去动力，逐渐停了下来。\n在你的带领下，这些原先的铁路工人们重新登上了属于他们的列车。				开始战斗	铁路工人	纤夫们拖拽着列车，在燃烧的硫磺铁轨上前行。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory923.jpg	
81001	2			810010				Assets/Product/Texture/Image/BgStory/BgStory1219.jpg	历史遗迹	这是灾变时代以前更久远的遗迹，时间似乎在遗迹内停止了流逝，这里的斑驳的石壁之上刻写似是涂鸦的繁复文字。或许其中蕴藏着世间至理，可惜你们无人能鉴识这些内容。	['Assets/Product/Texture/Image/RoleStory/YanjingzhainvNormal01.png']	['历史爱好者']	['这我可太懂了……这个三角符号是对我们当代天使恶魔和人类复杂关系的预言！']	确定	历史遗迹	蒙尘已久的遗迹终于迎来了新的客人。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory1219.jpg	
81002	1	81003			2			Assets/Product/Texture/Image/BgStory/BgStory1219.jpg	历史遗迹	虽然你们对遗迹中古老知识一窍不通，但是没有关系。只要它们都变成金币，万能的玛门会让所有人都懂得它们的。玛门！				统统拿走	历史遗迹	蒙尘已久的遗迹终于迎来了新的客人。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory1219.jpg	
81003	1							Assets/Product/Texture/Image/BgStory/BgStory1219.jpg	历史遗迹	你们大张旗鼓的行动惊动了遗迹中沉睡的天使，鬼知道祂们为什么会出现在这，到底埋伏了多久。				扫清敌人	历史遗迹	蒙尘已久的遗迹终于迎来了新的客人。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory1219.jpg	
81004	1				1			Assets/Product/Texture/Image/BgStory/BgStory1219.jpg	历史遗迹	看起来至高天并不喜欢你给祂胡编乱造的野史，一批天使刚好巡视到这里，从天而降，似乎想要在你传播这些野史之前封上你的嘴。				迎战强敌	历史遗迹	蒙尘已久的遗迹终于迎来了新的客人。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory1219.jpg	
10101	2			101010				Assets/Product/Texture/Image/BgStory/BgStory736.jpg	军团小队	你和渡边循着马蹄的踪迹，侦察到了一只悬挂着军团鹰旗的小队。\n他们的马车上满载着鲜血淋漓的“血税”，正在大路上缓缓行进着。	['Assets/Product/Texture/Image/RoleStory/V3600DubianNormal05.png']	['渡边']	['前方的地形狭窄，很适合伏击，需要我绕过去吗？']	确定	军团小队	漫天尘沙之中，鹰旗高高飘扬。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory736.jpg	
10102	1				1			Assets/Product/Texture/Image/BgStory/BgStory736.jpg	军团小队	你指挥渡边提前埋伏在这队人马的必经之处，等待着他们毫无察觉地钻进你们精心布置的死亡陷阱。				猎杀开始	军团小队	漫天尘沙之中，鹰旗高高飘扬。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory736.jpg	
10103	1				2			Assets/Product/Texture/Image/BgStory/BgStory736.jpg	军团小队	你们继续着追踪这只小队，果然如你所料，他们带着战利品来到了一处隶属于钢铁军团的大型据点，你和渡边当即决定出手，准备将其彻底铲除。				发起袭击	军团小队	漫天尘沙之中，鹰旗高高飘扬。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory736.jpg	
10201	2			102010				Assets/Product/Texture/Image/BgStory/Bgstory319.png	炎魔的战场	空旷的平原上，一处突兀的深坑格外引人注目。\n你缓缓靠近，热浪拂起你的发梢，使你终于得以看清眼前的疮痍——在宛若被陨星轰击的土地上，一团团火焰簇拥在一起，在焦土的缝隙间喷涌、迸溅着。	['Assets/Product/Texture/Image/RoleStory/V3600DubianNormal05.png']	['渡边']	['……我的父辈们，曾在这里跟恶魔浴血奋战。']	确定	炎魔的战场	灼热的焦土，见证着无数恶魔的陨落。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory319.png	
10202	1	10203						Assets/Product/Texture/Image/BgStory/Bgstory319.png	炎魔的战场	数十年的烈焰似乎吞噬了岁月的所有痕迹。你们在四周漫无目的地探寻着，没有什么实质性的收获。				继续搜索	炎魔的战场	灼热的焦土，见证着无数恶魔的陨落。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory319.png	
10203	1				1			Assets/Product/Texture/Image/BgStory/Bgstory319.png	炎魔的战场	不过，亲身经历如此震撼的战场遗迹，似乎让你对战斗产生了某种全新的感悟。				继续前进	炎魔的战场	灼热的焦土，见证着无数恶魔的陨落。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory319.png	
10204	1	10205						Assets/Product/Texture/Image/BgStory/Bgstory319.png	炎魔的战场	渡边若有所思地环视着四周，开口说道：“炎魔是一种可怕的高阶恶魔，当他们死亡时……”他看了看你们脚下早已残破不堪的骨堆，“尸体会引发剧烈的爆炸，形成一片永恒的火海，足以……燃烧整个世纪。”				继续	炎魔的战场	灼热的焦土，见证着无数恶魔的陨落。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory319.png	
10205	1				1			Assets/Product/Texture/Image/BgStory/Bgstory319.png	炎魔的战场	在那之后，渡边向你讲述了许多对付恶魔的知识，你感到收获颇丰。				继续前进	炎魔的战场	灼热的焦土，见证着无数恶魔的陨落。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory319.png	
10301	2			103010				Assets/Product/Texture/Image/BgStory/Bgstory142.png	巨炮制造所	在路过一座城市的废墟时，渡边带着你在四处寻找着什么，最终推开了一座废弃工厂的大门。\n尘埃在阳光的照射下零落纷扬，一座座精密而瑰丽的仪器映入眼帘，它们宛若失落城堡的守卫，于此长眠，等待着昔日故主的再临。	['Assets/Product/Texture/Image/RoleStory/V3600DubianNormal05.png']	['渡边']	['就是在这里，人类制造出了弑神的兵器——「圣环巨炮」。']	确定	巨炮制造所	失传的弑神之矛。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory142.png	
10302	1				2			Assets/Product/Texture/Image/BgStory/Bgstory142.png	巨炮制造所	你们搜集了一些工匠撤离时没能带走的贵重物资，随后继续穿行在天使横行的战区之间。				继续前进	巨炮制造所	失传的弑神之矛。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory142.png	
10303	1	10304						Assets/Product/Texture/Image/BgStory/Bgstory142.png	巨炮制造所	那是钢铁军团与恶魔合力铸造的终极兵器，通体由圣堂秘银打造，内部熔铸了足以耐受极高温度的地狱精钢，与其配套打造的，还有两颗同样稀世珍贵的圣环银弹。\n曾经统治人世千年的枢机主神，正是被圣环银弹贯穿胸膛，薨逝于圣堂的光辉之中。				继续	巨炮制造所	失传的弑神之矛。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory142.png	
10304	1				1			Assets/Product/Texture/Image/BgStory/Bgstory142.png	巨炮制造所	听完了渡边讲述的故事，你尽力收集了一些前灾变时代的工具，希望有朝一日可以带领人类找回失传的技艺。				继续前进	巨炮制造所	失传的弑神之矛。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/Bgstory142.png	
10401	2			104010				Assets/Product/Texture/Image/BgStory/BgStory539.jpg	魔鬼的射击比赛	扭曲的光辉闪耀过后，魔鬼浪人出现在了你们的面前，他身后是一辆宽展的木车，上面竖立十几个挂着标靶的稻草人。\n玛门事务所的魔鬼谄媚地笑着，邀请你体验最近在炼狱暴火的射击游戏。	['Assets/Product/Texture/Image/RoleStory/V2100gwNormal02.png']	['魔鬼浪人']	['来咯来咯，玛门射击大赛来咯~规定时间内，射中越多次靶子，奖励越丰厚哦~']	确定	魔鬼的射击比赛	炫目的光线自眼前的裂缝夺目而出，你仿佛从裂隙的另一端听到了一阵阵敲锣打鼓声。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory539.jpg	
10402	1	10403			2			Assets/Product/Texture/Image/BgStory/BgStory539.jpg	魔鬼的射击比赛	你亲自瞄靶射击，取得了还算不错的成绩。				轻松拿下	魔鬼的射击比赛	炫目的光线自眼前的裂缝夺目而出，你仿佛从裂隙的另一端听到了一阵阵敲锣打鼓声。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory539.jpg	
10403	1							Assets/Product/Texture/Image/BgStory/BgStory539.jpg	魔鬼的射击比赛	然而，与魔鬼交易，总是要付出代价。你忽然感到头晕目眩，炼狱的阴影铺天盖地而来。				被迫作战	魔鬼的射击比赛	炫目的光线自眼前的裂缝夺目而出，你仿佛从裂隙的另一端听到了一阵阵敲锣打鼓声。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory539.jpg	
10404	1	10405			1			Assets/Product/Texture/Image/BgStory/BgStory539.jpg	魔鬼的射击比赛	渡边耸了耸肩，无数的恶魔火枪从空中浮现，一齐开火，把魔鬼的小车打了个人仰马翻。				火力压制	魔鬼的射击比赛	炫目的光线自眼前的裂缝夺目而出，你仿佛从裂隙的另一端听到了一阵阵敲锣打鼓声。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory539.jpg	
10405	1							Assets/Product/Texture/Image/BgStory/BgStory539.jpg	魔鬼的射击比赛	魔鬼勃然大怒，要求你们百倍赔偿损失。赔不起？没关系，玛门事务所愿意接受你们的心脏作为典当。				迎战强敌	魔鬼的射击比赛	炫目的光线自眼前的裂缝夺目而出，你仿佛从裂隙的另一端听到了一阵阵敲锣打鼓声。	此处沉睡着你尚未揭晓的秘辛……	Assets/Product/Texture/Image/BgStory/BgStory539.jpg	
