Id	TemplateId	Difficulty	IsBoss	EquipBoxIds	GoldIds	ItemBoxIds	NodeName	NodeIcon	NodeBg	NodeDesc	NodeEffectUrl
20013	2411	1			[11]		点到为止	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n来骗，来偷袭。	
20111	2621	2			[12]		狭路相逢	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n不是你死就是我活。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20112	2711	2			[12]		大难临头	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n指的是敌人，最好是。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20113	2811	2			[12]		铜墙铁壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n一场小小的蹂躏而已。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20114	2911	2			[12]		势均力敌	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n真以为沙袋不会还手？\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20115	2626	2			[12]	[7]	狭路相逢	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n不是你死就是我活。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20116	2716	2			[12]	[7]	大难临头	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n指的是敌人，最好是。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20117	2816	2			[12]	[7]	铜墙铁壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n一场小小的蹂躏而已。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20118	2916	2			[12]	[7]	势均力敌	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n真以为沙袋不会还手？\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20021	2121	1			[11]		竭诚欢迎	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n既然是贵宾就得好好地招待。	
20022	2311	1			[11]		排山倒海	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*扇区清理协议*/</i></color></size>\n来得越多就越强吗？	
20023	2411	1			[11]		点到为止	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n来骗，来偷袭。	
20121	2621	2			[12]		狭路相逢	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n不是你死就是我活。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20122	2711	2			[12]		大难临头	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n指的是敌人，最好是。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20123	2811	2			[12]		铜墙铁壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n一场小小的蹂躏而已。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20124	2911	2			[12]		势均力敌	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n真以为沙袋不会还手？\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20125	2626	2			[12]	[7]	狭路相逢	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n不是你死就是我活。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20126	2716	2			[12]	[7]	大难临头	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n指的是敌人，最好是。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20127	2816	2			[12]	[7]	铜墙铁壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n一场小小的蹂躏而已。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20128	2916	2			[12]	[7]	势均力敌	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n真以为沙袋不会还手？\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20031	2121	1			[11]		竭诚欢迎	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n既然是贵宾就得好好地招待。	
20032	2311	1			[11]		排山倒海	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*扇区清理协议*/</i></color></size>\n来得越多就越强吗？	
20033	2411	1			[11]		点到为止	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n来骗，来偷袭。	
20131	2621	2			[12]		狭路相逢	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n不是你死就是我活。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20132	2711	2			[12]		大难临头	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n指的是敌人，最好是。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20133	2811	2			[12]		铜墙铁壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n一场小小的蹂躏而已。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20134	2911	2			[12]		势均力敌	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n真以为沙袋不会还手？\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20135	2626	2			[12]	[7]	狭路相逢	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n不是你死就是我活。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20136	2716	2			[12]	[7]	大难临头	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n指的是敌人，最好是。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20137	2816	2			[12]	[7]	铜墙铁壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n一场小小的蹂躏而已。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20138	2916	2			[12]	[7]	势均力敌	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story106.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n真以为沙袋不会还手？\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20041	2522	1			[11]		迫不及待	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*高速复筛协议*/</i></color></size>\n速度是你的十倍甚至九倍啊。\n\n\n<color=#4a70b9>限时通关后奖励升级</color>	
20042	2522	1			[11]		迫不及待	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*高速复筛协议*/</i></color></size>\n速度是你的十倍甚至九倍啊。\n\n\n<color=#4a70b9>限时通关后奖励升级</color>	
20043	2522	1			[11]		迫不及待	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*高速复筛协议*/</i></color></size>\n速度是你的十倍甚至九倍啊。\n\n\n<color=#4a70b9>限时通关后奖励升级</color>	
20141	2622	2			[12]		狭路相逢	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n不是你死就是我活。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20142	2712	2			[12]		大难临头	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n指的是敌人，最好是。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20143	2812	2			[12]		铜墙铁壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n一场小小的蹂躏而已。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20144	2912	2			[12]		势均力敌	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n真以为沙袋不会还手？\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20145	2627	2			[12]	[7]	狭路相逢	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n不是你死就是我活。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20146	2717	2			[12]	[7]	大难临头	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n指的是敌人，最好是。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20147	2817	2			[12]	[7]	铜墙铁壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n一场小小的蹂躏而已。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20148	2917	2			[12]	[7]	势均力敌	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n真以为沙袋不会还手？\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20051	2122	1			[11]		竭诚欢迎	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n既然是贵宾就得好好地招待。	
20052	2312	1			[11]		排山倒海	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*扇区清理协议*/</i></color></size>\n来得越多就越强吗？	
20053	2412	1			[11]		点到为止	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n来骗，来偷袭。	
20151	2622	2			[12]		狭路相逢	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n不是你死就是我活。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20152	2712	2			[12]		大难临头	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n指的是敌人，最好是。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20153	2812	2			[12]		铜墙铁壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n一场小小的蹂躏而已。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20154	2912	2			[12]		势均力敌	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n真以为沙袋不会还手？\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
20155	2627	2			[12]	[7]	狭路相逢	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n不是你死就是我活。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20156	2717	2			[12]	[7]	大难临头	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n指的是敌人，最好是。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20157	2817	2			[12]	[7]	铜墙铁壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n一场小小的蹂躏而已。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
20158	2917	2			[12]	[7]	势均力敌	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story104.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n真以为沙袋不会还手？\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
30011	3121	1			[11]		守株待兔	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story136.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n自愿上钩的自大狂在哪呢？	
30012	3122	1			[11]		守株待兔	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story110.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n自愿上钩的自大狂在哪呢？	
30013	3311	1			[11]		疯狂侵攻	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story136.png	<size=20><color=#808080><i>/*扇区清理协议*/</i></color></size>\n就像疯狂搁浅的鱼群。	
30014	3411	1			[11]		控制变量	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story136.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n使尽浑身解数也不痛不痒。	
30111	3631	2			[12]		百战不殆	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story136.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n只想纯粹地享受战斗而已。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
30112	3711	2			[12]		竭战黎明	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story136.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n鏖战至黎明再倒下也不迟。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
30113	3811	2			[12]		终端防壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story136.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n反击从现在开始。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
30114	3911	2			[12]		合金铁桩	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story136.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n帕弥什，小子。\n\n<color=#f05642>本次战斗将更加困难，但奖励也更加丰厚</color>	
30115	3636	2			[12]	[7]	百战不殆	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story136.png	<size=20><color=#808080><i>/*攻性防御协议*/</i></color></size>\n只想纯粹地享受战斗而已。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
30116	3716	2			[12]	[7]	竭战黎明	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story136.png	<size=20><color=#808080><i>/*强制抗压协议*/</i></color></size>\n鏖战至黎明再倒下也不迟。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
30117	3816	2			[12]	[7]	终端防壁	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story136.png	<size=20><color=#808080><i>/*核心防御协议*/</i></color></size>\n反击从现在开始。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
30118	3916	2			[12]	[7]	合金铁桩	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story136.png	<size=20><color=#808080><i>/*特殊查杀协议*/</i></color></size>\n帕弥什，小子。\n\n<color=#f05642>本次战斗将更加困难，且可获得熵值</color>	QuantumBlueCard
30021	3523	1			[11]		本能反应	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story111.png	<size=20><color=#808080><i>/*高速复筛协议*/</i></color></size>\n这就是青春的力量吗？\n\n\n\n<color=#4a70b9>限时通关后奖励升级</color>	
30022	3523	1			[11]		本能反应	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story109.png	<size=20><color=#808080><i>/*高速复筛协议*/</i></color></size>\n这就是青春的力量吗？\n\n\n\n<color=#4a70b9>限时通关后奖励升级</color>	
30023	3523	1			[11]		本能反应	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story110.png	<size=20><color=#808080><i>/*高速复筛协议*/</i></color></size>\n这就是青春的力量吗？\n\n\n\n<color=#4a70b9>限时通关后奖励升级</color>	
