Id	NpcId	Level	BuffLevel	BuffIds	Note
2403	93363	445	[1]	[764976]	机械亚种（极限型）
2601	90380	288	[1]	[764976]	构造体（极限型）
2602	90640	728	[1]	[764976]	力士 陆型（极限型）
2603	90650	805	[1]	[764976]	舞轮 肆型（极限型）
2604	90660	465	[1]	[764976]	吊人 叁型（极限型）
2605	90670	510	[1]	[764976]	烟粉 壹型（极限型）
2606	90680	651	[1]	[764976]	九龙众 睚眦（极限型）
2607	90690	301	[1]	[764976]	禄存
2608	90700	421	[1]	[764976]	至尊
2609	90790	333	[1]	[764976]	骁卫壹型（极限型）
2610	90800	293	[1]	[764976]	墨鸢（极限型）
2611	90810	362	[1]	[764976]	太阿壹型（极限型）
2612	93120	238	[1]	[764976]	诛魔（极限型）
2613	93130	414	[1]	[764976]	杀神（极限型）
2614	93140	256	[1]	[764976]	斩仙（极限型）
2701	90660	465	[1, 1]	[764976, 712002]	吊人 叁型（极限型）
2702	90680	651	[1, 1]	[764976, 712002]	九龙众 睚眦（极限型）
2703	90690	301	[1, 1]	[764976, 712002]	禄存
2704	90700	421	[1, 1]	[764976, 712002]	至尊
2705	90790	333	[1, 1]	[764976, 712002]	骁卫壹型（极限型）
2706	90800	293	[1, 1]	[764976, 712002]	墨鸢（极限型）
2707	93120	238	[1, 1]	[764976, 712002]	诛魔（极限型）
2708	93130	414	[1, 1]	[764976, 712002]	杀神（极限型）
2709	93140	256	[1, 1]	[764976, 712002]	斩仙（极限型）
2801	90380	288	[1]	[764976]	构造体（极限型）
2802	90640	728	[1]	[764976]	力士 陆型（极限型）
2803	90650	805	[1]	[764976]	舞轮 肆型（极限型）
2804	90660	465	[1]	[764976]	吊人 叁型（极限型）
2805	90690	301	[1]	[764976]	禄存
2806	90700	421	[1]	[764976]	至尊
2807	90790	333	[1]	[764976]	骁卫壹型（极限型）
2808	90810	362	[1]	[764976]	太阿壹型（极限型）
2809	93120	238	[1]	[764976]	诛魔（极限型）
2810	93130	414	[1]	[764976]	杀神（极限型）
2811	93140	256	[1]	[764976]	斩仙（极限型）
2812	93160	467	[1]	[764976]	“嘿”帮小弟（极限型）
2901	90700	421	[1]	[764976]	至尊
2902	90790	333	[1]	[764976]	骁卫壹型（极限型）
2903	93363	667	[1]	[764976]	机械亚种（极限型）
3101	90380	192	[1, 1]	[764976, 900421]	构造体（极限型）
3102	90890	596	[1, 1]	[764976, 900421]	感染构造体（极限型）
3103	93050	272	[1, 1]	[764976, 900421]	构造体士兵（女）（极限型）
3104	90250	197	[1, 1]	[764976, 900421]	浪人肆型（极限型）
3105	90330	239	[1, 1]	[764976, 900421]	信使（极限型）
3106	90340	278	[1, 1]	[764976, 900421]	禁卫（极限型）
3107	90350	896	[1, 1]	[764976, 900421]	消防卫士（极限型）
3108	90360	401	[1, 1]	[764976, 900421]	分解者（极限型）
3109	90370	316	[1, 1]	[764976, 900421]	遗迹勘探者（极限型）
3110	90220	175	[1, 1]	[764976, 900421]	遗迹挖掘者
3111	90400	191	[1, 1]	[764976, 900421]	仿生斗牛（极限型）
3112	90410	228	[1, 1]	[764976, 900421]	酸液工蚁（极限型）
3113	90420	214	[1, 1]	[764976, 900421]	武藏陆型（极限型）
3114	90440	261	[1, 1]	[764976, 900421]	自律警卫(极限型）
3115	90860	508	[1, 1]	[764976, 900421]	波普尔（极限型）
3116	90870	274	[1, 1]	[764976, 900421]	雅斯贝尔斯（极限型）
3117	90960	211	[1, 1]	[764976, 900421]	贝雅（极限型）
3118	93433	292	[1, 1]	[764976, 900421]	拟原生物（极限型）
3301	90380	96	[1, 1]	[764976, 900421]	构造体（极限型）
3302	90890	298	[1, 1]	[764976, 900421]	感染构造体（极限型）
3303	90250	99	[1, 1]	[764976, 900421]	浪人肆型（极限型）
3304	90350	770	[1, 1]	[764976, 900421]	消防卫士（极限型）
3305	90360	201	[1, 1]	[764976, 900421]	分解者（极限型）
3306	90400	96	[1, 1]	[764976, 900421]	仿生斗牛（极限型）
3307	90440	131	[1, 1]	[764976, 900421]	自律警卫(极限型）
3308	90860	254	[1, 1]	[764976, 900421]	波普尔（极限型）
3309	90870	137	[1, 1]	[764976, 900421]	雅斯贝尔斯（极限型）
3310	90960	106	[1, 1]	[764976, 900421]	贝雅（极限型）
3311	93433	146	[1, 1]	[764976, 900421]	拟原生物（极限型）
3401	90390	279	[1, 1]	[764976, 900421]	重型收割机（极限型）
3402	90400	191	[1, 1]	[764976, 900421]	仿生斗牛（极限型）
3403	90430	147	[1, 1]	[764976, 900421]	武藏玖型（极限型）
3404	90870	274	[1, 1]	[764976, 900421]	雅斯贝尔斯（极限型）
3405	93513	425	[1, 1]	[764976, 900421]	异合巨象（极限型）
3601	90380	288	[1, 1]	[764976, 900421]	构造体（极限型）
3602	90250	296	[1, 1]	[764976, 900421]	浪人肆型（极限型）
3603	90330	358	[1, 1]	[764976, 900421]	信使（极限型）
3604	90340	416	[1, 1]	[764976, 900421]	禁卫（极限型）
3605	90350	1298	[1, 1]	[764976, 900421]	消防卫士（极限型）
3606	90360	601	[1, 1]	[764976, 900421]	分解者（极限型）
3607	90370	427	[1, 1]	[764976, 900421]	遗迹勘探者（极限型）
3608	90220	263	[1, 1]	[764976, 900421]	遗迹挖掘者
3609	90410	342	[1, 1]	[764976, 900421]	酸液工蚁（极限型）
3610	90420	321	[1, 1]	[764976, 900421]	武藏陆型（极限型）
3611	90440	391	[1, 1]	[764976, 900421]	自律警卫(极限型）
3612	90870	411	[1, 1]	[764976, 900421]	雅斯贝尔斯（极限型）
3613	90870	411	[1, 1]	[764976, 900421]	雅斯贝尔斯（极限型）
3614	93433	438	[1, 1]	[764976, 900421]	拟原生物（极限型）
3615	93513	637	[1, 1]	[764976, 900421]	异合巨象（极限型）
3701	90380	288	[1, 1, 1]	[764976, 900421, 712002]	构造体（极限型）
3702	93353	400	[1, 1, 1]	[764976, 900421, 712002]	精英构造体（极限型）
3703	90390	418	[1, 1, 1]	[764976, 900421, 712002]	重型收割机（极限型）
3704	90350	1459	[1, 1, 1]	[764976, 900421, 712002]	消防卫士（极限型）
3705	90370	427	[1, 1, 1]	[764976, 900421, 712002]	遗迹勘探者（极限型）
3706	90220	263	[1, 1, 1]	[764976, 900421, 712002]	遗迹挖掘者
3707	90430	220	[1, 1, 1]	[764976, 900421, 712002]	武藏玖型（极限型）
3801	90380	288	[1, 1]	[764976, 900421]	构造体（极限型）
3802	90890	895	[1, 1]	[764976, 900421]	感染构造体（极限型）
3803	90330	358	[1, 1]	[764976, 900421]	信使（极限型）
3804	90340	416	[1, 1]	[764976, 900421]	禁卫（极限型）
3805	90350	1459	[1, 1]	[764976, 900421]	消防卫士（极限型）
3806	90360	601	[1, 1]	[764976, 900421]	分解者（极限型）
3807	90400	287	[1, 1]	[764976, 900421]	仿生斗牛（极限型）
3808	90410	342	[1, 1]	[764976, 900421]	酸液工蚁（极限型）
3809	90440	391	[1, 1]	[764976, 900421]	自律警卫(极限型）
3810	90860	762	[1, 1]	[764976, 900421]	波普尔（极限型）
3811	93050	407	[1, 1]	[764976, 900421]	构造体士兵（女）（极限型）
3812	93050	407	[1, 1]	[764976, 900421]	构造体士兵（女）（极限型）
3901	90390	418	[1, 1]	[764976, 900421]	重型收割机（极限型）
3902	90400	287	[1, 1]	[764976, 900421]	仿生斗牛（极限型）
3903	90430	220	[1, 1]	[764976, 900421]	武藏玖型（极限型）
3904	90870	411	[1, 1]	[764976, 900421]	雅斯贝尔斯（极限型）
3905	93513	637	[1, 1]	[764976, 900421]	异合巨象（极限型）
3906	93353	400	[1, 1]	[764976, 900421]	精英构造体（极限型）
4101	90380	192	[1, 1]	[764936, 900421]	构造体（极限型）
4102	90450	237	[1, 1]	[764936, 900421]	极地机兵
4103	90460	232	[1, 1]	[764936, 900421]	深海潜伏者
4104	90600	601	[1, 1]	[764936, 900421]	异合分解单元（极限型）
4105	90610	463	[1, 1]	[764936, 900421]	异合分解单元（极限型）
4106	90620	934	[1, 1]	[764936, 900421]	异合火力单元（极限型）
4107	90630	220	[1, 1]	[764936, 900421]	异合勘探单元（极限型）
4108	90890	596	[1, 1]	[764936, 900421]	感染构造体（极限型）
4109	90970	270	[1, 1]	[764936, 900421]	M4-医疗机（极限型）
4110	93010	341	[1, 1]	[764936, 900421]	DB02-洁霸（极限型）
4111	93020	291	[1, 1]	[764936, 900421]	SSG-游曳者（极限型）
4112	93103	229	[1, 1]	[764936, 900421]	树怪（极限型）
4113	93110	151	[1, 1]	[764936, 900421]	精灵（极限型）
4114	93333	267	[1, 1]	[764936, 900421]	“好孩子”（极限型）
4115	93343	267	[1, 1]	[764936, 900421]	“坏孩子”（极限型）
4116	93473	359	[1, 1]	[764936, 900421]	诡匿暗杀者（极限型）
4301	90380	96	[1, 1]	[764936, 900421]	构造体（极限型）
4302	90460	116	[1, 1]	[764936, 900421]	深海潜伏者
4303	90600	301	[1, 1]	[764936, 900421]	异合分解单元（极限型）
4304	90610	232	[1, 1]	[764936, 900421]	异合分解单元（极限型）
4305	90620	467	[1, 1]	[764936, 900421]	异合火力单元（极限型）
4306	90890	298	[1, 1]	[764936, 900421]	感染构造体（极限型）
4307	90970	135	[1, 1]	[764936, 900421]	M4-医疗机（极限型）
4308	93010	170	[1, 1]	[764936, 900421]	DB02-洁霸（极限型）
4309	93110	76	[1, 1]	[764936, 900421]	精灵（极限型）
4310	93333	134	[1, 1]	[764936, 900421]	“好孩子”（极限型）
4311	93343	134	[1, 1]	[764936, 900421]	“坏孩子”（极限型）
4312	93473	180	[1, 1]	[764936, 900421]	诡匿暗杀者（极限型）
4401	90450	237	[1, 1]	[764936, 900421]	极地机兵
4402	90630	220	[1, 1]	[764936, 900421]	异合勘探单元（极限型）
4403	90980	265	[1, 1]	[764936, 900421]	PK43型“警长”（极限型）
4404	90990	241	[1, 1]	[764936, 900421]	先锋冲浪者（极限型）
4405	90990	241	[1, 1]	[764936, 900421]	先锋冲浪者（极限型）
4601	90380	288	[1, 1]	[764936, 900421]	构造体（极限型）
4602	90450	355	[1, 1]	[764936, 900421]	极地机兵
4603	90460	347	[1, 1]	[764936, 900421]	深海潜伏者
4604	90600	902	[1, 1]	[764936, 900421]	异合分解单元（极限型）
4605	90610	694	[1, 1]	[764936, 900421]	异合分解单元（极限型）
4606	90620	1400	[1, 1]	[764936, 900421]	异合火力单元（极限型）
4607	90630	330	[1, 1]	[764936, 900421]	异合勘探单元（极限型）
4608	90980	398	[1, 1]	[764936, 900421]	PK43型“警长”（极限型）
4609	93010	511	[1, 1]	[764936, 900421]	DB02-洁霸（极限型）
4610	93020	436	[1, 1]	[764936, 900421]	SSG-游曳者（极限型）
4611	93103	344	[1, 1]	[764936, 900421]	树怪（极限型）
4612	93110	226	[1, 1]	[764936, 900421]	精灵（极限型）
4613	93323	400	[1, 1]	[764936, 900421]	“多蒂”（极限型）
4701	90380	288	[1, 1, 1]	[764936, 900421, 712002]	构造体（极限型）
4702	90450	355	[1, 1, 1]	[764936, 900421, 712002]	极地机兵
4703	90460	347	[1, 1, 1]	[764936, 900421, 712002]	深海潜伏者
4704	90620	1400	[1, 1, 1]	[764936, 900421, 712002]	异合火力单元（极限型）
4705	90630	330	[1, 1, 1]	[764936, 900421, 712002]	异合勘探单元（极限型）
4706	90970	405	[1, 1, 1]	[764936, 900421, 712002]	M4-医疗机（极限型）
4707	90980	398	[1, 1, 1]	[764936, 900421, 712002]	PK43型“警长”（极限型）
4708	90990	361	[1, 1, 1]	[764936, 900421, 712002]	先锋冲浪者（极限型）
4709	93020	436	[1, 1, 1]	[764936, 900421, 712002]	SSG-游曳者（极限型）
4801	90380	288	[1, 1]	[764936, 900421]	构造体（极限型）
4802	93473	539	[1, 1]	[764936, 900421]	诡匿暗杀者（极限型）
4803	90450	355	[1, 1]	[764936, 900421]	极地机兵
4804	90460	347	[1, 1]	[764936, 900421]	深海潜伏者
4805	90600	902	[1, 1]	[764936, 900421]	异合分解单元（极限型）
4806	90610	694	[1, 1]	[764936, 900421]	异合分解单元（极限型）
4807	90620	1400	[1, 1]	[764936, 900421]	异合火力单元（极限型）
4808	90630	330	[1, 1]	[764936, 900421]	异合勘探单元（极限型）
4809	90890	895	[1, 1]	[764936, 900421]	感染构造体（极限型）
4810	90970	405	[1, 1]	[764936, 900421]	M4-医疗机（极限型）
4811	90980	398	[1, 1]	[764936, 900421]	PK43型“警长”（极限型）
4812	90990	361	[1, 1]	[764936, 900421]	先锋冲浪者（极限型）
4813	93010	511	[1, 1]	[764936, 900421]	DB02-洁霸（极限型）
4814	93020	436	[1, 1]	[764936, 900421]	SSG-游曳者（极限型）
4815	93103	344	[1, 1]	[764936, 900421]	树怪（极限型）
4816	93110	226	[1, 1]	[764936, 900421]	精灵（极限型）
4817	93323	400	[1, 1]	[764936, 900421]	“多蒂”（极限型）
4818	93333	400	[1, 1]	[764936, 900421]	“好孩子”（极限型）
4819	93343	400	[1, 1]	[764936, 900421]	“坏孩子”（极限型）
4901	90450	355	[1, 1]	[764936, 900421]	极地机兵
4902	90630	330	[1, 1]	[764936, 900421]	异合勘探单元（极限型）
4903	90980	398	[1, 1]	[764936, 900421]	PK43型“警长”（极限型）
4904	90990	361	[1, 1]	[764936, 900421]	先锋冲浪者（极限型）
4905	90990	361	[1, 1]	[764936, 900421]	先锋冲浪者（极限型）
5101	90890	596	[1, 1]	[764936, 715899]	感染构造体（极限型）
5102	90380	192	[1, 1]	[764936, 715899]	构造体（极限型）
5103	90950	261	[1, 1]	[764936, 715899]	构解囚徒（极限型）
5104	93182	201	[1, 1]	[764936, 715899]	Nalasr-E（极限型）
5105	93192	308	[1, 1]	[764936, 715899]	Heal-Z（极限型）
5106	93223	344	[1, 1]	[764936, 715899]	Deporter-R（极限型）
5107	93232	281	[1, 1]	[764936, 715899]	Courier-M（极限型）
5108	93293	196	[1, 1]	[764936, 715899]	赤礁宿体（极限型）
5109	93303	131	[1, 1]	[764936, 715899]	仿钳宿体（极限型）
5110	93383	309	[1, 1]	[764936, 715899]	意识实验体（极限型）
5111	93393	344	[1, 1]	[764936, 715899]	意识实验体-对照（极限型）
5112	93413	223	[1, 1]	[764936, 715899]	石镇 捌型（极限型）
5113	93413	223	[1, 1]	[764936, 715899]	石镇 捌型（极限型）
5114	93443	525	[1, 1]	[764936, 715899]	求道者（极限型）
5115	90740	188	[1, 1]	[764936, 715899]	阿茂
5116	90760	217	[1, 1]	[764936, 715899]	陆3-长耳兔（极限型）
5117	90660	310	[1, 1]	[764936, 715899]	吊人 叁型（极限型）
5118	90690	201	[1, 1]	[764936, 715899]	禄存
5119	90700	281	[1, 1]	[764936, 715899]	至尊
5120	90790	222	[1, 1]	[764936, 715899]	骁卫壹型（极限型）
5121	90350	896	[1, 1]	[764936, 715899]	消防卫士（极限型）
5122	90420	214	[1, 1]	[764936, 715899]	武藏陆型（极限型）
5123	90450	237	[1, 1]	[764936, 715899]	极地机兵
5124	90460	232	[1, 1]	[764936, 715899]	深海潜伏者
5125	90630	220	[1, 1]	[764936, 715899]	异合勘探单元（极限型）
5126	93020	291	[1, 1]	[764936, 715899]	SSG-游曳者（极限型）
5301	90890	298	[1, 1]	[764936, 715899]	感染构造体（极限型）
5302	90380	96	[1, 1]	[764936, 715899]	构造体（极限型）
5303	93182	101	[1, 1]	[764936, 715899]	Nalasr-E（极限型）
5304	93192	154	[1, 1]	[764936, 715899]	Heal-Z（极限型）
5305	93223	172	[1, 1]	[764936, 715899]	Deporter-R（极限型）
5306	93232	141	[1, 1]	[764936, 715899]	Courier-M（极限型）
5307	93293	98	[1, 1]	[764936, 715899]	赤礁宿体（极限型）
5308	93303	66	[1, 1]	[764936, 715899]	仿钳宿体（极限型）
5309	93383	155	[1, 1]	[764936, 715899]	意识实验体（极限型）
5310	93393	172	[1, 1]	[764936, 715899]	意识实验体-对照（极限型）
5311	93413	111	[1, 1]	[764936, 715899]	石镇 捌型（极限型）
5312	93443	263	[1, 1]	[764936, 715899]	求道者（极限型）
5401	90950	261	[1, 1]	[764936, 715899]	构解囚徒（极限型）
5402	90950	261	[1, 1]	[764936, 715899]	构解囚徒（极限型）
5403	93403	374	[1, 1]	[764936, 715899]	“守门人”（极限型）
5404	93313	386	[1, 1]	[764936, 715899]	意识聚合宿体（极限型）
5405	93403	374	[1, 1]	[764936, 715899]	“守门人”（极限型）
5601	90380	288	[1, 1]	[764936, 715899]	构造体（极限型）
5602	90950	391	[1, 1]	[764936, 715899]	构解囚徒（极限型）
5603	93070	484	[1, 1]	[764936, 715899]	圣堂守卫（极限型）
5604	93170	377	[1, 1]	[764936, 715899]	命运之轮（极限型）
5605	93223	515	[1, 1]	[764936, 715899]	Deporter-R（极限型）
5606	93232	421	[1, 1]	[764936, 715899]	Courier-M（极限型）
5607	93293	294	[1, 1]	[764936, 715899]	赤礁宿体（极限型）
5608	93303	197	[1, 1]	[764936, 715899]	仿钳宿体（极限型）
5609	93313	578	[1, 1]	[764936, 715899]	意识聚合宿体（极限型）
5610	93313	578	[1, 1]	[764936, 715899]	意识聚合宿体（极限型）
5611	93403	560	[1, 1]	[764936, 715899]	“守门人”（极限型）
5612	93403	560	[1, 1]	[764936, 715899]	“守门人”（极限型）
5613	93413	334	[1, 1]	[764936, 715899]	石镇 捌型（极限型）
5701	93313	578	[1, 1, 1]	[764936, 715899, 712002]	意识聚合宿体（极限型）
5702	90950	391	[1, 1, 1]	[764936, 715899, 712002]	构解囚徒（极限型）
5703	93070	484	[1, 1, 1]	[764936, 715899, 712002]	圣堂守卫（极限型）
5704	93170	377	[1, 1, 1]	[764936, 715899, 712002]	命运之轮（极限型）
5705	93403	560	[1, 1, 1]	[764936, 715899, 712002]	“守门人”（极限型）
5706	93403	560	[1, 1, 1]	[764936, 715899, 712002]	“守门人”（极限型）
5801	90890	895	[1, 1]	[764936, 715899]	感染构造体（极限型）
5802	90380	288	[1, 1]	[764936, 715899]	构造体（极限型）
5803	90950	391	[1, 1]	[764936, 715899]	构解囚徒（极限型）
5804	93070	484	[1, 1]	[764936, 715899]	圣堂守卫（极限型）
5805	93170	377	[1, 1]	[764936, 715899]	命运之轮（极限型）
5806	93182	301	[1, 1]	[764936, 715899]	Nalasr-E（极限型）
5807	93192	462	[1, 1]	[764936, 715899]	Heal-Z（极限型）
5808	93223	515	[1, 1]	[764936, 715899]	Deporter-R（极限型）
5809	93232	421	[1, 1]	[764936, 715899]	Courier-M（极限型）
5810	93293	294	[1, 1]	[764936, 715899]	赤礁宿体（极限型）
5811	93303	197	[1, 1]	[764936, 715899]	仿钳宿体（极限型）
5812	93313	578	[1, 1]	[764936, 715899]	意识聚合宿体（极限型）
5813	93403	560	[1, 1]	[764936, 715899]	“守门人”（极限型）
5814	93413	334	[1, 1]	[764936, 715899]	石镇 捌型（极限型）
5815	93443	787	[1, 1]	[764936, 715899]	求道者（极限型）
5901	90950	391	[1, 1]	[764936, 715899]	构解囚徒（极限型）
5902	90950	391	[1, 1]	[764936, 715899]	构解囚徒（极限型）
5903	93313	578	[1, 1]	[764936, 715899]	意识聚合宿体（极限型）
5904	93313	578	[1, 1]	[764936, 715899]	意识聚合宿体（极限型）
5905	93403	560	[1, 1]	[764936, 715899]	“守门人”（极限型）
5906	93403	560	[1, 1]	[764936, 715899]	“守门人”（极限型）
6101	90750	259	[1, 1]	[764936, 715899]	空7-雪鸮（极限型）
6102	90750	259	[1, 1]	[764936, 715899]	空7-雪鸮（极限型）
6103	90380	192	[1, 1]	[764936, 715899]	构造体（极限型）
6104	90650	536	[1, 1]	[764936, 715899]	舞轮 肆型（极限型）
6105	90700	281	[1, 1]	[764936, 715899]	至尊
6106	90350	896	[1, 1]	[764936, 715899]	消防卫士（极限型）
6107	90440	261	[1, 1]	[764936, 715899]	自律警卫(极限型）
6108	90630	220	[1, 1]	[764936, 715899]	异合勘探单元（极限型）
6109	93020	291	[1, 1]	[764936, 715899]	SSG-游曳者（极限型）
6601	90380	288	[1, 1]	[764936, 715899]	构造体（极限型）
6602	90740	281	[1, 1]	[764936, 715899]	阿茂
6603	90760	325	[1, 1]	[764936, 715899]	陆3-长耳兔（极限型）
6604	90660	465	[1, 1]	[764936, 715899]	吊人 叁型（极限型）
6605	90700	421	[1, 1]	[764936, 715899]	至尊
6606	90790	333	[1, 1]	[764936, 715899]	骁卫壹型（极限型）
6607	90370	427	[1, 1]	[764936, 715899]	遗迹勘探者（极限型）
6608	90220	263	[1, 1]	[764936, 715899]	遗迹挖掘者
6609	90990	361	[1, 1]	[764936, 715899]	先锋冲浪者（极限型）
6610	90450	355	[1, 1]	[764936, 715899]	极地机兵
6611	93403	560	[1, 1]	[764936, 715899]	“守门人”（极限型）
6612	93403	560	[1, 1]	[764936, 715899]	“守门人”（极限型）
9011	90020	100	[1, 1]	[764987, 715899]	害怕的库罗罗
9012	91036	260	[1, 1]	[764987, 715899]	超究极扳手十四帝
9021	90020	100	[1, 1]	[764987, 715899]	害怕的库罗罗
9022	91036	260	[1, 1]	[764987, 715899]	超究极扳手十四帝
9031	90020	100	[1, 1]	[764987, 715899]	害怕的库罗罗
9032	91036	260	[1, 1]	[764987, 715899]	超究极扳手十四帝
9041	90020	100	[1, 1]	[764987, 715899]	害怕的库罗罗
9042	91036	260	[1, 1]	[764987, 715899]	超究极扳手十四帝
9051	90020	100	[1, 1]	[764987, 715899]	害怕的库罗罗
9052	91036	260	[1, 1]	[764987, 715899]	超究极扳手十四帝
12101	93563	192	[1, 1, 1]	[746446, 764976, 764694]	深渊天使
12102	93533	485	[1, 1, 1]	[746446, 764976, 764694]	巨齿海葵
12103	93303	536	[1, 1, 1]	[746446, 764976, 764694]	仿钳宿体
12104	93293	340	[1, 1, 1]	[746446, 764976, 764694]	赤礁宿体
12105	90940	201	[1, 1, 1]	[746446, 764976, 764694]	刺钳蝎
12106	90930	281	[1, 1, 1]	[746446, 764976, 764694]	萤灯鱼
12107	90850	242	[1, 1, 1]	[746446, 764976, 764694]	株
12108	90830	159	[1, 1, 1]	[746446, 764976, 764694]	蠃
12109	90900	276	[1, 1, 1]	[746446, 764976, 764694]	蛸
12110	90890	171	[1, 1, 1]	[746446, 764976, 764694]	感染构造体
12111	93050	445	[1, 1, 1]	[746446, 764976, 764694]	构造体士兵（女）
12112	93050	445	[1, 1, 1]	[746446, 764976, 764694]	构造体士兵（女）
12113	93343	387	[1, 1, 1]	[746446, 764976, 764694]	“坏孩子”
12114	93333	387	[1, 1, 1]	[746446, 764976, 764694]	“好孩子”
12301	93563	243	[1, 1, 1]	[746446, 764976, 764694]	深渊天使
12302	93563	268	[1, 1, 1]	[746446, 764976, 764694]	巨齿海葵
12303	93533	121	[1, 1, 1]	[746446, 764976, 764694]	蛸
12304	90900	156	[1, 1, 1]	[746446, 764976, 764694]	感染构造体
12305	93343	194	[1, 1, 1]	[746446, 764976, 764694]	“坏孩子”
12306	93030	288	[1, 1, 1, 1]	[746446, 764976, 764694, 781681]	类人
12307	93553	728	[1, 1, 1, 1]	[746446, 764976, 764694, 781681]	“海仙女”
12308	93313	805	[1, 1, 1, 1]	[746446, 764976, 764694, 781681]	意识聚合宿体
12309	90950	465	[1, 1, 1, 1]	[746446, 764976, 764694, 781681]	构解囚徒
12310	90930	333	[1, 1, 1, 1]	[746446, 764976, 764694, 781681]	萤灯鱼
12401	93513	281	[1, 1, 1]	[746446, 764976, 764694]	异合巨象
12402	90340	445	[1, 1, 1]	[746446, 764976, 764694]	禁卫
12403	93313	445	[1, 1, 1]	[746446, 764976, 764694]	意识聚合宿体
12404	91032	260	[1, 1, 1]	[746446, 764976, 764694]	超究极扳手十四帝
12601	93030	288	[1, 1, 1]	[746446, 764976, 764694]	类人
12602	93553	728	[1, 1, 1]	[746446, 764976, 764694]	“海仙女”
12603	93313	805	[1, 1, 1]	[746446, 764976, 764694]	意识聚合宿体
12604	90950	465	[1, 1, 1]	[746446, 764976, 764694]	构解囚徒
12605	93563	510	[1, 1, 1]	[746446, 764976, 764694]	深渊天使
12606	93533	651	[1, 1, 1]	[746446, 764976, 764694]	巨齿海葵
12607	93303	301	[1, 1, 1]	[746446, 764976, 764694]	仿钳宿体
12608	93293	421	[1, 1, 1]	[746446, 764976, 764694]	赤礁宿体
12609	90940	333	[1, 1, 1]	[746446, 764976, 764694]	刺钳蝎
12610	90930	293	[1, 1, 1]	[746446, 764976, 764694]	萤灯鱼
12611	90850	362	[1, 1, 1]	[746446, 764976, 764694]	株
12612	90830	238	[1, 1, 1]	[746446, 764976, 764694]	蠃
12613	90900	414	[1, 1, 1]	[746446, 764976, 764694]	蛸
12614	90890	256	[1, 1, 1]	[746446, 764976, 764694]	感染构造体
12701	93030	465	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	类人
12702	93553	651	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	“海仙女”
12703	90950	301	[1, 1, 1, 1]	[746446, 764976, 712002, 764694]	构解囚徒
