Id	Name	ConditionIds	Priority	SkipId	BtnContent	NpcName	NpcHandIcon	Type	UiType	ContentsGroupId
9	剧情副本-困难	[70009]	18	21	好的，我知道了	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	1	1	9
109	自动作战	[200000]	19	21	好的，我知道了	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	1	1	109
10	高级装备掉落本	[200000]	20	21	好的，我知道了	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	1	1	10
11	角色-详情	[200000]	21	21	好的，我知道了	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	1	1	11
112	试玩区	[200000]	22	21	好的，我知道了	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	1	1	112
12	构造体军团	[200000]	23	21	好的，我知道了	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	1	1	12
13	协同作战	[200000]	24	21	好的，我知道了	哈桑	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	1	1	13
110	支援	[70110]	25	21	好的，我知道了	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	1	1	110
14	前传副本	[70014]	26	21	好的，我知道了	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	1	1	14
15	角色-时装	[200000]	27	21	好的，我知道了	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	1	1	15
17	书房	[70017]	29	21	好的，我知道了	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	1	1	17
18	基建与宿舍	[601000]	30	21	好的，我知道了	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	1	1	18
19	挑战-纷争战区	[770411]	31	21	好的，我知道了	阿西莫夫	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	1	1	19
20	挑战-幻痛囚笼	[601000]	32	21	好的，我知道了	尼科拉	Assets/Product/Texture/Image/RoleCharacter/NikelaNomal01.png	1	1	20
21	探索玩法	[774300]	33	21	好的，我知道了	阿西莫夫	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	1	1	21
22	勋章系统	[852931]	34	21	好的，我知道了	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	1	1	22
23	挑战-边界公约	[774900]	35	21	好的，我知道了	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	1	1	23
555	勋章1	[555]	35	500	好的，我知道了	尼科拉	Assets/Product/Texture/Image/RoleCharacter/NikelaNomal01.png	2	2	555
556	勋章2	[556]	36	500	好的，我知道了	哈桑	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	2	2	556
557	勋章3	[557]	37	500	好的，我知道了	尼科拉	Assets/Product/Texture/Image/RoleCharacter/NikelaNomal01.png	2	2	557
558	勋章4	[558]	38	500	好的，我知道了	哈桑	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	2	2	558
559	勋章5	[559]	39	500	好的，我知道了	哈桑	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	2	2	559
599	通关据点战第1章	[70119]	40		好的，我知道了	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	1	1	599
600	通关据点战第2章	[70113]	41		好的，我知道了	哈桑	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	1	1	600
601	通关据点战第3章	[70114]	42		好的，我知道了	哈桑	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	1	1	601
602	通关据点战第4章	[70115]	43		好的，我知道了	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	1	1	602
603	通关据点战第5章	[70116]	44		好的，我知道了	阿西莫夫	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	1	1	603
604	通关据点战第6章	[70117]	45		好的，我知道了	哈桑	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	1	1	604
605	通关据点战第7章	[70118]	46		好的，我知道了	阿西莫夫	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	1	1	605
606	通关据点战第9章	[70120]	47		好的，我知道了	哈桑	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	1	1	606
607	通关据点战第10章	[70121]	48		……倒也不必。	贾米拉	Assets/Product/Texture/Image/RoleCharacter/JiamilaNormal01.png	1	1	607
608	通关据点战第11章	[70122]	49		不客气。	蒲牢	Assets/Product/Texture/Image/RoleCharacter/PulaoNormal01.png	1	1	608
609	通关据点战第12章	[70123]	50		嗯。	哈桑	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	1	1	609
700	红包任务里	[400000]	51	8002	好的，我知道了	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	1	1	700
701	红包任务丽芙	[400001]	52	8002	好的，我知道了	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	1	1	701
702	红包任务神威	[400002]	53	8002	好的，我知道了	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	1	1	702
703	红包任务露西亚	[400003]	54	8002	好的，我知道了	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	1	1	703
704	红包任务七实	[400004]	55	8002	好的，我知道了	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	1	1	704
705	红包任务赛利卡	[400005]	56	8002	好的，我知道了	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	1	1	705
706	红包任务卡列	[400006]	57	8002	好的，我知道了	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	1	1	706
24	挑战-异聚迷宫	[84700201]	36	21	明白	哈桑	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	1	1	24
25	维系者行动	[870002, 773400]	28	21	我明白了。	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	1	1	25
26	剧情全解锁	[84100112, 863060]	26	21	好的，我知道了	哈桑	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	1	1	26
