Id	Name	ConditionIds	Priority	SkipId	BtnContent	NpcName	NpcHandIcon	Type	UiType	ContentsGroupId
2019	渡边 夙星			9001	这还不够哦。	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	1	2	2019
2020	库洛姆 弧光			9001	那你可要快一点。	库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	1	2	2020
2021	苏菲亚 银牙			9001	好好放松一下吧，苏菲亚。	苏菲亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	1	2	2021
2022	薇拉 瑰丽			9001	那你想要什么？	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	1	2	2022
2023	卡穆 狂犬			9001	是什么呢？	卡穆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	1	2	2023
2024	罗塞塔 凛冽			9001	我去和你一块看雪吧。	罗塞塔	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	1	2	2024
2025	曲 雀翎			9001	我所想的亦是如此。	曲	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	1	2	2025
2026	常羽 游麟			9001	你高兴就是最好的礼物。	常羽	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	1	2	2026
2027	露娜 银冕			9001	但是我们活在当下，露娜。	露娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuna1.png	1	2	2027
2028	艾拉 溢彩			9001	谢谢你，艾拉。	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	1	2	2028
2029	赛琳娜 岚音			9001	夏天也要在一起哦。	赛琳娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSailinna1.png	1	2	2029
2030	万事 明觉			9001	好梦，万事。	万事	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWanshi1.png	1	2	2030
3001	里·异火			9001	我来了，里！	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	1	2	3001
3002	里·乱数			9001	我来了，里！	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	1	2	3002
3003	露西亚·红莲			9001	当然可以了，露西亚。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	1	2	3003
3004	露西亚·黎明			9001	当然可以了，露西亚。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	1	2	3004
3005	露西亚·深红之渊			9001	你不会是认真的吧……？	α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	2	3005
3006	露西亚·鸦羽			9001	当然可以了，露西亚。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	1	2	3006
3007	丽芙·蚀暗			9001	谢谢，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	1	2	3007
3008	丽芙·流光			9001	谢谢，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	1	2	3008
3009	丽芙·仰光			9001	谢谢，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	1	2	3009
3010	丽芙·极昼			9001	谢谢，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Lifu1.png	1	2	3010
3011	比安卡·零度			9001	乐意之至，比安卡。	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	1	2	3011
3012	比安卡·真理			9001	乐意之至，比安卡。	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	1	2	3012
3013	七实·风暴			9001	欸……这是什么时候……？	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	1	2	3013
3014	七实·脉冲			9001	欸……这是什么时候……？	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	1	2	3014
3015	七实·遥星之座			9001	欸……这是什么时候……？	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao1.png	1	2	3015
3016	神威·重能			9001	不会让你久等的。	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	1	2	3016
3017	神威·暗能			9001	不会让你久等的。	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	1	2	3017
3018	卡列尼娜·爆裂			9001	你到底准备了什么礼物啊……！	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	1	2	3018
3019	卡列尼娜·烬燃			9001	你到底准备了什么礼物啊……！	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	1	2	3019
3020	渡边·夜刃			9001	没问题。	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	1	2	3020
3021	渡边·夙星			9001	没问题。	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	1	2	3021
3022	艾拉·溢彩			9001	我很期待！	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	1	2	3022
3023	苏菲亚·银牙			9001	约好了，苏菲亚。	苏菲亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	1	2	3023
3024	库洛姆·弧光			9001	当然了，库洛姆。	库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	1	2	3024
3025	库洛姆·荣光			9001	当然了，库洛姆。	库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Kuluomu1.png	1	2	3025
3026	薇拉·瑰丽			9001	不管怎么说，还是谢谢……？	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	1	2	3026
3027	薇拉·绯耀			9001	不管怎么说，还是谢谢……？	薇拉	Assets/Product/Texture/Image/RoleCharacter/WeilaSNormal01.png	1	2	3027
3028	罗塞塔·凛冽			9001	“我们可以去钓鲑鱼的”	罗塞塔	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	1	2	3028
3032	常羽·游麟			9001	放心，我可是有备而来。	常羽	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	1	2	3032
3033	露娜·银冕			9001	要安好啊，露娜。	露娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuna1.png	1	2	3033
3034	万事·明觉			9001	太贴心了，万事。	万事	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWanshi1.png	1	2	3034
3035	21号·XXI			9001	谢谢21号，我很喜欢。	21号	Assets/Product/Texture/Image/RoleCharacter/RoleHeadTwentyone1.png	1	2	3035
3036	卡穆·狂犬			9001	我知道了……	卡穆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	1	2	3036
3037	曲·雀翎			9001	九龙的光景，我会好好见证的。	曲	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	1	2	3037
3038	赛琳娜·岚音			9001	你的心情传达给我了，赛琳娜。	赛琳娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSailinna1.png	1	2	3038
3039	赛琳娜·幻奏			9001	你的心情传达给我了，赛琳娜。	赛琳娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Sailinna1.png	1	2	3039
3040	罗兰·戏炎			9001	好了好了罗兰可以了……	罗兰	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuolan1.png	1	2	3040
3041	蒲牢·华钟			9001	一起看个通宵吧，蒲牢。	蒲牢	Assets/Product/Texture/Image/RoleCharacter/RoleHeadPulao1.png	1	2	3041
3042	哈卡玛·隐星			9001	哈卡玛，做自己想做的就好	哈卡玛	Assets/Product/Texture/Image/RoleCharacter/RoleHeadHakama1.png	1	2	3042
3043	卡列尼娜·宵炬			9001	你到底准备了什么礼物啊……！	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	1	2	3043
3101	里·异火			9001	我想听你当面再说一遍，里。	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	1	2	3101
3102	里·乱数			9001	我想听你当面再说一遍，里。	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	1	2	3102
3103	里·超刻			9001	我想听你当面再说一遍，里。	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	1	2	3103
3104	露西亚·红莲			9001	不会让你等太久了，露西亚。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	1	2	3104
3105	露西亚·黎明			9001	不会让你等太久了，露西亚。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	1	2	3105
3106	露西亚·鸦羽			9001	不会让你等太久了，露西亚。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	1	2	3106
3107	露西亚·深红之渊			9001	不论如何，我都会到达终点。	α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	2	3107
3108	露西亚·深红囚影			9001	不论如何，我都会到达终点。	α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Luxiya1.png	1	2	3108
3109	丽芙·蚀暗			9001	让我们一起种下它吧，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	1	2	3109
3110	丽芙·流光			9001	让我们一起种下它吧，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	1	2	3110
3111	丽芙·仰光			9001	让我们一起种下它吧，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	1	2	3111
3112	丽芙·极昼			9001	让我们一起种下它吧，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Lifu1.png	1	2	3112
3113	比安卡·零度			9001	我答应你，比安卡。	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	1	2	3113
3114	比安卡·真理			9001	我答应你，比安卡。	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	1	2	3114
3115	比安卡·深痕			9001	我答应你，比安卡。	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Bianka1.png	1	2	3115
3116	七实·风暴			9001	我也给七实准备了积满念想礼物！	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	1	2	3116
3117	七实·脉冲			9001	我也给七实准备了积满念想礼物！	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	1	2	3117
3118	七实·遥星之座			9001	我也给七实准备了积满念想礼物！	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao1.png	1	2	3118
3119	神威·重能			9001	让他们见识一下我们的默契。	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	1	2	3119
3120	神威·暗能			9001	让他们见识一下我们的默契。	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	1	2	3120
3121	卡列尼娜·爆裂			9001	那就马上一起来放吧，卡列尼娜。	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	1	2	3121
3122	卡列尼娜·烬燃			9001	那就马上一起来放吧，卡列尼娜。	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	1	2	3122
3123	卡列尼娜·辉晓			9001	那就马上一起来放吧，卡列尼娜。	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	1	2	3123
3124	渡边·夜刃			9001	嗯，我很期待。	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	1	2	3124
3125	渡边·夙星			9001	嗯，我很期待。	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	1	2	3125
3126	艾拉·溢彩			9001	嗯，还有……真的不要紧吗……艾拉？	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	1	2	3126
3127	艾拉·万华			9001	嗯，还有……真的不要紧吗……艾拉？	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	1	2	3127
3128	苏菲亚·银牙			9001	你不会搞内部收费吧？	苏菲亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	1	2	3128
3129	库洛姆·弧光			9001	我也是这样想的，库洛姆。	库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	1	2	3129
3130	库洛姆·荣光			9001	我也是这样想的，库洛姆。	库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Kuluomu1.png	1	2	3130
3131	薇拉·瑰丽			9001	拒绝的话也没用的吧？	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	1	2	3131
3132	薇拉·绯耀			9001	拒绝的话也没用的吧？	薇拉	Assets/Product/Texture/Image/RoleCharacter/WeilaSNormal01.png	1	2	3132
3133	罗塞塔·凛冽			9001	当然，我们一起去占卜吧。	罗塞塔	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	1	2	3133
3134	常羽·游麟			9001	噗……我是不是该叫一声“常师傅”？	常羽	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	1	2	3134
3135	露娜·银冕			9001	我不会逃避相见。	露娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuna1.png	1	2	3135
3136	万事·明觉			9001	我也是，万事。	万事	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWanshi1.png	1	2	3136
3137	21号·XXI			9001	我会好好养护它的，21号。	21号	Assets/Product/Texture/Image/RoleCharacter/RoleHeadTwentyone1.png	1	2	3137
3138	21号·森息			9001	我会好好养护它的，21号。	21号	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Twentyone1.png	1	2	3138
3139	卡穆·狂犬			9001	谁会怕啊，你等着。	卡穆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	1	2	3139
3140	曲·雀翎			9001	万世铭还不是我们的终点，曲。	曲	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	1	2	3140
3141	赛琳娜·岚音			9001	我已经听到了，伊利斯。	赛琳娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSailinna1.png	1	2	3141
3142	赛琳娜·幻奏			9001	我已经听到了，伊利斯。	赛琳娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Sailinna1.png	1	2	3142
3143	罗兰·戏炎			9001	不如你当面来告诉我如何？	罗兰	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuolan1.png	1	2	3143
3144	蒲牢·华钟			9001	有好吃的必须算上我！	蒲牢	Assets/Product/Texture/Image/RoleCharacter/RoleHeadPulao1.png	1	2	3144
3145	哈卡玛·隐星			9001	我感受到了你的心意了哦，哈卡玛。	哈卡玛	Assets/Product/Texture/Image/RoleCharacter/RoleHeadHakama1.png	1	2	3145
3146	诺安·逆旅			9001	好的。	诺安	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNuoan1.png	1	2	3146
3147	邦比娜塔·琉璃			9001	完全不会碍事，谢谢你，邦比娜塔。	邦比娜塔	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Bangbinata1.png	1	2	3147
3148	含英·清商			9001	一定会有机会的。	含英	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Hanying1.png	1	2	3148
3149	诺克提·擎驱			9001	那……我就只管坐着等好咯。	诺克提	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Nuoketi1.png	1	2	3149
4101	里·异火			9001	好，我很快过来。	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	1	2	4101
4102	里·乱数			9001	好，我很快过来。	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	1	2	4102
4103	里·超刻			9001	好，我很快过来。	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	1	2	4103
4104	露西亚·红莲			9001	我当然明白，露西亚。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	1	2	4104
4105	露西亚·黎明			9001	我当然明白，露西亚。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	1	2	4105
4106	露西亚·鸦羽			9001	我当然明白，露西亚。	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	1	2	4106
4107	露西亚·深红之渊			9001	待会儿见，阿尔法。	α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	2	4107
4108	露西亚·深红囚影			9001	待会儿见，阿尔法。	α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Luxiya1.png	1	2	4108
4109	丽芙·蚀暗			9001	我会的，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	1	2	4109
4110	丽芙·流光			9001	我会的，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	1	2	4110
4111	丽芙·仰光			9001	我会的，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	1	2	4111
4112	丽芙·极昼			9001	我会的，丽芙。	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Lifu1.png	1	2	4112
4113	比安卡·零度			9001	我会等你，比安卡。	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	1	2	4113
4114	比安卡·真理			9001	我会等你，比安卡。	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	1	2	4114
4115	比安卡·深痕			9001	我会等你，比安卡。	比安卡	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Bianka1.png	1	2	4115
4116	七实·风暴			9001	一定会有机会的！	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	1	2	4116
4117	七实·脉冲			9001	一定会有机会的！	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	1	2	4117
4118	七实·遥星之座			9001	一定会有机会的！	七实	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao1.png	1	2	4118
4119	神威·重能			9001	现在就有空，一起来玩游戏吧！	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	1	2	4119
4120	神威·暗能			9001	现在就有空，一起来玩游戏吧！	神威	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	1	2	4120
4121	卡列尼娜·爆裂			9001	谢谢你，卡列尼娜。	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	1	2	4121
4122	卡列尼娜·烬燃			9001	谢谢你，卡列尼娜。	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	1	2	4122
4123	卡列尼娜·辉晓			9001	谢谢你，卡列尼娜。	卡列尼娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	1	2	4123
4124	渡边·夜刃			9001	我也一样，渡边。	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	1	2	4124
4125	渡边·夙星			9001	我也一样，渡边。	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	1	2	4125
4154	渡边·尘铭			9001	我也一样，渡边。	渡边	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Dubian1.png	1	2	4154
4126	艾拉·溢彩			9001	嗯，我会的。	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	1	2	4126
4127	艾拉·万华			9001	嗯，我会的。	艾拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	1	2	4127
4128	苏菲亚·银牙			9001	谢谢你，苏菲亚。	苏菲亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	1	2	4128
4129	库洛姆·弧光			9001	那我们走吧，库洛姆。	库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	1	2	4129
4130	库洛姆·荣光			9001	那我们走吧，库洛姆。	库洛姆	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Kuluomu1.png	1	2	4130
4131	薇拉·瑰丽			9001	记住会记住的，薇拉……	薇拉	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	1	2	4131
4132	薇拉·绯耀			9001	记住会记住的，薇拉……	薇拉	Assets/Product/Texture/Image/RoleCharacter/WeilaSNormal01.png	1	2	4132
4133	罗塞塔·凛冽			9001	好！我的回合，抽牌！	罗塞塔	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	1	2	4133
4134	常羽·游麟			9001	感谢你，有心了，常羽。	常羽	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	1	2	4134
4135	露娜·银冕			9001	拭目以待吧，露娜。	露娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuna1.png	1	2	4135
4155	露娜·终焉			9001	拭目以待吧，露娜。	露娜	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luna1.png	1	2	4155
