Id	SourceGroupId	Type	Priority	Title	Desc	Icon	PreTaskId	ActivateCondition	Condition	Result	DropId	RewardId	SkipId	StartTime	EndTime	Suffix	ShowAfterTaskId	AchvType	GroupId	ShowAfterGroup	GroupTheme	ShowType	ShowCondition
990029		10001	7100	Commercial District_Unlock	"Advance Chronicles mission ""Commercial Square Development Plan"" to the corresponding node"	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990029]	1		7000121											
990030		10001	7000	Commercial District_Story Stage 1	Complete Business Development Plan - Round 1 Construction	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990030]	1		7000122											
990031		10001	6900	Commercial District_Story Stage 2	Complete Business Development Plan - Round 2 Construction	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990031]	1		7000123											
990032		10001	6800	Commercial District_Story Stage 3	Complete Business Development Plan - Round 3 Construction	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990032]	1		7000124											
990033		10001	6700	Commercial District_Story Stage 4	Complete Business Development Plan - Round 4 Construction	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990033]	1		7000125											
990034		10001	6600	Commercial District_Story Stage 5	Complete Business Development Plan - Round 5 Construction	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990034]	1		7000126											
990035		10001	6500	Commercial District_Story Stage 6	Complete Business Development Plan - Round 6 Construction	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990035]	1		7000127											
990036		10001	6400	Commercial District_Complete All Stages	Clear all Business Development Plan stages with 3 stars	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990036]	6		7000128											
990037		10001	6300	Lucia Affection Story_Unlock Commandant Dormitory	Advance Pilotage mission [Leisure Time Invitation] to the corresponding node	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990037]	1		7000129											
990038		10001	6200	Lucia Affection Story_Obtain Photo 1	Obtain Record Moment 1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990038]	1		7000130											
990039		10001	6100	Lucia Affection Story_Obtain Photo 2	Obtain Record Moment 2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990039]	1		7000131											
990040		10001	6000	Lucia Affection Story_Obtain Photo 3	Obtain Record Moment 3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990040]	1		7000132											
990041		10001	5900	Lucia Affection Story_Obtain Photo 4	Obtain Record Moment 4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990041]	1		7000133											
990042		10001	5800	Lucia Affection Story_Obtain Photo 5	Obtain Record Moment 5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990042]	1		7000134											
990043		10001	5700	Lucia Affection Story_Obtain Decoration 1	Obtain Time for Decoration 1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990043]	1		7000135											
990044		10001	5600	Lucia Affection Story_Obtain Decoration 2	Obtain Time for Decoration 2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990044]	1		7000136											
990045		10001	5500	Lucia Affection Story_Obtain Armband	Obtain Commandant Armband	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990045]	1		7000137											
990046		10001	5400	Lucia Affection Story_Complete All Stories	"""Complete Whispers of Love mission ""Beyond Time's Shore"""	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990046]	1		7000138											
990047		10001	5300	Commercial District_Complete Commercial District Side Story A	"Complete Rumor mission ""A Tap on the Heart"""	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990047]	1		7000147											
990048		10001	5200	Commercial District_Complete Commercial District Side Story B	"Complete Rumor mission ""Mechanoid Carnival"""	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990048]	1		7000148											
990049		10001	5100	Commercial District_Complete All Babylonia Missions	Complete all Commercial District Operation Guide missions	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990049]	7		7000156											
990050		10001	10000	Unlock Drone	Advance Chronicles mission [Wishes Adrift in the Starry Sea] to the corresponding node	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990050]	1		7000171											
990051		10001	9900	Drone 1-1	Clear Space Voyage AR001-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990051]	1		7000172											
990052		10001	9800	Drone 1-2	Clear Space Voyage AR001-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990052]	1		7000173											
990053		10001	9700	Drone 1-3	Clear Space Voyage AR001-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990053]	1		7000174											
990054		10001	9600	Drone 1-4	Clear Space Voyage AR001-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990054]	1		7000175											
990055		10001	9500	Drone 2-1	Clear Space Voyage AR002-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990055]	1		7000176											
990056		10001	9400	Drone 2-2	Clear Space Voyage AR002-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990056]	1		7000177											
990057		10001	9300	Drone 2-3	Clear Space Voyage AR002-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990057]	1		7000178											
990058		10001	9200	Drone 2-4	Clear Space Voyage AR002-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990058]	1		7000179											
990059		10001	9100	Drone 3-1	Clear Space Voyage AR003-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990059]	1		7000180											
990060		10001	9000	Drone 3-2	Clear Space Voyage AR003-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990060]	1		7000181											
990061		10001	8900	Drone 3-3	Clear Space Voyage AR003-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990061]	1		7000182											
990062		10001	8800	Drone 4-1	Clear Space Voyage AR004-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990062]	1		7000183											
990063		10001	8700	Drone 4-2	Clear Space Voyage AR004-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990063]	1		7000184											
990064		10001	8600	Drone 4-3	Clear Space Voyage AR004-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990064]	1		7000185											
990065		10001	8500	Complete All Drone Levels with 3 Stars	Clear all Space Voyage stages with 3 stars	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990065]	14		7000186											
990066		10001	8400	Achieve 1 Ending	Achieve 1 ending of Invitation Mission	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990066]	1		7000187											
990067		10001	8300	Achieve 2 Endings	Achieve 2 endings of Invitation Mission	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990067]	2		7000188											
990068		10001	8200	Achieve 3 Endings	Achieve 3 endings of Invitation Mission	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990068]	3		7000189											
990069		10001	8100	Achieve 4 Endings	Achieve 4 endings of Invitation Mission	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990069]	4		7000190											
990070		10001	8000	Unlock Journey System v1.5	Complete Pilotage mission [Toward Undiscovered Beauty]	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990070]	1		7000191											
990071		10001	7900	Complete Photography Story 1	Complete Chronicles mission [Bewilderment of a Nascent Will] 1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990071]	1		7000192											
990072		10001	7800	Complete Photography Story 2	Complete Chronicles mission [Bewilderment of a Nascent Will] 2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990072]	1		7000193											
990073		10001	7700	Complete Photography Story 3	Complete Chronicles mission [Bewilderment of a Nascent Will] 3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990073]	1		7000194											
990074		10001	7600	4 Treasure Chests	Open 4 Supply Crates	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990074]	4		7000195											
990075		10001	7500	8 Treasure Chests	Open 8 Supply Crates	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990075]	8		7000196											
990076		10001	7400	All Treasure Chests	Open all Supply Crates	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990076]	10		7000197											
990077		10001	7300	Trigger All Actions for Character 1	Complete one encounter with Lucia	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990077]	1		7000198											
990078		10001	7200	Trigger All Actions for Character 2	Complete one encounter with Teddy	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990078]	1		7000199											
990079		10001	7100	Trigger All Actions for Character 3	Complete one encounter with Vera	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990079]	1		7000200											
990080		10001	7000	Trigger All Actions for Character 4	Complete one encounter with Bianca	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990080]	1		7000201											
990081		10001	6900	Trigger All Actions for Character 5	Complete one encounter with Rosetta	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990081]	1		7000202											
990082		10001	6800	Trigger All Actions for Character 6	Complete one encounter with Wanshi	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990082]	1		7000203											
990083		10001	6700	Trigger All Actions for Character 7	Complete one encounter with Lee	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990083]	1		7000204											
990084		10001	6600	Trigger All Actions for Character 8	Complete one encounter with Asimov	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990084]	1		7000205											
