Id	StageId	ActiveAssetId	UnActiveAssetId	Durability	CombinationObjectId	Tag	PositionX	PositionY	Rotation	ScaleX	ScaleY	Width	Height	OrderLayer	DrawMode	Type	ColliderType	ColliderOffsetX	ColliderOffsetY	ColliderWidth	ColliderHeight	ColliderEdgeRadius	ColliderRadius	ColliderDirection	Gravity	GravityDirectionX	GravityDirectionY	Injury	MovementEndingX	MovementEndingY	Score	StateSwitchingTime	IsDestructible	IsLockOn	IsTrigger	IsCyclicMovement	IsIgnoreCentrifugalOrbit	MovementVelocity	InitialActivation	ActiveType	IsGenerated	IsRandomGenerated	IsCyclicGenerated	KeyPromptStateCondition	KeyPromptDirectionX	KeyPromptDirectionY	KeyPromptType	KeyPromptDuration	KeyPromptCount	OrbitalRadius	TriggerTags	GenerateGroupIds	CompositeColliderType	CompositeColliderOffsetX	CompositeColliderOffsetY	CompositeColliderWidth	CompositeColliderHeight	CompositeColliderEdgeRadius	CompositeColliderRadius	CompositeColliderDirection
1010090	101	74					32.041	-1.391	63.4372	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010091	101	74					32.387	-1.514	79.4523	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010092	101	74					32.75	-1.519	99.8714	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010093	101	74					37.06	0.929	53.7535	0.3	0.3	1.0	1.0	3		4	3						0.5			-0.179	-0.9838				30							1.0	True	1				1	1.0		1													
1010094	101	74					37.3419	0.7049	42.895	0.3	0.3	1.0	1.0	3		4	3						0.5								30							1.0	True	1				1	1.0		1													
1010095	101	75					16.1364	1.8189		0.3	0.3	1.0	1.0	3		4	2			2.0	1.0										50							1.0	True	1				1	1.0		1													
1010096	101	101	101				15.2539	1.5249		0.3	0.3	1.0	1.0	3		3	2	0.1599		1.0	2.0							1										1.0	True	1				1	1.0		1													
1010097	101	101	101				20.0459	0.1809		0.3	0.3	1.0	1.0	3		3	2	0.1599		1.0	2.0							1										1.0	True	1				1	1.0		1													
1010098	101	75					19.298	-0.115		0.3	0.3	1.0	1.0	3		4	2			2.0	1.0										50							1.0	True	1				1	1.0		1													
1010099	101	101	101				20.7569	-1.768		0.3	0.3	1.0	1.0	3		3	2	0.1599		1.0	2.0							1										1.0	True	1				1	1.0		1													
1010100	101	75					21.4909	-2.1889		0.3	0.3	1.0	1.0	3		4	2			2.0	1.0										50							1.0	True	1				1	1.0		1													
1010101	101	101	101				30.76	1.335		0.4	0.6	1.0	1.0	3		3	2	0.1599		1.0	2.0							1										1.0	True	1				1	1.0		1													
1010102	101	75					30.884	0.1759		0.3	0.3	1.0	1.0	3		4	2			2.0	1.0										50							1.0	True	1				1	1.0		1													
1010103	101	101	101				34.337	-1.75		0.4	0.5	1.0	1.0	3		3	2	0.1599		1.0	2.0							1										1.0	True	1				1	1.0		1													
1010104	101	75					34.4339	-0.7919		0.3	0.3	1.0	1.0	3		4	2			2.0	1.0					-0.9828	0.1842				50							1.0	True	1				1	1.0		1													
1010105	101						4.0219	-2.0099		1.0	1.0	1.0	1.0			10	2			0.1	0.1																	1.0	True	1				3	1.0		1	2.0	3											
1010106	101						4.787	-0.0529		1.0	1.0	1.0	1.0			10	3						0.1												True			1.0	True	1				3	0.3162	-0.2679	1	1.0			['EVENT_TRIGGER_GUIDE|200268']									
1010107	101						8.553	-1.455		1.0	1.0	1.0	1.0			10	3						0.1															1.0	True	1				3	0.159	0.9079	1	1.0												
1010108	101						9.538	2.2639		1.0	1.0	1.0	1.0			10	3						0.1												True			1.0	True	1				3	0.6639	0.1335	2	1.5			['EVENT_TRIGGER_GUIDE|200269']									
1010109	101						9.8439	-0.1729		1.0	1.0	1.0	1.0			10	3						0.1															1.0	True	1				3	1.0		1	1.0												
1010110	101						15.7919	1.743		1.0	1.0	1.0	1.0			10	3						0.1															1.0	True	1				3	-0.4965	-0.0445	2	1.0												
1010111	101						16.781	1.598		1.0	1.0	1.0	1.0			10	3						0.1															1.0	True	1				3	0.7584	-0.4304	1	1.0												
1010112	101						19.575	-0.1059		1.0	1.0	1.0	1.0			10	3						0.1															1.0	True	1				3	0.4948	0.2328	2	1.0												
1010113	101						20.2989	1.7819		1.0	1.0	1.0	1.0			10	3						0.1															1.0	True	1				3	0.7693	-1.3284	1	1.0												
1010114	101						21.304	-2.1089		1.0	1.0	1.0	1.0			10	3						0.1															1.0	True	1				3	-0.6859	0.2801	2	1.0												
1010115	101						22.656	-1.8229		1.0	1.0	1.0	1.0			10	3						0.1															1.0	True	1				3	0.8992	0.9917	1	1.0												
1010116	101						29.7199	0.818		1.0	1.0	1.0	1.0			10	3						0.1															1.0	True	1				3	0.8588	-0.7487	1	1.0												
1010117	101						33.2739	-1.322		1.0	1.0	1.0	1.0			10	3						0.1															1.0	True	1				3	0.8033	0.5203	1	1.0												
1010118	101						37.4809	0.5649		1.0	1.0	1.0	1.0			10	3						0.1															1.0	True	1				3	0.6248	-0.8374	1	1.0												
1010119	101						-0.884	-0.012		1.0	8.2882	1.0	1.0			3	2			1.0	1.0							999										1.0	True	1				1	1.0		1													
1020001	102	88					0.772	0.8		0.3	0.3	1.0	1.0			5	3						2.5599			1.0									True			1.0	True	1				1	1.0		1				['EVENT_TRIGGER_GUIDE|200263', '99101']									
1020002	102	85					3.9969	0.003		0.4	0.6999	1.0	1.0			2	2			5.0999	2.7999				25.0		-1.0											1.0	True	1				1	1.0		1													
1020003	102	81					3.9969	0.003		0.3	0.3	1.0	1.0			8	1																					1.0	True	1				1	1.0		1													
