Id	SectionId	Desc	BossHeadIcon	BossRankIcon	Priority	StageId	ActivityTag	TeamBuffId	ActivityTimeId	SwitchTimeId	AfreshId
13	203	九龙商会船上的AI系统投影，其标志性的攻击模式是召唤不同形态的拳手以击碎敌人，具有合掌、锤击、唤雷阵等多种攻击模式。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab18.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MelodyhuaxuMd10001.png	30	[30001201, 30001202, 30001203, 30001204, 30001205, 30001211]					
14	204	升格者之一，使用强大的身体和无法预料的恐怖机动能力主宰战场，用压迫和力量让敌手绝望。将升格网络作为最高信仰的他，每个击杀记录都代表着对升格网络的忠诚。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab19.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1JiabailieMd000001.png	30	[30001301, 30001302, 30001303, 30001304, 30001305, 30001311]					
15	1001	作为高级城市警卫，与人类相处密切的武藏玖型，与帕弥什病毒奋战至撤离的最后一刻。最终以感染体的身姿屹立于无人废墟之上时，不知为何，仍然保留着善良民众为其进行的笨拙包扎。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab10.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SwordMd002001.png	20	[30300101, 30300102, 30300103, 30300104, 30300105, 30000111]					
16	1002	用于大型喷绘领域的喷涂机械，能够将颜料在体内混合成需要的材质，被感染后使用充满“创意”的攻击手段来驱赶妨碍艺术创作的敌人。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab9.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1OrphanMd030001.png	30	[30300201, 30300202, 30300203, 30300204, 30300205, 30000211]					
17	1003	升格者之一的构造体，擅长使用短枪和可变的链刀来扰乱战场，以轻松悠闲的态度进行每一场战斗。能够让他认真起来面对的敌人，最终都有着残酷的结局。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab14.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LuolanMd010001.png	10	[30300301, 30300302, 30300303, 30300304, 30300305, 30000311]					
18	1004	在机械复原风潮下，针对沙漠中失落文化的守护者进行机械复原的产物，特殊的身体结构让他们能够在沙地中移动自如，会撕碎未经许可就闯入沙漠的所有生物。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab13.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1SandwormMd030001.png	30	[30300601, 30300602, 30300603, 30300604, 30300605, 30000611]					
19	1005	不知来历的构造体，和露西亚一样使用太刀作为武器，但其经验和技术比露西亚要高上不少，所挥的每一刀都能给人切裂空间般的震撼感。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab16.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LuxiyaMd000003.png	20	[30300501, 30300502, 30300503, 30300504, 30300505, 30000511]					
20	1006	过去上流社会所使用的管家型机器人，忠诚地执行主人的一切命令，作战方式优雅从容，虽然武装只有手中的一把刺剑，但能够灵活应对各种距离的对手。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab7.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1SwordMd030001.png	20	[30300701, 30300702, 30300703, 30300704, 30300705, 30000711]					
21	1008	从构造体改造而来的感染体，固定于身体上的尖刺装甲，不仅用于防御和攻击，同时也是破坏内部构造体身体，加深病毒感染，增幅其力量的刑具。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab5.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1VirginbioMd030001.png	10	[30300401, 30300402, 30300403, 30300404, 30300405, 30000411]					
22	1009	某位构造体部分意识的化身，攻击方式粗暴且迅捷，在你注意到他思考着他的来历时也许就已经被他的大剑一分为二。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab3.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1XiuMd010001.png	30	[30300801, 30300802, 30300803, 30300804, 30300805, 30000811]					
23	1010	银发的异人型构造体，隶属于摩尔曼斯克港南部的守林人组织，是组织的现任领袖，与角鲸——德雷克有着深厚的渊源，能够与德雷克进行交流。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab17.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LuosaitaMd010001.png	20	[30301001, 30301002, 30301003, 30301004, 30301005, 30001011]					
24	2003	九龙商会船上的AI系统投影，其标志性的攻击模式是召唤不同形态的拳手以击碎敌人，具有合掌、锤击、唤雷阵等多种攻击模式。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab18.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MelodyhuaxuMd10001.png	30	[30301201, 30301202, 30301203, 30301204, 30301205, 30001211]					
25	2004	升格者之一，使用强大的身体和无法预料的恐怖机动能力主宰战场，用压迫和力量让敌手绝望。将升格网络作为最高信仰的他，每个击杀记录都代表着对升格网络的忠诚。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab19.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1JiabailieMd000001.png	30	[30301301, 30301302, 30301303, 30301304, 30301305, 30001311]					
26	2005	由航线联合改造的第一台异人型构造体。作为为了终结帕弥什灾难而制造出来的禁忌兵器，安博莉亚有着可怖的利刃和足以侵蚀构造体装甲的能量场。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab21.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1BaiyangnvMd010001.png	30	[30301401, 30301402, 30301403, 30301404, 30301405, 30001311]					
27	2006	映画晨星乐园的仿生吉祥物，每一种本应仅用于取悦观众的功能都能通过简单的代码转写变换成武器。进入防卫模式的时候，它还会摇身一变成为具备跟可爱的外形不相符的强大战斗力的特种防卫机械体。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab20.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010001.png	30	[30301501, 30301502, 30301503, 30301504, 30301505, 30001311]					
28	2007	由神秘的学派‘萨费恩’制造的裁决/控制用机械体。其设计相对于其他两种萨费恩构造体来说更为精密。偏仿生的设计让其可以灵活地挥动权杖状的长柄武器。同时更高级的控制单元也赋予其控制场地和放电的功能。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab23.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MajiyaweiliMd010001.png	30	[30301601, 30301602, 30301603, 30301604, 30301605, 30001311]					
29	2008	诞生于聚噬体中央的类人型帕弥什异合生物，是聚噬体的终端，亦是一定程度上可以反操控聚噬体的‘中枢’，其样貌如同自深渊爬出的怪异，泛着赤光的镰刀和翅羽岑寂却嗜血，警示着生命无法逾越的边境。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab22.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1XigeluenMd010001.png	30	[30301701, 30301702, 30301703, 30301704, 30301705, 30001311]					
30	2009	她……被帕弥什侵蚀化为唤作“塞壬”的丧失理智的怪物，原本优美的歌喉已变成了宣泄止尽绝望与愤怒的凄厉吼声，用红潮赋予的扭曲肢体狂暴地攻击着一切靠近的活物。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab25.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1SirenMd010001.png	30	[30301801, 30301802, 30301803, 30301804, 30301805, 30001311]					
31	2010	君临于九龙环城的帝王，同时也是少数获得授格的授格者其中一员。手中的龙枪招式千变万化，配合曲凌厉飘逸的身法，可谓是势如万仞，力若千钧，斩杀一切胆敢冒犯之辈。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab24.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MelodyMd010001.png	30	[30301901, 30301902, 30301903, 30301904, 30301905, 30001311]					
32	2011	露娜，即使在谜团重重的升格者中也是最为特殊的存在——代行者，她会直接使用以帕弥什病毒异聚而成的多种武器，用压倒性的力量消灭所有升格网络的敌人。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab26.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1LunaMd010002.png	30	[30302001, 30302002, 30302003, 30302004, 30302005, 30001311]					
33	2012	拖着巨大鱼尾的升格者，拥有优秀的迷彩机能与水战性能。手中的刃枪打击范围极广，但更棘手的是会扰乱感知的电子幽灵与不知会在哪里出现的鬼魅身影。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab27.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LamiyaMd010001.png	30	[30302101, 30302102, 30302103, 30302104, 30302105, 30001311]					
34	2013	根据三头犬提交的战斗报告，巫毒似乎处于精神不稳定的状态，但这并未影响其强大的战斗能力。背后的一对翅膀赋予了巫毒无与伦比的机动性，就像是捕食的猎手，她总是突然向猎物发起袭击，一触即走，绝不恋战。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab28.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1VoodooMd010001.png	30	[30302201, 30302202, 30302203, 30302204, 30302205, 30001311]					
35	2014	诞生于丽芙被污染的意识海之中的数据聚集体，一切关于它的资料都不甚明了。被污染的数据凝聚成猩红的光束，侵蚀在意识海里触碰到的一切。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab29.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1PunishdataMd010001.png	30	[30302301, 30302302, 30302303, 30302304, 30302305, 30001311]					
36	2015	‘哈姆雷特’是艺术协会所有的全息AI戏剧机器，运用了最新型的戏剧演出技术。当非悲剧的结局变得更加合理，哈姆雷特便会出现，亲自为这演出落下帷幕，让一切重归完美与悲戚。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab30.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1HamuleiteMd010001.png	30	[30302401, 30302402, 30302403, 30302404, 30302405, 30001311]					
37	2016	诞生于月球的异种生物，吞噬月球上的零点能之后，成长为现在诡异可怖的模样。蓝色幽光腐蚀着一切，巨大的无机质瞳孔贪婪地注视着它的敌人。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab31.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MoonguyMd010001.png	30	[30302501, 30302502, 30302503, 30302504, 30302505, 30001311]					
38	2017	映画晨星乐园的仿生吉祥物，进入防卫模式之后，鲨士碧儿成为拥有强大战斗力的特种防卫机械体。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab32.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010002.png	30	[30302601, 30302602, 30302603, 30302604, 30302605, 30001311]					
39	2018	从构造体改造而来的感染体，固定于身体上的尖刺装甲，不仅用于防御和攻击，同时也是破坏内部构造体身体，加深病毒感染，增幅其力量的刑具。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab34.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1TifaMd010001.png	30	[30302701, 30302702, 30302703, 30302704, 30302705, 30001311]					
40	2019	机械体马德拉原为某实验的集成终端机。因为未知原因，马德拉对执行“管控”程序表现出异常执着。一旦出现不符合预期的状况，马德拉都会对违命的个体进行全力责罚。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab33.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MaidmasterMd010001.png	30	[30302801, 30302802, 30302803, 30302804, 30302805, 30001311]					
41	2020	机械教会“战车”之席，拥有着硬朗而充满张力的性感线条，兼具流光一般的速度和足以击穿混沌的巨力。将永远站在最前线，为同胞开拓未来的道路。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab37.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1StarknightMd010001.png	30	[30302901, 30302902, 30302903, 30302904, 30302905, 30001311]					
42	2021	前空中花园叛逃构造体，现升格者。狡黠、伪装、反制……既是疯狂的赌徒也是狡猾的魔术师，一招一式间匿藏计谋和杀机。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab36.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1LilithMd010001.png	30	[30303001, 30303002, 30303003, 30303004, 30303005, 30001311]					
43	2022	异人型机械体，擅长近身格斗，庄严而充满力量感。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab35.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1BruceloongMd010001.png	30	[30303101, 30303102, 30303103, 30303104, 30303105, 30001311]					
44	101	作为高级城市警卫，与人类相处密切的武藏玖型，与帕弥什病毒奋战至撤离的最后一刻。最终以感染体的身姿屹立于无人废墟之上时，不知为何，仍然保留着善良民众为其进行的笨拙包扎。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab10.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SwordMd002001.png	20	[30000103, 30000104, 30000105]					1
45	102	用于大型喷绘领域的喷涂机械，能够将颜料在体内混合成需要的材质，被感染后使用充满“创意”的攻击手段来驱赶妨碍艺术创作的敌人。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab9.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1OrphanMd030001.png	30	[30000203, 30000204, 30000205]					1
46	103	升格者之一的构造体，擅长使用短枪和可变的链刀来扰乱战场，以轻松悠闲的态度进行每一场战斗。能够让他认真起来面对的敌人，最终都有着残酷的结局。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab14.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LuolanMd010001.png	10	[30000303, 30000304, 30000305]					1
47	104	在机械复原风潮下，针对沙漠中失落文化的守护者进行机械复原的产物，特殊的身体结构让他们能够在沙地中移动自如，会撕碎未经许可就闯入沙漠的所有生物。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab13.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1SandwormMd030001.png	30	[30000603, 30000604, 30000605]					1
48	105	不知来历的构造体，和露西亚一样使用太刀作为武器，但其经验和技术比露西亚要高上不少，所挥的每一刀都能给人切裂空间般的震撼感。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab16.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LuxiyaMd000003.png	20	[30000503, 30000504, 30000505]					1
49	106	过去上流社会所使用的管家型机器人，忠诚地执行主人的一切命令，作战方式优雅从容，虽然武装只有手中的一把刺剑，但能够灵活应对各种距离的对手。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab7.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1SwordMd030001.png	20	[30000703, 30000704, 30000705]					1
50	107	多地形军用机器人，可变的球形外壳下有着极高的能量密度，经常被作为重型火力部署在战场中。被帕弥什病毒感染后，成为了人类的噩梦。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab2.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1BraveMd010011.png	10	[30000903, 30000904, 30000905]					1
51	108	从构造体改造而来的感染体，固定于身体上的尖刺装甲，不仅用于防御和攻击，同时也是破坏内部构造体身体，加深病毒感染，增幅其力量的刑具。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab5.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1VirginbioMd030001.png	10	[30000403, 30000404, 30000405]					1
52	109	某位构造体部分意识的化身，攻击方式粗暴且迅捷，在你注意到他思考着他的来历时也许就已经被他的大剑一分为二。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab3.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1XiuMd010001.png	30	[30000803, 30000804, 30000805]					1
53	110	银发的异人型构造体，隶属于摩尔曼斯克港南部的守林人组织，是组织的现任领袖，与角鲸——德雷克有着深厚的渊源，能够与德雷克进行交流。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab17.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LuosaitaMd010001.png	20	[30001003, 30001004, 30001005]					1
54	201	多地形军用机器人，可变的球形外壳下有着极高的能量密度，经常被作为重型火力部署在战场中。被帕弥什病毒感染后，成为了人类的噩梦。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab2.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1BraveMd010011.png	10	[30000908, 30000909, 30000910]					1
55	202	多地形军用机器人，可变的球形外壳下有着极高的能量密度，经常被作为重型火力部署在战场中。被帕弥什病毒感染后，成为了人类的噩梦。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab2.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1BraveMd010011.png	10	[30000913, 30000914, 30000915]					1
56	203	九龙商会船上的AI系统投影，其标志性的攻击模式是召唤不同形态的拳手以击碎敌人，具有合掌、锤击、唤雷阵等多种攻击模式。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab18.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MelodyhuaxuMd10001.png	30	[30001203, 30001204, 30001205]					1
57	204	升格者之一，使用强大的身体和无法预料的恐怖机动能力主宰战场，用压迫和力量让敌手绝望。将升格网络作为最高信仰的他，每个击杀记录都代表着对升格网络的忠诚。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab19.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1JiabailieMd000001.png	30	[30001303, 30001304, 30001305]					1
58	1001	作为高级城市警卫，与人类相处密切的武藏玖型，与帕弥什病毒奋战至撤离的最后一刻。最终以感染体的身姿屹立于无人废墟之上时，不知为何，仍然保留着善良民众为其进行的笨拙包扎。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab10.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SwordMd002001.png	20	[30300103, 30300104, 30300105]					1
59	1002	用于大型喷绘领域的喷涂机械，能够将颜料在体内混合成需要的材质，被感染后使用充满“创意”的攻击手段来驱赶妨碍艺术创作的敌人。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab9.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1OrphanMd030001.png	30	[30300203, 30300204, 30300205]					1
60	1003	升格者之一的构造体，擅长使用短枪和可变的链刀来扰乱战场，以轻松悠闲的态度进行每一场战斗。能够让他认真起来面对的敌人，最终都有着残酷的结局。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab14.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LuolanMd010001.png	10	[30300303, 30300304, 30300305]					1
61	1004	在机械复原风潮下，针对沙漠中失落文化的守护者进行机械复原的产物，特殊的身体结构让他们能够在沙地中移动自如，会撕碎未经许可就闯入沙漠的所有生物。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab13.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1SandwormMd030001.png	30	[30300603, 30300604, 30300605]					1
62	1005	不知来历的构造体，和露西亚一样使用太刀作为武器，但其经验和技术比露西亚要高上不少，所挥的每一刀都能给人切裂空间般的震撼感。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab16.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LuxiyaMd000003.png	20	[30300503, 30300504, 30300505]					1
63	1006	过去上流社会所使用的管家型机器人，忠诚地执行主人的一切命令，作战方式优雅从容，虽然武装只有手中的一把刺剑，但能够灵活应对各种距离的对手。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab7.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1SwordMd030001.png	20	[30300703, 30300704, 30300705]					1
64	1008	从构造体改造而来的感染体，固定于身体上的尖刺装甲，不仅用于防御和攻击，同时也是破坏内部构造体身体，加深病毒感染，增幅其力量的刑具。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab5.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1VirginbioMd030001.png	10	[30300403, 30300404, 30300405]					1
65	1009	某位构造体部分意识的化身，攻击方式粗暴且迅捷，在你注意到他思考着他的来历时也许就已经被他的大剑一分为二。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab3.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1XiuMd010001.png	30	[30300803, 30300804, 30300805]					1
66	1010	银发的异人型构造体，隶属于摩尔曼斯克港南部的守林人组织，是组织的现任领袖，与角鲸——德雷克有着深厚的渊源，能够与德雷克进行交流。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab17.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LuosaitaMd010001.png	20	[30301003, 30301004, 30301005]					1
67	2003	九龙商会船上的AI系统投影，其标志性的攻击模式是召唤不同形态的拳手以击碎敌人，具有合掌、锤击、唤雷阵等多种攻击模式。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab18.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MelodyhuaxuMd10001.png	30	[30301203, 30301204, 30301205]					1
68	2004	升格者之一，使用强大的身体和无法预料的恐怖机动能力主宰战场，用压迫和力量让敌手绝望。将升格网络作为最高信仰的他，每个击杀记录都代表着对升格网络的忠诚。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab19.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1JiabailieMd000001.png	30	[30301303, 30301304, 30301305]					1
69	2005	由航线联合改造的第一台异人型构造体。作为为了终结帕弥什灾难而制造出来的禁忌兵器，安博莉亚有着可怖的利刃和足以侵蚀构造体装甲的能量场。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab21.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1BaiyangnvMd010001.png	30	[30301403, 30301404, 30301405]					1
70	2006	映画晨星乐园的仿生吉祥物，每一种本应仅用于取悦观众的功能都能通过简单的代码转写变换成武器。进入防卫模式的时候，它还会摇身一变成为具备跟可爱的外形不相符的强大战斗力的特种防卫机械体。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab20.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010001.png	30	[30301503, 30301504, 30301505]					1
71	2007	由神秘的学派‘萨费恩’制造的裁决/控制用机械体。其设计相对于其他两种萨费恩构造体来说更为精密。偏仿生的设计让其可以灵活地挥动权杖状的长柄武器。同时更高级的控制单元也赋予其控制场地和放电的功能。	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleTab23.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MajiyaweiliMd010001.png	30	[30301603, 30301604, 30301605]					1
