Id	Name	BuffBg	Desc	Icon
4022	速攻戏法	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon11.png	三消后4秒内物理伤害提升40%，并获得1颗红球	Assets/Product/Texture/Image/IconAffix/IconAffixWuliUp.png
4023	暗咏再生	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon13.png	造成治疗后，治疗者与被治疗者的必杀造成暗属性伤害均提升30%	Assets/Product/Texture/Image/IconAffix/IconAffixAnnengUp.png
4024	辉晓明耀	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon14.png	三消后8秒内的普攻伤害提升15%，可叠加4次	Assets/Product/Texture/Image/IconAffix/IconAffixAnnengUp.png
4025	深痕邃意	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon15.png	进入超算后暴击率提升30%，暴伤提升100%，持续10秒	Assets/Product/Texture/Image/IconAffix/IconAffixWuliUp.png
4026	启明刻焰	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon16.png	角色出场后8秒内三消造成的火属性伤害提升50%	Assets/Product/Texture/Image/IconAffix/IconAffixHuoyanUp.png
4027	层叠绘星	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon17.png	使用三消后角色的冰属性伤害提升15%，可叠加4层，持续8秒，重复触发刷新持续时间	Assets/Product/Texture/Image/IconAffix/IconAffixBingshuangUp.png
4029	煌雷斩缚	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon18.png	角色消除信号球与上次消除的信号球颜色相同时，自身雷属性伤害提升60%，持续8秒，重复触发刷新持续时间	Assets/Product/Texture/Image/IconAffix/IconAffixLeiDianUp.png
4030	掣电狂怒	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon19.png	角色每次出场时获得80%雷属性伤害加成，持续8秒	Assets/Product/Texture/Image/IconAffix/IconAffixLeiDianUp.png
4059	空谷回音	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon20.png	角色每次受到治疗后暴击伤害提升80%，持续8秒，重复触发刷新持续时间	Assets/Product/Texture/Image/IconAffix/IconAffixWuliUp.png
4061	五浔深处	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon21.png	角色每次消球会提升自身25%暗属性伤害，持续8秒，可叠加4层	Assets/Product/Texture/Image/IconAffix/IconAffixAnnengUp.png
4070	光焰骤绽	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon22.png	角色每次三消后的8秒内火属性伤害提升60%，重复触发刷新持续时间	Assets/Product/Texture/Image/IconAffix/IconAffixHuoyanUp.png
4071	万世寒渊	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon23.png	三消后冰属性伤害提升30%，持续8秒，可叠加2层，重复触发刷新持续时间	Assets/Product/Texture/Image/IconAffix/IconAffixBingshuangUp.png
4087	原初空栈	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon24.png	角色释放必杀后空属性伤害提升60%，持续8秒，重复触发刷新持续时间	Assets/Product/Texture/Image/IconAffix/IconAffixNihilityUp.png
4103	一掠惊鸿	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon25.png	角色消除信号球后的6秒内自身暴击伤害提升80%	Assets/Product/Texture/Image/IconAffix/IconAffixWuliUp.png
4104	骤雪冰暴	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon23.png	角色每次出场时获得60%冰属性伤害加成，12秒后降低至20%	Assets/Product/Texture/Image/IconAffix/IconAffixBingshuangUp.png
4116	超离电荷	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon12.png	角色雷属性伤害提升30%，电束伤害提升40%。	Assets/Product/Texture/Image/IconAffix/IconAffixDianshuUp.png
4117	执锋极意	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon25.png	角色每消除一个信号球，自身物理伤害提升5%，最多叠加8层持续8秒，重复触发刷新持续时间。角色造成的真意斩伤害额外提升40%	Assets/Product/Texture/Image/IconAffix/IconAffixZhanjiUp.png
4118	重闪雳焰	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon12.png	角色每次三消后自身火属性伤害+20%，持续8秒，可叠加3层，重复触发刷新持续时间。	Assets/Product/Texture/Image/IconAffix/IconAffixHuoyanUp.png
4119	超离电荷	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon12.png	角色雷属性伤害提升30%，电束伤害提升40%，并且每次激活电束时获得1颗红球。	Assets/Product/Texture/Image/IconAffix/IconAffixDianshuUp.png
4130	源电盈能	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon18.png	角色释放信号球技能后自身雷属性伤害增加20%，持续8秒可叠加3层，每次触发刷新持续时间。	Assets/Product/Texture/Image/IconAffix/IconAffixLeiDianUp.png
4131	悖谬沉湮	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon24.png	角色出场后的18秒内获得60%空属性伤害加成	Assets/Product/Texture/Image/IconAffix/IconAffixNihilityUp.png
4140	连运梭哈	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon24.png	角色每消除1颗信号球会获得10%暗属性伤害加成，最高获得60%，持续8秒，重复触发后刷新	Assets/Product/Texture/Image/IconAffix/IconAffixAnnengUp.png
4141	鸣音碎瓦	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon24.png	角色切换入场后12秒内暴击伤害提升80%。	Assets/Product/Texture/Image/IconAffix/IconAffixWuliUp.png
4142	凝冰彻寒	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon24.png	角色每次三消后自身覆冰伤害提升60%，持续8秒，重复触发后刷新	Assets/Product/Texture/Image/IconAffix/IconAffixFubingUp.png
4151	炽炎之舞	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon12.png	角色生命值低于40%时，全队火属性伤害+50%，持续23秒。	Assets/Product/Texture/Image/IconAffix/IconAffixHuoyanUp.png
4159	疾速拔刀	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon25.png	角色物理伤害提升20%，出场后真意斩伤害提升30%。12秒后降低至15%。	Assets/Product/Texture/Image/IconAffix/IconAffixWuliUp.png
4160	涤罪炽焰	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon12.png	角色火属性伤害提升30%，焚烧伤害提升40%。	Assets/Product/Texture/Image/IconAffix/IconAffixHuoyanUp.png
4162	叠影沉暮	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon21.png	角色入场后12秒内暗属性伤害提升30%，每次三消提升10%暗属性伤害，持续8秒，最多叠加3层。	Assets/Product/Texture/Image/IconAffix/IconAffixAnnengUp.png
4168	飞火逐星	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon12.png	角色每次释放信号球技能火属性伤害提升15%，焚烧伤害提升20%，持续8秒，最多叠加2层。	Assets/Product/Texture/Image/IconAffix/IconAffixHuoyanUp.png
4169	龙斩于野	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon25.png	角色每次释放信号球技能暴击伤害提升20%，持续8秒，最多叠加4层。	Assets/Product/Texture/Image/IconAffix/IconAffixWuliUp.png
4174	静霆撼空	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon19.png	角色释放必杀后雷属性伤害提升30%，持续8秒，每次消球雷属性伤害提升10%，持续8秒，最多叠加3层。	Assets/Product/Texture/Image/IconAffix/IconAffixLeiDianUp.png
4176	暮色连渊	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon21.png	角色暗属性伤害提升30%，黯衍伤害提升40%。	Assets/Product/Texture/Image/IconAffix/IconAffixAnyanUp.png
4177	凌裂冰河	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon23.png	角色释放必杀后冰属性伤害提升30%，持续8秒，每次消球冰属性伤害提升10%，持续8秒，最多叠加3层。	Assets/Product/Texture/Image/IconAffix/IconAffixBingshuangUp.png
4183	凛夜镌刻	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon21.png	角色出场后的12秒内获得60%暗属性伤害加成。	Assets/Product/Texture/Image/IconAffix/IconAffixAnnengUp.png
4184	踏乱破岚	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon25.png	角色出场后12秒内物理伤害提升30%，释放信号球技能后真意斩伤害提升30%，持续12秒。	Assets/Product/Texture/Image/IconAffix/IconAffixWuliUp.png
4185	悼亡鸦吟	Assets/Product/Texture/Image/UiArena/UiArenaBuffIcon24.png	角色出场后12秒内空属性提升30%，释放必杀后空属性伤害提升30%，持续12秒。	Assets/Product/Texture/Image/IconAffix/IconAffixNihilityUp.png
