Id	Name	ConditionId	DisappearConditionId	Desc	Head	HeadCircle	AnimConditionId	AnimName
3111	罗塞塔	1007223		本次联军的统帅，为守护极地而战。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luosaita1.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3201	罗塞塔	1007209		本次联军的统帅，为守护极地而战。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luosaita1.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3202	里			灰鸦小队成员，擅长狙击，独立行动。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3203	西蒙			寒羊小队的指挥官，作为“另一个总指挥”发挥着作用。	Assets/Product/Texture/Image/RoleCharacter/XimengNormal01.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3204	帕鲁玛	1007210		寒羊小队的成员，在本次担任特别行动的负责人。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadPaluma.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3205	鲁缅采夫	1007226		冰心三公之一，带有豪气的将军，战力惊人。	Assets/Product/Texture/Image/RoleCharacter/FushenNomal01.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3206	费多尔	1007210	1007211	冰心三公之一，狡诈的将领，擅长暗算。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadFeiduoer.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3301	罗塞塔	1007213		本次联军的统帅，为守护极地而战。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luosaita1.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3302	里			灰鸦小队成员，擅长狙击，独立行动。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3303	西蒙			寒羊小队的指挥官，作为“另一个总指挥”发挥着作用。	Assets/Product/Texture/Image/RoleCharacter/XimengNormal01.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3304	帕鲁玛	1007212		寒羊小队的成员，在本次担任特别行动的负责人。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadPaluma.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3305	鲁缅采夫			冰心三公之一，带有豪气的将军，战力惊人。	Assets/Product/Texture/Image/RoleCharacter/FushenNomal01.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3306	费多尔			冰心三公之一，狡诈的将领，擅长暗算。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadFeiduoer.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3307	蜜纳			新生代的极地学者，拥有极强的行动力。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadMina.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3308	熊博士			蜜纳的助手，经过特别改造，战斗力优于常规机械体。	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal02.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3309	未知敌人	1007227		详情未知	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown01.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3310	异合生物	1007212	1007213	突然出现的异合生物。	Assets/Product/Texture/Image/RoleMonster/RoleMonster93311.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3311	扎克	1007214		冰心皇扎克，本次战争的发起者，为统合世界而战。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadZhake.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3312	难敌			隶属未知的升格者，以暴力与狂野碾压战场。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNandi.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3401	罗塞塔			本次联军的统帅，为守护极地而战。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luosaita1.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png	1007218	AnimBuffAwaken
3402	里			灰鸦小队成员，擅长狙击，独立行动。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3403	西蒙			寒羊小队的指挥官，作为“另一个总指挥”发挥着作用。	Assets/Product/Texture/Image/RoleCharacter/XimengNormal01.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3404	鲁缅采夫			冰心三公之一，带有豪气的将军，战力惊人。	Assets/Product/Texture/Image/RoleCharacter/FushenNomal01.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3405	费多尔			冰心三公之一，狡诈的将领，擅长暗算。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadFeiduoer.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3406	蜜纳			新生代的极地学者，拥有极强的行动力。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadMina.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3407	熊博士			蜜纳的助手，经过特别改造，战斗力优于常规机械体。	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal02.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3408	未知敌人			详情未知	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown01.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3409	异合生物			突然出现的异合生物。	Assets/Product/Texture/Image/RoleMonster/RoleMonster93311.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3410	扎克			冰心皇扎克，本次战争的发起者，为统合世界而战。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadZhake.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3411	难敌			隶属未知的升格者，以暴力与狂野碾压战场。	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNandi.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot2.png		
3412	狄安娜	1007217		守林人的另一位“队长”，带援军赶回战场。	Assets/Product/Texture/Image/RoleCharacter/IceguideNomal.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
3413	罗塞塔			本次联军的统帅，为守护极地而战。	Assets/Product/Texture/Image/RoleCharacter/FushenNomal01.png	Assets/Product/Texture/Atlas/UiMainLineLuosaita/UiMainLineLuosaitaGridPlot.png		
