Id	Name	Annotation	FightNpcId	OccupiableObjectId	RolePartModelIds
101042	PV双人气泡NPC女（剧情）		6006		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101043	PV双人气泡NPC男（剧情）		6008		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101044	PV三人气泡NPC休闲服男（剧情）		6009		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00002Body04_Lod0', 'Npc1MaleMd00001Face']
101045	PV三人气泡NPC休闲服女（剧情）		6010		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00002Body04_Lod0', 'Npc1FemaleMd00001Face']
101046	PV三人气泡NPC制服女（剧情）		6011		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101047	休息厅氛围组01女（剧情）		6012		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101048	休息厅氛围组01女		6013		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00002Body03_Lod0', 'Npc1FemaleMd00001Face']
101049	休息厅氛围组02男（剧情）		6014		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00002Body03_Lod0', 'Npc1MaleMd00001Face']
101050	休息厅氛围组02男（剧情）		6015		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00002Body04_Lod0', 'Npc1MaleMd00001Face']
101051	广场沉思氛围男		6007		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101052	中央广场沉思氛围女		6006		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101053	广场三人对话氛围组女（剧情）		6018		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101054	广场三人对话氛围组男		6007		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101055	广场三人对话氛围组男		6007		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101056	宿舍休闲女氛围01（剧情）		6021		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00002Body02_Lod0', 'Npc1FemaleMd00001Face']
101057	宿舍氛围约会女（剧情）		6022		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101058	宿舍氛围约会男（剧情）		6023		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101059	宿舍氛围调查女		6024		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101060	宿舍氛围对话女坐		6025		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101061	宿舍氛围对话女站		6026		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101062	空中花园员工（剧情）		6002		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00002Body03_Lod0', 'Npc1FemaleMd00001Face']
101063	露西亚		6029		
101064	商店街行走角色		6002		
101065	卡列辉晓-咖啡		6031		
101066	比安卡深痕-咖啡		6032		
101067	赛利卡-商店街玩法		6034		
101068	指挥官男		6028		['Com1ChiefmMd01001Hair', 'Com1ChiefmMd01001Face']
101069	露西亚婚纱		6033		
101070	丸丸熊		6035		
101071	机器人NPC		6036		
101072	库浇浇		6037		
101073	扫地库洛洛		6038		
101074	修理库洛洛		6039		
101075	带帽库洛洛		6040		
101076	扫描库洛洛		6041		
101077	巡逻库洛洛		6042		
101078	颠勺库洛洛		6043		
101079	男性服务员1（剧情）		6044		['Npc1MaleMd00001Hair04_Lod0', 'Npc1MaleMd00004Body_Lod0', 'Npc1MaleMd00003Face']
101080	鲨士碧儿		6045		
101081	男性构造体1（剧情）		6046		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00003Body_Lod0', 'Npc1MaleMd00002Face_Lod0']
101082	男性构造体2（剧情）		6047		['Npc1MaleMd00002Hair02_Lod0', 'Npc1MaleMd00003Body_Lod0', 'Npc1MaleMd00002Face_Lod0']
101083	女性构造体1（剧情）		6048		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00003Body_Lod0', 'Npc1FemaleMd00002Face_Lod0']
101084	女性构造体2（剧情）		6049		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00003Body_Lod0', 'Npc1FemaleMd00002Face_Lod0']
101085	蕾拉（生态）		6050		
101086	新增男NPC1		6007		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00002Body01_Lod0', 'Npc1MaleMd00001Face']
101087	新增男NPC2		6007		['Npc1MaleMd00003Hair03_Lod0', 'Npc1MaleMd00002Body02_Lod0', 'Npc1MaleMd00001Face']
101088	新增男NPC3（剧情）		6053		['Npc1MaleMd00004Hair_Lod0', 'Npc1MaleMd00002Body04_Lod0', 'Npc1MaleMd00001Face']
101089	新增男NPC4（剧情）		6054		['Npc1MaleMd00004Hair_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101090	新增女NPC1（剧情）		6055		['Npc1FemaleMd00001Hair02_Lod0', 'Npc1FemaleMd00002Body01_Lod0', 'Npc1FemaleMd00001Face']
101091	制服女NPC2		6006		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101092	新增女NPC3		6006		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00002Body05_Lod0', 'Npc1FemaleMd00001Face']
101093	新增女NPC4		6006		['Npc1FemaleMd00003Hair02_Lod0', 'Npc1FemaleMd00002Body04_Lod0', 'Npc1FemaleMd00001Face']
101094	制服女NPC3（剧情）		6059		['Npc1FemaleMd00003Hair03_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101095	工作机器人		6060		
101096	男性构造体3（剧情）		6046		['Npc1MaleMd00003Hair01_Lod0', 'Npc1MaleMd00003Body_Lod0', 'Npc1MaleMd00002Face_Lod0']
101097	女性构造体3（剧情）		6048		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00003Body_Lod0', 'Npc1FemaleMd00002Face_Lod0']
101098	新增女NPC6（剧情）		6002		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00002Body02_Lod0', 'Npc1FemaleMd00001Face']
101099	新增女NPC7		6006		['Npc1FemaleMd00003Hair02_Lod0', 'Npc1FemaleMd00002Body03_Lod0', 'Npc1FemaleMd00001Face']
101100	新增女NPC8		6006		['Npc1FemaleMd00001Hair02_Lod0', 'Npc1FemaleMd00002Body02_Lod0', 'Npc1FemaleMd00001Face']
101101	新增女NPC9		6006		['Npc1FemaleMd00001Hair06_Lod0', 'Npc1FemaleMd00002Body03_Lod0', 'Npc1FemaleMd00001Face']
101102	新增男NPC4		6007		['Npc1MaleMd00003Hair05_Lod0', 'Npc1MaleMd00002Body03_Lod0', 'Npc1MaleMd00001Face']
101103	新增男NPC5（剧情）		6003		['Npc1MaleMd00003Hair04_Lod0', 'Npc1MaleMd00002Body04_Lod0', 'Npc1MaleMd00001Face']
101104	新增男NPC6		6007		['Npc1MaleMd00003Hair03_Lod0', 'Npc1MaleMd00002Body05_Lod0', 'Npc1MaleMd00001Face']
101105	带帽微笑库洛洛		6061		
101106	罗斯		6062		
101107	男性服务员2（剧情）		6003		['Npc1MaleMd00004Hair_Lod0', 'Npc1MaleMd00004Body_Lod0', 'Npc1MaleMd00003Face']
101108	男性服务员3（剧情）		6003		['Npc1MaleMd00003Hair02_Lod0', 'Npc1MaleMd00004Body_Lod0', 'Npc1MaleMd00003Face']
101109	男性服务员4（剧情）		6003		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00004Body_Lod0', 'Npc1MaleMd00003Face']
101110	女性服务员1（剧情）		6002		['Npc1FemaleMd00004Hair01_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101111	女性服务员2（剧情）		6002		['Npc1FemaleMd00001Hair03_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101112	女性服务员3（剧情）		6002		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101113	女性服务员4		6002		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101114	薇拉		6063		
101115	神丽芙		6064		
101116	制服女NPC4（剧情）		6002		['Npc1FemaleMd00004Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00003Face']
101117	女性服务员5		6006		['Npc1FemaleMd00004Hair02_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101118	女性服务员6		6006		['Npc1FemaleMd00004Hair03_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101119	女性服务员7		6006		['Npc1FemaleMd00004Hair04_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101120	女性服务员8		6006		['Npc1FemaleMd00004Hair05_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101121	女性服务员9（剧情）		6002		['Npc1FemaleMd00004Hair06_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101122	工作机器人紫爪		6065		
101123	工作机器人赫爪		6066		
101124	工作机器人蓝爪		6067		
101125	工作机器人绿爪		6068		
101126	制服女NPC1（生态）		6006		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101127	女X待机动作01（生态）		6006		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00002Body01_Lod0', 'Npc1FemaleMd00001Face']
101128	女X待机动作02（生态）		6006		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00002Body02_Lod0', 'Npc1FemaleMd00001Face']
101129	女X待机动作04（生态）		6006		['Npc1FemaleMd00002Hair04_Lod0', 'Npc1FemaleMd00002Body04_Lod0', 'Npc1FemaleMd00001Face']
101130	男y待机动作01（生态）		6007		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101131	男X待机动作01（生态）		6007		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00002Body03_Lod0', 'Npc1MaleMd00001Face']
101132	男X待机动作02（生态）		6007		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00002Body04_Lod0', 'Npc1MaleMd00001Face']
101133	男X待机动作03（生态）		6007		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00002Body05_Lod0', 'Npc1MaleMd00001Face']
101134	男X待机动作04（生态）		6007		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00002Body02_Lod0', 'Npc1MaleMd00001Face']
101135	PV三人气泡NPC休闲服女（生态）		6006		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00002Body04_Lod0', 'Npc1FemaleMd00001Face']
101136	PV三人气泡NPC制服女（生态）		6006		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101137	休息厅氛围组01女（生态）		6006		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101138	休息厅氛围组02男（生态）		6007		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00002Body03_Lod0', 'Npc1MaleMd00001Face']
101139	休息厅氛围组02男（生态）		6007		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00002Body04_Lod0', 'Npc1MaleMd00001Face']
101140	宿舍休闲女氛围01（生态）		6006		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00002Body02_Lod0', 'Npc1FemaleMd00001Face']
101141	宿舍氛围约会女（生态）		6006		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101142	宿舍氛围约会男（生态）		6007		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101143	空中花园员工（生态）		6006		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00002Body03_Lod0', 'Npc1FemaleMd00001Face']
101144	男性服务员1（生态）		6007		['Npc1MaleMd00001Hair04_Lod0', 'Npc1MaleMd00004Body_Lod0', 'Npc1MaleMd00003Face']
101145	男性构造体1（生态）		6007		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00003Body_Lod0', 'Npc1MaleMd00002Face_Lod0']
101146	男性构造体2（生态）		6007		['Npc1MaleMd00002Hair02_Lod0', 'Npc1MaleMd00003Body_Lod0', 'Npc1MaleMd00002Face_Lod0']
101147	女性构造体1（生态）		6006		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00003Body_Lod0', 'Npc1FemaleMd00002Face_Lod0']
101148	女性构造体2（生态）		6006		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00003Body_Lod0', 'Npc1FemaleMd00002Face_Lod0']
101149	新增男NPC3（生态）		6007		['Npc1MaleMd00004Hair_Lod0', 'Npc1MaleMd00002Body04_Lod0', 'Npc1MaleMd00001Face']
101150	新增男NPC4（生态）		6007		['Npc1MaleMd00004Hair_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101151	新增女NPC1（生态）		6006		['Npc1FemaleMd00001Hair02_Lod0', 'Npc1FemaleMd00002Body01_Lod0', 'Npc1FemaleMd00001Face']
101152	制服女NPC3（生态）		6006		['Npc1FemaleMd00003Hair03_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101153	男性构造体3（生态）		6007		['Npc1MaleMd00003Hair01_Lod0', 'Npc1MaleMd00003Body_Lod0', 'Npc1MaleMd00002Face_Lod0']
101154	女性构造体3（生态）		6006		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00003Body_Lod0', 'Npc1FemaleMd00002Face_Lod0']
101155	新增女NPC6（生态）		6006		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00002Body02_Lod0', 'Npc1FemaleMd00001Face']
101156	新增男NPC5（生态）		6007		['Npc1MaleMd00003Hair04_Lod0', 'Npc1MaleMd00002Body04_Lod0', 'Npc1MaleMd00001Face']
101157	男性服务员2（生态）		6007		['Npc1MaleMd00004Hair_Lod0', 'Npc1MaleMd00004Body_Lod0', 'Npc1MaleMd00003Face']
101158	男性服务员3（生态）		6007		['Npc1MaleMd00003Hair02_Lod0', 'Npc1MaleMd00004Body_Lod0', 'Npc1MaleMd00003Face']
101159	男性服务员4（生态）		6007		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00004Body_Lod0', 'Npc1MaleMd00003Face']
101160	女性服务员1（生态）		6006		['Npc1FemaleMd00004Hair01_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101161	女性服务员3（生态）		6006		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101162	制服女NPC4（生态）		6006		['Npc1FemaleMd00004Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00003Face']
101163	女性服务员9（生态）		6006		['Npc1FemaleMd00004Hair06_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101164	PV单人气泡NPC（生态）		6007		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101165	女性服务员2（生态）		6006		['Npc1FemaleMd00001Hair03_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101166	广场三人对话氛围组女（生态）		6006		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101167	新增金毛女（剧情）		6002		['Npc1FemaleMd00004Hair04_Lod0', 'Npc1FemaleMd00002Body04_Lod0', 'Npc1FemaleMd00003Face']
101168	新增金毛女（生态）		6006		['Npc1FemaleMd00004Hair04_Lod0', 'Npc1FemaleMd00002Body04_Lod0', 'Npc1FemaleMd00003Face']
101169	女指挥官		6069		['Com1ChieffMd01001Hair', 'Com1ChieffMd01001Face']
101170	蕾拉（剧情）		6070		
101171	卡列辉晓三阶-生态		6071		
101172	比安卡深痕-生态		6072		
101173	阿呆蛙		6073		
101174	薇拉灼惘-生态		6074		
101175	露西亚誓焰生态		6075	101	
101176	比安卡辉幕-生态		6076		
101177	赛琳娜希声-生态		6077		
101178	里超刻-生态		6078		
101179	曲启明-生态		6079		
101180	七实芒星之迹--生态		6080		
101181	枪兵白		6081		
101182	阿迪莱男NPC01(蓝色)		6003		['Npc1MaleMd00003Hair06_Lod0', 'Npc1MaleMd00006Body01_Lod0', 'Npc1MaleMd00003Face']
101183	阿迪莱男NPC02(蓝色)		6003		['Npc1MaleMd00003Hair04_Lod0', 'Npc1MaleMd00006Body01_Lod0', 'Npc1MaleMd00001Face']
101184	阿迪莱男NPC03(蓝色)		6003		['Npc1MaleMd00002Hair02_Lod0', 'Npc1MaleMd00006Body01_Lod0', 'Npc1MaleMd00003Face']
101185	阿迪莱男NPC01(黄色)		6003		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00006Body02_Lod0', 'Npc1MaleMd00003Face']
101186	阿迪莱男NPC02(黄色)		6003		['Npc1MaleMd00002Hair04_Lod0', 'Npc1MaleMd00006Body02_Lod0', 'Npc1MaleMd00001Face']
101187	阿迪莱男NPC03(黄色)		6003		['Npc1MaleMd00003Hair02_Lod0', 'Npc1MaleMd00006Body02_Lod0', 'Npc1MaleMd00003Face']
101188	阿迪莱男NPC01(红色)		6003		['Npc1MaleMd00001Hair02_Lod0', 'Npc1MaleMd00006Body03_Lod0', 'Npc1MaleMd00003Face']
101189	阿迪莱男NPC02(红色)		6003		['Npc1MaleMd00002Hair03_Lod0', 'Npc1MaleMd00006Body03_Lod0', 'Npc1MaleMd00001Face']
101190	阿迪莱男NPC03(红色)		6003		['Npc1MaleMd00003Hair01_Lod0', 'Npc1MaleMd00006Body03_Lod0', 'Npc1MaleMd00003Face']
101191	制服男NPC01(白色)		6003		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00007Body01_Lod0', 'Npc1MaleMd00003Face']
101192	制服男NPC02(白色)		6003		['Npc1MaleMd00002Hair02_Lod0', 'Npc1MaleMd00007Body01_Lod0', 'Npc1MaleMd00001Face']
101193	制服男NPC03(白色)		6003		['Npc1MaleMd00003Hair01_Lod0', 'Npc1MaleMd00007Body01_Lod0', 'Npc1MaleMd00003Face']
101194	制服男NPC01(灰色)		6003		['Npc1MaleMd00001Hair02_Lod0', 'Npc1MaleMd00007Body02_Lod0', 'Npc1MaleMd00003Face']
101195	制服男NPC02(灰色)		6003		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00007Body02_Lod0', 'Npc1MaleMd00001Face']
101196	制服男NPC03(灰色)		6003		['Npc1MaleMd00003Hair06_Lod0', 'Npc1MaleMd00007Body02_Lod0', 'Npc1MaleMd00003Face']
101197	制服男NPC01(粉色)		6003		['Npc1MaleMd00001Hair06_Lod0', 'Npc1MaleMd00007Body03_Lod0', 'Npc1MaleMd00003Face']
101198	制服男NPC02(粉色)		6003		['Npc1MaleMd00002Hair02_Lod0', 'Npc1MaleMd00007Body03_Lod0', 'Npc1MaleMd00001Face']
101199	制服男NPC03(粉色)		6003		['Npc1MaleMd00003Hair04_Lod0', 'Npc1MaleMd00007Body03_Lod0', 'Npc1MaleMd00003Face']
101200	咖啡厅玩法专用露西亚		6082		
101201	咖啡厅玩法专用比安卡		6083		
101202	咖啡厅玩法专用卡列		6084		
101203	九龙女NPC01(黑色)		6002		['Npc1FemaleMd00001Hair03_Lod0', 'Npc1FemaleMd00008Body01_Lod0', 'Npc1FemaleMd00001Face']
101204	九龙女NPC02(黑色)		6002		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00008Body01_Lod0', 'Npc1FemaleMd00001Face']
101205	九龙女NPC03(黑色)		6002		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00008Body01_Lod0', 'Npc1FemaleMd00001Face']
101206	九龙女NPC01(白色)		6002		['Npc1FemaleMd00001Hair02_Lod0', 'Npc1FemaleMd00008Body02_Lod0', 'Npc1FemaleMd00001Face']
101207	九龙女NPC02(白色)		6002		['Npc1FemaleMd00002Hair04_Lod0', 'Npc1FemaleMd00008Body02_Lod0', 'Npc1FemaleMd00001Face']
101208	九龙女NPC03(白色)		6002		['Npc1FemaleMd00004Hair01_Lod0', 'Npc1FemaleMd00008Body02_Lod0', 'Npc1FemaleMd00001Face']
101209	九龙女NPC01(蓝色)		6002		['Npc1FemaleMd00004Hair02_Lod0', 'Npc1FemaleMd00008Body03_Lod0', 'Npc1FemaleMd00001Face']
101210	九龙女NPC02(蓝色)		6002		['Npc1FemaleMd00001Hair05_Lod0', 'Npc1FemaleMd00008Body03_Lod0', 'Npc1FemaleMd00001Face']
101211	九龙女NPC03(蓝色)		6002		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00008Body03_Lod0', 'Npc1FemaleMd00001Face']
101212	九龙女NPC01(黯色)		6002		['Npc1FemaleMd00001Hair06_Lod0', 'Npc1FemaleMd00008Body04_Lod0', 'Npc1FemaleMd00001Face']
101213	九龙女NPC02(黯色)		6002		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00008Body04_Lod0', 'Npc1FemaleMd00001Face']
101214	九龙女NPC03(黯色)		6002		['Npc1FemaleMd00003Hair05_Lod0', 'Npc1FemaleMd00008Body04_Lod0', 'Npc1FemaleMd00001Face']
101215	阿迪莱男NPC01(蓝色生态2)		6086		['Npc1MaleMd00003Hair06_Lod0', 'Npc1MaleMd00006Body01_Lod0', 'Npc1MaleMd00003Face']
101216	九龙女NPC01(黑色生态2)		6085		['Npc1FemaleMd00001Hair03_Lod0', 'Npc1FemaleMd00008Body01_Lod0', 'Npc1FemaleMd00001Face']
101217	制服男NPC01(粉色生态2)		6086		['Npc1MaleMd00001Hair06_Lod0', 'Npc1MaleMd00007Body03_Lod0', 'Npc1MaleMd00003Face']
101218	阿迪莱男NPC02(蓝色生态2)		6086		['Npc1MaleMd00003Hair04_Lod0', 'Npc1MaleMd00006Body01_Lod0', 'Npc1MaleMd00001Face']
101219	阿迪莱男NPC03(蓝色生态2)		6086		['Npc1MaleMd00002Hair02_Lod0', 'Npc1MaleMd00006Body01_Lod0', 'Npc1MaleMd00003Face']
101220	阿迪莱男NPC01(黄色生态2)		6086		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00006Body02_Lod0', 'Npc1MaleMd00003Face']
101221	阿迪莱男NPC02(黄色生态2)		6086		['Npc1MaleMd00002Hair04_Lod0', 'Npc1MaleMd00006Body02_Lod0', 'Npc1MaleMd00001Face']
101222	阿迪莱男NPC03(黄色生态2)		6086		['Npc1MaleMd00003Hair02_Lod0', 'Npc1MaleMd00006Body02_Lod0', 'Npc1MaleMd00003Face']
101223	阿迪莱男NPC01(红色生态2)		6086		['Npc1MaleMd00001Hair02_Lod0', 'Npc1MaleMd00006Body03_Lod0', 'Npc1MaleMd00003Face']
101224	阿迪莱男NPC02(红色生态2)		6086		['Npc1MaleMd00002Hair03_Lod0', 'Npc1MaleMd00006Body03_Lod0', 'Npc1MaleMd00001Face']
101225	阿迪莱男NPC03(红色生态2)		6086		['Npc1MaleMd00003Hair01_Lod0', 'Npc1MaleMd00006Body03_Lod0', 'Npc1MaleMd00003Face']
101226	九龙女NPC02(黑色生态2)		6085		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00008Body01_Lod0', 'Npc1FemaleMd00001Face']
101227	九龙女NPC03(黑色生态2)		6085		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00008Body01_Lod0', 'Npc1FemaleMd00001Face']
101228	九龙女NPC01(白色生态2)		6085		['Npc1FemaleMd00001Hair02_Lod0', 'Npc1FemaleMd00008Body02_Lod0', 'Npc1FemaleMd00001Face']
101229	九龙女NPC02(白色生态2)		6085		['Npc1FemaleMd00002Hair04_Lod0', 'Npc1FemaleMd00008Body02_Lod0', 'Npc1FemaleMd00001Face']
101230	九龙女NPC03(白色生态2		6085		['Npc1FemaleMd00004Hair01_Lod0', 'Npc1FemaleMd00008Body02_Lod0', 'Npc1FemaleMd00001Face']
101231	九龙女NPC01(蓝色生态2)		6085		['Npc1FemaleMd00004Hair02_Lod0', 'Npc1FemaleMd00008Body03_Lod0', 'Npc1FemaleMd00001Face']
