Id	TargetType	EffectId	SubCoin	Describe	Quality	Icon	QualityIcon	HeadIcon	Name	QualityIconSmall	Effect	ShopBgQualityIcon	TipsQualityIconBg	QualityIconTips
11		6	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>前进6格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon06.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		前进6	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
12		6	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>前进6格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon06.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		前进6	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
13		7	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退1格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon07.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
14		7	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退1格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon07.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
15		8	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退2格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon08.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
16		8	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退2格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon08.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
17		9	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退3格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon09.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退3	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
18		9	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退3格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon09.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退3	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
19		10	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退4格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon10.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退4	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
20		10	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退4格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon10.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退4	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
21		11	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退5格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon11.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退5	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
22		11	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退5格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon11.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退5	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
23		12	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退6格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon12.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退6	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
24		12	10	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>后退6格</color>	1	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon12.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01.png		后退6	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards01-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards03.png
25		13	20	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>原地静止一次</color>（若在防御工事处静止，将会触发一次战斗）	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon13.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png		静止	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png
26		13	20	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>原地静止一次</color>（若在防御工事处静止，将会触发一次战斗）	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon13.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png		静止	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png
27		14	20	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>转向</color>（若在防御工事处转向，不触发战斗）	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon14.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png		转向	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png
28		14	20	可对<color=#f5b60b>主目标</color>使用，使主目标下回合行动替换为<color=#f5b60b>转向</color>（若在防御工事处转向，不触发战斗）	2	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCardIcon14.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png		转向	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png
29	1	15	20	可对<color=#f5b60b>格子</color>使用，主目标在回合结束时停留在此格上，会扣除<color=#f5b60b>200血量</color>（陷阱触发一次后消失）	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png		流血陷阱	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitGezi.prefab	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png
30	1	16	20	可对<color=#f5b60b>格子</color>使用，主目标在回合结束时停留在此格上，会扣除<color=#f5b60b>5%血量</color>（陷阱触发一次后消失）	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png		流血陷阱	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitGezi.prefab	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png
31		17	20	可对<color=#f5b60b>主目标</color>使用，直接扣除主目标<color=#f5b60b>200血量</color>	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png		真实伤害	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png
32		18	20	可对<color=#f5b60b>主目标</color>使用，直接扣除主目标<color=#f5b60b>5%血量</color>	2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02.png		真实伤害	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards02-2.png		Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards02.png
101	2	101	30	可对<color=#f5b60b>驻扎部队</color>使用，该驻扎部队战斗中<color=#f5b60b>连击每达到50下产生爆炸，造成攻击8000%的真实伤害</color>（永久生效）	3	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22050.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03.png		连击增幅	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03-2.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitBuff.prefab	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png
102	2	102	30	可对<color=#f5b60b>驻扎部队</color>使用，该驻扎部队战斗中<color=#f5b60b>切换下场后将会释放4000%攻击真实伤害冲击波，并且减少敌方100%额外伤害减免8秒</color>（永久生效）	3	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22060.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03.png		切换增幅	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03-2.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitBuff.prefab	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png
103	2	103	30	可对<color=#f5b60b>驻扎部队</color>使用，该驻扎部队战斗中<color=#f5b60b>释放必杀后给敌方添加腐蚀15秒，每秒造成1000%攻击真实伤害并减少10%全抗性，最多叠加2层</color>（永久生效）	3	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03.png		必杀增幅	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03-2.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitBuff.prefab	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png
104	2	104	30	可对<color=#f5b60b>驻扎部队</color>使用，该驻扎部队战斗中<color=#f5b60b>每次三消后，将会额外召唤一根光矛造成5000%攻击的真实伤害</color>（永久生效）	3	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03.png		信号增幅	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitCards03-2.png	Assets/Product/Effect/Prefab/FxTongyong/FxQRPursuitBuff.prefab	Assets/Product/Texture/Image/UiChessPursuit/ChessPursuitShopCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png	Assets/Product/Texture/Atlas/UiChessPursuit/ChessPursuitTipsCards01.png
