StoryId	Title	SummaryContent
ZX05211BA	醉狱谲笼·第十一节	莉莉丝带领原型构造体部队展开战场测试，在行动中接触升格网络，获得了冯·内古特赋予的帕弥什代码。
ZX05212BA	醉狱谲笼·第十二节	莉莉丝主动在「空中花园」释放帕弥什病毒，感染引发了初步的混乱，但被及时控制。
ZX05212EA	醉狱谲笼·第十二节	莉莉丝主动在「空中花园」释放帕弥什病毒，感染引发了初步的混乱，但被及时控制。
ZX05213EA	醉狱谲笼·第十三节	蒙扎诺以帕弥什为介质，部分实现了意识转移实验。
ZX05214BA	醉狱谲笼·第十四节	黑野关停孤儿院，并将实验候选人编入新成立的黑野情报机构。莉莉丝被洛普拉多斯首富收养，而斜奏被罗斯沃特以“保护”的名义软禁。两人初次分开。
ZX05215BA	醉狱谲笼·第十五节	「空中花园」的病毒浓度逐渐上升，蒙扎诺利用这一条件推行实验。莉莉丝亲手创造了让升格网络的筛选能够开始的场所。
ZX05216BA	醉狱谲笼·第十六节	构造体在升格网络蛊惑下发生大规模叛逃事件。斜奏在任务中遭遇流落荒野的不明构造体，进而对蒙扎诺和莉莉丝的真正下落产生怀疑。
ZX05217BA	醉狱谲笼·第十七节	黑野决定借助军部的力量调查升格者的活动。莉莉丝向蒙扎诺表达了真实意图，两人决裂。
ZX05217EA	醉狱谲笼·第十七节	黑野决定借助军部的力量调查升格者的活动。莉莉丝向蒙扎诺表达了真实意图，两人决裂。
ZX05218BA	醉狱谲笼·第十八节	黑野主动揭开「空中花园」的秘密：蒙扎诺建造的生态实验地堡。黑野邀请军部发起调查，隐瞒了凛冬计划依然在持续的事实。
ZX05219BA	醉狱谲笼·第十九节	斜奏带领清理部队进入蒙扎诺的地下设施，与莉莉丝对峙。莉莉丝出于两人共同的目标，迎战蒙扎诺。
ZX05219EA	醉狱谲笼·第十九节	斜奏带领清理部队进入蒙扎诺的地下设施，与莉莉丝对峙。莉莉丝出于两人共同的目标，迎战蒙扎诺。
ZX05220BA	醉狱谲笼·第二十节	莉莉丝利用升格网络的力量，绞杀了军部派遣的空中打击部队。冯·内古特邀请莉莉丝加入。
ZX05221BA	醉狱谲笼·第二十一节	莉莉丝开始接受冯·内古特的考核，与惑砂相遇。露娜遭黑野抓获，目前被囚禁于月面基地；而莉莉丝对阿尔法产生了兴趣。
ZX05301BA	梦赴光寥之乡·第一节	灰鸦的指挥官在空中花园休假期间，受艾拉邀请前往观剧。与此同时，伊利斯与依诺·卢娅在另一处对峙。
ZX05302BA	梦赴光寥之乡·第二节	灰鸦的指挥官来到艾拉的画室，被对方的画作吸引，诞生了不正常的感触。\n另一边，伊利斯正与丹黛菈一同在剧场中寻找乔纳森。
ZX05302EA	梦赴光寥之乡·第二节	混乱后，伊利斯保护着丹黛菈与乔纳森一同离开。
ZX05303BA	梦赴光寥之乡·第三节	接连的异常让灰鸦指挥官提高了警惕，与艾拉一同前往了生命之星进行检查。在这里，二人巧遇阿西莫夫，科学理事会发生的事情似乎与二人的处境存在奇妙关联。
ZX05304BA	梦赴光寥之乡·第四节	针对灰鸦指挥官身上的异常现象，空中花园展开调查。另一边乔纳森从伊利斯与丹黛菈口中了解到了事件的来龙去脉，以及自己接下来的命运。
ZX05305BA	梦赴光寥之乡·第五节	布偶熊协助灰鸦指挥官进行调查，线索直指一台没有任何注册信息，名为幻奏的机体，并和监察院的伊什梅尔形成了联系。
ZX05306BA	梦赴光寥之乡·第六节	追随线索，灰鸦指挥官和艾拉来到了位于地面保育区的仓库，却被不明敌人在中途拦截，双方展开交战。
ZX05306EA	梦赴光寥之乡·第六节	交战的硝烟散尽后，灰鸦指挥官发现自己独自来到了一个陌生的场所，遇到了一个陌生的人。
ZX05307BA	梦赴光寥之乡·第七节	灰鸦指挥官化名为法奥斯，和名为伊利斯的少女结识，一起踏上前往班恩的旅途。
ZX05308BA	梦赴光寥之乡·第八节	灰鸦指挥官和伊利斯通过一番伪装，潜入蒙塔利国际机场，成功制造了一场“没有任何受害者的袭击”。
ZX05309BA	梦赴光寥之乡·第九节	灰鸦指挥官失踪后，布偶熊和艾拉展开调查。空中花园，阿西莫夫经由入侵者留下的异常装置，意外有了新的发现……
ZX05310BA	梦赴光寥之乡·第十节	机场行动成功，乔纳森准备前往班恩城，在途中，伊利斯和法奥斯遇到了一处废弃的舞台……
ZX05311BA	梦赴光寥之乡·第十一节	前往班恩的路上，他们短暂驻足草原，度过了一段安静的时光。
ZX05312BA	梦赴光寥之乡·第十二节	四人成功抵达班恩首都，在黎明未出的晨曦中，伊利斯终于下定决心，和她的指挥告别。
ZX05312EA	梦赴光寥之乡·第十二节	伊利斯和她的指挥度过了愉快的一天。在黄昏中，分别的时刻降临。
ZX05313BA	梦赴光寥之乡·第十三节	“一切结束”，灰鸦的指挥官与伊利斯告别。然而回到原本时间的指挥官才意识到事件远非自己所想那般。
ZX05314BA	梦赴光寥之乡·第十四节	伊什梅尔回忆起了曾经和赛琳娜交谈过的一切，与此同时，指挥官也已经顺着“幻奏”机体的线索，找到伊什梅尔，获知了依诺·卢娅的信息。
ZX05315BA	梦赴光寥之乡·第十五节	伊利斯选择独自面对依诺·卢娅，另一边，指挥官已然察觉到不对。通过伊什梅尔的提示，指挥官决定尝试返回伊利斯所在的时间……
ZX05316BA	梦赴光寥之乡·第十六节	通过“回声”，灰鸦指挥官借用哈姆雷特“看”到了收到这些信件的时刻，也看到了伊利斯……或许应该叫她，赛琳娜。
ZX05317BA	梦赴光寥之乡·第十七节	穿过漫长的时间和距离，灰鸦指挥官终于追上了即将把自己放逐的赛琳娜，和她一同站在了依诺·卢娅的面前。
ZX05317EA	梦赴光寥之乡·第十七节	依诺·卢娅被打败了，她殊死一搏，却意外看到了灰鸦指挥官被封存的“记忆”……
ZX05318BA	梦赴光寥之乡·第十八节	故事的结局，大家返回了旅程最开始的地方，幸福地生活在一起……
ZX05401BA	逐生复始·第一节	141号城市附近出现不明身份的武装部队，在对抗感染体。指挥官奉命潜入141号城市调查。
ZX05402BA	逐生复始·第二节	指挥官的运输车在前往城市的过程中遭受袭击，在与感染体作战的过程中，一个神秘少女的身影若隐若现……
ZX05402EA	逐生复始·第二节	指挥官在废墟中发现了牺牲的学生，出于对战士的尊重，指挥官将她带上了运输车。
ZX05403BA	逐生复始·第三节	指挥官只身来到了一处被称作格斯特里戈的学院，学生们被称作兵器，执行着旷日持久的战斗。在这里，指挥官遇到了先前与自己并肩作战的神秘少女洁塔薇，她对指挥官十分感兴趣。
ZX05404BA	逐生复始·第四节	指挥官在校园里与名为白和艾维格的少女交流了解情报，但钟声忽然响起，又一场战斗开始了。由于潜入调查的限制，指挥官无法参与作战。指挥官在夜晚陷入噩梦，梦里的洁塔薇死去了
ZX05405BA	逐生复始·第五节	战役结束，学生们彼此搀扶着回到学院。指挥官在钟塔看到了正在维修自己的洁塔薇，她希望指挥官能够在下一次参与作战。
ZX05406BA	逐生复始·第六节	又一场战役开始，洁塔薇带着指挥官强行参战。由于指挥官的参与，这场战斗没有人员伤亡。另一边，阴影之下的某人似乎在计划引诱感染体进攻城市。
ZX05407BA	逐生复始·第七节	由于违抗命令，指挥官受到了玛尔塔的警告。洁塔薇在战斗后怀疑感染体的进攻具有指向性，决定依照白的日记前往141号城市进行调查。
ZX05408BA	逐生复始·第八节	循着日记上的指引，洁塔薇找到了一家奶茶店，她邀请指挥官在这里暂时休息。
ZX05408EA	逐生复始·第八节	随着最后一页翻过，众人已经调查了所有日记上的场所。艾维格忽然意识到了什么，感觉内心空落落的。
ZX05409BA	逐生复始·第九节	名叫霍斯特的男人找上指挥官，希望指挥官能够放弃继续指挥学生们。洁塔薇和指挥官跟踪着他，来到了一处被层层封锁的废墟里。
ZX05410BA	逐生复始·第十节	指挥官与洁塔薇在矩阵里四处搜寻，找到了牵引感染体的发信器。但在二人离开矩阵时，感染体的进攻已经来袭。
ZX05411BA	逐生复始·第十一节	洁塔薇和其他学生们将人群引导至学院内庇护。但由于感染体已经入侵城市中央，学生们的控制权被霍斯特夺取。形势岌岌可危。
ZX05412BA	逐生复始·第十二节	由于其他学生们都陷入紧急停机，洁塔薇只能一人独自守卫学院。
ZX05412EA	逐生复始·第十二节	洁塔薇在恍惚间又看到了矩阵的景象，在一番激烈的挣扎后，她仍然选择继续战斗，守护残缺不堪的现实。
ZX05413BA	逐生复始·第十三节	洁塔薇强撑着回到了安全的角落，但因能源枯竭而意识濒临溃散。指挥官在与洁塔薇的深层链接中触及到了自己曾经身为天选者的记忆数据。在又一次经历了“轮回”后，指挥官把洁塔薇溃散的意识捞了出来。
ZX05414BA	逐生复始·第十四节	执行部队的支援及时到达。调整状态后的洁塔薇与指挥官，追踪着小丑的踪迹，来到了一处形似游乐场的工厂。
ZX05414EA	逐生复始·第十四节	在工厂的一处控制台边，洁塔薇和指挥官发现了小丑的训练数据。这个个体是以莱博维茨的执行官的为样本而生成的，在无尽的训练中心智退行，将毁灭当成了游戏。
ZX05415BA	逐生复始·第十五节	洁塔薇和指挥官来到工厂深处，与小丑作最终决战。
ZX05415EA	逐生复始·第十五节	成功击败小丑后，洁塔薇与指挥官一同返回了空中花园。顺利解除了人为造成的危机，其他的学生们也获得了自由。
ZX05416BA	逐生复始·第十六节	霍斯特在小的时候生了一场重病；父母则因此买了一个与他一模一样的仿生人。等到他回到家中，发现这里已经没有了自己的位置。这使得他对智能机械的观念变得偏激，最终为141号城市、以及他自己带来了悲剧。
ZX05401YA	逐生复始·隐藏·第一节	新来的研究员赫塔作为助手被带往了一处实验室。实验室的主人，一位被称作唯的少女在接连的采样实验中变得极度虚弱；主管霍斯特却不理会她的状态，强行要求她尽早提交天选者模型。
ZX05402YA	逐生复始·隐藏·第二节	由于天选者过拟合的问题，唯在赫塔的帮助下尝试过滤记忆进行意识采样。在实验过程中，她回忆起自己被父亲殴打的童年。
ZX05403YA	逐生复始·隐藏·第三节	在被父亲抛弃后，幼年的唯独自一人前往寻找母亲。就在她终于为得到母亲的关爱而喜悦时，才忽然明白自己不过是被母亲利用的“船票”。感染体来袭，她被下水道的孩子怂恿着逃往出口，却在出口被感染体扯住脚踝。她只能一个人奋力逃生。
ZX05404YA	逐生复始·隐藏·第四节	采样结束，这一次的实验生成了一个有些奇妙的模型。唯将其命名为VI。然而，霍斯特却突然闯入，将VI带走。对VI的刺激性测试使得实验室的东西摔碎在地板上，担忧VI的唯夺门而出。
ZX05405YA	逐生复始·隐藏·第五节	在可怕的测试中，天选者的信号突然介入，为VI拦下了脉冲。就在两个模型都濒临崩溃时，唯将它们从测试中接了出来。
ZX05406YA	逐生复始·隐藏·第六节	刚刚完成浸入的指挥官在空中花园醒来，但却完全没有过程中的记忆。自称拉斯蒂的少女简单介绍了选中指挥官执行任务以及指挥官失忆的原因。
ZX05407YA	逐生复始·隐藏·第七节	VI的模型在唯的调试下脱离了崩溃的风险。但霍斯特又以进度的名义要挟唯交出模型胶囊。关键时刻，天选者的信号再次出现，以非法数据为证阻止了霍斯特的强夺。恼羞成怒的霍斯特不顾失控风险，加速了实验进度。
ZX05408YA	逐生复始·隐藏·第八节	VI的生日，唯外出采购了礼物“白箱”，却在矩阵的旁边看到了许多失控的感染体。担忧VI安全的唯不顾一切地向实验室冲了回去。
ZX05409YA	逐生复始·隐藏·第九节	回到VI的身边，唯已经身负重伤。为了让VI在高浓度的帕弥什中活下去，唯不得不开启了代号循生的觉醒训练。在陷入昏迷的最后时刻，唯打开了天选者的链接端口。指挥官的意识由此接入，并开启了与VI一同历练的循环。
ZX05501BA	末路燎原·第二节	2160年，就读于士官学院的薇拉参与了一场反恐行动，抢救出唯一一名幸存者。
ZX05501EA	末路燎原·第二节	监察院怀疑那名幸存者就是恐怖袭击的嫌疑人“海恩斯”。\n薇拉获得了监视嫌疑人的任务。
ZX05502BA	末路燎原·第三节	薇拉来到了军区医院，为了获得情报，她大胆与嫌疑人主动交流。\n正当她认定此人就是监察院要找的“海恩斯”、需要更高规格管控的时候，帕弥什灾难爆发了。混乱之中，海恩斯自尽。
ZX05503BA	末路燎原·第四节	时隔多年，早已成为黑野构造体的薇拉，又一次遇到了与帕弥什爆发前夕相似的景象。\n为了救下一个来自法奥斯军事学院的人类，她临时使用了任务需要带回的珍贵测试材料，填补了人类腹部的伤口。
ZX05504BA	末路燎原·第五节	得到救助的人类头部受创，偶尔会陷入“记忆重启”的困境。薇拉利用这点展开了欺瞒，快速了解了对方的情况。\n但来不及交流更多，感染体群就抵达了这座临时医疗点，薇拉带着人类撤离。
ZX05505BA	末路燎原·第六节	现在——在“蜂鸟”的遗骨上找到“钥匙”之后，灰鸦指挥官与薇拉跟随黑野成员汉尼夫登上了一艘海船，开启了寻找“秘密宝藏”的路途，却遭遇了一位冒充“罗伊德”的升格者的袭击。\n船只被击毁，众人落海，灰鸦指挥官被一只好奇的异合生物缠上了脚腕，险些溺水而亡。
ZX05506BA	末路燎原·第七节	回到过往——黑野构造体薇拉试图将这名受伤的人类带去黑野基地、上交任务所需的材料。但人类却在途中不断伸出援手，导致跟随二人的难民越来越多。
ZX05506EA	末路燎原·第七节	众人走入了一片轰炸区，在另一位法奥斯学生牺牲之后，人类从他手中接下了一只装有异常病毒样本的箱子，需要将其送往具备解析能力的基地。
ZX05507BA	末路燎原·第八节	众人得到了一位热心“汪老太”的救助，来到了附近的一座保育区，了解到了这场异常的具体情况，人类的同学凡妮莎和西蒙也恰好在这座保育区内。\n为了运送重要的病毒样本，一支混杂着黑野构造体、法奥斯学生、保育区驻扎人员的“民间队伍”就此组建。
ZX05508BA	末路燎原·第九节	现在——在一座孤岛的基因库内，一只被异合生物开始了“进化”，它被命名为“夏娃”。\n夏娃尝试理解人类的基因、记忆与情感。它离开基因库、在大海中发现了落水的灰鸦指挥官。但它还没来得及从这个人身上获取更多信息，就被薇拉强行拎出了海面。
ZX05509BA	末路燎原·第十节	被薇拉及时从海中救起的灰鸦指挥官苏醒了。刚才三人被升格者卷上了一座孤岛，薇拉与之交战，令其现出原形。两方对峙沟通后，灰鸦指挥官意识到必须杀死“夏娃”，不能让进化中的异合生物扩散壮大。\n另一边，空中花园也开始了行动，黑野见缝插针，决定派出距离海岛最近的运输机协助支援，并“顺手”投放一副属于薇拉的测试机体。
ZX05510EA	末路燎原·第十一节	绯耀机体几近报废。支援运输机抵达了海岛，但也很快坠毁。灰鸦指挥官在运输机残骸中找到了一副从未见过的薇拉新机体，开启了机体同步进程，但数据同步进程极其缓慢。\n为了阻止异合生物进化，走投无路的灰鸦指挥官决定带领汉尼夫进入基因库，击杀“夏娃”。
ZX05511BA	末路燎原·第十二节	回到过往——“民间队伍”出师不利，遭遇一场恶战，所幸一名叫莱亚的构造体及时赶到，协助062号保育区撤离人群，据说还带回了这场灾难的一名嫌疑人。\n撤离途中，薇拉惊觉莱亚捉回的那名“嫌疑人”叫海恩斯。
ZX05512BA	末路燎原·第十三节	这一位“海恩斯”和上一位在薇拉面前自尽的老人一模一样，他接受了加百列的引导，正在开展新的计划。在海恩斯的操作下，病毒又一次扩散，人类保护的那只样本箱也破损了。危急关头，人类用自己腹部伤口的测试材料堵住了样本箱的缺口。\n薇拉震撼于人类的选择，也决定帮助这个人达到目标。
ZX05513BA	末路燎原·第十四节	现在——灰鸦指挥官背着正在进行数据同步的薇拉，与汉尼夫进入了基因库中。\n灰鸦指挥官认出了汉尼夫身上的法奥斯徽章，汉尼夫也说出了自己的真实目的：他想来寻找一个叫“海恩斯”的人，这个名字与他的人生强相关。
ZX05514BA	末路燎原·第十五节	灰鸦指挥官和汉尼夫找到了“夏娃”，发现它热衷于模仿自己。\n除此之外，两人还听到了升格者与一位老人的对话，得知他们就是这场灾难的罪魁祸首，且基因库深处还有无数个静待孵化的胚胎。\n趁两位“反派”出现分歧，灰鸦指挥官利用“夏娃”和异合生物对抗升格者，但自己和汉尼夫也负伤严重，不得不分头行动——由汉尼夫去寻找并毁掉剩余的胚胎，自己则留在原地对抗敌人，并保护薇拉、等待她醒来。
ZX05515BA	末路燎原·第十六节	与此同时，薇拉灼惘机体的数据同步抵达尾声：记忆数据刚好重演到当年她与那名人类相处的最后时光。为了完成人类的目标，她拔出了机体的插栓，斩断了绳索，目送重伤的人类带着样本箱奔向基地。\n燃尽自我的时候，她意识到这一切都是意识海中的数据重演，决定回归现实。现实中，那个人——已经成长为灰鸦指挥官的那个人，一定正需要她。
ZX05516BA	末路燎原·第十七节	为了这场跨越多年的“重逢”，薇拉和灰鸦指挥官都在拼命挣扎。\n薇拉从黑野的系统手中夺回了灼惘机体的控制权。薇拉·灼惘适时苏醒，将夏娃击杀，救下了指挥官。
ZX05517BA	末路燎原·第十八节	薇拉杀死了所有挡路的异合生物，带领指挥官前去基因库深处，去追赶汉尼夫，去杀死又一个“海恩斯”。\n以各种方式回顾了过往的两人都有许多话想说，但时间还来不及。
ZX05518BA	末路燎原·第十九节	汉尼夫找到了那些胚胎，准备启动基地的自毁程序，却被老人海恩斯阻拦。海恩斯揭开了汉尼夫的身世真相，并邀请他成为下一个“海恩斯”。但汉尼夫决定亲手终结海恩斯的循环，与之搏斗。\n薇拉和灰鸦指挥官及时赶到，薇拉夺过了汉尼夫的杀意，杀死了海恩斯，几人目睹基因库陷入毁灭的烈焰中。\n但危机还没有结束，那名升格者还活着。薇拉决定留下，以全盛的姿态挑战升格者。
ZX05519BA	末路燎原·第二十节	在又一次折断自己之前，薇拉想起了自己的初心。她想起自己当年为什么决定帮助指挥官，也看清了自己与指挥官之间的联系。\n这一次，她自愿做指挥官的刀剑，她甘愿在这个人手中焚骨殆尽。
ZX05519EA	末路燎原·第二十节	薇拉战胜了升格者。最初的“罗伊德”低下头颅，消散在旧世界之中。\n而远处的莉莉丝，却好像察觉到了什么有趣的事物。
ZX05520BA	末路燎原·第二十一节	释放机体全部力量的薇拉果然失控了，她在滚烫的意识海中，借旧友之口回顾自己人生路上见证的种种英雄抉择。\n她以为这就是自己的终点，但命运并没有允许她离开——指挥官没有允许她离开。\n拒不接受潦草结局的指挥官强行链接了这位失控的构造体，夺回了她的意志，令刀锋归鞘。
ZX05521BA	末路燎原·第二十二节	空中花园的支援大部队将海岛三人都救了回去，没有人死去。指挥官在梦境中想起了过往种种，想起了毕业前夕、那个帮自己将病毒样本送去终点的红色构造体。\n再次睁眼时，薇拉就在眼前。\n凡妮莎带着清庭白鹭的全部成员前来探望，幸存的汉尼夫也做出了自己的选择，而指挥官收到了一只来源不明的包裹，里面是历代“罗伊德”的铭牌。
ZX05522EX	末路燎原·第二十三节	洛普拉多斯的荒郊，来自“空中花园”的灰鲭鲨火力小组开始怀疑“红线”之外是否还有新世界。在103次秘密探索时，灰鲭鲨终于得到机会去往“红线”之外，却惨遭击杀。\n幸存的队员罗伊德发现，整个洛普拉多斯都是“空中花园”的帕弥什试验场。
ZX05523EX	末路燎原·第二十四节	灰鲭鲨火力小组只剩罗伊德一人，他隐藏自我，开始暗中准备一场集体叛逃。\n终于有一天，他利用帕弥什病毒污染了试验场中枢，带领所有构造体一同逃出“空中花园”，而出逃之后才发现，整座“空中花园”都是虚假的，是一座建于地面的实验基地。\n全部出逃的构造体都死在了洛普拉多斯的风沙中，又一次，只有罗伊德一人活了下去。
ZX05524EX	末路燎原·第二十五节	罗伊德很幸运，被两名构造体救回了真正的空中花园。他珍惜这个“新世界”和每一位队友，便拼命厮杀，并宣称自己拥有“意识回传”的能力，逐渐获得了“不死身的罗伊”称号。\n但升格者加百列毁掉了这一切，他杀死了罗伊德的队友，带走了他的半个头颅，试图将他引导向升格的道路。
ZX05525EX	末路燎原·第二十六节	罗伊德拒绝加百列的邀请，执意返回空中花园，却发现空中花园为了维系意识回传的谎言，已经找人顶替了他的名字。失去归宿的罗伊德开始在大地上流浪。\n当他目睹自己景仰的队长也沦为“坏人”之后，他才惊觉错误并不全在于帕弥什，人类文明也已经自发朽烂了。\n他决心清理人类文明的腐肉，成为新世界的悬崖。
ZX05600BA	幻寂鸣泣曲·第零节	托马斯·赫尔试图利用异聚塔碎片逆转时空，但长久的失败逼疯了他，事情开始失控。
ZX05601BA	幻寂鸣泣曲·第一节	灰鸦小队接到地面某个保育区的求援信号，前往救援。在这里，他们遇到了一名神秘男子。
ZX05602BA	幻寂鸣泣曲·第二节	灰鸦小队跟随但丁与梵恩来到新奥克蕾镇。指挥官与但丁展开合作。众人从保育区得到的视频中发现维吉尔的踪迹。
ZX05603BA	幻寂鸣泣曲·第三节	在地面追寻异合生物踪迹的阿尔法遇到维吉尔，两人展开战斗。但异合生物异常的举动打断了两人。
ZX05603EA	幻寂鸣泣曲·第三节	在地面追寻异合生物踪迹的阿尔法遇到维吉尔，两人展开战斗。但异合生物异常的举动打断了两人。
ZX05604BA	幻寂鸣泣曲·第四节	阿尔法联系了灰鸦指挥官。此前，阿尔法与维吉尔从异合生物手中救下女孩莉卡，而莉卡宣称，她知道幕后黑手镜魔的消息。
ZX05605BA	幻寂鸣泣曲·第五节	得到幕后黑手镜魔消息的众人打算在新奥克蕾镇集合后，前往镜魔所在之地——巴别塔。
ZX05606BA	幻寂鸣泣曲·第六节	又一次击退异合生物的袭击后，新奥克蕾镇的居民正在庆祝短暂的和平。但丁与维吉尔似乎发现莉卡身上有些隐藏的秘密。
ZX05606EA	幻寂鸣泣曲·第六节	又一次击退异合生物的袭击后，新奥克蕾镇的居民正在庆祝短暂的和平。但丁与维吉尔似乎发现莉卡身上有些隐藏的秘密。
ZX05607BA	幻寂鸣泣曲·第七节	众人集合，前往巴别塔。面对铺天盖地的异合生物，但丁与维吉尔显露出强大的真魔人形态。
ZX05608BA	幻寂鸣泣曲·第八节	成功突破异合生物封锁的众人在巴别塔内进行探索。与此同时，塔外的异合生物也开始向新奥克蕾镇进击。
ZX05608EA	幻寂鸣泣曲·第八节	成功突破异合生物封锁的众人在巴别塔内进行探索。与此同时，塔外的异合生物也开始向新奥克蕾镇进击。
ZX05609BA	幻寂鸣泣曲·第九节	众人在巴别塔中发现之前被异合生物掳来的大量平民。露西亚、丽芙与里护送平民撤离，指挥官则跟随其他人继续登塔。在另一边，莉卡面对异合生物的袭击，爆发出强大的力量。
ZX05610BA	幻寂鸣泣曲·第十节	指挥官来到巴别塔38层，在这里发现这一层曾经是实验室的痕迹。指挥官决定在这里收集托马斯·赫尔的实验数据。
ZX05611BA	幻寂鸣泣曲·第十一节	新奥克蕾镇，莉卡回忆起过去的记忆，并打算前往巴别塔。
ZX05612BA	幻寂鸣泣曲·第十二节	但丁与维吉尔来到巴别塔40层，直面镜魔，战斗一触即发。
ZX05613BA	幻寂鸣泣曲·第十三节	面对恢复能力异常强大的镜魔，众人即便打败它，却无法终结这场战斗。面对这种情况，莉卡上前，做出了自己的选择。
ZX05613EA	幻寂鸣泣曲·第十三节	面对恢复能力异常强大的镜魔，众人即便打败它，却无法终结这场战斗。面对这种情况，莉卡上前，做出了自己的选择。
ZX05614BA	幻寂鸣泣曲·第十四节	巴别塔事件告一段落，但丁与维吉尔在空中花园度过了一段短暂的时光。从巴别塔中带出的资料发挥了作用，分别的时刻即将到来。
ZX05614EA	幻寂鸣泣曲·第十四节	巴别塔事件告一段落，但丁与维吉尔在空中花园度过了一段短暂的时光。从巴别塔中带出的资料发挥了作用，分别的时刻即将到来。
ZX05615BA	幻寂鸣泣曲·第十五节	普通的一天，维吉尔做了一个尝试。
ZX05701EA	覆海离声·第一节	比安卡的意识行走在风沙中，两侧有林立的废墟建筑出现，脚下的沙子慢慢泥泞，她陷落在漩涡中——
ZX05702BA	覆海离声·第二节	露西亚和指挥官接受了支援科波菲尔海洋博物馆的任务，与此同时，指挥官隐约再次出现“既视感”，看到了千子和比安卡陷落于海中红潮的景象。
ZX05703BA	覆海离声·第三节	比安卡和清理部队的一些成员正在海洋博物馆内，她们已经找到了“赤音神启”的成员，但仍然没有发现千子的踪迹。\n冯·内古特和惑砂正在这里尝试利用红潮孵化千子和异合人形双子残肢的结合体。
ZX05704BA	覆海离声·第四节	由于指挥官的“预警”，空中花园调整了这次任务的优先级，突击鹰和灰鸦一同前往作战，三头犬从另一个方向和他们一同汇合。\n海洋馆中的“热带鱼”记录了千子和比安卡来这里探索的情景。
ZX05705BA	覆海离声·第五节	空中花园的议员们不愿使用Ω武器协助清理海洋馆红潮。阿西莫夫带来消息，比安卡的深痕机体已经出现严重意识海偏移，或许需要启用新机体——晖暮。
ZX05706BA	覆海离声·第六节	指挥官一行人在海洋馆地下2层探索，他们遇到了自称“赤音神启”成员的构造体璐璐。
ZX05707BA	覆海离声·第七节	三头犬根据指挥官的情报，锁定了红潮出海口。但由于他们Ω武器数量不足，薇拉决定炸船沉海，利用为数不多的Ω武器堵住出水口。
ZX05708BA	覆海离声·第八节	无数异合生物从海洋馆红潮中诞生，比安卡为了断后受到重伤，赤音神启的格蕾丝背着比安卡勉力逃跑。\n与此同时，比安卡的新机体——晖暮，已经由工程部队带着一同落地。
ZX05709BA	覆海离声·第九节	在清理部队成员无法支撑下去的时候，指挥官一行人成功和比安卡汇合。\n工程部队的卡列尼娜和布偶熊携带比安卡的晖暮机体落地支援，已经进入海洋馆。
ZX05710BA	覆海离声·第十节	红潮涌动，指挥官再次看到一些奇怪画面。但这一次，空中花园已经提前做出应对，他们能否救下千子？\n冯·内古特的声音从扩音器响起，他邀请指挥官到指定区域一叙。
ZX05711BA	覆海离声·第十一节	比安卡在意识海中的幻境。千子尽力将比安卡从红潮中推了出去。
ZX05711EA	覆海离声·第十一节	比安卡更换新机体，赶往指挥官身边，在路途中，她隐约想起一些事情，或许属于这个时间，或许也不属于这个时间。
ZX05712BA	覆海离声·第十二节	千子最后将信息通过“既视感”传递给指挥官，指挥官猛然醒来，发现冯·内古特就在面前。
