Id	CharacterID	Pic	Title	Description	NextTrialID
15	1071002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Kalie01.png	炮斗战术	3次3消或释放必杀技后，卡列尼娜进入爆发状态，下次普通攻击将用远程炮击攻击，持续3秒	16
16	1071002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Kalie02.png	炮斗战术	3次3消或释放必杀技后，卡列尼娜进入爆发状态，下次普通攻击将用远程炮击攻击，持续3秒	17
17	1071002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Kalie03.png	常用连招	消除蓝色信号将怪物聚集，再释放必杀技造成范围伤害并触发被动爆裂模式打出高额伤害	18
18	1071002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Kalie04.png	常用连招	通过3消黄色信号标记怪物并进入爆裂模式，通过爆裂模式快速触发标记爆炸，造成物理及火属性伤害	15
19	1081002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Dubian01.png	疾驰幻影	任意3消标记的敌人，再次3消攻击被标记的敌人时，将释放能量分身，每次普通攻击时，分身攻击一次	20
20	1081002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Dubian02.png	偷袭	消除黄色信号快速穿至怪物后方，攻击目标后背触发“偷袭”效果，增加伤害	21
21	1081002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Dubian03.png	常用连招	消除黄色信号至怪物后方，消除蓝球色号攻击怪物后方时必定触发暴击	19
22	1021002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Luxiya01.png	红莲-引雷舞	消除蓝色信号或黄色信号会标记敌人，攻击被露西亚标记的敌人时，有概率引发落雷攻击目标，造成雷属性伤害	23
23	1021002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Luxiya02.png	常用连招	消除黄色信号释放雷电区域，然后3消红色信号增加额外攻击次数造成大量物理及雷属性伤害	22
24	1031002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Lifu01.png	逆白鹭领域	普通攻击和红球攻击标记的敌人，有概率召唤引雷。第5次将召唤EX引雷，造成雷属性伤害并治疗区域内友方单位	25
25	1031002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Lifu02.png	常用连招	3消红色信号，必定触发引雷	26
26	1031002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Lifu03.png	常用连招	消除黄色信号将怪物吸引后消除蓝色信号标记怪物，再通过普攻触发引雷被动	24
27	1061003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Shenwei01.png	战意	3消额外获得10点能量。一体双心状态下，物理抗性和暗属性抗性增加	28
28	1061003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Shenwei02.png	常用连招	必杀技状态下，使用任意3消快速回复能量，增加必杀技状态持续时间	27
29	1031003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Lifu01.png	女神连接系统	强化武器，增加普通攻击段数与伤害	30
30	1031003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Lifu02.png	常用连招	消除蓝色信号吸引怪物，通过消除黄色信号搭配普通攻击，增加攻击频率来增加触发被动“光罚”概率	31
31	1031003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Lifu03.png	常用连招	任意3消，叠加被动层数，恢复血量	29
32	1071003		热能系统	进入战斗后可根据技能等级获得初始热能。释放指定技能将获得热能。热能大于50%时，所有技能获得强化，处于热能状态时，火属性伤害增加	33
33	1071003		热能系统	消除蓝色信号球召唤飞行器，飞行器每次攻击增加热能	32
34	1011003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Li01.png	常用连招	任意3消+红球释放强化红球	34
35	1051003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Qishi01.png	超频共振	使用必杀技后，一段时间内增加移动速度且普通攻击变为火属性伤害并使目标火属性抗性降低	35
36	1021003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Luxiyaaerfa01.png	赤渊-刀光意	3消蓝色信号再次任意3消信号球，进入刀光意，信号球转化为特殊球，消除时释放剑气	36
37	1091002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Aila01.png	矢量色块	任意3消后+蓝球，释放矢量色块，蓄力时吸引敌人，额外伤害减免提升，且获得一个持续7秒的护盾，蓄力结束造成大范围伤害	37
38	1081003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Dubian01.png	寰宇振荡	任意3消后+红球，释放寰宇振荡，技能结束进入强化状态，普攻攻击将附加暗属性伤害	38
39	1041003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Bianka01.png	千钧一发	3消红色信号后+蓝球，进入狙击状态，普通攻击发射一支远距离雷电箭，持续6秒或成功发射出6箭后退出狙击状态	40
40	1041003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Bianka01.png	千钧一发	狙击状态下进行闪避时，紧接的下一次普通攻击蓄力时间会有所减少	39
41	1111002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Sufeiya01.png	战场补给	在释放普通攻击最后一式、3消、必杀及QTE击中敌人时会掉落能量球，拾取能量球将使友方角色回复生命值、增加火属性伤害	42
42	1111002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Sufeiya01.png	战场补给	能量球被拾取时，苏菲亚获得能量、热能值。热能值达到一定时，增加额外的攻击力	41
43	1121002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Kuluomu01.png	弧光之盾	任意3消后+蓝球，将会生成持续4秒的护盾。护盾持续时间结束或被新生成的护盾替换时，会使护盾爆炸，对附近目标造成雷属性伤害	43
44	1021004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Luxiya01.png	普通形态	普通形态下每次3消增加50%能量值和1个必杀点数，该状态下最多累积2个必杀点数	45
45	1021004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Luxiya01.png	形态切换	普通形态下使用变身可以切换至极寒形态，切换状态时角色为霸体状态。满能量值切换时将按3消规则重新排列现有信号球	46
46	1021004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Luxiya01.png	极寒形态	极寒形态下随时间消耗能量值，能量值存续期间增加冰属性伤害。同时每次3消增加1个必杀点数，该状态下最多累积4点	47
47	1021004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Luxiya01.png	终式－刹那冰华	极寒形态下积累的必杀点数越多，必杀技伤害越高；累积4个必杀点数将释放终式-刹那冰华。释放必杀技后能量值清零并回到普通形态	44
48	1131002		质量残像	超频值通过消除信号球，或随时间自动获得；超频值足够时，长按普通攻击按钮释放核心攻击	49
49	1131002		质量残像	核心攻击造成范围暗属性伤害，对近身目标造成物理伤害；释放核心攻击会消耗超频值并获得能量	48
50	1511003		本能解放	必杀技：进入狂噬状态，获得暗噬值并随时间消耗，狂噬状态期间全程霸体，当消耗所有能量值时，退出狂噬状态	51
51	1511003		本能解放	狂噬状态中受到伤害时消耗暗噬值抵消，进入超算空间时，不随时间消耗暗噬值	52
52	1511003		本能解放	狂噬状态中使用特殊红、黄、蓝信号球，每个信号球上限1个。任意消除均视为3消，且被消耗的信号球在2秒后重新获得，最多恢复3个信号球	53
53	1511003		狂气涌动	核心被动：普通状态下任意3消可积攒狂气层数，最多3层，狂气层数满后，任意3消获得额外必杀能量值	54
54	1511003		狂气涌动	进入狂噬状态时，消耗所有狂气层数，狂噬状态期间，根据消耗的狂气层数获得伤害加成	50
55	1141003		蓄力攻击	长按普攻可进行蓄力攻击，根据蓄力时间长短分别释放【小型电磁炮】或【中型电磁炮】进行直线贯通攻击	56
56	1141003		技能强化	罗塞塔拥有最多3个能量点，任意3消时会消耗1个能量点强化技能并获得伤害加成	57
57	1141003		必杀强化	释放必杀时，将会消耗最多2个能量点，根据消耗的能量点数获得相应的必杀伤害加成	58
58	1141003		广域电磁炮	当消耗所有能量点时，罗塞塔进入满载状态，长按普攻蓄力，蓄力到最大时长时释放【广域电磁炮】；释放【广域电磁炮】的8秒后，罗塞塔将重新恢复3个能量点	55
59	1521003		同调值	曲的同调值上限为60点，消除信号球时，按照消除数量分别获得10/20/30点同调值，同调值充满后会强化信号球	60
60	1521003		强化信号球	强化信号球只能单消，消除时释放3消技能和凝结效果，消耗20点同调值，但无法获得能量	61
61	1521003		意志凝结	状态存续期间每秒消耗5点同调值，同调值为0后退出意志凝结状态并取消信号球强化效果	59
62	1161002		追击	常羽的第一个信号球为常驻的追击球，三消信号球后，追击球会亮起一段时间变为可以点击	63
63	1161002		追击	点击后会根据触发条件释放不同的追击技能，追击技能释放后将会额外增加必杀技能量值	62
64	1171003		湮灭奇点	露娜拥有上限为60点的湮灭值，3消后获得15点，且下一次任意消视为3消。拥有至少15点湮灭值后，长按普攻按钮进入湮灭状态	65
65	1171003		湮灭奇点	进入湮灭状态时获得霸体状态，并根据湮灭值获得最多4个湮灭球。释放湮灭球造成伤害并获得10点能量值	66
66	1171003		湮灭奇点	湮灭状态下普通攻击将消耗5点湮灭值，湮灭值为0或者切换下场后退出湮灭状态	64
67	1181003		刃构型	3消黄色信号球后，再次3消任意信号球进入战斗姿态，普通攻击，红色和黄色信号球技能附带额外剑气，红色信号球可叠加数据修正效果，提高物理伤害。	67
68	1191003		超频速攻	任意3消后，消球栏最右边会新增对应颜色的超频指示器，点击超频指示器可消除对应颜色的所有信号球，释放核心技能。	68
69	1201003		实验原型	任意3消后，会召唤POD辅助机对前方敌人发射追踪导弹，获得POD：护盾。POD：护盾充满后可释放必杀，开启狂战士模式。	69
70	1211002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Wanshi01.png	寒流具象	任意3消后1s内，按下普攻进入【战术射击姿态】，按住普攻可以保持【战术射击姿态】，松开普攻可触发【绽放射击】。	71
71	1211002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Wanshi01.png	寒流具象	【绽放射击】的撤步过程带有闪避判定，如果撤步过程中成功闪避，则强化随后的狙击。	70
72	1531003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Sailinna01.png	三度叠置	任意3消后，获得对应颜色的【三和音】，再次消球获得【音律值】并触发和弦。	73
73	1531003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Sailinna01.png	三度叠置	与【三和音】相同颜色的和弦会触发【协奏】，造成雷属性伤害；与【三和音】不同颜色的和弦会触发【独奏】，自身伤害增加。	72
74	1121003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Kuluomu01.png	寒魄知源	在非【寒魄】状态下使用【消耗护盾的任意三消】、在【寒魄】状态下使用【寒魄强袭】或任意三消均可使自身进入【凝体寒霜】状态	75
75	1121003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Kuluomu01.png	寒魄知源	库洛姆在【凝体寒霜】状态下受到攻击将无效化本次攻击并对敌人施加减速。	76
76	1121003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Kuluomu01.png	寒魄知源	库洛姆升阶会让【凝体寒霜】状态的减速效果升级为冻结效果，并提高对敌人的伤害	74
77	1221002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Twentyone01.png	影棱集聚	21号的普攻可以凝聚影棱能量，达到4点时下次普攻将清空能量生成一座【暮光矩阵】，击倒目标并造成暗属性伤害。	78
78	1221002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Twentyone01.png	影棱集聚	21号释放影棱攻击时，协作子机会释放【力场波】协助攻击并引爆【暮光矩阵】，造成额外伤害。	79
79	1221002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Twentyone01.png	影棱集聚	21号失控（受击、倒地等）时，可以使用闪避键进行【强制闪避】，解除失控状态并向目标释放一座【暮光矩阵】。	77
80	1131003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Weila01.png	降雷坠	任意3消后接普攻会叠加一层【电荷缠绕】效果，最多3层。	81
81	1131003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Weila01.png	降雷坠	拥有【电荷缠绕】效果时，长按普攻可使用【降雷坠】，造成大范围雷属性伤害并施加减少目标雷属性抗性的【乱流干扰】效果。	82
82	1131003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Weila01.png	降雷坠	使用【降雷坠】会消耗所有的【电荷缠绕】层数，消耗层数越多，造成伤害越高。	80
83	1541003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Luolan01.png	虚像艺术	普攻第2/3/4段时，点击白色信号球可释放不同的连段攻击并获得10/20/30点虚赝值。	84
84	1541003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Luolan01.png	虚像艺术	虚赝值足够时，点击信号球释放技能并获得能量。	85
85	1541003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Luolan01.png	虚像艺术	超算空间的消球强化效果改为下一次信号球释放无消耗。释放必杀技后获得1个焚烈球，可释放多道焚烈弹。	83
86	1031004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Lifu01.png	永昼颂歌	普攻与消球可积累祷告值。祷告值满时，双击闪避将开启祷告，期间可以输入两组信号球。	87
87	1031004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Lifu01.png	永昼颂歌	输入两组同色信号球释放纯挚宣誓造成范围伤害，输入两组异色信号球释放纷乱宣誓对敌人与丽芙·极昼造成可闪避的无差别攻击。	88
88	1031004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Lifu01.png	永昼颂歌	祷告中输入的信号球越多，造成伤害越高；此外，每次输入信号球还会对敌人造成伤害与禁锢效果，并为我方提供恢复生命值。	89
89	1031004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Lifu01.png	永昼颂歌	必杀期间开启祷告可以输入3组信号球，且无视颜色。	90
90	1031004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Lifu01.png	永昼颂歌	【永昼颂歌】技能等级提升至22级，进入祷告状态时会额外随机获得一颗信号球。	86
91	1531004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Sailinna01.png	幻乐崩影	释放3消或必杀的特殊信号球时，在技能释放过程中拖动摇杆，将打断当前技能并向摇杆方向释放派生技能，造成大量暗属性伤害。	92
92	1531004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Sailinna01.png	幻乐崩影	那之后，召唤一个残影，残影会继续释放被打断的当前技能。	91
93	1551003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Pulao01.png	踏雪游龙	消耗20必杀能量释放灵刃·御龙掷，召唤并投出回旋龙厄；回旋龙厄存在时，蒲牢可以长按必杀消耗100必杀能量释放灵刃·落星破。	94
94	1551003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Pulao01.png	踏雪游龙	蒲牢的普攻/消球可获得龙劲点数，消球时若撞击到回旋龙厄，将消耗龙劲点数释放核心攻击，随后使用普攻键可以追加多次核心攻击。	95
95	1551003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Pulao01.png	踏雪游龙	回旋龙厄存在时，可以随时点击必杀按钮呼唤回旋龙厄回到蒲牢身边。	93
96	1051004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4R4Yongyechao.png	熔钢之魂	七实·遥星之座可在长按闪避或释放量子压缩弹/燃炎轰炸进入滑行模式，期间可无间隔释放上述技能。	97
97	1051004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4R4Yongyechao.png	熔钢之魂	开启必杀进入“轰隆隆”状态，该状态下，七实·遥星之座获得压力槽，上限200点。	98
98	1051004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4R4Yongyechao.png	熔钢之魂	普攻命中敌人时，可以通过长按普攻进入“滋滋滋”状态，在该状态的不同时间窗口内松开普攻，可触发“哎呀可惜~”或“简直完美！”。	99
99	1051004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4R4Yongyechao.png	熔钢之魂	“哎呀可惜~”/“简直完美！”释放时分别积攒80/120点压力值和32/48点必杀能量。	100
100	1051004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4R4Yongyechao.png	熔钢之魂	当压力值为200点时，长按至极限可消耗所有压力值释放“激燃冲角”。	101
101	1051004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4R4Yongyechao.png	熔钢之魂	激燃冲角：回复60点必杀能量，造成该段钢魂连斩“简直完美！”伤害倍率，且每点压力值提高0.25%基础伤害；结算后记录该次伤害。	102
102	1051004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4R4Yongyechao.png	熔钢之魂	“轰隆隆”状态下，必杀能量满后可释放释放万兆创星击，释放时将再次造成50%记录伤害并清除记录。	96
103	1561003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Hakama.png	巡猎指令	长按闪避激活凛寒进程，凛寒进程蓄力完成时松开闪避释放凛寒，造成冰属性伤害。	104
104	1561003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Hakama.png	巡猎指令	若未蓄满松开闪避，则不进行攻击，且凛寒进程缓慢回落。	105
105	1561003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Hakama.png	巡猎指令	蓄力过程中受击时，若有足够的闪避值，则会再扣除闪避值并进行闪现，该效果有1.5秒的冷却时间。	106
106	1561003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Hakama.png	巡猎指令	装备专属意识【艾夏】时，【凛寒】会对被二段必杀技【封冻】的敌人造成额外伤害。	103
107	1071004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Kalienina1.png	深空漫步	当卡列尼娜·辉晓球槽存在一组三消球或超算空间的消球强化效果时，可长按普攻进入蓄力状态，蓄力状态下霸体并获得减伤。	108
108	1071004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Kalienina1.png	深空漫步	蓄力状态下持续消耗三消球，每组三消获得20点反重力能量，最多可消耗两组三消。	109
109	1071004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Kalienina1.png	深空漫步	蓄力完成后释放跃升击，跃向空中造成暗属性伤害；蓄力消耗了两组三消时，跃升击基础伤害提高。	110
110	1071004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Kalienina1.png	深空漫步	当卡列尼娜·辉晓在空中时，可连续点击普攻释放辉耀旋击造成暗属性伤害，且增加滞空时间和旋转速度。	111
111	1071004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Kalienina1.png	深空漫步	落地时会触发重力过载，造成暗属性伤害，并扣除反重力能量，同时获得必杀能量。	112
112	1071004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Kalienina1.png	深空漫步	若此时卡列尼娜·辉晓的反重力能量不小于20点，则可以再次跃升，直到其反重力能量不足。	113
113	1071004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Kalienina1.png	深空漫步	在反重力状态下可闪避释放制空回旋，吸附并击飞周围敌人，造成暗属性伤害，并回复20点反重力能量（每10秒只能触发一次）。	114
114	1071004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Kalienina1.png	深空漫步	若闪避触发超算空间，则释放折返斥力吸附并击飞周围敌人，造成暗属性伤害，并回复40点反重力能量。	115
115	1071004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Kalienina1.png	深空漫步	辉耀旋击将积累动能值，在反重力状态下释放星碎地平线时，将根据动能值提升必杀伤害。	107
116	1571003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Nuoan01.png	升华之钥	逆旅任意三消后，停止点击普攻或连点普攻超过一段时间后则自动出派生。	117
117	1571003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Nuoan01.png	升华之钥	三消后点击普攻为升华能量充能，释放派生时清空能量并附带额外伤害。	118
118	1571003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Nuoan01.png	升华之钥	若档位小于3，升华能量清空时，会把充能进度复制给目标转速。	119
119	1571003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Nuoan01.png	升华之钥	若档位小于3，且派生时升华能量大于目标转速，则提升一级档位。	120
120	1571003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Nuoan01.png	升华之钥	档位等于3，则派生时消耗所有档位和充能进度附加大量伤害，并清空所有进度。	116
121	1041004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Bianka.png	垂灯耀目	长按闪避激活照域，残灯球可与同色信号球一起消除	122
122	1041004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Bianka.png	垂灯耀目	照域内消球，可积累残光值	123
123	1041004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Bianka.png	剑痕刻渊	开启一段必杀后，深痕进入剑形态，此时无法获得信号球	124
124	1041004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Bianka.png	剑痕刻渊	剑形态下，四段普攻或闪避成功，长按普攻触发灯影剑舞	125
125	1041004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Bianka.png	剑痕刻渊	剑形态下积累满大招后，可释放照渊	121
126	1231002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Bangbinata.png	提线牵丝	长按普攻消耗跃痕值进入提线牵丝状态，持续释放普通攻击	127
127	1231002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Bangbinata.png	独幕跃痕	提线牵丝状态下受击/松开普攻，邦比纳塔跃起，进入独幕跃痕状态	128
128	1231002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Bangbinata.png	轻步行进	独幕跃痕状态时，消耗信号球可使出轻步行进，三消时遗忘该颜色球（不再获得此颜色球）	129
129	1231002	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Bangbinata.png	无线牢笼	释放后忆起所有颜色球	126
130	1011004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Liang.png	命运刻录	在超维空间外释放的三消会被记录，可在超维空间内重新获取	131
131	1011004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Liang.png	现界穿越	超维条充满时，长按普攻触发超维空间	132
132	1011004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Liang.png	维度观测者	在超维空间内释放三消，红/黄球会被强化，同时获得视点	133
133	1011004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Liang.png	界域崩解	在超维空间内，点击必杀，触发界域崩解，根据消耗的视点造成伤害	134
134	1011004	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR4Liang.png	时序终焉	在超维空间外，消耗90点必杀能量，点击必杀照成大量范围火属性伤害	130
135	1091003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Aila01.png	混色·概念碰撞	填充的辅助色与主题色异色时，长按普攻触发，艾拉获得额外伤害加成提高	139
136	1091003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Aila01.png	纯色·主题强调	填充的辅助色与主题色同色时，长按普攻触发，艾拉获得冰属性伤害加成提高	135
137	1091003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Aila01.png	底色渲染	消耗80点必杀能量开启作画领域	136
138	1091003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Aila01.png	幻彩笔触	在作画领域内，消球触发滑行，撞击造成伤害，同时消耗备用颜料获得同色三消球，三消时提高点墨成绘伤害	137
139	1091003	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Aila01.png	点墨成绘	在作画领域内点击必杀触发	138
140	1021005	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR5Luxiya.png	囚影·乱霆开曜	开启一段必杀后，转为使用大太刀	144
141	1021005	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR5Luxiya.png	刃碎纷缭	闪避后/第四段普攻后，刀上出现闪光时，连续点击普攻释放剑气	140
142	1021005	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR5Luxiya.png	无念刹那	满剑势时长按闪避后松开释放无念刹那，激活无念架势	141
