Id	SpriteUrl	PrefabUrl	IsIgnoreSprite
120	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBg/UiSkyGardenSGDroneGameStageSkyBG02.png	Assets/Product/Ui/SceneObjectPrefab/BigWorld/SkyGarden/UiSkyGardenSGDrone/UiSkyGardenSGDroneGameStageBackground.prefab	
121	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageIcon/UiSkyGardenSGDroneGameStageScope01.png	Assets/Product/Ui/SceneObjectPrefab/BigWorld/SkyGarden/UiSkyGardenSGDrone/UiSkyGardenSGDroneGameStageScope01.prefab	True
122	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageIcon/UiSkyGardenSGDroneGameStageAttack01.png	Assets/Product/Ui/SceneObjectPrefab/BigWorld/SkyGarden/UiSkyGardenSGDrone/UiSkyGardenSGDroneGameStageAttack01.prefab	True
123	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBgIcon/UiSkyGardenSGDroneGameStageSkyBgIconStardust01.png		
124	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBgIcon/UiSkyGardenSGDroneGameStageSkyBgIconStardust02.png		
125	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBgIcon/UiSkyGardenSGDroneGameStageSkyBgIconStardust03.png		
126	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBgIcon/UiSkyGardenSGDroneGameStageSkyBgIconStardust04.png		
127	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBgIcon/UiSkyGardenSGDroneGameStageSkyBgIconStardust05.png		
128	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBgIcon/UiSkyGardenSGDroneGameStageSkyBgIconStardust06.png		
129	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBgIcon/UiSkyGardenSGDroneGameStageSkyBgIconStardust07.png		
130	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBgIcon/UiSkyGardenSGDroneGameStageSkyBgIconStardust09.png		
131	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBgIcon/UiSkyGardenSGDroneGameStageSkyBgIconStardust10.png		
132	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBgIcon/UiSkyGardenSGDroneGameStageSkyBgIconStardust11.png		
133	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenSGDrone/StageSkyBgIcon/UiSkyGardenSGDroneGameStageSkyBgIconStardust08.png		
