Id	Name	Model	ScriptId	InteractEffectNames	DeathEffectNames	UseDistanceDither	DefaultActionId	DyingTime	StreamingLoadRange	AnimationControllerName	PrefabName
37	猫猫门	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek01_38MaomenAni.prefab				True					
38	沙发	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek02_12Sofa_Character.prefab				True					
39	桌子	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek02_13Table_Character.prefab				True					
40	板凳	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek02_14Chair_Character.prefab				True					
41	黄色马卡龙	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek02_15Sofa01_Character.prefab				True					
42	绿色马卡龙	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek02_15Sofa02_Character.prefab				True					
43	紫色马卡龙	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek02_15Sofa03_Character.prefab				True					
44	粉色马卡龙	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek02_15Sofa04_Character.prefab				True					
45	小狗柜子	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek02_18Container_Character.prefab				True					
46	围栏	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek02_22Fence_Character.prefab				True					
47	发财树	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek02_45Plant_Character.prefab				True					
48	库洛洛的天线	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/Npc1KuroMd00001Aerial.prefab				True					
49	初级宝箱	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_008Chestlv01_Ani.prefab		['FxChestlv08']		True		1.5			
50	中级宝箱	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_009Chestlv02_Ani.prefab		['FxChestlv09']		True		1.5			
51	高级宝箱	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_010Chestlv03_Ani.prefab		['FxChestlv10']		True		1.5			
52	操作设备	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_Terminal.prefab				True					
53	马卡龙	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_Terminal.prefab				True					
54	兔子点心	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_011Tudianxin.prefab				True					
55	笔记	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_013Handbook01.prefab				True					
56	数据屏	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_013Handbook02.prefab				True					
57	沙发	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_Furnishing01.prefab				True					
58	长凳	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_Bench01_02.prefab				True					
59	短凳	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_Bench01_01.prefab				True					
60	露天广场-食品店	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_bakery01.prefab				True					
61	广告牌	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_ST_Guanggaota.prefab				True			300.0		
62	遮阳棚	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_Dingpeng01.prefab				True					
63	宿舍物件_摆件架	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_013diyBox.prefab				True					
64	宿舍物件_照片墙	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_013diyqiang.prefab				True					
65	宿舍物件3	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_Diy03.prefab				True					
66	宿舍物件4	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_Diy04.prefab				True					
67	宿舍物件5	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_Diy05.prefab				True					
68	宿舍物件6	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_Diy06.prefab				True					
69	宿舍物件7	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_Diy07.prefab				True					
70	垃圾桶	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_12Lajitong.prefab				True					
71	小车	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_09Huowuche.prefab				True					
72	购物车	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_11Gouwuche.prefab				True					
73	购物篮	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_11Gouwulan.prefab				True					
74	指示牌	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_03Zhishipai.prefab				True					
75	小车2	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_09Huowuche.prefab				True					
76	自动付款机	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_08Shoukuanji.prefab				True					
77	水桶	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_06Tong.prefab				True					
78	货柜	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_08Shuiguozhuo.prefab				True					
79	变电箱	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_10Dianxiang.prefab				True					
80	消防箱	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_10Xiaofang01.prefab				True					
81	露天广场-占卜店	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_Zhanbudian01.prefab				True					
82	露天广场-服装店	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_Clothstore01.prefab				True					
83	露天广场-花店	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_Huadian01.prefab				True					
84	露天广场-书店	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_Shudian01.prefab				True					
85	露天广场-甜品店	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_Cakeshop01.prefab				True					
86	露天广场-辅助机店	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_Fzjshop01.prefab				True					
87	露天广场-雪松商店	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_Snowshop01.prefab				True					
88	露天广场-九龙商会	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_jiulongshop01.prefab				True					
89	露天广场-阿迪莱商会	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_Adilaishop01.prefab				True					
90	露天广场-海洋之心	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_BD_Oceanshop01.prefab				True					
91	方茶几	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_Furnishing01_02.prefab				True					
92	圆桌	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_Zhuoyi01_01.prefab				True					
93	靠背椅	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_Zhuoyi01_02.prefab				True					
94	高脚凳	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_Zhuoyi01_03.prefab				True					
95	站立桌子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Res_WG_Object01_01.prefab				True					
96	咖啡吧台	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Res_JH_Batai01.prefab				True					
97	商场门	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_30Men01Ani.prefab				True					
98	跳跃底座1	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_04Prop01.prefab				True					
99	跳跃底座2	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_04Prop05.prefab				True					
100	跳跃底座3	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_04Prop03.prefab				True					
101	跳跃底座4	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_04Prop06.prefab				True					
102	传送带	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek03_17Diantilumian.prefab				True					
103	跳跳乐平台01	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_Jumpbase.prefab				True	6003				
104	宿舍物件_照片竖版	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_003Wujian02.prefab				True					
105	宿舍物件_照片横版	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_003Wujian01.prefab				True					
106	露天广场-广告条01	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_LED_002Pingmu01.prefab				True					
107	跳跳乐传送带	Assets/Product/BigWorld/SkyGarden_JumpPlayer/TempPrefabs/SG_JH_WG_JiaSu.prefab				True					
108	宿舍摆件_阿呆蛙	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_WG_032Qingwa.prefab				True					
109	宿舍摆件_2	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_sushe_31Xiong01.prefab				True					
110	宿舍摆件_3	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_sushe_19Liushengji.prefab				True					
111	跳跳乐平台02	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_Jump01.prefab				True					
112	咖啡厅交互	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_CafeGhost.prefab				True					
113	跳跳乐平台阻挡	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_Jumpwait.prefab				True					
115	空花电梯	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pun_BD_Dianti01.prefab				True					
116	信标传送点	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_006Teleporter_Ani.prefab				True					
117	酒吧靠背梯形	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_001Sofa.prefab				True					
118	酒吧靠背三角	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_002Sofa.prefab				True					
119	酒吧三角	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_004Sofa.prefab				True					
120	酒吧梯形	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_003Sofa.prefab				True					
121	酒吧茶几	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_001Zhuozi.prefab				True					
122	酒吧散台	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_002Zhuzi.prefab				True					
123	酒吧高脚凳	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_002Yizi.prefab				True					
124	交互闪光1	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_Touch_01.prefab				True					
125	交互闪光2	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_Touch_02.prefab				True					
126	充电桩	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_003Quanxi02.prefab				True					
127	发光灯	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Effect_Light.prefab				True					
128	商店街等级椅1	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_Berth01.prefab				True					
129	商店街等级椅2	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_Berth02.prefab				True					
130	商店街等级椅3	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_Berth03.prefab				True					
131	商店街等级椅4	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_Berth04.prefab				True					
132	商店街等级椅5	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_Berth05.prefab				True					
133	商店街等级椅6	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_Berth06.prefab				True					
134	垃圾桶	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_Dustbin01_01.prefab				True					
135	咖啡杯	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Kafeibei01.prefab				True					
136	咖啡垫	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Res_WG_Coffee02_07.prefab				True					
137	数据屏2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Pla_JH_013Handbook03.prefab				True					
138	数据屏3	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_002Menu.prefab				True					
139	跳跳乐螺母	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Pla_JH_JumpLuomu.prefab			['FxSkyGardenJumpLuomuHit']	True		0.2			
140	跳跳乐浮动平台	Assets/Product/BigWorld/SkyGarden_JumpPlayer/TempPrefabs/SG_Ttl_WG_001Platform.prefab				True					
141	跳跳乐传送门	Assets/Product/BigWorld/SkyGarden_JumpPlayer/TempPrefabs/SG_Ttl_WG_002Platform.prefab				True					
142	宿舍涂装1	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SkyGarden_SuShe_01.prefab				True					
143	跳跳乐入口	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_Rukou01.prefab				True					
144	跳跳乐入口	Assets/Product/BigWorld/SkyGarden_JumpPlayer/TempPrefabs/SG_JH_WG_TanHuang.prefab				True					
145	跳跳乐故障螺母	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Pla_JH_JumpLuomuRed.prefab			['FxSkyGardenJumpLuomuRedHit']	True		0.2			
146	宿舍摆件-商店街奖杯	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Wujian01.prefab				True					
147	宿舍摆件-咖啡厅花环	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Wujian09.prefab				True					
148	宿舍摆件-历程奖杯	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Wujian02.prefab				True					
149	宿舍装饰-胶囊熊冰箱贴	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_WG_036Xiaoxiontz.prefab				True					
150	宿舍装饰-咖啡厅猫风铃	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Wujian04.prefab				True					
151	宿舍装饰-露西亚好感四叶草	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Clover.prefab				True					
152	宿舍装饰-露西亚好感花环	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Garland.prefab				True					
153	宿舍装饰-跳跳乐奖牌	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Wujian06.prefab				True					
154	宿舍装饰-连连看挂饰	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Wujian05.prefab				True					
155	宿舍装饰-宝箱冰箱贴	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Wujian03.prefab				True					
156	跳跳乐大螺母	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Pla_JH_BigJumpLuomu.prefab			['FxSkyGardenJumpLuomuHit']	True		0.2			
157	跳跳乐弹簧	Assets/Product/BigWorld/SkyGarden_JumpPlayer/TempPrefabs/SG_JH_WG_TanHuang.prefab				True					
158	投影交互台	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_003Quanxi01.prefab				True					
159	投影交互影1	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_TX001.prefab				True					
160	投影交互跳跳乐	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Pla_JH_JumpLuomuRed.prefab				True					
161	筑梦之境（美术）	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_Zhuangzhi_Ani.prefab				True				SG_Com_JH_Zhuangzhi_Ani	
162	逛街副本组件-红彩旗	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_031Qizhi01.prefab				True					
163	逛街副本组件-黄彩旗	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_031Qizhi02.prefab				True					
164	逛街副本组件-彩烟	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_032Qiqiu01.prefab				True					
165	逛街副本组件-红气球	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_032Qiqiu02.prefab				True					
166	逛街副本组件-蓝气球	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_032Qiqiu03.prefab				True					
167	逛街副本组件-橙气球	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_032Qiqiu04.prefab				True					
168	逛街副本组件-白气球	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_032Qiqiu05.prefab				True					
169	逛街副本组件-灰气球	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_032Qiqiu06.prefab				True					
170	逛街副本组件-星星气球	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_032Qiqiu08.prefab				True					
171	逛街副本组件-很多气球	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_032Qiqiu10.prefab				True					
172	逛街副本组件-绿色礼盒	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_033Liwuhe01.prefab				True					
173	逛街副本组件-橙色礼盒	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_033Liwuhe02.prefab				True					
174	逛街副本组件-红色礼盒	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_033Liwuhe03.prefab				True					
175	逛街副本组件-黄色礼盒	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_033Liwuhe05.prefab				True					
176	逛街副本组件-蓝色礼盒	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_033Liwuhe06.prefab				True					
177	逛街副本组件-034	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_034Liwuhe.prefab				True					
178	逛街副本组件-彩烟2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_035Fasheqi.prefab				True					
179	逛街副本组件-036	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_036Liwuhe.prefab				True					
180	逛街副本组件-拱门	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_037Menkuang.prefab				True					
181	逛街副本组件-黄绿色礼盒	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_033Liwuhe04.prefab				True					
182	逛街副本组件-拱门侧面	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_Zhaopai01.prefab				True					
183	逛街副本组件-拱门礼盒	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_WG_Zhaopai02.prefab				True					
184	阅读物展示牌	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_005Quanxi01.prefab				True					
185	咖啡杯plus	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Kafeibei.prefab				True					
186	赛博汉堡	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_FxTouying04.prefab				True					
187	折纸四叶草	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_001Clover.prefab				True				SG_Com_JH_001Clover	
188	电影体验券	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_002Trialpass.prefab				True					
189	阿呆蛙玩偶	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_WG_032Qingwa.prefab				True					
190	点心模型	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_002Dessert.prefab				True					
191	菜肴模型	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_002Dishes.prefab				True					
192	心跳回忆装置	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Zhuangzhi01.prefab				True					
193	粉色花环	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_001Garland.prefab				True					
194	四叶草戒指	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_001Cloverring.prefab				True					
195	酒杯	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Jiubei.prefab				True					
196	咖啡	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Kafeibei.prefab				True					
197	花盆	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Huapen.prefab				True					
198	小玻璃瓶	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Bliping.prefab				True					
199	写有内容的纸张	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_005Zhi.prefab				True					
200	装满纸折四叶草的礼物盒1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Liwuhe.prefab				True					
201	装满纸折四叶草的礼物盒2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Liwuhe01.prefab				True					
202	四叶草面片1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_005Shikecao01.prefab				True					
