TalentId	CharacterId	LayerId	TalentType	ConsumeCount	AttribPoolGroupId	SkillIds	SkillLevels	EventIds	Name	Description	SpecialAbility	Icon
111	1041003	1	2	1				[110707]	叱雷	以自身出场位置释放一个范围更大的必杀技，并留下一个持续7秒的雷阵	200	Assets/Product/Texture/Image/IconSkill/R3biankadazhao1.png
112	1041003	2	2	1				[110142]	海森	攻击+3%，雷属性伤害+7%；攻击时有25%概率引发雷暴使敌人感电降低8%雷属性抗性，持续5秒，且攻击感电敌人有20%概率造成250%雷属性伤害	200	Assets/Product/Texture/Image/IconSkill/R2NuoanA1.png
113	1041003	2	2	1				[110117]	达尔文	每消1个球额外伤害加成提升3%，持续4秒，最多叠5层；消除某一颜色信号球时标记，3种颜色信号球都被标记后，释放一次600%的物理伤害的冲击波，并刷新标记	200	Assets/Product/Texture/Image/IconSkill/DlcFightXiaoqiu.png
114	1041003	2	2	1				[110128]	康德丽娜	普攻伤害增加15%，普攻有25%概率进入暴怒状态，普通攻击的额外伤害加成提升15%，暴击率提升5%，持续5秒	200	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png
115	1041003	3	2	1				[110708]	雷御	雷阵范围内我方闪避回复+100%，并获得30%额外伤害减免	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuchuShanbifanji.png
116	1041003	3	2	1				[110473]	进攻指令	全队成员切换入场时额外伤害加成+50%，持续10秒（同名效果唯一生效，不叠加）	200	Assets/Product/Texture/Image/IconSkill/R2PulaoSS1.png
117	1041003	4	2	1				[110709]	雷怒	雷阵范围内我方获得霸体，且额外伤害加成+20%	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingChuliqiangji.png
118	1041003	4	2	1				[110474]	信号充能	全队成员切换入场时随机回3个同色球（同名效果唯一生效，不叠加）	200	Assets/Product/Texture/Image/IconSkill/R2NuoanSS1.png
119	1041003	5	2	1				[110710]	回响	离场时也会触发“叱雷”效果：自身离场位置释放一个范围更大的必杀技，并留下一个持续7秒的雷阵	200	Assets/Product/Texture/Image/IconSkill/R3biankadazhao1.png
120	1041003	6	2	1				[110475]	信号增幅	每消除一个信号球，攻击力+5%，最多+100%，持续时间无限；且额外伤害减免永久+50%	200	Assets/Product/Texture/Image/IconSkill/R2QuS1.png
201	1531004	1	1	1				[110711]	繁星	流星球造成的最终伤害值+50%	200	Assets/Product/Texture/Image/IconSkill/R4Sailinnapugong1.png
202	1531004	2	1	1				[110183]	萨贺芬	攻击+5%，暗属性伤害+5%；重奏基础伤害+100%；受到幻奏治疗的友方单位获得+10%暗属性伤害，持续8秒	200	Assets/Product/Texture/Image/IconSkill/R4SailinnaS1.png
203	1531004	2	1	1				[110112]	库莉珂	消球额外获得20%的能量；必杀技所需能量减少20%。释放必杀技时，提升15%额外伤害加成，持续10秒；并获得霸体状态、提升自身额外伤害减免20%，持续5秒，重复触发刷新持续时间	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool16.png
204	1531004	2	1	1				[110141]	爱因斯坦娜	QTE、3消使目标相关属性抗性降低15%持续8秒，冷却时间10秒。受到伤害时，展开属性光环，光环存在时获得属性抗性同时造成的属性伤害增加15%持续5秒，冷却时间8秒。	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool15.png
205	1531004	3	1	1				[110712]	星云	流星球命中敌人后，必杀期间重奏·双星造成的伤害+50%	200	Assets/Product/Texture/Image/IconSkill/R4SailinnaA1.png
206	1531004	3	1	1				[110713]	幻奏领域	必杀期间幻奏领域内的额外伤害减免提升至80%，且在领域消失后额外持续5秒	200	Assets/Product/Texture/Image/IconSkill/R4luxiyaS1.png
207	1531004	4	1	1				[110714]	流星充能	使用流星球时额外获得4点必杀能量	200	Assets/Product/Texture/Image/IconSkill/R4luxiyaSS1.png
208	1531004	4	1	1				[110715]	流星重构	每消耗一个流星球，流星耗尽释放重奏·双星后随机获得一组三消球	200	Assets/Product/Texture/Image/IconSkill/R4luxiyahexin1.png
209	1531004	5	1	1				[110716]	银河组曲	每次释放重奏·双星后，必杀造成的最终伤害值+30%，最多提升至+150%，持续时间无限	200	Assets/Product/Texture/Image/IconSkill/R4Sailinnadazhao1.png
210	1531004	6	1	1				[110495]	生命增幅	当前每有1%生命值，攻击力+1%，最多+100%；且额外伤害减免永久+50%	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipFuzhuKuaisuxiufu.png
211	1531004	1	2	1				[110717]	幻乐	退场后8秒内：友方角色释放3消时，赛琳娜释放一个对应颜色的赛琳娜3消派生，有2秒冷却时间	200	Assets/Product/Texture/Image/IconSkill/R4Sailinnahexin1.png
212	1531004	2	2	1				[110183]	萨贺芬	攻击+5%，暗属性伤害+5%；重奏基础伤害+100%；受到幻奏治疗的友方单位获得+10%暗属性伤害，持续8秒	200	Assets/Product/Texture/Image/IconSkill/R4SailinnaS1.png
213	1531004	2	2	1				[110126]	芭斯隆	攻击增加3%，暗属性伤害增加7%。攻击时有20%的概率召唤暗区域，持续5秒，攻击区域内目标时，20%的获得1个信号球，冷却时间12秒；并降低被侵蚀目标8%暗属性抗性	200	Assets/Product/Texture/Image/IconSkill/R4SailinnaSS1.png
214	1531004	2	2	1				[110141]	爱因斯坦娜	QTE、3消使目标相关属性抗性降低15%持续8秒，冷却时间10秒。受到伤害时，展开属性光环，光环存在时获得属性抗性同时造成的属性伤害增加15%持续5秒，冷却时间8秒。	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool15.png
215	1531004	3	2	1				[110718]	永恒鸣奏	幻奏离场后触发派生时，还会为在场角色提供50%攻击的治疗效果并在3秒内额外伤害加成+30%	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool4.png
216	1531004	3	2	1				[110494]	协作指令	全队成员激活一个QTE时，唤醒另一QTE（同名效果唯一生效，不叠加）	200	Assets/Product/Texture/Image/IconSkill/QTE1.png
217	1531004	4	2	1				[110719]	安可	友方角色消球时，有20%概率返还释放技能的信号球	200	Assets/Product/Texture/Image/IconSkill/R4SailinnaSSS1.png
218	1531004	4	2	1				[110484]	必杀充能	全队成员切换入场时获得50必杀能量（同名效果唯一生效，不叠加）	200	Assets/Product/Texture/Image/IconSkill/R2Sufeiyadazhao1.png
219	1531004	5	2	1				[110720]	殿堂首席	升级“幻乐”与“永恒鸣奏”效果：退场后15秒内，友方角色3消时，赛琳娜释放一个对应颜色的赛琳娜3消派生，有1秒冷却时间；派生触发时为在场角色提供的额外伤害加成提升至+60%	200	Assets/Product/Texture/Image/IconSkill/R4Sailinnahexin1.png
220	1531004	6	2	1				[110495]	生命增幅	当前每有1%生命值，攻击力+1%，最多+100%；且额外伤害减免永久+50%	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipFuzhuKuaisuxiufu.png
301	1231002	1	1	1				[110721]	提线牵丝	任意消球即可获得满跃痕值，并且获得的能量值按照3消计算	200	Assets/Product/Texture/Image/IconSkill/R2Bangbinatahexin1.png
302	1231002	2	1	1				[110182]	辰积原	攻击+3%，冰属性伤害+7%；攻击时有30%概率引发霜冻使敌人降低8%冰属性抗性与20%移速，持续5秒，且攻击霜冻敌人有20%概率造成420%冰属性伤害	200	Assets/Product/Texture/Image/IconSkill/R2ChangyuSS1.png
303	1231002	2	1	1				[110111]	汉娜	3消额外伤害加成提高25%，每30秒，下次3消会进入超算空间，并随机获得1个信号球。	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool19.png
304	1231002	2	1	1				[110117]	达尔文	每消1个球额外伤害加成提升3%，持续4秒，最多叠5层；消除某一颜色信号球时标记，3种颜色信号球都被标记后，释放一次600%的物理伤害的冲击波，并刷新标记	200	Assets/Product/Texture/Image/IconSkill/DlcFightXiaoqiu.png
305	1231002	3	1	1				[110722]	记忆契约	每次遗忘信号球永久+25%额外伤害加成，叠加上限225%	200	Assets/Product/Texture/Image/IconSkill/R2ailaS1.png
306	1231002	3	1	1				[110723]	人偶之舞	每次进入超算回复20%最大生命值	200	Assets/Product/Texture/Image/IconSkill/R2BangbinataA1.png
307	1231002	4	1	1				[110724]	遗忘契约	每次遗忘信号球时，随机获得一组信号球	200	Assets/Product/Texture/Image/IconSkill/R2Luolanhexin1.png
308	1231002	4	1	1				[110725]	人形剧场	释放必杀后进入超算	200	Assets/Product/Texture/Image/IconSkill/R2Bangbinatadazhao1.png
309	1231002	5	1	1				[110726]	时序守则	核心状态成功闪避敌人攻击，立即进入超算并重置超算冷却	200	Assets/Product/Texture/Image/IconSkill/R2BangbinataSSS1.png
310	1231002	6	1	1				[110475]	信号增幅	每消除一个信号球，攻击力+5%，最多+100%，持续时间无限；且额外伤害减免永久+50%	200	Assets/Product/Texture/Image/IconSkill/R2QuS1.png
311	1231002	1	2	1				[110727]	记忆折叠	切换入场后，额外遗忘一种信号球，并且获取60必杀能量与大量信号球	200	Assets/Product/Texture/Image/IconSkill/R2BangbinataSS1.png
312	1231002	2	2	1				[110182]	辰积原	攻击+3%，冰属性伤害+7%；攻击时有30%概率引发霜冻使敌人降低8%冰属性抗性与20%移速，持续5秒，且攻击霜冻敌人有20%概率造成420%冰属性伤害	200	Assets/Product/Texture/Image/IconSkill/R2ChangyuSS1.png
313	1231002	2	2	1				[110111]	汉娜	3消额外伤害加成提高25%，每30秒，下次3消会进入超算空间，并随机获得1个信号球。	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool19.png
314	1231002	2	2	1				[110117]	达尔文	每消1个球额外伤害加成提升3%，持续4秒，最多叠5层；消除某一颜色信号球时标记，3种颜色信号球都被标记后，释放一次600%的物理伤害的冲击波，并刷新标记	200	Assets/Product/Texture/Image/IconSkill/DlcFightXiaoqiu.png
315	1231002	3	2	1				[110728]	舞台律动	连续消同色球额外伤害加成+20%，最多叠加至200%，持续10秒	200	Assets/Product/Texture/Image/IconSkill/R2biankaS1.png
316	1231002	3	2	1				[110473]	进攻指令	全队成员切换入场时额外伤害加成+50%，持续10秒（同名效果唯一生效，不叠加）	200	Assets/Product/Texture/Image/IconSkill/R2PulaoSS1.png
317	1231002	4	2	1				[110729]	镜隐霜丝	升级“记忆折叠”效果：切换入场后，必定遗忘黄球与蓝球并保留红球	200	Assets/Product/Texture/Image/IconSkill/R2Bangbinatahong1.png
318	1231002	4	2	1				[110474]	信号充能	全队成员切换入场时随机回3个同色球（同名效果唯一生效，不叠加）	200	Assets/Product/Texture/Image/IconSkill/R2NuoanSS1.png
319	1231002	5	2	1				[110730]	追踪变换	切换入场后4秒内，消除信号球时立即获取等量信号球	200	Assets/Product/Texture/Image/IconSkill/R2biankaSS1.png
320	1231002	6	2	1				[110475]	信号增幅	每消除一个信号球，攻击力+5%，最多+100%，持续时间无限；且额外伤害减免永久+50%	200	Assets/Product/Texture/Image/IconSkill/R2QuS1.png
401	1221002	1	1	1				[110731]	21	每连击21次，获得2%额外伤害加成，最多叠加到200%，持续时间无限	200	Assets/Product/Texture/Image/IconSkill/R2KamuA1.png
402	1221002	2	1	1				[110126]	芭斯隆	攻击增加3%，暗属性伤害增加7%。攻击时有20%的概率召唤暗区域，持续5秒，攻击区域内目标时，20%的获得1个信号球，冷却时间12秒；并降低被侵蚀目标8%暗属性抗性	50	Assets/Product/Texture/Image/IconSkill/R4SailinnaSS1.png
403	1221002	2	1	1				[110141]	爱因斯坦娜	QTE、3消使目标相关属性抗性降低15%持续8秒，冷却时间10秒。受到伤害时，展开属性光环，光环存在时获得属性抗性同时造成的属性伤害增加15%持续5秒，冷却时间8秒。	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool15.png
404	1221002	2	1	1				[110117]	达尔文	每消1个球额外伤害加成提升3%，持续4秒，最多叠5层。消除某一颜色信号球时标记，3种颜色信号球都被标记后，释放一次600%的物理伤害的冲击波，并刷新标记。	200	Assets/Product/Texture/Image/IconSkill/DlcFightXiaoqiu.png
405	1221002	3	1	1				[110732]	“诺克提”	在场上额外召唤一只“诺克提”，为21号和小家伙提供靶子	200	Assets/Product/Texture/Image/IconSkill/R3ShenweiSSS1.png
406	1221002	3	1	1				[110733]	210	每连击210次，薇拉将会治疗并强化21号，立即恢复20%生命值并在8秒内+30%暗属性伤害加成	200	Assets/Product/Texture/Image/IconSkill/R2KamuSSS1.png
407	1221002	4	1	1				[110734]	42	每连击42次，回复一颗信号球	200	Assets/Product/Texture/Image/IconSkill/R2KamuZhongjieji1.png
408	1221002	4	1	1				[110735]	2100	每连击2100次，薇拉将会协助21号，秒杀所有敌人；如果目标是boss级敌人，改为造成40%最大生命值伤害	200	Assets/Product/Texture/Image/IconSkill/R2dubianSSS1.png
409	1221002	5	1	1				[110736]	“喜悦”	造成伤害时，额外附加一次50%该伤害值的真实伤害并计入连击	200	Assets/Product/Texture/Image/IconSkill/R3Twentyone1.png
410	1221002	6	1	1				[110485]	机动增幅	当前每有1%闪避值，攻击力+1%，最多+100%；且额外伤害减免永久+50%	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongGandianshanbi.png
411	1221002	1	2	1				[110737]	“boom”	每次切换入场时，诺克提会协助发起一次轰炸，对大范围内敌人造成2200%真实伤害	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongShezhiyoubao.png
412	1221002	2	2	1				[110126]	芭斯隆	攻击增加3%，暗属性伤害增加7%。攻击时有20%的概率召唤暗区域，持续5秒，攻击区域内目标时，20%的获得1个信号球，冷却时间12秒；并降低被侵蚀目标8%暗属性抗性	200	Assets/Product/Texture/Image/IconSkill/R4SailinnaSS1.png
413	1221002	2	2	1				[110141]	爱因斯坦娜	QTE、3消使目标相关属性抗性降低15%持续8秒，冷却时间10秒。受到伤害时，展开属性光环，光环存在时获得属性抗性同时造成的属性伤害增加15%持续5秒，冷却时间8秒。	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool15.png
414	1221002	2	2	1				[110117]	达尔文	每消1个球额外伤害加成提升3%，持续4秒，最多叠5层。消除某一颜色信号球时标记，3种颜色信号球都被标记后，释放一次600%的物理伤害的冲击波，并刷新标记。	200	Assets/Product/Texture/Image/IconSkill/DlcFightXiaoqiu.png
415	1221002	3	2	1				[110738]	“恐惧”	轰炸后留下一个区域，区域内敌人行动速率降低30%，区域持续3秒	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJingmixingdong.png
416	1221002	3	2	1				[110486]	防御指令	全队成员切换入场时获得30%额外伤害减免，持续10秒（同名效果唯一生效，不叠加）	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingJiegoujiagu.png
417	1221002	4	2	1				[110739]	“boom”“boom”	切换入场的轰炸次数+2	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongShezhiyoubao.png
418	1221002	4	2	1				[110483]	护盾充能	全队成员切换入场时获得20%最大生命值护盾，并且护盾时霸体（同名效果唯一生效，不叠加）	200	Assets/Product/Texture/Image/IconSkill/R2shenweihexin1.png
419	1221002	5	2	1				[110740]	“boom”“boom”“boom”	每次爆炸都有50%概率提升100%伤害，若成功提升则可以继续判定，最高可造成400%爆炸伤害；每次爆炸单独计算概率	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongZhongliyindao.png
420	1221002	6	2	1				[110485]	机动增幅	当前每有1%闪避值，攻击力+1%，最多+100%；且额外伤害减免永久+50%	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongGandianshanbi.png
501	1031002	1	1	1				[110741]	圣裁	触发EX引雷时：对所有受到EX引雷伤害的敌人额外造成一次1700%的雷属性伤害	200	Assets/Product/Texture/Image/IconSkill/R2luxiyaS1.png
502	1031002	2	1	1				[110142]	海森	攻击+3%，雷属性伤害+7%；攻击时有25%概率引发雷暴使敌人感电降低8%雷属性抗性，持续5秒，且攻击感电敌人有20%概率造成250%雷属性伤害	200	Assets/Product/Texture/Image/IconSkill/R2NuoanA1.png
503	1031002	2	1	1				[110179]	桂尼	治疗效果增加10%，使治疗目标属性伤害、抗性增加10%，持续5秒，cd8秒。每次治疗充能无人机，充满后，下次治疗清空充能召唤一个无人机，自动跟随角色，范围内每秒恢复2%的最大生命值，增加15%的属性攻击，持续5秒，cd12秒	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipFuzhuZidongxiufu.png
504	1031002	2	1	1				[110112]	库莉珂	消球额外获得20%的能量；必杀技所需能量减少20%。释放必杀技时，提升15%额外伤害加成，持续10秒；并获得霸体状态、提升自身额外伤害减免20%，持续5秒，重复触发刷新持续时间	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool16.png
505	1031002	3	1	1				[110742]	豁免空间	黄球的持续时间提升100%	200	Assets/Product/Texture/Image/IconSkill/R2lifuhuang1.png
506	1031002	3	1	1				[110743]	虚构障碍	蓝球的持续时间提升100%	200	Assets/Product/Texture/Image/IconSkill/R2lifulan1.png
507	1031002	4	1	1				[110744]	雷电充能	触发EX引雷时，随机获取一颗信号球	200	Assets/Product/Texture/Image/IconSkill/R2kuluomuS1.png
508	1031002	4	1	1				[110745]	电力循环	累计消除15个球后，随机获取一颗信号球	200	Assets/Product/Texture/Image/IconSkill/R2lifuhexin1.png
509	1031002	5	1	1				[110746]	电能澎湃	任意数目消球均视为3消	200	Assets/Product/Texture/Image/IconSkill/R2lifuS1.png
510	1031002	6	1	1				[110495]	生命增幅	当前每有1%生命值，攻击力+1%，最多+100%；且额外伤害减免永久+50%	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipFuzhuKuaisuxiufu.png
511	1031002	1	2	1				[110747]	赋能	治疗其他角色后，其他角色的普通攻击也可以为目标添加引雷标记，其他角色的普通攻击也可以触发引雷	200	Assets/Product/Texture/Image/IconSkill/R2lifuSSS1.png
512	1031002	2	2	1				[110142]	海森	攻击+3%，雷属性伤害+7%；攻击时有25%概率引发雷暴使敌人感电降低8%雷属性抗性，持续5秒，且攻击感电敌人有20%概率造成250%雷属性伤害	200	Assets/Product/Texture/Image/IconSkill/R2NuoanA1.png
513	1031002	2	2	1				[110179]	桂尼	治疗效果增加10%，使治疗目标属性伤害、抗性增加10%，持续5秒，cd8秒。每次治疗充能无人机，充满后，下次治疗清空充能召唤一个无人机，自动跟随角色，范围内每秒恢复2%的最大生命值，增加15%的属性攻击，持续5秒，cd12秒	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipFuzhuZidongxiufu.png
514	1031002	2	2	1				[110112]	库莉珂	消球额外获得20%的能量；必杀技所需能量减少20%。释放必杀技时，提升15%额外伤害加成，持续10秒；并获得霸体状态、提升自身额外伤害减免20%，持续5秒，重复触发刷新持续时间	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool16.png
515	1031002	3	2	1				[110748]	领域掌控	任意成员触发引雷后：所有成员获得30%额外伤害加成，持续3秒	200	Assets/Product/Texture/Image/IconSkill/R2lifuA1.png
516	1031002	3	2	1				[110494]	协作指令	全队成员激活一个QTE时，唤醒另一QTE（同名效果唯一生效，不叠加）	200	Assets/Product/Texture/Image/IconSkill/QTE1.png
517	1031002	4	2	1				[110749]	超额供能	触发核心被动引雷时，无论自身是否在场回复10必杀能量	200	Assets/Product/Texture/Image/IconSkill/R2lifuSS1.png
518	1031002	4	2	1				[110484]	必杀充能	全队成员切换入场时获得50必杀能量（同名效果唯一生效，不叠加）	200	Assets/Product/Texture/Image/IconSkill/R2Sufeiyadazhao1.png
519	1031002	5	2	1				[110749]	雷电领域	若能量达到必杀需求，召唤流光QTE时将释放必杀	200	Assets/Product/Texture/Image/IconSkill/R2lifudazhao1.png
520	1031002	6	2	1				[110495]	生命增幅	当前每有1%生命值，攻击力+1%，最多+100%；且额外伤害减免永久+50%	200	Assets/Product/Texture/Image/IconSkill/IconSkillEquipFuzhuKuaisuxiufu.png
