Id	ActivityId	StageId	TagId	OrderId	OrderName	Difficulty	StageBuffDesc	MonsterId	RecommendLevel	NpcAffixId	IsShowScore
102	3	30162112	1	12	12	2	构造体在敌人周围会<color=#0F70BC>持续掉血</color>。	[35, 36, 36]	4	[110214]	
103	3	30162113	1	13	13	2	敌人<color=#0F70BC>攻击欲望较高</color>。	[46]	4	[110209, 110211]	
104	3	30162114	1	14	14	2	敌人<color=#0F70BC>数量较多</color>。	[11, 47, 47]	4	[110247]	
105	3	30162115	1	15	15	3	每击杀一个敌人，将会减少敌人身上一级<color=#0F70BC>“暴走”和“护盾”</color>词缀。	[46, 30, 30]	4	[110213, 110210]	
106	3	30162116	1	16	16	2	敌人<color=#0F70BC>数量较多</color>。	[29, 30, 30]	5	[110251, 110245]	
107	3	30162117	1	17	17	2	敌人<color=#0F70BC>攻击欲望较高</color>。	[25]	5	[110210, 110212, 110275]	
108	3	30162118	1	18	18	2	敌人受<color=#0F70BC>装甲型泛用机体</color>伤害增加。	[40]	5	[110259, 110243, 110222]	
109	3	30162119	1	19	19	2	构造体在敌人周围会<color=#0F70BC>持续掉血</color>。	[3, 4, 4]	5	[110215, 110225]	
110	3	30162120	1	20	20	3	己方的闪避槽上限<color=#0F70BC>降低400</color>。切换成员冷却时间<color=#0F70BC>减少3s</color>，同时切换成员入场时，立刻获得3个同色信号球并且全伤害增加15%持续3s。	[27]	5	[110211, 110215]	
111	3	30162121	1	21	21	2	敌人受<color=#0F70BC>装甲型泛用机体</color>伤害增加。	[10]	5	[110259, 110243, 110222]	
112	3	30162122	1	22	22	2	构造体在敌人周围会<color=#0F70BC>持续掉血</color>。	[35, 36, 36]	5	[110215, 110225]	
113	3	30162123	1	23	23	2	敌人<color=#0F70BC>攻击欲望较高</color>。	[9]	5	[110210, 110211]	
114	3	30162124	1	24	24	2	敌人<color=#0F70BC>数量较多</color>。	[11, 47, 47]	5	[110246, 110217]	
115	3	30162125	1	25	25	3	60s内对敌人造成<color=#0F70BC>27w伤害</color>即可过关。	[18]	6	[110222, 110225]	
116	3	30162126	1	26	26	2	敌人<color=#0F70BC>攻击欲望较高</color>。	[5, 5, 5]	6	[110210, 110211]	
117	3	30162127	1	27	27	2	敌人受<color=#0F70BC>装甲型泛用机体</color>伤害增加。	[10]	6	[110259, 110243, 110222]	
118	3	30162128	1	28	28	2	敌人<color=#0F70BC>数量较多</color>。	[13, 12, 12]	6	[110246, 110217]	
119	3	30162129	1	29	29	2	构造体在敌人周围会<color=#0F70BC>持续掉血</color>。	[9, 48, 48]	6	[110215, 110225, 110211]	
120	3	30162130	1	30	30	3	构造体在敌人周围会<color=#0F70BC>持续掉血</color>。己方当前血量越高造成<color=#0F70BC>伤害越高</color>，满血时将提高75%。己方初始血量将<color=#0F70BC>下降至50%</color>。	[41, 4, 4]	7	[110209, 110211, 110214]	
121	3	30162131	1	31	31	2	敌人<color=#0F70BC>攻击欲望较高</color>。	[49, 49, 49]	7	[110210, 110212, 110249]	
122	3	30162132	1	32	32	2	构造体在敌人周围会<color=#0F70BC>持续掉血</color>。	[21]	7	[110215, 110225, 110212]	
123	3	30162133	1	33	33	2	敌人<color=#0F70BC>数量较多</color>。	[5, 8, 8]	8	[110246, 110249, 110217]	
124	3	30162134	1	34	34	2	敌人受<color=#0F70BC>装甲型泛用机体</color>伤害增加。	[10, 10, 10]	8	[110259, 110243, 110222, 110212]	
125	3	30162135	1	35	35	3	每20s敌人全体<color=#0F70BC>添加一个词缀</color>，依次为<color=#0F70BC>火焰</color>、<color=#0F70BC>冻结</color>、<color=#0F70BC>雷鸣</color>。己方<color=#0F70BC>闪避槽增加500点</color>，每闪避一次，增加2%伤害持续10s，可叠加5层。	[36, 46, 17]	8	[110212, 110222]	
126	3	30162136	1	36	36	2	敌人<color=#0F70BC>攻击欲望较高</color>。	[35, 36, 36]	8	[110210, 110212]	
127	3	30162137	1	37	37	2	敌人<color=#0F70BC>数量较多</color>。	[7, 8, 8]	8	[110246, 110249, 110217]	
128	3	30162138	1	38	38	2	敌人受<color=#0F70BC>装甲型泛用机体</color>伤害增加。	[40, 39, 39]	8	[110259, 110243, 110222]	
129	3	30162139	1	39	39	2	构造体在敌人周围会<color=#0F70BC>持续掉血</color>。	[7, 7, 7]	8	[110215, 110225, 110212]	
130	3	30162140	1	40	40	3	敌人会使用<color=#0F70BC>视觉干扰</color>技能，<color=#0F70BC>释放必杀技能5次</color>之后，可以去掉敌人身上的“视觉干扰”。	[37]	8	[110212, 110209]	
131	3	30162141	1	41	41	3	敌人生成<color=#0F70BC>固定血量护盾</color>，每5s检测，如果未被打破，那么护盾会恢复到满值；如果被打掉，敌人额外<color=#0F70BC>伤害减免减少20%</color>，同时15s后才会添加新护盾。	[38]	9	[110213]	
132	3	30162142	1	42	42	3	敌方2人根据血量差将有<color=#0F70BC>伤害加成</color>，血量差越大伤害越高。敌人死亡后进入<color=#0F70BC>濒死</color>状态，若10s内另一敌人没有死亡，则濒死敌人将<color=#0F70BC>复活并回复1/3血量</color>。	[40]	9	[110212, 110249, 110222]	
133	3	30162143	1	43	43	3	敌人受<color=#0F70BC>装甲型泛用机体</color>伤害增加。己方<color=#0F70BC>治疗效果减半但护盾获取量翻倍</color>，并且拥有护盾时获得100%额外伤害加成。敌人将<color=#0F70BC>不受超算空间的影响</color>。	[33]	9	[110259, 110211, 110232]	
134	3	30162144	1	44	44	3	己方当前血量越高造成的<color=#0F70BC>伤害越高</color>，满血时将提高至75%。己方初始血量将<color=#0F70BC>下降至50%</color>。己方治疗效果提高15%，受治疗目标<color=#0F70BC>伤害提升20%</color>持续5s。	[35, 36, 36]	9	[110206, 110215, 110212]	
135	3	30162145	1	45	45	3	如果露西亚先被击杀，里和丽芙添加<color=#0F70BC>暴走</color>词缀。  如果里先被击杀，露西亚和丽芙添加<color=#0F70BC>护盾</color>词缀。  如果丽芙先被击杀，露西亚和里添加<color=#0F70BC>复苏</color>词缀。	[42, 43, 44]	9	[110243, 110227, 110275]	
136	4	30162201	1	1	1	1	敌人<color=#0F70BC>数量一般</color>	[22, 50, 50]	1		
137	4	30162202	1	2	2	1	敌人<color=#0F70BC>攻击力较高</color>	[51, 31, 31]	2		
138	4	30162203	1	3	3	1	敌人<color=#0F70BC>血量低于30%</color>时会激发强大的力量并持续损失自身生命	[10, 1]	2	[760353, 760323]	
139	4	30162204	1	4	4	1	敌人<color=#0F70BC>攻击欲望较高</color>	[52, 17, 17]	2	[760452]	
140	4	30162205	1	5	5	3	每隔<color=#0F70BC>20秒</color>敌人和我方的伤害均会提升10%	[53]	2	[760221]	
141	4	30162206	1	6	6	1	敌人<color=#0F70BC>攻击欲望较高且数量较多</color>	[48, 23, 23]	3	[760491]	
142	4	30162207	1	7	7	1	敌人<color=#0F70BC>攻击欲望较高且数量较多</color>	[7, 20, 20]	3	[780141, 780041]	
143	4	30162208	1	8	8	1	我方每秒会持续受到<color=#0F70BC>最大生命值5%的真实伤害</color>，持有护盾时受到的伤害会降低为<color=#0F70BC>最大生命值3%的火焰伤害</color>，生命值低于50%时会获得30%伤害提升	[35, 55, 55]	4	[760343, 780181, 760394]	
144	4	30162209	1	9	9	1	敌人<color=#0F70BC>生存能力较强</color>	[80, 30, 30]	4	[760281]	
145	4	30162210	1	10	10	3	敌人受<color=#0F70BC>装甲型泛用机体</color>伤害增加	[21]	4	[110259, 761223]	
146	4	30162211	1	11	11	2	构造体在敌人周围会<color=#0F70BC>持续掉血</color>	[56, 81, 81]	4	[760291, 780081]	
147	4	30162212	1	12	12	2	敌人<color=#0F70BC>数量较多</color>	[4, 57, 57]	4	[760291, 780101]	
148	4	30162213	1	13	13	2	敌人<color=#0F70BC>数量较多</color>	[28, 16, 16]	4	[780061, 760211]	
149	4	30162214	1	14	14	2	敌人<color=#0F70BC>攻击欲望较高</color>	[61, 13, 13]	4	[110256, 780001]	
150	4	30162215	1	15	15	3	切换角色时<color=#0F70BC>提高50%伤害</color>持续6秒，切换角色的冷却时间延长10秒	[34]	4	[760351]	
151	4	30162216	1	16	16	2	我方动能会在<color=#0F70BC>60秒后大幅削弱</color>，敌方动能会在60秒内逐渐增强	[55, 55, 55]	5	[760396, 760453]	
152	4	30162217	1	17	17	2	敌人<color=#0F70BC>数量较多</color>	[62, 62, 62]	5	[780101, 780111, 780121]	
153	4	30162218	1	18	18	2	我方闪避无消耗，但<color=#0F70BC>生命值上限将降低99%</color>	[46]	5	[760251, 760221]	
154	4	30162219	1	19	19	2	敌人<color=#0F70BC>数量较多</color>	[47, 63, 63]	5	[760213]	
155	4	30162220	1	20	20	3	<color=#0F70BC>装甲型泛用机体</color>破霸体效率提高，敌方霸体破除后会进入眩晕状态，受到的伤害增加	[82]	5		
156	4	30162221	1	21	21	2	敌人<color=#0F70BC>攻击欲望较高且数量较多</color>	[65, 15, 15]	5	[780002, 760421, 760282]	
157	4	30162222	1	22	22	2	敌人<color=#0F70BC>攻击欲望较高且数量较多</color>	[40, 5, 5]	5	[780052, 760221, 760432]	
158	4	30162223	1	23	23	2	60s内对敌人造成<color=#0F70BC>32w伤害</color>即可过关。	[9]	5	[760353, 760373]	
159	4	30162224	1	24	24	2	敌人<color=#0F70BC>攻击欲望较高且数量较多</color>	[67, 4, 4]	5	[780042, 760251, 760650]	
160	4	30162225	1	25	25	3	<color=#0F70BC>触发超算时</color>随机获得1个效果<color=#0F70BC>我方提高30%伤害持续3秒</color>或<color=#0F70BC>随机1个敌方单位恢复20%已损失生命值</color>	[26, 68, 68]	6	[760303, 760313, 780053]	
161	4	30162226	1	26	26	2	敌人<color=#0F70BC>攻击欲望较高且数量较多</color>	[28, 50, 50]	6	[760292, 760472, 780123, 760322]	
162	4	30162227	1	27	27	2	敌人<color=#0F70BC>生存能力较强</color>	[58, 69, 69]	6	[760263, 760273]	
163	4	30162228	1	28	28	2	敌方受到<color=#0F70BC>同类元素伤害</color>超过最大生命值5%时，会获得该元素类型的抗性，<color=#0F70BC>获得2种元素抗性时</color>会消除所有元素抗性并进入易伤状态	[38]	6	[780183]	
164	4	30162229	1	29	29	2	敌人<color=#0F70BC>生存能力较强</color>	[71, 70, 70]	6	[760672, 760231, 780003]	
165	4	30162230	1	30	30	3	敌方<color=#0F70BC>无视超算</color>，超算触发期间敌方受到的伤害提升50%	[72]	7	[760283]	
166	4	30162231	1	31	31	2	构造体在敌人周围会<color=#0F70BC>持续掉血</color>。	[75, 73, 73]	7	[760672, 760292, 780083]	
167	4	30162232	1	32	32	2	敌人<color=#0F70BC>生存能力较强</color>	[76, 77]	7	[760313, 760272, 780101]	
168	4	30162233	1	33	33	2	敌人会<color=#0F70BC>召唤随从</color>，随从存活期间，敌人<color=#0F70BC>免疫伤害</color>，<color=#0F70BC>击杀随从</color>敌人解除免疫并易伤，<color=#0F70BC>随从未被击杀则在15秒后被敌人吞噬</color>恢复敌人50%已损失生命值	[78]	8	[760253, 760353]	
169	4	30162234	1	34	34	2	敌人<color=#0F70BC>攻击欲望较高且数量较多</color>	[25, 26, 26]	8	[760253, 780183, 760343, 760353]	
170	4	30162235	1	35	35	3	敌方获得吸血效果每次造成伤害时恢复<color=#0F70BC>最大生命值10%</color>	[27]	8	[760303, 760253, 760221]	
171	4	30162236	1	36	36	2	敌人<color=#0F70BC>攻击欲望较高且数量较多</color>	[3, 4]	8	[760213, 760323, 760433]	
172	4	30162237	1	37	37	2	敌人<color=#0F70BC>攻击欲望较高且数量较多</color>	[62, 68, 68]	8	[760373, 760352, 760453]	
173	4	30162238	1	38	38	2	<color=#0F70BC>每3次三消</color>将会触发1次爆炸，对敌我双方均造成最大生命值5%的真实伤害	[33]	8	[780203, 760313, 760243]	
174	4	30162239	1	39	39	2	敌人<color=#0F70BC>攻击欲望较高且数量较多</color>	[17, 17, 17]	8	[760253, 760293, 760391, 760323]	
175	4	30162240	1	40	40	3	敌人<color=#0F70BC>很强大</color>	[79]	8	[760253, 760231, 760313]	
176	4	30162241	1	41	41	3	60s内对敌人造成<color=#0F70BC>180w伤害</color>即可过关。	[41]	9		1
177	4	30162242	1	42	42	3	60s内对敌人造成<color=#0F70BC>190w伤害</color>即可过关。	[9]	9		1
178	4	30162243	1	43	43	3	60s内对敌人造成<color=#0F70BC>200w伤害</color>即可过关。	[2]	9		1
179	4	30162244	1	44	44	3	60s内对敌人造成<color=#0F70BC>210w伤害</color>即可过关。	[83]	9		1
180	4	30162245	1	45	45	3	60s内对敌人造成<color=#0F70BC>220w伤害</color>即可过关。	[27]	9		1
181	5	30162301	1	1	1	1	敌人<color=#0F70BC>攻击力提升</color>	[84, 50, 85]	1	[760132]	
182	5	30162302	1	2	2	1	我方<color=#0F70BC>连击数小于10</color>获得30%全伤害提升；<color=#0F70BC>连击数大于30</color>减少30%全伤害	[60, 86, 23]	2	[760241]	
183	5	30162303	1	3	3	1	我方<color=#0F70BC>全伤害与伤害减免均大幅减弱</color>，但会随时间回复并逐渐增强	[10, 1]	2	[760353]	
184	5	30162304	1	4	4	1	敌人<color=#0F70BC>数量一般</color>	[12, 87, 61]	2	[760341]	
185	5	30162305	1	5	5	3	每次消球颜色<color=#0F70BC>与上一次相同</color>可提升2%全伤害，最多叠加15层	[27]	3	[760323, 780251]	
186	5	30162306	1	6	6	1	敌人<color=#0F70BC>元素抗性小幅提升</color>	[48, 55, 31]	3	[780191]	
187	5	30162307	1	7	7	1	敌人<color=#0F70BC>主要为远程攻击</color>	[56, 7]	3	[760341, 760361, 780252]	
188	5	30162308	1	8	8	1	<color=#0F70BC>只有首发角色可以作战</color>	[3, 4]	3	[760391, 760394, 760451]	
189	5	30162309	1	9	9	1	敌人<color=#0F70BC>主要为近战攻击</color>	[68, 59, 6]	3	[760131, 760372]	
190	5	30162310	1	10	10	3	敌人受<color=#0F70BC>装甲型泛用机体</color>伤害增加，并且会额外损失<color=#0F70BC>霸体值</color>；霸体值清空后，敌人会进入虚弱状态，受到伤害进一步增加	[9]	4	[110004]	
191	5	30162311	1	11	11	2	敌人<color=#0F70BC>主要为范围攻击</color>	[5, 8, 13]	4	[760291, 760433, 760670]	
192	5	30162312	1	12	12	2	我方角色下场10秒后，<color=#0F70BC>行动速度减慢30%</color>，20秒后<color=#0F70BC>减慢50%</color>，换人后重置	[28, 52]	4	[760452]	
193	5	30162313	1	13	13	2	敌人<color=#0F70BC>血量低于30%</color>时，回满生命值并大幅强化自身，同时每秒损失5%最大生命值	[19]	4	[760421, 780252]	
194	5	30162314	1	14	14	2	部分敌人<color=#0F70BC>不受硬直体系影响</color>	[46, 29, 26]	4	[760221, 760323, 760283]	
195	5	30162315	1	15	15	3	每过<color=#0F70BC>20秒</color>，当前在场角色受到最大生命值95%的伤害	[53]	5	[760353, 760601]	
196	5	30162316	1	16	16	2	部分敌人<color=#0F70BC>物理抗性</color>与<color=#0F70BC>远程伤害抗性</color>较高	[40, 39, 30]	5	[760303, 780181, 760263]	
197	5	30162317	1	17	17	2	敌人攻击有<color=#0F70BC>极高概率造成冻结</color>；我方被冻结时受到的<color=#0F70BC>伤害减少</color>，且敌方受到的<color=#0F70BC>伤害提升</color>	[11, 14, 47]	5	[760282, 760391, 760343]	
198	5	30162318	1	18	18	2	我方闪避回复速率提升100%，但<color=#0F70BC>生命值上限将降低99%</color>	[36]	5	[760221, 780253]	
199	5	30162319	1	19	19	2	部分敌人拥有<color=#0F70BC>刚体</color>	[35, 80, 17]	5	[760271, 760333, 760493]	
200	5	30162320	1	20	20	3	敌人拥有极高的<color=#0F70BC>额外伤害减免</color>；我方角色每次消球颜色与上次不同时，永久降低敌方伤害减免（<color=#0F70BC>有2秒冷却时间</color>）	[99]	6	[780253]	
201	5	30162321	1	21	21	2	敌人<color=#0F70BC>机动性较高且数量较多</color>	[65, 16, 15]	6	[760383, 760394, 760291]	
202	5	30162322	1	22	22	2	敌人<color=#0F70BC>获得50%额外伤害减免</color>；<color=#0F70BC>超算空间中</color>，额外伤害减免将被移除	[78]	6	[760042, 760231, 760603]	
