Id	Name	Level	Icon	Description	ShowType	Priority	ShowNumType	ShowTimeType	Tag	AssetUrl	ShowNameType	TranslateId	Effect	FadeEffect
760371	埋雷	1	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	攻击时在目标身上留下能造成15%的物理伤害的炸弹	1	1								
760372	埋雷	2	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	攻击时在目标身上留下能造成20%的物理伤害的炸弹	1	1								
760373	埋雷	3	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	攻击时在目标身上留下能造成25%的物理伤害的炸弹	1	1								
760381	隐身	1	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	非隐身状态时，5秒后进入隐身状态，受到伤害时会显形，并在3秒内无法进入隐身状态	1	1								
760382	隐身	2	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	非隐身状态时，3秒后进入隐身状态，受到伤害时会显形，并在3秒内无法进入隐身状态	1	1								
760383	隐身	3	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	非隐身状态时，1秒进入隐身状态，受到伤害时会显形，并在3秒内无法进入隐身状态	1	1								
760391	闪现	1	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较远时，会传送到目标附近，冷却时间8-10秒，传送距离越远，冷却时间越短	1	1								
760392	闪现	2	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较远时，会传送到目标附近，冷却时间7-9秒，传送距离越远，冷却时间越短	1	1								
760393	闪现	3	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较远时，会传送到目标附近，冷却时间6-8秒，传送距离越远，冷却时间越短	1	1								
760394	转移	1	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较近时，会传送到远离目标的位置，冷却时间8秒，受到伤害时有30%概率触发相同效果，冷却时间相互独立	1	1								
760395	转移	2	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较近时，会传送到远离目标的位置，冷却时间7秒，受到伤害时有30%概率触发相同效果，冷却时间相互独立	1	1								
760396	转移	3	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较近时，会传送到远离目标的位置，冷却时间6秒，受到伤害时有30%概率触发相同效果，冷却时间相互独立	1	1								
760401	裂解	1	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	死亡时召唤两个继承自身30%攻击和防御的同类型复制体	1	1								
760402	裂解	2	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	死亡时召唤两个继承自身60%攻击和防御的同类型复制体	1	1								
760403	裂解	3	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	死亡时召唤两个继承自身100%攻击和防御的同类型复制体	1	1								
760411	黑洞	1	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	每隔一段时间在自身位置释放吸力较弱的黑洞	1	1								
760412	黑洞	2	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	每隔一段时间在自身位置释放吸力一般的黑洞	1	1								
760413	黑洞	3	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	每隔一段时间在自身位置释放吸力较强的黑洞	1	1								
760421	射线	1	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	每隔一段时间向八个主要方向释放造成3%持续物理伤害的激光	1	1								
760422	射线	2	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	每隔一段时间向八个主要方向释放造成4%持续物理伤害的激光	1	1								
760423	射线	3	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	每隔一段时间向八个主要方向释放造成5%持续物理伤害的激光	1	1								
760431	火焰	1	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	攻击附带10%的火属性伤害，有10%几率造成燃烧状态，每秒造成10%的火属性伤害，持续3秒	1	1								
760432	火焰	2	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	攻击附带15%的火属性伤害，有15%几率造成燃烧状态，每秒造成15%的火属性伤害，持续3秒	1	1								
760433	火焰	3	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	攻击附带20%的火属性伤害，有20%几率造成燃烧状态，每秒造成20%的火属性伤害，持续3秒	1	1								
760451	冻结	1	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	攻击附带10%的冰属性伤害，减少目标15%移动速度，有10%几率造成冻结状态，持续0.3秒	1	1								
760452	冻结	2	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	攻击附带15%的冰属性伤害，减少目标20%移动速度，有15%几率造成冻结状态，持续0.5秒	1	1								
760453	冻结	3	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	攻击附带20%的冰属性伤害，减少目标25%移动速度，有20%几率造成冻结状态，持续0.7秒	1	1								
760471	暗影	1	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	攻击附带10%的暗属性伤害，有10%几率造成眩晕状态，持续0.5秒，并额外受到10%的暗属性伤害	1	1								
760472	暗影	2	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	攻击附带15%的暗属性伤害，有15%几率造成眩晕状态，持续0.7秒，并额外受到15%的暗属性伤害	1	1								
760473	暗影	3	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	攻击附带20%的暗属性伤害，有20%几率造成眩晕状态，持续0.9秒，并额外受到20%的暗属性伤害	1	1								
760491	雷鸣	1	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	攻击附带10%的雷属性伤害，有10%几率造成引雷状态，每1.5秒在目标处释放一次雷击，持续1.5秒	1	1								
760492	雷鸣	2	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	攻击附带15%的雷属性伤害，有15%几率造成引雷状态，每1.5秒在目标处释放一次雷击，持续3秒	1	1								
760493	雷鸣	3	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	攻击附带20%的雷属性伤害，有20%几率造成引雷状态，每1.5秒在目标处释放一次雷击，持续4.5秒	1	1								
760601	冰径	1	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	释放一个持续追踪目标的冰冻体，冰冻体接触目标时造成5%的冰属性伤害，与目标距离越远，移动速度越快	1	1								
760602	冰径	2	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	释放一个持续追踪目标的冰冻体，冰冻体接触目标时造成10%的冰属性伤害，与目标距离越远，移动速度越快	1	1								
760603	冰径	3	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	释放一个持续追踪目标的冰冻体，冰冻体接触目标时造成15%的冰属性伤害，与目标距离越远，移动速度越快	1	1								
760630	劣化	1	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	造成伤害时，使目标受到的治疗量减少30%，持续3秒	1	1								
760631	劣化	2	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	造成伤害时，使目标受到的治疗量减少45%，持续4秒	1	1								
760632	劣化	3	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	造成伤害时，使目标受到的治疗量减少60%，持续5秒	1	1								
760640	禁疗	1	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	每隔一段时间对目标释放无法受到任何治疗效果的状态，持续3秒	1	1								
760641	禁疗	2	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	每隔一段时间对目标释放无法受到任何治疗效果的状态，持续4秒	1	1								
760642	禁疗	3	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	每隔一段时间对目标释放无法受到任何治疗效果的状态，持续5秒	1	1								
760650	禁锢	1	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	在目标位置生成屏障，阻挡离开或者进入屏障区域的目标，持续3秒，冷却时间15秒	1	1								
760651	禁锢	2	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	在目标位置生成屏障，阻挡离开或者进入屏障区域的目标，持续4秒，冷却时间16秒	1	1								
760652	禁锢	3	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	在目标位置生成屏障，阻挡离开或者进入屏障区域的目标，持续5秒，冷却时间17秒	1	1								
760670	入侵	1	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png	造成伤害时，每秒对目标造成2%的物理伤害，并引发其它伤害型词缀的效果，持续3秒	1	1								
760671	入侵	2	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png	造成伤害时，每秒对目标造成2%的物理伤害，并引发其它伤害型词缀的效果，持续4秒	1	1								
760672	入侵	3	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png	造成伤害时，每秒对目标造成2%的物理伤害，并引发其它伤害型词缀的效果，持续5秒	1	1								
760690	反噬	1	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	生成能量护盾，对攻击能量盾的目标造成15%的物理伤害，持续3秒，冷却时间16秒	1	1								
760691	反噬	2	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	生成能量护盾，对攻击能量盾的目标造成25%的物理伤害，持续4秒，冷却时间17秒	1	1								
760692	反噬	3	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	生成能量护盾，对攻击能量盾的目标造成35%的物理伤害，持续5秒，冷却时间18秒	1	1								
761123	弱物理	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	物理抗性减少40%	1	1								
761124	弱火	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	火属性抗性减少40%	1	1								
761125	弱雷	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	雷属性抗性减少40%	1	1								
761126	弱冰	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	冰属性抗性减少40%	1	1								
761127	弱暗	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	暗属性抗性减少40%	1	1								
761190	碎甲	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	物理抗性减少40%	1	1								
761191	惧火	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	火属性抗性减少40%	1	1								
761192	惧雷	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	雷属性抗性减少40%	1	1								
761193	惧冰	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	冰属性抗性减少40%	1	1								
761194	惧暗	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	暗属性抗性减少40%	1	1								
761205	坚固	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	物理抗性增加20%	1	1								
761206	防火	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuhuo.png	火属性抗性增加20%	1	1								
761207	防雷	1	Assets/Product/Texture/Image/IconAffix/AffixIconYulei.png	雷属性抗性增加20%	1	1								
761208	防冰	1	Assets/Product/Texture/Image/IconAffix/AffixIconYubing.png	冰属性抗性增加20%	1	1								
761209	防暗	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuan.png	暗属性抗性增加20%	1	1								
761220	近战输出强化	1	Assets/Product/Texture/Image/IconAffix/AffixIconDuili1.png	对来自3米内的伤害，额外伤害减免降低40%	1	1								
761223	宿命	1	Assets/Product/Texture/Image/IconAffix/AffixIconSuming1.png	对来自神威的伤害，额外伤害减免降低30%	1	1								
761226	对立	1	Assets/Product/Texture/Image/IconAffix/AffixIconDuili2.png	对来自罗塞塔的伤害，额外伤害减免降低	1	1								
761229	融甲	1	Assets/Product/Texture/Image/IconAffix/AffixIconRongjia1.png	对来自装甲型泛用机体的伤害，额外伤害减免降低50%	1	1								
776365	创伤	1	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png	由于过往的经历与对迷彩性能的需求，拉弥亚的防御机能是其致命的弱点，基于此特性受到的普通攻击及必杀技伤害会显著提升。	1	1								
761232	脆弱	1	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleIconPowerwuli.png	结构脆弱化后容易因为物理冲击而破碎，基于此特性受到的物理伤害会显著提升。	1	1								
761233	易燃	1	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleIconPowerhuo.png	极易受高温点燃并引发剧烈的爆炸，基于此特性受到的火属性伤害会显著提升。	1	1								
761234	电极	1	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleIconPowerlei.png	外部电击将导致电流过载发生瘫痪，基于此特性受到的雷属性伤害会显著提升。	1	1								
761235	霜结	1	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleIconPowerbing.png	低温情况下会出现膨胀式冻结效应，基于此特性受到的冰属性伤害会显著提升。	1	1								
