Id	ModelId	DisplayRootName	DisplayEffectPath	DisplayDelayTime
24	15060122	{1: 'Weaponbone1', 2: 'Weaponbone1'}	{1: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd01.prefab'}	{1: 0, 2: 0}
25	15060132	{1: 'Weaponbone1', 2: 'Weaponbone1'}	{1: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd01.prefab'}	{1: 0, 2: 0}
26	15060132	{1: 'Weaponbone1', 2: 'Weaponbone1'}	{1: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd02.prefab'}	{1: 0, 2: 0}
27	15060142	{1: 'Weaponbone1', 2: 'Weaponbone1'}	{1: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd01.prefab'}	{1: 0, 2: 0}
28	15060142	{1: 'Weaponbone1', 2: 'Weaponbone1'}	{1: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd02.prefab'}	{1: 0, 2: 0}
29	15060142	{1: 'Weaponbone1', 2: 'Weaponbone1'}	{1: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd03.prefab'}	{1: 0, 2: 0}
30	15060111	{3: 'WeaponBone1'}	{3: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd01.prefab'}	{3: 3800}
31	15060131	{3: 'WeaponBone1'}	{3: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd01.prefab'}	{3: 3800}
32	15060131	{3: 'WeaponBone1'}	{3: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd02.prefab'}	{3: 5300}
33	15060141	{3: 'WeaponBone1'}	{3: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd01.prefab'}	{3: 3800}
34	15060141	{3: 'WeaponBone1'}	{3: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd02.prefab'}	{3: 5300}
35	15060141	{3: 'WeaponBone1'}	{3: 'Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxE3KyewandMd03.prefab'}	{3: 6300}
36	15160111	{3: 'WeaponBone'}	{3: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab'}	{3: 800}
37	15160121	{3: 'WeaponBone'}	{3: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab'}	{3: 800}
38	15160131	{3: 'WeaponBone'}	{3: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab'}	{3: 800}
39	15160131	{3: 'WeaponBone'}	{3: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd02.prefab'}	{3: 2000}
40	15160131	{3: 'WeaponBone'}	{3: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd03.prefab'}	{3: 2150}
41	15160141	{3: 'WeaponBone'}	{3: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab'}	{3: 800}
42	15160141	{3: 'WeaponBone'}	{3: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd02.prefab'}	{3: 2000}
43	15160141	{3: 'WeaponBone'}	{3: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd03.prefab'}	{3: 2150}
44	15160111	{1: 'WeaponBone', 2: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab'}	{1: 0, 2: 0}
45	15160121	{1: 'WeaponBone', 2: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab'}	{1: 0, 2: 0}
46	15160131	{1: 'WeaponBone', 2: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab'}	{1: 0, 2: 0}
47	15160131	{1: 'WeaponBone', 2: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd02.prefab'}	{1: 0, 2: 0}
48	15160131	{1: 'WeaponBone', 2: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd03.prefab'}	{1: 0, 2: 0}
49	15160141	{1: 'WeaponBone', 2: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd01.prefab'}	{1: 0, 2: 0}
50	15160141	{1: 'WeaponBone', 2: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd02.prefab'}	{1: 0, 2: 0}
51	15160141	{1: 'WeaponBone', 2: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxE3BrollyMd03.prefab'}	{1: 0, 2: 0}
52	15260111	{3: 'WeaponsBone2'}	{3: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab'}	{3: 1650}
53	15260121	{3: 'WeaponsBone2'}	{3: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword01.prefab'}	{3: 0}
54	15260121	{3: 'WeaponsBone2'}	{3: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab'}	{3: 1650}
55	15260131	{3: 'WeaponsBone2'}	{3: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword01.prefab'}	{3: 0}
56	15260131	{3: 'WeaponsBone2'}	{3: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab'}	{3: 1650}
57	15260141	{3: 'WeaponsBone2'}	{3: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword01.prefab'}	{3: 0}
58	15260141	{3: 'WeaponsBone2'}	{3: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab'}	{3: 1650}
59	15260112	{1: 'WeaponsBone2', 2: 'WeaponsBone2'}	{1: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab'}	{3: 0}
60	15260122	{1: 'WeaponsBone2', 2: 'WeaponsBone2'}	{1: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword01.prefab'}	{3: 0}
61	15260122	{1: 'WeaponsBone2', 2: 'WeaponsBone2'}	{1: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab'}	{3: 0}
62	15260132	{1: 'WeaponsBone2', 2: 'WeaponsBone2'}	{1: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword01.prefab'}	{3: 0}
63	15260132	{1: 'WeaponsBone2', 2: 'WeaponsBone2'}	{1: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab'}	{3: 0}
64	15260142	{1: 'WeaponsBone2', 2: 'WeaponsBone2'}	{1: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword01.prefab'}	{3: 0}
65	15260142	{1: 'WeaponsBone2', 2: 'WeaponsBone2'}	{1: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxE3Lyresword02.prefab'}	{3: 0}
66	15360111	{1: 'PistoBone18', 2: 'PistoBone18', 3: 'PistoBone18'}	{1: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab'}	{1: 0, 2: 0, 3: 0}
67	15360121	{1: 'PistoBone18', 2: 'PistoBone18', 3: 'PistoBone18'}	{1: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab'}	{1: 0, 2: 0, 3: 0}
68	15360131	{1: 'PistoBone18', 2: 'PistoBone18', 3: 'PistoBone18'}	{1: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab'}	{1: 0, 2: 0, 3: 0}
69	15360131	{1: 'PistoBone18', 2: 'PistoBone18', 3: 'PistoBone18'}	{1: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponAP03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponAP03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponAP03.prefab'}	{1: 0, 2: 0, 3: 0}
70	15360141	{1: 'PistoBone18', 2: 'PistoBone18', 3: 'PistoBone18'}	{1: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponP01.prefab'}	{1: 0, 2: 0, 3: 0}
71	15360141	{1: 'PistoBone18', 2: 'PistoBone18', 3: 'PistoBone18'}	{1: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponAP03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponAP03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponAP03.prefab'}	{1: 0, 2: 0, 3: 0}
72	15360141	{1: 'PistoBone18', 2: 'PistoBone18', 3: 'PistoBone18'}	{1: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponAP04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponAP04.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponAP04.prefab'}	{1: 3300, 2: 3300, 3: 3300}
73	15360141	{1: 'PistoBone11', 2: 'PistoBone11', 3: 'PistoBone11'}	{1: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponBP04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponBP04.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiWeaponBP04.prefab'}	{1: 1300, 2: 1300, 3: 1300}
74	15460141	{3: 'WeaponCenter'}	{3: 'Assets/Product/Effect/Prefab/FxR4WeilaPrefab/Common/FxE3BladespearMd010011P04.prefab'}	{3: 0}
75	15460141	{3: 'LanceBoneR10'}	{3: 'Assets/Product/Effect/Prefab/FxR4WeilaPrefab/Common/FxE3BladespearMd010011P0402.prefab'}	{3: 0}
76	15760111	{1: 'BladeBone01', 2: 'BladeBone01', 3: 'BladeBone01'}	{1: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab'}	{1: 0, 2: 0, 3: 300}
77	15760121	{1: 'BladeBone01', 2: 'BladeBone01', 3: 'BladeBone01'}	{1: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab'}	{1: 0, 2: 0, 3: 300}
78	15760121	{1: 'SwordBone02', 2: 'SwordBone02', 3: 'SwordBone02'}	{1: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword02.prefab'}	{1: 0, 2: 0, 3: 1000}
79	15760121	{1: 'SwordBone03', 2: 'SwordBone03', 3: 'SwordBone03'}	{1: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword03.prefab'}	{1: 0, 2: 0, 3: 1000}
80	15760131	{1: 'BladeBone01', 2: 'BladeBone01', 3: 'BladeBone01'}	{1: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab'}	{1: 0, 2: 0, 3: 300}
81	15760131	{1: 'SwordBone02', 2: 'SwordBone02', 3: 'SwordBone02'}	{1: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword02.prefab'}	{1: 0, 2: 0, 3: 1000}
82	15760131	{1: 'SwordBone03', 2: 'SwordBone03', 3: 'SwordBone03'}	{1: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword03.prefab'}	{1: 0, 2: 0, 3: 1000}
83	15760141	{1: 'BladeBone01', 2: 'BladeBone01', 3: 'BladeBone01'}	{1: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword01.prefab'}	{1: 0, 2: 0, 3: 300}
84	15760141	{1: 'SwordBone02', 2: 'SwordBone02', 3: 'SwordBone02'}	{1: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword02.prefab'}	{1: 0, 2: 0, 3: 1000}
85	15760141	{1: 'SwordBone03', 2: 'SwordBone03', 3: 'SwordBone03'}	{1: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword03.prefab'}	{1: 0, 2: 0, 3: 1000}
86	15760141	{1: 'Weaponbone', 2: 'Weaponbone', 3: 'Weaponbone'}	{1: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword04.prefab', 3: 'Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxE3Chainsword04.prefab'}	{1: 0, 2: 0, 3: 2300}
87	15860111	{1: 'ShearsBone03', 2: 'ShearsBone03', 3: 'ShearsBone03'}	{1: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab'}	{1: 0, 2: 0, 3: 0}
88	15860111	{1: 'ShearsBone05', 2: 'ShearsBone05', 3: 'ShearsBone05'}	{1: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab'}	{1: 0, 2: 0, 3: 0}
89	15860121	{1: 'ShearsBone03', 2: 'ShearsBone03', 3: 'ShearsBone03'}	{1: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab'}	{1: 0, 2: 0, 3: 0}
90	15860121	{1: 'ShearsBone05', 2: 'ShearsBone05', 3: 'ShearsBone05'}	{1: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab'}	{1: 0, 2: 0, 3: 0}
91	15860131	{1: 'ShearsBone03', 2: 'ShearsBone03', 3: 'ShearsBone03'}	{1: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab'}	{1: 0, 2: 0, 3: 0}
