Id	PoolId	Weight	SkillId	Icon	Name	Description
26	2	100	103221	Assets/Product/Texture/Image/IconSkill/R2lifuhexin1.png	逆白鹭领域	核心被动+1
27	2	100	103223	Assets/Product/Texture/Image/IconSkill/R2lifuhexin1.png	辅助型	职业技等级+1
28	1	100	104201	Assets/Product/Texture/Image/IconSkill/R2biankahong1.png	定点射击	红球等级+1
29	1	100	104206	Assets/Product/Texture/Image/IconSkill/R2biankahuang1.png	翼射	黄球等级+1
30	1	100	104211	Assets/Product/Texture/Image/IconSkill/R2biankalan1.png	引弓	蓝球等级+1
31	1	100	104216	Assets/Product/Texture/Image/IconSkill/biankapugong1.png	快速拉弓	普通攻击等级+1
32	2	100	104217	Assets/Product/Texture/Image/IconSkill/R2biankadazhao1.png	必杀-天命之雨	必杀技等级+1
33	2	100	104218	Assets/Product/Texture/Image/IconSkill/QTE1.png	猎杀之雨	qte等级+1
34	2	100	104221	Assets/Product/Texture/Image/IconSkill/R2biankahexin1.png	饶恕箭筒	核心被动+1
35	2	100	104223	Assets/Product/Texture/Image/IconSkill/R2biankahexin1.png	进攻型	职业技等级+1
36	1	100	105101	Assets/Product/Texture/Image/IconSkill/R2yongyechaohong1.png	锯刃斩击	红球等级+1
37	1	100	105106	Assets/Product/Texture/Image/IconSkill/R2yongyechaohuang1.png	切割风暴	黄球等级+1
38	1	100	105111	Assets/Product/Texture/Image/IconSkill/R2yongyechaolan1.png	意识共振	蓝球等级+1
39	1	100	105116	Assets/Product/Texture/Image/IconSkill/yongyechaopugong1.png	锯刃切割	普通攻击等级+1
40	2	100	105117	Assets/Product/Texture/Image/IconSkill/R2yongyechaodazhao1.png	必杀-琉晶壁垒	必杀技等级+1
41	2	100	105118	Assets/Product/Texture/Image/IconSkill/QTE1.png	断！空！哔——！	qte等级+1
42	2	100	105121	Assets/Product/Texture/Image/IconSkill/R2yongyechaohexin1.png	EX-切割风暴	核心被动+1
43	2	100	105123	Assets/Product/Texture/Image/IconSkill/R2yongyechaohexin1.png	装甲型	职业技等级+1
44	1	100	106201	Assets/Product/Texture/Image/IconSkill/R2shenweihong1.png	大切断	红球等级+1
45	1	100	106206	Assets/Product/Texture/Image/IconSkill/R2shenweihuang1.png	逆流反击	黄球等级+1
46	1	100	106211	Assets/Product/Texture/Image/IconSkill/R2shenweilan1.png	突击模式	蓝球等级+1
47	1	100	106216	Assets/Product/Texture/Image/IconSkill/shenweipugong1.png	挥击	普通攻击等级+1
48	2	100	106217	Assets/Product/Texture/Image/IconSkill/R2shenweidazhao1.png	必杀-绝杀重压	必杀技等级+1
49	2	100	106218	Assets/Product/Texture/Image/IconSkill/QTE1.png	重压之风	qte等级+1
50	2	100	106221	Assets/Product/Texture/Image/IconSkill/R2shenweihexin1.png	攻防律动	核心被动+1
51	2	100	106223	Assets/Product/Texture/Image/IconSkill/R2shenweihexin1.png	装甲型	职业技等级+1
52	1	100	107201	Assets/Product/Texture/Image/IconSkill/R2kalieninahong1.png	散弹	红球等级+1
53	1	100	107206	Assets/Product/Texture/Image/IconSkill/R2kalieninahuang1.png	引信弹	黄球等级+1
54	1	100	107211	Assets/Product/Texture/Image/IconSkill/R2kalieninalan1.png	旋火弹	蓝球等级+1
55	1	100	107216	Assets/Product/Texture/Image/IconSkill/kalieninapugong1.png	炮斗术	普通攻击等级+1
56	2	100	107217	Assets/Product/Texture/Image/IconSkill/R2kalieninadazhao1.png	必杀-破碎轰鸣	必杀技等级+1
57	2	100	107218	Assets/Product/Texture/Image/IconSkill/QTE1.png	歼灭弹	qte等级+1
58	2	100	107221	Assets/Product/Texture/Image/IconSkill/R2kalieninahexin1.png	炮斗战术	核心被动+1
59	2	100	107223	Assets/Product/Texture/Image/IconSkill/R2kalieninahexin1.png	进攻型	职业技等级+1
60	1	100	108201	Assets/Product/Texture/Image/IconSkill/R2dubianhong1.png	黑樱	红球等级+1
61	1	100	108206	Assets/Product/Texture/Image/IconSkill/R2dubianhuang1.png	影刺	黄球等级+1
62	1	100	108211	Assets/Product/Texture/Image/IconSkill/R2dubianlan1.png	喋血	蓝球等级+1
63	1	100	108216	Assets/Product/Texture/Image/IconSkill/dubianpugong1.png	切割	普通攻击等级+1
64	2	100	108217	Assets/Product/Texture/Image/IconSkill/R2dubiandazhao1.png	必杀-黑夜刀锋	必杀技等级+1
65	2	100	108218	Assets/Product/Texture/Image/IconSkill/QTE1.png	闪坠	qte等级+1
66	2	100	108221	Assets/Product/Texture/Image/IconSkill/R2dubianhexin1.png	疾驰幻影	核心被动+1
67	2	100	108223	Assets/Product/Texture/Image/IconSkill/R2dubianhexin1.png	进攻型	职业技等级+1
68	1	100	102101	Assets/Product/Texture/Image/IconSkill/R1luxiyahong1.png	红莲-起手式	红球等级+1
69	1	100	102106	Assets/Product/Texture/Image/IconSkill/R1luxiyahuang1.png	红莲-闪击	黄球等级+1
70	1	100	102111	Assets/Product/Texture/Image/IconSkill/R1luxiyalan1.png	红莲-波动斩	蓝球等级+1
71	1	100	102116	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png	红莲-迅刀式	普通攻击等级+1
72	2	100	102117	Assets/Product/Texture/Image/IconSkill/R1luxiyadazhao1.png	必杀-红莲乱舞	必杀技等级+1
73	2	100	102118	Assets/Product/Texture/Image/IconSkill/QTE1.png	莲华快斩	qte等级+1
74	2	100	102121	Assets/Product/Texture/Image/IconSkill/R1luxiyahexin1.png	红莲-双刀术	核心被动+1
75	2	100	102123	Assets/Product/Texture/Image/IconSkill/R1luxiyahexin1.png	进攻型	职业技等级+1
76	1	100	103101	Assets/Product/Texture/Image/IconSkill/R1lifuhong1.png	激光炮击	红球等级+1
77	1	100	103106	Assets/Product/Texture/Image/IconSkill/R1lifuhuang1.png	虚无黑洞	黄球等级+1
78	1	100	103111	Assets/Product/Texture/Image/IconSkill/R1lifulan1.png	不稳定粒子	蓝球等级+1
79	1	100	103116	Assets/Product/Texture/Image/IconSkill/lifupugong1.png	光束轰击	普通攻击等级+1
80	2	100	103117	Assets/Product/Texture/Image/IconSkill/R1lifudazhao1.png	必杀-苍穹星降	必杀技等级+1
81	2	100	103118	Assets/Product/Texture/Image/IconSkill/QTE1.png	纳米场绽放	qte等级+1
82	2	100	103121	Assets/Product/Texture/Image/IconSkill/R1lifuhexin1.png	激光束群	核心被动+1
83	2	100	103123	Assets/Product/Texture/Image/IconSkill/R1lifuhexin1.png	辅助型	职业技等级+1
84	1	100	103301	Assets/Product/Texture/Image/IconSkill/R3lifuhong1.png	相斥光束	红球等级+1
85	1	100	103306	Assets/Product/Texture/Image/IconSkill/R3lifuhuang1.png	转移充能	黄球等级+1
86	1	100	103311	Assets/Product/Texture/Image/IconSkill/R3lifulan1.png	灰鸦领域	蓝球等级+1
87	1	100	103316	Assets/Product/Texture/Image/IconSkill/lifupugong1.png	自适应射线	普通攻击等级+1
88	2	100	103317	Assets/Product/Texture/Image/IconSkill/R3lifudazhao1.png	阿卡迪亚之门	必杀技等级+1
89	2	100	103318	Assets/Product/Texture/Image/IconSkill/QTE1.png	英灵之舞	qte等级+1
90	2	100	103321	Assets/Product/Texture/Image/IconSkill/R3lifuhexin1.png	女神连接系统	核心被动+1
91	2	100	103323	Assets/Product/Texture/Image/IconSkill/R3lifuhexin1.png	辅助型	职业技等级+1
92	1	100	106301	Assets/Product/Texture/Image/IconSkill/R3shenweihong1.png	逆反剑技	红球等级+1
93	1	100	106306	Assets/Product/Texture/Image/IconSkill/R3shenweihuang1.png	突击冲锋	黄球等级+1
94	1	100	106311	Assets/Product/Texture/Image/IconSkill/R3shenweilan1.png	崩剑	蓝球等级+1
95	1	100	106316	Assets/Product/Texture/Image/IconSkill/shenweipugong1.png	大刃切割	普通攻击等级+1
96	2	100	106317	Assets/Product/Texture/Image/IconSkill/R3shenweidazhao1.png	必杀-一体双心	必杀技等级+1
97	2	100	106318	Assets/Product/Texture/Image/IconSkill/QTE1.png	连锁回旋	qte等级+1
98	2	100	106321	Assets/Product/Texture/Image/IconSkill/R3Shenweihexin1.png	战意	核心被动+1
99	2	100	106323	Assets/Product/Texture/Image/IconSkill/R3Shenweihexin1.png	装甲型	职业技等级+1
100	1	100	101301	Assets/Product/Texture/Image/IconSkill/R3lihong1.png	连续射击	红球等级+1
101	1	100	101306	Assets/Product/Texture/Image/IconSkill/R3lihuang1.png	后跳射击	黄球等级+1
102	1	100	101311	Assets/Product/Texture/Image/IconSkill/R3lilan1.png	电力感应	蓝球等级+1
103	1	100	101316	Assets/Product/Texture/Image/IconSkill/lipugong1.png	连射模式	普通攻击等级+1
104	2	100	101317	Assets/Product/Texture/Image/IconSkill/R3lidazhao1.png	必杀-轨道打击	必杀技等级+1
105	2	100	101318	Assets/Product/Texture/Image/IconSkill/QTE1.png	死角奇袭	qte等级+1
106	2	100	101321	Assets/Product/Texture/Image/IconSkill/R3lihexin1.png	空间领主	核心被动+1
107	2	100	101323	Assets/Product/Texture/Image/IconSkill/R3lihexin1.png	进攻型	职业技等级+1
108	1	100	107301	Assets/Product/Texture/Image/IconSkill/R3kalieninahong1.png	光刃交击	红球等级+1
109	1	100	107306	Assets/Product/Texture/Image/IconSkill/R3kalieninahuang1.png	掩护炮击	黄球等级+1
110	1	100	107311	Assets/Product/Texture/Image/IconSkill/R3kalieninalan1.png	僚机召唤	蓝球等级+1
111	1	100	107316	Assets/Product/Texture/Image/IconSkill/kalieninapugong1.png	膛压解放	普通攻击等级+1
112	2	100	107317	Assets/Product/Texture/Image/IconSkill/R3kalieninadazhao1.png	必杀-大地伤痕	必杀技等级+1
113	2	100	107318	Assets/Product/Texture/Image/IconSkill/QTE1.png	重力坠落	qte等级+1
114	2	100	107321	Assets/Product/Texture/Image/IconSkill/R3kalieninahexin1.png	热能武装	核心被动+1
115	2	100	107323	Assets/Product/Texture/Image/IconSkill/R3kalieninahexin1.png	进攻型	职业技等级+1
116	1	100	105301	Assets/Product/Texture/Image/IconSkill/R3yongyechaohong1.png	律动冲击	红球等级+1
117	1	100	105306	Assets/Product/Texture/Image/IconSkill/R3yongyechaohuang1.png	跃动之环	黄球等级+1
118	1	100	105311	Assets/Product/Texture/Image/IconSkill/R3yongyechaolan1.png	爆碎震击	蓝球等级+1
119	1	100	105316	Assets/Product/Texture/Image/IconSkill/yongyechaopugong1.png	锯刃风暴	普通攻击等级+1
120	2	100	105317	Assets/Product/Texture/Image/IconSkill/R3yongyechaodazhao1.png	必杀-脉冲	必杀技等级+1
121	2	100	105318	Assets/Product/Texture/Image/IconSkill/QTE1.png	熔火圆斩	qte等级+1
122	2	100	105321	Assets/Product/Texture/Image/IconSkill/R3yongyechaohexin1.png	超频共振	核心被动+1
123	2	100	105323	Assets/Product/Texture/Image/IconSkill/R3yongyechaohexin1.png	装甲型	职业技等级+1
124	1	100	102301	Assets/Product/Texture/Image/IconSkill/R3luxiyahong1.png	赤渊-烁华	红球等级+1
125	1	100	102306	Assets/Product/Texture/Image/IconSkill/R3luxiyahuang1.png	赤渊-缭乱	黄球等级+1
126	1	100	102311	Assets/Product/Texture/Image/IconSkill/R3luxiyalan1.png	赤渊-碎光散	蓝球等级+1
127	1	100	102316	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png	赤渊-居合意	普通攻击等级+1
128	2	100	102317	Assets/Product/Texture/Image/IconSkill/R3luxiyadazhao1.png	必杀-渊裂之术	必杀技等级+1
129	2	100	102318	Assets/Product/Texture/Image/IconSkill/QTE1.png	极渊落华	qte等级+1
130	2	100	102321	Assets/Product/Texture/Image/IconSkill/R3luxiyahexin1.png	赤渊-刀光意	核心被动+1
131	2	100	102323	Assets/Product/Texture/Image/IconSkill/R3luxiyahexin1.png	进攻型	职业技等级+1
132	1	100	108301	Assets/Product/Texture/Image/IconSkill/R3dubianhong1.png	彗尾散	红球等级+1
133	1	100	108306	Assets/Product/Texture/Image/IconSkill/R3dubianhuang1.png	天体回旋	黄球等级+1
134	1	100	108311	Assets/Product/Texture/Image/IconSkill/R3dubianlan1.png	曳星袭	蓝球等级+1
135	1	100	108316	Assets/Product/Texture/Image/IconSkill/dubianpugong1.png	杀星	普通攻击等级+1
136	2	100	108317	Assets/Product/Texture/Image/IconSkill/R3dubiandazhao1.png	必杀-超星爆发	必杀技等级+1
137	2	100	108318	Assets/Product/Texture/Image/IconSkill/QTE1.png	十字瞬影	qte等级+1
138	2	100	108321	Assets/Product/Texture/Image/IconSkill/R3dubianhexin1.png	寰宇振荡	核心被动+1
139	2	100	108323	Assets/Product/Texture/Image/IconSkill/R3dubianhexin1.png	进攻型	职业技等级+1
140	1	100	109201	Assets/Product/Texture/Image/IconSkill/R2ailahong1.png	绚烂之势	红球等级+1
141	1	100	109206	Assets/Product/Texture/Image/IconSkill/R2ailahuang1.png	挥洒光影	黄球等级+1
142	1	100	109211	Assets/Product/Texture/Image/IconSkill/R2ailalan1.png	原色轮回	蓝球等级+1
143	1	100	109216	Assets/Product/Texture/Image/IconSkill/ailapugong1.png	绘花镰	普通攻击等级+1
144	2	100	109217	Assets/Product/Texture/Image/IconSkill/R2ailadazhao1.png	必杀-绽放时刻	必杀技等级+1
145	2	100	109218	Assets/Product/Texture/Image/IconSkill/QTE1.png	螺旋线收割	qte等级+1
146	2	100	109221	Assets/Product/Texture/Image/IconSkill/R2ailahexin1.png	矢量色块	核心被动+1
147	2	100	109223	Assets/Product/Texture/Image/IconSkill/R2ailahexin1.png	装甲型	职业技等级+1
148	1	100	111201	Assets/Product/Texture/Image/IconSkill/R2Sufeiyahong1.png	定向扫射	红球等级+1
149	1	100	111206	Assets/Product/Texture/Image/IconSkill/R2Sufeiyahuang1.png	喷气推进	黄球等级+1
150	1	100	111211	Assets/Product/Texture/Image/IconSkill/R2Sufeiyalan1.png	扩散打击	蓝球等级+1
151	1	100	111216	Assets/Product/Texture/Image/IconSkill/lipugong1.png	枪道	普通攻击等级+1
152	2	100	111217	Assets/Product/Texture/Image/IconSkill/R2Sufeiyadazhao1.png	必杀-聚合爆破	必杀技等级+1
153	2	100	111218	Assets/Product/Texture/Image/IconSkill/QTE1.png	火力掩护	qte等级+1
154	2	100	111221	Assets/Product/Texture/Image/IconSkill/R2Sufeiyahexin1.png	战场补给	核心被动+1
155	2	100	111223	Assets/Product/Texture/Image/IconSkill/R2Sufeiyahexin1.png	辅助型	职业技等级+1
156	1	100	104301	Assets/Product/Texture/Image/IconSkill/R3biankahong1.png	疾雷之矢	红球等级+1
157	1	100	104306	Assets/Product/Texture/Image/IconSkill/R3biankahuang1.png	超频骤雷	黄球等级+1
158	1	100	104311	Assets/Product/Texture/Image/IconSkill/R3biankalan1.png	磁力引雷	蓝球等级+1
159	1	100	104316	Assets/Product/Texture/Image/IconSkill/biankapugong1.png	流电惊雷	普通攻击等级+1
160	2	100	104317	Assets/Product/Texture/Image/IconSkill/R3biankadazhao1.png	必杀-雷霆震怒	必杀技等级+1
161	2	100	104318	Assets/Product/Texture/Image/IconSkill/QTE1.png	弩击轰雷	qte等级+1
162	2	100	104321	Assets/Product/Texture/Image/IconSkill/R3biankahexin1.png	千钧一发	核心被动+1
163	2	100	104323	Assets/Product/Texture/Image/IconSkill/R3biankahexin1.png	进攻型	职业技等级+1
164	1	100	112201	Assets/Product/Texture/Image/IconSkill/R2kuluomuhong1.png	云闪	红球等级+1
165	1	100	112206	Assets/Product/Texture/Image/IconSkill/R2kuluomuhuang1.png	涡流重击	黄球等级+1
166	1	100	112211	Assets/Product/Texture/Image/IconSkill/R2kuluomulan1.png	过载冲击	蓝球等级+1
167	1	100	112216	Assets/Product/Texture/Image/IconSkill/ailapugong1.png	雷暴	普通攻击等级+1
168	2	100	112217	Assets/Product/Texture/Image/IconSkill/R2kuluomudazhao1.png	必杀-雷霆充能	必杀技等级+1
169	2	100	112218	Assets/Product/Texture/Image/IconSkill/QTE1.png	惊雷	qte等级+1
170	2	100	112221	Assets/Product/Texture/Image/IconSkill/R2kuluomuhexin1.png	弧光之盾	核心被动+1
171	2	100	112223	Assets/Product/Texture/Image/IconSkill/R2kuluomuhexin1.png	装甲型	职业技等级+1
172	1	100	102401	Assets/Product/Texture/Image/IconSkill/R4luxiyahong1.png	永冻之路	红球等级+1
173	1	100	102406	Assets/Product/Texture/Image/IconSkill/R4luxiyahuang1.png	破碎冲击	黄球等级+1
174	1	100	102411	Assets/Product/Texture/Image/IconSkill/R4luxiyalan1.png	冰魄环流	蓝球等级+1
175	1	100	102416	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png	霜刃	普通攻击等级+1
176	2	100	102417	Assets/Product/Texture/Image/IconSkill/R4luxiyadazhao1.png	必杀-刹那冰华	必杀技等级+1
177	2	100	102418	Assets/Product/Texture/Image/IconSkill/QTE1.png	霜刃-冰碎	qte等级+1
178	2	100	102421	Assets/Product/Texture/Image/IconSkill/R4luxiyahexin1.png	质化寒流	核心被动+1
179	2	100	102423	Assets/Product/Texture/Image/IconSkill/R4luxiyahexin1.png	进攻型	职业技等级+1
180	1	100	113201	Assets/Product/Texture/Image/IconSkill/R2Weilahong1.png	猩红连斩	红球等级+1
181	1	100	113206	Assets/Product/Texture/Image/IconSkill/R2Weilahuang1.png	赤影突袭	黄球等级+1
182	1	100	113211	Assets/Product/Texture/Image/IconSkill/R2Weilalan1.png	侵蚀烙印	蓝球等级+1
183	1	100	113216	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png	祸刃	普通攻击等级+1
184	2	100	113217	Assets/Product/Texture/Image/IconSkill/R2Weiladazhao1.png	必杀-暗域力场	必杀技等级+1
185	2	100	113218	Assets/Product/Texture/Image/IconSkill/QTE1.png	黑蔷薇冲击	qte等级+1
186	2	100	113221	Assets/Product/Texture/Image/IconSkill/R2Weilahexin1.png	质量残像	核心被动+1
187	2	100	113223	Assets/Product/Texture/Image/IconSkill/R2Weilahexin1.png	辅助型	职业技等级+1
188	1	100	115201	Assets/Product/Texture/Image/IconSkill/R2Kamuhong1.png	裂创	红球等级+1
189	1	100	115206	Assets/Product/Texture/Image/IconSkill/R2Kamuhuang1.png	坏灭	黄球等级+1
190	1	100	115211	Assets/Product/Texture/Image/IconSkill/R2Kamulan1.png	瞬爪	蓝球等级+1
191	1	100	115216	Assets/Product/Texture/Image/IconSkill/kamupugong1.png	影绝	普通攻击等级+1
192	2	100	115217	Assets/Product/Texture/Image/IconSkill/R2Kamudazhao1.png	本能解放	必杀技等级+1
193	2	100	115218	Assets/Product/Texture/Image/IconSkill/QTE1.png	致命爪击	qte等级+1
194	2	100	115221	Assets/Product/Texture/Image/IconSkill/R2Kamuhexin1.png	狂气涌动	核心被动+1
195	2	100	115223	Assets/Product/Texture/Image/IconSkill/R2Kamuhexin1.png	先锋型	职业技等级+1
196	1	100	114301	Assets/Product/Texture/Image/IconSkill/R3Luosaitahong1.png	冽风	红球等级+1
197	1	100	114306	Assets/Product/Texture/Image/IconSkill/R3Luosaitahuang1.png	逆行冲击	黄球等级+1
198	1	100	114311	Assets/Product/Texture/Image/IconSkill/R3Luosaitalan1.png	罪吝追猎	蓝球等级+1
199	1	100	114316	Assets/Product/Texture/Image/IconSkill/luosaitapugong1.png	迅猛攻势	普通攻击等级+1
200	2	100	114317	Assets/Product/Texture/Image/IconSkill/R3Luosaitadazhao1.png	必杀-涤罪之枪	必杀技等级+1
201	2	100	114318	Assets/Product/Texture/Image/IconSkill/QTE1.png	光翼旋舞	qte等级+1
202	2	100	114321	Assets/Product/Texture/Image/IconSkill/R3Luosaitahexin1.png	凛冽之心	核心被动+1
203	2	100	114323	Assets/Product/Texture/Image/IconSkill/R3Luosaitahexin1.png	装甲型	职业技等级+1
204	1	100	152301	Assets/Product/Texture/Image/IconSkill/R2Quhong1.png	乾坤力斩	红球等级+1
205	1	100	152306	Assets/Product/Texture/Image/IconSkill/R2Quhuang1.png	铁骑征尘	黄球等级+1
206	1	100	152311	Assets/Product/Texture/Image/IconSkill/R2Qulan1.png	横扫六合	蓝球等级+1
207	1	100	152316	Assets/Product/Texture/Image/IconSkill/qupugong1.png	龙枪术-纵横	普通攻击等级+1
208	2	100	152317	Assets/Product/Texture/Image/IconSkill/R2Qudazhao1.png	必杀-龙枪乱舞	必杀技等级+1
209	2	100	152318	Assets/Product/Texture/Image/IconSkill/QTE1.png	龙闪	qte等级+1
210	2	100	152321	Assets/Product/Texture/Image/IconSkill/R2Quhexin1.png	意志凝结	核心被动+1
211	2	100	152323	Assets/Product/Texture/Image/IconSkill/R2Quhexin1.png	先锋型	职业技等级+1
212	1	100	116201	Assets/Product/Texture/Image/IconSkill/R2Changyuhong1.png	麟蛟探海	红球等级+1
213	1	100	116206	Assets/Product/Texture/Image/IconSkill/R2Changyuhuang1.png	凝云纵	黄球等级+1
214	1	100	116211	Assets/Product/Texture/Image/IconSkill/R2Changyulan1.png	断空掌	蓝球等级+1
215	1	100	116216	Assets/Product/Texture/Image/IconSkill/changyupugong1.png	游龙触	普通攻击等级+1
216	2	100	116217	Assets/Product/Texture/Image/IconSkill/R2Changyudazhao1.png	必杀-无形之式	必杀技等级+1
217	2	100	116218	Assets/Product/Texture/Image/IconSkill/QTE1.png	瞬凝拳	qte等级+1
218	2	100	116221	Assets/Product/Texture/Image/IconSkill/R2Changyuhexin1.png	追击	核心被动+1
219	2	100	116223	Assets/Product/Texture/Image/IconSkill/R2Changyuhexin1.png	装甲型	职业技等级+1
220	1	100	117301	Assets/Product/Texture/Image/IconSkill/R3Lunahong1.png	涡旋极星	红球等级+1
221	1	100	117306	Assets/Product/Texture/Image/IconSkill/R3Lunahuang1.png	苦难咫尺	黄球等级+1
222	1	100	117311	Assets/Product/Texture/Image/IconSkill/R3Lunalan1.png	南十字星	蓝球等级+1
223	1	100	117316	Assets/Product/Texture/Image/IconSkill/lunapugong1.png	荆冕审判	普通攻击等级+1
224	2	100	117317	Assets/Product/Texture/Image/IconSkill/R3Lunadazhao1.png	必杀-终焉降临	必杀技等级+1
225	2	100	117318	Assets/Product/Texture/Image/IconSkill/QTE1.png	刹那制裁	qte等级+1
226	2	100	117321	Assets/Product/Texture/Image/IconSkill/R3Lunahexin1.png	湮灭奇点	核心被动+1
227	2	100	117323	Assets/Product/Texture/Image/IconSkill/R3Lunahexin1.png	进攻型	职业技等级+1
228	1	100	118301	Assets/Product/Texture/Image/IconSkill/R32Bhong1.png	强击体势	红球等级+1
229	1	100	118306	Assets/Product/Texture/Image/IconSkill/R32Bhuang1.png	突防崩打	黄球等级+1
230	1	100	118311	Assets/Product/Texture/Image/IconSkill/R32Blan1.png	R020：幻象	蓝球等级+1
231	1	100	118316	Assets/Product/Texture/Image/IconSkill/R32Bpugong1.png	太刀连打	普通攻击等级+1
232	2	100	118317	Assets/Product/Texture/Image/IconSkill/R32Bdazhao1.png	必杀-破坏斩	必杀技等级+1
233	2	100	118318	Assets/Product/Texture/Image/IconSkill/QTE1.png	重剑式	qte等级+1
234	2	100	118321	Assets/Product/Texture/Image/IconSkill/R32Bhexin1.png	刃构型	核心被动+1
235	2	100	118323	Assets/Product/Texture/Image/IconSkill/R32Bhexin1.png	进攻型	职业技等级+1
236	1	100	119301	Assets/Product/Texture/Image/IconSkill/R39Shong1.png	R010：雷射	红球等级+1
237	1	100	119306	Assets/Product/Texture/Image/IconSkill/R39Shuang1.png	A110：迟缓	黄球等级+1
238	1	100	119311	Assets/Product/Texture/Image/IconSkill/R39Slan1.png	A080：电波	蓝球等级+1
239	1	100	119316	Assets/Product/Texture/Image/IconSkill/R39Spugong1.png	空刃速攻	普通攻击等级+1
240	2	100	119317	Assets/Product/Texture/Image/IconSkill/R39Sdazhao1.png	必杀-骇入攻击	必杀技等级+1
241	2	100	119321	Assets/Product/Texture/Image/IconSkill/QTE1.png	骇入战术	qte等级+1
242	2	100	119322	Assets/Product/Texture/Image/IconSkill/R39Shexin1.png	超频速攻	核心被动+1
243	2	100	119327	Assets/Product/Texture/Image/IconSkill/R39Shexin1.png	辅助型	职业技等级+1
244	1	100	120301	Assets/Product/Texture/Image/IconSkill/R3A2hong1.png	圆环上挑	红球等级+1
245	1	100	120306	Assets/Product/Texture/Image/IconSkill/R3A2huang1.png	连续追突	黄球等级+1
246	1	100	120311	Assets/Product/Texture/Image/IconSkill/R3A2lan1.png	A140：引力	蓝球等级+1
247	1	100	120316	Assets/Product/Texture/Image/IconSkill/R3A2pugong1.png	连突枪	普通攻击等级+1
248	2	100	120317	Assets/Product/Texture/Image/IconSkill/R3A2dazhao1.png	必杀-聚变暴走	必杀技等级+1
249	2	100	120318	Assets/Product/Texture/Image/IconSkill/QTE1.png	战术枪三段突	qte等级+1
250	2	100	120321	Assets/Product/Texture/Image/IconSkill/R3A2hexin1.png	实验原型	核心被动+1
251	2	100	120323	Assets/Product/Texture/Image/IconSkill/R3A2hexin1.png	装甲型	职业技等级+1
252	1	100	121201	Assets/Product/Texture/Image/IconSkill/R2Wanshihong1.png	枭羽霜旋	红球等级+1
253	1	100	121206	Assets/Product/Texture/Image/IconSkill/R2Wanshihuang1.png	基线控制	黄球等级+1
254	1	100	121211	Assets/Product/Texture/Image/IconSkill/R2Wanshilan1.png	霜环爆破	蓝球等级+1
255	1	100	121216	Assets/Product/Texture/Image/IconSkill/wanshipugong1.png	寒霜翼动	普通攻击等级+1
256	2	100	121217	Assets/Product/Texture/Image/IconSkill/R2Wanshidazhao1.png	必杀-零点绽放	必杀技等级+1
