CharacterId	MainSkillIcon	MainSkillName	MainSkillType
1071003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1051003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1021003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1081003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1091002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1111002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1041003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1121002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1021004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1131002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1511003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1141003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1521003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1161002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1171003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1181003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1191003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1201003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1211002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1531003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1121003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1221002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1131003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1541003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1031004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1531004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1551003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1051004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1561003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1071004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1571003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1041004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1231002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1011004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1091003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1021005	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1241002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1221003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1251002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1261003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1271003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1281002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1081004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1521004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1291002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1171004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1301002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1241003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1211003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1021006	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1311002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1051005	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1321003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1331003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1531005	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1341002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
