Id	Name	Content
80901003	赛利卡	喜欢探寻角色背景故事的指挥官，可以通过<color=#57f0fb>角色剧情</color>按钮前往查看。
80901004	赛利卡	若指挥官在体验关卡剧情时使用<color=#57f0fb>加入书签</color>操作，可通过该书签按钮快速进入到对应剧情中段。
80901005	赛利卡	新版时间轴不再包含2~8章剧情，若指挥官想体验2~8章剧情可进入旧版界面查看。
80901006	赛利卡	若指挥官想查看整个时间轴剧情线走向，可以尝试<color=#57f0fb>双指或者鼠标滚轮进行缩放</color>。
80902001	赛利卡	后续剧情已全部解锁，下载完整分包后可体验最新章节。
80902002	赛利卡	点击定位按钮，可快速定位至当前剧情通关进度。
80902003	赛利卡	让我们踏上征程吧。
80903001	赛利卡	点击定位按钮，可快速定位至当前剧情通关进度。
80903002	赛利卡	后续剧情已全部解锁，查看最新章节剧情吧！
80903003	赛利卡	让我们踏上征程吧。
990901006	赛利卡	你还有奖励没领取呢~赶紧来看看吧
990901012	赛利卡	每次通关主线章节后，都记得回来领取奖励哦
990901016	赛利卡	点击右上角可以返回主界面
51001025	赛利卡	商店系统可以看到所有类型商店，对应花费的货币也有所不同。
51001050	赛利卡	<color=#57f0fb>商店</color>已开放，请前往查看。
1319098414	赛利卡	你还有奖励没领取呢~赶紧来看看吧
1319098420	赛利卡	每次通关主线章节后，都记得回来领取奖励哦
1319098424	赛利卡	点击右上角可以返回主界面
60000006	谜之少女	别管我是谁了，露西亚还在战斗中，赶紧与她链接吧！
60000048	谜之少女	我们已经做好了与露西亚链接的准备，请指挥官点击“作战开始”
60000049	谜之少女	请点击左侧，进入第一章
60000050	谜之少女	请点击左侧1-1
60000051	谜之少女	这里可查看本关卡的详细信息，请点击下方按钮
52031008	赛利卡	在挑战区域中有一个【试玩区】请查看一下。
52031016	赛利卡	点击右上角进入
52031026	赛利卡	这里的训练并非正式内容，请谨慎考虑进入。
52702014	赛利卡	进入1号宿舍
52702031	赛利卡	帮露西亚入住宿舍
52703046	赛利卡	有任务奖励可领取。
52704050	赛利卡	制造一件家具。
52704066	赛利卡	选择家具类型，并投入一定的家具币，即可建造。
52705005	赛利卡	家具可以改装，获得不同的属性
52705043	赛利卡	改装需要家具和图纸，先送一份吧。
52705044	赛利卡	分别选择家具和图纸。
52705049	赛利卡	家具可以改装，获得不同的属性
52931042	赛利卡	【勋章墙】已开启。
52706005	赛利卡	可随时点击上方按钮，查看图文教程
52706049	赛利卡	可随时点击上方按钮，查看图文教程
52731011	赛利卡	指挥官可选择加入到其他玩家创建的指挥局中。
52731016	赛利卡	也可以创建1个自己独有的指挥局。
52731028	赛利卡	你已经加入指挥局，那么继续努力吧！
52731042	赛利卡	指挥官可选择加入到其他玩家创建的指挥局中。
52731044	赛利卡	也可以创建1个自己独有的指挥局。
52731047	赛利卡	更多的细节，请查看<color=#57f0fb>图文说明</color>。
52731049	赛利卡	更多的细节，请查看<color=#57f0fb>图文说明</color>。
52731056	赛利卡	<color=#57f0fb>公会</color>已开启。
52961026	赛利卡	检查到有新型机体加入，指挥官请进入任务库。
52961044	赛利卡	<color=#57f0fb>独域机体</color>卡穆加入新成员，他有独立的战斗方式，不适合与泛用机体共同战斗。
52961049	赛利卡	选中独域机体<color=#57f0fb>卡穆</color>。
52961051	赛利卡	<color=#57f0fb>独域机体</color>的培养材料与泛用机体所需的培养材料相同。
52961053	赛利卡	独域机体的武器与意识均为专属，无法与泛用机体通用。
52961072	赛利卡	空中花园为指挥官提供了属于卡穆的机体与培养素材。
52961078	赛利卡	请选择独域机体页签。
52991020	赛利卡	<color=#57f0fb>资源商店</color>已开启。
52991039	赛利卡	通关AE-5将掉落<color=#57f0fb>特殊支援信物</color>。
52991043	赛利卡	点击<color=#57f0fb>切换套装</color>即可更换不同意识套装的商品。
52991054	赛利卡	<color=#57f0fb>资源商店</color>已开启。
52991060	赛利卡	特殊支援信物可用于<color=#57f0fb>资源商店</color>兑换<color=#57f0fb>高星意识</color>。
53002006	赛利卡	虚像地平线将使用特殊的数据成员，首先让我们先进行招募
53002031	赛利卡	首先让我们刷新一下，看模拟系统提供的数据成员
53002072	赛利卡	数据成员具有不同的战术等级，等级越高能力越强
53002081	赛利卡	点击【招募】按钮即可招募对应成员，指挥官可在稍后尝试下
53002083	赛利卡	查看图文教学，进行挑战吧。
52602067	赛利卡	<color=#57f0fb>维系者行动</color>每周进行重置。
52602070	赛利卡	指挥官有3张巡逻计划，每张对应1-6间的前进距离。使用1张后还将随机补充1张。
52602074	赛利卡	更多规则，请查看图文教学。
52602076	赛利卡	这是你的本周任务，你需要合理安排巡逻计划完成所有任务。
52602081	赛利卡	<color=#57f0fb>维系者行动</color>已经开启。
53003006	阿西莫夫	首先我来进行简单的说明
53003134	阿西莫夫	正在执行的任务会显示在你视野的左上角位置，任务进度也会根据你的行动实时匹配更新
53003135	阿西莫夫	我们需要在格式塔构建的虚拟空间中探索，以此找到并解决让格式塔发生异变的‘病源’所在
53003137	阿西莫夫	时间不多，让我们尽快完成冗余区块22-16的调查吧
53003138	阿西莫夫	现在展现在你面前的就是经由法奥斯之矛最优战术分析、并数据化后的战术界面……
53003140	阿西莫夫	【前进】即是法奥斯之矛在分析现场环境后计算出的相对安全路线，沿着这一通路向前探索吧
53003143	阿西莫夫	并时刻阻止你进入该区域，虽然措施有点强硬，但也是为了大家的安全
53003145	阿西莫夫	遇到这种情况时绕过【阻挡】即可
53003146	阿西莫夫	系统中也会出现无法识别的数据盲区，踏足其中会发生意外，法奥斯之矛将这些盲区标记为【阻挡】
53003149	阿西莫夫	适应得很快嘛。接下来，就由灰鸦指挥官自己进行战术上的抉择吧
53003153	阿西莫夫	不确定事件构成了战场上的隐患，系统将这些隐患标注为橙色的区块显示出来
53003157	阿西莫夫	在处理这些不确定因素前先派出合适的【链接者】进行【推演】
53003158	阿西莫夫	法奥斯之矛会将【链接者】的优势能力进行解析归类、简单分为三种类型
53003160	阿西莫夫	不同的战术类型伴随着不同的风险等级，这些风险等级被标注在推演的最下方
53003161	阿西莫夫	根据法奥斯之矛的计算，当前事件用【感知】进行推演的话，会产生较高的风险
53003162	阿西莫夫	这么说可能有点抽象，拿你遇到的情况举例吧
53003163	阿西莫夫	决定策略后，选择【确定】，进入推演环节
53003164	阿西莫夫	这里显示的是战术执行时的风险等级
53003165	阿西莫夫	以里为例，法奥斯之矛将其分析归类为以【运算】为优势的链接者……嗯，还真是准确呢
53003166	阿西莫夫	方案评分轻易地就超过风险等级了吗？还不赖
53003167	阿西莫夫	确定好链接者后点击【开始投点】，进行战术方案的拟定
53003168	阿西莫夫	接下来【确认结果】，看看按照推演中的战术方案执行后会发生什么事吧
53003170	阿西莫夫	嗯，这片区域快到尽头了，暂时没有异常
53003172	阿西莫夫	……意义不明的数据，但看起来不是造成格式塔异常的元凶
53003174	阿西莫夫	我先把这条数据记录下来，之后再研究，现在先点击【确认结果】完成本次推演
53003176	阿西莫夫	不错，你适应得很快。这为我们争取到不少时间
53003178	阿西莫夫	但情况依旧紧急，确认这里最后一部分没有异常后，就立刻去下一个区域探查吧
53003179	阿西莫夫	比起理论，实际体验更能让你快速适应法奥斯之矛
53003180	阿西莫夫	先从距离你浸入位置最近的冗余区块22-16开始调查吧
53003183	阿西莫夫	从一旁相对安全的区域【前进】吧
53003185	阿西莫夫	推演即拟定战术方案，法奥斯之矛会对拟定的方案进行评估，并推算执行该方案产生的可能结果
53003187	阿西莫夫	分别是【作战】、【感知】、【运算】
53003189	阿西莫夫	那么还是以【运算】为核心，进行推演吧
53003191	阿西莫夫	现在在你面前的是一片数据断层，那么想要以【运算】为核心推演的话……
53003192	阿西莫夫	只需要用合适的公式计算出断层的生成序列，根据排布规律得出起始点，然后激活序列即可
53003193	阿西莫夫	这一行动必须成功，因为一旦失败就极可能被格式塔判定为异常入侵，从而将你排除
53003199	阿西莫夫	所以在执行战术前先利用推演得出最佳的【运算】公式比较稳妥
53003202	阿西莫夫	法奥斯之矛还会为链接者使用的战术方案进行数值化评分，以此来判断方案的可行性
53003204	阿西莫夫	试着推演出大于风险等级的战术方案吧
53003205	阿西莫夫	片刻后法奥斯之矛会将我们拟定的方案进行评分，并与风险等级进行比较
53004006	赛利卡	指挥官，解锁场景之后可以进入拍照模式进行场景更换
53004031	赛利卡	在这里可以选择不同的主界面场景
53004072	赛利卡	点击同步后，主界面的显示会根据当前选择变化。
53004081	赛利卡	拍照模式中，指挥官也可以选择不同的成员，切换涂装及拍照动作。
53004083	赛利卡	选择之后，按下快门，拍摄下记忆瞬间。
53005006	赛利卡	<color=#57f0fb>指导</color>计划已开启，请指挥官前往查阅。
53005031	赛利卡	在这里可以寻找合适的教官。
53005072	赛利卡	学员每周完成指导任务可以获得高额小队经验。
53005083	赛利卡	更多规则请在相应界面的图文说明中查看。祝指挥官协作愉快！
53005088	赛利卡	完成协助补给的任务也可以领取丰厚的奖励。
53006006	赛利卡	基伽勒档案每轮持续时间为1周，共计4轮，开启新一轮时将重置关卡
53006031	赛利卡	点击“刷新”按钮，模拟系统将刷新出三个可招募成员，同时会消耗刷新次数
53006072	赛利卡	星数代表该成员本次招募可累计的星级，点击招募按钮会显示其相关信息
53006081	赛利卡	点击此处可查看所有成员组合效果，该效果非常强大，建议围绕其进行成员招募
53006083	赛利卡	查看图文教学，了解规则细节后再进行挑战吧
53006085	赛利卡	每轮会拥有不同的全域变量，同时包含增益与减益效果，会显著影响到战斗
53006086	赛利卡	该玩法将使用系统提供的角色进行战斗，点击这里进入招募界面
53007006	未知	现在进行辅助教学导入。
53007072	未知	注意选择使用需要的POD技能，进入战斗。
53007085	未知	选择需要进行破译的档案区域。
53007094	未知	选择第一关开始挑战
53008006	七实	空想环廊每轮持续时间为1周，共有两轮，开启新一轮时将重置关卡记录与机械体小队培养记录。
53008098	七实	空中花园运来的物资补给会随着时间不断累积，若超过24h未领取，将达到累积上限。
53008100	七实	点击该处可领取物资补给，强化己方机械体小队。
53008102	七实	接下来，就开始训练我们的机械体小队，为战斗做准备吧。
53008111	七实	训练成功！接下来，率领大家去征服这座高塔吧！
53008112	七实	试试点击“升级”
53008117	七实	选择第1关开始挑战！
53008121	七实	选定一个机械体,点击它将自动上阵！
53008124	七实	准备就绪，开始作战吧！
53008128	七实	就让我们先收下武藏九型，再开始战斗。
53008138	七实	七实军团，出发！
53009128	赛利卡	在本玩法中己方回合和敌方回合将交错进行，玩法目标为驻扎部队与主目标战斗从而击杀主目标
53009140	赛利卡	右上方显示本局玩法主目标信息，包括与主目标战斗次数以及主目标单次最大受到多少伤害
53009142	赛利卡	点击当前手牌中的战术卡牌，不同的战术卡牌会有不同的效果和可使用目标。
53009145	赛利卡	该战术卡牌的使用目标为驻扎部队，对其使用可在战斗中加强驻扎部队
53009146	赛利卡	战术卡牌已布置完毕，现在让我们进入敌方回合，让主目标开始移动同时让卡牌生效吧！
53010006	未知	了解寄叶遗档，有助于提高破译进度。
53010094	未知	当前已解锁A2，请查看。
53010100	未知	提升等级有助于提升A2的基础战斗力。
53010105	未知	选中A2相关的记录副本，获取对应的经验值和奖励。
53010109	未知	所需消耗将会在次日5:00自动恢复3个。
53011006	未知	EX关卡已解锁，建议优先通关，可激活新能力。
53012006	赛利卡	抑制拟算中指挥官将根据具有的算子数目，权衡选择并通过挑战。
53012031	赛利卡	每个关卡将提供不同的成员，且可使用2种算子进行招募，本次挑战让我们使用基础算子。
53012072	赛利卡	接下来请选择本次挑战要使用的成员：万事，露西亚，薇拉。
53012084	赛利卡	首先让我们来挑战第1关
53012093	赛利卡	选择完毕后即可进行招募确认。
53012095	赛利卡	除了招募成员，指挥官还可选择加成来强化队伍。
53012097	赛利卡	选择与成员能形成的配合的加成可大幅提升队伍战力。
53012099	赛利卡	接下来就请指挥官自行探索了，如有疑问请记得查看图文教学哦。
54021006	赛利卡	<color=#57f0fb>作战开始前</color>通关任意关卡后进入作战阶段（或活动4天后自动进入），<color=#57f0fb>作战阶段</color>固定为10天
54021072	赛利卡	选择红岩矿区
54021084	赛利卡	直接进入战斗吧
54021102	赛利卡	这是<color=#57f0fb>资源关卡</color>，通关后可以获得基础奖励
54021104	赛利卡	进入战斗吧
54022102	赛利卡	这是<color=#57f0fb>链接关卡</color>，通关后可以消除矿区深巢的一个<color=#57f0fb>词缀</color>
54022104	赛利卡	进入战斗吧
54023102	赛利卡	点击前往<color=#57f0fb>矿区深巢</color>
54023104	赛利卡	通关矿区深巢后可以一次性<color=#57f0fb>通关矿区的所有关卡</color>，获得所有通关奖励，快试试吧。
54023111	赛利卡	生产的电力可以用于<color=#57f0fb>配置插件</color>
54024129	赛利卡	<color=#57f0fb>自律矿工</color>每天结算时产出钽铁合矿，并<color=#57f0fb>增殖</color>50%矿工总数。越早获得自律矿工，奖励越多
54031006	赛利卡	为协助意识海稳定而研制的<color=#57f0fb>辅助型无人机</color>已开启。
54031041	赛利卡	前往辅助机系统看看吧。
54031051	赛利卡	点击<color=#57f0fb>辅助机携带</color>入口。
54031053	赛利卡	点击<color=#57f0fb>携带</color>。
54031055	赛利卡	首位为辅助机携带的<color=#57f0fb>主动技能</color>，可以选择辅助机在战斗内使用的主动技能。
54031072	赛利卡	空中花园为指挥官提供了第一版辅助机——<color=#57f0fb>元谒</color>。
54031081	赛利卡	以及为指挥官提供了属于该辅助机的<color=#57f0fb>培养素材</color>。
54031096	赛利卡	点击<color=#57f0fb>进化</color>页签。
54031098	赛利卡	通过消耗<color=#57f0fb>相同辅助机</color>或<color=#57f0fb>碎片</color>进行进化；进化后可解锁额外被动技能栏位，携带更多的被动技能。
54031101	赛利卡	点击<color=#57f0fb>技能</color>页签。
54031102	赛利卡	选择所需提升的对应技能。
54031111	赛利卡	点击返回，赛利卡带你了解辅助机的技能佩戴
54031120	赛利卡	根据携带的成员<color=#57f0fb>属性</color>不同，会产生不同属性的技能效果。
54031121	赛利卡	每个辅助机共有两套不同类型主动技能，指挥官可以选择想使用的主动技能。
54031123	赛利卡	此处可以查看每个主动技能对应的不同属性效果。
54031126	赛利卡	属性技能根据携带成员属性的不同，会<color=#57f0fb>自动变换</color>，无需手动选择。
54031129	赛利卡	点击返回。
54031132	赛利卡	成员携带<color=#57f0fb>辅助机</color>后可在作战过程中给予短时间战斗支援。
54031141	赛利卡	指挥官可以根据需要选择需要装备的被动技能。
54031145	赛利卡	辅助机品质越高，当前辅助机可装备的被动技能<color=#57f0fb>数量越多</color>。
54031155	赛利卡	点击<color=#57f0fb>被动技能</color>位置，可选择带入战斗的被动技能。
54031169	赛利卡	让我们进行<color=#57f0fb>元谒</color>的合成。
54031170	赛利卡	<color=#57f0fb>培养</color>对应辅助机可以提升其作战能力。
54031173	赛利卡	请选择<color=#57f0fb>元谒</color>。
54031185	赛利卡	选中需要培养的辅助机<color=#57f0fb>元谒</color>。
54031186	赛利卡	根据不同的战斗需要可以在此处替换辅助机的携带的<color=#57f0fb>主动技能</color>和<color=#57f0fb>被动技能</color>。
54031189	赛利卡	消耗<color=#57f0fb>支援经验集成</color>可以提高对应辅助机的等级。
54031192	赛利卡	消耗一定的<color=#57f0fb>支援技能元件</color>可以提升对应技能等级。
54031199	赛利卡	拥有足够的辅助机碎片时，可在辅助机系统内合成。
53013006	赛利卡	挑战模式已开启，请跟随指引查看
53013084	赛利卡	通关挑战关卡可获得大量拟定算子，首先让我们查看第1关。
53013088	赛利卡	挑战模式可自选本次挑战的星级难度，难度越高奖励越好。
53013089	赛利卡	试着勾选下第1条难度。勾选星级并通关即可获得关卡星级评价，收集星数可兑换星级奖励。
53013091	赛利卡	挑战模式的算子奖励每日只能获得3次，奖励领取次数使用完毕后依旧可挑战关卡获得星级奖励。
54041006	赛利卡	每个地点均会随机刷新一些地点事件，点击事件可以查看事件详情和需求
54041095	赛利卡	随着地点开启还可以邀请心仪的角色到活动中一起参与事件
54041101	赛利卡	在事件详情中可以选择角色一同完成
54041102	赛利卡	选择事件所需要的属性的角色完成会激活增益，降低事件需要的完成时间，增加事件奖励
54041103	赛利卡	选择事件所需要的属性的角色完成会激活增益，降低事件需要的完成事件，增加事件奖励
54042006	赛利卡	恭喜队伍等级提升，获得了改造点数。现在让我们来试试特别的改造系统吧！
54042101	赛利卡	让我们来特性化改造吧！点击改造按钮进入改造系统。
54042103	赛利卡	右上角为当前角色拥有的改造点数，请选择一个已解锁的改造点位进行改造。
54051006	赛利卡	欢迎来到伊甸文化纪
54051101	赛利卡	印花可从文化纪筹备玩法中获得
54051103	赛利卡	此处可查看本次文化纪选手的介绍和指挥官们的投票热度榜
54051107	赛利卡	在文化纪中，使用各类印花可对各个选手进行热度支援投票
54051110	赛利卡	请记得查看相关的图文说明哦
54052006	赛利卡	达到每日筹备回馈要求，可领取每日档位奖励
54052103	赛利卡	点击此处选择协助者
54052107	赛利卡	点击进入关卡
54052110	赛利卡	编入队伍
54052116	赛利卡	根据条件满足情况，有额外真爱印花奖励
54052118	赛利卡	点击前往筹备
54053006	赛利卡	拥有联络终端后，就可以联络协助啦
54053103	赛利卡	选择需求的协助者，进行联络吧~
54054006	赛利卡	投票获得的欢愉货币，可以在茶歇小摊中抽取盲盒哦
54054101	赛利卡	先来试试手气吧
54054107	赛利卡	获得当前盲盒机所有核心奖励后，可开启后续盲盒机
54020155	赛利卡	请根据奖励和目标档位谨慎选择分区
54020158	赛利卡	诺曼复兴战85级后具有2个难度供指挥官选择，一旦选定后本期则无法更换。
54020160	赛利卡	让我们先查看下常规作战的挑战奖励详情
54032006	赛利卡	辅助机相关教学已开启，指挥官可以了解到<color=#57f0fb>辅助机的使用方式</color>。
55011006	赛利卡	界限构解由一系列关卡构成，每个关卡将随时间逐步开启
