Id	Type	IsInit	Name	ImgSrc	LockDesc	ConvertItemId	ConvertItemCount	Description	WorldDesc	Effect	Priority	LimitType	TimeId	ShowTimeStr	Duration	IsRepetition	GroupId	Quality	Expire
9010301	1		头像-异火	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLi5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		11							4	
9010302	1		头像-乱数	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLi5SS.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		12							4	
9010401	1		头像-风暴	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadYongyechao5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		13							4	
9010402	1		头像-脉冲	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadYongyechao5SS.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		14							4	
9010501	1		头像-爆裂	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKalienina5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		15							4	
9010502	1		头像-烬燃	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKalienina5SS.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		16							4	
9010601	1		头像-夜刃	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadDubian5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		17							4	
9010602	1		头像-夙星	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadDubian5SS.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		18							4	
9010701	1		头像-零度	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadAolisuo5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		19							4	
9010801	1		头像-重能	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadShenwei5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		20							4	
9010802	1		头像-暗能	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadShenwei5SS.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		21							4	
9010901	1		头像-溢彩	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadAila5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		22							4	
9010702	1		头像-真理	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadBianka5SS.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		23							4	
9011001	1		头像-银牙	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadSufeiya5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		24							4	
9011002	1		头像-弧光	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKuluomu5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		25							4	
9011003	1		头像-瑰丽	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadWeila5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		26							4	
9011004	1		头像-狂犬	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKamu5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		27							4	
9011005	1		头像-凛冽	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLuosaita5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		28							4	
9011006	1		头像-雀翎	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadQu5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		29							4	
9011007	1		头像-游麟	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadChangyu5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		30							4	
9011008	1		头像-银冕	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLuna4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		31							4	
9011009	1		头像-2B	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadTwob5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		32							4	
9011010	1		头像-9S	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadNines5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		33							4	
9011011	1		头像-A2	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadATwo5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		34							4	
9011012	1		头像-明觉	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadWanshi5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		35							4	
9011013	1		头像-岚音	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadSailinna5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		36							4	
9011014	1		头像-荣光	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Kuluomu5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		37							4	
9011015	1		头像-XXI	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadTwentyone5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		38							4	
9011016	1		头像-绯耀	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Weila5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		39							4	
9011017	1		头像-戏炎	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLuolan5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		40							4	
9011018	1		头像-极昼	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Lifu5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		41							4	
9011019	1		头像-幻奏	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Sailinna5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		42							4	
9011020	1		头像-华钟	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadPulao5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		43							4	
9011021	1		头像-遥星之座	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Yongyechao5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		44							4	
9011022	1		头像-隐星	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadHakama5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		45							4	
9011023	1		头像-辉晓	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Kalienina5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		46							4	
9011024	1		头像-逆旅	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadNuoan5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		47							4	
9011025	1		头像-深痕	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Bianka5.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		48							4	
9011026	1		头像-琉璃	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Bangbinata4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		49							4	
9011027	1		头像-超刻	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Li4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		50							4	
9011028	1		头像-万华	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Aila4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		51							4	
9011029	1		头像-深红囚影	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Luxiya4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		52							4	
9011030	1		头像-清商	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Hanying4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		53							4	
9011031	1		头像-森息	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Twentyone4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		54							4	
9011032	1		头像-擎驱	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Nuoketi4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		55							4	
9011033	1		头像-回音	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Yalisha4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		56							4	
9011034	1		头像-深谣	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lamiya4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		57							4	
9011035	1		头像-BRS	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Blackrock4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		58							4	
9011036	1		头像-尘铭	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Dubian4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		59							4	
9011037	1		头像-启明	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Qu4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		60							4	
9011038	1		头像-觅语	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Buouxiong4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		61							4	
9011039	1		头像-终焉	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luna4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		62							4	
9011040	1		头像-耀炎	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Bulijite4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		63							4	
9011041	1		头像-檀心	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Hanying4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		64							4	
9011042	1		头像-明晰梦	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Wanshi4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		65							4	
9011043	1		头像-誓焰	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Luxiya4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		66							4	
9011044	1		头像-徊闪	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Bazhi4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		67							4	
9011045	1		头像-芒星之迹	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Yongyechao4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		68							4	
9011046	1		头像-幻日	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Cibeizhe4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		69							4	
9011047	1		头像-谬影	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lilith4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		70							4	
9011048	1		头像-希声	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Sailinna4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		71							4	
9011049	1		头像-破晓	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Jietawei4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		72							4	
9011050	1		头像-灼惘	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Weila4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		73							4	
9011051	1		头像-但丁	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Danding4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		74							4	
9011052	1		头像-维吉尔	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Weijier4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		75							4	
9011053	1		头像-晖暮	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Bianka4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		76							4	
9011054	1		头像-裁律	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Xiezou4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		77							4	
9011055	1		头像-铮骨	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Weiluonika4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		78							4	
9011056	1		头像-霁梦	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Lifu4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		79							4	
9011057	1		头像-骇影	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Buouxiong4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		80							4	
9011058	1		头像-极锋	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luosaita4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		81							4	
9011059	1		头像-亡歌	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Nietiya4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		82							4	
9011060	1		头像-不落日	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Shenwei4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		83							4	
9011061	1		头像-逆冕	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR7Luxiya4.png	构造体终阶解放可获得	1	10000	玩家头像	经历无数战斗和成长之后，构造体完成终阶解放的姿态。		84							4	
9010703	1		幽涧青卞	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadBianka7SS.png	购买[限定特效]幽涧青卞-真理组合包获得	1	10000	玩家头像	幽涧松陲，青卞鹤栖。		200							4	
9010211	1		朱云流霭	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luxiya7SS.png	购买[限定特效]朱云流霭-鸦羽组合包获得	1	10000	玩家头像	流云轻霭，朱颜颦笑。		201							4	
9010212	1		深海蓝调	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Li7SS.png	购买限时礼包【深海蓝调涂装组合包】获得	1	10000	玩家头像	夏日，碧空，他的蔚蓝之调		202							4	
9010213	1		深海少女	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lifu7SS.png	购买限时礼包【深海少女涂装组合包】获得	1	10000	玩家头像	夏日，海滩，她的纯白之姿		203							4	
9010214	1		热夏白贝	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luxiya7SS.png	购买限时礼包【热夏白贝涂装组合包】获得	1	10000	玩家头像	夏日，白浪，她的片刻休憩		204							4	
9010215	1		薄纱紫荆	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Kalienina7SS.png	购买限时礼包【薄纱紫荆涂装组合包】获得	1	10000	玩家头像	夏日，烟火，她的难忘之约		205			2020/8/19 10:00				4	
9010216	1		潮汐心景	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadYongyechao6SS.png	购买限时礼包【潮汐心景涂装组合包】获得	1	10000	玩家头像	“前辈~嘿嘿，黄金时代的人类是这么称呼的对吧。”		206			2020/10/1 10:00				4	
9010217	1		旧日回想	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKuluomu6.png	购买限时礼包【旧日回想涂装组合包】获得	1	10000	玩家头像	“在看哪呢？先专心眼前的任务吧。”		207			2020/9/28 10:00				4	
9010218	1		万灵游行	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadShenwei7SS.png	购买限时礼包【万灵游行涂装组合包】获得	1	10000	玩家头像	羁绊构筑冥河之路，万灵指引归途之心。		208							4	
9010219	1		天赐恩典	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Bianka8SS.png	参与限时活动【天赐眷礼】获得	1	10000	玩家头像	天赐恩典，如此甘甜。		209			2020/12/5 10:00				4	
9010220	1		纺光同尘	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Lifu6S.png	购买限时礼包【纺光同尘涂装组合包】获得	1	10000	玩家头像	光流长空，万里同尘。		210							4	
9010221	1		荆棘火	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luna1Sp.png	购买限时礼包【荆棘火涂装组合包】获得	1	10000	玩家头像	愿磷火从荆棘里出来，愿叛道之人受火焚烧。		211							4	
9010222	1		末世绀华	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luxiya8SS.png	参与限时活动【年禧密约】获得	1	10000	玩家头像	挣脱荆棘，归于洁白		212			2021/2/4 10:00				4	
9010223	1		红绡春榭	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadQu6.png	购买限时礼包【红绡春榭涂装组合包】获得	1	10000	玩家头像	明媚鲜妍多有时，春归锦庭自芳菲。		213			2021/2/4 10:00				4	
9010224	1		旌风雪冠	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLuosaita6.png	购买限时礼包【旌风雪冠涂装组合包】获得	1	10000	玩家头像	冠冕是契约，是誓言。但与守林人的羁绊无需誓约，亦能斩断凌冽的寒风。		214			2021/3/14 10:00				4	
9010225	1		荣勋典范	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKuluomu7.png	购买限时礼包【荣勋典范涂装组合包】获得	1	10000	玩家头像	将荣誉铭刻胸膛，用行动塑造典范。		215			2021/4/9 10:00				4	
9010226	1		街头红芒	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luna2Sp.png	购买限时礼包【街头红芒涂装组合包】获得	1	10000	玩家头像	鲜红的荆棘，不受他人目光所困。		216			2021/6/1 10:00				4	
9010227	1		鳞波沫舞	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luxiya8SS.png	参与限时活动【鳞波沫舞】获得	1	10000	玩家头像	即使知晓最终的结局或许会是化作泡影，仅在此刻，只愿一心一意，为珍重之人献上祝福。		217			2021/7/15 10:00				4	
9010228	1		宁芙浪谣	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadSailinna6.png	购买限时礼包【宁芙浪谣涂装组合包】获得	1	10000	玩家头像	海之仙女，遥坐礁岸，与浪轻歌。		218			2021/7/1 10:00				4	
9010229	1		鲨滩嬉戏	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadYongyechao7SS.png	购买限时礼包【鲨滩嬉戏涂装组合包】获得	1	10000	玩家头像	永远的夏日小岛上，热情洋溢的少女追在你身后，对你喊着“Aloha！”		219			2021/7/22 10:00				4	
9010230	1		祈晓织翼	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLifu7.png	参与限时活动【命运微光】获得	1	10000	玩家头像	仙神登上天穹，化作星座，引来白昼。从此晓光再次照进人们眼中。		220			2021/10/1 10:00				4	
9010231	1		长夜魅影	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKuluomu8.png	购买限时礼包【长夜魅影涂装组合包】获得	1	10000	玩家头像	在黑夜中畅饮一杯鲜红，众生也为他献上赞歌。虽已无法拥抱光明，但他仍会在黑暗中默默守护着你。		221			2021/11/12 10:00				4	
9010232	1		雪豹之契	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Kalienina8.png	购买限时礼包【雪豹之契涂装组合包】获得	1	10000	玩家头像	“指挥官，有......有什么吩……啊啊！为什么我还得做这个！？”		222			2021/12/31 10:00				4	
9010233	1		春围巡狩	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Bianka9SS.png	购买限时礼包【春围巡狩涂装组合包】获得	1	10000	玩家头像	灵感来自数千年前皇家春猎的古老仪典，融合传统弓射服饰设计，尽显贵族风韵。鸣镝离弦，以神祇之声击破禁锢世界的灾厄与苦痛，渡春意回归。		223			2022/1/27 10:00				4	
9010234	1		扬威虎将	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadShenwei9SS.png	购买限时礼包【扬威虎将涂装组合包】获得	1	10000	玩家头像	得闻虎将啸前军，重剑轻飞万人敌。 为契合使用者张扬的性格，使用了多种大胆的纹印符号。焕然一新的装扮仿佛使其获得了东方神兽的神秘力量，显得更加威风凛凛，活力四射。		224			2022/1/27 10:00				4	
9010235	1		撷影迷情	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Li8SS.png	购买限时礼包【撷影迷情涂装组合包】获得	1	10000	玩家头像	以魔术掩饰早已准备好的特殊回礼，繁复的技巧捧出绯红的真心，纵使众人因戏法演绎的绚烂惊叹不已，魔术师的目光仅会为心中唯一的观众而停留。现在，他已将回应交予你的手心。		225			2022/3/11 10:00				4	
9010236	1		赤锦洄梦	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadPulao6.png	购买限时礼包【赤锦洄梦涂装组合包】获得	1	10000	玩家头像	根据蒲牢叙述的一次梦境来复原的涂装。在叙述过程中，蒲牢热情地演绎了茶房伙计、卖酸梅汤的老大爷，以及热情推销这套衣装给她的店主。诸如“叉烧包好食！”和“着起呢件衫你真系成个偶像一样！”等话语，在蒲牢的倾情再现后，便时时回响在大家的意识海里。		226			2022/6/3 10:00				4	
9010237	1		逐魇幽芒	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Bianka7.png	购买限时礼包【逐魇幽芒涂装组合包】获得	1	10000	玩家头像	驱魔者的提灯在胸前常亮，淬银的利剑倒映清丽的脸庞。碧色的眼瞳追逐着旧日之影，在幽邃之境的终点，她终将得知何为真相。		227			2022/7/22 10:00				4	
9010238	1		绯澜盛律	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Weila7.png	购买限时礼包【绯澜盛律涂装组合包】获得	1	10000	玩家头像	将装甲减少到了最低限度，以确保她能够在音乐的盛会里追逐浪花。但本人似乎更倾向于背靠遮阳伞的阴影，尽情欣赏你在人潮中束手无措的样子。并在合适的时机发出呼唤：“指挥官，帮我把那个拿过来。”作为奖励，她会允许你共享遮阳伞下不怎么宽敞的空间。		228			2022/7/22 10:00				4	
9010239	1		绮愿稚梦	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Lifu7.png	参与限时活动【憩梦穹森】获得	1	10000	玩家头像	童话般的梦想藏在尖塔角落，温柔守护着稚嫩的安眠。栖息的森林虽已走远，仍会第一个接回迷路的孩子。青色荧光指引风的方向，绮翼在花海中绽放。就在这里，哪也不去，小小地休憩。		229			2022/7/14 10:00				4	
9010240	1		尼刻US1000	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luosaita7.png	购买限时礼包【尼刻US1000涂装组合包】获得	1	10000	玩家头像	“动力系统确认，风速平衡确认，GPS调整完毕……那么，你愿意成为我的幸运之神，和我一起获得这次胜利吗？”		230			2022/8/19 10:00				4	
