Id	NpcId	Name	Body	TextStageEnter	TextStageSettle	TextRefreshBlock	TextChooseBlock	TextMoveBlock	TextRotateBlock	TextCancelBlock	TextFail	SmartPutDownBlock
11	1041003	比安卡	Assets/Product/Texture/Image/UiTemple/UiTemple3D02.png	['您的任何邀请……我都会答应。']	['让我们沿着河边再多走一段路吧，不仅是今天这样的日子，也是为了难得的相聚，如果可以向未来祈祷，我希望能陪在您身边更久一些。']		['我会选在这里。', '这个位置，指挥官阁下觉得如何？']	['原来如此，不愧是指挥官阁下。', '您的选择还是如此精确。']				70
12	1091003	艾拉	Assets/Product/Texture/Image/UiTemple/UiTemple3D22.png	['我可是很擅长装饰场景的哦！']	['跟你共度之后，节日氛围也更加绚烂了。果然，只靠想象是无法描绘这些感觉的，接下来我们一起去体验更多的色彩吧！']		['那我要下笔啦！', '好，又完成了一块。']	['指挥官的构想是如何的呢？', '我的构想跟指挥官很相似哦。']				80
13	1571003	诺安	Assets/Product/Texture/Image/UiTemple/UiTemple3D31.png	['让我们把夜晚放进灯里吧。']	['本以为早就习惯这种祈愿形式了，可在花灯间隙中看到你的倒影时，我还是感到了完全不同的喜悦…这个夜晚，要是能再长一些就好了。']		['上次碰到花灯时，还是在出售它。', '再看到花灯，心境已完全不同了。']	['要不要对花灯说一件心事？', '嗯，这样就好。']				80
14	1231002	邦比娜塔	Assets/Product/Texture/Image/UiTemple/UiTemple3D21.png	['指挥官，能帮帮邦比娜塔吗？']	['邦比娜塔的记忆数据里，今天是个很特别的节日，指挥官想要邦比娜塔为您跳一支舞吗？还是说，您想要别的什么……嗯，可以的。']		['邦比娜塔喜欢这里。', '这样可以吗，指挥官？']	['嗯，只要指挥官喜欢的话……', '指挥官的想法，不会有错的。']				60
15	1081004	渡边	Assets/Product/Texture/Image/UiTemple/UiTemple3D29.png	['花灯已经做好了，一起去点亮吧。']	['我都是负责筹备庆祝活动，很少自己亲自参与，这次难得的忙里偷闲，让我想起了很多怀念的事……下次，我会慢慢讲给你听。']		['我先摆下了。', '嗯……放在这里应该不会出错。']	['放下之前，先观察一下全局。', '你很娴熟。']				70
16	1141003	罗塞塔	Assets/Product/Texture/Image/UiTemple/UiTemple3D012.png	['来吧，一起跨越新的障碍。']	['这种日子对我来说，原本只是覆满风雪的平凡一天，你来了，这一天便可称为“情人节”，成为一个幸运的、特别的日子。']		['我不会犹豫。', '开始吧，就是这里。']	['嗯，制胜的筹码正慢慢累积。', '你的每一步都将我们引向胜利。']				80
17	1051004	七实	Assets/Product/Texture/Image/UiTemple/UiTemple3D013.png	['七实要和指挥官一起大展身手！']	['七实要给指挥官施展一个魔法，被它选中的人会永远开心，永远与所爱之人相伴哦！指挥官能不能也给七实施展一个同样的魔法呢？']		['就是这里！', '就是那里！']	['七实很期待噢。', '七实也是这么想的！']				90
18	1061002	神威	Assets/Product/Texture/Image/UiTemple/UiTemple3D015.png	['这个游戏，我们一起玩吧！']	['我们能配合得那么默契，感觉，你对我的了解还超越了我自己呢！该不会一直都在观察着我吧……开玩笑的，下次我们也要一起来！']		['那就摆在这里了！', '我要上咯！']	['嗯，你选的这个位置也很适合！', '指挥官很擅长这种游戏嘛！']				80
19	1211002	万事	Assets/Product/Texture/Image/UiTemple/UiTemple3D017.png	['嗯…我们去一起点燃灯火吧。']	['呼啊……虽然今天玩得很累，但是我全程都没有走神。毕竟，今天对我来说也是个特殊的日子，我不想错过跟你共度的每一分每一秒。']		['好，搞定。', '亮闪闪的…有点像小夜灯。']	['放哪里都可以……', '乱放也没关系的。']				80
20	1511003	卡穆	Assets/Product/Texture/Image/UiTemple/UiTemple3D016.png	['…麻烦，但你想去，我会陪你。']	['我不习惯这种场景，但是跟你共度的这些时间，确实让我不知不觉中忘记了这些喧闹。我会因为你而记住这个二月十四日，谢谢。']		['你也刚好想摆这里？', '就丢在这了，这个位置挺好。']	['别望着我，你来决定就好。', '这个位置不是选得挺好的吗？']				80
21	1021005	α	Assets/Product/Texture/Image/UiTemple/UiTemple3D23.png	['还算有趣，那就一起试试看吧。']	['在遇到你以前，我从未重视这样喧闹的节日，它早就和我无关，但如果你在意，我也会陪你驻留片刻。']		['这就是我的选择。', '我完成了，接下来换你行动。']	['对于你的选择，我拭目以待。', '那就继续调整吧。']				80
22	1541003	罗兰	Assets/Product/Texture/Image/UiTemple/UiTemple3D014.png	['哦？真的要邀请我来做这个吗？']	['这就是我跟你又顺利地完成了一种结局吗？但从你的表情看来，你并不满足于此。那么，接下来我们还要再一起完成点什么呢？']		['你喜欢这个选择吗？', '你好像已经能看到结局了。']	['你会做出怎样的决定呢？', '大胆地推进情节吧。']				90
23	1271003	拉弥亚	Assets/Product/Texture/Image/UiTemple/UiTemple3D28.png	['要、要一起试试看吗？']	['亲手制作巧克力再把它送出去，这节日可真麻烦啊…不、不要误会，我可不是…什么？你会收下？那、那那那我努力一下也不是不行……']		['我选放这里，可、可以吗？', '总之就是这里了！']	['你要想多久都可以……', '啊、啊！没、没什么。']				50
24	1531003	赛琳娜	Assets/Product/Texture/Image/UiTemple/UiTemple3D019.png	['一同书写这样的时刻吧，指挥。']	['和你走在一起，我本应该感到满足，但……再和我跳一支舞吧，指挥。如果一些情感会使人盲目，那我会和你一起在黑暗中探索下去。']		['让我选择这里吧，指挥。', '灯把它的光借给了我们。']	['把繁星与海岸都给予你。', '你手中的光就像一片晨曦。']				70
25	1561003	哈卡玛	Assets/Product/Texture/Image/UiTemple/UiTemple3D30.png	['正在邀请心仪对象共同参加。']	['我在情感模块中检查到了喜悦，它的源头正是您，情人节快乐，指挥官，希望我能将同样的正向信号反馈给您。']		['正在执行参数校准。', '摆放地块.exe运行中。']	['指挥官的思考回路，值得我学习。', '这就是人类推算最优解的方法。']				70
26	1241002	含英	Assets/Product/Texture/Image/UiTemple/UiTemple3D24.png	['指挥官，你喜欢这些花灯吗？']	['情人节吗？……能依偎在喜欢的人身侧，连空气中都洋溢着糕点的香气了……啊，并没有烘焙糕点吗？']		['嗯，这个位置很合适呢。', '虽然有些不太确定……']	['嗯，你的手法，我要好好研习。', '指挥官的调度果然充满了考究。']				70
27	1221003	21号	Assets/Product/Texture/Image/UiTemple/UiTemple3D25.png	['嗷呜，要和21号比赛点灯吗？']	['指挥官，今天是情人节，21号不知道指挥官喜欢什么礼物，所以买了自己爱吃的芒果味雪糕，趁着还没化，快来找我拿吧！']		['搞不懂，先摆上去好了。', '嗯……这里也不错吧？']	['指挥官，是不是在开小差？', '想好了吗，指挥官。']				60
28	1251002	诺克提	Assets/Product/Texture/Image/UiTemple/UiTemple3D26.png	['哟，一起上吧，指挥官！']	['只是跟你玩游戏的话，总觉得不太尽兴。我珍藏的情人节金曲合集，还从来没跟人分享过。指挥官之后要是有空，就来一起喝一杯吧？']		['出招，就是讲究先发制人！', '这么摆会不会爆炸啊？']	['哈，这种事情还是你更拿手。', '相信你的眼光果然没错。']				60
29	1551003	蒲牢	Assets/Product/Texture/Image/UiTemple/UiTemple3D020.png	['有指挥官一起，绝对能做到！']	['接下来的时间也一起玩吧，指挥官！蒲牢刚才有调查哪里比较好玩哦！当然，要说最有趣的事情，当然是和指挥官待在一起啦！']		['总之放这里没错！', '不管啦，就放这边！']	['这就是指挥官的选择吗！', '让我记下指挥官的选择……']				30
30	1291002	布偶熊	Assets/Product/Texture/Image/UiTemple/UiTemple3D27.png	['这种简单的游戏你不会玩不来吧？']	['今天？我当然知道今天是什么日子，我早已经安排好了……放心，我们之间，不会有任何的“闲杂人等”打扰。嗯哼，我可不会让今天白·白·度过~']		['随便摆一摆好啦。', '打发打发时间……也还不错']	['哦？很有意思的选择。', '嗯，不愧是你。']				90
31	1161002	常羽	Assets/Product/Texture/Image/UiTemple/UiTemple3D018.png	['这很有趣，我们可以一起试试看！']	['元宵节，闹红火，是九龙的传统。情人节摆花灯，还挺新奇。不过无论二月十四还是正月十五，只要能和你在一起，就觉得心里很暖。']		['花灯好看，就是费油。', '嚯，感觉和布置戏台一样。']	['好眼光，够干脆！', '落子无悔，这是咱下棋的原则。']				80
