Id	Name	Type	Star	Ability	CharacterId	FightEvent	FightEventLevel	FixAttrIds	FixAttrLevels	AttrFixGroupIds	Load	DecomposeValue	Icon	Quality	DescId	DescParam	DescTipsId	DescInitValue	DescFixAttrId	DescCoefficient	IsDisplay	SimpleDescId	Tags	Element	Sort	GoldDesc	Chapter	SlotCount	AffixUnlockCost	AffixResetCost	AffixSameTypeResetCost	BuyCost	RandomInitialAffixCount
14	戏炎·超频一Ⅰ	124	3	290	1541003	2230234	1	[4, 1]	[2, 1]	[702, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan4.png	1	4	['3']		40000	4	5000		294	[2]	1	1541003		2		200	50	250	500	
15	戏炎·超频一Ⅱ	124	4	593	1541003	2230234	2	[4, 1]	[2, 2]	[702, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan4.png	2	4	['6']		40000	4	5000		294	[2]	1	1541003		2		200	50	250	1000	
16	戏炎·超频一Ⅲ	124	5	916	1541003	2230234	3	[4, 1]	[3, 2]	[703, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan4.png	3	4	['9']		40000	4	5000		294	[2]	1	1541003		2		200	50	250	3000	
17	戏炎·超频一Ⅳ	124	6	1450	1541003	2230234	4	[4, 1]	[3, 3]	[703, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan4.png	4	4	['12']		40000	4	5000		294	[2]	1	1541003		2	4	200	50	250	5000	2
18	戏炎·超频二Ⅰ	125	3	290	1541003	2230235	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan4.png	1	5	['712%']		40000	4	5000		295	[2]	1	1541003		2		200	50	250	500	
19	戏炎·超频二Ⅱ	125	4	593	1541003	2230235	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan4.png	2	5	['1423%']		40000	4	5000		295	[2]	1	1541003		2		200	50	250	1000	
20	戏炎·超频二Ⅲ	125	5	916	1541003	2230235	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan4.png	3	5	['2135%']		40000	4	5000		295	[2]	1	1541003		2		200	50	250	3000	
21	戏炎·超频二Ⅳ	125	6	1450	1541003	2230235	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan4.png	4	5	['2846%']		40000	4	5000		295	[2]	1	1541003		2	4	200	50	250	5000	2
22	极昼·核心Ⅰ	126	3	290	1031004	2230236	1	[4, 2]	[2, 1]	[1002, 601]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	1	6	['20%', '132%']		40000	4	5000		296	[2]	1	1031004		2		200	50	250	500	
23	极昼·核心Ⅱ	126	4	593	1031004	2230236	2	[4, 2]	[2, 2]	[1002, 602]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	2	6	['40%', '264%']		480000	4	2000		296	[2]	1	1031004		2		200	50	250	1000	
24	极昼·核心Ⅲ	126	5	916	1031004	2230236	3	[4, 2]	[3, 2]	[1003, 602]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	3	6	['60%', '396%']		640000	4	2000		296	[2]	1	1031004		2		200	50	250	3000	
25	极昼·核心Ⅳ	126	6	1450	1031004	2230236	4	[4, 2]	[3, 3]	[1003, 603]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	4	6	['80%', '528%']		800000	4	2000	1	296	[2]	1	1031004		2	4	200	50	250	5000	2
26	极昼·核心Ⅳ	126	6	1800	1031004	2230236	5	[4, 2]	[3, 3]	[1003, 603]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	4	6	['100%', '1886%']		800000	4	2000		296	[2]	1	1031004	超源：额外效果的触发概率提高至100%，额外伤害提升变为1886%	2	4	200	50	250	5000	2
27	极昼·超频一Ⅰ	127	3	290	1031004	2230237	1	[4, 2]	[2, 1]	[702, 401]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	1	7	['12', '132%']		800000	4	2000		297	[2]	1	1031004		2		200	50	250	500	
28	极昼·超频一Ⅱ	127	4	593	1031004	2230237	2	[4, 2]	[2, 2]	[702, 402]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	2	7	['24', '264%']		40000	4	5000		297	[2]	1	1031004		2		200	50	250	1000	
29	极昼·超频一Ⅲ	127	5	916	1031004	2230237	3	[4, 2]	[3, 2]	[103, 402]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	3	7	['36', '396%']		40000	4	5000		297	[2]	1	1031004		2		200	50	250	3000	
30	极昼·超频一Ⅳ	127	6	1450	1031004	2230237	4	[4, 2]	[3, 3]	[103, 403]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	4	7	['48', '528%']		40000	4	5000		297	[2]	1	1031004		2	4	200	50	250	5000	2
31	极昼·超频二Ⅰ	128	3	290	1031004	2230238	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	1	8	['25%']		40000	4	5000		298	[2]	1	1031004		2		200	50	250	500	
32	极昼·超频二Ⅱ	128	4	593	1031004	2230238	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	2	8	['50%']		40000	4	5000		298	[2]	1	1031004		2		200	50	250	1000	
33	极昼·超频二Ⅲ	128	5	916	1031004	2230238	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	3	8	['75%']		40000	4	5000		298	[2]	1	1031004		2		200	50	250	3000	
34	极昼·超频二Ⅳ	128	6	1450	1031004	2230238	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	4	8	['100%']		40000	4	5000		298	[2]	1	1031004		2	4	200	50	250	5000	2
35	华钟·核心Ⅰ	129	3	290	1551003	2230239	1	[1, 4]	[2, 1]	[202, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	1	9	['19%']		64000	1	2000		299	[2]	1	1551003		1		200	50	250	500	
36	华钟·核心Ⅱ	129	4	593	1551003	2230239	2	[1, 4]	[2, 2]	[202, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	2	9	['38%']		128000	1	2000		299	[2]	1	1551003		1		200	50	250	1000	
37	华钟·核心Ⅲ	129	5	916	1551003	2230239	3	[1, 4]	[3, 2]	[203, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	3	9	['58%']		400000	1	2000		299	[2]	1	1551003		1		200	50	250	3000	
38	华钟·核心Ⅳ	129	6	1450	1551003	2230239	4	[1, 4]	[3, 3]	[203, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	4	9	['77%']		640000	1	2000	1	299	[2]	1	1551003		1	4	200	50	250	5000	2
39	华钟·核心Ⅳ	129	6	1800	1551003	2230239	5	[1, 4]	[3, 3]	[203, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	4	9	['96%']		640000	1	2000		299	[2]	1	1551003	超源：自身额外伤害提升变为96%	1	4	200	50	250	5000	2
40	华钟·超频一Ⅰ	130	3	290	1551003	2230240	1	[1, 4]	[2, 1]	[102, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	1	10	['10']		40000	1	5000		300	[2]	1	1551003		1		200	50	250	500	
41	华钟·超频一Ⅱ	130	4	593	1551003	2230240	2	[1, 4]	[2, 2]	[102, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	2	10	['20']		40000	1	5000		300	[2]	1	1551003		1		200	50	250	1000	
42	华钟·超频一Ⅲ	130	5	916	1551003	2230240	3	[1, 4]	[3, 2]	[103, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	3	10	['30']		40000	1	5000		300	[2]	1	1551003		1		200	50	250	3000	
43	华钟·超频一Ⅳ	130	6	1450	1551003	2230240	4	[1, 4]	[3, 3]	[103, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	4	10	['40']		40000	1	5000		300	[2]	1	1551003		1	4	200	50	250	5000	2
44	华钟·超频二Ⅰ	131	3	290	1551003	2230241	1	[1, 4]	[2, 1]	[202, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	1	11	['2']		40000	1	5000		301	[2]	1	1551003		1		200	50	250	500	
45	华钟·超频二Ⅱ	131	4	593	1551003	2230241	2	[1, 4]	[2, 2]	[202, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	2	11	['4']		40000	1	5000		301	[2]	1	1551003		1		200	50	250	1000	
46	华钟·超频二Ⅲ	131	5	916	1551003	2230241	3	[1, 4]	[3, 2]	[203, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	3	11	['6']		40000	1	5000		301	[2]	1	1551003		1		200	50	250	3000	
47	华钟·超频二Ⅳ	131	6	1450	1551003	2230241	4	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	4	11	['8']		40000	1	5000		301	[2]	1	1551003		1	4	200	50	250	5000	2
48	遥星之座·核心Ⅰ	132	3	290	1051004	2230242	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	1	12	['2330%']		7460000	4	93300		302	[2]	1	1051004		2		200	50	250	500	
49	遥星之座·核心Ⅱ	132	4	593	1051004	2230242	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	2	12	['4659%']		14930000	4	93300		302	[2]	1	1051004		2		200	50	250	1000	
50	遥星之座·核心Ⅲ	132	5	916	1051004	2230242	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	3	12	['6989%']		23330000	4	93300		302	[2]	1	1051004		2		200	50	250	3000	
51	遥星之座·核心Ⅳ	132	6	1450	1051004	2230242	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	4	12	['9318%']		37330000	4	93300	1	302	[2]	1	1051004		2	4	200	50	250	5000	2
52	遥星之座·核心Ⅳ	132	6	1800	1051004	2230242	5	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	4	12	['11648%']		37330000	4	93300		302	[2]	1	1051004	超源：每次触发核心-“简直完美！”时造成的范围伤害提高至11648%	2	4	200	50	250	5000	2
53	遥星之座·超频一Ⅰ	133	3	290	1051004	2230243	1	[4, 1]	[2, 1]	[702, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	1	13	['20%']		40000	4	5000		303	[2]	1	1051004		2		200	50	250	500	
54	遥星之座·超频一Ⅱ	133	4	593	1051004	2230243	2	[4, 1]	[2, 2]	[702, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	2	13	['40%']		40000	4	5000		303	[2]	1	1051004		2		200	50	250	1000	
55	遥星之座·超频一Ⅲ	133	5	916	1051004	2230243	3	[4, 1]	[3, 2]	[703, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	3	13	['70%']		40000	4	5000		303	[2]	1	1051004		2		200	50	250	3000	
56	遥星之座·超频一Ⅳ	133	6	1450	1051004	2230243	4	[4, 1]	[3, 3]	[703, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	4	13	['100%']		40000	4	5000		303	[2]	1	1051004		2	4	200	50	250	5000	2
57	遥星之座·超频二Ⅰ	134	3	290	1051004	2230244	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	1	14	['5%']		40000	4	5000		304	[2]	1	1051004		2		200	50	250	500	
58	遥星之座·超频二Ⅱ	134	4	593	1051004	2230244	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	2	14	['10%']		40000	4	5000		304	[2]	1	1051004		2		200	50	250	1000	
59	遥星之座·超频二Ⅲ	134	5	916	1051004	2230244	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	3	14	['14%']		40000	4	5000		304	[2]	1	1051004		2		200	50	250	3000	
60	遥星之座·超频二Ⅳ	134	6	1450	1051004	2230244	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Yongyechao1.png	4	14	['19%']		40000	4	5000		304	[2]	1	1051004		2	4	200	50	250	5000	2
61	隐星·核心Ⅰ	135	3	290	1561003	2230245	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	1	15	['256%']		160000	4	2000		305	[2]	1	1561003		3		200	50	250	500	
62	隐星·核心Ⅱ	135	4	593	1561003	2230245	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	2	15	['511%']		320000	4	2000		305	[2]	1	1561003		3		200	50	250	1000	
63	隐星·核心Ⅲ	135	5	916	1561003	2230245	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	3	15	['767%']		480000	4	2000		305	[2]	1	1561003		3		200	50	250	3000	
64	隐星·核心Ⅳ	135	6	1450	1561003	2230245	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	4	15	['1022%']		800000	4	2000	1	305	[2]	1	1561003		3	4	200	50	250	5000	2
65	隐星·核心Ⅳ	135	6	1800	1561003	2230245	5	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	4	15	['1278%']		800000	4	2000		305	[2]	1	1561003	超源：处于武器附魔状态时，每次攻击额外造成的冰属性伤害提高至1278%	3	4	200	50	250	5000	2
66	隐星·超频一Ⅰ	136	3	290	1561003	2230246	1	[4, 1]	[2, 1]	[702, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	1	16	['2']		40000	4	5000		306	[2]	1	1561003		3		200	50	250	500	
67	隐星·超频一Ⅱ	136	4	593	1561003	2230246	2	[4, 1]	[2, 2]	[702, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	2	16	['4']		40000	4	5000		306	[2]	1	1561003		3		200	50	250	1000	
68	隐星·超频一Ⅲ	136	5	916	1561003	2230246	3	[4, 1]	[3, 2]	[703, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	3	16	['6']		40000	4	5000		306	[2]	1	1561003		3		200	50	250	3000	
69	隐星·超频一Ⅳ	136	6	1450	1561003	2230246	4	[4, 1]	[3, 3]	[703, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	4	16	['8']		40000	4	5000		306	[2]	1	1561003		3	4	200	50	250	5000	2
70	隐星·超频二Ⅰ	137	3	290	1561003	2230247	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	1	17	['30%']		40000	4	5000		307	[2]	1	1561003		3		200	50	250	500	
71	隐星·超频二Ⅱ	137	4	593	1561003	2230247	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	2	17	['60%']		40000	4	5000		307	[2]	1	1561003		3		200	50	250	1000	
72	隐星·超频二Ⅲ	137	5	916	1561003	2230247	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	3	17	['90%']		40000	4	5000		307	[2]	1	1561003		3		200	50	250	3000	
73	隐星·超频二Ⅳ	137	6	1450	1561003	2230247	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadHakama4.png	4	17	['120%']		40000	4	5000		307	[2]	1	1561003		3	4	200	50	250	5000	2
74	辉晓·核心Ⅰ	138	3	290	1071004	2230248	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	1	18	['5%', '20%']		710000	4	9000		308	[2]	1	1071004		5		200	50	250	500	
75	辉晓·核心Ⅱ	138	4	593	1071004	2230248	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	2	18	['10%', '30%']		1420000	4	9000		308	[2]	1	1071004		5		200	50	250	1000	
76	辉晓·核心Ⅲ	138	5	916	1071004	2230248	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	3	18	['14%', '40%']		2220000	4	9000		308	[2]	1	1071004		5		200	50	250	3000	
77	辉晓·核心Ⅳ	138	6	1450	1071004	2230248	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	4	18	['19%', '50%']		3560000	4	9000	1	308	[2]	1	1071004		5	4	200	50	250	5000	2
78	辉晓·核心Ⅳ	138	6	1800	1071004	2230248	5	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	4	18	['24%', '70%']		3560000	4	9000		308	[2]	1	1071004	超源：护盾量提高至生命值的24%，且护盾存在期间的伤害减免提高至70%	5	4	200	50	250	5000	2
79	辉晓·超频一Ⅰ	139	3	290	1071004	2230249	1	[4, 1]	[2, 1]	[702, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	1	19	['14%']		40000	4	5000		309	[2]	1	1071004		5		200	50	250	500	
80	辉晓·超频一Ⅱ	139	4	593	1071004	2230249	2	[4, 1]	[2, 2]	[702, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	2	19	['28%']		40000	4	5000		309	[2]	1	1071004		5		200	50	250	1000	
81	辉晓·超频一Ⅲ	139	5	916	1071004	2230249	3	[4, 1]	[3, 2]	[703, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	3	19	['43%']		40000	4	5000		309	[2]	1	1071004		5		200	50	250	3000	
82	辉晓·超频一Ⅳ	139	6	1450	1071004	2230249	4	[4, 1]	[3, 3]	[703, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	4	19	['57%']		40000	4	5000		309	[2]	1	1071004		5	4	200	50	250	5000	2
83	辉晓·超频二Ⅰ	140	3	290	1071004	2230250	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	1	20	['3', '4']		40000	4	5000		310	[2]	1	1071004		5		200	50	250	500	
84	辉晓·超频二Ⅱ	140	4	593	1071004	2230250	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	2	20	['5', '10']		40000	4	5000		310	[2]	1	1071004		5		200	50	250	1000	
85	辉晓·超频二Ⅲ	140	5	916	1071004	2230250	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	3	20	['7', '10']		40000	4	5000		310	[2]	1	1071004		5		200	50	250	3000	
86	辉晓·超频二Ⅳ	140	6	1450	1071004	2230250	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	4	20	['9', '10']		40000	4	5000		310	[2]	1	1071004		5	4	200	50	250	5000	2
87	逆旅·核心Ⅰ	141	3	290	1571003	2230251	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	1	21	['25%']		240000	4	2000		311	[2]	1	1571003		4		200	50	250	500	
88	逆旅·核心Ⅱ	141	4	593	1571003	2230251	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	2	21	['50%']		400000	4	2000		311	[2]	1	1571003		4		200	50	250	1000	
89	逆旅·核心Ⅲ	141	5	916	1571003	2230251	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	3	21	['75%']		640000	4	2000		311	[2]	1	1571003		4		200	50	250	3000	
90	逆旅·核心Ⅳ	141	6	1450	1571003	2230251	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	4	21	['100%']		800000	4	2000	1	311	[2]	1	1571003		4	4	200	50	250	5000	2
91	逆旅·核心Ⅳ	141	6	1800	1571003	2230251	5	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	4	22	['100%']		800000	4	2000		311	[2]	1	1571003	超源：插件效果提升档位时会额外再提升一档	4	4	200	50	250	5000	2
92	逆旅·超频一Ⅰ	142	3	290	1571003	2230252	1	[4, 1]	[2, 1]	[702, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	1	23	['15']		40000	4	5000		312	[2]	1	1571003		4		200	50	250	500	
93	逆旅·超频一Ⅱ	142	4	593	1571003	2230252	2	[4, 1]	[2, 2]	[702, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	2	23	['30']		40000	4	5000		312	[2]	1	1571003		4		200	50	250	1000	
94	逆旅·超频一Ⅲ	142	5	916	1571003	2230252	3	[4, 1]	[3, 2]	[703, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	3	23	['45']		40000	4	5000		312	[2]	1	1571003		4		200	50	250	3000	
95	逆旅·超频一Ⅳ	142	6	1450	1571003	2230252	4	[4, 1]	[3, 3]	[703, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	4	23	['60']		40000	4	5000		312	[2]	1	1571003		4	4	200	50	250	5000	2
96	逆旅·超频二Ⅰ	143	3	290	1571003	2230253	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	1	24	['3']		40000	4	5000		313	[2]	1	1571003		4		200	50	250	500	
97	逆旅·超频二Ⅱ	143	4	593	1571003	2230253	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	2	24	['4']		40000	4	5000		313	[2]	1	1571003		4		200	50	250	1000	
98	逆旅·超频二Ⅲ	143	5	916	1571003	2230253	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	3	24	['5']		40000	4	5000		313	[2]	1	1571003		4		200	50	250	3000	
99	逆旅·超频二Ⅳ	143	6	1450	1571003	2230253	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	4	24	['6']		40000	4	5000		313	[2]	1	1571003		4	4	200	50	250	5000	2
100	深痕·核心Ⅰ	144	3	290	1041004	2230254	1	[1, 4]	[2, 1]	[202, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	1	25	['140%', '1.6']		256000	1	3200	1		[2]	1	1041004		1		200	50	250	500	
