Id	Name	Type	SubType	RoundId	Icon	DifficultyId	Desc	TaskId	Percent	RewardId	MailId
550	3rd Round Challenge IV - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Challenge Guild Expedition 20 times in total	95213			
551	3rd Round Challenge V - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Challenge Guild Expedition 25 times in total	95214			
552	1st Round Points I - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 2000 Expedition Points	95215			
553	1st Round Points II - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 4000 Expedition Points	95216			
554	1st Round Points III - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 6000 Expedition Points	95217			
555	1st Round Points IV - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 8000 Expedition Points	95218			
556	1st Round Points V - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 10000 Expedition Points	95219			
557	1st Round Points VI - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 12000 Expedition Points	95220			
558	2nd Round Points I - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 2000 Expedition Points	95221			
559	2nd Round Points II - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 4000 Expedition Points	95222			
560	2nd Round Points III - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 6000 Expedition Points	95223			
561	2nd Round Points IV - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 8000 Expedition Points	95224			
562	2nd Round Points V - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 10000 Expedition Points	95225			
563	2nd Round Points VI - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 12000 Expedition Points	95226			
564	3rd Round Points I - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 2000 Expedition Points	95227			
565	3rd Round Points II - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 4000 Expedition Points	95228			
566	3rd Round Points III - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 6000 Expedition Points	95229			
567	3rd Round Points IV - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 8000 Expedition Points	95230			
568	3rd Round Points V - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 10000 Expedition Points	95231			
569	3rd Round Points VI - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Obtain a total of 12000 Expedition Points	95232			
570	Juncture Breakthrough I - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear a total of 1 juncture	95233			
571	Juncture Breakthrough II - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear a total of 3 junctures	95234			
572	Juncture Breakthrough I - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear a total of 1 juncture	95235			
573	Juncture Breakthrough II - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear a total of 3 junctures	95236			
574	Juncture Breakthrough I - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear a total of 1 juncture	95237			
575	Juncture Breakthrough II - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear a total of 3 junctures	95238			
576	Blockade Breakthrough I - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear a total of 1 Cliff Fortress	95239			
577	Blockade Breakthrough I - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear a total of 1 Cliff Fortress	95240			
578	Blockade Breakthrough I - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear a total of 1 Cliff Fortress	95241			
579	Clear Cycle 1 Boss in Round 1 - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 1 Boss in Round 1	95242			
580	Clear Cycle 2 Boss in Round 1 - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 2 Boss in Round 1	95243			
581	Clear Cycle 3 Boss in Round 1 - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 3 Boss in Round 1	95244			
582	Clear Cycle 4 Boss in Round 1 - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 4 Boss in Round 1	95245			
583	Clear Cycle 5 Boss in Round 1 - Flat	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 5 Boss in Round 1	95246			
584	Clear Cycle 1 Boss in Round 2 - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 1 Boss in Round 2	95247			
585	Clear Cycle 2 Boss in Round 2 - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 2 Boss in Round 2	95248			
586	Clear Cycle 3 Boss in Round 2 - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 3 Boss in Round 2	95249			
587	Clear Cycle 4 Boss in Round 2 - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 4 Boss in Round 2	95250			
588	Clear Cycle 5 Boss in Round 2 - Flat	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 5 Boss in Round 2	95251			
589	Clear Cycle 1 Boss in Round 3 - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 1 Boss in Round 3	95252			
590	Clear Cycle 2 Boss in Round 3 - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 2 Boss in Round 3	95253			
591	Clear Cycle 3 Boss in Round 3 - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 3 Boss in Round 3	95254			
592	Clear Cycle 4 Boss in Round 3 - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 4 Boss in Round 3	95255			
593	Clear Cycle 5 Boss in Round 3 - Flat	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	1	Clear Cycle 5 Boss in Round 3	95256			
594	1st Round Challenge I - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 3 times in total	95257			
595	1st Round Challenge II - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 6 times in total	95258			
596	1st Round Challenge III - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 9 times in total	95259			
597	1st Round Challenge IV - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 12 times in total	95260			
598	1st Round Challenge V - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 15 times in total	95261			
599	1st Round Challenge VI - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 18 times in total	95262			
600	1st Round Challenge VII - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 21 times in total	95263			
601	1st Round Challenge VIII - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 24 times in total	95264			
602	1st Round Challenge IX - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 27 times in total	95265			
603	2nd Round Challenge I - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 3 times in total	95266			
604	2nd Round Challenge II - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 6 times in total	95267			
605	2nd Round Challenge III - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 9 times in total	95268			
606	2nd Round Challenge IV - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 12 times in total	95269			
607	2nd Round Challenge V - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 15 times in total	95270			
608	2nd Round Challenge VI - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 18 times in total	95271			
609	2nd Round Challenge VII - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 21 times in total	95272			
610	2nd Round Challenge VIII - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 24 times in total	95273			
611	2nd Round Challenge IX - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 27 times in total	95274			
612	3rd Round Challenge I - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 3 times in total	95275			
613	3rd Round Challenge II - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 6 times in total	95276			
614	3rd Round Challenge III - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 9 times in total	95277			
615	3rd Round Challenge IV - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 12 times in total	95278			
616	3rd Round Challenge V - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 15 times in total	95279			
617	3rd Round Challenge VI - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 18 times in total	95280			
618	3rd Round Challenge VII - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 21 times in total	95281			
619	3rd Round Challenge VIII - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 24 times in total	95282			
620	3rd Round Challenge IX - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Challenge Guild Expedition 27 times in total	95283			
621	1st Round Points I - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 4000 Expedition Points	95284			
622	1st Round Points II - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 8000 Expedition Points	95285			
623	1st Round Points III - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 12000 Expedition Points	95286			
624	1st Round Points IV - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 16000 Expedition Points	95287			
625	1st Round Points V - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 20000 Expedition Points	95288			
626	1st Round Points VI - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 22000 Expedition Points	95289			
627	1st Round Points VII - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 24000 Expedition Points	95290			
628	2nd Round Points I - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 4000 Expedition Points	95291			
629	2nd Round Points II - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 8000 Expedition Points	95292			
630	2nd Round Points III - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 12000 Expedition Points	95293			
631	2nd Round Points IV - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 16000 Expedition Points	95294			
632	2nd Round Points V - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 20000 Expedition Points	95295			
633	2nd Round Points VI - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 22000 Expedition Points	95296			
634	2nd Round Points VII - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 24000 Expedition Points	95297			
635	3rd Round Points I - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 4000 Expedition Points	95298			
636	3rd Round Points II - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 8000 Expedition Points	95299			
637	3rd Round Points III - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 12000 Expedition Points	95300			
638	3rd Round Points IV - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 16000 Expedition Points	95301			
639	3rd Round Points V - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 20000 Expedition Points	95302			
640	3rd Round Points VI - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 22000 Expedition Points	95303			
641	3rd Round Points VII - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Obtain a total of 24000 Expedition Points	95304			
642	Juncture Breakthrough I - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 1 juncture	95305			
643	Juncture Breakthrough II - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 2 junctures	95306			
644	Juncture Breakthrough III - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 3 junctures	95307			
645	Juncture Breakthrough IV - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 4 junctures	95308			
646	Juncture Breakthrough V - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 5 junctures	95309			
647	Juncture Breakthrough I - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 1 juncture	95310			
648	Juncture Breakthrough II - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 2 junctures	95311			
649	Juncture Breakthrough III - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 3 junctures	95312			
650	Juncture Breakthrough IV - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 4 junctures	95313			
651	Juncture Breakthrough V - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 5 junctures	95314			
652	Juncture Breakthrough I - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 1 juncture	95315			
653	Juncture Breakthrough II - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 2 junctures	95316			
654	Juncture Breakthrough III - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 3 junctures	95317			
655	Juncture Breakthrough IV - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 4 junctures	95318			
656	Juncture Breakthrough V - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 5 junctures	95319			
657	Blockade Breakthrough I - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 1 Cliff Fortress	95320			
658	Blockade Breakthrough I - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 1 Cliff Fortress	95321			
659	Blockade Breakthrough I - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear a total of 1 Cliff Fortress	95322			
660	Clear Cycle 1 Boss in Round 1 - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 1 Boss in Round 1	95323			
661	Clear Cycle 2 Boss in Round 1 - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 2 Boss in Round 1	95324			
662	Clear Cycle 3 Boss in Round 1 - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 3 Boss in Round 1	95325			
663	Clear Cycle 4 Boss in Round 1 - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 4 Boss in Round 1	95326			
664	Clear Cycle 5 Boss in Round 1 - Dangerous	1	1	1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 5 Boss in Round 1	95327			
665	Clear Cycle 1 Boss in Round 2 - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 1 Boss in Round 2	95328			
666	Clear Cycle 2 Boss in Round 2 - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 2 Boss in Round 2	95329			
667	Clear Cycle 3 Boss in Round 2 - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 3 Boss in Round 2	95330			
668	Clear Cycle 4 Boss in Round 2 - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 4 Boss in Round 2	95331			
669	Clear Cycle 5 Boss in Round 2 - Dangerous	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 5 Boss in Round 2	95332			
670	Clear Cycle 1 Boss in Round 3 - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 1 Boss in Round 3	95333			
671	Clear Cycle 2 Boss in Round 3 - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 2 Boss in Round 3	95334			
672	Clear Cycle 3 Boss in Round 3 - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 3 Boss in Round 3	95335			
673	Clear Cycle 4 Boss in Round 3 - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 4 Boss in Round 3	95336			
674	Clear Cycle 5 Boss in Round 3 - Dangerous	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	2	Clear Cycle 5 Boss in Round 3	95337			
675	2nd Round Challenge I - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 3 times in total	95338			
676	2nd Round Challenge II - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 6 times in total	95339			
677	2nd Round Challenge III - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 9 times in total	95340			
678	2nd Round Challenge IV - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 12 times in total	95341			
679	2nd Round Challenge V - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 15 times in total	95342			
680	2nd Round Challenge VI - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 18 times in total	95343			
681	2nd Round Challenge VII - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 21 times in total	95344			
682	2nd Round Challenge VIII - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 24 times in total	95345			
683	2nd Round Challenge IX - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 27 times in total	95346			
684	3rd Round Challenge I - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 3 times in total	95347			
685	3rd Round Challenge II - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 6 times in total	95348			
686	3rd Round Challenge III - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 9 times in total	95349			
687	3rd Round Challenge IV - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 12 times in total	95350			
688	3rd Round Challenge V - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 15 times in total	95351			
689	3rd Round Challenge VI - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 18 times in total	95352			
690	3rd Round Challenge VII - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 21 times in total	95353			
691	3rd Round Challenge VIII - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 24 times in total	95354			
692	3rd Round Challenge IX - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Challenge Guild Expedition 27 times in total	95355			
693	2nd Round Points I - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 6000 Expedition Points	95356			
694	2nd Round Points II - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 12000 Expedition Points	95357			
695	2nd Round Points III - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 18000 Expedition Points	95358			
696	2nd Round Points IV - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 24000 Expedition Points	95359			
697	2nd Round Points VI - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 30000 Expedition Points	95360			
698	2nd Round Points VII - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 33000 Expedition Points	95361			
699	2nd Round Points V - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 36000 Expedition Points	95362			
700	3rd Round Points I - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 6000 Expedition Points	95363			
701	3rd Round Points II - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 12000 Expedition Points	95364			
702	3rd Round Points III - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 18000 Expedition Points	95365			
703	3rd Round Points IV - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 24000 Expedition Points	95366			
704	3rd Round Points VI - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 30000 Expedition Points	95367			
705	3rd Round Points VII - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 33000 Expedition Points	95368			
706	3rd Round Points V - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Obtain a total of 36000 Expedition Points	95369			
707	Juncture Breakthrough I - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Clear a total of 1 juncture	95370			
708	Juncture Breakthrough II - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Clear a total of 2 junctures	95371			
709	Juncture Breakthrough III - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Clear a total of 3 junctures	95372			
710	Juncture Breakthrough IV - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Clear a total of 4 junctures	95373			
711	Juncture Breakthrough V - Rugged	1	1	2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Clear a total of 5 junctures	95374			
712	Juncture Breakthrough I - Rugged	1	1	3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png	3	Clear a total of 1 juncture	95375			
