EventId	NodeName	NodeIcon	NodeBg	NodeDesc	NodeEffectUrl	UnDefeatNode
4001	树下女巫	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story27.png	无法愈合的伤痕		
4002	逃出生天	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story28.png	派上用场的小女佣		
4003	洁塔薇讲故事	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story29.png	在很久很久以前......		
4004	机械维修师	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story39.png	看见能拆的东西就手痒		
4011	莫比乌斯	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story30.png	辨别真假的方法\n<color=#808080><size=20>「无尽长廊」系列</size></color>		
4012	高洁之心	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story31.png	信任是试炼的一环\n<color=#808080><size=20>「继承之物」系列</size></color>		
4013	多项选择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story32.png	洁塔薇的建议靠谱吗......		
4014	焉知福祸	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent05.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story33.png	夺走了那家伙重要的东西		
5001	知识假象	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story34.png	机器总是不可靠的		
5002	英雄假象	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story35.png	罗伯特警探的救赎		
5003	才能假象	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story36.png	天赋异禀的双马尾诗人		
5011	西西弗斯	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon5.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story37.png	重复遇见的景色\n<color=#808080><size=20>「无尽长廊」系列</size></color>		
5012	勇者之剑	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon5.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story38.png	英雄之旅的终点\n<color=#808080><size=20>「继承之物」系列</size></color>		
1003	赝品工匠	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story45.png	无法成为真实本身		
1012	栩栩如生	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story13.png	观镜者如在虚像之中		
2003	步履蹒跚	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story46.png	唯有离去无关善恶		
2004	动物坟场	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story47.png	卑微的灵魂葬于此处		
2005	洁塔薇的食材	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story48.png	生命诚可贵……		
2014	亚人少女	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story35.png	来自未来的陈旧残响\n<color=#808080><size=20>「栩栩如生」系列</size></color>		
3004	火灾现场	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story3.png	正直者倒在离群之时		
3016	禁忌验证	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon5.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story49.png	倘若使用错误的力量\n<color=#808080><size=20>「栩栩如生」系列</size></color>		
3017	蓝色裂痕	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story50.png	不易察觉的缝隙		
4015	赤红怪物	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story51.png	没有名字的怪物\n<color=#808080><size=20>「蓝色裂痕」系列</size></color>		
5004	记忆假象	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story52.png	时序错乱症候群		
5013	白色虚镜	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon5.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story53.png	矩阵之外的讯息\n<color=#808080><size=20>「蓝色裂痕」系列</size></color>		
90001	异度投影	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story54.png	重叠交织的时空	QuantumBlueCardEx	
90002	无效救援	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story52.png			
90003	骇客挑战	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story55.png			
90004	自动化工坊	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png		B.E.T.A型号工坊		
90005	绯质核心	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon2.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story63.png	虚空链接协议β\n<color=#808080><size=20>β熵值较高时出现</size></color>	QuantumRedCardEx	
90006	绯质核心	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon2.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story63.png	虚空链接协议β\n<color=#808080><size=20>β熵值较高时出现</size></color>	QuantumRedCardEx	
90007	湛蓝核心	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon1.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story62.png	虚空链接协议α\n<color=#808080><size=20>α熵值较高时出现</size></color>	QuantumBlueCardEx	
90010	不期而遇	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story57.png	来自深渊的旧敌\n<color=#808080><size=20>「8:17:35」</size></color>	QuantumRedCardEx	
90011	残象落语	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story58.png	通往真相之门\n<color=#808080><size=20>「8:49:20」</size></color>		
90012	宿命之间	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story61.png	智者不立危墙下\n<color=#808080><size=20>「23:55:23」</size></color>	QuantumRedCardEx	
90013	虚空商人	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story64.png	信任关系的建立\n<color=#808080><size=20>β熵值较高时出现</size></color>		
90014	虚空商人	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story64.png	隐秘的交换所		
305	爱憎囚笼	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story5.png	葬送的忠仆莉莉\n<color=#808080><size=20>「4:31:13」</size></color>	QuantumBlueCardEx	
306	爱憎终途	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story59.png	诞生于呢喃的幻觉\n<color=#808080><size=20>「4:01:02」</size></color>		
307	虚空商人	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story65.png	跨时空的兑现		
701	真相之庭	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story60.png	无法阻止的决意\n<color=#808080><size=20>「0:00:59」</size></color>	QuantumBlueCardEx	
95100	停滞钟摆	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon2.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story69.png	启动β协议	QuantumRedCard	
93100	多门问题	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon2.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story32.png	不存在最优选项	QuantumRedCard	
92100	不速之客	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon2.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story38.png	强势调停者介入	QuantumRedCard	
94100	孩童游戏	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon2.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story18.png	黑暗森林法则	QuantumRedCard	
2100	停滞钟摆	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon1.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story68.png	启动α协议	QuantumBlueCard	
3100	夜火之谜	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon1.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story46.png	追寻妖火的轨迹	QuantumBlueCard	
4100	结晶之羽	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon1.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story66.png	如何取得珍贵之物	QuantumBlueCard	
5100	地狱天使	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon1.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story67.png	逃逸无法替代恐惧	QuantumBlueCard	
92001	英雄真相	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story82.png	倒错的被害信仰		
92002	观星真相	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story83.png	机能性病态症结		
92003	记忆真相	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story52.png	缺乏怜悯的善行		
93001	树神之女	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story84.png	将憎恨栽于此处		
93002	逃出生天	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story28.png	走投无路的选择		
93003	天选者的故事	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story29.png	当往昔逝去之后		
94001	武器技师	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story85.png	发给未来的存档		
94002	致命隐患	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story7.png	悄无声息且致命		
94003	弊案风波	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story86.png	身为正直者的代价		
95001	工业幽灵	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story11.png	倾巢之下的幸存者		
95002	洁塔薇的战斗	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story87.png	我所在的地方		
95003	万两黄金	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story88.png	跨越时间的宝藏		
95004	在途存货	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story56.png			
95005	自投罗网	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story39.png			
92011	西西弗斯	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story37.png	祭坛毁灭者		
92012	圣殿战役	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story71.png	「降临天使」降临		
93011	莫比乌斯	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story30.png	踏入陷阱的真相\n<color=#808080><size=20>「西西弗斯」系列</size></color>		
93012	盛典纪行	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story72.png	朝向地狱的虔诚\n<color=#808080><size=20>「圣殿战役」系列</size></color>		
93013	禁忌实验	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story49.png	以杀意击溃敌意		
93014	棋盘难题	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story73.png	新晋棋类爱好者		
94011	无尽长廊	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon5.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story23.png	背负罪戾的修女\n<color=#808080><size=20>「西西弗斯」系列</size></color>		
94012	深渊教团	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon5.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story113.png	降临天使的复响\n<color=#808080><size=20>「圣殿战役」系列</size></color>		
94013	亚人少女	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story35.png	尚未苏醒的恶魔\n<color=#808080><size=20>「禁忌实验」系列</size></color>		
94014	镜中世界	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story74.png	超越教师的名徒\n<color=#808080><size=20>「棋盘难题」系列</size></color>		
95011	栩栩如生	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon5.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story13.png	来自毒蛇的福音\n<color=#808080><size=20>「禁忌实验」系列</size></color>		
95012	棋盘再临	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon5.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story75.png	接近完美的对话\n<color=#808080><size=20>「棋盘难题」系列</size></color>		
92013	异界通讯I	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story76.png	缺失的武器零件		
3018	异界通讯II	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story77.png	来自彼方的请求		
94015	异界通讯III	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon5.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story78.png	寄思念于镜中物		
7	皇后游戏	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story70.png	卡牌大师艾丽卡		
90015	虚空裂痕	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story89.png	令人不安的威胁		
90016	馆中之物	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story90.png	不寒而栗的异物\n<color=#808080><size=20>「8:12:13」</size></color>	QuantumRedCardEx	
90017	逆向观测	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story54.png	来自未知的坐标\n<color=#808080><size=20>「8:51:18」</size></color>		
308	虚空终结	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story91.png	殊死一战的落幕	QuantumBlueCard	
503	命定曙光	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story92.png	照亮黑夜的光亮		
90018	既定阻碍	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story94.png	偏执的正义卫士\n<color=#808080><size=20>「8:15:44」</size></color>	QuantumRedCardEx	
90019	命运邀约	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story60.png	来之不易的邀请\n<color=#808080><size=20>「8:49:49」</size></color>		
90020	中枢之门	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story95.png	临界者的决死战\n<color=#808080><size=20>「23:51:15」</size></color>	QuantumRedCardEx	
90021	核心禁区	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story96.png	超越强大的强大\n<color=#808080><size=20>「23:59:59」</size></color>		
90022	真实之旅	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story97.png	终焉与无的终点	QuantumRedCardEx	
801	终末旅途	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story93.png	在黎明到来之前	QuantumBlueCardEx	
90051	智慧殿堂	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story61.png	知识的尽头\n<color=#808080><size=20>「第一课」</size></color>	QuantumRedCard	1
90052	权术殿堂	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story7.png	国王与奴隶\n<color=#808080><size=20>「第二课」</size></color>	QuantumRedCard	1
90053	力量殿堂	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story9.png	褪色的斗志\n<color=#808080><size=20>「第三课」</size></color>	QuantumRedCard	1
90054	欲望殿堂	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story57.png	酒神的歌谣\n<color=#808080><size=20>「第四课」</size></color>	QuantumRedCard	1
90055	恋慕殿堂	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story5.png	蜂蜜与毒药\n<color=#808080><size=20>「第五课」</size></color>	QuantumRedCard	1
90056	雄心殿堂	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story60.png	傲慢开拓者\n<color=#808080><size=20>「第六课」</size></color>	QuantumRedCard	1
90057	执念殿堂	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story94.png	无边的愿景\n<color=#808080><size=20>「第七课」</size></color>	QuantumRedCard	1
90058	极限殿堂	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story95.png	自我的巅峰\n<color=#808080><size=20>「第八课」</size></color>	QuantumRedCard	1
90023	最后一课	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story98.png	在黎明来临前	QuantumRedCardEx	
90024	最后一课	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon3.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story98.png	在黎明来临前	QuantumRedCardEx	
90025	跳过试炼	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story9.png	直面终局		
92014	荒废古卷	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story37.png	关于这里的规则		
93015	荒废古堡	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon4.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story107.png	曾经留下的伤痕		
94016	荒废坟地	Assets/Product/Texture/Image/UiTheatre3/Theatre3EventTypeIcon5.png	Assets/Product/Texture/Image/UiTheatre3/Theatre3Story47.png	献给过去的道别		
