Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
RunStart	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/RunStart.anim			
RunStartEnd01	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/RunStartEnd01.anim			
Run	BaseLayer	1	-162882405	1391530821		['Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/RunLeanL.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/Run.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/RunLeanR.anim']	[-20.0, 0.0, 20.0]	[1.0, 1.0, 1.0]
Stop	BaseLayer		-162882405		Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/Stop.anim			
SprintStart	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/RunStart.anim			
SprintStartEnd01	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/RunStartEnd01.anim			
Sprint	BaseLayer	1		-1977151796		['Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/SprintLeanL.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/Sprint.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/SprintLeanR.anim']	[-20.0, 0.0, 20.0]	[1.0, 1.0, 1.0]
SprintStop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/SprintStop.anim			
Turn90L	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/Turn90L.anim			
Turn90R	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/Npc1CafebossmMd00001SG/Npc1CafebossmMd00001SG/CommonLayer/Turn90R.anim			
