Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
Stand1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Stand2.anim			
Turn90L	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Turn90L.anim			
Turn90R	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Turn90R.anim			
IdleJumpToStandHeavy	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Jumpdown1.anim			
MoveJumpToStandHeavy	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Jumpdown2.anim			
Drama_Stand_01	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_01.anim			
Drama_Stand_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_01.anim			
Drama_Stand_02_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_02_Start.anim			
Drama_Stand_02_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_02_Loop.anim			
Drama_Stand_02_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_02_End.anim			
Drama_Stand_03_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_03_Start.anim			
Drama_Stand_03_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_03_Loop.anim			
Drama_Stand_03_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_03_End.anim			
Drama_Stand_04_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_04_Start.anim			
Drama_Stand_04_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_04_Loop.anim			
Drama_Stand_04_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_04_End.anim			
Drama_Stand_05_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_05_Start.anim			
Drama_Stand_05_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_05_Loop.anim			
Drama_Stand_05_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_05_End.anim			
Drama_Stand_06_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_06_Start.anim			
Drama_Stand_06_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_06_Loop.anim			
Drama_Stand_06_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_06_End.anim			
Drama_Stand_07_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_07_Start.anim			
Drama_Stand_07_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_07_Loop.anim			
Drama_Stand_07_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_07_End.anim			
Drama_Stand_08_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_08_Start.anim			
Drama_Stand_08_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_08_Loop.anim			
Drama_Stand_08_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_08_End.anim			
Drama_Stand_09_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_09_Start.anim			
Drama_Stand_09_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_09_Loop.anim			
Drama_Stand_09_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_09_End.anim			
Drama_Stand_10_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_10_Start.anim			
Drama_Stand_10_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_10_Loop.anim			
Drama_Stand_10_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_10_End.anim			
Drama_Stand_11	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_11.anim			
Drama_Stand_12	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_12.anim			
Drama_Stand_21_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_21_Start.anim			
Drama_Stand_21_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_21_Loop.anim			
Drama_Stand_21_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_21_End.anim			
Drama_Sit_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_Sit_01_Xpd.anim			
Drama_Sit_02	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_02.anim			
Drama_Sit_02_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_02_Start.anim			
Drama_Sit_02_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_02_Loop.anim			
Drama_Sit_02_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_02_End.anim			
Drama_Sit_03	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_03.anim			
Drama_Sit_04	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_04.anim			
Drama_Sit_05_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_05_Start.anim			
Drama_Sit_05_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_05_Loop.anim			
Drama_Sit_05_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_05_End.anim			
Drama_Sit_06_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_06_Start.anim			
Drama_Sit_06_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_06_Loop.anim			
Drama_Sit_06_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_06_End.anim			
Drama_Sit_07_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_07_Start.anim			
Drama_Sit_07_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_07_Loop.anim			
Drama_Sit_07_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_07_End.anim			
Drama_Sit_sikao_01_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_sikao_01_Start.anim			
Drama_Sit_sikao_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_sikao_01_Loop.anim			
Drama_Sit_sikao_01_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_sikao_01_End.anim			
Drama_Foundation_02_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Foundation_02_Start.anim			
Drama_Foundation_02_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Foundation_02_Loop.anim			
Drama_Foundation_02_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Foundation_02_End.anim			
Drama_Foundation_04	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Foundation_04.anim			
Drama_Foundation_05	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Foundation_05.anim			
Drama_Foundation_02_Start 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Foundation_02_Start.anim			
Drama_Stand_02_Start 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_02_Start.anim			
Drama_Stand_03_Start 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_03_Start.anim			
Drama_Stand_04_Start 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_04_Start.anim			
Drama_Stand_05_Start 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_05_Start.anim			
Drama_Stand_06_Start 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_06_Start.anim			
Drama_Stand_09_Start 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Stand_09_Start.anim			
Drama_Sit_02_Start 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_02_Start.anim			
Drama_Sit_02_Loop 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_02_Loop.anim			
Drama_Sit_02_End 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_02_End.anim			
Drama_Sit_05_Start 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_05_Start.anim			
Drama_Sit_05_Loop 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_05_Loop.anim			
Drama_Sit_05_End 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_05_End.anim			
Drama_Sit_06_Start 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_06_Start.anim			
Drama_Sit_06_Loop 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_06_Loop.anim			
Drama_Sit_06_End 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_06_End.anim			
Drama_Sit_07_Start 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_07_Start.anim			
Drama_Sit_07_Loop 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_07_Loop.anim			
Drama_Sit_07_End 0	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMd010021SG/R3BuouxiongMd010021SG/CommonLayer/Drama_Sit_07_End.anim			
Drama_Watching_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_Watching_Start.anim			
Drama_Watching_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_Watching_End.anim			
Drama_Watching_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_Watching_Loop.anim			
Drama_StandUp	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_StandUp.anim			
Drama_BoardAct1001_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1001_Start.anim			
Drama_BoardAct1001_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1001_Loop.anim			
Drama_BoardAct1001_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1001_End.anim			
Drama_BoardAct1002_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1002_Start.anim			
Drama_BoardAct1002_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1002_Loop.anim			
Drama_BoardAct1002_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1002_End.anim			
Drama_BoardAct1005_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1005_Start.anim			
Drama_BoardAct1005_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1005_Loop.anim			
Drama_BoardAct1005_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1005_End.anim			
Drama_BoardAct1006_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1006_Start.anim			
Drama_BoardAct1006_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1006_Loop.anim			
Drama_BoardAct1006_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/CommonLayer/Drama_BoardAct1006_End.anim			
Drama_Angry_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/FaceLayer/Drama_Angry_Preset.anim			
Drama_Blink_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/FaceLayer/Drama_Blink_Preset.anim			
Drama_Happy_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/FaceLayer/Drama_Happy_Preset.anim			
Drama_Sad_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/FaceLayer/Drama_Sad_Preset.anim			
Drama_Smile_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/FaceLayer/Drama_Smile_Preset.anim			
Drama_Suprise_Preset	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R3BuouxiongMdCommonSG/R3BuouxiongMdCommonSG/FaceLayer/Drama_Suprise_Preset.anim			
