Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
Jumpsquat1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumpsquat1.anim			
Jumprise1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumprise1.anim			
Jumpchange1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumpchange1.anim			
Jumpfall1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumpfall1.anim			
Jumpfalling1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumpfalling1.anim			
Jumpdown1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumpdown1.anim			
Jumpsquat2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumpsquat2.anim			
Jumprise2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumprise2.anim			
Jumpchange2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumpchange2.anim			
Jumpfall2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumpfall2.anim			
Jumpdown2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumpdown2.anim			
Turn90L	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Turn90L.anim			
Turn90R	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Turn90R.anim			
IdleJumpToStandHeavy	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumpdown1.anim			
MoveJumpToStandHeavy	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/CommonLayer/Jumpdown2.anim			
Drama_Stand_01	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMd010021SG/R7LuxiyaMd010021SG/CommonLayer/Drama_Stand_01.anim			
Drama_Stand_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMd010021SG/R7LuxiyaMd010021SG/CommonLayer/Drama_Stand_01.anim			
Drama_SpecialEyeBrow_Blink_Loop	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/FaceLayer/Drama_SpecialEyeBrow_Blink_Loop.anim			
Drama_SpecialEyes_Blink_Loop	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/FaceLayer/Drama_SpecialEyes_Blink_Loop.anim			
Drama_SpecialSmile_Blink_Loop	FaceLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R7LuxiyaMdCommonSG/R7LuxiyaMdCommonSG/FaceLayer/Drama_SpecialSmile_Blink_Loop.anim			
