Name	Layer	MotionType	SpeedParameter	BlendParameter	AnimationMotionClip	BlendTreeMotionClips	BlendTreeMotionThresholds	BlendTreeMotionTimeScales
Jumpfalling1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumpfalling1.anim			
Jumpdown1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumpdown1.anim			
Jumpsquat2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumpsquat2.anim			
Jumprise2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumprise2.anim			
Jumpchange2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumpchange2.anim			
Jumpfall2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumpfall2.anim			
Jumpdown2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumpdown2.anim			
Stand2	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Stand2.anim			
Stand1	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Stand2.anim			
Turn90L	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Turn90L.anim			
Turn90R	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Turn90R.anim			
FPJumpSquat	BaseLayer	1		587217167		['Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumpsquat1.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumpsquat1.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumpsquat1.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumpsquat1.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumpsquat1.anim']	[0.0, 0.25, 0.5, 0.75, 1.0]	[1.0, 1.0, 1.0, 1.0, 1.0]
FPJumpRise	BaseLayer	1		-198437067		['Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumprise1.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumprise1.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumprise1.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumprise1.anim', 'Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Jumprise1.anim']	[0.0, 0.25, 0.5, 0.75, 1.0]	[1.0, 1.0, 1.0, 1.0, 1.0]
Photo_01	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Photo_01.anim			
Photo_02	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Photo_02.anim			
Photo_03	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Photo_03.anim			
Photo_04	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Photo_04.anim			
Drama_Lifu_Xuanze_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Lifu_Xuanze_Start.anim			
Drama_Lifu_Xuanze_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Lifu_Xuanze_Loop.anim			
Drama_Lifu_Xuanze_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Lifu_Xuanze_End.anim			
Drama_Stand_01_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_01.anim			
Drama_Stand_02_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_02_Start.anim			
Drama_Stand_02_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_02_Loop.anim			
Drama_Stand_02_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_02_End.anim			
Drama_Stand_03_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_03_Start.anim			
Drama_Stand_03_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_03_Loop.anim			
Drama_Stand_03_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_03_End.anim			
Drama_Stand_04_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_04_Start.anim			
Drama_Stand_04_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_04_Loop.anim			
Drama_Stand_04_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_04_End.anim			
Drama_Stand_05_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_05_Start.anim			
Drama_Stand_05_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_05_Loop.anim			
Drama_Stand_05_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_05_End.anim			
Drama_Stand_06_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_06_Start.anim			
Drama_Stand_06_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_06_Loop.anim			
Drama_Stand_06_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_06_End.anim			
Drama_Stand_07_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_07_Start.anim			
Drama_Stand_07_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_07_Loop.anim			
Drama_Stand_07_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_07_End.anim			
Drama_Stand_08_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_08_Start.anim			
Drama_Stand_08_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_08_Loop.anim			
Drama_Stand_08_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_08_End.anim			
Drama_Stand_09_Start	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_09_Start.anim			
Drama_Stand_09_Loop	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_09_Loop.anim			
Drama_Stand_09_End	BaseLayer				Assets/Product/Role/DlcAnimation/BigWorld/Common/R5LifuMdCommonSG/R5LifuMdCommonSG/CommonLayer/Drama_Stand_09_End.anim			
