Id	GroupId	GroupName	GroupNameEn	GroupLogo	GroupDescription	CharacterId	HeadPortrait	GraduationPortrait	Port	Type	InVisible	CanClickGroup
12	4	突击鹰小队	Strike Hawk	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon003.png	空中花园执行者部队下属突击鹰小队，斥候小队，主要负责地面侦查任务。	1211002	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	31	1		
13	4	突击鹰小队	Strike Hawk	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon003.png	空中花园执行者部队下属突击鹰小队，斥候小队，主要负责地面侦查任务。	1121003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	12	1		
14	5	三头犬小队	Cerberus	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon004.png	空中花园执行者部队下属三头犬小队，擅长执行地面作战任务。	1131002	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila2.png	13	1		
15	6	机械教会	Church of Machina	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon026.png	完全由机械体组成的，以“机械先哲”为行动核心的秘密组织。 这些受“机械先哲”启蒙的机械体拥有自我与群体意识，以“机械教会”的名义在地球上各自行动。	1051001	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	14	1		
16	6	机械教会	Church of Machina	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon026.png	完全由机械体组成的，以“机械先哲”为行动核心的秘密组织。 这些受“机械先哲”启蒙的机械体拥有自我与群体意识，以“机械教会”的名义在地球上各自行动。	1051003	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao1SS.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4SS.png	15	1		
17	7	清理部队	Purifying Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon006.png	空中花园清理部队，主要负责清理战场及追捕叛逃构造体的工作。	1041002	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	16	1		
18	7	清理部队	Purifying Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon006.png	空中花园清理部队，主要负责清理战场及追捕叛逃构造体的工作。	1041003	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka1SS.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadBianka4SS.png	17	1		
19	8	工程部队	Engineering Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon007.png	空中花园工程部队，主要负责军事及战后城市的工程建设。	1071002	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	18	1		
20	8	工程部队	Engineering Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon007.png	空中花园工程部队，主要负责军事及战后城市的工程建设。	1071003	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina1SS.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4SS.png	19	1		
21	9	艺术协会	World Government Association of Art	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon008.png	空中花园艺术协会，聚集着各流派知名艺术家，保存着人类史上所有已记录的艺术作品，被标榜为未来艺术诞生的摇篮。	1091002	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadAila4.png	20	1		
22	10	升格者	Ascendant	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon009.png	能够完全驾驭帕弥什病毒的组织，其余信息不明。	1021003	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa1SS.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuxiyaaerfa4SS.png	21	1		
23	10	升格者	Ascendant	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon009.png	能够完全驾驭帕弥什病毒的组织，其余信息不明。	1171003	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	22	1		
24	11	遗忘者	Forsaken	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon010.png	大撤退时期由被抛弃者和不愿离开地球者组成的军事组织，对空中花园充满敌意。	1081002	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	23	1		
25	11	遗忘者	Forsaken	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon010.png	大撤退时期由被抛弃者和不愿离开地球者组成的军事组织，对空中花园充满敌意。	1081003	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian1SS.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4SS.png	24	1		
26	12	阿迪莱商业联盟	Akdilek Commercial Alliance	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon011.png	以奥赛兰姆号永久列车为领地据点的商会势力，崇尚利益。	1111002	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadSufeiya4.png	25	1		
27	13	北极航线联合	Arctic Route Union	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon012.png	由位于极地的各贸易港口结成的联合经济体，守林人诞生于此也献身于此。	1141003	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	26	1		
28	12	阿迪莱商业联盟	Akdilek Commercial Alliance	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon011.png	以奥赛兰姆号永久列车为领地据点的商会势力，崇尚利益。	1161002	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	27	1		
29	14								28	1	1	
30	14								29	1	1	
31	14								30	1	1	
32	16								34	1	1	
33	17								35	1	1	
34	18								39	1	1	
35	3	灰鸦小队·高级	Gray Raven	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon002.png	空中花园执行者部队下属灰鸦小队，擅长执行地面作战任务。	1031004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu4.png	37	1		
36	5	三头犬小队	Cerberus	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon004.png	空中花园执行者部队下属三头犬小队，擅长执行地面作战任务。	1221002	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	33	1		
37	15								32	1	1	
38	5	三头犬小队	Cerberus	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon004.png	空中花园执行者部队下属三头犬小队，擅长执行地面作战任务。	1131003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	36	1		
39	16	突击鹰小队	Strike Hawk	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon003.png	暂时挂靠空中花园执行者部队下属突击鹰小队，斥候小队，主要负责地面侦查任务。	1511003	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu2.png	34	2		
40	9	艺术协会	World Government Association of Art	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon008.png	空中花园艺术协会，聚集着各流派知名艺术家，保存着人类史上所有已记录的艺术作品，被标榜为未来艺术诞生的摇篮。	1531004	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Sailinna1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Sailinna2.png	38	1		
41	6	机械教会	Church of Machina	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon026.png	完全由机械体组成的，以“机械先哲”为行动核心的秘密组织。 这些受“机械先哲”启蒙的机械体拥有自我与群体意识，以“机械教会”的名义在地球上各自行动。	1051004	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao2.png	41	1		
42	19								42	1	1	
43	8	工程部队	Engineering Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon007.png	空中花园工程部队，主要负责军事及战后城市的工程建设。	1071004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina4.png	43	1		
44	20								44	1	1	
45	7	清理部队	Purifying Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon006.png	空中花园清理部队，主要负责清理战场及追捕叛逃构造体的工作。	1041004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	45	1		
46	21	清庭白鹭小队	Egret	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon018.png	空中花园执行者部队下属清庭白鹭小队，擅长执行地面作战任务。	1231002	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	46	1		
47	3	灰鸦小队·高级	Gray Raven	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon002.png	空中花园执行者部队下属灰鸦小队，擅长执行地面作战任务。	1011004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	47	1		
48	22	虹莺小队	Iris Warbler	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon019.png	空中花园执行部队下属虹莺小队，在艺术协会的支持下成立。负责高难度的文明寻遗任务，协助空中花园的地面重建计划。	1091003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Aila1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Aila3.png	48	1		
49	10	升格者	Ascendant	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon009.png	能够完全驾驭帕弥什病毒的组织，其余信息不明。	1021005	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Luxiya1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Luxiya3.png	49	1		
50	6	机械教会	Church of Machina	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon026.png	完全由机械体组成的，以“机械先哲”为行动核心的秘密组织。 这些受“机械先哲”启蒙的机械体拥有自我与群体意识，以“机械教会”的名义在地球上各自行动。	1241002	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Hanying1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Hanying3.png	50	1		
51	5	三头犬小队	Cerberus	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon004.png	空中花园执行者部队下属三头犬小队，擅长执行地面作战任务。	1221003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Twentyone1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Twentyone3.png	51	1		
52	5	三头犬小队	Cerberus	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon004.png	空中花园执行者部队下属三头犬小队，擅长执行地面作战任务。	1251002	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Nuoketi1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Nuoketi3.png	52	1		
53	23	不明	Unknown	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	空中花园数据库未查询到该势力相关信息。	1261003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Yalisha1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Yalisha3.png	53	1		
54	10	升格者	Ascendant	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon009.png	能够完全驾驭帕弥什病毒的组织，其余信息不明。	1271003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Lamiya1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Lamiya3.png	54	1		
55	24								55	1	1	
56	11	遗忘者	Forsaken	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon010.png	大撤退时期由被抛弃者和不愿离开地球者组成的军事组织，对空中花园充满敌意。	1081004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Dubian1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Dubian3.png	56	1		
57	25	九龙商会	Kowloong Chamber of Commerce	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon014.png	使用九龙商会负屃众特有的技术改造而成，往往带有鲜明的地方特色，从而与其他势力的机体拉开差异。	1521004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Qu1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Qu3.png	57	1		
58	8	工程部队	Engineering Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon007.png	空中花园工程部队，主要负责军事及战后城市的工程建设。	1291002	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Buouxiong1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Buouxiong3.png	58	1		
59	10	升格者	Ascendant	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon009.png	能够完全驾驭帕弥什病毒的组织，其余信息不明。	1171004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luna1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luna3.png	59	1		
60	26	支援部队	Support Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon021.png	空中花园支援部队，主要负责协助其他部队的作战行动，给予武力、物资等支援。	1301002	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bulijite1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bulijite3.png	60	1		
61	6	机械教会	Church of Machina	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon026.png	完全由机械体组成的，以“机械先哲”为行动核心的秘密组织。 这些受“机械先哲”启蒙的机械体拥有自我与群体意识，以“机械教会”的名义在地球上各自行动。	1241003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Hanying1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Hanying3.png	61	1		
62	4	突击鹰小队	Strike Hawk	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon003.png	空中花园执行者部队下属突击鹰小队，斥候小队，主要负责地面侦查任务。	1211003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Wanshi1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Wanshi3.png	62	1		
63	3	灰鸦小队·高级	Gray Raven	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon002.png	空中花园执行者部队下属灰鸦小队，擅长执行地面作战任务。	1021006	Assets/Product/Texture/Image/RolePlayer/RoleHeadR6Luxiya1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR6Luxiya3.png	63	1		
64	27	圣甲虫	Scarab	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon027.png	空中花园执行部队下属圣甲虫小队，负责紧急处理指挥部特勤任务。	1311002	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bazhi1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bazhi3.png	64	1		
65	6	机械教会	Church of Machina	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon026.png	完全由机械体组成的，以“机械先哲”为行动核心的秘密组织。 这些受“机械先哲”启蒙的机械体拥有自我与群体意识，以“机械教会”的名义在地球上各自行动。	1051005	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR6Yongyechao1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR6Yongyechao3.png	65	1		
66	28	■■■	■■■■■■	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon028.png	■■■■■■■■■■	1321003	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Cibeizhe1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Cibeizhe3.png	66	1		
67	10	升格者	Ascendant	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon009.png	能够完全驾驭帕弥什病毒的组织，其余信息不明。	1331003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Lilith1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Lilith3.png	67	1		
68	9	艺术协会	World Government Association of Art	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon008.png	空中花园艺术协会，聚集着各流派知名艺术家，保存着人类史上所有已记录的艺术作品，被标榜为未来艺术诞生的摇篮。	1531005	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Sailinna1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Sailinna3.png	68	1		
69	23	不明	Unknown	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	空中花园数据库未查询到该势力相关信息。	1341002	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Jietawei1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Jietawei3.png	69	1		
70	29								70	1	1	
71	29								71	1	1	
72	5	三头犬小队	Cerberus	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon004.png	空中花园执行者部队下属三头犬小队，擅长执行地面作战任务。	1131004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Weila1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Weila3.png	72	1		
73	7	清理部队	Purifying Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon006.png	空中花园清理部队，主要负责清理战场及追捕叛逃构造体的工作。	1041005	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Bianka1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Bianka3.png	73	1		
74	27	圣甲虫	Scarab	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon027.png	空中花园执行部队下属圣甲虫小队，负责紧急处理指挥部特勤任务。	1371002	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Xiezou1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Xiezou3.png	74	1		
75	6	机械教会	Church of Machina	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon026.png	完全由机械体组成的，以“机械先哲”为行动核心的秘密组织。 这些受“机械先哲”启蒙的机械体拥有自我与群体意识，以“机械教会”的名义在地球上各自行动。	1381003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weiluonika1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weiluonika3.png	75	1		
76	3	灰鸦小队·高级	Gray Raven	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon002.png	空中花园执行者部队下属灰鸦小队，擅长执行地面作战任务。	1031005	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Lifu1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Lifu3.png	76	1		
77	8	工程部队	Engineering Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon007.png	空中花园工程部队，主要负责军事及战后城市的工程建设。	1291003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Buouxiong1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Buouxiong3.png	77	1		
78	13	北极航线联合	Arctic Route Union	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon012.png	由位于极地的各贸易港口结成的联合经济体，守林人诞生于此也献身于此。	1141004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luosaita1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Luosaita3.png	78	1		
79	30	科学理事会	Science Council	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon022.png	科学理事会-空中花园科研机构，使命是推动人类科学的发展和进步。	1391003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Nietiya1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Nietiya3.png	79	1		
101	1	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				1	2	1	
102	1	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				2	2	1	
103	2	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				3	2	1	
104	2	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				4	2	1	
105	2	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				5	2	1	
106	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				6	2	1	
107	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				7	2	1	
108	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				8	2	1	
109	4	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				9	2	1	
110	4	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				10	2	1	
111	4	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				11	2	1	
112	4	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				12	2	1	
