Id	Name	Subtitle	Desc	DescNum	SimpleDesc	SimpleDescNum	TypeDesc	Icon	Cd	BaseDamageLimit	Rate	AttribType	Tags	EntryName	EntryDesc	VideoConfigId	SecondSkill
111	浮世业火·改		<b>【浮世业火·改】</b>-<color=#ffdd93>{0}点极限值+点击角色头像</color>\n消耗极限值释放必杀技能【浮世业火】，【浮世业火·改】也可以参与必杀连锁。	100	<b>【浮世业火·改】</b>-<color=#ffdd93>{0}点极限值+点击角色头像</color>\n消耗极限值释放必杀技能【浮世业火】，【浮世业火·改】也可以参与必杀连锁。	100	极限技	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya51Ex.png		73867	201000	1	['必杀伤害', '伤害免疫', '超链合击']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33006	
201	深红绝击	小太刀模式	<b>【小太刀模式】</b>-<color=#ffdd93>点击普攻</color>\n使用小太刀和体术对目标进行至多{0}段攻击。\n-最高造成{1}%攻击力的伤害\n-共最高复{2}点【剑气值】\n-最高回复{3}点必杀能量\n<b>【剑气攻击】</b>- <color=#ffdd93>剑气值大于{4}点+小太刀模式+闪避后/二技能后+点击普攻</color>\n消耗【剑气值】释放剑气攻击敌人，连点普攻可连续释放剑气造成伤害。每次【剑气攻击】会加速下一次【剑气攻击】的速度，当剩余【剑气值】不足以释放【剑气攻击】时，角色将会退出【剑气攻击】。【剑气攻击】视为核心伤害。\n-最高造成{5}%攻击力的伤害\n-最高回复{6}点必杀能量\n【剑气攻击】结束后自动释放收招斩击。收招斩击视为普攻伤害。\n-共造成{7}%攻击力的伤害\n-共回复{8}点必杀能量\n<b>【深红坠击】</b>-<color=#ffdd93>小太刀模式+处于空中+点击普攻</color>\n在空中进行下劈攻击敌人。\n-共造成{9}%攻击力的伤害\n-共回复{10}点必杀能量\n-共回复{11}点【剑气值】	5|502|25|12|20|548|18|163|3|200|3|5	<b>【小太刀模式】</b>-<color=#ffdd93>点击普攻</color>\n使用小太刀和体术对目标进行至多{0}段攻击。\n<b>【剑气攻击】</b>- <color=#ffdd93>剑气值大于{1}点+小太刀模式+闪避后/二技能后+点击普攻</color>\n消耗【剑气值】释放剑气攻击敌人，连点普攻可连续释放剑气造成伤害。每次【剑气攻击】会加速下一次【剑气攻击】的速度，当剩余【剑气值】不足以释放【剑气攻击】时，角色将会退出【剑气攻击】。\n【剑气攻击】结束后自动释放收招斩击。\n<b>【深红坠击】</b>- <color=#ffdd93>小太刀模式+处于空中+点击普攻</color>\n在空中进行下劈攻击敌人。	5|20	普通攻击	Assets/Product/Texture/Image/IconSkill/R5Luxiyapugong1.png		17673	50200	1	['普攻伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33007	[202]
202	深红绝击	大太刀模式	<b>【大太刀模式】</b>-<color=#ffdd93>手持大太刀+点击普攻</color>\n使用大太刀对目标进行{0}段式攻击。\n-共造成{1}%攻击力的伤害\n-共回复{2}点【剑气值】\n-共回复{3}点必杀能量\n<b>【剑气攻击】</b>-<color=#ffdd93>剑气值大于{4}点+手持大太刀+闪避后+刀上出现闪光+点击普攻</color>\n消耗【剑气值】释放剑气攻击敌人，连点普攻可连续释放剑气造成伤害。每次【剑气攻击】会加速下一次【剑气攻击】的速度，当剩余【剑气值】不足以释放【剑气攻击】时，角色将会退出【剑气攻击】。【剑气攻击】视为核心伤害。\n-最高造成{5}%攻击力的伤害\n-最高回复{6}点必杀能量\n【剑气攻击】结束后自动释放收招斩击。收招斩击视为普通攻击伤害。\n-共造成{7}%攻击力的伤害\n-共回复{8}点必杀能量\n<b>【深红坠击】</b>- <color=#ffdd93>大太刀模式+处于空中+点击普攻</color>\n在空中进行下劈攻击敌人。\n-共造成{9}%攻击力的伤害\n-共回复{10}点必杀能量\n-共回复{11}点【剑气值】	5|420|120|15|20|425|18|131|3|200|3|10	<b>【大太刀模式】</b>-<color=#ffdd93>点击普攻</color>\n使用大太刀对目标进行{0}段式攻击。\n<b>【剑气攻击】</b>-<color=#ffdd93>剑气值大于{1}点+大太刀模式+闪避后+点击普攻</color>\n消耗【剑气值】释放剑气攻击敌人，连点普攻可连续释放剑气造成伤害。每次【剑气攻击】会加速下一次【剑气攻击】的速度，当剩余【剑气值】不足以释放【剑气攻击】时，角色将会退出【剑气攻击】。\n【剑气攻击】结束后自动释放收招斩击。\n<b>【深红坠击】</b>- <color=#ffdd93>大太刀模式+处于空中+点击普攻</color>\n在空中进行下劈攻击敌人。	5|20	普通攻击	Assets/Product/Texture/Image/IconSkill/R5Luxiyapugong1.png		17013	42000	1	['普攻伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33001	
203	瞬光无间	小太刀模式	<b>【剑气值】</b>- <color=#ffdd93>释放溯轮杀/无妄不斩/普通攻击时自动获取</color>\n【小太刀模式】下释放一技能、二技能、普通攻击，可获得【剑气值】。\n【剑气值】上限为{0}点。\n消耗剑气值可释放【剑气攻击】。\n<b>【剑损】</b>-<color=#ffdd93>【小太刀模式】+剑气命中敌人后自动添加</color>\n【小太刀模式】下剑气会对命中敌人施加【剑损】，上限{1}层。拥有【剑损】的敌人受到的伤害提升{2}%，每{3}秒消耗{4}层【剑损】造成{5}次{6}%攻击力的伤害。\n【剑损】和【剑气攻击】造成的伤害均视为核心伤害。	120|10|10|1|1|1|14.5	<b>【剑气值】</b>- <color=#ffdd93>释放溯轮杀/无妄不斩/普通攻击时自动获取</color>\n【小太刀模式】下释放一技能、二技能、普通攻击，可获得【剑气值】。\n【剑气值】上限为{0}点。\n消耗剑气值可释放【剑气攻击】。\n<b>【剑损】</b>-<color=#ffdd93>【小太刀模式】+剑气命中敌人后自动添加</color>\n【小太刀模式】下剑气会对命中敌人施加【剑损】，上限{1}层。拥有【剑损】的敌人受到的伤害提升，每{2}秒消耗{3}层【剑损】造成{4}次伤害。【剑损】和【剑气攻击】造成的伤害均视为核心伤害。	120|10|1|1|1	核心被动	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya01.png		607	1450	1	['核心伤害', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33013	[204]
204	瞬光无间	大太刀模式	<b>【剑气值】</b>- <color=#ffdd93>释放普通攻击时自动获取</color>\n【大太刀模式】下普通攻击，可获得【剑气值】。\n【剑气值】上限为{0}点。\n消耗剑气值可释放【剑气攻击】。\n<b>【剑损·极】</b>-<color=#ffdd93>【大太刀模式】+剑气命中敌人后自动添加</color>\n【大太刀模式】下剑气会对命中敌人施加【剑损·极】，上限{1}层。拥有【剑损·极】的敌人受到的伤害提升{2}%，每{3}秒消耗{4}层【剑损·极】造成{5}次{6}%攻击力的伤害。\n【剑损·极】和【剑气攻击】造成的伤害均视为核心伤害。	120|30|10|1|1|1|14.5	<b>【剑气值】</b>- <color=#ffdd93>释放普通攻击时自动获取</color>\n【大太刀模式】下普通攻击，可获得【剑气值】。消耗剑气值可释放【剑气攻击】。\n<b>【剑损·极】</b>-<color=#ffdd93>【大太刀模式】+剑气命中敌人后自动添加</color>\n【大太刀模式】下剑气会对命中敌人施加【剑损·极】，上限{0}层。拥有【剑损·极】的敌人受到的伤害提升，每{1}秒消耗{2}层【剑损·极】造成{3}次伤害。【剑损·极】和【剑气攻击】造成的伤害均视为核心伤害。	30|1|1|1	核心被动	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya01.png		607	1450	1	['核心伤害', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33013	
205	溯轮杀		<b>【溯轮杀】</b>-<color=#ffdd93>小太刀模式+点击一技能</color>\n快速斩击敌人，一段时间内可以再次释放并跃起砍向敌人\n-共造成{0}%攻击力的伤害\n-共回复{1}点【剑气值】\n-共回复{2}点必杀能量	165|40|30	<b>【溯轮杀】</b>- <color=#ffdd93>小太刀模式+点击一技能</color>\n快速斩击敌人，一段时间内可以再次释放并跃起砍向敌人		核心技能1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya21.png	6	9750	16500	1	['技能伤害', '位移']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33008	
206	无妄不斩		<b>【无妄不斩】</b>-<color=#ffdd93>小太刀模式+点击二技能</color>\n获得{0}%伤害减免效果，进入【残影架势】，期间可进行瞬击格挡。短暂延迟后释放【居合斩·极】冲向前方进行多段斩击，造成大量伤害。若在格挡成功后释放则返还一定冷却。\n-共造成{1}%攻击力的伤害\n-共回复{2}点【剑气值】\n-共回复{3}点必杀能量\n-格挡后返还{4}%冷却\n【居合斩·极】释放成功后立即点击普攻可直接释放【剑气攻击】。	50|221|80|20|50	<b>【无妄不斩】</b>- <color=#ffdd93>小太刀模式+点击二技能</color>\n获得伤害减免效果，进入【残影架势】，期间可进行瞬击格挡。短暂延迟后释放【居合斩·极】冲向前方进行多段斩击，造成大量伤害。若在格挡成功后释放则返还一定冷却。\n【居合斩·极】释放成功后立即点击普攻可直接释放【剑气攻击】。		核心技能2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya31.png	15	6600	19600	1	['技能伤害', '抗打断', '瞬击格挡']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33009	
207	乱霆开曜	小太刀模式	<b>【乱霆开曜】</b>-<color=#ffdd93>小太刀模式+点击三技能</color>\n对敌人释放一次【燎荒斩】，将敌人身上的【剑损】全部转换为【剑损·极】，进入【大太刀模式】。\n-共造成{0}%攻击力的伤害\n-共回复{1}点必杀能量\n【大太刀模式】下三技能替换为【疾光掣岚】，无法使用一技能、二技能，普攻替换为【大太刀模式】，闪避后可直接释放【剑气攻击】。\n释放乱霆开曜后自身获得{2}%伤害加成、霸体与{3}%伤害减免效果，持续{4}秒。	321|45|50|15|17	<b>【乱霆开曜】</b>-<color=#ffdd93>小太刀模式+点击三技能</color>\n获得伤害减免效果，对敌人释放一次【燎荒斩】，将敌人身上的【剑损】全部转换为【剑损·极】，进入【大太刀模式】。\n【大太刀模式】下三技能替换为【疾光掣岚】，无法使用一技能、二技能，普攻替换为【大太刀模式】。\n释放【乱霆开曜】后自身获得伤害加成、免疫打断与伤害减免效果，持续一段时间。		核心技能3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya32.png	21	11273	26800	1	['技能伤害', '抗打断', '伤害增益']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33014	[209]
209	疾光掣岚	大太刀模式	<b>【疾光掣岚】</b>-<color=#ffdd93>大太刀模式+点击三技能</color>\n短暂蓄力后释放{0}段【影袭】，随后释放【振雷斩】对敌人造成大量伤害后，收纳大太刀进入【小太刀模式】。\n-共造成{1}%攻击力的伤害\n-共回复{2}点必杀能量\n【振雷斩】最后一击会引爆目标身上的所有【剑损·极】，额外造成一次高额伤害。\n-每引爆一层【剑损】额外造成{3}%攻击力的伤害\n-引爆伤害视为核心伤害	4|410|45|14.5	<b>【疾光掣岚】</b>-<color=#ffdd93>大太刀模式+点击三技能</color>\n短暂蓄力后释放{0}段【影袭】，随后释放【振雷斩】对敌人造成大量伤害后，收纳大太刀进入【小太刀模式】。\n【振雷斩】最后一击会引爆目标身上的所有【剑损·极】，额外造成一次高额伤害。\n-该引爆视为核心伤害	4	核心技能3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Luxiya32.png	21	17242	41000	1	['技能伤害', '核心伤害', '伤害免疫']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33003	
208	游身绝影		<b>【游身绝影】</b>-<color=#ffdd93>拖动摇杆+点击闪避</color>\n露西亚向指定方向闪避。无摇杆输入时，向身后进行闪避。期间可触发极限闪避。\n——极限闪避成功后获得{0}无敌效果并回复{1}点【剑气值】。\n<b>【居合斩】</b>-<color=#ffdd93>小太刀模式+长按闪避</color>\n进入【气合架势】，获得伤害减免效果，期间可进行瞬击格挡。\n抬起闪避可释放【居合斩】，若【气合架势】期间触发瞬击格挡则立即释放【居合斩·极】。\n-最高造成{2}%攻击力的伤害\n-最高回复{3}点必杀能量\n-最高回复{4}点【剑气值】\n【气合架势】期间不回复闪避能量。	1.5|40|221|20|80	<b>【游身绝影】</b>-<color=#ffdd93>拖动摇杆+点击闪避</color>\n露西亚向指定方向闪避。无摇杆输入时，向身后进行闪避。期间可触发极限闪避。\n——极限闪避成功后获得短暂无敌效果并回复一定【剑气值】。\n<b>【居合斩】</b>-<color=#ffdd93>小太刀模式+长按闪避</color>\n进入【气合架势】，获得{0}%伤害减免效果，期间可进行瞬击格挡。\n抬起闪避可释放【居合斩】，若【气合架势】期间触发瞬击格挡则立即释放【居合斩·极】。\n【气合架势】期间不回复闪避能量。	30	闪避	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/UiDlcRelinkDodge.png		21168	36000	1	['闪避判定', '抗打断', '瞬击格挡']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33012	
301	游星辉击	剑盾模式	<b>【游星辉击】</b>-<color=#ffdd93>手持剑盾+点击普攻</color>\n使用剑盾交替攻击，造成伤害\n-共造成{0}%攻击力的伤害\n-共回复{1}点【星芯值】\n-共回复{2}点必杀能量\n<b>【疾雷重劈】</b>-<color=#ffdd93>手持剑盾+【星芯值】不小于{3}点+长按普攻</color>\n消耗{4}点【星芯值】并跳劈敌人\n-共造成{5}%攻击力的伤害\n-共回复{6}点必杀能量\n<b>【星辉坠地】</b>-<color=#ffdd93>位于空中+手持剑盾+点击普攻</color>\n翻身举盾，引雷冲击，快速落地，造成伤害\n-共造成{7}%攻击力的伤害\n-共回复{8}点必杀能量\n	252|100|24|100|100|63|6|14|6	<b>【游星辉击】</b>-<color=#ffdd93>手持剑盾+点击普攻</color>\n使用剑盾交替攻击，造成伤害\n<b>【疾雷重劈】</b>-<color=#ffdd93>手持剑盾+【星芯值】不小于{0}点+长按普攻</color>\n消耗{1}点【星芯值】并跳劈敌人\n<b>【星辉坠地】</b>-<color=#ffdd93>位于空中+手持剑盾+点击普攻</color>\n翻身举盾，引雷冲击，快速落地，造成伤害	100|100	普通攻击	Assets/Product/Texture/Image/UiFightDlc/FightSkillIconRelinkR5Yongyechao11.png		17205	25200	1	['普攻伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33108	[302]
302	轰雷旋风	盾斧模式	<b>【轰雷旋风】</b>-<color=#ffdd93>手持盾斧+点击普攻</color>\n使用盾斧攻击，造成伤害\n-共造成{0}%攻击力的伤害\n-共回复{1}点必杀能量\n-共回复{2}点【星芯值】\n<b>【轰雷重劈】</b>-<color=#ffdd93>位于空中+手持盾斧+点击普攻</color>\n拖拽盾斧，旋身转动，重斩落地，造成伤害\n-共造成{3}%攻击力的伤害\n-共回复{4}点必杀能量	334|24|200|28|6	<b>【轰雷旋风】</b>-<color=#ffdd93>手持盾斧+点击普攻</color>\n使用盾斧攻击，造成伤害\n<b>【轰雷重劈】</b>-<color=#ffdd93>位于空中+手持盾斧+点击普攻</color>\n拖拽盾斧，旋身转动，重斩落地，造成伤害		普通攻击	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao12.png		22795	33400	1	['普攻伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33101	
303	坠星崩殛		<b>【职业技】</b>\n攻击使目标额外伤害减免降低{0}%，持续{1}秒。\n角色自身的额外伤害减免提高{2}%。\n角色存在护盾时可免疫怪物的普通攻击硬直。\n<b>【坠星崩殛】</b>-<color=#ffdd93>手持盾斧+【星芯值】不少于{3}点+长按普攻</color>\n消耗所有【星芯值】释放【坠星崩殛】\n-共造成{4}%攻击力的伤害\n-共回复{5}点必杀能量	10|5|25|400|317|15	<b>【职业技】</b>\n攻击使目标额外伤害减免降低。\n角色自身的额外伤害减免提高。\n角色存在护盾时可免疫怪物的普通攻击硬直。\n<b>【坠星崩殛】</b>-<color=#ffdd93>手持盾斧+【星芯值】不少于{0}点+长按普攻</color>\n消耗所有【星芯值】释放【坠星崩殛】	400	核心被动	Assets/Product/Texture/Image/IconSkill/R5Yongyechaohexin1.png		10389	31700	1	['核心伤害', '伤害免疫', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33105	
