Id	Desc	Param
60425	引导众志行征3.0Boss挑战	[1]
60426	引导众志行征3.0隐藏节点	[1]
60501	引导链合回路3.0战斗	[1]
60511	引导Rpg5.0主界面	[1]
60601	引导分光双星3.0主界面	[1]
60602	引导分光双星3.0章节介绍	[1]
60611	引导角色塔入口	[1]
60612	引导角色塔角色挑战	[1]
60613	引导编队调整	[1]
60621	引导深蓝战域2.0	[1]
60622	引导深蓝战域2.0成员整备	[1]
60623	引导深蓝战域2.0知觉增幅	[1]
60624	引导深蓝战域2.0益想映像	[1]
60625	引导深蓝战域2.0插件图鉴	[1]
60700	引导三周年主界面调整	[1]
60701	引导调色板战争主界面	[1]
60702	引导调色板战争第一关	[1]
60703	引导调色板战争第二关内容	[1]
60704	引导调色板战争第三关内容	[1]
60705	引导调色板战争第三关遭遇事件	[1]
60711	引导序列公约主界面	[1]
60712	引导序列公约房间界面	[1]
60713	引导公约超解效果	[1]
60721	引导角色终阶	[1]
60722	引导角色超阶	[1]
60731	引导光辉同行主界面	[1]
60732	引导光辉同行主界面改造	[1]
60741	引导主界面切换场景	[1]
60801	引导超限乱斗3.0玩法	[1]
60802	引导超限乱斗3.0场景	[1]
60803	引导超限乱斗3.0成员整备	[1]
60804	引导超限乱斗3.0紧急抽调	[1]
60805	引导超限乱斗3.0紧急抽调准备界面	[1]
60811	引导异构阵线2.0玩法	[1]
60812	引导异构阵线2.0章节界面	[1]
60813	引导异构阵线2.0心智分配	[1]
60814	引导异构阵线2.0每日关卡	[1]
60821	引导DLC狩猎玩法教学关	[1]
60822	引导DLC狩猎玩法主界面	[1]
60823	引导DLC狩猎玩法芯片装备	[1]
60831	引导战双厨房主界面	[1]
60832	引导战双厨房食材区	[1]
60833	引导战双厨房售卖区	[1]
60834	引导战双厨房员工界面	[1]
60835	引导战双厨房热销界面	[1]
60836	引导战双厨房餐厅升级	[1]
60901	引导情人节迷宫	[1]
60911	引导Rpg6.0主界面	[1]
60921	引导正逆塔主界面	[1]
60922	引导正逆塔逆塔玩法	[1]
60931	引导推箱子4.0	[1]
60932	引导推箱子4.0角色属性	[1]
61010	引导链合回路4.0玩法主界面	[1]
61011	引导链合回路4.0战斗	[1]
61012	引导链合回路4.0限时挑战	[1]
61020	引导BVB主界面	[1]
61021	引导BVB房间准备界面	[1]
61030	引导行星环游记主界面	[1]
61031	引导行星环游记教学关1-1	[1]
61032	引导行星环游记教学关1-1训练场	[1]
61033	引导行星环游记教学关1-1直面领主	[1]
61034	引导行星环游记家园	[1]
61035	引导行星环游记教学1-2准备界面	[1]
61036	引导行星环游记教学1-2	[1]
61037	引导行星环游记教学1-2饮料设施	[1]
61038	引导行星环游记教学2-1天气	[1]
61039	引导行星环游记教学3-1道具	[1]
61110	引导三头犬连携特攻连携作战	[1]
61111	引导三头犬连携特攻BOSS挑战	[1]
61120	引导界限构解4期主界面	[1]
61121	引导界限构解4期改造	[1]
61122	引导界限构解4期困难难度	[1]
61130	引导战双大逃杀2期主界面	[1]
61131	引导战双大逃杀2期策略节点	[1]
61210	80级 引导武器超限功能	[1]
61220	v2.5 引导远歌深潜2期插件编辑	[1]
61221	v2.5 引导远歌深潜2期每日关卡	[1]
61222	v2.5 引导远歌深潜2期插常规关卡	[1]
61230	v2.5 引导全服决战2期玩法	[1]
61231	v2.5 引导全服决战2期详情界面	[1]
61232	v2.5 引导全服决战2期特遣角色界面	[1]
61233	v2.5 引导全服决战2期战术增幅界面	[1]
61234	v2.5 引导全服决战2期阶段战果	[1]
61235	v2.5 引导全服决战2期重复演练	[1]
61240	v2.5 引导历战映射2期玩法	[1]
61241	v2.5 引导历战映射2期战斗准备	[1]
61242	v2.5 引导历战映射2期奖励	[1]
61300	v2.6 引导七夕翻牌玩法	[1]
61310	v2.6 引导肉鸽3.0主界面	[1]
61311	v2.6 引导肉鸽3.0编队界面	[1]
61312	v2.6 引导肉鸽3.0角色选择	[1]
61313	v2.6 引导肉鸽3.0节点界面	[1]
61314	v2.6 引导肉鸽3.0装备选择	[1]
61315	v2.6 引导肉鸽3.0第二章	[1]
61316	v2.6 引导肉鸽3.0秘藏品选择	[1]
61317	v2.6 引导肉鸽3.0商店界面	[1]
61318	v2.6 引导肉鸽3.0BP奖励	[1]
61319	v2.6 引导肉鸽3.0角色精通	[1]
61320	v2.6 引导战双餐厅2.0主界面	[1]
61321	v2.6 引导战双餐厅2.0食材区	[1]
61322	v2.6 引导战双餐厅2.0售卖区	[1]
61323	v2.6 引导战双餐厅2.0员工界面	[1]
61324	v2.6 引导战双餐厅2.0热销界面	[1]
61325	v2.6 引导战双餐厅2.0餐厅升级	[1]
61326	v2.6 引导战双餐厅2.0增益功能	[1]
61330	v2.6 引导众志行征4.0界面入口	[1]
61331	v2.6 引导众志行征4.0难度选择	[1]
61332	v2.6 引导众志行征4.0玩法界面	[1]
61333	v2.6 引导众志行征4.0支援角色	[1]
61334	v2.6 引导众志行征4.0Boss挑战	[1]
61335	v2.6 引导众志行征4.0Boss自选模式	[1]
61340	v2.6 引导版本成员界面更新	[1]
61410	v2.7 引导版本国际战棋首次战斗	[1]
61411	v2.7 引导版本国际战棋1-2	[1]
61412	v2.7 引导版本国际战棋1-3	[1]
61413	v2.7 引导版本国际战棋1-3霰弹枪使用	[1]
61414	v2.7 引导版本国际战棋1-4顶视模式	[1]
61415	v2.7 引导版本国际战棋1-5	[1]
61416	v2.7 引导版本国际战棋1-5大招使用	[1]
61417	v2.7 引导版本国际战棋1-7	[1]
61418	v2.7 引导版本国际战棋1-9	[1]
61419	v2.7 引导版本国际战棋1-9大招使用	[1]
61420	v2.7 引导版本国际战棋困难1-1	[1]
61421	v2.7 引导版本国际战棋困难1-3	[1]
61430	v2.7 引导正逆塔主界面	[1]
61431	v2.7 引导正逆塔3.0章节	[1]
61432	v2.7 引导正逆塔3.0终末特性	[1]
61433	v2.7 引导正逆塔3.0终末关卡	[1]
61440	v2.7 引导舞乐2.0教学关	[1]
61510	v2.8 引导链合回路5.0玩法主界面	[1]
61511	v2.8 引导链合回路5.0战斗	[1]
61512	v2.8 引导链合回路5.0限时挑战	[1]
61520	v2.8 引导深蓝战域3.0	[1]
61521	v2.8 引导深蓝战域3.0成员整备	[1]
61522	v2.8 引导深蓝战域3.0知觉增幅	[1]
61523	v2.8 引导深蓝战域3.0益想映像	[1]
61524	v2.8 引导深蓝战域3.0聚融所	[1]
61525	v2.8 引导深蓝战域3.0图鉴	[1]
61526	v2.8 引导深蓝战域3.0禁区探测	[1]
61527	v2.9引导模拟经营1-欢迎	[1]
61528	v2.9引导模拟经营2-首次进关	[1]
61529	v2.9引导模拟经营3-回合教学	[1]
61531	v2.9引导模拟经营5-价格波动	[1]
61532	v2.9引导模拟经营7-道具选择	[1]
61533	v2.9引导模拟经营8-繁荣度	[1]
61534	v2.9引导模拟经营9-城邦贸易	[1]
61536	v2.9引导模拟经营10-发现建筑	[1]
61537	v2.9引导模拟经营11-许愿井	[1]
61538	v2.9引导模拟经营12-关卡结算	[1]
61539	v2.9引导模拟经营13-科技树	[1]
61540	v2.9引导模拟经营14-第三关前的初级秘藏	[1]
61541	v2.9引导模拟经营6-销售暴击	[1]
61542	v2.9引导魔方DLC	[1]
61543	v2.9引导御电携鸣1	[1]
61545	v2.9 引导新版矿区1	[1]
61546	v2.9 引导新版矿区2	[1]
61547	v2.9 引导新版矿区3	[1]
61548	v2.9 引导新版矿区4	[1]
61600	v2.10 引导熊熊大作战1	[1]
61601	v2.10 引导熊熊大作战2	[1]
61610	v2.10 引导蒲牢大冒险1	[1]
61611	v2.10 引导蒲牢大冒险2	[1]
61612	v2.10 引导蒲牢大冒险3	[1]
61700	v2.11 引导新春游园首次玩法	[1]
61701	v2.11 引导新春游园选关界面	[1]
61702	v2.11 引导新春游园1001	[1]
61703	v2.11 引导新春游园1002	[1]
61704	v2.11 引导新春游园1006	[1]
61705	v2.11 引导新春游园3005	[1]
61706	v2.11 引导新春游园1001-2	[1]
61707	v2.11 引导新春游园情人节	[1]
61710	v2.11引导国际战棋二期简单1-1（反复触发）	[1]
61711	v2.11引导国际战棋二期简单1-2（反复触发）	[1]
61712	v2.11引导国际战棋二期简单1-3（反复触发）	[1]
61713	v2.11引导国际战棋二期简单1-4	[1]
61714	v2.11引导国际战棋二期简单1-5	[1]
61715	v2.11引导国际战棋二期简单1-7	[1]
61716	v2.11引导国际战棋二期简单1-9	[1]
61717	v2.11引导国际战棋二期简单1-9增援幻影	[1]
61718	v2.11引导国际战棋二期简单1-9换位技能	[1]
61719	v2.11引导国际战棋二期11困难1-1	[1]
61720	v2.11引导国际战棋二期12困难1-4	[1]
61721	v2.11引导国际战棋二期13简单2-1	[1]
61730	v2.11引导肉鸽3.0主界面溢出值	[1]
61731	v2.11引导肉鸽3.0二期天选界面	[1]
61732	v2.11引导肉鸽3.0二期量子线界面	[1]
61733	v2.11引导肉鸽3.0二期黑白切换	[1]
61740	v2.11 引导众志行征5.0界面入口	[1]
61741	v2.11 引导众志行征5.0活动攻略	[1]
61742	v2.11 引导众志行征5.0难度选择	[1]
61743	v2.11 引导众志行征5.0玩法界面	[1]
61744	v2.11 引导众志行征5.0支援角色	[1]
61745	v2.11 引导众志行征5.0Boss挑战	[1]
61746	v2.11 引导众志行征5.0Boss自选模式	[1]
61747	v2.11 引导众志行征5.0玩法界面-2	[1]
61750	v2.11 引导巴别塔排行榜	[1]
61751	v2.11 引导巴别塔词缀	[1]
61801	v2.12 引导战双工艺首次选关	[1]
61802	v2.12 引导战双工艺第二次选关	[1]
61803	v2.12 引导战双工艺词缀选择	[1]
61811	v2.12 引导链合回路6.0 首次进入	[1]
61812	v2.12 引导链合回路6.0 进入棋盘	[1]
61813	v2.12 引导链合回路6.0 道具教学	[1]
61814	v2.12 引导链合回路6.0 召唤物教学	[1]
61821	v2.12 引导界限构解5.0 首次进关	[1]
61822	v2.12 引导界限构解5.0 界面教学	[1]
61823	v2.12 引导界限构解5.0 互斥词缀说明	[1]
61824	v2.12 引导界限构解5.0 困难模式	[1]
61900	v2.13 引导卧猫藏鼠 1	[1]
61910	v2.13 引导蒲牢大冒险2.0 1	[1]
61911	v2.13 引导蒲牢大冒险2.0 2	[1]
61912	v2.13 引导蒲牢大冒险2.0 第二章	[1]
61913	v2.13 引导蒲牢大冒险2.0 第三章	[1]
61920	v2.13 引导矿区新天气 词缀	[1]
61921	v2.13 引导矿区新天气 完美战术	[1]
61930	v2.13 引导肉鸽3.0三期迭变藏品	[1]
61931	v2.13 引导肉鸽3.0三期坍塌点	[1]
61940	v2.13引导餐厅3.0首次进入	[1]
61941	v2.13引导餐厅3.0 永动机	[1]
61942	v2.13引导餐厅3.0 使用日冕	[1]
61943	v2.13引导餐厅3.0 热销手作	[1]
61944	v2.13引导餐厅3.0 更换员工	[1]
61945	v2.13引导餐厅3.0 引导增益	[1]
61946	v2.13引导餐厅3.0 引导拍照	[1]
61947	v2.13引导餐厅3.0 引导店铺升级	[1]
61948	v2.13引导餐厅3.0 引导隐藏手作	[1]
61949	v2.13引导餐厅3.0 永动机2	[1]
62001	v2.14 引导全服决战3期首次进入	[1]
62002	v2.14 引导全服决战3期战斗关卡	[1]
62003	v2.14 引导全服决战3期特派任务	[1]
62004	v2.14 引导全服决战3期援助任务	[1]
62005	v2.14 引导全服决战3期接受帮助	[1]
62006	v2.14 引导全服决战3期特遣角色界面	[1]
62007	v2.14 引导全服决战3期内成长界面	[1]
62008	v2.14 引导全服决战2期阶段战果	[1]
62009	v2.14 引导全服决战2期重复演练	[1]
62021	v2.14引导大连线 首次入关	[1]
62022	v2.14引导大连线 关卡1013	[1]
62023	v2.14引导大连线 关卡1015	[1]
62024	v2.14引导大连线 关卡1017	[1]
62025	v2.14引导大连线 关卡1021	[1]
62026	v2.14引导大连线 关卡1023	[1]
62027	v2.14引导大连线 关卡1031	[1]
62028	v2.14引导大连线 关卡1033	[1]
62029	v2.14引导大连线 教学按钮	[1]
62031	v2.14引导效应玩法 首次入关	[1]
63002	v2.15引导肉鸽4 玩法启程	[1]
63003	v2.15引导肉鸽4 首次入关	[1]
63004	v2.15引导肉鸽4 首次介绍作战目标	[1]
63005	v2.15引导肉鸽4 新手地图2介绍行动点	[1]
63006	v2.15引导肉鸽4 招募界面	[1]
63007	v2.15引导肉鸽4 结算界面	[1]
63008	v2.15引导肉鸽4 繁荣度引导	[1]
63009	v2.15引导肉鸽4 营地支援引导	[1]
63010	v2.15引导肉鸽4 BOSS不用行动点	[1]
63011	v2.15引导肉鸽4 新手地图3介绍利息	[1]
63012	v2.15引导肉鸽4 新手地图1引导BOSS	[1]
63013	v3.1引导肉鸽4 第二章选择黄金城简单	[1]
63014	v3.1引导肉鸽4 第二章选择黄金城困难	[1]
63015	v3.4引导肉鸽4 DLC  紫色外循环	[1]
63016	v3.4引导肉鸽4 DLC 代理讨伐开局效果	[1]
63017	v3.4引导肉鸽4 DLC  沙盘崩落	[1]
63030	v2.15引导矿区269新天气 词缀	[1]
63041	v2.15引导战斗评分1 首次入关	[1]
63042	v2.15引导战斗评分2 角色界面	[1]
63050	v2.15 引导阿呆破坏王 首次入关	[1]
63051	v2.15 引导阿呆破坏王 首次进入玩法界面	[1]
63052	v2.15 引导阿呆破坏王 二次进入主界面	[1]
63053	v2.15 引导阿呆破坏王 位于关卡20131	[1]
63060	v2.15 引导众志行征6.0攻城车	[1]
63101	v2.16 引导背包玩法 首次入关	[1]
63102	v2.16 引导背包玩法 进关101	[1]
63103	v2.16 引导背包玩法 进关201	[1]
63104	v2.16 引导背包玩法 进关301	[1]
63111	v2.16 引导高难玩法 首次入关	[1]
63112	v2.16 引导高难玩法 驻守界面	[1]
63113	v2.16 引导高难玩法 第二章	[1]
63114	v2.16 引导高难玩法 第三章	[1]
63115	v2.16 引导高难玩法 二次入关	[1]
63116	v2.16 引导高难玩法 扫荡教学	[1]
63121	v2.16 引导逛街玩法 首次入关	[1]
63122	v2.16 引导逛街玩法 1001	[1]
63123	v2.16 引导逛街玩法 1002	[1]
63124	v2.16 引导逛街玩法 1005	[1]
63125	v2.16 引导逛街玩法 1007	[1]
63126	v2.16 引导逛街玩法 1009	[1]
63127	v2.16 引导逛街玩法 切换角色	[1]
63128	v2.16 引导逛街玩法 选人章节	[1]
63200	v2.17 引导七实大秘境 首次入关	[1]
63201	v2.17 引导七实大秘境 插件教学	[1]
63202	v2.17 引导七实大秘境 驾驶舱	[1]
63203	v2.17 引导七实大秘境 图鉴加成	[1]
63204	v2.17 引导七实大秘境 推演强化	[1]
63205	v2.17 引导七实大秘境 图鉴组件	[1]
63206	v2.17 引导七实大秘境 首次入关拆分2	[1]
63210	v2.17 引导七实2048 首次入关	[1]
63211	v2.17 引导七实2048 第1关	[1]
63212	v2.17 引导七实2048 第2关	[1]
63213	v2.17 引导七实2048 第4关	[1]
63214	v2.17 引导七实2048 第5关	[1]
63215	v2.17 引导七实2048 第6关	[1]
63216	v2.17 引导七实2048 第9关	[1]
63217	v2.17 引导七实2048 第11关	[1]
63218	v2.17 引导七实2048 第5关无尽关	[1]
63220	v2.17 引导雷白毛跃升	[1]
63301	v3.0 引导S任选礼包打开	[1]
63311	v3.0 引导九龙二商-欢迎	[1]
63312	v3.0 引导九龙二商-教学关1主城升级	[1]
63313	v3.0 引导九龙二商-教学关2探索区域	[1]
63314	v3.0 引导九龙二商-教学关3季度规划	[1]
63315	v3.0 引导九龙二商-教学关4购买城邦	[1]
63316	v3.0 引导九龙二商-教学关5主城升级2	[1]
63317	v3.0 引导九龙二商-普通关1建造建筑	[1]
63318	v3.0 引导九龙二商-普通关椰椰坊	[1]
63319	v3.0 引导九龙二商-普通关货物评分	[1]
63320	v3.0 引导九龙二商-普通关主城升级	[1]
63321	v3.0 引导九龙二商-普通关销售暴击	[1]
63322	v3.0 引导九龙二商-普通关宝箱三选一	[1]
63330	v3.0 引导首席FPS-欢迎	[1]
63331	v3.0 引导首席FPS-欢迎	[1]
63332	v3.0 引导首席FPS-欢迎	[1]
63333	v3.0 引导首席FPS-开始行动	[1]
63340	v3.0 引导布局设置	[1]
63350	v3.0 引导疾雷手册转移入口	[1]
63401	v3.1 引导孤胆枪手-欢迎	[1]
63402	v3.1 引导孤胆枪手-每日奖励	[1]
63403	v3.1 引导孤胆枪手-战备主界面	[1]
63404	v3.1 引导孤胆枪手-战备简略版	[1]
63411	v3.1 引导星罗棋布欢迎	[1]
63412	v3.1 引导星罗棋布101回合1	[1]
63413	v3.1 引导星罗棋布101回合1补棋界面	[1]
63414	v3.1 引导星罗棋布102回合1补棋界面	[1]
63415	v3.1 引导星罗棋布103回合1补棋界面	[1]
63416	v3.1 引导星罗棋布104回合1	[1]
63417	v3.1 引导星罗棋布104回合6补棋界面	[1]
63418	v3.1 引导星罗棋布105回合1	[1]
63419	v3.1 引导星罗棋布107回合3补棋界面	[1]
63420	v3.1 引导星罗棋布107回合6补棋界面	[1]
63421	v3.1 引导星罗棋布109回合1	[1]
63422	v3.1 引导星罗棋布110回合1	[1]
63423	v3.1 引导星罗棋布110回合6补棋界面	[1]
63424	v3.1 引导星罗棋布101回合3补棋界面	[1]
63441	v3.1 引导莉莉丝卡池限时研发	[1]
63442	v3.1 引导莉莉丝卡池转移入口	[1]
63501	v3.2 引导情人节打牌-欢迎	[1]
63502	v3.2 引导情人节打牌-关卡1回合1	[1]
63503	v3.2 引导情人节打牌-关卡1回合2	[1]
63504	v3.2 引导情人节打牌-关卡2回合1	[1]
63511	v3.2 引导战斗评分2.0 首次入关	[1]
63512	v3.2 引导战斗评分2.0 角色界面	[1]
63521	v3.2 引导公会战7.0-介绍龙怒值	[1]
63522	v3.2 引导公会战7.0-介绍残垣断壁	[1]
63523	v3.2 引导公会战7.0-介绍领主BOSS	[1]
63524	v3.2 引导公会战7.0-介绍多周目	[1]
63531	v3.2 引导躲猫猫2.0 首次进入	[1]
63532	v3.2 引导躲猫猫2.0 引导匹配	[1]
63533	v3.2 引导躲猫猫2.0 引导技能切换	[1]
63541	v3.2 引导战双牌 首次进入	[1]
63542	v3.2 引导战双牌 关卡1	[1]
63543	v3.2 引导战双牌 关卡2	[1]
63544	v3.2 引导战双牌 关卡3	[1]
63545	v3.2 引导战双牌 关卡4	[1]
63546	v3.2 引导战双牌 关卡5	[1]
63547	v3.2 引导战双牌 关卡5第二回合	[1]
63548	v3.2 引导战双牌 关卡7	[1]
63549	v3.2 引导战双牌 关卡10详情界面	[1]
63550	v3.2 引导战双牌 通关14关后进入教学关以外的详情	[1]
63551	v3.2 引导战双牌 关卡14详情界面	[1]
63601	v3.3 引导新矿区 首次进入	[1]
63602	v3.3 引导新矿区 教学章节第一层	[1]
63603	v3.3 引导新矿区 教学章节第二层	[1]
63604	v3.3 引导新矿区 教学章节第二层  BOSS详情界面	[1]
63605	v3.3 引导新矿区 教学章节第三层	[1]
63606	v3.3 引导新矿区 正式章节1 组队界面	[1]
63607	v3.3 引导新矿区 正式章节任一塔第一层的BOSS详情	[1]
63608	v3.3 引导新矿区 正式章节1核心塔第三层	[1]
63609	v3.3 引导新矿区 正式章节3任一塔最高层的BOSS详情	[1]
63610	v3.3 引导新矿区 天赋系统	[1]
63611	v3.3 引导新矿区 天赋系统2	[1]
63620	v3.3 引导背包玩法2.0 首次入关	[1]
63621	v3.3 引导背包玩法2.0 关卡2101	[1]
63622	v3.3 引导背包玩法2.0 关卡2201	[1]
63623	v3.3 引导背包玩法2.0 关卡2202	[1]
63624	v3.3 引导背包玩法2.0 关卡2301	[1]
63700	v3.4 引导薇拉2048 2.0 首次入关	[1]
63701	v3.4 引导薇拉2048 2.0 第1关	[1]
63702	v3.4 引导薇拉2048 2.0 第3关	[1]
