Id	Type	DescriptionType	Name	Icon	Text	Duration	NeedSendCommonClick	OffsetY	IsMask	MaskTarget	UiType	ClickKey	MaskUiOffsetX	MaskUiOffsetY	MaskClickAreaType
301	1	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	前面有两个敌人，貌似不好通过，我应该使用<color=#ffda58>【培养皿】</color>释放毒气让他们失去行动能力。	3									
302	1	1	露西亚	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	这样就…结束了吗？	4									
303	1	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	小心!侦测到鲨士碧儿体内的帕弥什浓度急剧上升！	4									
304	1	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	可以选择直接胜利并结束战斗，要怎么做？	0									
305	1	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	输入第一个密码	0									
306	1	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	输入第二个密码	0									
307	1	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	输入第三个密码	0									
308	1	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	怎么打算？	0									
309	1	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	输入操作指令	0									
310	1	1	丽芙	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	选择进入关卡的进度节点	0									
3001	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	进入<color=#ff5656>【红色区域】</color>的敌人超过<color=#ff5656>【3/3】</color>个，任务失败……	0									
3002	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	阻止敌人进入<color=#ff5656>【红色区域】</color>，全区域进入超过<color=#ff5656>【3】</color>个敌人时，任务将会失败！	0									
3003	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	本区域危机已解除，下一区域敌人已出现，立刻前往！	0									
3004	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	已进入的敌人超过<color=#ff5656>【1/3】</color>个，达到3个将会失败！	0									
3005	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	已进入的敌人超过<color=#ff5656>【2/3】</color>个，达到3个将会失败！	0									
3006	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	已进入的敌人超过<color=#ff5656>【3/5】</color>个，达到5个将会失败！	0									
3007	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	已进入的敌人超过<color=#ff5656>【4/5】</color>个，达到5个将会失败！	0									
3008	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	进入能量区域获取增益效果，能提高对同色敌人的攻击伤害。	0									
3009	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	通过传送门进入不同的区域进行限时挑战，2个区域全通将召唤最终BOSS。	0									
3010	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	本区域挑战已完成，请通过传送门返回初始区域。	0									
3011	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	消灭敌人，阻止它们破坏终端机！	0									
3021	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	这里有一台废弃的激光原虫……	0									
3022	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	等等，让我研究下……	0									
3023	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	哈哈！初号机——出发！！！	0									
3024	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	咳——咳、咳！	0									
3025	2	1	里	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	有感染体出现了，正好测试一下性能	0									
764730	1	1	齿轮	Assets/Product/Texture/Image/RoleCharacter/Me1HetimingyunzhilunNormal01.png	The World！——	1									
764735	1	1	罗塞塔	Assets/Product/Texture/Image/RoleCharacter/LuosaitaNormal01.png	我将以人马形态出击！	3									
2000441	2	1	1	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	1秒	1									
2000442	2	1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	2秒	2									
2000443	2	1	3	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	3秒	3									
2000444	2	1	4	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	4秒	4									
2000445	2	1	5	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	1秒1	1.1									
2000446	2	1	6	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	2秒1	2.2									
2000447	2	1	7	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	3秒1	3.3									
2000448	2	1	8	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	4秒1	4.4									
71604401	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	受损程度在可接受范围内。	3									
71604402	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	协同作战吗……真不习惯啊。	3									
71604403	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	咳咳……我没事。	3									
71604404	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	无需担心。	3									
71604405	1	1	清理部队-简	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	快点进行下一场战斗吧！	3									
71604406	1	1	清理部队-简	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	敌人击破！	3									
71604407	1	1	清理部队-弗里	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	灰鸦啊，我很早就听说过，我也不差哦！	3									
71604408	1	1	清理部队-弗里	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	刚才的战斗，谢谢你了。	3									
71604409	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	灰鸦的指挥官，有什么指示？	-1									
71604410	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	集中攻击。（清理部队将集中攻击当前锁定的目标）	3									
71604411	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	分散攻击。（清理部队将各自选择不同目标攻击）	3									
71604412	1	1	清理部队-简	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	注意掩护灰鸦小队。	3									
71604413	1	1	清理部队-简	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	我还能继续战斗！	3									
71604414	1	1	清理部队-弗里	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	发现！锁定！瞄准！消灭！	3									
71604415	1	1	清理部队-弗里	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	这次是我不小心……	3									
71604416	1	1	清理部队-简	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	敌人已经消灭！进展顺利。	3									
71604417	1	1	清理部队-弗里	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	继续攻击！	3									
71604418	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	敌方大部队消灭，注意下一波攻击。	3									
71604419	1	1	清理部队-简	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	已经没有新的敌人了，可以放手一搏了！	3									
71604420	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	我觉得我们变得更强大了！	3									
71604421	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	继续战斗。	3									
71604422	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	又一次的胜利。	3									
71604423	1	1	清理部队-杰哈	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal02.png	随意开火。	3									
71642151	3	1	构造体	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	多谢，帮了大忙了！	2									
71642152	3	1	构造体	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	十分感谢！	2									
71642153	3	1	构造体	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	小命差点就没了，多谢！	2									
71642154	3	1	构造体	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	如此强大的实力..你究竟是什么人	2									
71642155	3	1	构造体	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	感谢增援..还以为我们死定了	2									
71642156	3	1	构造体	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	查询不到关于你的信息，但感谢你的支援	2									
71642157	3	1	构造体	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	我还以为..就要倒在这里了..	2									
71642158	3	1	构造体	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	击退猩红！荣光永存！	2									
71642159	3	1	构造体	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	我们守住了！再接再厉！	2									
71642160	3	1	构造体	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	胜利就在前方！兄弟们坚持住！	2									
8110001	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	敌人正在释放全范围轰炸，小心躲避！	0		-200.0							
8110002	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	散开！小心追踪热弹！	0		-200.0							
8110003	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	敌人发怒了，小心躲避！	0		-200.0							
8110004	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	注意远离热弹留下的灼烧区域！	0		-200.0							
8120001	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	激光射线伤害极高！！小心躲避！！	0		-200.0							
8120002	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	敌人正在释放全范围轰炸，小心躲避！	0		-200.0							
8120003	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	散开！小心追踪热弹！	0		-200.0							
8120004	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	敌人瘫痪了！上！！	0		-200.0							
8210001	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	模拟战准备开始！	0									
8210002	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	注意利用“暴君”泄露在地面的能量！	0									
8210003	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	“暴君”被泄露区强化！请拉开“暴君”	0									
8210004	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	在能量泄露区域中我方伤害会大幅提升。	0									
8210005	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	请进入护罩躲避！	0									
8210006	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	请进入护罩躲避！	0									
8210007	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	“暴君”被泄露区强化！请拉开“暴君”	0									
8210009	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	黄色的球形电浆体在平静时可以提升我方武器的破坏力。	0									
8210010	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	电浆体开始变的不稳定了，在找到新的宿体之前它会持续追踪当前的目标。	0									
8701001	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	快开始吧，迎接你们的宿命！	3									
8701002	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	送你们去废品站！	3									
8701003	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	你以为打败外面那个废铜烂铁就能挑战我了？让你们见识一下我的全部力量！	3									
8701004	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	<color=#ff5656>风暴会将你们撕碎</color>	3									
8701005	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	审 判 开 始！	3									
8701006	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	废铜烂铁！	3									
8701007	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	柔弱的小鸡！	3									
8701008	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	让我来帮你解脱！	3									
8701009	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	你的求生欲就是在浪费时间！	3									
8701010	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	你会让他承受更多的痛苦！	3									
8701011	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	让我来打爆你的狗头！末 日 降 临！	3									
8701012	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	<color=#ff5656>贴近欧西里斯</color>阻止他释放远程技能。	3									
8701013	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	<color=#ff5656>小心周围的龙卷风！</color>	3									
8701014	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	<color=#ff5656>尽快摧毁处刑之眼！</color>它快充能完成了	3									
8701015	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	<color=#ff5656>尽快破坏殉道者！</color>	3									
8701016	1	1	赛利卡	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	<color=#ff5656>快靠近修女</color>只有她身体周围才是比较安全的！	3									
8701017	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	我厌倦了陪你们过家家了。这次我会稍微认真一些！	3									
8701018	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	<color=#ff5656>沙漠龙卷风，摧毁他们！</color>	3									
8701019	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	游戏时间结束了，审判之眼降临于此！	3									
8701020	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	废铜烂铁！	3									
8701021	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	柔弱的小鸡！	3									
8701022	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	战功薄上又记了一笔。	3									
8701023	1	1	欧西里斯	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	真是残忍他本来已经解脱了。	3									
