Id	Options	TimeToEnd	Style
11150404	{1: '与设备互动', 2: '离开', 3: '在该位置定位裂缝'}		1
11150405	{1: '开始校准', 2: '离开'}		1
11150406	{1: '与设备互动', 2: '离开'}		1
11150407	{1: '重置所有日志', 2: '离开'}		1
11150601	{1: '进行模拟', 2: '离开'}		1
11150602	{1: '进行模拟', 2: '离开', 3: '强行破解'}		1
30090706	{1: '胜利并结束', 2: '继续战斗'}		1
301102001	{1: '薇拉', 2: '21号', 3: '诺克提', 4: '退出训练'}		2
301102002	{1: '确认离开', 2: '返回'}		2
301102003	{1: '开始训练', 2: '直接离开'}		2
300629501	{1: '含英·檀心', 2: '亚里莎·回音', 3: '比安卡·深痕', 4: '退出训练'}		2
300629502	{1: '确认离开', 2: '返回'}		2
300629503	{1: '开始训练', 2: '直接离开'}		2
300629621	{1: '万事·明晰梦', 2: '21号·森息', 3: '曲·启明', 4: '退出训练'}		2
300629622	{1: '确认离开', 2: '返回'}		2
300640022	{1: '基础介绍', 2: '核心技能', 3: '退出训练'}		2
300640023	{1: '确认离开', 2: '返回'}		2
300629623	{1: '开始训练', 2: '直接离开'}		2
1014010101	{1: '脱离虚拟训练', 2: '多训练一会'}		1
1501060701	{1: '旧神的血液如 水 般流入大海', 2: '反叛的 命运 旁升起红色的月亮', 3: '呐喊吧， 压迫 者已沉入地狱', 4: '从祭祀 口 中吟诵出新的篇章'}		1
131301201	{1: '构造体队长', 2: '女性构造体', 3: '构造体士兵', 4: '返回继续调查'}		1
1502012201	{1: '从左边过河（涉及战斗）', 2: '从右边过河（不涉及战斗）'}		1
101801151	{1: '重新挑战', 2: '放弃挑战'}		1
101801152	{1: '放弃挑战', 2: '放弃挑战'}		1
101801153	{1: '继续', 2: '取消'}		1
101801154	{1: '就这样结束吧（关卡胜利）', 2: '取消'}		1
101801155	{1: '一定可以', 2: '放弃吧'}		1
101801156	{1: '对不起……（关卡胜利）', 2: '不能放弃'}		1
101801157	{1: '一定可以', 2: '无能为力……'}		1
101801101	{1: '传送到终点区域', 2: '不需要'}		1
301311220	{1: '是（建议，需在系统设置中打开声音）', 2: '否'}		1
1502021400	{1: '直接破坏（触发战斗）', 2: '尝试激活'}		1
1502021500	{1: '正面突破（触发战斗）', 2: '隐蔽行动（调查四周）'}		1
301305051	{1: '红色按键', 2: '蓝色按键', 3: '黄色按键'}		1
301305052	{1: '红色按键', 2: '蓝色按键', 3: '黄色按键', 4: '自动输入（蓝红黄）'}		1
301305053	{1: '烟花', 2: '巧克力'}		1
301305054	{1: '继续制作', 2: '休息一下'}		1
1019011101	{1: '直接操作', 2: '查看操作守则', 4: '退出操作'}		1
1502031101	{1: '退后', 2: '自毁吧'}		1
969918041	{1: '对话', 2: '购买', 3: '挑战', 4: '赠送礼物', 5: '我要很多很多螺母', 6: '对话', 7: '购买', 8: '挑战', 9: '赠送礼物', 10: '我要很多很多螺母'}		2
969918042	{1: '揍他一顿'}		2
102001091	{1: '电击防御塔（电击伤害）', 2: '引力防御塔（浮空敌方）', 3: '精神控制塔（控制敌方）'}		2
1020010300	{1: '跳过关卡', 2: '不跳过关卡'}		1
301302141	{1: '去一层（故障）', 2: '去三层A门', 3: '去三层B门'}		2
301302142	{1: '去二层（故障）', 2: '去三层A门（故障）', 3: '去三层B门（故障）'}		2
301302143	{1: '去一层（故障）', 2: '去二层'}		2
1026010401	{1: '调查'}		3
1026010402	{1: '查看'}		3
1026010403	{1: '拾取'}		3
1026010404	{1: '向左转', 2: '向右转'}		3
1026010405	{1: '操作'}		3
1026010406	{1: '开始排水'}		3
1026010407	{1: '开始操作'}		3
1026010408	{1: '使用'}		3
1026010409	{1: '镶嵌'}		3
999198012	{1: '选项1', 2: '选项2'}		1
999198013	{1: '选项1', 2: '选项2', 3: '选项3'}		1
999198014	{1: '选项1', 2: '选项2', 3: '选项3', 4: '选项4'}		1
999198022	{1: '选项1', 2: '选项2'}		2
999198023	{1: '选项1', 2: '选项2', 3: '选项3'}		2
999198024	{1: '选项1', 2: '选项2', 3: '选项3', 4: '选项4'}		2
999198030	{1: '跳过动画'}		2
999198031	{2: '跳过动画'}		2
999198032	{3: '停止旋转'}		2
999198033	{4: '停止旋转'}		2
999198034	{1: '上旋转', 2: '下旋转', 3: '左旋转', 4: '右旋转', 5: '退出'}		2
1502040301	{1: '同意申请'}		2
1502040501	{1: '22：30（ 晚间休息）', 2: '15：50（ 集体游戏）'}		2
1502040502	{1: '22：30（ 晚间休息）'}		2
1502040503	{2: '15：50（ 集体游戏）'}		2
1502040504	{1: '从开头开始', 2: '从中间开始'}		1
1502040601	{1: '载入数据', 2: '先稍等一会'}		2
1502040602	{1: '载入编号312数据', 2: '先稍等一会'}		2
1502040603	{1: '载入编号237数据', 2: '先稍等一会'}		2
1502040604	{1: '放置‘帆船模型’', 2: '放置‘留声机’', 3: '放置‘瓷器花瓶’'}		2
1502040605	{1: '放置‘帆船模型’', 2: '放置‘留声机’'}		2
1502040606	{1: '放置‘帆船模型’', 3: '放置‘瓷器花瓶’'}		2
1502040607	{2: '放置‘留声机’', 3: '放置‘瓷器花瓶’'}		2
1502040608	{1: '放置‘帆船模型’'}		2
1502040609	{2: '放置‘留声机’'}		2
1502040610	{3: '放置‘瓷器花瓶’'}		2
1502041101	{1: '唤醒'}		2
2100020501	{1: '我不会屈服于你。', 2: '不要再用她的样子说这种话。'}		2
2100020502	{1: '我不会相信你！', 2: '别想控制我！'}		2
1021011900	{1: '与音乐机器人互动', 2: '与留声机互动', 3: '离开'}		2
1021011800	{1: '进入新世界线', 2: '重返旧世界线'}		1
1021021800	{1: '出发吧。', 2: '再等一下。'}		2
1022021400	{1: '分路', 2: '埋伏'}		2
1022021401	{1: '重新推演'}		2
1022021402	{1: '分路', 2: '埋伏'}		2
1022021403	{1: '埋伏', 2: '重新推演'}		2
1022021404	{1: '分路', 2: '埋伏'}		2
140291101	{1: '管理员日志', 2: '退出'}		2
140291102	{1: '返回', 2: '管理员09', 3: '管理员11', 4: '管理员26', 5: '退出'}		2
140291103	{1: '返回', 2: '12-15.log', 3: '12-21.log', 4: '12-23.log', 5: '退出'}		2
140291104	{1: '返回', 2: '12-16.log', 3: '12-17.log', 4: '12-19.log', 5: '退出'}		2
140291105	{1: '返回', 2: '12-18.log', 3: '12-20.log', 4: '12-22.log', 5: '退出'}		2
1022011400	{1: '迷雾森林遭遇战', 2: '荒野平原阵地战'}		2
1022011401	{1: '勇气', 2: '坚守'}		2
1022031400	{1: '载入', 2: '再想想'}		2
1022031401	{1: '开始吧', 2: '再收集一下信息'}		2
1022010951	{1: '【伶歌表演】', 2: '【伞舞表演】', 3: '【琴奏表演】', 4: '【扫描访客】', 5: '【退出服务】'}		2
1022010952	{1: '马上就好！', 2: '好啊好啊。'}		1
1022010953	{1: '不跳过关卡', 2: '跳过关卡'}		1
1022010601	{1: '前往展厅的最深处。', 2: '继续参观展厅。'}		2
1022010602	{1: '机械角鲸·德雷克', 2: '摩西级破冰船——‘纳瓦尔’号', 3: '播放录音资料'}		2
1022011101	{1: '读取通讯记录', 2: '搜索战术口袋A', 3: '搜索战术口袋B', 4: '返回'}		2
1022011102	{1: '与斯布纳一起进攻', 2: '指挥斯布纳进行骇入'}		1
1022020500	{1: '前往森林展厅', 2: '先等等'}		2
1022020501	{1: '前往森林展厅', 2: '不去了'}		2
1022020502	{1: '前往■■■■展厅', 2: '先等等'}		2
1022020503	{1: '前往机械教会展厅', 2: '不去了'}		2
1022020504	{1: '前往剧场展厅', 2: '先等等'}		2
1022020505	{1: '前往剧场展厅', 2: '不去了'}		2
1022020506	{1: '前往月球展厅', 2: '先等等'}		2
1022020507	{1: '前往月球展厅', 2: '前往剧场展厅', 3: '先等等'}		2
1023011201	{1: '返回', 2: '门禁紧急控制', 3: '玻璃感光控制', 4: '退出'}		2
1023011202	{1: '返回', 2: '门禁紧急控制（锁定）', 3: '玻璃感光控制', 4: '退出'}		2
1023011203	{1: '返回', 2: '锁定门禁', 3: '解锁门禁', 4: '退出'}		2
1023011204	{1: '返回', 2: '切换透光材料No.01', 3: '切换透光材料No.02', 4: '退出'}		2
1023011205	{1: '新闻留档', 2: '意识海分组测试', 3: '实验报告45551', 4: '实验报告49012', 5: '工作日志575446', 6: '工作日志575459', 7: '工作日志575518', 8: '退出'}		2
1023011206	{1: '新闻留档（锁定）', 2: '意识海分组测试（锁定）', 3: '实验报告45551（锁定）', 4: '实验报告49012（锁定）', 5: '工作日志575446（锁定）', 6: '工作日志575459（锁定）', 7: '工作日志575518（锁定）', 8: '退出'}		2
2100023100	{1: '开始游玩', 2: '读取存档', 3: '退出游戏'}		2
2100023101	{1: '作为Boss开始游玩', 2: '开始游玩', 3: '读取存档', 4: '退出游戏'}		2
2100023102	{1: '退出游戏', 2: '取消'}		2
2100023103	{1: '经典像素', 2: '极致高清'}		2
2100023104	{1: '从中间开始游玩', 2: '从BOSS房前开始游玩', 3: '返回主菜单'}		2
301304141	{1: '比安卡！！'}		2
301304142	{1: '我带了应急急救包，先处理一下！'}		2
301304143	{1: '还来得及，先尝试解除她身上的危险吧。'}		2
301311541	{1: '留在一层', 2: '前往二层'}		2
1023010701	{1: '侦查', 2: '行动'}		2
1023011301	{1: '操作升降桥（需要IC卡）', 2: '开启存储室大门'}		2
300317000	{1: '快速通关', 2: '先等等'}		2
300317001	{1: '选左边', 2: '选右边', 3: '先等等'}		2
300317002	{1: '……'}		2
300317003	{1: '咳。'}		2
300317004	{1: '……没有。'}		2
300317005	{1: '终于意识到了吗？'}		2
300317006	{1: '毕竟我们配合的也很默契。'}		2
300317007	{1: '又是难得的节日。'}		2
300317008	{1: '只是游乐设施而已。'}		2
300317009	{1: '谢谢你，露西亚。'}		2
300317010	{1: '我们一直都很默契。'}		2
300317011	{1: '礼堂？'}		2
300317012	{1: '丽芙看起来很向往。'}		2
300317013	{1: '比安卡喜欢这里吗？'}		2
300317014	{1: '确实。'}		2
300317015	{1: '能这样和比安卡一起散步也很开心。'}		2
300317016	{1: '舞台就在前面了。'}		2
300317017	{1: '确实是难忘的体验。'}		2
300317018	{1: '即使再来一次也需要走完这条路吧。'}		2
300317019	{1: '很新颖的想法。'}		2
300317020	{1: '当然算。'}		2
300317021	{1: '确实很可爱。'}		2
300317022	{1: '并没有那个意思。'}		2
300317023	{1: '我们也很默契嘛。'}		2
300317024	{1: '是指我们的目的相同吗？'}		2
300317025	{1: '按照迷宫说明，应该是前面那个舞台。'}		2
300317026	{1: '很久之前？'}		2
300317027	{1: '只是娱乐而已。'}		2
300317028	{1: '你不喜欢这种活动吗？'}		2
300317029	{1: '大概这就是默契吧。'}		2
300317030	{1: '好像确实能闻到不一样的气味。'}		2
300317031	{1: '苏菲亚？'}		2
300317032	{1: '在这里玩的开心就好。'}		2
300317033	{1: '我也学习到了很多。'}		2
300317034	{1: '如果以此作为基础……'}		2
300317035	{1: '……训练整体战术配合……'}		2
300317036	{1: '乐意至极。'}		2
300317037	{1: '薇拉配合的也很好。'}		2
300317038	{1: '这样主题的活动，大概是没有吧。'}		2
300317039	{1: '这大概就是黄金时代的‘作战’了吧。'}		2
300317040	{1: '露娜在想什么？'}		2
300317041	{1: '开心的事情吗？'}		2
300317042	{1: '那要问问自己的‘心’。'}		2
300317043	{1: '并没有。'}		2
300317044	{1: '一个很大的舞台。'}		2
300317045	{1: '又想到什么了？'}		2
300317046	{1: '但也很有趣。'}		2
300317047	{1: '那种节日也许叫做‘美食节’。'}		2
300317048	{1: '毕竟曾经一起训练过。'}		2
300317049	{1: '应该不可以……喂！'}		2
300317050	{1: '也许只是负负得正？'}		2
300317051	{1: '那边也有这样的娱乐设施吗？'}		2
300317052	{1: '我们配合的很默契。'}		2
300317053	{1: '前面就是舞台了。'}		2
300317054	{1: '只是给通过迷宫的人们'}		2
300317055	{1: '一个相互倾诉的场所。'}		2
300317056	{1: '这地方并不属于我。'}		2
300317057	{1: '看起来你很喜欢这里。'}		2
300317058	{1: '……这样也能睡着？'}		2
300317059	{1: '喂，别睡着啊。'}		2
300317060	{1: '你在唱什么？'}		2
300317061	{1: '没关系，我也很感兴趣。'}		2
300317062	{1: '刚刚还遇到假的指挥官了吗？'}		2
300317063	{1: '是个好习惯。'}		2
300317064	{1: '怎么了？'}		2
300317065	{1: '不喜欢吗？'}		2
300317066	{1: '作为偶尔的娱乐，还好。'}		2
300317067	{1: '……也不是这样啦。'}		2
300317068	{1: '接下来好像是……一个舞台？'}		2
300317069	{1: '不客气。'}		2
300317070	{1: '我也一样。'}		2
300317071	{1: '当然可以。'}		2
300317072	{1: '只是想一起探索那个迷宫而已。'}		2
300317073	{1: '无法确定？'}		2
300317074	{1: '刚刚和诺安配合得不错。'}		2
300317075	{1: '默契是因为你也在注意我。'}		2
300317076	{1: '那么，这就不算是‘恰巧’了。'}		2
300317077	{1: '好了，既然已经通过了迷宫……'}		2
300317078	{1: '我们该继续向前了。'}		2
300317079	{1: '邦比娜塔？'}		2
300317080	{1: '呃……向前走？'}		2
300317081	{1: '邦比娜塔觉得这座迷宫怎么样？'}		2
300317082	{1: '这本来就是两个人才能走出来的地方。'}		2
300317083	{1: '我也很开心。'}		2
300317084	{1: '可以啊。'}		2
1502050701	{1: '前往桥面', 2: '跳上桥顶'}		1
1502051201	{1: '苏醒'}		2
2100025201	{1: '替换感光元件', 2: '替换探测元件'}		2
2100025202	{1: '快捷爆射（随机单体高爆发攻击）', 2: '质量牵引（范围内吸收全部敌方单位）'}		2
710349	{1: '加载资源'}		2
71035000	{1: '退出', 2: '系统设置', 3: '快捷BUFF', 4: '切换BGM'}		2
71035001	{1: '返回', 2: '菜单开启相关', 3: '图标大小设置'}		2
71035002	{1: '返回', 2: '增大', 3: '减小', 4: '恢复'}		2
71035003	{1: '返回', 2: '初始Buff说明', 3: 'Buff修改'}		2
71035004	{1: '返回', 2: '1号Buff修改', 3: '2号Buff修改', 4: '3号Buff修改', 5: '4号Buff修改', 6: '5号Buff修改', 7: '6号Buff修改', 8: '7号Buff修改', 9: '8号Buff修改', 10: '恢复初始Buff'}		2
71035005	{1: '返回', 2: '当前BuffID', 3: '角色生效', 4: '友军生效', 5: '敌军生效'}		2
71035006	{1: '返回', 2: '自动隐藏界面', 3: '自动暂停时间', 4: '自动时停怪物'}		2
1024010401	{1: '曲目1', 2: '曲目2'}		2
1024010402	{1: '曲目1', 3: '曲目3'}		2
1024010403	{2: '曲目2', 3: '曲目3'}		2
10240105	{1: '调查'}		2
1024010501	{1: '交谈'}		2
1502060801	{1: '丢个炸弹总是没错的。', 2: '先让这些异合生物远离麦子吧。', 3: '嗯……多观察多观察。'}		2
1502060802	{1: '观察麦子'}		2
1502060803	{1: '【哔—】忍不了，一拳把它打爆！', 2: '还有更重要的事，随它去吧。'}		2
1502061101	{1: '总之丢个炸弹', 2: '尝试交谈', 3: '欺骗他们', 4: '威胁'}		2
1502061102	{1: '丢个炸弹', 2: '劝说', 3: '欺骗', 4: '威胁'}		2
301102851	{1: '保护营区居民', 2: '驱逐车辆敌人'}		1
301102861	{1: '薇拉&21号', 2: '诺克提'}		1
1502061001	{1: '让诺克提自己调查（跳过探索）', 2: '远程协同诺克提调查（完整内容）'}		1
1502061002	{1: '诺克提，不要吓到他们。', 2: '诺克提，可以再不客气一点。'}		2
1502061003	{1: '昨天晚上发生的事，和警长是？'}		2
1502061004	{1: '好言好语', 2: '威胁'}		2
1502061005	{1: '查看【镇民对话记录】', 2: '查看【旅馆老板的情报】', 3: '查看【通讯记录WH-0409】', 4: '查看【值班表中提取的信息】', 5: '进行推理！'}		2
1502061006	{1: '再思考一下！', 2: '去商业街逮捕德蒙！', 3: '去镇长家后院逮捕德蒙！'}		2
1502061601	{1: '是', 2: '否'}		1
1025010600	{1: '中午', 2: '傍晚', 3: '深夜', 4: '返回'}		2
1025010601	{1: '给你吧', 2: '不给你', 3: '我再想想'}		2
1025010602	{1: '要去帮帮他吗？', 2: '暂时没事。'}		2
1025010603	{1: '前往雪原', 2: '暂时不去'}		2
1025010604	{1: '输入密码', 2: '返回'}		2
1025010605	{1: '我来清理吧。', 2: '我不是有意的。'}		2
1025010606	{1: '前往雪原'}		2
1025010607	{1: '前往二层'}		2
1025010608	{1: '离开关卡', 2: '继续探索'}		2
1025010609	{1: '快速移动到二层', 2: '打开地图'}		2
1025010610	{1: '快速移动到雪原', 2: '打开地图'}		2
1025010611	{1: '快速移动到二层', 2: '快速移动到雪原', 3: '打开地图'}		2
1025010612	{1: '中午'}		2
1025020600	{1: '离开关卡'}		2
1025020601	{1: '确认离开', 2: '返回'}		2
1025020602	{1: '爬进管道', 2: '返回'}		2
1025030600	{1: '返回实验室'}		2
1025030601	{1: '可以。', 2: '暂时没空。'}		2
1025011100	{1: '仍然前往', 2: '返回'}		2
301303131	{1: '（点头）确实风险不小', 2: '（摇头）无所谓，我会出手。'}		2
301303132	{1: '[呼喊]（转移注意力。）', 2: '[挑衅]（看这边看这边。）'}		2
301303133	{1: '[蹦跳]（不要转身不要转身。）', 2: '[挑衅]（不要东张西望呀。）'}		2
301303134	{1: '[挥手]（都是错觉都是错觉。）', 2: '[挑衅]（都是你听错了而已。）'}		2
301303135	{1: '[道别]（快要成功了。）', 2: '[挑衅]（还差一点还差一点。）'}		2
301303136	{1: '起飞吧，骰子。', 2: '翻滚吧，骰子。', 3: '直达宇宙的尽头吧，骰子。'}		2
102501011	{1: '我该怎么到那里', 2: '我们走吧'}		2
102501012	{1: '再说一遍', 2: '我们走吧'}		2
301303137	{1: '维持当前难度', 2: '降低潜行难度'}		1
301303138	{1: '（转身直接应战）'}		2
74892501	{1: '查看', 2: '拿取'}		3
74892502	{1: '进入水中'}		3
74892503	{1: '回到岸上'}		3
10260102	{1: '调查'}		3
30130621	{1: '那就一起吧', 2: '听上去好麻烦……'}		2
30130622	{1: '那就一起吧'}		2
30130623	{1: '库红红', 2: '库黄黄', 3: '库蓝蓝', 4: '库白白'}		2
30130624	{1: '都换了这么可爱的新涂装'}		2
30130625	{1: '就让我帮卡列尼娜拍吧'}		2
30130626	{1: '开关地板光', 2: '开关日光灯', 3: '开关星星灯', 4: '开关环境雾', 5: '切换中距离视角', 6: '切换近距离视角', 7: '切换自由视角', 8: '开拍！'}		2
30130627	{1: '鼓励卡列进行尝试', 2: '没关系，就这样吧'}		2
30130628	{1: '玩得开心吗？'}		2
74892504	{1: '接触'}		3
74892505	{1: '观察'}		3
96991901	{1: '（起身）没事，我休息好了'}		3
96991902	{1: '现在情况怎么样了？'}		3
96991903	{1: '这里是什么地方？'}		3
96991904	{1: '你是谁？我为什么在这？'}		3
96991905	{1: '走吧，还得赶紧去撤离点汇合'}		3
96991906	{1: '我还得去帮我的队友，你们先撤离吧'}		3
96991907	{1: '一定会有办法救下有人的'}		3
96991908	{1: '你不过是我为了逃避的幻想罢了'}		3
96991909	{1: '你们…对不起…', 2: '我已经尽力了…'}		3
30110291	{1: '[说服]我和薇拉去解决吧。', 2: '[威胁]让诺克提取解决吧。', 3: '[智取]我和21号去解决吧。'}		3
30110292	{1: '（说出名字）', 2: '（保持沉默）'}		3
150209180	{1: '出发'}		1
1031012801	{1: '跳过追击流程', 2: '进入追击流程'}		1
103102161	{1: '……我没事，现在是几号？'}		2
103102162	{1: '……这一天，重新开始了……'}		2
103102163	{1: '露西亚的刀为什么在我这里……？'}		2
103102164	{1: '露西亚呢？'}		2
103101021	{1: '留口气。'}		2
103101022	{1: '我还好。', 2: '嗯，你呢？需要深度链接吗？'}		2
103101023	{1: '刚刚那个很像惑砂的孩子去哪了？'}		2
103101024	{1: '发生什么了？'}		2
103101025	{1: '孤儿院的管理员会让你们出去吗？'}		2
103101026	{1: '等等，露西亚。'}		2
103101027	{1: '嗯，就算有血缘关系，不同的人也会走上不同的道路。', 2: '不用这么紧张，对她温和一点，好吗？'}		2
103101028	{1: '小玫好聪明，这么小就知道意识数据了。'}		2
103101029	{1: '冯·内古特？'}		2
103101030	{1: '其实他也悄悄告诉我了。'}		2
103101031	{1: '这里还有其他人吗？'}		2
30110301	{1: '手枪', 2: '双枪', 3: '太刀', 4: '弓箭', 5: '结束训练'}		2
103601201	{1: '重启剧情', 2: '继续探索'}		1
103601202	{1: '前往矿坑深处', 2: '回到矿洞上层'}		1
103601203	{1: '继续探索', 2: '结束关卡'}		1
