Id	SourceGroupId	Type	Priority	Title	Desc	Icon	PreTaskId	ActivateCondition	Condition	Result	DropId	RewardId	SkipId	StartTime	EndTime	Suffix	ShowAfterTaskId	AchvType	GroupId	ShowAfterGroup	GroupTheme	ShowType	ShowCondition
990037		10001	6300	露西亚好感剧情_解锁指挥官宿舍	推进引航任务「逸时邀约」至对应节点	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990037]	1		7000129											
990038		10001	6200	露西亚好感剧情_获得照片1	获得记录一刻1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990038]	1		7000130											
990039		10001	6100	露西亚好感剧情_获得照片2	获得记录一刻2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990039]	1		7000131											
990040		10001	6000	露西亚好感剧情_获得照片3	获得记录一刻3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990040]	1		7000132											
990041		10001	5900	露西亚好感剧情_获得照片4	获得记录一刻4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990041]	1		7000133											
990042		10001	5800	露西亚好感剧情_获得照片5	获得记录一刻5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990042]	1		7000134											
990043		10001	5700	露西亚好感剧情_获得装饰1	获得装饰时间1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990043]	1		7000135											
990044		10001	5600	露西亚好感剧情_获得装饰2	获得装饰时间2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990044]	1		7000136											
990045		10001	5500	露西亚好感剧情_获得臂章	获得指挥官臂章	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990045]	1		7000137											
990046		10001	5400	露西亚好感剧情_完成全部剧情	完成心语任务「行至时间彼岸」	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990046]	1		7000138											
990047		10001	5300	商业街_完成商业街支线A	完成风闻任务「轻扣心门」	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990047]	1		7000147											
990048		10001	5200	商业街_完成商业街支线B	完成风闻任务「智械狂欢」	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990048]	1		7000148											
990049		10001	5100	商业街_完成空中花园全部任务	完成商业区行动指南全部任务	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990049]	7		7000156											
990050		10001	10000	解锁无人机	推进漫纪任务「星海漂流的祝愿」至对应节点	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990050]	1		7000171											
990051		10001	9900	无人机1-1	通关空域迷航AR001-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990051]	1		7000172											
990052		10001	9800	无人机1-2	通关空域迷航AR001-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990052]	1		7000173											
990053		10001	9700	无人机1-3	通关空域迷航AR001-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990053]	1		7000174											
990054		10001	9600	无人机1-4	通关空域迷航AR001-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990054]	1		7000175											
990055		10001	9500	无人机2-1	通关空域迷航AR002-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990055]	1		7000176											
990056		10001	9400	无人机2-2	通关空域迷航AR002-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990056]	1		7000177											
990057		10001	9300	无人机2-3	通关空域迷航AR002-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990057]	1		7000178											
990058		10001	9200	无人机2-4	通关空域迷航AR002-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990058]	1		7000179											
990059		10001	9100	无人机3-1	通关空域迷航AR003-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990059]	1		7000180											
990060		10001	9000	无人机3-2	通关空域迷航AR003-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990060]	1		7000181											
990061		10001	8900	无人机3-3	通关空域迷航AR003-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990061]	1		7000182											
990062		10001	8800	无人机4-1	通关空域迷航AR004-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990062]	1		7000183											
990063		10001	8700	无人机4-2	通关空域迷航AR004-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990063]	1		7000184											
990064		10001	8600	无人机4-3	通关空域迷航AR004-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990064]	1		7000185											
990065		10001	8500	三星完成全部无人机关卡	以3星通关空域迷航全部关卡	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990065]	14		7000186											
990066		10001	8400	完成1个结局	完成邀约任务的1个结局	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990066]	1		7000187											
990067		10001	8300	完成2个结局	完成邀约任务的2个结局	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990067]	2		7000188											
990068		10001	8200	完成3个结局	完成邀约任务的3个结局	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990068]	3		7000189											
990069		10001	8100	完成4个结局	完成邀约任务的4个结局	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990069]	4		7000190											
990070		10001	8000	解锁1.5历程系统	完成引航任务「向着未启之美」	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990070]	1		7000191											
990071		10001	7900	完成拍照剧情1	完成漫纪任务「初生意志的迷惘」1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990071]	1		7000192											
990072		10001	7800	完成拍照剧情2	完成漫纪任务「初生意志的迷惘」2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990072]	1		7000193											
990073		10001	7700	完成拍照剧情3	完成漫纪任务「初生意志的迷惘」3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990073]	1		7000194											
990074		10001	7600	宝箱4个	开启4个补给箱	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990074]	4		7000195											
990075		10001	7500	宝箱8个	开启8个补给箱	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990075]	8		7000196											
990076		10001	7400	全部宝箱	开启全部补给箱	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990076]	10		7000197											
990077		10001	7300	触发角色1全部行为	完成与露西亚的任意邂逅	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990077]	1		7000198											
990078		10001	7200	触发角色2全部行为	完成与布偶熊的任意邂逅	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990078]	1		7000199											
990079		10001	7100	触发角色3全部行为	完成与薇拉的任意邂逅	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990079]	1		7000200											
990080		10001	7000	触发角色4全部行为	完成与比安卡的任意邂逅	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990080]	1		7000201											
990081		10001	6900	触发角色5全部行为	完成与罗塞塔的任意邂逅	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990081]	1		7000202											
990082		10001	6800	触发角色6全部行为	完成与万事的任意邂逅	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990082]	1		7000203											
990083		10001	6700	触发角色7全部行为	完成与里的任意邂逅	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990083]	1		7000204											
990084		10001	6600	触发角色8全部行为	完成与阿西莫夫的任意邂逅	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png			[990084]	1		7000205											
