Id	Name	Des	Icon
760091	虚弱	额外伤害加成、移动速度、攻击频率和额外伤害减免降低20%	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo2.png
760092	虚弱	额外伤害加成、移动速度、攻击频率和额外伤害减免降低35%	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo2.png
760093	虚弱	额外伤害加成、移动速度、攻击频率和额外伤害减免降低50%	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo2.png
760101	畏红	对来自红色信号球的技能伤害，额外伤害减免降低30%	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong2.png
760102	畏红	对来自红色信号球的技能伤害，额外伤害减免降低45%	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong2.png
760103	畏红	对来自红色信号球的技能伤害，额外伤害减免降低60%	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong2.png
760111	畏黄	对来自黄色信号球的技能伤害，额外伤害减免降低30%	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang2.png
760112	畏黄	对来自黄色信号球的技能伤害，额外伤害减免降低45%	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang2.png
760113	畏黄	对来自黄色信号球的技能伤害，额外伤害减免降低60%	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang2.png
760121	畏蓝	对来自蓝色信号球的技能伤害，额外伤害减免降低30%	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan2.png
760122	畏蓝	对来自蓝色信号球的技能伤害，额外伤害减免降低45%	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan2.png
760123	畏蓝	对来自蓝色信号球的技能伤害，额外伤害减免降低60%	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan2.png
760131	强攻	额外伤害加成提升30%	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong2.png
760132	强攻	额外伤害加成提升45%	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong2.png
760133	强攻	额外伤害加成提升60%	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong2.png
760141	抗火	火属性抗性增加30%	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png
760142	抗火	火属性抗性增加45%	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png
760143	抗火	火属性抗性增加60%	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png
760151	抗雷	雷属性抗性增加30%	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png
760152	抗雷	雷属性抗性增加45%	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png
760153	抗雷	雷属性抗性增加60%	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png
760161	抗冰	冰属性抗性增加30%	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png
760162	抗冰	冰属性抗性增加45%	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png
760163	抗冰	冰属性抗性增加60%	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png
760171	抗暗	暗属性抗性增加30%	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png
760172	抗暗	暗属性抗性增加45%	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png
760173	抗暗	暗属性抗性增加60%	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png
760181	抗物理	物理抗性增加30%	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png
760182	抗物理	物理抗性增加45%	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png
760183	抗物理	物理抗性增加60%	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png
760191	抗元素	元素属性抗性增加30%	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png
760192	抗元素	元素属性抗性增加45%	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png
760193	抗元素	元素属性抗性增加60%	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png
760201	免伤	额外伤害减免提升30%	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png
760202	免伤	额外伤害减免提升45%	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png
760203	免伤	额外伤害减免提升60%	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png
760211	迅捷	增加15%~30%移动速度，与目标距离越远，移动速度越快	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png
760212	迅捷	增加20%-35%移动速度，与目标距离越远，移动速度越快	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png
760213	迅捷	增加25%-40%移动速度，与目标距离越远，移动速度越快	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png
760221	不动	免疫受击状态、控制效果	Assets/Product/Texture/Image/IconAffix/AffixIconBudong2.png
760231	复苏	每秒恢复0.05%最大生命值	Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png
760232	复苏	每秒恢复0.1%最大生命值	Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png
760233	复苏	每秒恢复0.15%最大生命值	Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png
760241	护盾	每隔8秒获得当前生命值15%的护盾，持续3秒	Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png
760242	护盾	每隔8秒获得当前生命值25%的护盾，持续3秒	Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png
760243	护盾	每隔8秒获得当前生命值35%的护盾，持续3秒	Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png
760251	暴走	增加33%攻击频率，造成伤害时，有20%几率额外造成33%的物理伤害	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png
760252	暴走	增加66%攻击频率，造成伤害时，有30%几率额外造成33%的物理伤害	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png
760253	暴走	增加100%攻击频率，造成伤害时，有40%几率额外造成33%的物理伤害	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png
760261	炸弹	死亡后留下能造成35%的物理伤害的炸弹	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png
760262	炸弹	死亡后留下能造成45%的物理伤害的炸弹	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png
760263	炸弹	死亡后留下能造成60%的物理伤害的炸弹	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png
760271	刚体	受到的伤害变为1点，受到6次伤害时移除效果，8秒后效果恢复	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png
760272	刚体	受到的伤害变为1点，受到9次伤害时移除效果，8秒后效果恢复	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png
760273	刚体	受到的伤害变为1点，受到12次伤害时移除效果，8秒后效果恢复	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png
760281	壁垒	获得当前生命值15%的永久护盾。护盾存在时免疫受击状态，承受足够伤害时移除护盾，15秒后护盾会重新生效	Assets/Product/Texture/Image/IconAffix/AffixIconBilei2.png
760282	壁垒	获得当前生命值25%的永久护盾。护盾存在时免疫受击状态，承受足够伤害时移除护盾，15秒后护盾会重新生效	Assets/Product/Texture/Image/IconAffix/AffixIconBilei2.png
760283	壁垒	获得当前生命值35%的永久护盾。护盾存在时免疫受击状态，承受足够伤害时移除护盾，15秒后护盾会重新生效	Assets/Product/Texture/Image/IconAffix/AffixIconBilei2.png
760291	辐射	持续对附近敌人造成6%的物理伤害	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png
760292	辐射	持续对附近敌人造成8%的物理伤害	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png
760293	辐射	持续对附近敌人造成10%的物理伤害	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png
761275	辐射	持续对附近敌人造成1.25%的物理伤害	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png
760301	闭环	对来自远程敌人的伤害，额外伤害减免提升30%	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png
760302	闭环	对来自远程敌人的伤害，额外伤害减免提升45%	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png
760303	闭环	对来自远程敌人的伤害，额外伤害减免提升60%	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png
760311	祝福	附近友方单位的额外伤害加成提升10%	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu2.png
760312	祝福	附近友方单位的额外伤害加成提升20%	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu2.png
760313	祝福	附近友方单位的额外伤害加成提升30%	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu2.png
760321	独狼	额外伤害加成提升3%，可叠加10层，附近友方单位越少，叠加层数越高	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png
760322	独狼	额外伤害加成提升4.5%，可叠加10层，附近友方单位越少，叠加层数越高	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png
760323	独狼	额外伤害加成提升6%，可叠加10层，附近友方单位越少，叠加层数越高	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png
760331	统领	额外伤害加成提升3%，可叠加10层，附近友方单位越多，叠加层数越高	Assets/Product/Texture/Image/IconAffix/AffixIconTongling2.png
760332	统领	额外伤害加成提升4.5%，可叠加10层，附近友方单位越多，叠加层数越高	Assets/Product/Texture/Image/IconAffix/AffixIconTongling2.png
760333	统领	额外伤害加成提升6%，可叠加10层，附近友方单位越多，叠加层数越高	Assets/Product/Texture/Image/IconAffix/AffixIconTongling2.png
760341	贯穿	造成伤害时，目标的额外伤害减免降低3%，可叠加10层，每层效果持续10秒	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan2.png
760342	贯穿	造成伤害时，目标的额外伤害减免降低4%，可叠加10层，每层效果持续10秒	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan2.png
760343	贯穿	造成伤害时，目标的额外伤害减免降低5%，可叠加10层，每层效果持续10秒	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan2.png
760351	电盾	受击时，有15%-25%的几率在攻击者的位置释放雷电，造成20%的雷属性伤害，冷却时间3秒，与目标距离越远，概率越高	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png
760352	电盾	受击时，有15%-25%的几率在攻击者的位置释放雷电，造成25%的雷属性伤害，冷却时间2.5秒，与目标距离越远，概率越高	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png
760353	电盾	受击时，有15%-25%的几率在攻击者的位置释放雷电，造成30%的雷属性伤害，冷却时间2秒，与目标距离越远，概率越高	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png
760361	波动	倒地起身时产生击退附近敌人的冲击波	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png
760371	埋雷	攻击时在目标身上留下能造成15%的物理伤害的炸弹	Assets/Product/Texture/Image/IconAffix/AffixIconMailei2.png
760372	埋雷	攻击时在目标身上留下能造成20%的物理伤害的炸弹	Assets/Product/Texture/Image/IconAffix/AffixIconMailei2.png
760373	埋雷	攻击时在目标身上留下能造成25%的物理伤害的炸弹	Assets/Product/Texture/Image/IconAffix/AffixIconMailei2.png
760381	隐身	非隐身状态时，5秒后进入隐身状态，受到伤害时会显形，并在3秒内无法进入隐身状态	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png
760382	隐身	非隐身状态时，3秒后进入隐身状态，受到伤害时会显形，并在3秒内无法进入隐身状态	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png
760383	隐身	非隐身状态时，1秒进入隐身状态，受到伤害时会显形，并在3秒内无法进入隐身状态	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png
760391	闪现	与目标距离较远时，会传送到目标附近，冷却时间8-10秒，传送距离越远，冷却时间越短	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760392	闪现	与目标距离较远时，会传送到目标附近，冷却时间7-9秒，传送距离越远，冷却时间越短	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760393	闪现	与目标距离较远时，会传送到目标附近，冷却时间6-8秒，传送距离越远，冷却时间越短	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760394	转移	与目标距离较近时，会传送到远离目标的位置，冷却时间8秒，受到伤害时有30%概率触发相同效果，冷却时间相互独立	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760395	转移	与目标距离较近时，会传送到远离目标的位置，冷却时间7秒，受到伤害时有30%概率触发相同效果，冷却时间相互独立	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760396	转移	与目标距离较近时，会传送到远离目标的位置，冷却时间6秒，受到伤害时有30%概率触发相同效果，冷却时间相互独立	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png
760401	裂解	死亡时召唤两个继承自身30%攻击和防御的同类型复制体	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png
760402	裂解	死亡时召唤两个继承自身60%攻击和防御的同类型复制体	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png
760403	裂解	死亡时召唤两个继承自身100%攻击和防御的同类型复制体	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png
760411	黑洞	每隔一段时间在自身位置释放吸力较弱的黑洞	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong2.png
760412	黑洞	每隔一段时间在自身位置释放吸力一般的黑洞	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong2.png
760413	黑洞	每隔一段时间在自身位置释放吸力较强的黑洞	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong2.png
760421	射线	每隔一段时间向八个主要方向释放造成3%持续物理伤害的激光	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png
760422	射线	每隔一段时间向八个主要方向释放造成4%持续物理伤害的激光	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png
760423	射线	每隔一段时间向八个主要方向释放造成5%持续物理伤害的激光	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png
760431	火焰	攻击附带10%的火属性伤害，有10%几率造成燃烧状态，每秒造成10%的火属性伤害，持续3秒	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan2.png
760432	火焰	攻击附带15%的火属性伤害，有15%几率造成燃烧状态，每秒造成15%的火属性伤害，持续3秒	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan2.png
760433	火焰	攻击附带20%的火属性伤害，有20%几率造成燃烧状态，每秒造成20%的火属性伤害，持续3秒	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan2.png
760451	冻结	攻击附带10%的冰属性伤害，减少目标15%移动速度，有10%几率造成冻结状态，持续0.3秒	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie2.png
760452	冻结	攻击附带15%的冰属性伤害，减少目标20%移动速度，有15%几率造成冻结状态，持续0.5秒	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie2.png
760453	冻结	攻击附带20%的冰属性伤害，减少目标25%移动速度，有20%几率造成冻结状态，持续0.7秒	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie2.png
760471	暗影	攻击附带10%的暗属性伤害，有10%几率造成眩晕状态，持续0.5秒，并额外受到10%的暗属性伤害	Assets/Product/Texture/Image/IconAffix/AffixIconAnying2.png
760472	暗影	攻击附带15%的暗属性伤害，有15%几率造成眩晕状态，持续0.7秒，并额外受到15%的暗属性伤害	Assets/Product/Texture/Image/IconAffix/AffixIconAnying2.png
760473	暗影	攻击附带20%的暗属性伤害，有20%几率造成眩晕状态，持续0.9秒，并额外受到20%的暗属性伤害	Assets/Product/Texture/Image/IconAffix/AffixIconAnying2.png
760491	雷鸣	攻击附带10%的雷属性伤害，有10%几率造成引雷状态，每1.5秒在目标处释放一次雷击，持续1.5秒	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming2.png
760492	雷鸣	攻击附带15%的雷属性伤害，有15%几率造成引雷状态，每1.5秒在目标处释放一次雷击，持续3秒	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming2.png
760493	雷鸣	攻击附带20%的雷属性伤害，有20%几率造成引雷状态，每1.5秒在目标处释放一次雷击，持续4.5秒	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming2.png
760601	冰径	释放一个持续追踪目标的冰冻体，冰冻体接触目标时造成5%的冰属性伤害，与目标距离越远，移动速度越快	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png
760602	冰径	释放一个持续追踪目标的冰冻体，冰冻体接触目标时造成10%的冰属性伤害，与目标距离越远，移动速度越快	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png
760603	冰径	释放一个持续追踪目标的冰冻体，冰冻体接触目标时造成15%的冰属性伤害，与目标距离越远，移动速度越快	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png
760630	劣化	造成伤害时，使目标受到的治疗量减少30%，持续3秒	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua2.png
760631	劣化	造成伤害时，使目标受到的治疗量减少45%，持续4秒	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua2.png
760632	劣化	造成伤害时，使目标受到的治疗量减少60%，持续5秒	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua2.png
760640	禁疗	每隔一段时间对目标释放无法受到任何治疗效果的状态，持续3秒	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png
760641	禁疗	每隔一段时间对目标释放无法受到任何治疗效果的状态，持续4秒	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png
760642	禁疗	每隔一段时间对目标释放无法受到任何治疗效果的状态，持续5秒	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png
760650	禁锢	在目标位置生成屏障，阻挡离开或者进入屏障区域的目标，持续3秒，冷却时间15秒	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png
760651	禁锢	在目标位置生成屏障，阻挡离开或者进入屏障区域的目标，持续4秒，冷却时间16秒	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png
760652	禁锢	在目标位置生成屏障，阻挡离开或者进入屏障区域的目标，持续5秒，冷却时间17秒	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png
760670	入侵	造成伤害时，每秒对目标造成2%的物理伤害，并引发其它伤害型词缀的效果，持续3秒	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png
760671	入侵	造成伤害时，每秒对目标造成2%的物理伤害，并引发其它伤害型词缀的效果，持续4秒	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png
760672	入侵	造成伤害时，每秒对目标造成2%的物理伤害，并引发其它伤害型词缀的效果，持续5秒	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png
760690	反噬	生成能量护盾，对攻击能量盾的目标造成15%的物理伤害，持续3秒，冷却时间16秒	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png
760691	反噬	生成能量护盾，对攻击能量盾的目标造成25%的物理伤害，持续4秒，冷却时间17秒	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png
760692	反噬	生成能量护盾，对攻击能量盾的目标造成35%的物理伤害，持续5秒，冷却时间18秒	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png
772583	散失	敌人攻击将会消去我方单位的1个球，并在死亡后全部返还	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png
772587	治愈	每隔20S按自身攻击力恢复周围友方单位的血量攻击力1倍的血量	Assets/Product/Texture/Image/IconAffix/AffixIconWeianLogistics4.png
772589	咒怨	此敌人死亡时将使周围20米内友方单位永久获得20%被攻击伤害加深，可叠加3层	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png
772591	复仇	此敌人死亡时将会使20米内友方单位增加50%的伤害（不可叠加）	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png
772593	薪火	此敌人死亡时将会使20米内友方单位恢复20%的生命	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png
772595	庇护	每隔10S给自身和周围所有友方单位提供1个护盾，护盾值为自身当前血量的10%（通过这一方式获得的护盾不可叠加）	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png
772597	牺牲	将随机选择1个友方单位作为保护对象，当保护单位死亡时，将牺牲自己将其复活至满血。	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12111.png
772601	自爆虫	定时召唤1只向敌人攻击的自爆虫	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22100.png
772602	吞噬	每隔30S将击杀周围1个友方单位，恢复自身20%的生命	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22011.png
772608	噬魂	每当有1个友方单位死亡，将提升自身20%的攻击，最多累积3层	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png
778076	诅咒	被击杀时，降低敌对目标15%的额外伤害减免，持续时间无限	Assets/Product/Texture/Image/IconAffix/AffixIconZuzhou2.png
778077	诅咒	被击杀时，降低敌对目标20%的额外伤害减免，持续时间无限	Assets/Product/Texture/Image/IconAffix/AffixIconZuzhou2.png
778078	诅咒	被击杀时，降低敌对目标25%的额外伤害减免，持续时间无限	Assets/Product/Texture/Image/IconAffix/AffixIconZuzhou2.png
778081	净化	被击杀时，清除玩家受到的所有【诅咒】效果	Assets/Product/Texture/Image/IconAffix/AffixIconJinghua2.png
778091	默哀	被击杀时，使一定范围内的敌对目标在10秒内无法造成伤害	Assets/Product/Texture/Image/IconAffix/AffixIconMoai2.png
778095	默哀	被击杀时，使一定范围内的敌对目标在15秒内无法造成伤害	Assets/Product/Texture/Image/IconAffix/AffixIconMoai2.png
778096	默哀	被击杀时，使一定范围内的敌对目标在20秒内无法造成伤害	Assets/Product/Texture/Image/IconAffix/AffixIconMoai2.png
778101	护盾	每隔20秒，获得可以抵挡1/2/3次伤害的护盾；护盾存在时需要特效表现	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi2.png
778102	护盾	每隔20秒，获得可以抵挡1/2/3次伤害的护盾；护盾存在时需要特效表现	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi2.png
778103	护盾	每隔20秒，获得可以抵挡1/2/3次伤害的护盾；护盾存在时需要特效表现	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi2.png
778131	羁绊	被击杀后10秒，若场上仍有其他带有【羁绊】词缀的怪物存活，则复活自身并恢复15%最大生命值	Assets/Product/Texture/Image/IconAffix/AffixIconJiban2.png
735478	刚体	受到的伤害变为1点，受到50次伤害时移除效果，8秒后效果恢复	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png
