Id	CullingLayer	HasCollider	PositionX	PositionY	PositionZ	QuaternionX	QuaternionY	QuaternionZ	QuaternionW	ScaleX	ScaleY	ScaleZ	PrefabPath	ParentPathStr	EntityName	GridLocX	GridLocY	GridLocZ	EntityDataPath
37		True	252.0	100.0	924.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X150_Y134.prefab		MG_Main_L0_X150_Y134	134	150		
38		True	210.0	100.0	924.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X150_Y133.prefab		MG_Main_L0_X150_Y133	133	150		
39		True	336.0	100.0	924.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X150_Y136.prefab		MG_Main_L0_X150_Y136	136	150		
40		True	378.0	100.0	924.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X150_Y137.prefab		MG_Main_L0_X150_Y137	137	150		
41		True	378.0	100.0	882.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X149_Y137.prefab		MG_Main_L0_X149_Y137	137	149		
42		True	294.0	100.0	924.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X150_Y135.prefab		MG_Main_L0_X150_Y135	135	150		
43		True	336.0	100.0	882.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X149_Y136.prefab		MG_Main_L0_X149_Y136	136	149		
44		True	252.0	100.0	882.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X149_Y134.prefab		MG_Main_L0_X149_Y134	134	149		
45		True	420.0	100.0	924.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X150_Y138.prefab		MG_Main_L0_X150_Y138	138	150		
46		True	420.0	100.0	882.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X149_Y138.prefab		MG_Main_L0_X149_Y138	138	149		
47		True	462.0	100.0	882.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X149_Y139.prefab		MG_Main_L0_X149_Y139	139	149		
48			336.0	100.0	966.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X151_Y136.prefab		MG_Main_L0_X151_Y136	136	151		
49			336.0	100.0	840.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X148_Y136.prefab		MG_Main_L0_X148_Y136	136	148		
50		True	210.0	100.0	882.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X149_Y133.prefab		MG_Main_L0_X149_Y133	133	149		
51		True	294.0	100.0	966.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X151_Y135.prefab		MG_Main_L0_X151_Y135	135	151		
52			168.0	100.0	924.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L0_X150_Y132.prefab		MG_Main_L0_X150_Y132	132	150		
53				100.0					1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Main_L8_X0_Y0.prefab		MG_Main_L8_X0_Y0			8	
54	1	True	576.0	100.0	832.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X77_Y73.prefab		MG_Building_L0_X77_Y73	73	77		
55	1	True	512.0	100.0	896.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X78_Y72.prefab		MG_Building_L0_X78_Y72	72	78		
56	1		640.0	100.0	896.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X78_Y74.prefab		MG_Building_L0_X78_Y74	74	78		
57	1	True	576.0	100.0	960.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X79_Y73.prefab		MG_Building_L0_X79_Y73	73	79		
58	1	True	576.0	100.0	896.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X78_Y73.prefab		MG_Building_L0_X78_Y73	73	78		
59	1	True	512.0	100.0	832.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X77_Y72.prefab		MG_Building_L0_X77_Y72	72	77		
60	1			100.0					1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X64_Y64.prefab		MG_Building_L0_X64_Y64	64	64		
61	1	True	640.0	100.0	960.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X79_Y74.prefab		MG_Building_L0_X79_Y74	74	79		
62	1	True	576.0	100.0	1024.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X80_Y73.prefab		MG_Building_L0_X80_Y73	73	80		
63	1	True	576.0	100.0	1088.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X81_Y73.prefab		MG_Building_L0_X81_Y73	73	81		
64	1	True	512.0	100.0	960.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X79_Y72.prefab		MG_Building_L0_X79_Y72	72	79		
65	1	True	640.0	100.0	1024.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X80_Y74.prefab		MG_Building_L0_X80_Y74	74	80		
66	1	True	512.0	100.0	1024.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X80_Y72.prefab		MG_Building_L0_X80_Y72	72	80		
67	1	True	448.0	100.0	1024.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X80_Y71.prefab		MG_Building_L0_X80_Y71	71	80		
68	1	True	512.0	100.0	1216.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X83_Y72.prefab		MG_Building_L0_X83_Y72	72	83		
69	1	True	512.0	100.0	1152.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X82_Y72.prefab		MG_Building_L0_X82_Y72	72	82		
70	1		640.0	100.0	1152.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X82_Y74.prefab		MG_Building_L0_X82_Y74	74	82		
71	1	True	576.0	100.0	1152.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X82_Y73.prefab		MG_Building_L0_X82_Y73	73	82		
72	1		576.0	100.0	1216.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X83_Y73.prefab		MG_Building_L0_X83_Y73	73	83		
73	1	True	640.0	100.0	1088.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X81_Y74.prefab		MG_Building_L0_X81_Y74	74	81		
74	1		512.0	100.0	1088.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X81_Y72.prefab		MG_Building_L0_X81_Y72	72	81		
75	1		704.0	100.0	832.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X77_Y75.prefab		MG_Building_L0_X77_Y75	75	77		
76	1		704.0	100.0	704.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X75_Y75.prefab		MG_Building_L0_X75_Y75	75	75		
77	1		768.0	100.0	640.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X74_Y76.prefab		MG_Building_L0_X74_Y76	76	74		
78	1	True	448.0	100.0	960.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X79_Y71.prefab		MG_Building_L0_X79_Y71	71	79		
79	1		448.0	100.0	896.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L0_X78_Y71.prefab		MG_Building_L0_X78_Y71	71	78		
80	1	True	512.0	100.0	896.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L1_X39_Y36.prefab		MG_Building_L1_X39_Y36	36	39	1	
81	1		512.0	100.0	1024.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L1_X40_Y36.prefab		MG_Building_L1_X40_Y36	36	40	1	
82	1	True	640.0	100.0	1024.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L1_X40_Y37.prefab		MG_Building_L1_X40_Y37	37	40	1	
83	1		512.0	100.0	1152.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L1_X41_Y36.prefab		MG_Building_L1_X41_Y36	36	41	1	
84	1	True	640.0	100.0	1152.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L1_X41_Y37.prefab		MG_Building_L1_X41_Y37	37	41	1	
85	1		640.0	100.0	1280.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L1_X42_Y37.prefab		MG_Building_L1_X42_Y37	37	42	1	
86	1		384.0	100.0	1280.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L1_X42_Y35.prefab		MG_Building_L1_X42_Y35	35	42	1	
87	1		768.0	100.0	1408.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L1_X43_Y38.prefab		MG_Building_L1_X43_Y38	38	43	1	
88	1		640.0	100.0	768.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L1_X38_Y37.prefab		MG_Building_L1_X38_Y37	37	38	1	
89	1		512.0	100.0	1280.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L2_X21_Y18.prefab		MG_Building_L2_X21_Y18	18	21	2	
90	1	True	768.0	100.0	1280.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L2_X21_Y19.prefab		MG_Building_L2_X21_Y19	19	21	2	
91	1		256.0	100.0	1280.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L2_X21_Y17.prefab		MG_Building_L2_X21_Y17	17	21	2	
92	1		512.0	100.0	768.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L2_X19_Y18.prefab		MG_Building_L2_X19_Y18	18	19	2	
93	1		512.0	100.0	1024.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L2_X20_Y18.prefab		MG_Building_L2_X20_Y18	18	20	2	
94	1		768.0	100.0	768.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L2_X19_Y19.prefab		MG_Building_L2_X19_Y19	19	19	2	
95	1		256.0	100.0	768.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L2_X19_Y17.prefab		MG_Building_L2_X19_Y17	17	19	2	
96	1		256.0	100.0	1024.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L2_X20_Y17.prefab		MG_Building_L2_X20_Y17	17	20	2	
97	1		512.0	100.0	1024.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L3_X10_Y9.prefab		MG_Building_L3_X10_Y9	9	10	3	
98	1	True		100.0					1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Building_L7_X0_Y0.prefab		MG_Building_L7_X0_Y0			7	
99	2	True	588.0	100.0	798.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X147_Y142.prefab		MG_Vegetation_L0_X147_Y142	142	147		
100	2	True	630.0	100.0	840.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X148_Y143.prefab		MG_Vegetation_L0_X148_Y143	143	148		
101	2	True	546.0	100.0	798.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X147_Y141.prefab		MG_Vegetation_L0_X147_Y141	141	147		
102	2	True	546.0	100.0	840.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X148_Y141.prefab		MG_Vegetation_L0_X148_Y141	141	148		
103	2	True	588.0	100.0	840.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X148_Y142.prefab		MG_Vegetation_L0_X148_Y142	142	148		
104	2		504.0	100.0	840.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X148_Y140.prefab		MG_Vegetation_L0_X148_Y140	140	148		
105	2	True	546.0	100.0	882.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X149_Y141.prefab		MG_Vegetation_L0_X149_Y141	141	149		
106	2	True	588.0	100.0	882.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X149_Y142.prefab		MG_Vegetation_L0_X149_Y142	142	149		
107	2		588.0	100.0	924.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X150_Y142.prefab		MG_Vegetation_L0_X150_Y142	142	150		
108	2		546.0	100.0	924.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X150_Y141.prefab		MG_Vegetation_L0_X150_Y141	141	150		
109	2		504.0	100.0	798.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X147_Y140.prefab		MG_Vegetation_L0_X147_Y140	140	147		
110	2		630.0	100.0	966.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X151_Y143.prefab		MG_Vegetation_L0_X151_Y143	143	151		
111	2		630.0	100.0	924.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X150_Y143.prefab		MG_Vegetation_L0_X150_Y143	143	150		
112	2	True	630.0	100.0	882.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X149_Y143.prefab		MG_Vegetation_L0_X149_Y143	143	149		
113	2		588.0	100.0	966.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X151_Y142.prefab		MG_Vegetation_L0_X151_Y142	142	151		
114	2	True	504.0	100.0	882.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X149_Y140.prefab		MG_Vegetation_L0_X149_Y140	140	149		
115	2	True	588.0	100.0	1092.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X154_Y142.prefab		MG_Vegetation_L0_X154_Y142	142	154		
116	2	True	546.0	100.0	1050.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X153_Y141.prefab		MG_Vegetation_L0_X153_Y141	141	153		
117	2		546.0	100.0	1008.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X152_Y141.prefab		MG_Vegetation_L0_X152_Y141	141	152		
118	2		546.0	100.0	966.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X151_Y141.prefab		MG_Vegetation_L0_X151_Y141	141	151		
119	2	True	546.0	100.0	1092.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X154_Y141.prefab		MG_Vegetation_L0_X154_Y141	141	154		
120	2		588.0	100.0	1008.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X152_Y142.prefab		MG_Vegetation_L0_X152_Y142	142	152		
121	2		630.0	100.0	1008.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X152_Y143.prefab		MG_Vegetation_L0_X152_Y143	143	152		
122	2		588.0	100.0	1050.0				1.0	1.0	1.0	1.0	Assets/Product/BigWorld/SkyGarden/StaticPrefabs/Scene_Main01/MG_Vegetation_L0_X153_Y142.prefab		MG_Vegetation_L0_X153_Y142	142	153		
