Id	Type	Price	DiscountPrice	SellPrice	Quality	BuffType	CharacterId	Name	IconRes	Info	Desc	DescDigit	EvolveDescDigit	AddDesc	AddDigit	Tags	Keywords	IsShow	Order
10907	1						[14]	普通攻击	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png		惩戒天使普攻								
10908	1						[15]	普通攻击	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png		腐朽者普攻								
10909	1						[16]	普通攻击	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png		遗迹铁卫普攻								
10910	1						[17]	普通攻击	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png		“玛门”普攻								
10911	1						[18]	普通攻击	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png		天使长普攻								
10912	1						[19]	普通攻击	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png		拉斐尔夫人普攻								
10913	1						[20]	普通攻击	Assets/Product/Texture/Image/IconSkill/luxiyapugong1.png		永夜君主普攻								
20010	2	2	1	1	1	20010		三相领域【血伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	<color=#f15265>血源属性</color>攻击命中敌人后，在敌人脚下生成一个区域，持续{0}秒，自身在区域内可提升{1}%<color=#f15265>血源伤害</color>	['5', '5']				[1]			45
20016	2	2	1	1	1	20016		零距离【血伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	越靠近目标，<color=#f15265>血源伤害</color>越高。最大提升{0}%，最小提升{1}%	['5.5', '0.55']				[1]		True	46
20018	2	2	1	1	1	20018		优势距离【血伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	目标在自身周围{0}米内时，每秒<color=#f15265>血源伤害</color>增加{1}%，最多提升{2}次，自身周围没有敌人时清空加成	['1', '2.75', '2']				[1]		True	47
20024	2	2	1	1	1	20024		源素汇流【血伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	每次对敌人造成血源伤害，提升自身<color=#f15265>血源伤害</color>{0}%，最多提升{1}次，持续{2}秒	['2.5', '4', '10']				[1]		True	48
20028	2	16	12	12	4	20028		源素转化【血伤】·【护盾】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	每{0}%<color=#f15265>血源伤害</color>可提升自身{1}%<color=#fe8f7fc>护盾强度</color>（此效果提升的上限为{2}%）	['2', '1', '120']	['1', '1', '240']			[1, 4]		True	500
20030	2	16	12	12	4	20030		源素转化【血伤】·【回复】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每{0}%<color=#f15265>血源伤害</color>可提升自身{1}%<color=#6ad29b>回复效率</color>（此效果提升的上限为{2}%）	['2', '1', '120']	['1', '1', '240']			[1, 5]		True	501
20040	2	4	3	3	2	20010		三相领域【血伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	<color=#f15265>血源属性</color>攻击命中敌人后，在敌人脚下生成一个区域，持续{0}秒，自身在区域内可提升{1}%<color=#f15265>血源伤害</color>	['5', '10']				[1]			51
20042	2	8	6	6	3	20010		三相领域【血伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	<color=#f15265>血源属性</color>攻击命中敌人后，在敌人脚下生成一个区域，持续{0}秒，自身在区域内可提升{1}%<color=#f15265>血源伤害</color>	['5', '15']				[1]			52
20044	2	16	12	12	4	20010		三相领域【血伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	<color=#f15265>血源属性</color>攻击命中敌人后，在敌人脚下生成一个区域，持续{0}秒，自身在区域内可提升{1}%<color=#f15265>血源伤害</color>	['5', '20']	['5', '40']			[1]			53
20046	2	4	3	3	2	20018		优势距离【血伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	目标在自身周围{0}米内时，每秒<color=#f15265>血源伤害</color>增加{1}%，最多提升{2}次，自身周围没有敌人时清空加成	['1', '5.5', '2']				[1]		True	54
20048	2	8	6	6	3	20018		优势距离【血伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	目标在自身周围{0}米内时，每秒<color=#f15265>血源伤害</color>增加{1}%，最多提升{2}次，自身周围没有敌人时清空加成	['1', '8.25', '2']				[1]		True	55
20050	2	16	12	12	4	20018		优势距离【血伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	目标在自身周围{0}米内时，每秒<color=#f15265>血源伤害</color>增加{1}%，最多提升{2}次，自身周围没有敌人时清空加成	['1', '11', '2']	['1', '22', '2']			[1]		True	56
20052	2	4	3	3	2	20016		零距离【血伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	越靠近目标，<color=#f15265>血源伤害</color>越高。最大提升{0}%，最小提升{1}%	['11', '1.1']				[1]		True	57
20054	2	8	6	6	3	20016		零距离【血伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	越靠近目标，<color=#f15265>血源伤害</color>越高。最大提升{0}%，最小提升{1}%	['16.5', '1.65']				[1]		True	58
20056	2	16	12	12	4	20016		零距离【血伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	越靠近目标，<color=#f15265>血源伤害</color>越高。最大提升{0}%，最小提升{1}%	['22', '2.2']	['44', '4.4']			[1]		True	59
20058	2	4	3	3	2	20024		源素汇流【血伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	每次对敌人造成<color=#f15265>血源属性</color>攻击，提升自身<color=#f15265>血源伤害</color>{0}%，最多提升{1}次，持续{2}秒	['5', '4', '10']				[1]		True	60
20060	2	8	6	6	3	20024		源素汇流【血伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	每次对敌人造成<color=#f15265>血源属性</color>攻击，提升自身<color=#f15265>血源伤害</color>{0}%，最多提升{1}次，持续{2}秒	['7.5', '4', '10']				[1]		True	61
20062	2	16	12	12	4	20024		源素汇流【血伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	每次对敌人造成<color=#f15265>血源属性</color>攻击，提升自身<color=#f15265>血源伤害</color>{0}%，最多提升{1}次，持续{2}秒	['10', '4', '10']	['20', '4', '10']			[1]		True	62
20106	2	2	1	1	1	20106		咒刃【灵伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	每释放一次技能，<color=#77baf0>灵源伤害</color>提升{0}%，最多提升{1}次	['2.5', '4']				[2]		True	63
20110	2	2	1	1	1	20110		完璧【灵伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	{0}秒内没受到攻击时，增加<color=#77baf0>灵源伤害</color>{1}%	['0.5', '7.5']				[2]		True	64
20112	2	2	1	1	1	20112		三相领域【灵伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	开始战斗时，在角色所在位置生成一个半径{0}米的区域，角色处于区域内时可提升<color=#77baf0>灵源伤害</color>{1}%（仅对自身生效）	['3', '5.5']				[2]			65
20128	2	2	1	1	1	20128		打击练习【灵伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	每次普攻命中敌人时，提升{0}%<color=#77baf0>灵源伤害</color>，最多提升{1}次	['1.25', '4']				[2]		True	66
20130	2	16	12	12	4	20130		源素转化【灵伤】·【护盾】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	每{0}%<color=#77baf0>灵源伤害</color>可提升自身{1}%<color=#fe8f7fc>护盾强度</color>（此效果提升的上限为{2}%）	['2', '1', '120']	['1', '1', '240']			[2, 4]		True	502
20132	2	16	12	12	4	20132		源素转化【灵伤】·【回复】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每{0}%<color=#77baf0>灵源伤害</color>可提升自身{1}%<color=#6ad29b>回复效率</color>（此效果提升的上限为{2}%）	['2', '1', '120']	['1', '1', '240']			[2, 5]		True	503
20142	2	4	3	3	2	20110		完璧【灵伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	{0}秒内没受到攻击时，增加<color=#77baf0>灵源伤害</color>{1}%	['0.5', '15']				[2]		True	69
20144	2	8	6	6	3	20110		完璧【灵伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	{0}秒内没受到攻击时，增加<color=#77baf0>灵源伤害</color>{1}%	['0.5', '22.5']				[2]		True	70
20146	2	16	12	12	4	20110		完璧【灵伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	{0}秒内没受到攻击时，增加<color=#77baf0>灵源伤害</color>{1}%	['0.5', '30']	['0.5', '60']			[2]		True	71
20148	2	4	3	3	2	20112		三相领域【灵伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	开始战斗时，在角色所在位置生成一个半径{0}米的区域，角色处于区域内时可提升<color=#77baf0>灵源伤害</color>{1}%（仅对自身生效）	['3', '11']				[2]			72
20150	2	8	6	6	3	20112		三相领域【灵伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	开始战斗时，在角色所在位置生成一个半径{0}米的区域，角色处于区域内时可提升<color=#77baf0>灵源伤害</color>{1}%（仅对自身生效）	['3', '16.5']				[2]			73
20152	2	16	12	12	4	20112		三相领域【灵伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	开始战斗时，在角色所在位置生成一个半径{0}米的区域，角色处于区域内时可提升<color=#77baf0>灵源伤害</color>{1}%（仅对自身生效）	['3', '22']	['3', '44']			[2]			74
20154	2	4	3	3	2	20128		打击练习【灵伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	每次普攻命中敌人时，提升{0}%<color=#77baf0>灵源伤害</color>，最多提升{1}次	['2.5', '4']				[2]		True	75
20156	2	8	6	6	3	20128		打击练习【灵伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	每次普攻命中敌人时，提升{0}%<color=#77baf0>灵源伤害</color>，最多提升{1}次	['3.75', '4']				[2]		True	76
