Id	TxtGroup	ChapterId	Txt	StartIndex	EndIndex	HShakeType	HStrength	HSpeed	HoriDensity	VShakeType	VStrength	VSpeed	VDensity
23	2	2	接近它，似乎会获得<color=#d84740>些许力量</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
24	2	2	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
25	2	2	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>略微提升</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
26	2	2	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
27	2	3	这里滔天的浪潮会<color=#d84740>冰冷地侵蚀一切</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
28	2	3	呼啸的雷云将<color=#d84740>为僭越之人降下惩罚</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
29	2	3	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
30	2	3	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>略微提升</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
31	2	3	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
32	2	4	在这里，光芒<color=#d84740>并不代表着救赎</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
33	2	4	浓雾象征着<color=#d84740>永无挣脱之日的迷失</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
34	2	4	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
35	2	4	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>略微提升</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
36	2	4	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
37	2	5	注意小鱼，那是来自<color=#d84740>深海的陷阱</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
38	2	5	坚韧的虚影反而<color=#d84740>会成为你的敌人似乎变的</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
39	2	5	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
40	2	5	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>略微提升</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
41	2	5	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
42	2	6	"""你已 <color=#d84740>踏入""""现实""""？</color>"""		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
43	2	6	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
44	2	6	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>略微提升</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
45	2	6	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
46	2	7	此地<color=#d84740>意志的灯塔</color>指引着迷途者的方向		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
47	2	7	接近它，似乎会获得<color=#d84740>些许力量</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
48	2	7	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
49	2	7	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>略微提升</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
50	2	7	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
51	2	8	此地<color=#d84740>意志的灯塔</color>指引着迷途者的方向		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
52	2	8	接近它，似乎会获得<color=#d84740>些许力量</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
53	2	8	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
54	2	8	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>略微提升</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
55	2	8	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
56	2	9	这里滔天的浪潮会<color=#d84740>冰冷地侵蚀一切</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
57	2	9	呼啸的雷云将<color=#d84740>为僭越之人降下惩罚</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
58	2	9	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
59	2	9	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>略微提升</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
60	2	9	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
61	2	10	在这里，光芒<color=#d84740>并不代表着救赎</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
62	2	10	浓雾象征着<color=#d84740>永无挣脱之日的迷失</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
63	2	10	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
64	2	10	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>略微提升</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
65	2	10	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
66	2	11	注意小鱼，那是来自<color=#d84740>深海的陷阱</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
67	2	11	坚韧的虚影反而<color=#d84740>会成为你的敌人似乎变的</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
68	2	11	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
69	2	11	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>略微提升</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
70	2	11	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
71	2	12	"""你已 <color=#d84740>踏入""""现实""""？</color>"""		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
72	2	12	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
73	2	12	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>略微提升</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
74	2	12	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
75	2	13	你将 <color=#d84740>迎来新生</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
76	2	13	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
77	2	14	你将 <color=#d84740>迎来新生</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
78	2	14	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
79	2	13	你将 <color=#d84740>葬身红潮</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
80	2	13	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
81	2	14	你将 <color=#d84740>葬身红潮</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
82	2	14	敌人似乎变的<color=#d84740>更加狰狞</color>		20	1	0.5	0.5	1.0	1	0.5	0.5	1.0
83	3	1	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
84	3	2	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
85	3	3	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
86	3	4	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
87	3	5	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
88	3	6	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
89	3	7	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
90	3	8	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
91	3	9	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
92	3	10	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
93	3	11	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
94	3	12	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
95	3	13	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
96	3	14	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
97	3	15	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
98	3	16	你眼中的现实已被逐渐改变		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
99	4	1	此地<color=#d84740>意志的灯塔</color>指引着迷途者的方向		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
100	4	1	接近它，似乎会获得<color=#d84740>些许力量</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
101	4	1	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
102	4	1	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
103	4	1	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
104	4	2	此地<color=#d84740>意志的灯塔</color>指引着迷途者的方向		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
105	4	2	接近它，似乎会获得<color=#d84740>些许力量</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
106	4	2	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
107	4	2	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
108	4	2	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
109	4	3	狂风将<color=#d84740>夺走一切自由</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
110	4	3	它将紧追不舍，<color=#d84740>切忌陷入其中</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
111	4	3	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
112	4	3	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
113	4	3	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
114	4	4	在这里，光芒<color=#d84740>并不代表着救赎</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
115	4	4	浓雾象征着<color=#d84740>永无挣脱之日的迷失</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
116	4	4	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
117	4	4	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
118	4	4	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
119	4	5	注意小鱼，那是来自<color=#d84740>深海的陷阱</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
120	4	5	坚韧的虚影反而<color=#d84740>会成为你的敌人</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
121	4	5	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
122	4	5	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
123	4	5	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
124	4	6	"""你已 <color=#d84740>踏入""""现实""""？</color>"""		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
125	4	6	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
126	4	6	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
127	4	6	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
128	4	7	此地<color=#d84740>意志的灯塔</color>指引着迷途者的方向		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
129	4	7	接近它，似乎会获得<color=#d84740>些许力量</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
130	4	7	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
131	4	7	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
132	4	7	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
133	4	8	此地<color=#d84740>意志的灯塔</color>指引着迷途者的方向		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
134	4	8	接近它，似乎会获得<color=#d84740>些许力量</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
135	4	8	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
136	4	8	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
137	4	8	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
138	4	9	狂风将<color=#d84740>夺走一切自由</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
139	4	9	它将紧追不舍，<color=#d84740>切忌陷入其中</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
140	4	9	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
141	4	9	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
142	4	9	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
143	4	10	在这里，光芒<color=#d84740>并不代表着救赎</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
144	4	10	浓雾象征着<color=#d84740>永无挣脱之日的迷失</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
145	4	10	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
146	4	10	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
147	4	10	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
148	4	11	注意小鱼，那是来自<color=#d84740>深海的陷阱</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
149	4	11	坚韧的虚影反而<color=#d84740>会成为你的敌人</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
150	4	11	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
151	4	11	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
152	4	11	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
153	4	12	"""你已 <color=#d84740>踏入""""现实""""？</color>"""		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
154	4	12	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
155	4	12	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>小幅提升</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
156	4	12	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
157	4	13	你将 <color=#d84740>迎来新生</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
158	4	13	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
159	4	14	你将 <color=#d84740>迎来新生</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
160	4	14	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
161	4	15	你将 <color=#d84740>葬身红潮</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
162	4	15	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
163	4	16	你将 <color=#d84740>葬身红潮</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
164	4	16	敌人<color=#d84740>更加狰狞</color>		20	1	0.6999	0.5	1.0	1	0.6999	0.5	1.0
165	5	1	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
166	5	2	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
167	5	3	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
168	5	4	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
169	5	5	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
170	5	6	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
171	5	7	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
172	5	8	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
173	5	9	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
174	5	10	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
175	5	11	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
176	5	12	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
177	5	13	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
178	5	14	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
179	5	15	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
180	5	16	你渴求的解答带来更艰巨的挑战		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
181	6	1	此地<color=#d84740>意志的灯塔</color>指引着迷途者的方向		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
182	6	1	接近它，似乎会获得<color=#d84740>些许力量</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
183	6	1	敌人<color=#d84740>更加癫狂</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
184	6	1	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>显著提升</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
185	6	1	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
186	6	2	此地<color=#d84740>意志的灯塔</color>指引着迷途者的方向		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
187	6	2	接近它，似乎会获得<color=#d84740>些许力量</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
188	6	2	敌人<color=#d84740>更加癫狂</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
189	6	2	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>显著提升</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
190	6	2	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
191	6	3	狂风将<color=#d84740>夺走一切自由</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
192	6	3	它将紧追不舍，<color=#d84740>切忌陷入其中</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
193	6	3	敌人<color=#d84740>更加癫狂</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
194	6	3	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>显著提升</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
195	6	3	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
196	6	4	赤色的潮水将<color=#d84740>浸染一切</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
197	6	4	它将同类相食，<color=#d84740>切勿踏入其中</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
198	6	4	敌人<color=#d84740>更加癫狂</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
199	6	4	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>显著提升</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
200	6	4	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
201	6	5	世界开始<color=#dbb536>展露它的无序</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
202	6	5	危险的裂隙正在<color=#dbb536>吞噬周遭的灵魂</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
203	6	5	敌人<color=#d84740>更加癫狂</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
204	6	5	战后获取<color=#dbb536><color=#dbb536>额外奖赏</color></color>的几率<color=#dbb536>显著提升</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
205	6	5	你对<color=#dbb536>灵智相关</color>的事物<color=#dbb536>更加敏感</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
206	6	6	"""你已 <color=#d84740>踏入""""现实""""？</color>"""		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
207	6	6	敌人<color=#d84740>更加癫狂</color>		20	1	0.8999	0.5	1.0	1	0.8999	0.5	1.0
