Id	NodeTypeName	NodeTypeIcon	NodeTypeDesc	SmallIcon	NodeTypeEffectUrl
120	珠宝猎人	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
121	名为“禁忌”的睿智	Assets/Product/Texture/Image/BgStory/Bgstory437.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
122	处刑者	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg	危险的气息正在蔓延，请谨慎行事	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent03.png	
123	生还的战士	Assets/Product/Texture/Image/BgStory/Bgstory516.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
124	最终医疗	Assets/Product/Texture/Image/BgStory/BgStory570.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
125	废弃圆桌	Assets/Product/Texture/Image/BgStory/Bgstory529.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
126	燃尽的营火	Assets/Product/Texture/Image/BgStory/BgStory568.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
127	破损的神碑	Assets/Product/Texture/Image/BgStory/BgStory571.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
128	无之烙印	Assets/Product/Texture/Image/BgStory/Bgstory425.jpg	未来，把握在自己手中	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent05.png	
129	加冕者雕像	Assets/Product/Texture/Image/BgStory/BgStory579.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
130	名为“疯狂”的终末	Assets/Product/Texture/Image/BgStory/BgStory568.jpg	危险的气息正在蔓延，请谨慎行事	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent03.png	
131	猩红祭坛	Assets/Product/Texture/Image/BgStory/Bgstory625.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
132	另一片星空	Assets/Product/Texture/Image/BgStory/BgStory590.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
133	猩红圣女	Assets/Product/Texture/Image/BgStory/Bgstory622.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
134	战火的残余	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
135	被尘封的过去	Assets/Product/Texture/Image/BgStory/Bgstory610.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
136	在旅途结束之前……	Assets/Product/Texture/Image/BgStory/Bgstory624.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
137	潮声将至	Assets/Product/Texture/Image/BgStory/Bgstory623.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
138	无限之烙印	Assets/Product/Texture/Image/BgStory/Bgstory506.jpg	未来，把握在自己手中	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent05.png	
139	受深渊引诱者	Assets/Product/Texture/Image/BgStory/Bgstory626.jpg	危险的气息正在蔓延，请谨慎行事	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent03.png	
140	大海守卫	Assets/Product/Texture/Image/BgStory/Bgstory399.jpg	她，已守候多时	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent03.png	
141	苦战之后	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	未来，把握在自己手中	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent05.png	
142	厄愿潮声	Assets/Product/Texture/Image/BgStory/BgStory627.jpg	终局，已经到来	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent03.png	
143	名为“现实”	Assets/Product/Texture/Image/BgStory/BgStory594.jpg	"""踏入""""现实"""""""	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent03.png	
144	迷雾之梦	Assets/Product/Texture/Image/BgStory/Bgstory439.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
145	鲨鲨置物箱	Assets/Product/Texture/Image/BgStory/BgStory627.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
146	苦战之后	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	未来，把握在自己手中	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent05.png	
147	厄愿潮声	Assets/Product/Texture/Image/BgStory/BgStory627.jpg	终局，已经到来	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent03.png	
148	遗骨之滨	Assets/Product/Texture/Image/BgStory/Bgstory444.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
149	街头艺人	Assets/Product/Texture/Image/BgStory/Bgstory361.png	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
150	禁忌教堂	Assets/Product/Texture/Image/BgStory/BgStory710.jpg	这里..将是一切的开始..	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
151	无之试炼	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	迈向新生的必经之路	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
152	无限之试炼	Assets/Product/Texture/Image/BgStory/Bgstory301.png	迈向新生的必经之路	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
153	无限暗之试炼	Assets/Product/Texture/Image/BgStory/Bgstory317.png	迈向新生的必经之路	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
154	“新世界”	Assets/Product/Texture/Image/BgStory/Bgstory425.jpg	重获新生	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
155	另一面圆桌	Assets/Product/Texture/Image/BgStory/BgStory658.jpg	未来，把握在自己手中	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
156	另一面圆桌	Assets/Product/Texture/Image/BgStory/BgStory658.jpg	未来，把握在自己手中	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
157	命运前路	Assets/Product/Texture/Image/BgStory/Bgstory380.png	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
158	阵营冲突	Assets/Product/Texture/Image/BgStory/Bgstory410.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
159	藏书库	Assets/Product/Texture/Image/BgStory/Bgstory415.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
160	剑冢	Assets/Product/Texture/Image/BgStory/BgStory659.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
161	天文奇观	Assets/Product/Texture/Image/BgStory/BgStory688.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
164	迷之墙壁	Assets/Product/Texture/Image/BgStory/Bgstory275.png	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
165	猩红之月	Assets/Product/Texture/Image/BgStory/Bgstory523.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
166	“恶魔”传说	Assets/Product/Texture/Image/BgStory/Bgstory204.png	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
167	“恶魔”配方	Assets/Product/Texture/Image/BgStory/Bgstory189.png	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
168	“恶魔”现身	Assets/Product/Texture/Image/BgStory/BgStory570.jpg	保持理智，冷静抉择	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
169	鲨鲨的最后支援..	Assets/Product/Texture/Image/BgStory/Bgstory614.jpg	鲨鲨..有最后想对你说的话..	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent04.png	
170	厄愿之终	Assets/Product/Texture/Image/BgStory/Bgstory614.jpg	无尽的猩红之潮正在翻涌	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
