Id	PowerId	Type	Pos	Quality	Lv	FightAbility	Name	Desc	Icon	NeedPowerFavor	FightEventId	SkillWeight
11	1	1	3	3	15	300	瞬间创作Ⅲ·迸发	<color=#fa5826>触发必杀技</color>会连续召唤3次<color=#fa5826>火焰爆发</color>，每次造成<color=#fa5826>1180%攻击力</color>的火属性范围伤害，冷却<color=#fa5826>13秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png		[2240011]	115
12	1	1	3	4	18	350	瞬间创作Ⅳ·迸发	<color=#fa5826>触发必杀技</color>会连续召唤3次<color=#fa5826>火焰爆发</color>，每次造成<color=#fa5826>1250%攻击力</color>的火属性范围伤害，冷却<color=#fa5826>12秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png		[2240012]	115
13	1	1	4	1	5	200	瞬间创作Ⅰ·无懈	<color=#fa5826>触发超算</color>会召唤<color=#fa5826>火焰爆发</color>，造成<color=#fa5826>1000%攻击力</color>的火属性伤害，冷却<color=#fa5826>8秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png		[2240013]	115
14	1	1	4	2	10	250	瞬间创作Ⅱ·无懈	<color=#fa5826>触发超算</color>会召唤<color=#fa5826>火焰爆发</color>，造成<color=#fa5826>1500%攻击力</color>的火属性伤害，冷却<color=#fa5826>7秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png		[2240014]	115
15	1	1	4	3	15	300	瞬间创作Ⅲ·无懈	<color=#fa5826>触发超算</color>会召唤<color=#fa5826>火焰爆发</color>，造成<color=#fa5826>2000%攻击力</color>的火属性伤害，冷却<color=#fa5826>6秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png		[2240015]	115
16	1	1	4	4	18	350	瞬间创作Ⅳ·无懈	<color=#fa5826>触发超算</color>会召唤<color=#fa5826>火焰爆发</color>，造成<color=#fa5826>2500%攻击力</color>的火属性伤害，冷却<color=#fa5826>5秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png		[2240016]	115
17	1	2				100	技法革新	造成的所有<color=#fa5826>火属性伤害提高40%</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png		[2240017]	70
18	1	2				100	光焰感知	所有角色<color=#fa5826>必杀技充能速度提升25%</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png		[2240018]	70
19	1	2				200	色彩感知	在场角色<color=#ff0000>每秒损失1%的血量</color>，但造成的所有伤害都将<color=#fa5826>额外附带20%的真实伤害</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png	1	[2240019]	20
20	1	2				100	色块组合	<color=#fa5826>火焰爆发</color>会在地上留下<color=#fa5826>熔岩地表</color>，对在其中的怪物每秒造成<color=#fa5826>300%攻击力</color>的火属性伤害，持续3秒	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png	1	[2240022]	70
21	1	2				200	色块扩张	所有<color=#fa5826>火焰爆发</color>的伤害半径<color=#fa5826>翻倍</color>，伤害倍率提升<color=#fa5826>30%</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png	1	[2240020]	20
22	1	2				150	瞬时印象	召唤<color=#fa5826>火焰爆发</color>后，有<color=#fa5826>30%</color>概率额外召唤额外的<color=#fa5826>火焰爆发</color>（被本词条触发的不会重复触发）	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png	1	[2240021]	40
23	1	2				100	科学融合	<color=#fa5826>火焰爆发</color>击中敌人的将会在2秒后再次爆炸，造成<color=#fa5826>400%攻击力</color>的伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png		[2240024]	70
24	1	2				100	自然揭示	角色自身被<color=#fa5826>火焰爆发</color>击中后，造成的所有伤害提高<color=#fa5826>20%</color>，持续5秒	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png		[2240025]	70
25	1	2				100	外光描绘	所有<color=#fa5826>火焰爆发</color>的伤害倍率提高<color=#fa5826>25%</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png		[2240026]	70
26	1	2				150	主观描绘	<color=#fa5826>火焰爆发</color>命中任意敌人时，有<color=#fa5826>25%</color>概率重置所有<color=#fa5826>火焰爆发</color>主能力的冷却  冷却：15s	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType6.png	1	[2240023]	40
27	2	1	1	1	5	200	专断意识Ⅰ·迅击	<color=#168eec>触发普攻</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>9秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>840%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240027]	115
28	2	1	1	2	10	250	专断意识Ⅱ·迅击	<color=#168eec>触发普攻</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>8秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1020%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240028]	115
29	2	1	1	3	15	300	专断意识Ⅲ·迅击	<color=#168eec>触发普攻</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>7秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1140%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240029]	115
30	2	1	1	4	18	350	专断意识Ⅳ·迅击	<color=#168eec>触发普攻</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>6秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1200%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240030]	115
31	2	1	2	1	5	200	专断意识Ⅰ·消除	<color=#168eec>触发三消</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>12秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1050%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240031]	115
32	2	1	2	2	10	250	专断意识Ⅱ·消除	<color=#168eec>触发三消</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>11秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1275%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240032]	115
33	2	1	2	3	15	300	专断意识Ⅲ·消除	<color=#168eec>触发三消</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>10秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1425%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240033]	115
34	2	1	2	4	18	350	专断意识Ⅳ·消除	<color=#168eec>触发三消</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>9秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1500%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240034]	115
35	2	1	3	1	5	200	专断意识Ⅰ·迸发	<color=#168eec>触发必杀技</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>15秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1600%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240035]	115
36	2	1	3	2	10	250	专断意识Ⅱ·迸发	<color=#168eec>触发必杀技</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>14秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1920%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240036]	115
37	2	1	3	3	15	300	专断意识Ⅲ·迸发	<color=#168eec>触发必杀技</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>13秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>2130%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240037]	115
38	2	1	3	4	18	350	专断意识Ⅳ·迸发	<color=#168eec>触发必杀技</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>12秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>2250%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240038]	115
39	2	1	4	1	5	200	专断意识Ⅰ·无懈	<color=#168eec>触发超算</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>9秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1050%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240039]	115
40	2	1	4	2	10	250	专断意识Ⅱ·无懈	<color=#168eec>触发超算</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>8秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1275%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240040]	115
41	2	1	4	3	15	300	专断意识Ⅲ·无懈	<color=#168eec>触发超算</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>7秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1425%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240041]	115
42	2	1	4	4	18	350	专断意识Ⅳ·无懈	<color=#168eec>触发超算</color>会召唤持续6秒的<color=#168eec>雷电球</color>，冷却<color=#168eec>6秒</color>，不同<color=#168eec>雷电球</color>可同时存在4个。<color=#168eec>雷电球</color>存在时，每3秒对附近敌人召唤雷击，造成<color=#168eec>1500%攻击力</color>的雷属性伤害。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240042]	115
43	2	2				100	解放源泉	造成的所有<color=#168eec>雷属性伤害提高40%</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240043]	70
44	2	2				100	广泛定义	闪避条上限提高<color=#168eec>30%</color>，恢复速率提升<color=#168eec>20%</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240044]	70
45	2	2				200	统一意愿	每次释放必杀技后10s内所有伤害额外附加<color=#168eec>20%真实伤害</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png	1	[2240045]	20
46	2	2				100	淡化争端	所有<color=#168eec>雷电球</color>主能力的冷却时间降低<color=#168eec>3秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240046]	70
47	2	2				100	结构强化	<color=#168eec>雷电球</color>所召唤雷击的<color=#168eec>伤害范围显著增强</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png	1	[2240047]	70
48	2	2				150	共同想象	每6秒自动获得一次<color=#168eec>技能球</color>，获得的数量会根据存在的<color=#168eec><color=#168eec>雷电球</color>数量</color>而变化	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png	1	[2240048]	40
49	2	2				200	自决意志	存在任何<color=#168eec>雷电球</color>时，角色如果受到致命伤害，则消耗所有<color=#168eec>雷电球</color>，<color=#168eec>保留1血不死并无敌3秒</color>，冷却30秒，并根据清空的雷球数量<color=#168eec>恢复40%-100%生命值</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png	1	[2240049]	20
50	2	2				100	平等思潮	<color=#168eec>雷电球</color>持续时间结束时，有概率<color=#168eec>再次召唤</color>一颗相同效果的<color=#168eec>雷电球</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240050]	70
51	2	2				100	模糊印象	根据<color=#168eec>雷电球</color>在场的数量，减少<color=#168eec>QTE冷却时间</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png		[2240051]	70
52	2	2				150	形态普及	所有<color=#168eec>雷电球</color>召唤雷击的间隔由3秒<color=#168eec>缩短至2秒</color>，每次雷击有10%概率眩晕敌人	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType4.png	1	[2240052]	40
53	3	1	1	1	5	200	真实刻画Ⅰ·迅击	<color=#13cfb7>触发普攻</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>20秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>200%攻击力</color>的冰属性伤害【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240053]	115
54	3	1	1	2	10	250	真实刻画Ⅱ·迅击	<color=#13cfb7>触发普攻</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>19秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>240%攻击力</color>的冰属性伤害【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240054]	115
55	3	1	1	3	15	300	真实刻画Ⅲ·迅击	<color=#13cfb7>触发普攻</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>18秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>270%攻击力</color>的冰属性伤害【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240055]	115
56	3	1	1	4	18	350	真实刻画Ⅳ·迅击	<color=#13cfb7>触发普攻</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>17秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>285%攻击力</color>的冰属性伤害【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240056]	115
57	3	1	2	1	5	200	真实刻画Ⅰ·消除	<color=#13cfb7>触发三消</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>23秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>250%攻击力</color>的冰属性伤害【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240057]	115
58	3	1	2	2	10	250	真实刻画Ⅱ·消除	<color=#13cfb7>触发三消</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>22秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>305%攻击力</color>的冰属性伤害【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240058]	115
59	3	1	2	3	15	300	真实刻画Ⅲ·消除	<color=#13cfb7>触发三消</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>21秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>342%攻击力</color>的冰属性伤害【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240059]	115
60	3	1	2	4	18	350	真实刻画Ⅳ·消除	<color=#13cfb7>触发三消</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>20秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>360%攻击力</color>的冰属性伤害【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240060]	115
61	3	1	3	1	5	200	真实刻画Ⅰ·迸发	<color=#13cfb7>触发必杀技</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>28秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>370%攻击力</color>的冰属性伤害【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240061]	115
62	3	1	3	2	10	250	真实刻画Ⅱ·迸发	<color=#13cfb7>触发必杀技</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>27秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>450%攻击力</color>的冰属性伤害。【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240062]	115
63	3	1	3	3	15	300	真实刻画Ⅲ·迸发	<color=#13cfb7>触发必杀技</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>26秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>500%攻击力</color>的冰属性伤害。【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240063]	115
64	3	1	3	4	18	350	真实刻画Ⅳ·迸发	<color=#13cfb7>触发必杀技</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>25秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>530%攻击力</color>的冰属性伤害。【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240064]	115
65	3	1	4	1	5	200	真实刻画Ⅰ·无懈	<color=#13cfb7>触发超算</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>20秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>250%攻击力</color>的冰属性伤害。【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240065]	115
66	3	1	4	2	10	250	真实刻画Ⅱ·无懈	<color=#13cfb7>触发超算</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>19秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>305%攻击力</color>的冰属性伤害。【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240066]	115
67	3	1	4	3	15	300	真实刻画Ⅲ·无懈	<color=#13cfb7>触发超算</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>18秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>342%攻击力</color>的冰属性伤害。【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240067]	115
68	3	1	4	4	18	350	真实刻画Ⅳ·无懈	<color=#13cfb7>触发超算</color>会召唤持续10秒的<color=#13cfb7>冰阵</color>，冷却<color=#13cfb7>17秒</color>，其中的敌方单位移速降低30%，每1.5秒受到一次<color=#13cfb7>360%攻击力</color>的冰属性伤害。【<color=#13cfb7>冰阵</color>最多同时存在一个，新<color=#13cfb7>冰阵</color>将继承剩余时间】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240068]	115
69	3	2				100	实境再临	造成的所有<color=#13cfb7>冰属性伤害提高40%</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240069]	70
70	3	2				100	黑暗谴责	受攻击后，<color=#13cfb7>免疫本次伤害</color>，并直接<color=#13cfb7>冻结攻击你的敌人5秒</color>，冷却30秒【冻结状态下的敌人受到任何伤害都会解冻，随后10秒内怪物额外受到5%的所有伤害，敌人每10秒才能再次被冻结】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240070]	70
71	3	2				200	崩溃写照	角色所有<color=#ff0000>受到的伤害提高15%</color>，角色所有<color=#13cfb7>三消伤害都会触发冻结敌人</color>的效果，冻结效果抗性降低的效果<color=#13cfb7>持续时间无限</color>【冻结状态下的敌人受到任何伤害都会解冻，解冻后的10秒内怪物全抗性降低5%，单个敌人每隔10秒才能再次被冻结】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png	1	[2240071]	20
72	3	2				150	朴实风韵	召唤<color=#13cfb7>冰阵</color>的数量上限提高至<color=#13cfb7>2个</color>，所有技能冷却<color=#13cfb7>降低5秒</color>，<color=#13cfb7>冰阵</color>伤害效果可以<color=#13cfb7>叠加</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png	1	[2240072]	40
73	3	2				150	本质触碰	<color=#13cfb7>冰阵</color>召唤后，每3秒会在中部爆炸一次，每次对区域内所有敌人造成<color=#13cfb7>150%冰属性伤害</color>，并<color=#13cfb7>直接冻结</color>被击中的敌人【冻结状态下的敌人受到任何伤害都会解冻，解冻后的10秒内怪物额外受到5%的所有伤害，单个敌人每隔10秒才能再次被冻结】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png	1	[2240073]	40
74	3	2				200	源于自然	拥有任意冰阵主能力后，角色自己身上将会永久存在<color=#13cfb7>持续时间无限的冰阵</color>【不占用召唤数量上限，跟随角色移动】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png	1	[2240074]	20
75	3	2				150	淳朴实质	<color=#13cfb7>冰阵</color>每段冰属性伤害触发频率调整为<color=#13cfb7>1s</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png	1	[2240075]	40
76	3	2				100	运命共情	在<color=#13cfb7>冰阵</color>内作战时，角色防御力提高<color=#13cfb7>20%</color>，且带有<color=#13cfb7>霸体效果</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240076]	70
77	3	2				100	浓厚哀叹	玩家根据在<color=#13cfb7>冰阵</color>内的敌人数量额外获得<color=#13cfb7>10%-25%</color>的伤害加成，在四个时达到上限	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240077]	70
