Id	MaxCount	Width	Height	Name	Icon	SmallIcon	Quality	Model	Desc	TypeId	LocateType	IsObstacle	SuitId	GainType	InitAttr	CreateTime	RandomGroupId	InteractRange	InteractWeight	InteractPos	InteractName	ReturnId	PicId	PicNum	MoneyNum	IlluminationSO	PointLight	BehaviorType	AttractBehaviorType	AnimationId	AttrTagY	FunitureBehaviorType	PutOnWidgetHight	HasBehavior	PosChangeType	PutNumType	IsDefaultLocked	PetId	ShowTimeStr
8612010		3	5	百叶窗	Assets/Product/Texture/Image/IconTools/IconDormPunkshutters001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkshutters001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkshutters/Punkshutters001.prefab	能透进一道道光线的百叶窗。	25012	2		5	2		1800	1						2036	1	2					1	1.0								
8511006		2	1	设备箱	Assets/Product/Texture/Image/IconTools/IconDormPunkcabinet001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkcabinet001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkcabinet/Punkcabinet001.prefab	满满当当装着各种设备零件的箱子，非常沉重的样子。	25011	1	1	5	2		1800	1						2037	1	2					1	1.0								
8511007		5	3	自动贩卖机	Assets/Product/Texture/Image/IconTools/IconDormPunkmachines001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkmachines001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkmachines/Punkmachines001.prefab	传说中不需要付钱的贩卖机，只要踹一脚就能得到你想要的。	25006	1	1	5	2		1800	1						2038	1	2			['CABINET']	['GOCABINET']	1	1.0								
8612012		2	2	控制终端	Assets/Product/Texture/Image/IconTools/IconDormPunkterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkterminal001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkterminal/Punkterminal001.prefab	房间的控制终端，有时候会冒电火花，拍一下就好了。	25012	2		5	2		1800	1						2039	1	2					1	1.0								
8406007		5	2	杂乱置物架	Assets/Product/Texture/Image/IconTools/IconDormPunklocker002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunklocker002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punklocker/Punklocker002.prefab	堆着乱七八糟各种物品的金属架，大概没人想去整理它了。	25006	1	1	5	2		1800	1	2	20	1			2040	1	2			['CABINET']	['GOCABINET']	1	1.0								
8508004		3	2	马桶	Assets/Product/Texture/Image/IconTools/IconDormPunktoilet001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunktoilet001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punktoilet/Punktoilet001.prefab	十分清洁的马桶，不必担心放在室内会污染空气。	25008	1	1	5	2		1800	1	2	20	1			2041	1	2			['CHAIR']	['GOCHAIR']	1	1.0								
8405003		6	5	维修台	Assets/Product/Texture/Image/IconTools/IconDormPunkrepairstation001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkrepairstation001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkrepairstation/Punkrepairstation001.prefab	偶尔也需要对出现故障的部件进行整修。	25005	1	1	5	2		1800	1	2	20	1			2042	1	2			['SLEEP']	['ATTRACT']	1	1.0								
8508005		2	2	吧椅	Assets/Product/Texture/Image/IconTools/IconDormPunkchair001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkchair001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkchair/Punkchair001.prefab	很老式的吧椅，小心不要坐跨了。	25008	1	1	5	2		1800	1	2	20	1			2043	1	2			['CHAIR']	['GOCHAIR']	1	1.0								
8407007		13	3	吧台	Assets/Product/Texture/Image/IconTools/IconDormPunkbar001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkbar001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkbar/Punkbar001.prefab	杂乱的吧台如果有一位小姐姐站台，就能焕然一新。	25007	1	1	5	2		1800	1						2044	1	2					1	1.0								
8404003		11	4	布艺沙发	Assets/Product/Texture/Image/IconTools/IconDormPunksofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunksofa001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punksofa/Punksofa001.prefab	不要在意舒适与否，只要干净整洁就好了。	25004	1	1	5	2		1800	1	2	20	3			2045	1	2			['SIT']	['GOSOFA']	1	1.0								
8404004		4	6	拼接沙发	Assets/Product/Texture/Image/IconTools/IconDormPunksofa002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunksofa002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punksofa/Punksofa002.prefab	可以和其他沙发拼接起来，加长之后就能坐下更多人了。	25004	1	1	5	2		1800	1	2	20	1			2046	1	2			['SIT']	['GOSOFA']	1	1.0								
8612013		4	3	海报α	Assets/Product/Texture/Image/IconTools/IconDormPunkposters001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkposters001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkposters/Punkposters001.prefab	某位构造体的海报。为什么是侧脸？	25012	2		5	2		1800	1						2047	1	2					1	1.0								
8612014		2	3	海报β	Assets/Product/Texture/Image/IconTools/IconDormPunkposters002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkposters002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkposters/Punkposters002.prefab	丽芙的写真海报。	25012	2		5	2		1800	1						2048	1	2					1	1.0								
8612015		4	3	海报γ	Assets/Product/Texture/Image/IconTools/IconDormPunkposters003.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkposters003Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkposters/Punkposters003.prefab	露西亚发现指挥官在给自己拍照时的样子。	25012	2		5	2		1800	1						2049	1	2					1	1.0								
8612016		10	6	霓虹灯Logo	Assets/Product/Texture/Image/IconTools/IconDormPunktube002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunktube002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punktube/Punktube002.prefab	灰鸦小队的霓虹灯Logo。	25012	2		5	2		1800	1						2050	1	2					1	1.0								
8612017		5	4	置物架	Assets/Product/Texture/Image/IconTools/IconDormPunklocker003.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunklocker003Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punklocker/Punklocker003.prefab	奇怪的置物架，上面一层好像锁起来了。	25012	2	1	5	2		1800	1						2051	1	2					1	1.0								
8101005				朋克风地板	Assets/Product/Texture/Image/IconTools/IconDormPunkfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkfloor001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkfloor/Punkfloor001.prefab	朋克风的方形地板。	25001			5	2		1800	1						2052	1	2					1	1.0								
8301005				朋克风天花板	Assets/Product/Texture/Image/IconTools/IconDormPunkceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkceiling001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkceiling/Punkceiling001.prefab	裸露着金属架结构的天花板。	25003			5	2		1800	1						2053	1	2	Assets/Product/Scene/SuShe/IlluminationSO/GlobalIllumSOPunk.asset	Assets/Product/Scene/SuShe/PointLightPrefab/PointLightPunk.prefab			1	1.0								
8201005				朋克风Logo墙	Assets/Product/Texture/Image/IconTools/IconDormPunkwall001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkwall001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkwall/Punkwall001.prefab	非常个性化的墙壁。	25002			5	2		1800	1						2054	1	2					1	1.0								
8612018		13	11	纸窗	Assets/Product/Texture/Image/IconTools/IconDormCherrywindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrywindow001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrywindow/Cherrywindow001.prefab	和风的木质格子纸窗，小心不要戳出个洞来哦。	25012	2		3	2		1800	1						2055	1	2					1	1.0								
8508006		2	2	坐垫椅	Assets/Product/Texture/Image/IconTools/IconDormCherrychaircushion001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrychaircushion001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrychaircushion/Cherrychaircushion001.prefab	带有坐垫的靠背椅。	25009	1	1	3	2		1800	1	2		1			2056	1	2			['BENCH']	['GOBENCH']	1	0.6								
8511008		2	2	盆栽竹	Assets/Product/Texture/Image/IconTools/IconDormCherrybamboo001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrybamboo001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrybamboo/Cherrybamboo001.prefab	给房间增加高雅气氛的竹子盆栽。	25011	1	1	3	2		1800	1						2057	1	2					1	1.0								
8612019		10	7	樱花和扇	Assets/Product/Texture/Image/IconTools/IconDormCherryfan001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryfan001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryfan/Cherryfan001.prefab	纸面绘有樱花的和扇挂饰。	25012	2		3	2		1800	1						2058	1	2					1	1.0								
8612020		6	11	挂画墙	Assets/Product/Texture/Image/IconTools/IconDormCherrypicture001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrypicture001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrypicture/Cherrypicture001.prefab	据说是旧时代某一幅著名画作，但好像只传下来其中一部分。	25012	2		3	2		1800	1						2059	1	2					1	1.0								
8406008		5	2	和风立柜	Assets/Product/Texture/Image/IconTools/IconDormCherrycabinet001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrycabinet001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrycabinet/Cherrycabinet001.prefab	嵌有圆纸窗的壁柜，优雅气质十足。	25006	1	1	3	2		1800	1	2	20	1			2060	1	2			['CABINET']	['GOCABINET']	1	1.0								
8511009		7	11	地铺	Assets/Product/Texture/Image/IconTools/IconDormCherryshakedown001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryshakedown001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryshakedown/Cherryshakedown001.prefab	小心不要着凉哦。	25011	1	1	3	2		1800	1						2061	1	2					1	0.4								
8511010		14	2	樱花折屏	Assets/Product/Texture/Image/IconTools/IconDormCherryscreen001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryscreen001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryscreen/Cherryscreen001.prefab	曲折掩映，含蓄婉转，蕴藏着独特的文化气质。	25011	1	1	3	2		1800	1						2062	1	2					1	1.0								
8511011		5	3	刀架矮柜	Assets/Product/Texture/Image/IconTools/IconDormCherryshortark001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryshortark001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryshortark/Cherryshortark001.prefab	用于展示武士刀的柜子，受到露西亚的喜爱。	25011	1	1	3	2		1800	1						2063	1	2					1	1.0								
8407008		11	10	被炉	Assets/Product/Texture/Image/IconTools/IconDormCherryfurnace001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryfurnace001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryfurnace/Cherryfurnace001.prefab	“被炉是最可怕的黑洞！进去就出不来了！”	25007	1	1	3	2		1800	1						2064	1	2					1	1.0								
8407009		8	4	饮酒茶几	Assets/Product/Texture/Image/IconTools/IconDormCherryteatable001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryteatable001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryteatable/Cherryteatable001.prefab	工作结束之后，摆上一壶小酒和一碟小食，再惬意不过。	25007	1	1	3	2		1800	1						2065	1	2					1	1.0								
8511012		9	6	浴桶	Assets/Product/Texture/Image/IconTools/IconDormCherrybathbucket001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrybathbucket001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrybathbucket/Cherrybathbucket001.prefab	冒着腾腾热气的温暖浴桶，构造体也要好好清洗身体哦。	25011	1	1	3	2		1800	1						2066	1	2					1	1.0								
8612021		1	3	和风纸吊灯	Assets/Product/Texture/Image/IconTools/IconDormCherrydroplight001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrydroplight001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrydroplight/Cherrydroplight001.prefab	传统风格的纸吊灯，总是让人想到三途河上的灵魂们悠悠渡河的情形。	25012	2		3	2		1800	1						2067	1	2					1	1.0								
8101006				和风地板	Assets/Product/Texture/Image/IconTools/IconDormCherryfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryfloor001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryfloor/Cherryfloor001.prefab	是柔和的木制地板哟。	25001			3	2		1800	1						2068	1	2					1	1.0								
8301006				木梁吊顶	Assets/Product/Texture/Image/IconTools/IconDormCherryceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryceiling001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryceiling/Cherryceiling001.prefab	传统形式的横木梁吊顶，给人一种来到居酒屋的感觉。	25003			3	2		1800	1						2069	1	2	Assets/Product/Scene/SuShe/IlluminationSO/GlobalIllumSOcherry.asset	Assets/Product/Scene/SuShe/PointLightPrefab/PointLightCherry.prefab			1	1.0								
8201006				樱花墙	Assets/Product/Texture/Image/IconTools/IconDormCherrywall.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrywallSp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrywall/Cherrywall.prefab	樱花色的墙壁，好像能嗅到樱花的芬芳。	25002			3	2		1800	1						2070	1	2					1	1.0								
8511013		3	2	bilibili电视	Assets/Product/Texture/Image/IconTools/IconDormQudaobilibili001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQudaobilibili001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Qudao/Qudaobilibili001/Qudaobilibili001.prefab	哔哩哔哩-(゜-゜)つロ乾杯~	25011	1	1	99	2		1800	1						2071	1	2					1	1.0						True		
