Id	FurnitureId	ExtraAttrId	AdditionId	Quality	Name
8040007	8612023	100004	114		挂壁烛台灯
8040008	8612024	100004	114		挂壁摆钟
8040009	8511027	100002	114		欧式暖炉
8040010	8612025	100004	114		挂帘格子窗
8040011	8511028	100002	114		圣诞树
8040012	8404005	100001	114		欧式简约沙发
8040013	8612026	100004	114		油画《日出》
8040014	8406010	100001	114		欧式书柜
8040015	8407010	100001	114		圣诞长餐桌
8040016	8508007	100003	114		欧式高背椅
8040017	8508008	100003	114		坐垫矮凳
8040018	8101007	100001	114		瓷砖地板
8040019	8201007	100001	114		圣诞装饰墙
8040020	8301007	100001	114		吊灯横梁
8050002	8612027	100004	114		挂柱灯笼
8050003	8407012	100001	114		中式茶几
8050004	8508010	100003	114		中式官帽椅
8050005	8405005	100001	114		中式案台
8050006	8508011	100003	114		中式长凳
8050007	8406011	100001	114		中式五斗柜
8050008	8510007	100003	114		中式橱柜
8050009	8511037	100002	114		土陶酒坛
8050010	8511038	100002	114		中式花几
8050011	8612028	100004	114		春联
8050012	8612029	100004	114		茶馆挂旗
8050013	8612030	100004	114		茶馆窗棂
8050014	8407013	100001	114		茶馆柜台
8050015	8511039	100002	114		中式落地灯
8050016	8511040	100002	114		中式屏风
8050017	8404008	100001	114		中式卧榻
8050018	8101008	100001	114		茶馆大门
8050019	8201008	100001	114		挂檐灯笼
8050020	8301008	100001	114		中式地毯
8060001	8301009	100001	114		天花板
8060002	8101010	100001	114		地板
8060003	8201009	100001	114		墙壁
8060004	8404009	100001	114		教堂长椅
8060005	8405006	100001	114		棺材
8060006	8406012	100001	114		壁龛
8060007	8508013	100003	114		教堂椅子
8060008	8508012	100003	114		钢琴椅
8060009	8511047	100002	114		宣讲台
8060010	8511042	100002	114		地球仪
8060011	8511043	100002	114		祈祷台
8060012	8511044	100002	114		三脚钢琴
8060013	8511045	100002	114		护栏
8060014	8511046	100002	114		教堂花坛
8060015	8612031	100004	114		教堂彩窗
8060016	8612032	100004	114		神父画像
8060017	8612033	100004	114		教会旗
8060018	8612034	100004	114		背景墙
8070001	8700001	100001	114		棋盘天花板
8070002	8700002	100001	114		棋盘地板
8070003	8700003	100001	114		棋盘墙
8070004	8700004	100001	114		龙椅
8070005	8700005	100001	114		棋盘床
8070006	8700006	100001	114		棋盘柜子
8070007	8700007	100002	114		棋盘鼎
8070008	8700008	100002	114		构造体士兵Q版棋子
8070009	8700009	100002	114		哨戒机炮Q版棋子
8070010	8700010	100002	114		提法Q版棋子
8070011	8700011	100002	114		管家
8070012	8700012	100002	114		长矛手Q版棋子
8070013	8700013	100002	114		弓箭手Q版棋子
8070014	8700014	100002	114		罗兰Q版棋子
8070015	8700015	100002	114		罗塞塔Q版棋子
8070016	8700016	100002	114		卡列尼娜Q版棋子
8070017	8700017	100002	114		七实Q版棋子
8070018	8700018	100002	114		里Q版棋子
8070019	8700019	100002	114		露西亚Q版棋子
8070020	8700020	100002	114		丽芙Q版棋子
8070021	8700021	100002	114		神威Q版棋子
8070022	8700022	100004	114		棋盘窗
8070023	8700023	100004	114		墙面挂件
8800001	8800001	100002	114		地中海鱼缸
8800002	8800002	100001	114		地中海天花板
8800003	8800003	100001	114		地中海地板
8800004	8800004	100001	114		地中海墙
8800005	8800005	100001	114		地中海柜子
8800006	8800006	100001	114		地中海麻将桌
8800007	8800007	100004	114		地中海窗户-带窗帘
8800008	8800008	100004	114		地中海花台窗
8800009	8800009	100001	114		地中海台球桌
8800010	8800010	100001	114		地中海沙发
8800011	8800011	100004	114		地中海壁画
8800012	8800012	100004	114		地中海游泳圈
8800013	8800013	100003	114		地中海麻将椅
8800014	8800014	100004	114		地中海壁灯
8800015	8800015	100001	114		地中海床
8810001	8810001	100004	114		肯德基价目表
8810002	8810002	100001	114		肯德基收银台
8810003	8810003	100004	114		肯德基海报
8810004	8810004	100002	114		肯德基展示架
8900001	8900001	100003	114		守林人烤肉架
8900002	8900002	100001	114		守林人天花板
8900003	8900003	100001	114		守林人地板
8900004	8900004	100001	114		守林人墙
8900005	8900005	100001	114		守林人柜子
8900006	8900006	100001	114		守林人办公桌
8900007	8900007	100004	114		守林人窗子
8900008	8900008	100004	114		守林人壁画
8900009	8900009	100001	114		守林人茶几
8900010	8900010	100001	114		守林人沙发
8900011	8900011	100002	114		守林人床头柜
8900012	8900012	100003	114		守林人板凳
8900013	8900013	100004	114		守林人壁灯
8900014	8900014	100001	114		守林人床
8900015	8900015	100004	114		守林人小窗子
8900016	8900016	100004	114		守林人刀斧挂件
8400010	8400010	100001	114		赎罪高台
8910001	8910001	100001	114		天花板
8910002	8910002	100001	114		地板
8910003	8910003	100001	114		墙
8910004	8910004	100001	114		柜子
8910005	8910005	100001	114		小圆桌
8910006	8910006	100003	114		茶几
8910007	8910007	100001	114		沙发
8910008	8910008	100003	114		小凳子
8910009	8910009	100001	114		床
8910010	8910010	100003	114		坩埚架
8910011	8910011	100004	114		屏风隔离
8910012	8910012	100003	114		魔法地毯
8910013	8910013	100003	114		烛台
8910014	8910014	100003	114		镰刀装饰
8920001	8920001	100001	114		墙
8920002	8920002	100001	114		地面
8920003	8920003	100001	114		天花板
8920004	8920004	100001	114		甜品柜
8920005	8920005	100001	114		蛋糕桌
8920006	8920006	100001	114		粉沙发
8920007	8920007	100001	114		角鲸床
8920008	8920008	100003	114		盆栽摄影机
8920009	8920009	100004	114		隔离墙
8920010	8920010	100003	114		盆栽摆件
8920011	8920011	100003	114		狗头
8920012	8920012	100003	114		滑梯
8920013	8920013	100003	114		甜甜圈
8920014	8920014	100003	114		水晶球
8920015	8920015	100004	114		窗子
8920016	8920016	100004	114		飞镖盘
8920017	8920017	100003	114		绿沙发
8920018	8920018	100003	114		紫沙发
8920019	8920019	100003	114		黄沙发
8930001	8930001	100001	114		戏园幕墙
8930002	8930002	100001	114		戏园地毯
8930003	8930003	100001	114		垂伞横梁
8930004	8930004	100001	114		戏园寝榻
8930005	8930005	100002	114		席地明灯
8930006	8930006	100004	114		竹香屏风
8930007	8930007	100002	114		戏园立灯
8930008	8930008	100002	114		戏园惊鼓
8930009	8930009	100002	114		青曲戏台
8930010	8930010	100002	114		仙云饰架
8930011	8930011	100004	114		踏雪寻梅
8930012	8930012	100001	114		戏园书柜
8930013	8930013	100004	114		戏园糙窗
8930014	8930014	100001	114		戏园卧椅
8930015	8930015	100003	114		戏园板凳
8930016	8930016	100001	114		书台案牍
8940001	8940001	100001	114		原木方格
8940002	8940002	100001	114		幽深石堡
8940003	8940003	100001	114		天光穹顶
8940004	8940004	100001	114		绿植摇椅
8940005	8940005	100001	114		糖果美梦
8940006	8940006	100001	114		巧手魔橱
8940007	8940007	100001	114		茶歇圆桌
8940008	8940008	100003	114		可可靠椅
8940009	8940009	100003	114		经年树桩
8940010	8940010	100003	114		悠闲午后
8940011	8940011	100002	114		林间小径
8940012	8940012	100002	114		翻糖园篱
8940013	8940013	100002	114		甜蜜芬芳
8940014	8940014	100002	114		绿植花架
8940015	8940015	100002	114		白石立柱
8940016	8940016	100004	114		壁挂花池
8940017	8940017	100004	114		碎花拼彩
8950001	8950001	100005	114		坠星吊顶
8950002	8950002	100005	114		休眠舱
8950003	8950003	100005	114		银河之怀
8950004	8950004	100005	114		武器柜
8950005	8950005	100005	114		多功能战术桌
8950006	8950006	100006	114		清洁能手
8950007	8950007	100006	114		星空望远镜
8950008	8950008	100008	109		繁星挂灯
8950009	8950009	100008	109		星月夜窗
8950010	8950010	100008	109		战术幕墙
8960001	8960001	100001	114		21号的实验室白墙
8960002	8960002	100001	114		曲·雀翎的堆满书的沙发
8960003	8960003	100001	114		渡边·夜刃的仿军用休眠仓
8960004	8960004	100001	114		渡边·夙星的军用休眠仓
8960005	8960005	100001	114		A级万事的懒人沙发
8960006	8960006	100001	114		苏菲亚·银牙的维修工具套组
8960007	8960007	100001	114		艾拉·溢彩的绘画工作组
8960008	8960008	100001	114		里·异火的机械工作台
8960009	8960009	100001	114		里·乱数的机械工作台X
8960010	8960010	100001	114		露西亚·红莲的简易料理台
8960011	8960011	100001	114		露西亚·黎明的精致料理台
8960012	8960012	100001	114		露西亚·鸦羽的高级料理台
8960013	8960013	100002	114		常羽·游麟的木人桩
8960014	8960014	100002	114		丽芙·蚀暗的简单礼服
8960015	8960015	100002	114		丽芙·流光的精致礼服
8960016	8960016	100002	114		丽芙·仰光的悬浮水母球
8960017	8960017	100002	114		露娜·银冕的全息星系模型
8960018	8960018	100002	114		露西亚·深红之渊的红色机车
8960019	8960019	100002	114		罗塞塔·凛冽的树形摆件
8960020	8960020	100002	114		七实·风暴的简单饮料宠物
8960021	8960021	100002	114		七实·脉冲的复杂饮料宠物
8960022	8960022	100004	114		神威·重能的电子游戏套装
8960023	8960023	100004	114		神威·暗能的精致电子游戏套装
8960024	8960024	100002	114		薇拉·瑰丽的架子鼓
8960025	8960025	100002	114		卡穆·狂犬的食品柜
8960026	8960026	100002	114		赛琳娜的留声机宠物
8960027	8960027	100004	114		比安卡·零度的紫羽弓架
8960028	8960028	100004	114		比安卡·真理的白羽弓架
8960029	8960029	100004	114		卡列尼娜·爆裂的烟花投影
8960030	8960030	100004	114		卡列尼娜·烬燃的精致烟花投影
8960031	8960031	100004	114		库洛姆·弧光的日程板
8960032	8960032	100004	114		S级库洛姆的日程板X
8960033	8960033	100004	114		罗兰的电影海报
8960034	8960034	100002	114		绯耀的鼓
8960035	8960035	100002	114		丽芙的笼子
8960036	8960036	100002	114		赛琳娜的留声机
8960037	8960037	100002	114		告解室
8960038	8960038	100002	114		纯白礼服
8960039	8960039	100004	114		瑞狮衔霓
8960040	8960040	100002	114		七实机甲
8970001	8970001	100002	114		每日练习
8970002	8970002	100004	114		书写青春
8970003	8970003	100002	114		清新空气
8970004	8970004	100003	114		纸箱堆砌
8970005	8970005	100002	114		后备物资
8970006	8970006	100001	114		手工彩旗
8970007	8970007	100003	114		教室课椅
8970008	8970008	100001	114		教室课桌
8970009	8970009	100001	114		实木地板
8970010	8970010	100001	114		光荣劳动
8970011	8970011	100002	114		扣篮高手
8970012	8970012	100002	114		最后冲刺
8970013	8970013	100002	114		逆转时刻
8970014	8970014	100001	114		零食满载
8970015	8970015	100003	114		夏祭舞台
8970016	8970016	100001	114		跳马沙发
8970017	8970017	100001	114		缤纷墙纸
8970018	8970018	100002	114		水分补给
8970019	8970019	100004	114		耀眼阳光
8980001	8980001	100002	114		银汉迢渡
8980002	8980002	100001	114		弄巧纤云
8980003	8980003	100002	114		玉露缘照
8980004	8980004	100004	114		金风鹊窗
8980005	8980005	100003	114		莲蓉月饼凳
8980006	8980006	100003	114		奶油月饼凳
8980007	8980007	100003	114		冰淇淋月饼凳
8980008	8980008	100003	114		绿豆月饼凳
8980009	8980009	100003	114		五仁月饼凳
8980010	8980010	100001	114		皎月圆桌
8981001	8981001	100002	114		简易护理推车
8981002	8981002	100001	114		通用理疗床
8981003	8981003	100003	114		医疗睡舱
8981005	8981005	100001	114		胞体连环
8981006	8981006	100003	114		命之星塔
8981007	8981007	100002	114		手术用记录屏
8981008	8981008	100001	114		医生办公台
8981009	8981009	100001	114		维育方土
8981010	8981010	100001	114		蜂巢矮桌
8981011	8981011	100002	114		指示屏幕
8981012	8981012	100002	114		屏幕化机械臂
8981013	8981013	100002	114		蜂巢饰架
8981014	8981014	100002	114		双层推车
8981015	8981015	100001	114		生命之星沙发床
8981016	8981016	100002	114		病历终端
8981017	8981017	100001	114		祈祷灰墙
8981018	8981018	100002	114		翼蛇杖
8981019	8981019	100003	114		理疗椅
8981020	8981020	100004	114		彩窗
8981101	8981101	100001	114		库洛洛吧台
8981102	8981102	100001	114		迪斯科球
8981103	8981103	100004	114		库洛洛贴纸
8981104	8981104	100001	114		DJ台
8981106	8981106	100002	114		咚咚锵电子鼓
8981107	8981107	100001	114		嗨翻舞池
8981108	8981108	100002	114		调音电吉他
8981109	8981109	100003	114		变音麦克风
8981110	8981110	100001	114		迪厅沙发
8981111	8981111	100002	114		闪亮舞台
8981112	8981112	100002	114		环式音箱
8981113	8981113	100003	114		迪厅矮凳
8981114	8981114	100002	114		音律圆桌
8981115	8981115	100001	114		音浪示墙
8981116	8981116	100001	114		库洛洛展示柜
8981201	8981201	100004	114		得分怪兽
8981202	8981202	100003	114		Throne
8981203	8981203	100003	114		教父衣架
8981204	8981204	100003	114		暗室青葵
8981205	8981205	100001	114		话事圆桌
8981301	8981301	100004	114		春色窥窗
8981302	8981302	100003	114		坐石听雪
8981303	8981303	100002	114		倚壁观山
8981304	8981304	100001	114		闲饮执棋
8981305	8981305	100003	114		迎客松
8981401	8981401	100001	114		马赛克地板
8981402	8981402	100001	114		青翠格栅
8981403	8981403	100001	114		琳琅满目
8981404	8981404	100001	114		小憩片刻
8981405	8981405	100001	114		渐入佳境
8981406	8981406	100001	114		任君挑选
8981407	8981407	100001	114		有劳餐牌
8981408	8981408	100001	114		有劳下单
8981409	8981409	100003	114		万用好手
8981410	8981410	100003	114		饮料补给
8981411	8981411	100003	114		冲锋餐车
8981412	8981412	100003	114		老巷街灯
8981413	8981413	100003	114		噔噔噔凳
8981414	8981414	100003	114		地标建筑
8981415	8981415	100003	114		大桔利是
8981416	8981416	100004	114		鞭炮挂饰
8981417	8981417	100004	114		老字号
8981418	8981418	100004	114		岁月间距
8981419	8981419	100004	114		旧时风格
8981501	8981501	100001	114		中世纪床铺
8981502	8981502	100001	114		中世纪书架
8981503	8981503	100001	114		中世纪书桌
8981504	8981504	100003	114		中世纪板凳
8981505	8981505	100004	114		中世纪剑盾
8981506	8981506	100001	114		田园吊床
8981507	8981507	100001	114		田园菜篮
8981508	8981508	100001	114		田园桌子
8981509	8981509	100003	114		田园板凳
8981510	8981510	100003	114		田园水池
8981511	8981511	100003	114		哈卡玛专属家具
8981512	8981512	100004	114		OST特典家具
8981601	8981601	100001	114		茶会长桌
8981602	8981602	100001	114		茶会圆桌
8981603	8981603	100004	114		茶会椅子
8981604	8981604	100003	114		茶会兔子
8981605	8981605	100003	114		茶会立板
8981606	8981606	100004	114		茶会栅栏
8981607	8981607	100001	114		侦探沙发
8981608	8981608	100004	114		侦探椅子
8981609	8981609	100001	114		侦探长桌
8981610	8981610	100001	114		侦探圆桌
8981611	8981611	100003	114		侦探壁炉
8981612	8981612	100004	114		侦探线索板
8981613	8981613	100001	114		卡列家具
8981614	8981614	100003	114		白毛特典家具
8981701	8981701	100001	114		图书馆大柜
8981702	8981702	100001	114		图书馆圆桌
8981703	8981703	100003	114		图书馆椅子
8981704	8981704	100003	114		图书馆推车
8981705	8981705	100003	114		图书馆望远镜
8981706	8981706	100001	114		端午橱柜
8981707	8981707	100001	114		端午桌子
8981708	8981708	100003	114		端午椅子
8981709	8981709	100003	114		端午灶台
8981710	8981710	100004	114		端午挂饰1
8981711	8981711	100004	114		端午挂饰2
8981712	8981712	100001	114		诺安专属家具
8981801	8981801	100001	114		酒吧地板
8981802	8981802	100001	114		酒吧墙壁
8981803	8981803	100001	114		酒吧天花板
8981804	8981804	100001	114		酒吧车头沙发
8981805	8981805	100001	114		酒吧车尾沙发
8981806	8981806	100001	114		酒吧汽车床
8981807	8981807	100001	114		酒吧酒柜
8981808	8981808	100001	114		酒吧饮料柜
8981809	8981809	100001	114		酒吧桌子
8981810	8981810	100003	114		酒吧小椅
8981811	8981811	100003	114		酒吧音乐柜
8981812	8981812	100003	114		酒吧吧台
8981813	8981813	100004	114		酒吧小窗
8981814	8981814	100004	114		酒吧箭头
8981815	8981815	100004	114		酒吧灯牌
8981816	8981816	100004	114		酒吧墙饰
8981817	8981817	100001	114		比安卡专属家具
8981818	8981818	100004	114		曲特典家具
8981901	8981901	100001	114		中秋床
8981902	8981902	100001	114		中秋桌子
8981903	8981903	100003	114		中秋椅
8981904	8981904	100003	114		中秋葡萄架
8981905	8981905	100003	114		中秋花篮
8981906	8981906	100001	114		人偶屋柜子
8981907	8981907	100001	114		人偶屋工作桌
8981908	8981908	100001	114		人偶屋缝纫台
8981909	8981909	100003	114		人偶屋椅子
8981910	8981910	100003	114		人偶屋摆件
8981911	8981911	100003	114		人偶屋植物
8981912	8981912	100004	114		人偶屋工具墙
8981913	8981913	100003	114		邦比专属家具
8981914	8981914	100003	114		仰光家具特典
8982001	8982001	100001	114		摄影室地板
8982002	8982002	100001	114		摄影室墙面
8982003	8982003	100001	114		摄影室天花板
8982004	8982004	100001	114		摄影室沙发
8982005	8982005	100001	114		摄影室床
8982006	8982006	100001	114		摄影室展示柜
8982007	8982007	100001	114		摄影室置物架
8982008	8982008	100001	114		摄影室柜台
8982009	8982009	100001	114		摄影室工作桌
8982010	8982010	100001	114		摄影室曝光台
8982011	8982011	100001	114		摄影室冲洗台
8982012	8982012	100003	114		摄影室摄影机
8982013	8982013	100003	114		摄影室摄影棚
8982014	8982014	100004	114		摄影室壁挂相机
8982015	8982015	100004	114		摄影室暗房壁灯
8982016	8982016	100004	114		摄影室窗户
8982017	8982017	100004	114		摄影室照片墙
8982018	8982018	100004	114		摄影室隔离墙（左）
8982019	8982019	100004	114		摄影室隔离墙（右）
8982020	8982020	100003	114		超里专属家具
8982101	8982101	100001	114		考古套地板
8982102	8982102	100001	114		考古套墙壁
8982103	8982103	100001	114		考古套天花板
8982104	8982104	100001	114		考古套沙发
8982105	8982105	100001	114		考古套床
8982106	8982106	100001	114		考古套书柜
8982107	8982107	100001	114		考古套柜子
8982108	8982108	100001	114		考古套小茶几
8982109	8982109	100001	114		考古套展示桌
8982110	8982110	100001	114		考古套工作桌
8982111	8982111	100003	114		考古套椅子
8982112	8982112	100003	114		考古套瓷器摆件
8982113	8982113	100003	114		考古套展示柜
8982114	8982114	100003	114		考古套鲸鱼骨架
8982115	8982115	100004	114		考古套壁灯
8982116	8982116	100004	114		考古套标本小挂饰
8982117	8982117	100004	114		考古套标本大挂饰
8982118	8982118	100004	114		考古套窗户
8982119	8982119	100003	114		艾拉专属家具
8982201	8982201	100001	114		舞狮套地板
8982202	8982202	100001	114		舞狮套墙
8982203	8982203	100001	114		舞狮套天花板
8982204	8982204	100001	114		舞狮套沙发
8982205	8982205	100001	114		舞狮套床
8982206	8982206	100001	114		舞狮套柜子
8982207	8982207	100001	114		舞狮套餐桌
8982208	8982208	100003	114		舞狮套小板凳
8982209	8982209	100003	114		舞狮套置物架
8982210	8982210	100003	114		舞狮套旗子
8982211	8982211	100003	114		舞狮套落地灯
8982212	8982212	100003	114		舞狮套松树盆栽
8982213	8982213	100003	114		舞狮套舞台
8982214	8982214	100004	114		舞狮套云纹挂画
8982215	8982215	100004	114		舞狮套挂字
8982216	8982216	100004	114		舞狮套挂画舞狮
8982217	8982217	100004	114		舞狮套窗户
8982218	8982218	100004	114		舞狮套窗户之二
8982219	8982219	100004	114		舞狮套屏风
8982220	8982220	100003	114		白毛专属家具
8982221	8982221	100001	114		运营售货柜
8982301	8982301	100001	114		无线电柜子
8982302	8982302	100001	114		无线电桌子
8982303	8982303	100003	114		无线电椅子
8982304	8982304	100003	114		无线电矮柜
8982305	8982305	100004	114		无线电墙贴
8982306	8982306	100001	114		舞姬套床
8982307	8982307	100001	114		舞姬套梳妆台
8982308	8982308	100003	114		舞姬套椅子
8982309	8982309	100004	114		舞姬套挂饰
8982310	8982310	100004	114		舞姬套屏风
8982311	8982311	100003	114		含英专属家具
8982401	8982401	100001	114		街角套长凳
8982402	8982402	100003	114		街角套街花
8982403	8982403	100003	114		街角套邮筒
8982404	8982404	100003	114		街角套指路牌
8982405	8982405	100003	114		街角套电话亭
8982406	8982406	100003	114		小红帽野餐篮
8982407	8982407	100001	114		小红帽小床
8982408	8982408	100001	114		小红帽柜子
8982409	8982409	100003	114		小红帽矮柜
8982420	8982420	100003	114		小红帽蔷薇栅栏
8982421	8982421	100003	114		21号专属家具
8982501	8982501	100001	114		滑板套沙发
8982502	8982502	100002	114		滑板套棒球架
8982503	8982503	100002	114		滑板套喷罐套装
8982504	8982504	100002	114		滑板套滑板架
8982505	8982505	100002	114		滑板套赛道
8982506	8982506	100004	114		滑板套涂鸦墙
8982507	8982507	100001	114		酒馆套桌子
8982508	8982508	100003	114		酒馆套椅子
8982509	8982509	100002	114		酒馆套吧台
8982510	8982510	100004	114		酒馆套挂饰
8982511	8982511	100004	114		酒馆套门扉
8982512	8982512	100004	114		酒馆套栅栏
8982513	8982513	100002	114		诺克提专属家具
8982514	8982514	100002	114		九龙船模型
8982515	8982515	100002	114		剑道家具
8982516	8982516	100002	320		库洛洛图腾柱
8982517	8982517	100004	320		赛利卡的微笑
8982601	8982601	100001	114		审判庭书记台
8982602	8982602	100001	114		审判庭陪审席
8982603	8982603	100003	114		审判庭椅子
8982604	8982604	100002	114		审判庭审判台
8982605	8982605	100004	114		审判庭挂件
8982606	8982606	100001	114		初夏沙发
8982607	8982607	100001	114		初夏小床
8982608	8982608	100001	114		初夏衣柜
8982609	8982609	100003	114		初夏床头桌
8982610	8982610	100001	114		初夏茶几
8982611	8982611	100004	114		初夏挂钟
8982612	8982612	100002	114		回音专属家具
8982613	8982613	100002	114		罗森家具
8982614	8982614	100002	114		审判庭雕塑摆件
8982701	8982701	100001	114		夏活地板
8982702	8982702	100001	114		夏活墙壁
8982703	8982703	100001	114		夏活天花板
8982704	8982704	100001	114		夏活床
8982705	8982705	100001	114		夏活小吧台
8982706	8982706	100001	114		夏活水果下午茶桌
8982707	8982707	100001	114		夏活洗脸池
8982708	8982708	100003	114		夏活水果椅子
8982709	8982709	100003	114		夏活吧台椅
8982710	8982710	100003	114		夏活零食柜
8982711	8982711	100003	114		夏活床头柜
8982712	8982712	100002	114		夏活杂物箱
8982713	8982713	100002	114		夏活浴缸
8982714	8982714	100004	114		夏活衣帽挂饰架
8982715	8982715	100004	114		夏活镜子
8982716	8982716	100004	114		夏活浴室窗台
8982717	8982717	100004	114		夏活落地窗
8982718	8982718	100004	114		夏活隔离墙
8982719	8982719	100002	114		夏活拉弥亚专属家具
8982720	8982720	100002	114		夏活罗塞塔特典家具
8982721	8982721	100001	114		餐厅冷饮冰箱
8982722	8982722	100001	114		餐厅水果台
8982723	8982723	100001	114		餐厅冷饮收银台
8982724	8982724	100003	114		餐厅冷饮餐车
8982801	8982801	100001	114		秋季套柜子
8982802	8982802	100001	114		秋季套桌子
8982803	8982803	100003	114		秋季套椅子
8982804	8982804	100002	114		秋季套物件
8982805	8982805	100002	114		秋季套物件
8982806	8982806	100004	114		秋季套挂饰
8982807	8982807	100001	114		植物套床
8982808	8982808	100001	114		植物套柜子
8982809	8982809	100001	114		植物套桌子
8982810	8982810	100003	114		植物套椅子
8982811	8982811	100002	114		植物套物件
8982812	8982812	100004	114		植物套挂饰
8982901	8982901	100001	114		营地套床
8982902	8982902	100001	114		营地套柜子
8982903	8982903	100001	114		营地套桌子
8982904	8982904	100003	114		营地套椅子
8982905	8982905	100002	114		营地套油桶摆件
8982906	8982906	100004	114		营地套地图挂饰
8982907	8982907	100001	114		小狗套沙发
8982908	8982908	100001	114		小狗套售货柜1
8982909	8982909	100001	114		小狗套售货柜2
8982910	8982910	100001	114		小狗套收银台
8982911	8982911	100001	114		小狗套桌子
8982912	8982912	100004	114		小狗套日历挂饰
8982913	8982913	100004	114		小狗套菜单挂饰
8982914	8982914	100002	114		渡边专属家具
8983001	8983001	100001	114		王室地板
8983002	8983002	100001	114		王室墙
8983003	8983003	100001	114		王室天花板
8983004	8983004	100001	114		王室沙发
