Id	Type	ShowType	GetShowType	ConditionId	Name	Desc	Icon	BgColor	Duration	Params
110111	1	1	1		露天广场购物券发放	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[102, 1000]
110121	1	2			绿化工程	立刻获得{1}氛围值		287B00		[103, 5]
110131	1	2			店内环境评级	立刻获得{1}氛围值		287B00		[103, 3]
110141	1	1	1		辅助机网红	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	2	[101, 2]
110151	1	2			灯光污染限令	立刻获得{1}氛围值		287B00		[104, 1000]
120011	1	1	1		商品配送超负荷	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	AD0023	1	[101, -1]
120021	1	1	1		重力调节器异常	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	AD0023	1	[102, -1000]
120031	1	1	1		废品回收压力过载	{0}回合内，氛围值{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconEnvironment.png	AD0023	2	[103, -2]
120041	10	1	1		瘦身热潮	{0}回合内，除茵泰百货之外的消费类店铺以及所有外圈店铺的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	AD0023	1	[3, -1, 111, 113, 211, 221, 231, 241]
120051	1	1	1		舰体紧急维修	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	AD0023	1	[101, -1]
120061	10	1	1		虚假宣传	{0}回合内，前往茵泰百货消费的客人数量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	AD0023	1	[2, -500, 112]
120071	10	1	1		环形灯带异常	{0}回合内，前往外圈店铺消费的客人数量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	AD0023	1	[2, -500, 211, 221, 231, 241]
120081	10	1	1		恶性竞争	{0}回合内，所有消费类店铺以及外圈店铺的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	AD0023	2	[3, -2, 111, 112, 113, 211, 221, 231, 241]
120091	10	1	1		进口延期	{0}回合内，前往所有店铺的客人数量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	AD0023	2	[2, -2000, 111, 112, 113, 211, 221, 231, 241]
120101	1	1	1		无端造谣	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	AD0023	1	[102, -1500]
220111	1	1			打折的G前期促销	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	2	[101, 10]
220112	10	1	1		促销进行中	限时推广任务“打折的G”完成前，所有店铺利润降低{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	AD0023	5	[4, -5000, 111, 112, 113, 211, 221, 231, 241]
220113	1	1	1		推广任务奖励	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	4	[101, 10]
220114	1	2			打折的G中期促销	客流量+25%				[102, 2500]
220211	1	2			打折的G末期促销	氛围值+10				[103, 10]
220311	10	1	1		库洛洛咖啡联名	{0}回合内，所有店铺的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	2	[3, 5, 111, 112, 113, 211, 221, 231, 241]
220312	10	1	1		环空影院寄售	{0}回合内，所有店铺的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 10, 111, 112, 113, 211, 221, 231, 241]
220313	1	2			露天广场庆典	客流量+5				[101, 5]
220314	1	2			露天广场庆典	氛围值+10				[103, 10]
220315	10	1	1		露天广场庆典	所有店铺利润永久提升{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00		[4, 2000, 111, 112, 113, 211, 221, 231, 241]
220411	10	1	1		小型美食节	{0}回合内，梵希食品的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[4, 5000, 111]
220412	10	1	1		大型美食节	{0}回合内，梵希食品的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	5	[4, 10000, 111]
220511	10	1	1		小型百货特惠	{0}回合内，茵泰百货的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[4, 5000, 112]
220512	10	1	1		大型百货特惠	{0}回合内，茵泰百货的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	5	[4, 10000, 112]
220611	10	1	1		小型甜品鉴赏	{0}回合内，朵莉烘焙的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[4, 5000, 113]
220612	10	1	1		大型甜品鉴赏	{0}回合内，朵莉烘焙的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	5	[4, 10000, 113]
220711	2	2			轻级环境美化	公共储金+50				[50]
220712	2	2			中级环境美化	公共储金+100				[100]
220713	2	2			高级环境美化	公共储金+250				[250]
220811	1	1	1		初级合作	{0}回合内，氛围值{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	2	[103, 10]
220812	1	2			深度合作	氛围值+10				[103, 10]
220911	1	1	1		装修升级	{0}回合内，满意度{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconFavorabilityLevel.png	287B00	2	[105, 10]
220912	1	1	1		装修升级进行中	限时推广任务“装修升级”完成前，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	AD0023	5	[102, -1000]
220913	1	2			全面改造	满意度{1}				[105, 8]
220914	1	1	1		全面改造进行中	限时推广任务“全面改造”完成前，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	AD0023	5	[102, -1000]
311011	1	1	1		九龙商会常规促销	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	1	[102, 3000]
311021	1	2			九龙商会常规促销	氛围值+10				[103, 10]
311031	1	1	1		九龙商会常规促销	{0}回合内，推荐店铺利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	5	[205, 8]
311041	10	1	1		九龙商会常规促销	{0}回合内，梵希食品的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	2	[3, 10, 111]
311051	10	1	1		九龙商会常规促销	{0}回合内，茵泰百货的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	2	[3, 10, 112]
311061	10	1	1		九龙商会常规促销	{0}回合内，朵莉烘焙的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	2	[3, 10, 113]
311071	10	1	1		九龙商会常规促销	{0}回合内，九龙商会的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	4	[3, 8, 211]
312011	2	2			阿迪莱商会常规促销	公共储金+150				[150]
312021	1	1			阿迪莱商会常规促销	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	2	[101, 5]
312031	1	1			阿迪莱商会常规促销	{0}回合内，突发事件数量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[203, 1]
312041	10	1	1		阿迪莱商会常规促销	{0}回合内，会有更多顾客前往阿迪莱商会	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[1, 4000, 221]
312051	10	1	1		阿迪莱商会常规促销	{0}回合内圈店铺升级消耗减少{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	AD0023	2	[6, -3000, 111, 112, 113, 121, 122, 131, 132]
312061	1	1	1		阿迪莱商会常规促销	{0}回合内，会有更多顾客前往首席推荐的店铺	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[208, 4000]
312071	8	1	1		阿迪莱商会常规促销	{0}回合内，每回合获得{2}公共储金	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[1, 322042, 322042, 322042]
312072	2	2			阿迪莱商会常规促销	公共储金{1}				[70]
313011	8	1	1		海洋之心旗舰常规促销	{1}回合后，获得{2}公共储金	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	2	[2, 313012]
313012	2	2			海洋之心旗舰常规促销	公共储金{1}				[250]
313021	1	1	1		海洋之心旗舰常规促销	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	2	[102, 2000]
313031	10	1	1		海洋之心旗舰常规促销	{0}回合内，海洋之心利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	4	[3, 8, 241]
313041	2	2			海洋之心旗舰常规促销	立刻获得100公共储金				[150]
313051	10	1	1		海洋之心旗舰常规促销	{0}回合内，前往梵希食品的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	2	[1, 2500, 111]
313061	10	1	1		海洋之心旗舰常规促销	{0}回合内，前往茵泰百货的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	2	[1, 2500, 112]
313071	10	1	1		海洋之心旗舰常规促销	{0}回合内，前往朵莉烘焙的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	2	[1, 2500, 113]
314011	10	1	1		雪松商店常规促销	{0}回合内，前往梵希食品的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[1, 2000, 111]
314021	10	1	1		雪松商店常规促销	{0}回合内，前往茵泰百货的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[1, 2000, 112]
314031	10	1	1		雪松商店常规促销	{0}回合内，前往朵莉烘焙的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[1, 2000, 113]
314041	8	1	1		雪松商店常规促销	{0}回合内，每回合开始时，梵希食品的利润{2}，效果结束时清空加成	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[1, 324032, 324032, 324032]
314042	10	1	1		雪松商店常规促销	梵希食品的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 4, 111]
314043	8				雪松商店常规促销	{0}回合后，清除促销带来的利润BUFF			3	[4, 324034]
314044	9				雪松商店常规促销	清除促销带来的利润BUFF				[324032]
314051	8	1	1		雪松商店常规促销	{0}回合内，每回合开始时，茵泰百货的利润{2}，效果结束时清空加成	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[1, 324042, 324042, 324042]
314052	10	1	1		雪松商店常规促销	茵泰百货的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 4, 112]
314053	8				雪松商店常规促销	{0}回合后，清除促销带来的利润BUFF			3	[4, 324044]
314054	9				雪松商店常规促销	清除促销带来的利润BUFF				[324042]
314061	8	1	1		雪松商店常规促销	{0}回合内，每回合开始时，朵莉烘焙的利润{2}，效果结束时清空加成	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[1, 324052, 324052, 324052]
314062	10	1	1		雪松商店常规促销	朵莉烘焙的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 4, 113]
314063	8				雪松商店常规促销	{0}回合后，清除促销带来的利润BUFF			3	[4, 324054]
314064	9				雪松商店常规促销	清除促销带来的利润BUFF				[324052]
314071	10	1	1		雪松商店常规促销	{0}回合内，前往外圈店铺的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	2	[1, 4000, 211, 221, 231, 241]
321011	10	1	1		九龙商会开业促销	{0}回合内，梵希食品的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 5, 111]
321021	10	1	1		九龙商会开业促销	{0}回合内，茵泰百货的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 5, 112]
321031	10	1	1		九龙商会开业促销	{0}回合内，朵莉烘焙的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 5, 113]
321041	10	1	1		九龙商会开业促销	{0}回合内，九龙商会的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 8, 211]
321051	8	1	1		九龙商会开业促销	{0}回合内，每回合获得{1}公共储金	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	4	[1, 321052, 321052, 321052, 321052]
321052	2	2			九龙商会开业促销	公共储金{1}				[40]
321061	1	1	1		九龙商会开业促销	{0}回合内，客流量量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[102, 1500]
321071	10	1	1		九龙商会开业促销	{0}回合内圈店铺建造消耗{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	AD0023	3	[5, -4000, 111, 112, 113, 121, 122, 131, 132]
322011	10	1	1		阿迪莱商会开业促销	{0}回合内，会有更多顾客前往阿迪莱商会	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	5	[1, 3000, 221]
322021	10	1	1		阿迪莱商会开业促销	本回合内圈店铺升级消耗减少{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	AD0023	1	[6, -3000, 111, 112, 113, 121, 122, 131, 132]
322031	1	1	1		阿迪莱商会开业促销	{0}回合内，会有更多顾客前往首席推荐的店铺	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	4	[208, 2500]
322041	8	1	1		阿迪莱商会开业促销	{0}回合内，每回合获得{2}公共储金	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	2	[1, 322042, 322042]
322042	2	2			阿迪莱商会开业促销	公共储金{1}				[50]
322051	10	1	1		阿迪莱商会开业促销	{0}回合内，梵希食品的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 5, 111]
322061	10	1	1		阿迪莱商会开业促销	{0}回合内，茵泰百货的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 5, 112]
322071	10	1	1		阿迪莱商会开业促销	{0}回合内，朵莉烘焙的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 5, 113]
323011	1	1	1		海洋之心旗舰开业促销	{0}回合内，客流量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	2	[102, 2000]
323021	1	2			海洋之心旗舰开业促销	立刻获得10氛围值				[103, 10]
323031	2	2			海洋之心旗舰开业促销	立刻获得80公共储金				[80]
323041	10	1	1		海洋之心旗舰开业促销	{0}回合内，前往梵希食品的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[1, 1000, 111]
323051	10	1	1		海洋之心旗舰开业促销	{0}回合内，前往茵泰百货的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[1, 1000, 112]
323061	10	1	1		海洋之心旗舰开业促销	{0}回合内，前往朵莉烘焙的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[1, 1000, 113]
323071	8	1	1		海洋之心旗舰开业促销	{0}回合后，获得{2}公共储金	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	2	[2, 323072]
323072	2	2			海洋之心旗舰开业促销	获得200公共储金				[200]
324011	8	1	1		雪松商店开业促销	{0}回合内，每回合获得{1}氛围值	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconEnvironment.png	287B00	3	[1, 324012, 324012, 324012]
324012	1	2			雪松商店开业促销	获得5氛围值				[103, 5]
324021	1	1	1		雪松商店开业促销	{0}回合内，运营阶段出现顾客小费的次数{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconFavorabilityLevel.png	AD6600	2	[201, 4]
324031	8	1	1		雪松商店开业促销	{0}回合内，每回合开始时，梵希食品的利润{2}，效果结束时清空加成	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	4	[1, 324032, 324032, 324032, 324032]
324032	10	1	1		雪松商店开业促销	梵希食品的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	4	[3, 2, 111]
324033	8				雪松商店开业促销	{0}回合后，清除促销带来的利润BUFF			4	[4, 324034]
324034	9				雪松商店开业促销	清除促销带来的利润BUFF				[324032]
324041	8	1	1		雪松商店开业促销	{0}回合内，每回合开始时，茵泰百货的利润{2}，效果结束时清空加成	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	4	[1, 324042, 324042, 324042, 324042]
324042	10	1	1		雪松商店开业促销	茵泰百货的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	4	[3, 2, 112]
324043	8				雪松商店开业促销	{0}回合后，清除促销带来的利润BUFF			4	[4, 324044]
324044	9				雪松商店开业促销	清除促销带来的利润BUFF				[324042]
