CharacterId	ModelName	Name	SmallHeadIcon	HalfBodyImage	RoundnessHeadIcon
1011003	QR3LiangMd010011TX	里 乱数	Assets/Product/Texture/Image/Role/RoleHeadLiSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadLiSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadLi3SSQ.png
1031003	QR3LifuMd010011TX	丽芙 仰光	Assets/Product/Texture/Image/Role/RoleHeadLifuSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadLifuSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3SSQ.png
1061003	QR3ShenweiMd010011TX	神威 暗能	Assets/Product/Texture/Image/Role/RoleHeadShenweiSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadShenweiSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png
1071003	QR3KalieninaMd010011TX	卡列尼娜 烬燃	Assets/Product/Texture/Image/Role/RoleHeadKalieSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadKalieSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png
1051003	QR3YongyechaoMd010011TX	七实 脉冲	Assets/Product/Texture/Image/Role/RoleHeadYongyechaoSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechaoSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png
1021003	QR3LuxiyaMd010011TX	露西亚 深红之渊	Assets/Product/Texture/Image/Role/RoleHeadluxiyaSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadluxiyaSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya3SSQ.png
1081003	QR3DubianMd010011TX	渡边 夙星	Assets/Product/Texture/Image/Role/RoleHeadDubianSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadDubianSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadDubian3SSQ.png
1091002	QR2AilaMd010011TX	艾拉	Assets/Product/Texture/Image/Role/RoleHeadAilaQ.png	Assets/Product/Texture/Image/Role/RoleHeadAilaQ.png	Assets/Product/Texture/Image/Role/RoleHeadAila3Q.png
1041003	QR3BiankaMd010011TX	比安卡 真理	Assets/Product/Texture/Image/Role/RoleHeadBiankaSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadBiankaSSQ.png	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png
1111002	QR2SufeiyaMd010011TX	苏菲亚	Assets/Product/Texture/Image/Role/RoleHeadSufeiyaQ.png	Assets/Product/Texture/Image/Role/RoleHeadSufeiyaQ.png	Assets/Product/Texture/Image/Role/RoleHeadSufeiya3Q.png
1121002	QR2KuluomuMd010011TX	库洛姆 弧光	Assets/Product/Texture/Image/Role/RoleHeadKulomuQ.png	Assets/Product/Texture/Image/Role/RoleHeadKulomuQ.png	Assets/Product/Texture/Image/Role/RoleHeadKulomu3Q.png
1021004	QR4LuxiyaMd010011TX	露西亚 鸦羽	Assets/Product/Texture/Image/Role/RoleHeadR4LuxiyaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4LuxiyaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4Luxiya3Q.png
1131002	QR2WeilaMd010011TX	薇拉 瑰丽	Assets/Product/Texture/Image/Role/RoleHeadWeilaQ.png	Assets/Product/Texture/Image/Role/RoleHeadWeilaQ.png	Assets/Product/Texture/Image/Role/RoleHeadWeila3Q.png
1511003	QR2KamuMd010011TX	卡穆	Assets/Product/Texture/Image/Role/RoleHeadKamuQ.png	Assets/Product/Texture/Image/Role/RoleHeadKamuQ.png	Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png
1141003	QR3LuosaitaMd010011TX	罗塞塔	Assets/Product/Texture/Image/Role/RoleHeadLuosaitaQ.png	Assets/Product/Texture/Image/Role/RoleHeadLuosaitaQ.png	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png
1521003	QR2QuMd010011TX	曲	Assets/Product/Texture/Image/Role/RoleHeadQuQ.png	Assets/Product/Texture/Image/Role/RoleHeadQuQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3Qu2Q.png
1161002	QR1ChangyuMd010011TX	常羽	Assets/Product/Texture/Image/Role/RoleHeadChangYuQ.png	Assets/Product/Texture/Image/Role/RoleHeadChangYuQ.png	Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png
1171003	QR3LunaMd010011TX	露娜	Assets/Product/Texture/Image/Role/RoleHeadLunaQ.png	Assets/Product/Texture/Image/Role/RoleHeadLunaQ.png	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png
1211002	QR2WanshiMd010011TX	万事	Assets/Product/Texture/Image/Role/RoleHeadWanShiQ.png	Assets/Product/Texture/Image/Role/RoleHeadWanShiQ.png	Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png
1531003	QR3SailinnaMd010011TX	赛琳娜 岚音	Assets/Product/Texture/Image/Role/RoleHeadSaiLinNaQ.png	Assets/Product/Texture/Image/Role/RoleHeadSaiLinNaQ.png	Assets/Product/Texture/Image/Role/RoleHeadSaiLinNa3Q.png
1121003	QR3KuluomuMd010011TX	库洛姆 荣光	Assets/Product/Texture/Image/Role/RoleHeadR3KuluomuQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3KuluomuQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png
1221002	QR2TwentyoneMd010011TX	21号	Assets/Product/Texture/Image/Role/RoleHead21HaoQ.png	Assets/Product/Texture/Image/Role/RoleHead21HaoQ.png	Assets/Product/Texture/Image/Role/RoleHead21Hao3Q.png
1131003	QR3WeilaMd010011TX	薇拉 绯耀	Assets/Product/Texture/Image/Role/RoleHeadR3WeilaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3WeilaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png
1541003	QR2LuolanMd010011TX	罗兰	Assets/Product/Texture/Image/Role/RoleHeadR2LuolanQ.png	Assets/Product/Texture/Image/Role/RoleHeadR2LuolanQ.png	Assets/Product/Texture/Image/Role/RoleHeadR2Luolan3Q.png
1031004	QR4LifuMd010011TX	丽芙 极昼	Assets/Product/Texture/Image/Role/RoleHeadR4LifuQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4LifuQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png
1531004	QR4SailinnaMd010011TX	赛琳娜 幻奏	Assets/Product/Texture/Image/Role/RoleHeadR3SailinnaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3SailinnaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png
1551003	QR2PulaoMd010011TX	蒲牢	Assets/Product/Texture/Image/Role/RoleHeadPulaoQnew.png	Assets/Product/Texture/Image/Role/RoleHeadPulaoQnew.png	Assets/Product/Texture/Image/Role/RoleHeadPulao3Qnew.png
1051004	QR4YongyechaoMd010011TX	七实 遥星之座	Assets/Product/Texture/Image/Role/RoleHeadR5YongyechaoQ.png	Assets/Product/Texture/Image/Role/RoleHeadR5YongyechaoQ.png	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png
1561003	QR2HakamaMd010011TX	哈卡玛	Assets/Product/Texture/Image/Role/RoleHeadHakamaQnew.png	Assets/Product/Texture/Image/Role/RoleHeadHakamaQnew.png	Assets/Product/Texture/Image/Role/RoleHeadHakama3Qnew.png
1071004	QR4KalieninaMd010011TX	卡列尼娜 辉晓	Assets/Product/Texture/Image/Role/RoleHeadR4KalieninaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4KalieninaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4Kalienina3Q.png
1571003	QR2NuoanMd010011TX	诺安	Assets/Product/Texture/Image/Role/RoleHeadNuoanQnew.png	Assets/Product/Texture/Image/Role/RoleHeadNuoanQnew.png	Assets/Product/Texture/Image/Role/RoleHeadNuoan3Qnew.png
1041004	QR4BiankaMd010011TX	比安卡深痕	Assets/Product/Texture/Image/Role/RoleHeadR4BiankaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4BiankaQ.png	Assets/Product/Texture/Image/Role/RoleHeadR4Bianka3Q.png
1231002	QR2BangbinataMd010011TX	邦比娜塔	Assets/Product/Texture/Image/Role/RoleHeadR2Bangbinata1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Bangbinata1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Bangbinata2Q.png
1011004	QR4LiangMd010011TX	超里	Assets/Product/Texture/Image/Role/RoleHeadR4Li1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4Li1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4Li2Q.png
1021005	QR5LuxiyaMd010011TX	露西亚 深红囚影	Assets/Product/Texture/Image/Role/RoleHeadR5Luxiya1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR5Luxiya1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR5Luxiya2Q.png
1091003	QR3AilaMd010011TX	艾拉 万华	Assets/Product/Texture/Image/Role/RoleHeadR3Aila1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Aila1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Aila2Q.png
1241002	QR2HanyingMd010011TX	含英 清商	Assets/Product/Texture/Image/Role/RoleHeadR2Hanying1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Hanying1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Hanying2Q.png
1221003	QR3TwentyoneMd010011TX	21号 森息	Assets/Product/Texture/Image/Role/RoleHeadR3Twentyone1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Twentyone1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Twentyone2Q.png
1251002	QR2NuoketiMd010011TX	诺克提	Assets/Product/Texture/Image/Role/RoleHeadR2Nuoketi1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Nuoketi1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR2Nuoketi2Q.png
1261003	QR3YalishaMd010011TX	回音	Assets/Product/Texture/Image/Role/RoleHeadR3Yalisha1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Yalisha1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Yalisha2Q.png
1271003	QR3LamiyaMd010011TX	拉弥亚	Assets/Product/Texture/Image/Role/RoleHeadR3Lamiya1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Lamiya1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR3Lamiya2Q.png
1081004	QR4DubianMd010011TX	渡边	Assets/Product/Texture/Image/Role/RoleHeadR4Dubian1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4Dubian1Q.png	Assets/Product/Texture/Image/Role/RoleHeadR4Dubian2Q.png
1521004	QR3QuMd010011TX	曲	Assets/Product/Texture/Image/Role/RoleHeadQuQ.png	Assets/Product/Texture/Image/Role/RoleHeadQuQ.png	Assets/Product/Texture/Image/Role/RoleHeadR3Qu2Q.png
1291002	QR2BuouxiongMd010011TX	布偶熊	Assets/Product/Texture/Image/Role/RoleHeadR2Buouxiong1Q.png		Assets/Product/Texture/Image/Role/RoleHeadR2Buouxiong2Q.png
1171004		露娜 终焉	Assets/Product/Texture/Image/Role/RoleHeadR4Luna1Q.png		Assets/Product/Texture/Image/Role/RoleHeadR4Luna2Q.png
1051005	QR5YongyechaoMd010011GM	七实 芒星之迹			
1131004	QR4WeilaMd010011TX	薇拉·灼惘			
1031005	QR5LifuMd010011TX	丽芙·霁梦			
