Id	TalentId	NeedUnit	Condition	FightEventId	FightEventLevel	Desc	UnlockTips	UnlockName	UnlockDesc	Icon	AttrId	AttrValue
22	10703	50		2230052	1	增加会心50				Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	2230004	50
23	10801	60		2230061	1	每击杀一个敌方单位，己方伤害提升5%，效果可叠加。				Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuchuGuozaibiaoji.png		
24	10801	60		2230061	2	每击杀一个敌方单位，己方伤害提升6%，效果可叠加。				Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuchuGuozaibiaoji.png		
25	10801	60		2230061	3	每击杀一个敌方单位，己方伤害提升7%，效果可叠加。				Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuchuGuozaibiaoji.png		
26	10802	60		2230062	1	长按闪避键可消耗30%当前生命值进入15秒超频状态，超频状态中获得20%的伤害提升和霸体，同时每秒恢复1%最大生命值				Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingChuliqiangji.png		
27	10802	60		2230062	2	长按闪避键可消耗30%当前生命值进入15秒超频状态，超频状态中获得25%的伤害提升和霸体，同时每秒恢复1.5%最大生命值				Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingChuliqiangji.png		
28	10802	60		2230062	3	长按闪避键可消耗30%当前生命值进入15秒超频状态，超频状态中获得30%的伤害提升和霸体，同时每秒恢复2%最大生命值				Assets/Product/Texture/Image/IconSkill/IconSkillEquipShuxingChuliqiangji.png		
29	10901	60		2230053	1	增加攻击力200				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	200
30	10901	80		2230053	2	增加攻击力400				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	400
31	10902	60		2230054	1	增加生命值400				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	400
32	10902	80		2230054	2	增加生命值800				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	800
33	11001	100		2230005	4	转变为火属性伤害，结束时会留下火场				Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool3.png		
34	11101	125		2230055	1	增加攻击力250				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	250
35	11102	50		2230056	1	增加闪避值100				Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	2230006	100
36	11103	50		2230057	1	增加会心50				Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	2230004	50
37	11201	300		2230060	1	每场战斗一次，当里的生命值归零时可复活并恢复30%的生命值				Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool21.png		
38	11201	600		2230060	2	每场战斗一次，当里的生命值归零时可复活并恢复50%的生命值				Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool21.png		
39	11201	600		2230060	3	每场战斗一次，当里的生命值归零时可复活并恢复70%的生命值				Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool21.png		
40	11202	300		2230063	1	生命上限降低2500，同时伤害提升为原本的110%				Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongZhongliyindao.png		
41	11202	600		2230063	2	生命上限降低2000，同时伤害提升为原本的120%				Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongZhongliyindao.png		
42	11202	600		2230063	3	生命上限降低1500，同时伤害提升为原本的130%				Assets/Product/Texture/Image/IconSkill/IconSkillEquipTongyongZhongliyindao.png		
43	20101	40		2230037	1	增加攻击力200				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	200
44	20102	40		2230038	1	增加生命值400				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	400
45	20201	80		2230011	1	散弹近距离必定暴击，每次攻击额外获得1点必杀能量				Assets/Product/Texture/Image/IconSkill/kalieninapugong1.png		
46	20301	50		2230041	1	增加暴击伤害5%				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png	2230005	500
47	20302	30		2230040	1	增加闪避值50				Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	2230006	50
48	20303	50		2230039	1	增加会心25				Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	2230004	25
49	20401	40		2230020	1	受伤时，对攻击方施加持续0.5秒的迟缓效果				Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png		
50	20401	40		2230020	2	受伤时，对攻击方施加持续1秒的迟缓效果				Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png		
51	20401	40		2230020	3	受伤时，对攻击方施加持续1.5秒的迟缓效果				Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png		
52	20402	40		2230024	1	近距离伤害提高10%，远距离伤害下降30%				Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png		
53	20402	40		2230024	2	近距离伤害提高20%，远距离伤害下降30%				Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png		
54	20402	40		2230024	3	近距离伤害提高30%，远距离伤害下降30%				Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png		
55	20501	40		2230037	2	增加攻击力200				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	200
56	20501	40		2230037	3	增加攻击力400				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	400
57	20502	40		2230038	2	增加生命值400				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	400
58	20502	40		2230038	3	增加生命值800				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	800
59	20601	80		2230012	1	炮击模式下，每次炮击变更为3连发				Assets/Product/Texture/Image/IconSkill/R2kalieninahong1.png		
60	20602	80		2230013	1	释放时会额外获得护盾和霸体减伤效果，持续5秒				Assets/Product/Texture/Image/IconSkill/R2kalieninahuang1.png		
61	20603	80		2230014	1	提升蓝球范围和吸附目标的能力，结束时会额外引发一次爆炸				Assets/Product/Texture/Image/IconSkill/R2kalieninalan1.png		
62	20701	125		2230041	2	增加暴击伤害10%				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png	2230005	1000
63	20702	100		2230040	2	增加闪避值100				Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	2230006	100
64	20703	50		2230039	2	增加会心50				Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	2230004	50
65	20801	60		2230021	1	攻击附带10%减速效果，持续2秒				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png		
66	20801	60		2230021	2	攻击附带20%减速效果，持续2秒				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png		
67	20801	60		2230021	3	攻击附带30%减速效果，持续2秒				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12051.png		
68	20802	60		2230022	1	每隔8秒，下次闪避会恢复消耗的闪避值				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon2.png		
69	20802	60		2230022	2	每隔5秒，下次闪避会恢复消耗的闪避值				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon2.png		
70	20802	60		2230022	3	每隔3秒，下次闪避会恢复消耗的闪避值				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon2.png		
71	20901	60		2230037	4	增加攻击力200				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	200
72	20901	80		2230037	5	增加攻击力400				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	400
73	20902	60		2230038	5	增加生命值400				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	400
74	20902	80		2230038	5	增加生命值800				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	800
75	21001	100		2230015	1	轰炸密度提高，并在结束时额外附带一枚卡列特制炸弹				Assets/Product/Texture/Image/IconSkill/R2kalieninadazhao1.png		
76	21101	125		2230041	3	增加暴击伤害10%				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22090.png	2230005	1000
77	21102	50		2230040	3	增加闪避值100				Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	2230006	100
78	21103	50		2230039	3	增加会心50				Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	2230004	50
79	21201	300		2230025	1	闪避消耗提高30%，闪避后回复消耗闪避值3%的必杀能量				Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong03.png		
80	21201	600		2230025	2	闪避消耗提高30%，闪避后回复消耗闪避值4%的必杀能量				Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong03.png		
81	21201	600		2230025	3	闪避消耗提高30%，闪避后回复消耗闪避值5%的必杀能量				Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong03.png		
82	21202	300		2230023	1	极限闪避成功时，伤害提高10%，可重复叠加，受到伤害后清空				Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png		
83	21202	600		2230023	2	极限闪避成功时，伤害提高15%，可重复叠加，受到伤害后清空				Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png		
84	21202	600		2230023	3	极限闪避成功时，伤害提高20%，可重复叠加，受到伤害后清空				Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png		
85	30101	40		2230092	1	增加攻击力200				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	200
86	30102	40		2230093	1	增加生命值400				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	400
87	30201	80		2230032	1	解锁能量点，最后一段普攻将消耗1个能量点强化攻击，能量点耗尽后长按普攻可蓄力广域电磁炮并恢复所有能量点				Assets/Product/Texture/Image/IconSkill/luosaitapugong1.png		
88	30301	50		2230096	1	增加暴击率5%				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11042.png	2230008	500
89	30302	30		2230095	1	增加闪避值50				Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	2230006	50
90	30303	50		2230094	1	增加会心25				Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	2230004	25
91	30401	40		2230028	1	释放必杀技后，暴击率提升至100%，持续5秒				Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png		
92	30401	40		2230028	2	释放必杀技后，暴击率提升至100%，持续7秒				Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png		
93	30401	40		2230028	3	释放必杀技后，暴击率提升至100%，持续10秒				Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png		
94	30402	40		2230027	1	每隔30秒，获得一个特殊护盾，受到攻击后移除并进入超算				Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png		
95	30402	40		2230027	2	每隔25秒，获得一个特殊护盾，受到攻击后移除并进入超算				Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png		
96	30402	40		2230027	3	每隔20秒，获得一个特殊护盾，受到攻击后移除并进入超算				Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png		
97	30501	40		2230092	2	增加攻击力200				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	200
98	30501	40		2230092	3	增加攻击力400				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	400
99	30502	40		2230093	2	增加生命值400				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	400
100	30502	40		2230093	3	增加生命值800				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	800
101	30601	80		2230033	1	提升为扫出5道强力剑风				Assets/Product/Texture/Image/IconSkill/R3Luosaitahong1.png		
102	30602	80		2230034	1	冲刺变为一段，命中后可造成击退效果，被击退敌人撞到障碍物进入眩晕状态				Assets/Product/Texture/Image/IconSkill/R3Luosaitahuang1.png		
103	30603	80		2230035	1	释放时可移动，提升投掷距离和牵引持续时间				Assets/Product/Texture/Image/IconSkill/R3Luosaitalan1.png		
104	30701	125		2230096	2	增加暴击率5%				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11042.png	2230008	500
105	30702	100		2230095	2	增加闪避值100				Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	2230006	100
106	30703	50		2230094	2	增加会心50				Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	2230004	50
107	30801	60		2230029	1	暴击时，对生命值低于30%的目标施加0.5秒的迟缓效果				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png		
108	30801	60		2230029	2	暴击时，对生命值低于30%的目标施加1秒的迟缓效果				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png		
109	30801	60		2230029	3	暴击时，对生命值低于30%的目标施加1.5秒的迟缓效果				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png		
110	30802	60		2230026	1	每击杀1个敌人减少技能冷却时间1秒				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png		
111	30802	60		2230026	2	每击杀1个敌人减少技能冷却时间1.5秒				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png		
112	30802	60		2230026	3	每击杀1个敌人减少技能冷却时间2秒				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png		
113	30901	60		2230092	4	增加攻击力200				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	200
114	30901	80		2230092	5	增加攻击力400				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	400
115	30902	60		2230093	4	增加生命值400				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	400
116	30902	80		2230093	5	增加生命值800				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	800
117	31001	100		2230036	1	蓄力完成后额外释放广域电磁炮				Assets/Product/Texture/Image/IconSkill/R3Luosaitadazhao1.png		
118	31101	125		2230096	3	增加暴击率10%				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11042.png	2230008	1000
119	31102	50		2230095	3	增加闪避值100				Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	2230006	100
120	31103	50		2230094	3	增加会心50				Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	2230004	50
121	31201	300		2230030	1	普通攻击伤害提高50%，但无法再通过普通攻击击杀目标				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png		
122	31201	600		2230030	2	普通攻击伤害提高70%，但无法再通过普通攻击击杀目标				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png		
123	31201	600		2230030	3	普通攻击伤害提高100%，但无法再通过普通攻击击杀目标				Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12241.png		
124	31202	300		2230031	1	闪避不再消耗闪避值，但受到的伤害提高80%				Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillbeidong05.png		
125	31202	600		2230031	2	闪避不再消耗闪避值，但受到的伤害提高60%				Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillbeidong05.png		
126	31202	600		2230031	3	闪避不再消耗闪避值，但受到的伤害提高40%				Assets/Product/Texture/Image/IconPetSkill/Pet3YingSkillbeidong05.png		
127	40101	40		2230064	1	增加攻击力200				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	200
128	40102	40		2230065	1	增加生命值400				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	400
129	40201	80		2230087	1	可移动攻击，后三段攻击强化雷击效果				Assets/Product/Texture/Image/IconSkill/R2LiangExhuang1.png		
130	40301	50		2230066	1	获得额外伤害减免5%				Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png	2230007	500
131	40302	30		2230067	1	增加闪避值50				Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	2230006	50
132	40303	50		2230068	1	增加会心25				Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	2230004	25
133	40401	40		2230079	1	极限闪避成功时，获得等于最大生命值10%的护盾，拥有护盾时无法再此获得。				Assets/Product/Texture/Image/IconSkill/R2BangbinataA1.png		
134	40401	40		2230079	2	极限闪避成功时，获得等于最大生命值15%的护盾，拥有护盾时无法再此获得。				Assets/Product/Texture/Image/IconSkill/R2BangbinataA1.png		
135	40401	40		2230079	3	极限闪避成功时，获得等于最大生命值20%的护盾，拥有护盾时无法再此获得。				Assets/Product/Texture/Image/IconSkill/R2BangbinataA1.png		
136	40402	40		2230080	1	拥有护盾时，伤害增加20%				Assets/Product/Texture/Image/IconSkill/R2liS1.png		
137	40402	40		2230080	2	拥有护盾时，伤害增加30%				Assets/Product/Texture/Image/IconSkill/R2liS1.png		
138	40402	40		2230080	3	拥有护盾时，伤害增加40%				Assets/Product/Texture/Image/IconSkill/R2liS1.png		
139	40501	40		2230069	1	增加攻击力200				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	200
140	40501	40		2230069	2	增加攻击力400				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	400
141	40502	40		2230070	1	增加生命值400				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	400
142	40502	40		2230070	2	增加生命值800				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	800
143	40601	80		2230088	1	命中后留下雷域，对区域内敌人造成持续伤害				Assets/Product/Texture/Image/IconSkill/R2lifudazhao1.png		
144	40602	80		2230090	1	黄球强化吸附效果				Assets/Product/Texture/Image/IconSkill/R2lifuhexin1.png		
145	40603	80		2230089	1	离子墙变为向前推进，击倒路径上命中敌人并造成减速效果				Assets/Product/Texture/Image/IconSkill/IconSkillEquipPool19.png		
146	40701	125		2230071	1	获得额外伤害减免10%				Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png	2230007	1000
147	40702	100		2230072	1	增加闪避值100				Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	2230006	100
148	40703	50		2230073	1	增加会心50				Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	2230004	50
149	40801	60		2230081	1	普通攻击将使信号球的伤害提升60%，效果持续10秒				Assets/Product/Texture/Image/IconSkill/kalieninapugong1.png		
150	40801	60		2230081	2	普通攻击将使信号球的伤害提升80%，效果持续10秒				Assets/Product/Texture/Image/IconSkill/kalieninapugong1.png		
151	40801	60		2230081	3	普通攻击将使信号球的伤害提升100%，效果持续10秒				Assets/Product/Texture/Image/IconSkill/kalieninapugong1.png		
152	40802	60		2230084	1	使用信号球时以目标为圆心造成一次100%攻击力的落雷伤害				Assets/Product/Texture/Image/IconSkill/R2luxiyaS1.png		
153	40802	60		2230084	2	使用信号球时以目标为圆心造成一次150%攻击力的落雷伤害				Assets/Product/Texture/Image/IconSkill/R2luxiyaS1.png		
154	40802	60		2230084	3	使用信号球时以目标为圆心造成一次200%攻击力的落雷伤害				Assets/Product/Texture/Image/IconSkill/R2luxiyaS1.png		
155	40901	60		2230074	1	增加攻击力200				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	200
156	40901	80		2230074	2	增加攻击力400				Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	2230002	400
157	40902	60		2230075	1	增加生命值400				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	400
158	40902	80		2230075	2	增加生命值800				Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	2230001	800
159	41001	100		2230091	1	雷电区域扩大并跟随移动，区域范围内可无限闪避，持续时间翻倍				Assets/Product/Texture/Image/IconSkill/R3biankadazhao1.png		
160	41101	125		2230076	1	获得额外伤害减免10%				Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png	2230007	1000
161	41102	50		2230077	1	增加闪避值100				Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	2230006	100
162	41103	50		2230078	1	增加会心50				Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	2230004	50
163	41201	300		2230082	1	闪避伤害增加60%，受到伤害增加40%				Assets/Product/Texture/Image/IconSkill/R3A2A1.png		
164	41201	600		2230082	2	闪避伤害增加80%，受到伤害增加30%				Assets/Product/Texture/Image/IconSkill/R3A2A1.png		
165	41201	600		2230082	3	闪避伤害增加100%，受到伤害增加25%				Assets/Product/Texture/Image/IconSkill/R3A2A1.png		
166	41202	300		2230083	1	使用信号球技能时，增加1点必杀能量				Assets/Product/Texture/Image/IconSkill/R3A2A1.png		
167	41202	600		2230083	2	使用信号球技能时，增加2点必杀能量				Assets/Product/Texture/Image/IconSkill/R3A2A1.png		
168	41202	600		2230083	3	使用信号球技能时，增加3点必杀能量				Assets/Product/Texture/Image/IconSkill/R3A2A1.png		
169	90001		860803	2230602	3	恢复40%最大生命值		简单治疗	恢复角色血量	Assets/Product/Texture/Image/IconSkill/IconSkillEquipFuzhuZidongxiufu.png		
170	90002		860804	2230603	3	获得50%最大生命值的霸体护盾，持续8秒		霸体护盾	获得霸体护盾	Assets/Product/Texture/Image/IconSkill/IconSkillEquipTankeZhandouxuxing.png		
171	90003		860805	2230604	3	空中轰炸		空中支援	召唤战机对前方进行轰炸	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong05.png		
172	90004		860806	2230605	3	移速提高200%，伤害提升100%，持续8秒		兴奋剂	提高角色攻击力和移动速度	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerNewBookIcon6.png		
173	90005		860807	2230606	3	冻结周围敌人，持续8秒		冰冻	一段时间内冻结周边敌人	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing2.png		
174	90006		860808	2230607	3	进入超算空间		超算	进入超算空间	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillbeidong03.png		
