Id	ChapterId	PreStage	MapId	Name	StageHint	BG	Prefab	LoseHint	NumberName	HintCost	AnswerCost	UseRoleId	ShadowId
1204	102	1203	1204	提前冻结	为达目的铺的路，也是一条路嘛	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-4	25	100	2	
1205	102	1204	1205	致命消息	有的库洛洛活着，但它已经无了	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-5	25	100	2	
1206	102	1205	1206	蔷薇之戒	老大哥看着你呢——老大哥无了	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-6	25	100	2	
1207	102	1206	1207	诱饵作战	只顾追逐幽灵，可是很危险的	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-7	25	100	2	
1208	102	1207	1208	循水而行	出现了！明目张胆的提示！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-8	30	100	2	
1209	102	1208	1209	落水意外	诶呀呀，注意脚下呀	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-9	25	100	2	
1210	102	1209	1210	来追我呀	优秀的猎手，总是以猎物的形式出现呢	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-10	25	100	2	
1301	103		1301	小心火烛	在火焰中震颤吧！哇哈哈哈！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.3-1	25	100	3	
1302	103	1301	1302	强尼来咯	躲在草圃后面并不意味着安全哦	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.3-2	25	100	3	
1303	103	1302	1303	芝麻开门	芝麻关门	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.3-3	25	100	3	
1304	103	1303	1304	草下玄机	石门，你绿了诶——	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.3-4	25	100	3	
1305	103	1304	1305	心想事成	红火火心头走~	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.3-5	25	100	3	
1306	103	1305	1306	年年有洛	双洛戏水来啦！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.3-6	25	100	3	
1307	103	1306	1307	快来溜冰	库洛洛待会帮我铺个溜冰路吧~	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.3-7	25	100	3	
1308	103	1307	1308	乐于助人	库洛洛我帮你开路，你先跑到另一边！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.3-8	25	100	3	
1309	103	1308	1309	草穷匕见	锁定目标，蓄势待发——啊哒！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.3-9	25	100	3	
1310	103	1309	1310	形如击球	嗯……这个角度不错啊	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.3-10	25	100	3	
1401	104		1401	磁力吸附	注意脚下	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.4-1	25	100	4	
1402	104	1401	1402	暂停陷阱	嗯，你停得正是时候	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.4-2	25	100	4	
1403	104	1402	1403	恐吓作战	有时，也需要借他人之手，让目标到达理想的位置	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.4-3	25	100	4	
1404	104	1403	1404	在这停顿	还想逃到哪里去呢，我滴宝！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.4-4	25	100	4	
1405	104	1404	1405	站住别动	雷之阵边本没有路，库洛洛走过去了，也便有了路	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.4-5	25	100	4	
1406	104	1405	1406	野蛮生长	雷雨之后，生根发芽	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.4-6	25	100	4	
1407	104	1406	1407	封门堵路	不要小看植物的力量啊，巡逻者	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.4-7	25	100	4	
1408	104	1407	1408	提前布置	植物不是你的屏障，而是我的盟友，库洛洛	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.4-8	25	100	4	
1409	104	1408	1409	切断回路	既然来了，就别回去吧	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.4-9	25	100	4	
1410	104	1409	1410	杀洛儆敌	洛——敌敌敌敌	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.4-10	25	100	4	
1501	105		1501	跃迁之门	这是……虫洞！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.5-1	25	100	5	
1502	105	1501	1502	送他一程	不要回头啊，库洛洛！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.5-2	25	100	5	
1503	105	1502	1503	再送一程	重复一次：不要回头啊，库洛洛！！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.5-3	25	100	5	
1504	105	1503	1504	逆向旋涡	转啊转啊转啊转——	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.5-4	25	100	5	
1505	105	1504	1505	出其不意	吓库洛洛一激灵~	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.5-5	25	100	5	
1506	105	1505	1506	暗影共鸣	破碎吧，雷之阵——下面为什么有洞？！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.5-6	25	100	5	
1507	105	1506	1507	借洛杀洛	胡说，这次我可没碰库洛洛	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.5-7	25	100	5	
1508	105	1507	1508	二次传送	从不同的方向，逼近同一个目的	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.5-8	25	100	5	
1509	105	1508	1509	围住春色	闲逛一圈，打道回府	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.5-9	25	100	5	
1510	105	1509	1510	神出鬼没	从没有我到不了的地方	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.5-10	25	100	5	
2101	201		2101	循序渐进	如果眼前只有一条路，别犹豫，向前走	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.1-1	25	100		
2102	201	2101	2102	单向通道	单向通道，无需逆行	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.1-2	25	100		
2103	201	2102	2103	以敌为凭	让库洛洛奋力逃吧——然后铺成新的道路	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.1-3	25	100		
2104	201	2103	2104	吓我一跳	我出现了，诶，我又出现了	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.1-4	25	100		
2105	201	2104	2105	连锁反应	天地可鉴，是库洛洛先动的手	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.1-5	25	100		
2106	201	2105	2106	隐藏推手	优先布局，然后一击即中	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.1-6	25	100		
2107	201	2106	2107	隐匿行踪	不要轻易挑战看上去就很不妙的敌人	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['巡逻者每回合会沿着一定的路径移动', '短暂经过巡逻路径和警戒范围不会导致游戏失败', '从不是警戒范围的方向撞向敌人，可以将其消除']	Ep.1-7	25	100		
2108	201	2107	2108	提前部署	注意地形，有时候需要你在一开始就布置好战场	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	['巡逻者每回合会沿着一定的路径移动', '短暂经过巡逻路径和警戒范围不会导致游戏失败', '从不是警戒范围的方向撞向敌人，可以将其消除']	Ep.1-8	25	100		
2109	201	2108	2109	迂回绕行	不要抗拒绕路。有些路，看近行远	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['巡逻者每回合会沿着一定的路径移动', '短暂经过巡逻路径和警戒范围不会导致游戏失败', '从不是警戒范围的方向撞向敌人，可以将其消除']	Ep.1-9	25	100		
2110	201	2109	2110	敌为我用	就算是你的敌人，也可以成为你的工具	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['巡逻者每回合会沿着一定的路径移动', '短暂经过巡逻路径和警戒范围不会导致游戏失败', '从不是警戒范围的方向撞向敌人，可以将其消除']	Ep.1-10	25	100		
2201	202		2201	双人成行	分出又一个自己，就不算孤单一人了	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['影子会和角色做出一样的行动', '影子无法进行消除怪物和库洛洛', '利用影子的特性可以到达新的区域']	Ep.2-1	25	100		
2202	202	2201	2202	借力通过	让我成为我的工具	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['影子会和角色做出一样的行动', '影子无法进行消除怪物和库洛洛', '利用影子的特性可以到达新的区域']	Ep.2-2	25	100		
2203	202	2202	2203	变更次序	把自己换到更有利的位置上去	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	['影子会和角色做出一样的行动', '影子无法进行消除怪物和库洛洛', '利用影子的特性可以到达新的区域']	Ep.2-3	25	100		
2204	202	2203	2204	洞穴陷阱	深——不——见——底——	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['掉进洞穴会导致游戏失败', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-4	25	100		
2205	202	2204	2205	心理阴影	吓我一跳！——库洛洛	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['掉进洞穴会导致游戏失败', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-5	25	100		
2206	202	2205	2206	必要牺牲	组织会记住你的贡献的	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['掉进洞穴会导致游戏失败', '利用影子的特性可以到达新的区域', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-6	25	100		
2207	202	2206	2207	换序借位	库洛洛，时代变了！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	['掉进洞穴会导致游戏失败', '利用影子的特性可以到达新的区域', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-7	25	100		
2208	202	2207	2208	形如击球	把库洛洛推到正确的位置然后——一杆进洞	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-8	25	100		
2209	202	2208	2209	单向通行	出现了！不需要折来折去的路！	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	['选对路线非常重要', '有时候绕远路反而更高效', '用尽回合数并不会导致失败，可以试着后退或重置']	Ep.2-9	25	100		
