Id	NpcId	ThemeId	InitPos	RefreshTimeId	ActionGroupId	InteractName	IdleBehaviorId	TalkBehaviorId	PatrolBehaviorId	AnimControllerPath	ColliderRadius	InteractCdTime	InteractMaxTime
25	10205	3	NpcPosBianka1			比安卡	SummerNpc_Bianka_Idle	SummerNpc_Bianka_Talk		Assets/Product/Role/Room/Animation/QR3BiankaMd010011/QR3BiankaMd010011/QR3BiankaMd010011GuildDormNpc.controller	0.8	3	60
26	10206	3	NpcPosPulao1			蒲牢	SummerNpc_Pulao_Idle	SummerNpc_Pulao_Talk		Assets/Product/Role/Room/Animation/QR2PulaoMd010011/QR2PulaoMd010011/QR2PulaoMd010011GuildDormNpc.controller	0.8	3	60
27	10207	3	NpcPosWeila1			薇拉	SummerNpc_Weila_Idle	SummerNpc_Weila_Talk		Assets/Product/Role/Room/Animation/QR3WeilaMd010011/QR3WeilaMd010011/QR3WeilaMd010011GuildDormNpc.controller	0.8	3	60
28	10208	3	NpcPosSailinna1			赛琳娜	SummerNpc_Sailinna_Idle	SummerNpc_Sailinna_Talk		Assets/Product/Role/Room/Animation/QR3SailinnaMd010011/QR3SailinnaMd010011/QR3SailinnaMd010011GuildDormNpc.controller	0.8	3	60
29	10209	3	NpcPosKuluomu1			库洛姆	SummerNpc_Kuluomu_Idle	SummerNpc_Kuluomu_Talk		Assets/Product/Role/Room/Animation/QR3KuluomuMd010011/QR3KuluomuMd010011/QR3KuluomuMd010011GuildDormNpc.controller	0.8	3	60
30	10210	3	NpcPosLi1			里	SummerNpc_Li_Idle	SummerNpc_Li_Talk		Assets/Product/Role/Room/Animation/QR3LiangMd010011/QR3LiangMd010011/QR3LiangMd010011GuildDorm.controller	0.8	3	60
31	10300	3	NpcPosSailika			赛利卡	CommonNpc_Sailika_Idle	CommonNpc_Sailika_Talk		Assets/Product/Role/Room/Animation/QR1SailikaMd010011/QR1SailikaMd010011/QR1SailikaMd010011GuildDormNpc.controller	0.8	3	60
32	10301	3	NpcPosLuxiya			露西亚	SpringNpc_Luxiya_Idle	SpringNpc_Luxiya_Talk		Assets/Product/Role/Room/Animation/QR4LuxiyaMd010011/QR4LuxiyaMd010011/QR4LuxiyaMd010011GuildDormNpc.controller	0.8	3	60
33	10302	3	NpcPosLi			里	SpringNpc_Li_Idle	SpringNpc_Li_Talk		Assets/Product/Role/Room/Animation/QR4LiangMd010011/QR4LiangMd010011/QR4LiangMd010011GuildDormNpc.controller	0.8	3	60
34	10303	3	NpcPosLifu			丽芙	SpringNpc_Lifu_Idle	SpringNpc_Lifu_Talk		Assets/Product/Role/Room/Animation/QR1LifuMd010011/QR1LifuMd010011/QR1LifuMd010011GuildDormNpc.controller	0.8	3	60
35	10304	3	NpcPosLuxiyaR3			阿尔法	SpringNpc_LuxiyaR3_Idle	SpringNpc_LuxiyaR3_Talk		Assets/Product/Role/Room/Animation/QR5LuxiyaMd010011/QR5LuxiyaMd010011/QR5LuxiyaMd010011GuildDormNpc.controller	0.8	3	60
36	10305	3	NpcPosBianka			比安卡	SpringNpc_Bianka_Idle	SpringNpc_Bianka_Talk		Assets/Product/Role/Room/Animation/QR3BiankaMd010011/QR3BiankaMd010011/QR3BiankaMd010011GuildDormNpc.controller	0.8	3	60
37	10306	3	NpcPosPulao			蒲牢	SpringNpc_Pulao_Idle	SpringNpc_Pulao_Talk		Assets/Product/Role/Room/Animation/QR2PulaoMd010011/QR2PulaoMd010011/QR2PulaoMd010011GuildDormNpc.controller	0.8	3	60
38	10307	3	NpcPosSufeiya			苏菲亚	SpringNpc_Sufeiya_Idle	SpringNpc_Sufeiya_Talk		Assets/Product/Role/Room/Animation/QR2SufeiyaMd010011/QR2SufeiyaMd010011/QR2SufeiyaMd010011GuildDormNpc.controller	0.8	3	60
39	10400	4	NpcPosSailika			赛利卡	CommonNpc_Sailika_Idle	CommonNpc_Sailika_Talk		Assets/Product/Role/Room/Animation/QR1SailikaMd010011/QR1SailikaMd010011/QR1SailikaMd010011GuildDormNpc.controller	0.8	3	60
40	10401	4	NpcPosLuxiya	20022	40100	露西亚		SkyNpc_Luxiya_Talk	SkyNpc_Luxiya_Patrol	Assets/Product/Role/Room/Animation/QR4LuxiyaMd010011/QR4LuxiyaMd010011/QR4LuxiyaMd010011GuildDormNpc.controller	0.8	3	60
41	10402	4	NpcPosLifu	20022		丽芙	SkyNpc_Lifu_Idle	SkyNpc_Lifu_Talk		Assets/Product/Role/Room/Animation/QR1LifuMd010011/QR1LifuMd010011/QR1LifuMd010011GuildDormNpc.controller	0.8	3	60
42	10403	4	NpcPosLi	20023	40200	里		SkyNpc_Li_Talk	SkyNpc_Li_Patrol	Assets/Product/Role/Room/Animation/QR4LiangMd010011/QR4LiangMd010011/QR4LiangMd010011GuildDormNpc.controller	0.8	3	60
43	10404	4	NpcPosWanshi	20023		万事	SkyNpc_Wanshi_Idle	SkyNpc_Wanshi_Talk		Assets/Product/Role/Room/Animation/QR2WanshiMd010011/QR2WanshiMd010011/QR2WanshiMd010011GuildDormNpc.controller	0.8	3	60
44	10405	4	NpcPosKalienina	20024		卡列尼娜	SkyNpc_Kalienina_Idle	SkyNpc_Kalienina_Talk		Assets/Product/Role/Room/Animation/QR3KalieninaMd010011/QR3KalieninaMd010011/QR3KalieninaMd010011GuildDormNpc.controller	0.8	3	60
45	10406	4	NpcPosQishi	20024	40300	七实		SkyNpc_Qishi_Talk	SkyNpc_Qishi_Patrol	Assets/Product/Role/Room/Animation/QR3YongyechaoMd010011/QR3YongyechaoMd010011/QR3YongyechaoMd010011GuildDormNpc.controller	0.8	3	60
46	10407	4	NpcPosLamiya	20025		拉弥亚	SkyNpc_Lamiya_Idle	SkyNpc_Lamiya_Talk		Assets/Product/Role/Room/Animation/QR3LamiyaMd010011/QR3LamiyaMd010011/QR3LamiyaMd010011GuildDormNpc.controller	0.8	3	60
47	10408	4	NpcPosSufeiya	20025	40400	苏菲亚		SkyNpc_Sufeiya_Talk	SkyNpc_Sufeiya_Patrol	Assets/Product/Role/Room/Animation/QR2SufeiyaMd010011/QR2SufeiyaMd010011/QR2SufeiyaMd010011GuildDormNpc.controller	0.8	3	60
48	10409	4	NpcPosLuosaita	20026		罗塞塔	SkyNpc_Luosaita_Idle	SkyNpc_Luosaita_Talk		Assets/Product/Role/Room/Animation/QR3LuosaitaMd010011/QR3LuosaitaMd010011/QR3LuosaitaMd010011GuildDormNpc.controller	0.8	3	60
49	10410	4	NpcPosTwentyone	20026	40500	21号		SkyNpc_Twentyone_Talk	SkyNpc_Twentyone_Patrol	Assets/Product/Role/Room/Animation/QR3TwentyoneMd010011/QR3TwentyoneMd010011/QR3TwentyoneMd010011GuildDormNpc.controller	0.8	3	60
50	10501	5	NpcPosSufeiya			苏菲亚	2024SpringNpc_Sufeiya_Idle	2024SpringNpc_Sufeiya_Talk		Assets/Product/Role/Room/Animation/QR2SufeiyaMd010011/QR2SufeiyaMd010011/QR2SufeiyaMd010011GuildDormNpc.controller	0.8	3	60
51	10502	5	NpcPosChangyu			常羽	2024SpringNpc_Changyu_Idle	2024SpringNpc_Changyu_Talk		Assets/Product/Role/Room/Animation/QR1ChangyuMd010011/QR1ChangyuMd010011/QR1ChangyuMd010011GuildDormNpc.controller	0.8	3	60
52	10503	5	NpcPosYalisha			亚里莎	2024SpringNpc_Yalisha_Idle	2024SpringNpc_Yalisha_Talk		Assets/Product/Role/Room/Animation/QR3YalishaMd010011/QR3YalishaMd010011/QR3YalishaMd010011GuildDormNpc.controller	0.8	3	60
53	10504	5	NpcPosLuna			露娜	2024SpringNpc_Luna_Idle	2024SpringNpc_Luna_Talk		Assets/Product/Role/Room/Animation/QR4LunaMd010011/QR4LunaMd010011/QR4LunaMd010011GuildDormNpc.controller	0.8	3	60
54	10505	5	NpcPosLuxiya			阿尔法	2024SpringNpc_Luxiya_Idle	2024SpringNpc_Luxiya_Talk		Assets/Product/Role/Room/Animation/QR5LuxiyaMd010011/QR5LuxiyaMd010011/QR5LuxiyaMd010011GuildDormNpc.controller	0.8	3	60
55	10506	5	NpcPosLuolan			罗兰	2024SpringNpc_Luolan_Idle	2024SpringNpc_Luolan_Talk		Assets/Product/Role/Room/Animation/QR2LuolanMd010011/QR2LuolanMd010011/QR2LuolanMd010011GuildDormNpc.controller	0.8	3	60
56	10507	5	NpcPosLamiya			拉弥亚	2024SpringNpc_Lamiya_Idle	2024SpringNpc_Lamiya_Talk		Assets/Product/Role/Room/Animation/QR3LamiyaMd010011/QR3LamiyaMd010011/QR3LamiyaMd010011GuildDormNpc.controller	0.8	3	60
57	10508	5	NpcPosLuxiyaB			露西亚	2024SpringNpc_LuxiyaB_Idle	2024SpringNpc_LuxiyaB_Talk		Assets/Product/Role/Room/Animation/QR4LuxiyaMd010011/QR4LuxiyaMd010011/QR4LuxiyaMd010011GuildDormNpc.controller	0.8	3	60
58	10509	5	NpcPosLi			里	2024SpringNpc_Li_Idle	2024SpringNpc_Li_Talk		Assets/Product/Role/Room/Animation/QR4LiangMd010011/QR4LiangMd010011/QR4LiangMd010011GuildDormNpc.controller	0.8	3	60
59	10510	5	NpcPosLifu			丽芙	2024SpringNpc_Lifu_Idle	2024SpringNpc_Lifu_Talk		Assets/Product/Role/Room/Animation/QR1LifuMd010011/QR1LifuMd010011/QR1LifuMd010011GuildDormNpc.controller	0.8	3	60
60	10511	5	NpcPosQu			曲	2024SpringNpc_Qu_Idle	2024SpringNpc_Qu_Talk		Assets/Product/Role/Room/Animation/QR3QuMd010011/QR3QuMd010011/QR3QuMd010011GuildDormNpc.controller	0.8	3	60
61	10512	5	NpcPosPulao			蒲牢	2024SpringNpc_Pulao_Idle	2024SpringNpc_Pulao_Talk		Assets/Product/Role/Room/Animation/QR2PulaoMd010011/QR2PulaoMd010011/QR2PulaoMd010011GuildDormNpc.controller	0.8	3	60
62	10513	5	NpcPosHanying			含英	2024SpringNpc_Hanying_Idle	2024SpringNpc_Hanying_Talk		Assets/Product/Role/Room/Animation/QR2HanyingMd010011/QR2HanyingMd010011/QR2HanyingMd010011GuildDormNpc.controller	0.8	3	60
63	10514	5	NpcPosKuluomu			库洛姆	2024SpringNpc_Kuluomu_Idle	2024SpringNpc_Kuluomu_Talk		Assets/Product/Role/Room/Animation/QR3KuluomuMd010011/QR3KuluomuMd010011/QR3KuluomuMd010011GuildDormNpc.controller	0.8	3	60
64	10515	5	NpcPosShenwei			神威	2024SpringNpc_Shenwei_Idle	2024SpringNpc_Shenwei_Talk		Assets/Product/Role/Room/Animation/QR2ShenweiMd010011/QR2ShenweiMd010011/QR2ShenweiMd010011GuildDormNpc.controller	0.8	3	60
65	10516	5	NpcPosWanshi			万事	2024SpringNpc_Wanshi_Idle	2024SpringNpc_Wanshi_Talk		Assets/Product/Role/Room/Animation/QR2WanshiMd010011/QR2WanshiMd010011/QR2WanshiMd010011GuildDormNpc.controller	0.8	3	60
66	10517	5	NpcPosKamu			卡穆	2024SpringNpc_Kamu_Idle	2024SpringNpc_Kamu_Talk		Assets/Product/Role/Room/Animation/QR2KamuMd010011/QR2KamuMd010011/QR2KamuMd010011GuildDormNpc.controller	0.8	3	60
67	10518	5	NpcPosQishi			七实	2024SpringNpc_Qishi_Idle	2024SpringNpc_Qishi_Talk		Assets/Product/Role/Room/Animation/QR3YongyechaoMd010011/QR3YongyechaoMd010011/QR3YongyechaoMd010011GuildDormNpc.controller	0.8	3	60
68	10519	5	NpcPosHakama			哈卡玛	2024SpringNpc_Hakama_Idle	2024SpringNpc_Hakama_Talk		Assets/Product/Role/Room/Animation/QR2HakamaMd010011/QR2HakamaMd010011/QR2HakamaMd010011GuildDormNpc.controller	0.8	3	60
69	10520	5	NpcPosWeila			薇拉	2024SpringNpc_Weila_Idle	2024SpringNpc_Weila_Talk		Assets/Product/Role/Room/Animation/QR3WeilaMd010011/QR3WeilaMd010011/QR3WeilaMd010011GuildDormNpc.controller	0.8	3	60
70	10521	5	NpcPosNuoketi			诺克提	2024SpringNpc_Nuoketi_Idle	2024SpringNpc_Nuoketi_Talk		Assets/Product/Role/Room/Animation/QR2NuoketiMd010011/QR2NuoketiMd010011/QR2NuoketiMd010011GuildDormNpc.controller	0.8	3	60
71	10522	5	NpcPosTwentyone			21号	2024SpringNpc_21_Idle	2024SpringNpc_21_Talk		Assets/Product/Role/Room/Animation/QR3TwentyoneMd010011/QR3TwentyoneMd010011/QR3TwentyoneMd010011GuildDormNpc.controller	0.8	3	60
72	10523	5	NpcPosBangbitana			邦比娜塔	2024SpringNpc_Bangbinata_Idle	2024SpringNpc_Bangbinata_Talk		Assets/Product/Role/Room/Animation/QR2BangbinataMd010011/QR2BangbinataMd010011/QR2BangbinataMd010011GuildDormNpc.controller	0.8	3	60
73	10524	5	NpcPosBianka			比安卡	2024SpringNpc_Bianka_Idle	2024SpringNpc_Bianka_Talk		Assets/Product/Role/Room/Animation/QR3BiankaMd010011/QR3BiankaMd010011/QR3BiankaMd010011GuildDormNpc.controller	0.8	3	60
74	10525	5	NpcPosLuosaita			罗塞塔	2024SpringNpc_Luosaita_Idle	2024SpringNpc_Luosaita_Talk		Assets/Product/Role/Room/Animation/QR3LuosaitaMd010011/QR3LuosaitaMd010011/QR3LuosaitaMd010011GuildDormNpc.controller	0.8	3	60
75	10526	5	NpcPosBuouxiong			布偶熊	2024SpringNpc_Buouxiong_Idle	2024SpringNpc_Buouxiong_Talk		Assets/Product/Role/Room/Animation/QR2BuouxiongMd010011/QR2BuouxiongMd010011/QR2BuouxiongMd010011GuildDormNpc.controller	0.8	3	60
76	10527	5	NpcPosKalienina			卡列尼娜	2024SpringNpc_Kalienina_Idle	2024SpringNpc_Kalienina_Talk		Assets/Product/Role/Room/Animation/QR4KalieninaMd010011/QR4KalieninaMd010011/QR4KalieninaMd010011GuildDormNpc.controller	0.8	3	60
77	10528	5	NpcPosAila			艾拉	2024SpringNpc_Aila_Idle	2024SpringNpc_Aila_Talk		Assets/Product/Role/Room/Animation/QR3AilaMd010011/QR3AilaMd010011/QR3AilaMd010011GuildDormNpc.controller	0.8	3	60
78	10529	5	NpcPosSailinna			赛琳娜	2024SpringNpc_Sailinna_Idle	2024SpringNpc_Sailinna_Talk		Assets/Product/Role/Room/Animation/QR3SailinnaMd010011/QR3SailinnaMd010011/QR3SailinnaMd010011GuildDormNpc.controller	0.8	3	60
79	10530	5	NpcPosDuobian			渡边	2024SpringNpc_Dubian_Idle	2024SpringNpc_Dubian_Talk		Assets/Product/Role/Room/Animation/QR4DubianMd010011/QR4DubianMd010011/QR4DubianMd010011GuildDormNpc.controller	0.8	3	60
80	10531	5	NpcPosNuoan			诺安	2024SpringNpc_Nuoan_Idle	2024SpringNpc_Nuoan_Talk		Assets/Product/Role/Room/Animation/QR2NuoanMd010011/QR2NuoanMd010011/QR2NuoanMd010011GuildDormNpc.controller	0.8	3	60
