Id	Content	BehaviorId	OptionShowTime	EmptySkipId	RepeatId	Options	SkipIds
10603	九龙夏天里好吃的可多了！糖水啊，凉粉啊，还有各种水果，听说之前还有一种叫冰碗的小吃，可惜我没吃过……		1500		10604	['关于小吃', '关于大海', '再见']	[10602, 10605, 10608]
10604	有机会的话，一定要带指挥官尝尝九龙夏天的小吃！		1500			['关于小吃', '关于大海', '再见']	[10602, 10605, 10608]
10605	在夜航船上的时候，每天都能看到大海，不如说视野里除了大海也没有别的了……嗯……我也有点说不清，总而言之，我还是更喜欢这里的大海！		1500		10606	['关于小吃', '关于大海', '再见']	[10602, 10605, 10608]
10606	说起来，海上夜晚的星空和空中花园看到的是不一样的，指挥官应该还没见过吧？等到晚上，我们一起看吧！		1500		10607	['关于小吃', '关于大海', '再见']	[10602, 10605, 10608]
10607	指挥官，如果去海里玩的话要带上我哦。		1500			['关于小吃', '关于大海', '再见']	[10602, 10605, 10608]
10608	再见啦，指挥官。	SummerNpc_Pulao_Endtalk					
10701	嗯？原来你在这儿啊。	Talk_Idle	1500			['关于海岛', '关于夏天', '再见']	[10702, 10705, 10708]
10702	经验告诉我，那边的沙滩里藏着几个感染体，当然，天上掉下来几个升格者这种事也有可能……嗯，没错，就是这个表情，你可以再紧张一些，没关系。		1500		10703	['关于海岛', '关于夏天', '再见']	[10702, 10705, 10708]
10703	指挥官，帮我去拿一下那边的冷饮。你也可以给自己拿一份，但你最好不要拿错，先说好，我可没有救治人类错喝冷却液的经验。		1500		10704	['关于海岛', '关于夏天', '再见']	[10702, 10705, 10708]
10704	这座小岛还挺适合度假的，而且也没那么无聊。		1500			['关于海岛', '关于夏天', '再见']	[10702, 10705, 10708]
10705	大海、夏天和你联系在一起的时候意味着什么，你应该记得吧？啧……你最好是还记得。		1500		10706	['关于海岛', '关于夏天', '再见']	[10702, 10705, 10708]
10706	有时候我在想，要不要像以前一样，跟着季节来改换自己的衣服，或者说，涂装。毕竟夏天可不是一个安稳的季节呢，你说是吧？		1500		10707	['关于海岛', '关于夏天', '再见']	[10702, 10705, 10708]
10707	想要和我分享这片阴凉，就得付出一些代价……你要想好哦？		1500			['关于海岛', '关于夏天', '再见']	[10702, 10705, 10708]
10708	嗯？这就要走了吗？	SummerNpc_Weila_Endtalk					
10801	您好，指挥。	Talk_Idle	1500			['关于海岛', '关于舞台', '再见']	[10802, 10805, 10808]
10802	从大海发出的气息，才能将我们的灵魂归还。您也能感受到吧，指挥，就是那从五浔深处吹来的海风……		1500		10803	['关于海岛', '关于舞台', '再见']	[10802, 10805, 10808]
10803	也许只有可怕的暴风雨过后，太阳重新为广袤的世界洒下光芒时，我们才能记起共同经历过的盛夏吧。		1500		10804	['关于海岛', '关于舞台', '再见']	[10802, 10805, 10808]
10804	暴风雨已然退去，能让我们在这座小岛上分享阳光。		1500			['关于海岛', '关于舞台', '再见']	[10802, 10805, 10808]
10805	是的，当然，我们都有上场的时候，也都有下场的时候。我只是很怀念这种感觉，但这些乐器却……如此陌生。		1500		10806	['关于海岛', '关于舞台', '再见']	[10802, 10805, 10808]
10806	您想听些什么吗？也许我可以试着演奏些什么，但舞会上的音乐大多无法独奏……指挥想试试吗？		1500		10807	['关于海岛', '关于舞台', '再见']	[10802, 10805, 10808]
10807	一个舞台令我无法隐藏，一个舞台令我在场。		1500			['关于海岛', '关于舞台', '再见']	[10802, 10805, 10808]
10808	安好，指挥。	SummerNpc_Sailinna_Endtalk					
10901	你好，指挥官，有什么需要我帮忙的吗？	Talk_Idle	1500			['关于假期', '关于库洛姆', '再见']	[10902, 10905, 10908]
10902	说起来，我们都已经很久没有像这样特意闲下来休息一阵子了吧，“适时修整、以退为进也是一种战术”，我记得当时法奥斯的教官们也是这样说的。		1500		10903	['关于假期', '关于库洛姆', '再见']	[10902, 10905, 10908]
10903	如果一年到头总是假期，那么假期恐怕也要和工作一样了吧？也正因如此，如今的假期才显得这么珍贵。		1500		10904	['关于假期', '关于库洛姆', '再见']	[10902, 10905, 10908]
10904	如果想要歇息一下，我随时都在。		1500			['关于假期', '关于库洛姆', '再见']	[10902, 10905, 10908]
10905	这样突如其来的休息反而让我有些无所适从，一时还没有什么规划……指挥官有什么计划吗？我想听听您的建议。		1500		10906	['关于假期', '关于库洛姆', '再见']	[10902, 10905, 10908]
10906	……嗯？抱歉，刚刚有些出神了，没有注意到您在叫我。闲暇时，偶尔我会像这样放空自己，什么也不想。这也是放松的方法，您也可以试试，指挥官。		1500		10907	['关于假期', '关于库洛姆', '再见']	[10902, 10905, 10908]
10907	为队员和自己安排合适的休息，这自然也是指挥官和队长职责的一部分。		1500			['关于假期', '关于库洛姆', '再见']	[10902, 10905, 10908]
10908	再见，指挥官。	SummerNpc_Kuluomu_Endtalk					
11001	怎么？开始享受假期了吗？	Talk_Idle	1500			['关于海岛', '关于里', '再见']	[11002, 11005, 11008]
11002	这里的环境确实很适合休假，感觉还挺不错的，……你要不要试试在这里躺一会？既然是休假，也就没必要顾忌那么多了吧。		1500		11003	['关于海岛', '关于里', '再见']	[11002, 11005, 11008]
11003	……不必了，我在这里吹吹海风就很好了。如果你胃口足够好的话，那边好像还有小吃什么的，不过不知道味道怎么样。		1500		11004	['关于海岛', '关于里', '再见']	[11002, 11005, 11008]
11004	我很好奇那个舞台的能源是从哪儿来的，总不会是什么夏日神秘能量吧……		1500			['关于海岛', '关于里', '再见']	[11002, 11005, 11008]
11005	你说我吗？对我来说没什么喜欢不喜欢的，只是在这里看看海，会觉得很安心，时间也一不留神就过去了。		1500		11006	['关于海岛', '关于里', '再见']	[11002, 11005, 11008]
11006	你还真是奇怪，这是你的假期，而你却这么关心别人的想法……我知道了，我很好，如果你想的话，我还可以变得更好些。		1500		11007	['关于海岛', '关于里', '再见']	[11002, 11005, 11008]
11007	你可以把这次休假理解成我们共同的假期，因为我也是这么想的。		1500			['关于海岛', '关于里', '再见']	[11002, 11005, 11008]
11008	没有其他的事了吗？也好。	SummerNpc_Li_Endtalk					
30001	你来了啊。	Stand_Idle	1500			['关于赛利卡', '再见']	[30002, 30004]
30002	我为什么在这里？如果我说，是来监督联合指挥局的工作，你会有什么想法？	Stand_Idle	1500	30003			
30003	——别紧张，说是监督，其实只是偶尔过来看看罢了。	Stand_Happy	1500			['关于赛利卡', '再见']	[30002, 30004]
30004	最近我会一直在这里的，可别故意躲着我哦~	CommonNpc_Sailika_Endtalk	1500				
30101	指挥官，新年快乐。	Stand_Happy_Idle	1500			['露西亚怎么在这里？', '要尝尝这里的菜肴吗？', '再见']	[30102, 30107, 30110]
30102	今天是新年的第一天，本来应该是休息日。早上我和丽芙去过你的休息室，但是你已经出门了。	Stand_Idle	1500	30103			
30103	里猜这个时候，你要么去指挥局和其他指挥官交流了，要么就在靶场练习。我去过靶场，所以来指挥局看看你在不在这里。	Think_Idle	1500	30104			
30104	不是什么要紧的事。今天晚上，我、丽芙还有里准备一起回顾一下这一整年来灰鸦的改变，指挥官当然也是不可或缺的人。	Stand_Idle	1500	30105			
30105	不是讨论战术，难得有机会，灰鸦的大家能够轻松地坐下来聊聊。丽芙和我会提前准备好一些点心的。	Stand_Idle	1500	30106			
30106	虽然可以通过终端给指挥官留言，但是我更希望能够当面邀请，应该怎么说……更有仪式感？总之，指挥官可以期待一下。	Stand_Happy	1500			['露西亚怎么在这里？', '要尝尝这里的菜肴吗？', '再见']	[30102, 30107, 30110]
30107	谢谢，指挥官，不用了。我只是对菜谱有些好奇，如果有机会能够进行一些学习就好了。	No_Happy	1500	30108			
30108	最近我认识到，或许烹饪并不是调料越多就能让食材变得更加美味，但是要将认知落实到实践，还需要继续努力。	Think_Idle	1500	30109			
30109	等到能拿出自信的作品那天，我一定会邀请指挥官作为第一位品尝者，请放心。	Stand_Happy	1500			['露西亚怎么在这里？', '要尝尝这里的菜肴吗？', '再见']	[30102, 30106, 30110]
30110	好的，指挥官你先忙。	SpringNpc_Luxiya_Endtalk					
30201	……新年快乐。	Stand_Idle	1500			['对做风筝有兴趣吗？', '难得的休息日……', '再见']	[30202, 30206, 30210]
30202	小时候做过一次，可惜虽然做好了风筝，但是莫瑞那时却不能像其他小孩一样可以随意地在室外跑来跑去。	Think_Close	1500	30203			
30203	过来看到这里有很多材料和样品，一时间还挺怀念的。	Think_Close	1500	30204			
30204	……你是想说你想试试吗？我倒是没什么，只是这几天空中花园的天气都是降雪吧，不是放飞的最佳条件。	Think_Idle	1500	30205			
30205	你说的很对，放风筝确实不急，况且也不一定一次就能做成功。不过我会和你一起把它调整到最优为止。	Stand_Idle	1500			['对做风筝有兴趣吗？', '难得的休息日……', '再见']	[30202, 30206, 30210]
30206	是的，正是因为是休息日，我才出来随便走走。不要误会，我不是特地来这里找你的。	Stand_Idle	1500	30207			
30207	早上和莫瑞聊了一会儿，准备回去的休息室的时候，想到某个不会劳逸结合的人，就想着绕路过来看看。	Stand_Idle	1500	30208			
30208	果然，在这里遇见了你。我说，记得提醒别人今天是休息，怎么自己就不知道呢？	Think_Close	1500	30209			
30209	……只是过来散散步？……就假设你说的是实话吧。	Think_Idle	1500			['对做风筝有兴趣吗？', '难得的休息日……', '再见']	[30202, 30206, 30210]
30210	嗯。	SpringNpc_Li_Endtalk					
30301	新年的第一场雪，指挥官已经好好看过了吗？	Talk_Happy	1500			['丽芙，新年快乐。', '丽芙今日的运势如何？', '再见']	[30302, 30307, 30310]
30302	新年快乐，指挥官。啊，本该由我先祝福指挥官才对……	Stand_Happy_Idle	1500	30303			
30303	指挥官，从一年新开始的时候就皱着眉头可不行，前几天小队聚会夜话的时候也是……	No_Happy	1500	30304			
30304	我知道指挥官在担忧许多事情，但是就像露西亚那天晚上说的，只要我们还在一起，就没有什么是无法克服的。	Stand_Idle	1500	30305			
30305	如果真的很苦恼的话，就再依靠丽芙一些吧。今年的我，一定会比过去更加可靠。	Stand_Idle	1500	30306			
30306	嗯，就是这样的笑容。让指挥官露出轻松的表情，是大家心照不宣的期望。	Stand_Happy	1500			['丽芙，新年快乐。', '丽芙今日的运势如何？', '再见']	[30302, 30307, 30310]
30307	刚刚不小心按到机器的按钮，被指挥官看到了吗？真是的……	Think_Cry	1500	30308			
30308	票据上写着中吉，宜大扫除，忌……什么都想要。太贪心果然是不可以的。	Stand_Idle	1500	30309			
30309	那么今天，从现在开始，丽芙就只看着眼前的东西好了，雪景，还有——身边的大家。	Stand_Happy	1500			['丽芙，新年快乐。', '丽芙今日的运势如何？', '再见']	[30302, 30307, 30310]
30310	好的，指挥官，晚些见。	SpringNpc_Lifu_Endtalk					
30401	……你的表情，需要这么吃惊吗？	Stand_Idle	1500			['你怎么会在这里！', '没有想到，你会对观赏竹有兴趣。', '再见']	[30402, 30407, 30410]
30402	在你的逻辑里，“新年”不应该正是问候亲友的时候吗？	Think_Idle	1500	30403			
30403	还是说，我对你的认识存在偏颇，你其实完全不企盼任何这样的回应？	Stand_Idle	1500	30404			
30404	不用这么局促，我现在还能够很好地压制我的力量，我也没有计划在今天让这艘人类方舟沉没。	Stand_Idle	1500	30405			
30405	……围巾？没有准备只好用这个作为新年礼物？我不是为了向你索要利益而来。	Think_Idle	1500	30406			
30406	只是……即便你有你的选择，我有我的道路，我依然保有偶尔拒绝命运束缚的自由。	Stand_Idle	1500			['你怎么会在这里！', '没有想到，你会对观赏竹有兴趣。', '再见']	[30402, 30407, 30410]
30407	不，只是这里的一切，都无一例外地带着“改良”的味道，无论是植物还是天气，都和地面上能感受到的不同而已。	Think_Idle	1500	30408			
30408	记住它们的气息吧。下一次，或许降雪的时候，如果我碰巧看到了竹林，我会来把你带过去。	Stand_Idle	1500	30409			
30409	这样你就能知道，我感受到的差别到底在哪里。	Stand_Idle	1500			['你怎么会在这里！', '没有想到，你会对观赏竹有兴趣。', '再见']	[30402, 30407, 30410]
30410	你走就行了，要找你的时候，我自然能找到你。	SpringNpc_LuxiyaR3_Endtalk					
30501	贵安，指挥官阁下，以及——新年快乐。	Talk_Happy	1500			['对烟花有兴趣吗？', '这几天也在忙吗？', '再见']	[30502, 30506, 30509]
30502	之前卡列尼娜有时会让我帮助她测试一些爆破性的小发明，我记得其中有一种，就和烟花类似。	Think_Idle	1500	30503			
30503	不过不是在地上燃放，而是卡列投掷到空中之后，再由我用箭发动。	Stand_Idle	1500	30504			
30504	为了能观测作用范围，卡列尼娜在里面添加了颜色鲜艳的粉末。虽然是武器测试，但不得不承认，爆破的场景和烟花一样美丽呢。	Stand_Happy	1500	30505			
30505	如果指挥官阁下也有兴趣的话，即使不是节庆时期，我也能借助我的箭再现彩焰横空的景象。当然，我会拜托卡列尼娜把用量控制在观赏用的范畴之内。	Stand_Idle	1500			['对烟花有兴趣吗？', '这几天也在忙吗？', '再见']	[30502, 30506, 30509]
30506	清理部队需要时刻有人待命，作为队长，自然应当以身作则。不过这几日并没有什么任务，所以实际上也算是休整时间。	Think_Idle	1500	30507			
30507	不过闲暇之余，我会抽时间进行一些祝祷。毕竟现在是周而复始，万物更新的时节吧？	Stand_Idle	1500	30508			
30508	况且这几日空中花园都安排了降雪，雪景本身，也会让我想起许多值得祷念的回忆。	Stand_Happy	1500			['对烟花有兴趣吗？', '这几天也在忙吗？', '再见']	[30502, 30506, 30509]
30509	嗯，再见，指挥官阁下。	SpringNpc_Bianka_Endtalk	1500				
30601	啊，指挥官！新年快乐~	Greet_Happy	1500			['蒲牢在写什么？', '今天不放假吗？', '再见']	[30602, 30606, 30610]
30602	这个、这个……我只是随便写着玩玩而已！	Shy_Idle	1500	30603			
30603	绝对不是写得不好看拿不出手哦！	Refuse_Concentrate	1500	30604			
30604	呜……都被看到了吗……其、其实就是发现这里也有笔墨，想给指挥官露一手嘛……	Think_Cry	1500	30605			
30605	书法这种东西，竟然和算术一样难……回去蒲牢一定要好好练习，争取明年送指挥官一副亲笔对联！	Think_Cry	1500			['蒲牢在写什么？', '今天不放假吗？', '再见']	[30602, 30606, 30610]
30606	放假？当然啦！在九龙，这几天都是非常重要的节日，街上有好多好吃的和好玩的东西呢！	Victory_Happy2	1500	30607			
30607	我吗？工作时间，蒲牢要承担应有的职责才行！而且这几天的加班工资也……	Think_Drool	1500	30608			
30608	咳咳，总之，蒲牢要认真当值才可以让九龙的大家过好节日，这一点我是不会忘的啦。	Stand_Idle	1500	30609			
30609	对了，九龙的庆典今天还不会结束，指挥官要是有空的话，要不要顺路跟蒲牢一起去九龙呀？	Stand_Happy	1500			['蒲牢在写什么？', '今天不放假吗？', '再见']	[30602, 30606, 30610]
30610	嗯，指挥官先去忙吧。	SpringNpc_Pulao_Endtalk					
30701	嗯？	Stand_Idle	1500			['是想吃糖葫芦吗？', '新年快乐！', '再见']	[30702, 30706, 30709]
30702	我只是认为回去向贾米拉汇报的时候，这是种值得带上的特产。	Think_Close	1500	30703			
30703	根据列车所在的区域和时节，这种有地方特色的节日商品会在对应时间很受欢迎。	Stand_Idle	1500	30704			
30704	让我先尝一尝再决定？你说的也对。	Stand_Idle	1500	30705			
30705	……唔，好甜。	Stand_Happy_Idle	1500			['是想吃糖葫芦吗？', '新年快乐！', '再见']	[30702, 30706, 30709]
30706	……新年快乐。依据九龙礼节，这种时刻，我应该怎么做？	Stand_Idle	1500	30707			
30707	享受这种氛围就行吗？嗯，我知道了。	Think_Idle	1500	30708			
30708	下一次你再去阿迪莱商业联盟号作客的时候，我也会带你享受特别的氛围，作为回礼，不，作为邀请。	Stand_Idle	1500			['是想吃糖葫芦吗？', '新年快乐！', '再见']	[30702, 30706, 30709]
30709	差不多了。	SpringNpc_Sufeiya_Endtalk					
40101	终于又见到指挥官了。	Stand_Happy_Idle	1500			['关于空岛', '关于灰鸦', '再见']	[40102, 40105, 40108]
40102	虽然并不能保证这里的安全性，不过这里的采光很好，风景也很不错，那边的喷泉……	Think_Idle	1500	40103			
40103	指挥官，要去喷泉那里扔许愿硬币吗？似乎听说过有这种传统……你想许什么样的愿望？	Stand_Idle	1500	40104			
40104	我的愿望当然是能学会做好吃的饭菜给大家——诶，指挥官的表情好奇怪！	Stand_Happy_Cry	1500			['关于空岛', '关于灰鸦', '再见']	[40102, 40105, 40108]
40105	闲下来的时候，还是会第一时间想到灰鸦小队的大家。第一时间总想着和大家一起做些什么。	Stand_Happy	1500	40106			
40106	毕竟，灰鸦已经像家人一样不能分开了吧？不过有时候会显得有些麻烦别人了。	Think_Idle	1500	40107			
40107	话虽如此，还是想让指挥官帮忙一起想想，在此之前要不要先去餐厅？	Stand_Happy	1500			['关于空岛', '关于灰鸦', '再见']	[40102, 40105, 40108]
40108	我一直都在这里，指挥官。	SkyNpc_Common_PatrolEndtalk					
40201	指挥官。接下来要去做什么？	Stand_Happy	1500			['关于空岛', '关于夏天', '再见']	[40202, 40205, 40208]
40202	这里可以看见下方的大海……海面上的一点点波纹都能看得很清楚。	Think_Idle	1500	40203			
40203	感觉就像和天空融为了一体，和在空中花园见到的完全不同……指挥官能感受到这种心情吗？	Think_Close	1500	40204			
40204	想象自己是天空或是大海，像风一样能自由地——啊，果然还是想留在指挥官和大家的身边。	Think_Close_StandHappy	1500			['关于空岛', '关于夏天', '再见']	[40202, 40205, 40208]
40205	小时候对夏天的记忆不深，要说第一个想到的，就是家庭旅行时看见远处山坡上的羊妈妈和小羊。	Think_Close	1500	40206			
40206	后来季节变化也变得模糊起来，大家都没有时间在乎身边的风景了。	Stand_Idle	1500	40207			
40207	让我们留下更多关于夏天的回忆吧，指挥官。	Stand_Happy	1500			['关于空岛', '关于夏天', '再见']	[40202, 40205, 40208]
40208	需要帮忙的地方请务必叫上我，指挥官！	SkyNpc_Common_Endtalk					
40301	指挥官在假期有什么安排？	Stand_Idle	1500			['关于空岛', '关于夏天', '再见']	[40302, 40305, 40308]
40302	为了让整个区域都能够安全地在空中航行，需要调整的参数很多。	Think_Idle	1500	40303			
40303	而且要适应各种各样的天气状况，线路的排布不能因为极端天气受影响……	Think_Idle	1500	40304			
40304	你说这些有专门的人来负责？是这样没错，不过涉及到你们的安全，还是亲自维护一遍才能放心。	Stand_Idle	1500			['关于空岛', '关于夏天', '再见']	[40302, 40305, 40308]
40305	对夏天的感受？没有什么特别的，长时间在地表各处战斗，对季节的更替其实并没有什么实感。	Stand_Idle	1500	40306			
40306	不过露西亚和丽芙看上去都很期待。毕竟，夏日的确经常用来代表一些……珍贵的回忆。	Think_Close	1500	40307			
40307	所以，如果指挥官接下来有空，要一起做点什么吗？	Stand_Idle	1500			['关于空岛', '关于夏天', '再见']	[40302, 40305, 40308]
40308	接下来的天气是——晴天，继续享受假日吧，指挥官。	SkyNpc_Common_PatrolEndtalk					
40401	要放松一会吗，指挥官。	Stand_Idle	1500			['关于空岛', '关于夏天', '再见']	[40402, 40405, 40408]
40402	如果想要找一些不被打扰的休息场所，我能给你很多建议哦。	Talk_Idle	1500	40403			
40403	毕竟对于狙击手来说，找到每一个地区最隐蔽的地方……是再容易不过的事情。	Stand_Idle	1500	40404			
40404	唔……不需要吗？那，还有“最适合一起玩的场所”，“美食最多的场所”和“最适合看书的场所”，每一个都好评如潮哦。	Think_Idle_StandIdle	1500			['关于空岛', '关于夏天', '再见']	[40402, 40405, 40408]
40405	想要在夏天做的事情？唔……这个问题，你在问我之前心里就已经有答案了吧。	Think_Idle	1500	40406			
40406	不过……现在的我正好充能完毕，有干劲做一些其他事情了呢。	Stand_Idle	1500	40407			
40407	我找到了最适合观测空岛全貌的位置，正想去看看……要一起吗？换一个视角，感受也会完全不同哦。	Talk_Idle	1500			['关于空岛', '关于夏天', '再见']	[40402, 40405, 40408]
40408	早安哦，指挥官……	SkyNpc_Common_Endtalk					
40501	什么事什么事？	Stand_Idle	1500			['关于空岛', '关于夏天', '再见']	[40502, 40505, 40508]
40502	虽然设计一个稳定的空中小岛不是难事，但是兼具美观和实用可是很难的！	Show_Serious	1500	40503			
40503	用来休息的地方只能使用特殊的静音装置掩盖掉飞行引擎的声音……还要考虑到引力和各种安全设施 ——	Talk_Serious	1500	40504			
40504	——笨蛋指挥官有没有在好好听啦！这种精妙的设计只有我的工程部队才能做到！不打算赞赏一下吗！	Refuse_Idle	1500			['关于空岛', '关于夏天', '再见']	[40502, 40505, 40508]
40505	一到夏天就要调整机体的散热系统，最麻烦了！	Refuse_Idle	1500	40506			
40506	尤其是到了夏天，建筑材料也都热得烫手，对工程进度可没什么好处。	Stand_Idle	1500	40507			
40507	不过指挥官你在休假的话，我就，我就勉为其难调整一下散热功率，陪你去走走吧——只是因为想看海鸥——谁要穿裙子了！	Show_Idle	1500			['关于空岛', '关于夏天', '再见']	[40502, 40505, 40508]
40508	这就走了吗——我之后可是很忙的！	SkyNpc_Common_Endtalk					
40601	要带七实去哪里玩吗！出发吧！	Greet_Happy	1500			['关于空岛', '关于夏天', '再见']	[40602, 40605, 40608]
40602	这里看上去好好玩！那边也是！不过控制室在哪里？现在的速度太慢了，七实想要让这里再加速一点！	Jump_Happy	1500	40603			
40603	再加上大炮就更好啦！可以改装在帕瓦身上吗？可以吗可以吗！	Jump_Happy	1500	40604			
