Id	FightEventId	Name	Icon	Desc	Bg
105	2270260	库洛洛	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21001.png	在飞行库洛洛关卡中，增加库洛洛的血量	
106	2270261	特殊目标	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32161.png	在亚里莎·回音的射击关卡中，增加特殊敌人，击败后可以获得特殊效果	
107	233006	地鼠	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	在武藏玖型追击怪物的关卡中，移动速度将提升	
108	233001	氮气	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33131.png	在运送目标关卡中，角色和运送目标的移速将得到提升	
109	233004	迅捷	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon31071.png	在限时拾取物品的关卡中，角色移动速度将提升	
201	2270255	回音增幅	Assets/Product/Texture/Image/IconSkill/R3Yalishahexin1.png	回音的攻击力提升20%	
202	2270255	深痕增幅	Assets/Product/Texture/Image/IconSkill/R4Biankahexin1.png	深痕的攻击力提升20%	
203	2270255	凛冽增幅	Assets/Product/Texture/Image/IconSkill/R3Luosaitahexin1.png	凛冽的攻击力提升20%	
204	2270255	深红囚影增幅	Assets/Product/Texture/Image/IconSkill/R5Luxiyahexin1.png	深红囚影的攻击力提升20%	
205	2270255	森息增幅	Assets/Product/Texture/Image/IconSkill/R4Twentyonehexin1.png	森息的攻击力提升20%	
206	2270255	绯耀增幅	Assets/Product/Texture/Image/IconSkill/R3Weilahexin1.png	绯耀的攻击力提升20%	
207	2270255	超刻增幅	Assets/Product/Texture/Image/IconSkill/R4Lianghexin1.png	超刻的攻击力提升20%	
208	2270255	极昼增幅	Assets/Product/Texture/Image/IconSkill/R4Lifuhexin1.png	极昼的攻击力提升20%	
209	2270255	遥星之座增幅	Assets/Product/Texture/Image/IconSkill/R4Yongyechaohexin1.png	遥星之座的攻击力提升20%	
210	2270255	鸦羽增幅	Assets/Product/Texture/Image/IconSkill/R4luxiyahexin1.png	鸦羽的攻击力提升20%	
211	2270255	荣光增幅	Assets/Product/Texture/Image/IconSkill/R3Kuluomuhexin1.png	荣光的攻击力提升20%	
212	2270255	万华增幅	Assets/Product/Texture/Image/IconSkill/R3Ailahexin1.png	万华的攻击力提升20%	
213	2270255	银冕增幅	Assets/Product/Texture/Image/IconSkill/R3Lunahexin1.png	银冕的攻击力提升20%	
214	2270255	辉晓增幅	Assets/Product/Texture/Image/IconSkill/R4Kalieninahexin1.png	辉晓的攻击力提升20%	
215	2270255	幻奏增幅	Assets/Product/Texture/Image/IconSkill/R4Sailinnahexin1.png	幻奏的攻击力提升20%	
1031002	220000	极昼增幅	Assets/Product/Texture/Image/IconSkill/R4Lifuhexin1.png	额外伤害加成增加40%	
1071003	231002	烬燃增幅	Assets/Product/Texture/Image/IconSkill/R3kalieninahexin1.png	每有2%的热能，全伤害增加2%。热能状态下，每次消球额外增加4点能量。必杀结束后，进入超算并恢复3个蓝色信号球	
1051003	231003	脉冲增幅	Assets/Product/Texture/Image/IconSkill/R3yongyechaohexin1.png	必杀后提升过载伤害30%，可叠加5层。过载中断重置。一次必杀后触发的过载模式时长延长4秒。释放必杀后进入超算，且恢复3个红球	
1541003	220000	戏炎增幅	Assets/Product/Texture/Image/IconSkill/R2Luolanhexin1.png	额外伤害加成增加40%	
1511003	231005	狂犬增幅	Assets/Product/Texture/Image/IconSkill/R2Kamuhexin1.png	开启必杀时，清空所有球，每个球提供10%伤害加成。非狂嗜状态下，每7秒获得一层狂气和一组三消。非狂嗜状态下，每7秒获得25点能量和一组三消	
1521003	231006	雀翎增幅	Assets/Product/Texture/Image/IconSkill/R2Quhexin1.png	额外伤害加成增加40%。强化球击中时回复10点能量。消凝结球同调值消耗变为10点	
1531003	231007	岚音增幅	Assets/Product/Texture/Image/IconSkill/R3Sailinnahexin1.png	必杀期间的断奏球伤害提升100%。必杀结束后，回复1组三消。必杀期间，释放断奏球时，有40%概率回复1个断奏球	
1041003	231008	真理增幅	Assets/Product/Texture/Image/IconSkill/R3biankahexin1.png	狙击状态下，普攻每箭伤害比上一箭提高20%，最多6次，退出狙击状态后重置。三消伤害提高15%。狙击状态下，每4秒获得一组红三消。狙击箭矢30%概率造成2次伤害，并获得一个蓝球	
1131003	231009	绯耀增幅	Assets/Product/Texture/Image/IconSkill/R3Weilahexin1.png	降雷坠伤害提升100%。释放降雷坠时，恢复10点能量。释放必杀时，恢复1组随机三消球	
1011003	231010	乱数增幅	Assets/Product/Texture/Image/IconSkill/R3lihexin1.png	黄球标记追加的射击伤害提升100%。释放黄球后，回复3个蓝球。强化红球的伤害提升50%。释放蓝球后，回复1个红球	
1141003	231011	凛冽增幅	Assets/Product/Texture/Image/IconSkill/R3Luosaitahexin1.png	三消伤害提高100%。释放广域电磁炮可获得50点能量。释放必杀后获得1组随机色三消球	
1171003	231012	银冕增幅	Assets/Product/Texture/Image/IconSkill/R3Lunahexin1.png	湮灭球伤害提升100%。进入湮灭状态后3秒，每次释放湮灭球会40%概率恢复1个湮灭球。释放必杀后，随机回复2个信号球	
1061003	231013	暗能增幅	Assets/Product/Texture/Image/IconSkill/R3Shenweihexin1.png	暗影状态下，每有10%能量，获得12%额外伤害加成。1、2、3消可额外获得2、3、5点能量。攻击可获得1个随机信号球，3秒cd	
1021003	231014	深红之渊增幅	Assets/Product/Texture/Image/IconSkill/R3luxiyahexin1.png	剑气球暴击时，暴击伤害提升50%。必杀技结束后进入超算并回复1个蓝球，且暴击率提升30%，持续6秒。释放剑气球时，恢复4点能量	
1021004	231015	鸦羽增幅	Assets/Product/Texture/Image/IconSkill/R4luxiyahexin1.png	释放必杀技时，40%概率增加必杀伤害40%，该效果在一场战斗内可叠加，最多200%。切换到物理形态时，7秒内三消伤害增加30%，且40%概率回满被动能量值。切换到冰形态时，获得一组随机三消球，且40%概率必杀点数+1	
1121003	231016	荣光增幅	Assets/Product/Texture/Image/IconSkill/R3Kuluomuhexin1.png	寒魄状态下，每30连击获得50%伤害加成，上限200%。退出寒魄状态时，恢复当前连击数*0.5%荣光之盾。寒魄状态下，普攻造成伤害时附加1次30%的冰属性伤害并记入连击	
301	2320001	强袭战术1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击力提升3%	
302	2320002	韧化镀层	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png	角色进入关卡时获得10秒霸体	
303	2320003	生息增幅1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11001.png	生命值提升3%	
304	2320004	迅影驱驰	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21051.png	角色闪避值恢复速度加快	
305	2320005	铁御防壁1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11021.png	防御提升3%	
306	2320006	战意鼓动	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21081.png	每秒获得5点能量	
307	2320007	强袭战术2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11012.png	攻击力提升5%	
308		速效围攻1	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21251.png	解锁多重挑战功能，挑战倍率上限为2	
309	2320008	生息增幅2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11002.png	生命值提升5%	
310	2320009	疾算填充	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22120.png	每10秒获得一组信号球	
311	2320010	铁御防壁2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11022.png	防御提升5%	
312		速效围攻2	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21252.png	多重挑战最大倍率提升至4	
313	2320011	强袭战术3	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11013.png	攻击力提升7%	
314	2320012	破绽袭剿	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32101.png	每15秒获得20%伤害提升效果，效果持续5秒	
315	2320013	生息增幅3	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11003.png	生命值提升7%	
316		速效围攻3	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21253.png	多重挑战最大倍率提升至8	
317	2320014	爆能迸裂	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32151.png	每5次三消，会使敌人爆炸并造成固定伤害	
318	2320015	铁御防壁3	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11023.png	防御提升7%	
319	2320016	逐灭角斗	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10001.png	登场角色每秒增加1%伤害，最高30%，受伤后重置效果	
401	2270255	骇影增幅	Assets/Product/Texture/Image/IconSkill/R3Buouxionghexin1.png	骇影的攻击力提升20%	
402	2270255	明晰梦增幅	Assets/Product/Texture/Image/IconSkill/R3Wanshihexin1.png	明晰梦的攻击力提升20%	
403	2270255	启明增幅	Assets/Product/Texture/Image/IconSkill/R3Quhexin1.png	启明的攻击力提升20%	
404	2270255	霁梦增幅	Assets/Product/Texture/Image/IconSkill/R5Lifuhexin1.png	霁梦的攻击力提升20%	
405	2270255	森息增幅	Assets/Product/Texture/Image/IconSkill/R4Twentyonehexin1.png	森息的攻击力提升20%	
406	2270255	芒星之迹增幅	Assets/Product/Texture/Image/IconSkill/R5Yongyechaohexin1.png	芒星之迹的攻击力提升20%	
407	2270255	灼惘增幅	Assets/Product/Texture/Image/IconSkill/R4Weilahexin1.png	灼惘的攻击力提升20%	
408	2270255	尘铭增幅	Assets/Product/Texture/Image/IconSkill/R4Dubianhexin1.png	尘铭的攻击力提升20%	
409	2270255	誓焰增幅	Assets/Product/Texture/Image/IconSkill/R6Luxiyahexin1.png	誓焰的攻击力提升20%	
410	2270255	谬影增幅	Assets/Product/Texture/Image/IconSkill/R3Lilithhexin1.png	谬影的攻击力提升20%	
411	2270255	辉晓增幅	Assets/Product/Texture/Image/IconSkill/R4Kalieninahexin1.png	辉晓的攻击力提升20%	
412	2270255	晖暮增幅	Assets/Product/Texture/Image/IconSkill/R5Biankahexin1.png	晖暮的攻击力提升20%	
413	2270255	希声增幅	Assets/Product/Texture/Image/IconSkill/R5Sailinnahexin1.png	希声的攻击力提升20%	
414	2270255	铮骨增幅	Assets/Product/Texture/Image/IconSkill/R3Weiluonikahexin1.png	铮骨的攻击力提升20%	
415	2270255	檀心增幅	Assets/Product/Texture/Image/IconSkill/R3Hanyinghexin1.png	檀心的攻击力提升20%	
416	2270255	幻日增幅	Assets/Product/Texture/Image/IconSkill/R3Cibeizhehexin1.png	幻日的攻击力提升20%	
417	2270255	终焉增幅	Assets/Product/Texture/Image/IconSkill/R4Lunahexin1.png	终焉的攻击力提升20%	
418	2320017	全境4期藏品室2级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
419	2320018	全境4期藏品室3级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
420	2320019	全境4期藏品室4级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
421	2320020	全境4期藏品室5级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
422	2320021	全境4期藏品室6级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
423	2320022	全境4期藏品室7级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
424	2320023	全境4期藏品室8级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
425	2320024	全境4期藏品室9级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
426	2320025	全境4期藏品室10级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
427	2320026	全境4期藏品室11级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
428	2320027	全境4期藏品室12级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
429	2320028	全境4期藏品室13级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
430	2320029	全境4期藏品室14级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
431	2320030	全境4期藏品室15级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
432	2320031	全境4期藏品室16级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
433	2320032	全境4期藏品室17级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
434	2320033	全境4期藏品室18级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
435	2320034	全境4期藏品室19级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
436	2320035	全境4期藏品室20级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
437	2320036	全境4期藏品室21级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
438	2320037	全境4期藏品室22级	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11011.png	攻击、生命提升	
