Id	BlockId	TargetPurification	TimeStr
149	3	242370538	2025/12/24 15:00
150	3	244144455	2025/12/24 15:05
151	3	245844115	2025/12/24 15:10
152	3	247510983	2025/12/24 15:15
153	3	249281606	2025/12/24 15:20
154	3	251136440	2025/12/24 15:25
155	3	252742624	2025/12/24 15:30
156	3	254372137	2025/12/24 15:35
157	3	256070463	2025/12/24 15:40
158	3	257751753	2025/12/24 15:45
159	3	259394914	2025/12/24 15:50
160	3	261052929	2025/12/24 15:55
161	3	262903014	2025/12/24 16:00
162	3	264503368	2025/12/24 16:05
163	3	266088232	2025/12/24 16:10
164	3	267934572	2025/12/24 16:15
165	3	269706812	2025/12/24 16:20
166	3	271543435	2025/12/24 16:25
167	3	273173787	2025/12/24 16:30
168	3	274956436	2025/12/24 16:35
169	3	276709724	2025/12/24 16:40
170	3	278571419	2025/12/24 16:45
171	3	280179431	2025/12/24 16:50
172	3	281970882	2025/12/24 16:55
173	3	283270275	2025/12/24 17:00
174	3	284366728	2025/12/24 17:05
175	3	285663855	2025/12/24 17:10
176	3	286945146	2025/12/24 17:15
177	3	288055250	2025/12/24 17:20
178	3	289324275	2025/12/24 17:25
179	3	290544749	2025/12/24 17:30
180	3	291874072	2025/12/24 17:35
181	3	300000000	2025/12/24 17:40
182	4	1400000	2025/12/23 18:00
183	4	2363999	2025/12/23 18:05
184	4	3431761	2025/12/23 18:10
185	4	4282688	2025/12/23 18:15
186	4	5341686	2025/12/23 18:20
187	4	6266360	2025/12/23 18:25
188	4	7165848	2025/12/23 18:30
189	4	8028803	2025/12/23 18:35
190	4	9049350	2025/12/23 18:40
191	4	10014705	2025/12/23 18:45
192	4	10982278	2025/12/23 18:50
193	4	12028020	2025/12/23 18:55
194	4	13129370	2025/12/23 19:00
195	4	14216139	2025/12/23 19:05
196	4	15109157	2025/12/23 19:10
197	4	16036837	2025/12/23 19:15
198	4	17033741	2025/12/23 19:20
199	4	17939943	2025/12/23 19:25
200	4	18801546	2025/12/23 19:30
201	4	19858279	2025/12/23 19:35
202	4	20790059	2025/12/23 19:40
203	4	21807466	2025/12/23 19:45
204	4	22855396	2025/12/23 19:50
205	4	23743343	2025/12/23 19:55
206	4	24603461	2025/12/23 20:00
207	4	25573782	2025/12/23 20:05
208	4	26453313	2025/12/23 20:10
209	4	27414493	2025/12/23 20:15
210	4	28334721	2025/12/23 20:20
211	4	29328063	2025/12/23 20:25
212	4	30418886	2025/12/23 20:30
213	4	31294449	2025/12/23 20:35
214	4	32181349	2025/12/23 20:40
215	4	33042760	2025/12/23 20:45
216	4	34054019	2025/12/23 20:50
217	4	35145372	2025/12/23 20:55
218	4	36952975	2025/12/23 21:00
219	4	38711329	2025/12/23 21:05
220	4	40498790	2025/12/23 21:10
221	4	42156218	2025/12/23 21:15
222	4	43880816	2025/12/23 21:20
223	4	45600737	2025/12/23 21:25
224	4	47262894	2025/12/23 21:30
225	4	49055113	2025/12/23 21:35
226	4	50866596	2025/12/23 21:40
227	4	52462038	2025/12/23 21:45
228	4	54120550	2025/12/23 21:50
229	4	55697039	2025/12/23 21:55
230	4	57322194	2025/12/23 22:00
231	4	59009514	2025/12/23 22:05
232	4	60658428	2025/12/23 22:10
233	4	62241196	2025/12/23 22:15
234	4	63972013	2025/12/23 22:20
235	4	65631392	2025/12/23 22:25
236	4	67288529	2025/12/23 22:30
237	4	69103252	2025/12/23 22:35
238	4	70910233	2025/12/23 22:40
239	4	72697933	2025/12/23 22:45
240	4	74329391	2025/12/23 22:50
241	4	76037525	2025/12/23 22:55
242	4	77486202	2025/12/23 23:00
243	4	78946093	2025/12/23 23:05
244	4	80397564	2025/12/23 23:10
245	4	81901654	2025/12/23 23:15
246	4	83425763	2025/12/23 23:20
247	4	84791635	2025/12/23 23:25
248	4	86165467	2025/12/23 23:30
249	4	87659585	2025/12/23 23:35
250	4	88955318	2025/12/23 23:40
251	4	90429097	2025/12/23 23:45
252	4	91839960	2025/12/23 23:50
253	4	93374244	2025/12/23 23:55
254	4	94808278	2025/12/24 8:00
255	4	96151895	2025/12/24 8:05
256	4	97505043	2025/12/24 8:10
257	4	98893627	2025/12/24 8:15
258	4	100246780	2025/12/24 8:20
259	4	101567972	2025/12/24 8:25
260	4	103097195	2025/12/24 8:30
261	4	104460685	2025/12/24 8:35
262	4	105935069	2025/12/24 8:40
263	4	107209227	2025/12/24 8:45
264	4	108723643	2025/12/24 8:50
265	4	110053821	2025/12/24 8:55
266	4	110922581	2025/12/24 9:00
267	4	111801771	2025/12/24 9:05
268	4	112759214	2025/12/24 9:10
269	4	113825347	2025/12/24 9:15
270	4	114815406	2025/12/24 9:20
271	4	115860352	2025/12/24 9:25
272	4	116960690	2025/12/24 9:30
273	4	118047954	2025/12/24 9:35
274	4	118939911	2025/12/24 9:40
275	4	119891638	2025/12/24 9:45
276	4	120863465	2025/12/24 9:50
277	4	121863698	2025/12/24 9:55
278	4	122832337	2025/12/24 10:00
279	4	123780156	2025/12/24 10:05
280	4	124702094	2025/12/24 10:10
281	4	125576859	2025/12/24 10:15
282	4	126462114	2025/12/24 10:20
283	4	127376258	2025/12/24 10:25
284	4	128249006	2025/12/24 10:30
285	4	129103051	2025/12/24 10:35
286	4	130079286	2025/12/24 10:40
287	4	131159455	2025/12/24 10:45
288	4	132121168	2025/12/24 10:50
289	4	133222625	2025/12/24 10:55
290	4	134137703	2025/12/24 11:00
291	4	135179203	2025/12/24 11:05
292	4	136158987	2025/12/24 11:10
293	4	137226348	2025/12/24 11:15
294	4	138135121	2025/12/24 11:20
295	4	139165149	2025/12/24 11:25
296	4	140268082	2025/12/24 11:30
297	4	141293499	2025/12/24 11:35
298	4	142401003	2025/12/24 11:40
299	4	143378721	2025/12/24 11:45
300	4	144470815	2025/12/24 11:50
301	4	145363923	2025/12/24 11:55
302	4	146973139	2025/12/24 12:00
303	4	148524352	2025/12/24 12:05
304	4	150228912	2025/12/24 12:10
305	4	152015904	2025/12/24 12:15
306	4	153653703	2025/12/24 12:20
307	4	155458572	2025/12/24 12:25
308	4	157243750	2025/12/24 12:30
309	4	158939273	2025/12/24 12:35
310	4	160640706	2025/12/24 12:40
311	4	162353051	2025/12/24 12:45
312	4	164017651	2025/12/24 12:50
313	4	165763930	2025/12/24 12:55
314	4	167487471	2025/12/24 13:00
315	4	169052755	2025/12/24 13:05
316	4	170643315	2025/12/24 13:10
317	4	172234456	2025/12/24 13:15
318	4	173926677	2025/12/24 13:20
319	4	175651522	2025/12/24 13:25
320	4	177414327	2025/12/24 13:30
321	4	179020618	2025/12/24 13:35
322	4	180753199	2025/12/24 13:40
323	4	182306239	2025/12/24 13:45
324	4	184075946	2025/12/24 13:50
325	4	185721475	2025/12/24 13:55
326	4	187356258	2025/12/24 14:00
327	4	188958069	2025/12/24 14:05
328	4	190714226	2025/12/24 14:10
329	4	192379653	2025/12/24 14:15
330	4	193969157	2025/12/24 14:20
331	4	195618205	2025/12/24 14:25
332	4	197355722	2025/12/24 14:30
333	4	199112242	2025/12/24 14:35
334	4	200839254	2025/12/24 14:40
335	4	202473408	2025/12/24 14:45
336	4	204067041	2025/12/24 14:50
337	4	205860748	2025/12/24 14:55
338	4	207369755	2025/12/24 15:00
339	4	208889258	2025/12/24 15:05
340	4	210297884	2025/12/24 15:10
341	4	211805932	2025/12/24 15:15
342	4	213308809	2025/12/24 15:20
343	4	214654461	2025/12/24 15:25
344	4	216142345	2025/12/24 15:30
345	4	217604038	2025/12/24 15:35
346	4	219101969	2025/12/24 15:40
347	4	220608731	2025/12/24 15:45
348	4	222032882	2025/12/24 15:50
349	4	223414008	2025/12/24 15:55
350	4	224906850	2025/12/24 16:00
351	4	226288157	2025/12/24 16:05
352	4	227584645	2025/12/24 16:10
353	4	228911385	2025/12/24 16:15
354	4	230198551	2025/12/24 16:20
355	4	231527897	2025/12/24 16:25
356	4	232819917	2025/12/24 16:30
357	4	234263632	2025/12/24 16:35
358	4	235680221	2025/12/24 16:40
359	4	237049386	2025/12/24 16:45
360	4	238341719	2025/12/24 16:50
361	4	239612993	2025/12/24 16:55
362	4	240691833	2025/12/24 17:00
363	4	241651439	2025/12/24 17:05
364	4	242672262	2025/12/24 17:10
365	4	243746404	2025/12/24 17:15
366	4	244826028	2025/12/24 17:20
367	4	245687861	2025/12/24 17:25
368	4	246662443	2025/12/24 17:30
369	4	247719801	2025/12/24 17:35
370	4	248668169	2025/12/24 17:40
371	4	249682212	2025/12/24 17:45
372	4	250648757	2025/12/24 17:50
373	4	251669961	2025/12/24 17:55
374	4	252584981	2025/12/24 18:00
375	4	253532441	2025/12/24 18:05
376	4	254611697	2025/12/24 18:10
377	4	255522577	2025/12/24 18:15
378	4	256623764	2025/12/24 18:20
379	4	257557849	2025/12/24 18:25
380	4	258614666	2025/12/24 18:30
381	4	259705251	2025/12/24 18:35
382	4	260616142	2025/12/24 18:40
383	4	261513127	2025/12/24 18:45
384	4	262617600	2025/12/24 18:50
385	4	263665247	2025/12/24 18:55
386	4	264520269	2025/12/24 19:00
387	4	265633964	2025/12/24 19:05
388	4	266720550	2025/12/24 19:10
389	4	267603535	2025/12/24 19:15
390	4	268546634	2025/12/24 19:20
391	4	269434226	2025/12/24 19:25
392	4	270502959	2025/12/24 19:30
393	4	271562025	2025/12/24 19:35
394	4	272644939	2025/12/24 19:40
395	4	300000000	2025/12/24 19:45
396	5	1500000	2025/12/24 19:50
397	5	2628300	2025/12/24 19:55
398	5	3730424	2025/12/24 20:00
399	5	4837108	2025/12/24 20:05
400	5	5877751	2025/12/24 20:10
401	5	6975111	2025/12/24 20:15
402	5	8205807	2025/12/24 20:20
403	5	9169956	2025/12/24 20:25
404	5	10394658	2025/12/24 20:30
405	5	11363437	2025/12/24 20:35
406	5	12513539	2025/12/24 20:40
407	5	13623068	2025/12/24 20:45
408	5	14665343	2025/12/24 20:50
409	5	15767719	2025/12/24 20:55
410	5	16782397	2025/12/24 21:00
411	5	18024772	2025/12/24 21:05
412	5	19207151	2025/12/24 21:10
413	5	20230721	2025/12/24 21:15
414	5	21280276	2025/12/24 21:20
415	5	22364280	2025/12/24 21:25
416	5	23414205	2025/12/24 21:30
417	5	24598015	2025/12/24 21:35
418	5	25690271	2025/12/24 21:40
419	5	26625640	2025/12/24 21:45
420	5	27606363	2025/12/24 21:50
421	5	28650655	2025/12/24 21:55
422	5	29870881	2025/12/24 22:00
423	5	30992225	2025/12/24 22:05
424	5	31933757	2025/12/24 22:10
425	5	33008758	2025/12/24 22:15
426	5	34025817	2025/12/24 22:20
427	5	35181400	2025/12/24 22:25
428	5	36115659	2025/12/24 22:30
429	5	37125940	2025/12/24 22:35
430	5	38160015	2025/12/24 22:40
431	5	39185395	2025/12/24 22:45
432	5	40211904	2025/12/24 22:50
433	5	41249735	2025/12/24 22:55
434	5	42271169	2025/12/24 23:00
435	5	44135560	2025/12/24 23:05
436	5	45974954	2025/12/24 23:10
437	5	47943661	2025/12/24 23:15
438	5	49699740	2025/12/24 23:20
439	5	51438127	2025/12/24 23:25
440	5	53370129	2025/12/24 23:30
441	5	55226236	2025/12/24 23:35
442	5	56997953	2025/12/24 23:40
443	5	58917263	2025/12/24 23:45
444	5	60872717	2025/12/24 23:50
445	5	62787379	2025/12/24 23:55
446	5	64691263	2025/12/25 0:00
447	5	66621063	2025/12/25 8:00
448	5	68534358	2025/12/25 8:05
449	5	70502022	2025/12/25 8:10
450	5	72305953	2025/12/25 8:15
451	5	74017382	2025/12/25 8:20
452	5	76014252	2025/12/25 8:25
453	5	77804052	2025/12/25 8:30
454	5	79525280	2025/12/25 8:35
455	5	81432414	2025/12/25 8:40
456	5	83261148	2025/12/25 8:45
457	5	85225320	2025/12/25 8:50
458	5	87036888	2025/12/25 8:55
459	5	88725295	2025/12/25 9:00
460	5	90257527	2025/12/25 9:05
461	5	91671997	2025/12/25 9:10
462	5	93305213	2025/12/25 9:15
463	5	94942194	2025/12/25 9:20
464	5	96381581	2025/12/25 9:25
465	5	98035342	2025/12/25 9:30
466	5	99713055	2025/12/25 9:35
467	5	101159104	2025/12/25 9:40
468	5	102577617	2025/12/25 9:45
469	5	104186161	2025/12/25 9:50
470	5	106031427	2025/12/25 9:55
471	5	107729960	2025/12/25 10:00
472	5	109332577	2025/12/25 10:05
473	5	111037597	2025/12/25 10:10
474	5	112835703	2025/12/25 10:15
475	5	114502838	2025/12/25 10:20
476	5	116237819	2025/12/25 10:25
477	5	117905770	2025/12/25 10:30
478	5	119471301	2025/12/25 10:35
479	5	121156336	2025/12/25 10:40
480	5	122945608	2025/12/25 10:45
481	5	124305579	2025/12/25 10:50
482	5	125680905	2025/12/25 10:55
483	5	127046491	2025/12/25 11:00
484	5	128295568	2025/12/25 11:05
485	5	129417969	2025/12/25 11:10
486	5	130532066	2025/12/25 11:15
487	5	131687770	2025/12/25 11:20
488	5	132907677	2025/12/25 11:25
489	5	134183984	2025/12/25 11:30
490	5	135446303	2025/12/25 11:35
491	5	136548670	2025/12/25 11:40
492	5	137930532	2025/12/25 11:45
493	5	139057493	2025/12/25 11:50
494	5	140175848	2025/12/25 11:55
495	5	141296276	2025/12/25 12:00
496	5	142619190	2025/12/25 12:05
497	5	143866982	2025/12/25 12:10
498	5	145118563	2025/12/25 12:15
499	5	146363401	2025/12/25 12:20
500	5	147588807	2025/12/25 12:25
501	5	148718228	2025/12/25 12:30
502	5	149894215	2025/12/25 12:35
503	5	151117449	2025/12/25 12:40
504	5	152411442	2025/12/25 12:45
505	5	153707129	2025/12/25 12:50
506	5	154873660	2025/12/25 12:55
507	5	156213390	2025/12/25 13:00
508	5	157399676	2025/12/25 13:05
509	5	158730884	2025/12/25 13:10
510	5	159985406	2025/12/25 13:15
511	5	161273177	2025/12/25 13:20
512	5	162382501	2025/12/25 13:25
513	5	163656510	2025/12/25 13:30
514	5	164815419	2025/12/25 13:35
515	5	165920760	2025/12/25 13:40
516	5	167100603	2025/12/25 13:45
517	5	169190532	2025/12/25 13:50
518	5	171355919	2025/12/25 13:55
519	5	173559330	2025/12/25 14:00
520	5	175731033	2025/12/25 14:05
521	5	177819133	2025/12/25 14:10
522	5	180000039	2025/12/25 14:15
523	5	182056360	2025/12/25 14:20
524	5	184064345	2025/12/25 14:25
525	5	186054636	2025/12/25 14:30
526	5	188007436	2025/12/25 14:35
527	5	189997179	2025/12/25 14:40
528	5	191938039	2025/12/25 14:45
529	5	193967610	2025/12/25 14:50
530	5	195897623	2025/12/25 14:55
531	5	197822223	2025/12/25 15:00
532	5	200008085	2025/12/25 15:05
533	5	201906936	2025/12/25 15:10
534	5	204074142	2025/12/25 15:15
535	5	206021603	2025/12/25 15:20
536	5	208049553	2025/12/25 15:25
537	5	210035402	2025/12/25 15:30
538	5	212184187	2025/12/25 15:35
539	5	214362622	2025/12/25 15:40
540	5	216278561	2025/12/25 15:45
541	5	218247606	2025/12/25 15:50
542	5	220388862	2025/12/25 15:55
543	5	222292939	2025/12/25 16:00
544	5	224487997	2025/12/25 16:05
545	5	226539828	2025/12/25 16:10
546	5	228614218	2025/12/25 16:15
547	5	230702292	2025/12/25 16:20
548	5	232781943	2025/12/25 16:25
549	5	234805495	2025/12/25 16:30
550	5	236793062	2025/12/25 16:35
551	5	238753745	2025/12/25 16:40
552	5	240841502	2025/12/25 16:45
553	5	242507687	2025/12/25 16:50
554	5	244308713	2025/12/25 16:55
555	5	246097882	2025/12/25 17:00
556	5	247826944	2025/12/25 17:05
557	5	249680725	2025/12/25 17:10
558	5	251388046	2025/12/25 17:15
559	5	253135080	2025/12/25 17:20
560	5	254698303	2025/12/25 17:25
561	5	256423787	2025/12/25 17:30
562	5	257999817	2025/12/25 17:35
563	5	259780034	2025/12/25 17:40
564	5	281566264	2025/12/25 17:45
565	5	293294277	2025/12/25 17:50
566	5	300000000	2025/12/25 17:55
567	6	1500000	2025/12/24 19:50
568	6	2493508	2025/12/24 19:55
569	6	3612778	2025/12/24 20:00
570	6	4721736	2025/12/24 20:05
571	6	5904346	2025/12/24 20:10
572	6	6916639	2025/12/24 20:15
573	6	7904340	2025/12/24 20:20
574	6	8943884	2025/12/24 20:25
575	6	10057059	2025/12/24 20:30
576	6	11068156	2025/12/24 20:35
577	6	12045455	2025/12/24 20:40
578	6	13128604	2025/12/24 20:45
579	6	14203262	2025/12/24 20:50
580	6	15290487	2025/12/24 20:55
581	6	16453552	2025/12/24 21:00
582	6	17550118	2025/12/24 21:05
583	6	18613230	2025/12/24 21:10
584	6	19823430	2025/12/24 21:15
585	6	20872521	2025/12/24 21:20
586	6	21929252	2025/12/24 21:25
587	6	22962940	2025/12/24 21:30
588	6	24181662	2025/12/24 21:35
589	6	25276114	2025/12/24 21:40
590	6	26266378	2025/12/24 21:45
591	6	27419185	2025/12/24 21:50
592	6	28608219	2025/12/24 21:55
593	6	29750634	2025/12/24 22:00
594	6	30739555	2025/12/24 22:05
595	6	31824208	2025/12/24 22:10
596	6	32777163	2025/12/24 22:15
597	6	33919951	2025/12/24 22:20
598	6	35030797	2025/12/24 22:25
599	6	36248093	2025/12/24 22:30
600	6	37363798	2025/12/24 22:35
601	6	38469492	2025/12/24 22:40
602	6	39667735	2025/12/24 22:45
603	6	40895664	2025/12/24 22:50
604	6	42003926	2025/12/24 22:55
605	6	43099571	2025/12/24 23:00
606	6	45121161	2025/12/24 23:05
607	6	47024040	2025/12/24 23:10
608	6	49032502	2025/12/24 23:15
609	6	51050495	2025/12/24 23:20
610	6	53031823	2025/12/24 23:25
611	6	55005441	2025/12/24 23:30
612	6	56892889	2025/12/24 23:35
613	6	58775625	2025/12/24 23:40
614	6	60684958	2025/12/24 23:45
615	6	62517277	2025/12/24 23:50
616	6	64350808	2025/12/24 23:55
617	6	66127844	2025/12/25 0:00
618	6	67887233	2025/12/25 8:05
619	6	69637212	2025/12/25 8:10
620	6	71400324	2025/12/25 8:15
621	6	73340868	2025/12/25 8:20
622	6	75196820	2025/12/25 8:25
623	6	77122847	2025/12/25 8:30
624	6	79073605	2025/12/25 8:35
625	6	80809672	2025/12/25 8:40
626	6	82791811	2025/12/25 8:45
627	6	84717348	2025/12/25 8:50
628	6	86716239	2025/12/25 8:55
629	6	88472895	2025/12/25 9:00
630	6	90051025	2025/12/25 9:05
631	6	91490597	2025/12/25 9:10
632	6	92953037	2025/12/25 9:15
633	6	94531215	2025/12/25 9:20
634	6	95955937	2025/12/25 9:25
635	6	97498154	2025/12/25 9:30
636	6	99056278	2025/12/25 9:35
637	6	100601551	2025/12/25 9:40
638	6	102149620	2025/12/25 9:45
639	6	103860369	2025/12/25 9:50
640	6	105289535	2025/12/25 9:55
641	6	106942279	2025/12/25 10:00
642	6	108819986	2025/12/25 10:05
643	6	110561613	2025/12/25 10:10
644	6	112378873	2025/12/25 10:15
645	6	114133260	2025/12/25 10:20
646	6	115952779	2025/12/25 10:25
647	6	117668408	2025/12/25 10:30
648	6	119409029	2025/12/25 10:35
649	6	120989522	2025/12/25 10:40
650	6	122598359	2025/12/25 10:45
651	6	124226698	2025/12/25 10:50
652	6	125865383	2025/12/25 10:55
653	6	127676914	2025/12/25 11:00
654	6	128908458	2025/12/25 11:05
655	6	130104624	2025/12/25 11:10
656	6	131385279	2025/12/25 11:15
657	6	132697261	2025/12/25 11:20
658	6	134084034	2025/12/25 11:25
659	6	135297703	2025/12/25 11:30
660	6	136432434	2025/12/25 11:35
661	6	137714272	2025/12/25 11:40
662	6	138915745	2025/12/25 11:45
663	6	140041811	2025/12/25 11:50
664	6	141448486	2025/12/25 11:55
665	6	142699040	2025/12/25 12:00
666	6	144046733	2025/12/25 12:05
667	6	145218938	2025/12/25 12:10
668	6	146485837	2025/12/25 12:15
669	6	147831880	2025/12/25 12:20
670	6	149187439	2025/12/25 12:25
671	6	150529585	2025/12/25 12:30
672	6	151930428	2025/12/25 12:35
673	6	153218307	2025/12/25 12:40
674	6	154340522	2025/12/25 12:45
675	6	155576966	2025/12/25 12:50
676	6	156696297	2025/12/25 12:55
677	6	157835253	2025/12/25 13:00
678	6	159006913	2025/12/25 13:05
679	6	160278767	2025/12/25 13:10
680	6	161434497	2025/12/25 13:15
681	6	162682866	2025/12/25 13:20
682	6	163825712	2025/12/25 13:25
683	6	165158807	2025/12/25 13:30
684	6	166477269	2025/12/25 13:35
685	6	167598161	2025/12/25 13:40
686	6	168734194	2025/12/25 13:45
687	6	170001999	2025/12/25 13:50
688	6	171363415	2025/12/25 13:55
689	6	172761788	2025/12/25 14:00
690	6	174896535	2025/12/25 14:05
691	6	177077249	2025/12/25 14:10
692	6	179179159	2025/12/25 14:15
693	6	181127016	2025/12/25 14:20
694	6	183306191	2025/12/25 14:25
695	6	185336364	2025/12/25 14:30
696	6	187272471	2025/12/25 14:35
697	6	189200058	2025/12/25 14:40
698	6	191293462	2025/12/25 14:45
699	6	193487213	2025/12/25 14:50
700	6	195552462	2025/12/25 14:55
701	6	197698113	2025/12/25 15:00
702	6	199838081	2025/12/25 15:05
703	6	201768374	2025/12/25 15:10
704	6	203887806	2025/12/25 15:15
705	6	205973716	2025/12/25 15:20
706	6	208020537	2025/12/25 15:25
707	6	210014980	2025/12/25 15:30
708	6	212221360	2025/12/25 15:35
709	6	214281080	2025/12/25 15:40
710	6	216380574	2025/12/25 15:45
711	6	218525441	2025/12/25 15:50
712	6	220634822	2025/12/25 15:55
713	6	222572374	2025/12/25 16:00
714	6	224710151	2025/12/25 16:05
715	6	226792713	2025/12/25 16:10
716	6	228957570	2025/12/25 16:15
717	6	231136986	2025/12/25 16:20
718	6	233202783	2025/12/25 16:25
719	6	235163681	2025/12/25 16:30
720	6	237244521	2025/12/25 16:35
721	6	239199642	2025/12/25 16:40
722	6	241286696	2025/12/25 16:45
723	6	243242903	2025/12/25 16:50
724	6	245378943	2025/12/25 16:55
725	6	247400634	2025/12/25 17:00
726	6	249007244	2025/12/25 17:05
727	6	250801907	2025/12/25 17:10
728	6	252482345	2025/12/25 17:15
729	6	254191306	2025/12/25 17:20
730	6	255878357	2025/12/25 17:25
731	6	257694249	2025/12/25 17:30
732	6	259524986	2025/12/25 17:35
733	6	261184658	2025/12/25 17:40
734	6	262787254	2025/12/25 17:45
