StageId	Type	Name	Description	Icon	StoryIcon	BgmId	AmbientSound	LoadingType	RewardTipId	EventId	NormalEventIdOnPassed	UnlockEventId	NormalEventId	PreEventId	ClearEventId	DisappearCondition	OrderId	RecommandLevel	IsMultiplayer	HaveAssist	StandardUseTimeSec	RequireLevel	RequireActionPoint	FirstRequireActionPoint	FinishRequireActionPoint	CharacterLimitType	CareerSuggestType	AISuggestType	LimitBuffId	PassTimeLimit	PreStageId	FlopRewardId	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	StarRewardId	TeamExp	FirstTeamExp	FinishTeamExp	CardExp	FirstCardExp	FinishCardExp	MaxChallengeNums	BuyChallengeCost	BuyChallengeCount	KeepPlayingStory	BeginStoryIds	BeginConditions	EndStoryIds	EndConditions	OnlinePlayerLeast	OnlinePlayerLimit	StarDesc	DescEventId	SettleLoseTipId	SuggestedConditionId	ForceConditionId	HaveFirstPass	FirstGotoSkipId	FunctionLeftBtn	FunctionRightBtn	RobotId	UrgentEventId	RebootId	AutoFightId	StageType	StageGridStyle	FightControlId	DisableJoystick	NeedJobType	MultiChallengeId	Restartable	ResetHpCount	StoryUiStyle	OnlineMsgId	ForceAllyEffect	DisableDeadEffect	HideAction	Ability	GeneralSkillIds	NextStageId
10020304	1	苦刑结束	救下来的感染体似乎十分慌张，灰鸦小队决定先掩护他撤出这里。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0204.png		112	303				1						12	1		1		1		10					1	300	[10020303]			10020112		10020112			10			20					1	['ZX00212BA']		['ZX00212EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			1			Rectangle	1		[1, 2, 3]											[11020101]
10030101	1	选种	虽然不知帕弥什的公主到底是何人，但从突击鹰小队的神威口中得知“传送门作战”以后，灰鸦小队向庄园出发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0301.png		101	303				1						1	1		1		1		10					1	300				10030101		10030101			10			30					1	['ZX00301BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '死亡次数不超过2次']					True		2	1	[1001]		12			Rectangle			[1, 2, 3]											[10030102]
10030102	1	终点站	哈桑直接向你发布了优先级的任务，在和突击鹰小队会合之前，得和灰鸦一起回收地铁站的构造体。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		101	303				1						2	1		1		1		10					1	300	[10030101]			10030102		10030102			10			30					1	['ZX00302BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10030103]
10030103	1	直觉系	提法也是“新种”之一，虽然不知道为什么感染体突然获得思考的能力，但她不在以后，感染体占据了地铁站。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		101	303				1						3	1		1		1		10					1	300	[10030102]			10030103		10030103			10			30					1	['ZX00303BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10030104]
10030104	1	乐于助人	感染体严重妨碍了回收构造体的进度，按照露西亚的指示，灰鸦小队决定分为回收组跟迎击组。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab05.png		111	301				1						4	1		1		1		10					1	300	[10030103]			10030104		10030104			10			30					1	['ZX00304BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Rectangle	1		[1, 2, 3]											[10030201]
10030201	1	擅闯私宅	传送门作战由突击鹰主导，和他们会合的灰鸦小队得到了到放着传送门的庄园侦察的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		101	301				1						5	1		1		1		10					1	300	[10030104]			10030105		10030105			10			30					1	['ZX00305BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10030202]
10030202	1	机关密布	侦察完毕以后，灰鸦小队收到了巡夜的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		102	301				1						6	1		1		1		10					1	300	[10030201]			10030106		10030106			10			30					1	['ZX00306BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10030203]
10030203	1	最后警告	传送门作战即将开始，灰鸦小队将和突击鹰小队一起向庄园发起攻击。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab02.png		101	301				1						7	1		1		1		10					1	300	[10030202]			10030107		10030107			10			30					1	['ZX00307BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10030204]
10030204	1	谨慎行事	庄园内突然出现了新种和大量感染体的援军，尽快打倒新种撤离这里。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0302.png		111	302				1						8	1		1		1		10					1	300	[10030203]			10030108		10030108			10			30					1	['ZX00308BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Rectangle	1		[1, 2, 3]											[10030301]
10030301	1	特种任务	虽然第一次作战失败，但突击鹰部队没有打算放弃，为了明天作战，灰鸦被交代了巡夜的任务。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		101	302				1						9	1		1		1		10					1	300	[10030204]			10030109		10030109			10			30					1	['ZX00309BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '死亡次数不超过2次']					True		2	1	[1002]		12			Square			[1, 2, 3]											[10030302]
10030302	1	扭曲改造	作战重新开始，灰鸦小队将作为诱饵吸引敌人注意力好让突击鹰潜入庄园。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		101	302				1						10	1		1		1		10					1	300	[10030301]			10030110		10030110			10			30					1	['ZX00310BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10030303]
10030303	1	各自忠诚	为了尽可能的吸引火力，灰鸦小队决定进入庄园建筑内部。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		111	301				1						11	1		1		1		10					1	300	[10030302]			10030111		10030111			10			30					1	['ZX00311BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10030304]
10030304	1	新的种子	由于未知的原因，灰鸦小队和突击鹰小队失去了联络，当务之急是先撤离这里。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0303.png		112	301				1						12	1		1		1		10					1	300	[10030303]			10030112		10030112			10			30					1	['ZX00312BA']		['ZX00312EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Rectangle	1		[1, 2, 3]											[11030101]
10040101	1	白夜出逃	因为突击鹰部队受到重创，神威被重新分派成灰鸦的队员，而灰鸦在这里的最后工作就是建立安全区。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0401.png		101	301				1						1	1		1		1		10					1	300				10040101		10040101			10			40					1	['ZX00401BA']		['ZX00401EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Rectangle	1		[1, 2, 3]											[10040102]
10040102	1	线路推演	掩护里在庄园外部建立隔离装置，完成最后的这步就能确保一条安全来往基地和传送门的道路了。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		101	301				1						2	1		1		1		10					1	300	[10040101]			10040102		10040102			10			40					1	['ZX00402BA']		['ZX00402EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10040103]
10040103	1	渔翁得利	庄园内部突然响起了警报声，得尽快前往确保传送门的安全。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		101	301				1						3	1		1		1		10					1	300	[10040102]			10040103		10040103			10			40					1	['ZX00403BA']		['ZX00403EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10040104]
10040104	1	围剿突破	警报的原因是感染体误触了保安的启动装置，消灭感染体和保安机械人。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0402.png		111	301				1						4	1		1		1		10					1	300	[10040103]			10040104		10040104			10			40					1	['ZX00404BA']		['ZX00404EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Rectangle	1		[1, 2, 3]											[10040201]
10040201	1	怒沙潜伏	由于罗兰动过手脚的关系，传送门没能到达指定的地点，经过讨论，你们决定用走的去统治局。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		101	304				1						5	1		1		1		10					1	300	[10040104]			10040105		10040105			10			40					1	['ZX00405BA']		['ZX00405EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10040202]
10040202	1	颤栗深潜	神威似乎有这片沙漠的相关资料，为了确保行军中的补给和机体保养，灰鸦向沙漠基地出发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		101	304				1						6	1		1		1		10					1	300	[10040201]			10040106		10040106			10			40					1	['ZX00406BA']		['ZX00406EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10040203]
10040203	1	遗忘者	沙漠基地正在被感染体攻击，击败感染体保护基地吧。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0403.png		101	304				1						7	1		1		1		10					1	300	[10040202]			10040107		10040107			10			40					1	['ZX00407BA']		['ZX00407EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Rectangle	1		[1, 2, 3]											[10040204]
10040204	1	筹码谈判	基地已经先有来客，他们自称是“遗忘者”，其中一个男性构造体向灰鸦发起了攻击。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		111	304				1						8	1		1		1		10					1	300	[10040203]			10040108		10040108			10			40					1	['ZX00408BA']		['ZX00408EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10040301]
10040301	1	留下之人	“遗忘者”构造体似乎认识露西亚跟神威，为了取得基地和搞清真相，灰鸦再度出发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab04.png		101	304				1						9	1		1		1		10					1	300	[10040204]			10040109		10040109			10			40					1	['ZX00409BA']		['ZX00409EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Rectangle	1		[1, 2, 3]											[10040302]
10040302	1	绑架	神秘构造体再度出现，讨厌人类的他对于受你指挥的灰鸦小队感到不爽，战斗一触即发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		102	304				1						10	1		1		1		10					1	300	[10040301]			10040110		10040110			10			40					1	['ZX00410BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10040303]
10040303	1	噪尘	男性构造体利用感染体的习性让它们袭击灰鸦，在战斗的中间，露西亚似乎想起了什么……？	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		101	304				1						11	1		1		1		10					1	300	[10040302]			10040111		10040111			10			40					1	['ZX00411BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10040304]
10040304	1	搏杀真相	露西亚似乎知道敌方构造体的名字叫渡边，但没能回想更多，一种名叫“守护者”的敌人就袭击了过来。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0404.png		112	304				1						12	1		1		1		10					1	300	[10040303]			10040112		10040112			10			40					1	['ZX00412BA']		['ZX00412EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Rectangle	1		[1, 2, 3]											[11040101]
10050101	1	寻迹	执行官尼科拉派出清理部队追捕逃兵丽芙，虽然要找丽芙但也不能放着晕倒的露西亚不管，时间不多了。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		102	304				1						1	1		1		1		12					1	300				10050101		10050101			12			50					1	['ZX00501BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10050102]
10050102	1	入盲	里和神威就现在这个队伍分散的状况争执了起来，而这之中冲撞的愤怒引来了感染体。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		102	304				1						2	1		1		1		12					1	300	[10050101]			10050102		10050102			12			50					1	['ZX00502BA']		['ZX00502EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '死亡次数不超过2次']					True		2	1	[1003]		12			Square			[1, 2, 3]											[10050103]
10050103	1	斩影	虽然各自有各自的想法，但现在还是治疗露西亚为重，你决定向神威提供的绿洲地点出发。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		102	304				1						3	1		1		1		12					1	300	[10050102]			10050103		10050103			12			50					1	['ZX00503BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10050104]
10050104	1	巧入谜潭	沙漠之中的绿洲让你们松了一口气，但感染体们在妨碍你们寻找能治疗露西亚的终端。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTabN0501.png		111	304				1						4	1		1		1		12					1	300	[10050103]			10050104		10050104			12			50					1	['ZX00504BA']					3	['全员存活通过关卡', '死亡次数不超过1次', '死亡次数不超过2次']					True		2	1	[1004]		12			Rectangle			[1, 2, 3]											[10050201]
10050201	1	真容	沙漠的终端正在为露西亚的意识海“减压”，在治疗完成之前，指挥里和神威迎击敌人。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		101	304				1						5	1		1		1		12					1	300	[10050104]			10050105		10050105			12			50					1	['ZX00505BA']		['ZX00505EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10050202]
10050202	1	幻象压制	露西亚醒来以后表示想要一个人呆着，回忆起“第一部队的惨剧”似乎对她有不少影响，你决定跟过去看看。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab01.png		112	304				1						6	1		1		1		12					1	300	[10050201]			10050106		10050106			12			50					1	['ZX00506BA']		['ZX00506EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10050203]
10050203	1	异人	对于露西亚来说，她期望的只有安好而已，面对过去的无力，突然出现的新种表示能让她“解脱”。	Assets/Product/Texture/Image/UiFubenMainTab/FubenMainTab02.png		111	304				1						7	1		1		1		12					1	300	[10050202]			10050107		10050107			12			50					1	['ZX00507BA']		['ZX00507EA']			3	['全员存活通过关卡', '死亡次数不超过1次', '通关时间小于150秒']					True		2	1			12			Square	1		[1, 2, 3]											[10050204]
