Id	TimeId	Name	FullScreenBg	PrefabPath	BtnBg	Type	RoundDays	SubRoundId	OpenLevel	OpenStage	PreSignId	CreateTimeId	IsShowWhenDayOver	IsShowWhenSignOver	ReissueRewardMailId
53	900	S级自选礼包	Assets/Product/Texture/Image/UiActivityBase/SignBgSCharacterWelfare.png	Assets/Product/Ui/ComponentPrefab/Sign/SignSCharacterWelfare.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelSCharacterWelfare.png	2	[1]	[1054]		10010204		900			
54		萦森歧路-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1055]	20						
55		劳动便签-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1056]							
56		怒逐沉沙-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1057]	20						
57		乔阳纪叙-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1058]							
58		爝火长明-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1059]	20						
59		摇篮游行-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1060]	20						
60		镜焰迷城-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1061]	20						
61		探阑盛月-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1062]							
62		碑火铸脊-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1063]	20						
63		光影印迹-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1064]							
64		络勾陈-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1065]	20						
65		禧夜灯火-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1066]							
66		源解信标-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1067]	20						
67		新颂盈宵-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1068]							
68		镜像星尘-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1069]	20						
69		幽塔黎光-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1070]	20						
70		云梁觅影-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1071]	20						
71		天道酬勤-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1072]							
72		暮往长离-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1073]	20						
73		龙游韶光-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1074]							
74		剪身成蝶-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1075]	20						
76	24	七日馈赠-礼包	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseWeekCard.png	Assets/Product/Ui/ComponentPrefab/Sign/SignWeekCard.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelWeekCardV215.png	4	[7]	[201]						True	
77		晨昏庭影-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1076]	20						
78		瑶月澄秋-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1077]							
79		遥行循星-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1078]	20						
80		拾忆同辰-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1079]	20						
81		锈夜逐光-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1080]							
82		穹隙流宿-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7, 7]	[1081, 1082]							
83		醉狱谲笼-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1083]	20						
84		贺岁鸣新-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1084]							
85		梦赴光寥之乡-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[7]	[1085]	20						
86		万祥沐春-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseSignInNewPlayer.png	Assets/Product/Ui/ComponentPrefab/Sign/SignNewhand.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelSignInNewPlayer.png	2	[3]	[1086]							
87	24	七日馈赠-礼包	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseWeekCardSpringFestival.png	Assets/Product/Ui/ComponentPrefab/Sign/SignWeekCardSpringFestival.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelWeekCardV302.png	4	[7]	[201]						True	
88		逐生复始-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgJietaweiV303.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainJietaweiV303.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelJietaweiV303.png	2	[7]	[1087]	20						
89		末路燎原-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgWeilaV304.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainWeilaV304.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelWeilaV304.png	2	[7]	[1088]	20						
90		幻寂鸣泣曲-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgGuiqiV305.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainGuiqiV305.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelGuiqiV305.png	2	[7]	[1089]	20						
91		箬香盈岸-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgDuanwuV305.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainDuanwuV305.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelDuanwuV305.png	2	[3]	[1090]							
92		暇时小歇-签到	Assets/Product/Texture/Image/UiActivityBase/SignBg202551V304.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMain202551.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabel202551V304.png	2	[3]	[1091]							
93	24	七日馈赠-礼包	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseWeekCardV306.png	Assets/Product/Ui/ComponentPrefab/Sign/SignWeekCardV306.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelWeekCardV306.png	4	[7]	[201]							
94	39452	覆海归途-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgV306.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainV306.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelV306.png	2	[7]	[1092]	20						
95	40602	织奏序言-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgV307.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainV307.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelV307.png	2	[7]	[1093]	20						
96	41902	理想笼-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgV308.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainV308.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelV308.png	2	[7]	[1094]	20						
97	41903	千秋一月-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgZhongqiuV308.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainZhongqiuV308.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelZhongqiuV308.png	2	[3]	[1095]							
98	24	新手三日补给-签到	Assets/Product/Texture/Image/UiActivityBase/UiActivityBase3DayCard.png	Assets/Product/Ui/ComponentPrefab/Sign/SignCardThreeDayV400.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabel3DayCardCardV400.png	4	[3]	[301]							
